Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Segregating-Sites,Theta,Tajima-D,Tajima-Pi
0,14,0,3,14,40,58,14,0,0,0,8,58,0.193148,-2.154863,0.06339951
0,9,0,3,16,39,58,12,0,0,0,7,58,0.193148,-2.192926,0.06110763
0,4,0,1,17,40,58,32,0,0,0,4,58,0.193148,-2.039804,0.07032741
0,15,0,4,16,40,58,18,0,0,0,10,58,0.193148,-2.34252,0.05210031
1,14,1,2,16,40,36,9,0,0,1,12,57,0.1898178,-2.286149,0.05439568
0,12,0,4,14,40,58,13,0,0,0,9,58,0.193148,-2.184191,0.06163358
0,10,0,2,13,40,58,9,0,0,0,8,58,0.193148,-2.316026,0.05369558
0,17,0,3,12,40,58,9,0,0,0,12,58,0.193148,-2.412689,0.0478753
2,12,1,3,14,39,37,28,0,0,2,9,56,0.1864877,-2.302025,0.052372
0,15,0,3,16,40,58,17,0,0,0,10,58,0.193148,-2.039284,0.07035876
0,8,0,1,15,40,58,11,0,0,0,8,58,0.193148,-2.220173,0.05946708
1,16,1,3,13,39,34,10,0,0,1,13,57,0.1898178,-2.348183,0.050721
0,17,0,4,14,40,58,11,0,0,0,11,58,0.193148,-2.470305,0.04440613
0,15,0,3,13,40,58,16,0,0,0,10,58,0.193148,-2.46614,0.04465691
0,15,0,4,17,40,58,24,0,0,0,9,58,0.193148,-1.93996,0.07633925
0,11,0,2,16,40,58,12,0,0,0,9,58,0.193148,-2.331702,0.05275165
0,11,0,3,18,40,58,13,0,0,0,8,58,0.193148,-1.993411,0.07312086
0,16,0,2,15,40,58,12,0,0,0,12,58,0.193148,-2.172101,0.06236155
0,7,0,2,18,40,58,21,0,0,0,6,58,0.193148,-1.895764,0.07900035
0,9,0,2,17,40,58,14,0,0,0,8,58,0.193148,-2.140806,0.06424591
0,8,0,3,17,40,58,23,0,0,0,6,58,0.193148,-2.039746,0.0703309
0,16,0,2,12,40,58,10,0,0,0,14,58,0.193148,-2.413383,0.04783351
0,12,0,3,15,40,58,17,0,0,0,7,58,0.193148,-2.176382,0.0621038
0,18,0,2,14,40,58,7,0,0,0,13,58,0.193148,-2.19981,0.06069314
0,6,0,1,17,40,58,31,0,0,0,6,58,0.193148,-2.099676,0.0667224
1,14,1,3,12,40,57,13,0,0,1,9,57,0.1898178,-2.48219,0.042783
0,12,0,3,16,40,58,25,0,0,0,8,58,0.193148,-2.109453,0.06613375
0,13,0,3,17,40,58,9,0,0,0,10,58,0.193148,-2.229486,0.0589063
0,10,0,2,14,40,58,13,0,0,0,8,58,0.193148,-2.111766,0.06599443
0,14,0,1,13,40,58,7,0,0,0,14,58,0.193148,-2.62979,0.0348032
0,13,0,2,14,40,58,15,0,0,0,10,58,0.193148,-2.157639,0.06323232
0,10,0,1,14,40,58,19,0,0,0,10,58,0.193148,-2.406268,0.04826193
0,21,0,4,15,40,58,13,0,0,0,10,58,0.193148,-2.244931,0.05797631
0,19,0,4,15,39,58,14,0,0,0,11,58,0.193148,-2.232668,0.05871473
0,14,0,3,15,40,58,9,0,0,0,11,58,0.193148,-2.401987,0.04851968
0,8,0,2,15,40,58,17,0,0,0,7,58,0.193148,-2.380988,0.04978405
0,17,0,2,17,40,58,14,0,0,0,13,58,0.193148,-2.239089,0.05832811
0,9,0,1,15,40,58,14,0,0,0,9,58,0.193148,-2.339801,0.05226402
1,11,1,3,17,40,41,15,0,0,1,9,57,0.1898178,-1.940695,0.07485893
0,12,0,3,16,40,58,19,0,0,0,9,58,0.193148,-2.126922,0.06508185
0,14,0,3,15,40,58,13,0,0,0,8,58,0.193148,-2.147111,0.06386625
0,9,0,1,16,40,58,13,0,0,0,9,58,0.193148,-2.237006,0.0584535
1,13,1,2,13,40,45,13,0,0,1,11,57,0.1898178,-2.350653,0.05057471
0,15,0,3,18,40,58,22,0,0,0,10,58,0.193148,-1.932208,0.07680599
0,8,0,2,19,40,58,21,0,0,0,7,58,0.193148,-2.092619,0.06714734
0,11,0,2,15,39,58,14,0,0,0,9,58,0.193148,-2.182919,0.06171021
0,7,0,2,15,40,58,21,0,0,0,6,58,0.193148,-2.16516,0.06277952
0,8,0,2,16,40,58,21,0,0,0,6,58,0.193148,-2.093371,0.06710206
0,17,0,3,16,40,58,16,0,0,0,11,58,0.193148,-2.091115,0.0672379
0,12,0,2,15,40,58,16,0,0,0,11,58,0.193148,-2.267665,0.05660745
0,13,0,2,16,39,58,11,0,0,0,12,58,0.193148,-2.134848,0.06460467
0,9,0,3,16,40,58,14,0,0,0,7,58,0.193148,-2.056175,0.06934169
0,15,0,4,16,40,58,25,0,0,0,11,58,0.193148,-2.040093,0.07031
0,5,0,2,18,40,58,27,0,0,0,4,58,0.193148,-2.026152,0.07114943
0,8,0,1,17,40,58,12,0,0,0,8,58,0.193148,-2.061613,0.06901428
0,13,0,2,16,40,58,15,0,0,0,11,58,0.193148,-2.11784,0.0656287
0,13,0,2,15,40,58,24,0,0,0,11,58,0.193148,-2.046283,0.0699373
0,11,0,2,16,40,58,23,0,0,0,8,58,0.193148,-2.133112,0.06470916
0,16,0,2,15,40,58,16,0,0,0,13,58,0.193148,-2.290862,0.05521073
0,6,0,2,14,40,58,28,0,0,0,5,58,0.193148,-2.195934,0.06092651
0,11,0,2,16,40,58,10,0,0,0,9,58,0.193148,-2.142541,0.06414141
0,13,0,2,14,40,58,18,0,0,0,11,58,0.193148,-2.291151,0.05519331
0,12,0,2,16,40,58,20,0,0,0,11,58,0.193148,-2.160648,0.0630512
0,10,0,2,16,40,58,28,0,0,0,7,58,0.193148,-1.948174,0.07584465
0,10,0,2,15,40,58,12,0,0,0,9,58,0.193148,-2.217049,0.05965517
0,17,0,4,13,40,58,8,0,0,0,10,58,0.193148,-2.275417,0.05614072
0,12,0,2,15,40,58,23,0,0,0,9,58,0.193148,-2.224685,0.0591954
0,8,0,1,19,40,58,25,0,0,0,8,58,0.193148,-1.822529,0.08340996
1,8,1,2,16,40,42,23,0,0,1,7,57,0.1898178,-2.105513,0.06509579
0,15,0,3,13,40,58,14,0,0,0,10,58,0.193148,-2.213057,0.05989551
0,8,0,2,16,40,58,29,0,0,0,6,58,0.193148,-1.953496,0.07552421
0,10,0,2,17,40,58,27,0,0,0,8,58,0.193148,-2.061208,0.06903866
0,13,0,4,15,40,58,16,0,0,0,9,58,0.193148,-2.146301,0.06391501
0,16,0,4,16,39,58,15,0,0,0,10,58,0.193148,-2.065199,0.06879833
0,16,0,3,15,40,58,21,0,0,0,10,58,0.193148,-2.167184,0.06265761
0,15,0,2,14,39,58,14,0,0,0,13,58,0.193148,-2.170713,0.06244514
1,9,1,2,15,40,57,17,0,0,1,7,57,0.1898178,-2.260688,0.05590387
0,5,0,1,16,40,58,22,0,0,0,5,58,0.193148,-2.060456,0.06908394
0,10,0,2,15,40,58,13,0,0,0,8,58,0.193148,-2.116221,0.06572623
0,16,0,3,16,40,58,13,0,0,0,12,58,0.193148,-2.009781,0.07213514
0,17,0,3,13,40,58,9,0,0,0,11,58,0.193148,-2.383245,0.04964821
0,15,0,2,14,40,58,13,0,0,0,12,58,0.193148,-2.233246,0.0586799
0,23,0,5,12,40,58,7,0,0,0,17,58,0.193148,-2.339454,0.05228492
0,9,0,2,18,40,58,25,0,0,0,8,58,0.193148,-2.033788,0.07068966
0,9,0,2,16,40,58,22,0,0,0,7,58,0.193148,-2.11356,0.06588645
0,8,0,2,15,39,58,37,0,0,0,7,58,0.193148,-2.069249,0.06855451
0,19,0,3,13,40,58,8,0,0,0,14,58,0.193148,-2.372716,0.05028213
