Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Segregating-Sites,Theta,Tajima-D,Tajima-Pi
0,6,0,3,19,29,34,17,0,0,0,4,34,0.2503137,0.9201242,0.313852
0,5,0,2,18,26,34,19,0,0,0,4,34,0.2503137,0.4007719,0.2779886
1,6,1,3,18,28,27,22,2,2,1,4,33,0.2429515,1.288278,0.329475
1,6,1,2,16,26,31,17,0,0,1,5,33,0.2429515,0.1543899,0.2533207
0,7,0,3,16,29,34,15,0,0,0,5,34,0.2503137,0.4145113,0.2789374
0,5,0,1,17,26,34,17,0,0,0,5,34,0.2503137,0.7085362,0.299241
0,8,0,4,16,28,34,10,0,0,0,5,34,0.2503137,0.3265787,0.2728653
0,6,0,3,18,28,34,23,1,1,0,4,34,0.2503137,0.7763176,0.3039216
0,4,0,2,17,29,34,22,0,0,0,3,34,0.2503137,0.7598303,0.302783
0,6,0,3,15,27,34,22,2,2,0,3,34,0.2503137,0.6984606,0.2985452
2,6,1,3,16,25,31,21,0,0,2,4,32,0.2355894,0.8647323,0.2920304
1,5,1,3,15,27,33,23,1,1,1,3,33,0.2429515,-0.0254877,0.2412397
1,6,1,2,17,26,24,22,0,0,1,4,33,0.2429515,0.688372,0.2891841
2,6,2,4,18,24,30,23,0,0,1,3,32,0.2355894,0.6214957,0.2761543
1,6,1,3,17,28,31,23,0,0,1,4,33,0.2429515,0.7326351,0.2921569
0,6,0,3,15,29,34,17,0,0,0,4,34,0.2503137,0.4117635,0.2787476
0,6,0,2,17,27,34,20,0,0,0,5,34,0.2503137,0.3384862,0.2736875
0,4,0,2,16,29,34,22,0,0,0,3,34,0.2503137,0.6590741,0.2958254
0,1,0,1,17,26,34,32,0,0,0,1,34,0.2503137,0.5885448,0.2909551
1,3,1,1,19,27,30,26,0,0,1,3,33,0.2429515,1.272268,0.3283997
2,7,1,5,19,25,28,22,0,0,2,3,32,0.2355894,0.8182169,0.2889943
1,9,1,4,15,28,22,17,0,0,1,6,33,0.2429515,0.4322113,0.2719798
0,6,0,3,16,27,34,23,0,0,0,3,34,0.2503137,0.3210829,0.2724858
0,5,0,2,17,28,34,22,0,0,0,4,34,0.2503137,0.5051919,0.2851992
1,6,1,3,16,28,24,22,0,0,1,3,33,0.2429515,0.3399181,0.2657812
0,4,0,2,19,27,34,22,0,0,0,3,34,0.2503137,1.063015,0.3237192
0,6,0,3,15,26,34,25,0,0,0,4,34,0.2503137,-0.2486475,0.2331436
0,6,0,1,16,27,34,20,0,0,0,6,34,0.2503137,0.3723769,0.2760278
0,3,0,1,17,29,34,16,1,1,0,3,34,0.2503137,1.057519,0.3233397
1,8,1,5,18,29,32,23,0,0,1,4,33,0.2429515,0.6525849,0.2867805
0,6,0,3,17,29,34,22,0,0,0,4,34,0.2503137,0.4795449,0.2834282
0,7,0,3,18,26,34,22,0,0,0,3,34,0.2503137,0.2487216,0.2674889
0,7,0,3,17,28,34,22,1,1,0,4,34,0.2503137,0.9906535,0.3187223
0,6,0,3,15,29,34,22,0,0,0,3,34,0.2503137,-0.2752105,0.2313093
0,5,0,3,18,29,34,23,0,0,0,3,34,0.2503137,0.8578386,0.3095509
1,7,1,4,14,25,32,22,0,0,1,4,33,0.2429515,-0.1045962,0.2359266
1,5,1,2,16,26,24,15,0,0,1,4,33,0.2429515,0.5207374,0.2779254
0,4,0,1,17,28,34,23,0,0,0,4,34,0.2503137,0.8331075,0.3078431
1,5,1,2,18,28,33,22,0,0,1,4,33,0.2429515,1.298637,0.3301708
0,7,0,2,18,29,34,15,1,1,0,5,34,0.2503137,0.6947967,0.2982922
0,6,0,2,16,29,34,17,1,1,0,5,34,0.2503137,0.5180154,0.2860848
1,4,1,3,14,27,33,29,0,0,1,2,33,0.2429515,-0.1140138,0.2352941
1,6,1,4,15,28,33,23,0,0,1,3,33,0.2429515,0.7853741,0.2956989
1,5,1,4,17,27,30,28,0,0,1,2,33,0.2429515,1.079206,0.3154333
0,5,0,3,18,30,34,24,0,0,0,3,34,0.2503137,0.793721,0.3051233
