Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Segregating-Sites,Theta,Tajima-D,Tajima-Pi
1,18,1,18,16,37,29,20,0,1,1,1,37,0.2607414,-0.2649866,0.2426583
0,18,0,18,19,38,38,20,0,1,0,1,38,0.2677884,0.3548436,0.2926201
0,18,0,18,19,38,38,20,0,2,0,1,38,0.2677884,0.743157,0.3197941
0,19,0,18,19,38,38,15,0,2,0,2,38,0.2677884,0.07416801,0.2729786
2,18,1,18,20,36,22,20,0,0,2,1,36,0.2536943,0.9036063,0.3137872
1,19,1,18,18,36,23,13,0,0,1,2,37,0.2607414,0.2352115,0.2767925
0,18,0,18,19,38,38,20,1,1,0,1,38,0.2677884,0.4583938,0.2998665
0,18,0,18,19,38,38,20,0,1,0,1,38,0.2677884,0.6763943,0.315122
2,18,1,18,18,36,21,20,0,2,2,1,36,0.2536943,1.145904,0.3299008
3,18,2,18,19,35,27,20,0,0,2,1,35,0.2466472,0.6700907,0.2900458
3,19,1,19,18,35,19,19,0,1,3,1,35,0.2466472,0.5861755,0.284611
1,18,1,18,17,37,37,20,0,0,1,1,37,0.2607414,0.5495818,0.2982456
0,18,0,18,18,38,38,20,0,1,0,1,38,0.2677884,0.5919191,0.3092105
1,18,1,18,20,37,31,20,0,0,1,1,37,0.2607414,1.042794,0.3319031
0,18,0,18,18,38,38,20,0,1,0,1,38,0.2677884,0.4420438,0.2987223
1,18,1,18,17,37,22,20,0,0,1,1,37,0.2607414,0.4014785,0.2881388
0,18,0,18,19,38,38,20,0,0,0,1,38,0.2677884,0.7990196,0.3237033
0,19,0,18,18,38,38,16,0,1,0,2,38,0.2677884,0.5088065,0.3033944
0,18,0,18,19,38,38,20,0,0,0,1,38,0.2677884,0.5701191,0.307685
1,18,1,18,19,37,34,20,0,1,1,1,37,0.2607414,1.337603,0.3520214
0,18,0,18,18,38,38,20,0,0,0,1,38,0.2677884,0.7050069,0.3171243
0,18,0,18,18,38,38,20,0,1,0,1,38,0.2677884,0.1545557,0.2786041
0,18,0,18,17,38,38,20,0,0,0,1,38,0.2677884,0.4175188,0.2970061
1,18,1,18,18,37,25,20,0,0,1,1,37,0.2607414,0.7368068,0.3110221
