Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-421.8521	-321.8263	-100.0259	8.085527	3.899977	0.348689	0.026611	0.0926342	0.0141487	0.103506	0.272662	0.287978	0.0908718	0.0220857	0.0533009	0.121837	0.0289323	0.0427521	0.00526678	0.00643694	0.193398	0.00104673	0.113602	0.112978	0.095589	0.126403	0.0387489	0.228556	0.121357	0.0683248	0.264295	0.00504879	0.114125	0.0554465	0.448036	0.042792	0.0447147	0.314573	0.144546	0.0129434	0.101246	0.408727	0.00396698	0.181299	0.197974	0.0989471	0.0814318	0.149642	0.34553	0.1343289	0.00492522	0.0642206	0.0260023	0.0470019	0.106255	0.0518239	0.0471787	0.00117213	0.0338469	0.0375758	0.151956	0.0301768	0.0329069	0.0965097	0.262021	0.0113525	0.3780621	9	50.17747	0.1315373	0.448782	0.771678	1.0844	1.69514	0.201749	0.29477	0.167489	0.0944504	0.0856736	0.155868	0.3829873	0.98714
100	-427.9931	-327.7083	-100.2848	9.908633	1.833166	0.223821	0.0134946	0.230488	0.0111408	0.318644	0.144144	0.29847	0.092118	0.0347502	0.0504148	0.093793	0.0608664	0.242497	0.0728888	0.00364066	0.0716155	0.0321481	0.266878	0.479767	0.645245	0.0472877	0.0101925	0.499524	0.206096	0.0156245	0.356969	0.0265739	0.102893	0.0231583	0.607009	0.0357763	0.0109176	0.272053	0.0339815	0.0930494	0.165473	0.254616	0.00817477	0.0395635	0.032033	0.00499045	0.110074	0.158062	0.0336776	0.145161	-0.08433884	0.068944	0.0120686	0.147751	0.0300603	0.00301382	0.0673726	0.0572934	0.0139047	0.0167971	0.087145	0.0624739	0.0716545	0.204117	0.0997919	0.0576125	0.3471522	10	51.39095	0.2235173	0.272512	0.636013	1.06519	2.02628	0.171757	0.351748	0.102973	0.0897848	0.102475	0.181262	0.2628134	1.320908
200	-437.1968	-325.9316	-111.2651	8.273584	2.831518	0.0420191	0.167194	0.284487	0.0274332	0.444847	0.0592628	0.20577	0.127401	0.0764571	0.0839345	0.733265	0.27033	0.0825859	0.0292156	0.195608	0.0104783	0.154763	0.0278281	0.0106855	0.00924472	0.185139	0.0766544	0.000344853	0.0317371	0.309491	0.0323889	0.507613	0.0984073	0.539279	0.050755	0.0646254	0.0133167	0.00464012	0.425529	0.145656	0.191245	0.0269533	0.0164431	0.0284014	0.214302	0.697027	0.149558	0.269444	0.0981964	0.1380641	0.05050816	0.054078	0.0607715	0.051004	0.0154175	0.0406113	0.00210371	0.0868268	0.0265906	0.000945592	0.0784335	0.138885	0.0859274	0.0225738	0.300023	0.0358075	0.3249136	11	50.24577	0.2000487	0.375793	0.721751	1.08155	1.82091	0.212605	0.317321	0.121924	0.105562	0.111365	0.131224	0.3754218	0.8654629
300	-413.1715	-311.9886	-101.1829	9.638246	6.118454	0.0213994	0.0332697	0.0591833	0.0601765	0.00211303	0.363106	0.0947908	0.103639	0.423018	0.227112	0.344087	0.102654	0.202611	0.0159445	0.0593796	0.322057	0.110478	0.00926225	0.0194195	0.0987391	0.00173579	0.0287286	0.152129	0.0419729	0.495468	0.101972	0.00751839	0.308914	0.0339983	0.0784319	0.0511731	0.0732285	0.000951844	0.155337	0.033871	0.334909	0.0198671	0.0121721	0.0309632	0.323986	0.289748	0.381695	0.0439464	0.108079	0.163871	-0.0250307	0.0585436	0.0426236	0.0304682	0.0180319	0.0192914	0.00253452	0.123233	0.00288397	0.00464813	0.252816	0.0868358	0.0210259	0.149343	0.0269254	0.160795	0.2978377	9	50.98692	0.2009419	0.542801	0.826631	1.08099	1.54958	0.195588	0.263747	0.125183	0.125366	0.12528	0.164836	0.272807	1.091752
400	-399.4483	-314.9366	-84.51172	8.753505	1.806647	0.00592611	0.181499	0.0105845	0.00264118	0.0120792	0.444702	0.0928382	0.108049	0.200944	0.011865	0.111962	0.204826	0.00980396	0.0118085	0.0247738	0.139045	0.018552	0.12459	0.223699	0.423918	0.122944	0.00452449	0.0932078	0.00540849	0.0168792	0.0267384	0.0993999	0.0314445	0.0261911	0.00996564	0.0364248	0.0141967	0.0394449	0.174158	0.133188	0.0258902	0.0589699	0.0296284	0.0341101	0.206557	0.199994	0.00261654	0.218678	0.03429	0.1130924	-0.04558539	0.0677287	0.0526205	0.032734	0.0216911	0.0572051	0.109859	0.0100834	0.0417519	0.026828	0.176239	0.165562	0.0195876	0.0376872	0.15512	0.0253029	0.2447777	10	53.5674	0.1736496	0.269048	0.632741	1.0643	2.03391	0.19869	0.277241	0.110131	0.0873802	0.189205	0.137353	0.1991923	1.228851
500	-425.6851	-326.2672	-99.41788	7.288865	3.657044	0.18152	0.0730557	0.00559986	0.0255596	0.128322	0.173059	0.131581	0.0035759	0.139474	0.00177205	0.0787764	0.00236355	0.28487	0.187471	0.0374173	0.126953	0.056273	0.0164172	0.114406	0.0141454	0.0762157	0.0450289	0.186626	0.114331	0.0165484	0.0143345	0.167748	0.0296121	0.127848	0.0566183	0.119052	0.0450634	0.443762	0.0491223	0.0339355	0.00467255	0.308426	0.0292193	0.0644585	0.0519099	0.0140049	0.00369472	0.0723466	1.27839	0.1164212	0.01712574	0.118254	0.000546279	0.0469126	0.0378467	0.0401247	0.0282627	0.0482965	0.0882658	0.0627105	0.0790854	0.113131	0.0317331	0.125925	0.177306	0.00160048	0.3776633	7	50.94096	0.2159376	0.434469	0.762447	1.08428	1.71881	0.150795	0.252516	0.140561	0.155026	0.171825	0.129277	0.394789	0.9566205
600	-427.0468	-338.3295	-88.71728	12.30335	5.660775	0.0605335	0.0277707	0.0200937	0.0476098	0.151925	0.00491208	0.226438	0.607758	0.169478	0.0505324	0.0814645	0.0816971	0.198474	0.0485338	0.0848335	0.0163403	0.311987	0.0055413	0.120102	0.0392909	0.0404323	0.14863	0.0868894	0.170038	0.0933102	0.0230956	0.0720404	0.134122	0.101347	0.0520636	0.207465	0.0328342	0.0240722	0.288429	0.15731	0.318929	0.034611	0.00168825	0.039481	0.000158767	0.0913305	0.174247	0.00324118	0.041132	0.1003412	-0.04831517	0.105686	0.0119157	0.11082	0.096803	0.00673753	0.150323	0.030368	0.102546	0.0169127	0.0189298	0.0871813	0.0131315	0.096505	0.0229613	0.129179	0.3082262	12	53.53255	0.1800421	0.527404	0.818248	1.082	1.57235	0.159587	0.245907	0.128883	0.138274	0.116974	0.210376	0.2599111	1.185891
700	-399.0044	-316.9182	-82.0862	11.67171	5.631757	0.165206	0.0698954	0.145257	0.0389708	0.0164933	0.119546	0.147877	0.0101016	0.0104972	0.0857856	0.0720266	0.0135578	0.251778	0.0185073	0.112694	0.0702428	0.054935	0.0304522	0.144388	0.0242699	0.088356	0.0728793	0.00314163	0.0381556	0.0171581	0.0153289	0.101594	0.029982	0.00807881	0.315389	0.12147	0.0578895	0.203005	0.018369	0.0372955	0.218121	0.00568168	0.00316878	0.00026424	0.240275	0.123221	0.0322026	0.0173348	0.35974	0.08136382	0.05114088	0.127672	0.0190676	0.0907335	0.0406366	0.0118619	0.0149263	0.0369483	0.0784948	0.0010329	0.175142	0.0209373	0.0535551	0.119514	0.133045	0.0764327	0.247302	10	51.75929	0.1524951	0.526374	0.817679	1.08206	1.57388	0.109196	0.269098	0.199635	0.117027	0.131891	0.173153	0.2984429	0.828641
800	-395.8884	-316.2851	-79.60336	11.37414	2.793061	0.029981	0.0484276	0.0426181	0.176223	0.0205873	0.134201	0.035467	0.0424944	0.00268867	0.00424213	0.0688	0.0516542	0.159655	0.220532	0.011097	0.0442155	0.0096135	0.018191	0.139182	0.110762	0.0853036	0.0272441	0.236968	0.177933	0.0226164	0.0180693	0.0880731	0.0141769	0.163823	0.0806738	0.0172231	0.174656	0.0488415	0.0105152	0.331555	0.00607689	0.121967	0.0368447	0.0619246	0.0503741	0.0647249	0.0347265	0.00801189	0.135949	0.06864941	-0.1095541	0.115955	0.000590216	0.024559	0.0678163	0.00654676	0.0682365	0.144128	0.0123171	0.072607	0.170808	0.135249	0.0583908	0.0920282	0.0209538	0.00981427	0.2398726	10	50.15226	0.1708364	0.372591	0.719386	1.08128	1.82674	0.224237	0.338972	0.0925746	0.0540962	0.175778	0.114343	0.1303184	1.840665
900	-416.7371	-318.03	-98.70706	13.74517	4.314602	0.0699552	0.131414	0.000237643	0.0669207	0.0475638	0.320309	0.113174	0.169189	0.173784	0.107365	0.135243	0.00512634	0.160356	0.389747	0.000267623	0.0645214	0.0858737	0.142143	0.0132662	0.166668	0.138742	0.090518	0.213188	0.193821	0.0247713	0.0185434	0.277366	0.0521267	0.00177633	0.0156753	0.0126096	0.00906714	0.0574015	0.196738	0.121244	0.00982077	0.216648	0.00249349	0.0184025	0.0715323	0.0403263	0.0151785	0.0364574	0.313862	0.08733839	-0.04588436	0.109983	0.0736235	0.0436921	0.0648806	0.00360559	0.0330896	0.0600899	0.0893818	0.0114164	0.0970997	0.00862385	0.105823	0.0178172	0.170376	0.110498	0.3123186	8	50.06749	0.1491992	0.470852	0.785431	1.08423	1.65948	0.161137	0.232677	0.171687	0.110122	0.165955	0.158423	0.2664342	1.172216
