Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-71.36124	-81.36643	10.0052	8.540547	5.45636	0.2363877	0.06202138	0.163521	0.0305154	0.0275944	0.210736	0.010542	0.0689762	0.0307937	0.0275316	0.024168	0.0138293	0.0792979	0.0448139	0.055504	0.205081	0.00709556	0.01119528	8.540547	0.519994	0.814133	1.08243	1.58344	0.0433821	0.38983	0.0028949	0.149467	0.372693	0.0417338	0.07321665	0.1529062
100	-76.33849	-85.84002	9.501529	57.27535	2.372416	0.1010472	0.009019508	0.00514702	0.0101289	0.0141275	0.0630312	0.0431828	0.0222709	0.0310346	0.0181186	0.00525207	0.0151064	0.274734	0.101076	0.00317686	0.33898	0.054634	0.005922202	57.27535	0.334017	0.689553	1.07702	1.89941	0.0229281	0.441074	0.0366989	0.107385	0.353411	0.038503	0.01494171	0.3963537
200	-75.83685	-86.98035	11.1435	60.41346	1.467189	0.07990116	0.02337752	0.0572027	0.00695177	0.0828657	0.0462539	0.0755703	0.0474643	0.0909004	0.062776	0.032284	0.0204922	0.138977	0.0146883	0.153766	0.134141	0.0356666	0.004767008	60.41346	0.220209	0.583002	1.04844	2.14835	0.0474453	0.299297	0.0268326	0.155169	0.367944	0.103313	0.02814453	0.169376
300	-81.91215	-87.84149	5.929344	66.12859	3.353286	0.0863743	0.00285352	0.040825	0.185008	0.0366294	0.0359835	0.152641	0.0768358	0.0581426	0.0217247	0.0248806	0.041835	0.052813	0.0132967	0.0216096	0.000925794	0.236849	0.07432267	66.12859	0.414872	0.749385	1.08378	1.75196	0.101033	0.398442	0.00288185	0.137906	0.305941	0.0537958	0.07717619	0.9630259
400	-77.0292	-84.58142	7.552221	95.49971	2.94902	0.03312866	0.005588052	0.0799117	0.117149	0.083371	0.0582034	0.0475064	0.0241209	0.0382817	0.0195363	0.12189	0.232364	0.0230124	0.0812917	0.037358	0.0335725	0.0024312	0.02398953	95.49971	0.385279	0.728666	1.08225	1.8038	0.03018	0.582195	0.00139887	0.0991223	0.224638	0.0624658	0.02957758	0.8110714
500	-77.60129	-85.66027	8.058981	9.667065	6.33909	0.1699412	0.1509074	0.213524	0.10482	0.0208202	0.0389721	0.0739316	0.00904694	0.0500619	0.0222312	0.0122625	0.0452479	0.106373	0.0475042	0.0781469	0.145267	0.0317901	0.05789991	9.667065	0.549695	0.830313	1.08049	1.5395	0.0184592	0.414728	0.0646672	0.110642	0.336122	0.0553809	0.2088073	0.2772887
600	-76.22484	-83.72619	7.501349	137.6616	2.044148	0.02286153	0.0215098	0.0565867	0.00407557	0.206882	7.65907e-06	0.0139445	0.101134	0.072293	0.031636	0.181378	0.033926	0.00247634	0.00373145	0.0609351	0.0584073	0.172587	0.001250459	137.6616	0.298488	0.659628	1.07106	1.97083	0.0422489	0.426872	0.000996915	0.1075	0.380057	0.0423247	0.02276026	0.05494045
700	-78.98904	-85.99421	7.005174	23.86722	1.749057	0.04517837	0.1097172	0.0868806	0.0224291	0.0583279	0.0204756	0.0545482	0.0441929	0.012149	0.145351	0.0132436	0.117445	0.00875086	0.0176357	0.0134476	0.347646	0.037477	0.05893198	23.86722	0.261362	0.625368	1.06222	2.05105	0.0503566	0.429278	0.0139837	0.210393	0.23443	0.0615592	0.1686491	0.3494354
800	-77.0145	-85.12321	8.108712	133.3843	0.9937303	0.01949162	0.004297035	0.030722	0.0577372	0.00239822	0.0568653	0.267431	0.0381934	0.0205889	0.0143207	0.0713258	0.102847	0.0892717	0.0132106	0.0234765	0.0957209	0.115891	0.02793187	133.3843	0.135701	0.474859	0.998953	2.39049	0.0289004	0.446857	0.00296479	0.135846	0.297003	0.088429	0.0322289	0.8666714
900	-74.36344	-85.4362	11.07276	57.63973	1.548624	0.01796884	0.0231787	0.0541932	0.0064465	0.0317041	0.044276	0.0980585	0.0883392	0.0160818	0.0554341	0.0659923	0.00106257	0.0852096	0.171006	0.00483955	0.24298	0.0343764	0.002526302	57.63973	0.232737	0.596455	1.05315	2.11765	0.0422435	0.494965	0.00114076	0.127896	0.218583	0.115173	0.025705	0.09828057
