Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
510	0	-60.04738	-88.19299	28.14561	9.554624	1.531211	0.048796	0.0187053	0.0413384	0.00993284	0.0404626	0.00798292	0.300253	0.0213764	0.1007707	0.06977179	0.0986832	0.00617659	0.0626938	0.0546368	0.0832382	0.026232	0.0290849	0.123177	0.0986724	0.0517255	0.0939775	0.0030624	0.0259209	0.227191	0.0155274	0.002989045	9.554624	0.230104	0.59367	1.0522	2.12402	0.0284087	0.518456	0.0111166	0.102891	0.284951	0.0541761	0.07276084	0.04108041
511	0	-62.10872	-82.30642	20.1977	17.53598	2.626351	0.170543	0.0127615	0.0524514	0.0593454	0.0173505	0.293625	0.0798343	0.060453	0.1831568	0.0346014	0.026123	0.0147946	0.00981351	0.0236465	0.0283257	0.0734044	0.0115258	0.0406973	0.0104729	0.0485536	0.0981714	0.0928223	0.034804	0.452231	0.0346136	0.02456918	17.53598	0.358118	0.708489	1.07993	1.85347	0.0302598	0.486624	0.0130704	0.163108	0.270506	0.0364319	0.05917058	0.4152262
512	0	-75.29201	-86.38444	11.09243	23.82659	2.232215	0.0489271	0.0444862	0.541049	0.0425017	0.552297	0.535038	0.136458	0.170014	0.1460524	-0.01872782	0.223562	0.0162843	0.0407491	0.05374	0.0533211	0.00590567	0.0531817	0.0173321	0.0317571	0.0159325	0.074983	0.124457	3.57921e-05	0.131855	0.156904	0.09334863	23.82659	0.319503	0.677634	1.07485	1.92802	0.0647773	0.32885	0.0160611	0.237714	0.334763	0.0178353	0.07462082	1.250973
513	0	-66.93579	-86.72376	19.78798	80.95549	0.9952733	0.100987	0.109161	0.0576142	0.00199089	0.105587	0.135756	0.0228001	0.0332544	0.1219762	0.01522043	0.0717757	0.163452	0.0105408	0.0438799	0.0445735	0.0196113	0.0592054	0.0325072	0.214485	0.0667613	0.0488837	0.0858931	0.00345245	0.112772	0.0222067	0.040207	80.95549	0.13601	0.475327	0.999212	2.38945	0.0635992	0.409989	0.0262475	0.102591	0.308861	0.0887128	0.05542743	0.725399
514	0	-75.72732	-93.86851	18.14119	23.32937	1.965525	0.000135555	0.00722454	0.00413743	0.343217	0.249762	0.447299	0.0229144	0.0879312	0.1192161	0.05834244	0.0587912	0.0504241	0.04192	0.0904006	0.118002	0.00699089	0.00370145	0.092995	0.0581275	0.0588958	0.0637235	0.018723	0.00993319	0.210674	0.116697	0.001925416	23.32937	0.289124	0.651297	1.0691	1.99048	0.0159144	0.65731	0.024847	0.135236	0.13382	0.032873	0.06026785	0.03194764
515	0	-62.87304	-84.88767	22.01462	18.31027	4.274458	0.0135434	0.140075	0.0461401	0.124058	0.053726	0.0274407	0.182312	0.0574674	0.07881221	0.06101251	0.0588193	0.374278	0.00372325	0.0482426	0.072364	0.00449145	0.0332834	0.0136346	0.143578	0.0561951	0.0233754	0.0355699	0.0193809	0.0441846	0.0688794	0.02553996	18.31027	0.468832	0.784196	1.08427	1.6627	0.0220305	0.484556	0.0125538	0.117119	0.298746	0.064995	0.08655247	0.2950807
516	0	-56.38578	-82.07135	25.68557	70.26759	5.86223	0.0137575	0.0206529	0.0650314	0.0414759	0.0387607	0.00656263	0.0256982	0.00800821	0.01598002	0.02250391	0.0580764	0.0385454	0.0100433	0.196028	0.0931864	0.0502171	0.021962	0.0824289	0.00618762	0.0771581	0.0923526	0.0431675	0.0163991	0.201688	0.0125598	0.008393445	70.26759	0.534375	0.822071	1.08156	1.56199	0.0276673	0.474197	0.0101777	0.18469	0.23384	0.0694287	0.03089735	0.2716558
517	0	-44.70847	-82.08486	37.37639	398.4992	2.565145	0.00197043	0.000411124	0.00100942	0.0115648	0.00177837	0.00935083	0.0114977	0.0117116	0.006564175	0.001964369	0.134833	0.340735	0.0219351	0.0164162	0.0504661	0.0174932	0.0296623	0.0287485	0.158308	0.0398235	0.034129	0.0186372	0.0164466	0.0900541	0.00231197	0.001613682	398.4992	0.352547	0.704202	1.07933	1.86392	0.0128448	0.373297	0.0416247	0.177021	0.365677	0.0295348	0.003578051	0.4509947
518	0	-62.04293	-85.46593	23.423	10.42487	3.435615	0.018392	0.0120034	0.0318821	0.120188	0.0699869	0.291684	0.0435884	0.136046	0.06289262	0.0972153	0.0859836	0.0259808	0.0440945	0.0673196	0.0729733	0.0521098	0.0344767	0.112088	0.0220494	0.28621	0.0244019	0.0370748	0.0291895	0.0844141	0.0216339	0.01927593	10.42487	0.420386	0.753112	1.08396	1.74254	0.0114959	0.39331	0.0330116	0.112139	0.384443	0.0656006	0.1164912	0.1654711
519	0	-76.72098	-87.02812	10.30714	8.827604	1.904181	0.66333	0.0167554	0.0516179	0.556421	0.534573	0.0281229	0.63522	0.658065	0.3744048	0.01969788	0.134387	0.00933517	0.00948162	0.085409	0.141262	0.0106167	0.0228807	0.0166644	0.124707	0.0561386	0.0398659	0.0903349	0.0247946	0.0858685	0.148253	0.02544254	8.827604	0.281562	0.644422	1.0674	2.00662	0.0143732	0.478062	0.0602763	0.0978921	0.279504	0.0698923	0.04514042	0.5636309
520	0	-73.44165	-83.79642	10.35477	52.47149	1.929749	0.0131806	0.124973	0.0146745	0.244042	0.470011	0.445079	0.170954	0.0833401	0.1950696	-0.02866205	0.0355184	0.00069781	0.074023	0.153399	0.0104691	0.043031	0.0264907	0.0563763	0.182511	0.01172	0.0161148	0.114084	0.0287444	0.105027	0.141794	0.1488942	52.47149	0.284742	0.647329	1.06813	1.9998	0.040755	0.409218	0.00927989	0.114479	0.369541	0.0567268	0.1202322	1.238389
521	0	-47.91791	-83.47638	35.55848	59.39851	1.311054	0.0205071	0.00059713	0.0328766	0.0174252	0.00538665	0.00731003	0.0367811	0.00118685	0.01886135	-0.0005092636	0.0949777	0.0876591	0.00748765	0.0201172	0.0216976	0.0209432	0.00857189	0.044373	0.0737046	0.0681598	0.127765	0.338351	0.0086506	0.060206	0.017336	0.02182737	59.39851	0.194604	0.553754	1.03709	2.21455	0.0397326	0.42578	0.00513939	0.145812	0.337068	0.0464679	0.02131811	1.023889
522	0	-63.05747	-84.23272	21.17524	15.8878	2.587816	0.0727929	0.0669796	0.0543725	0.00401503	0.204066	0.0186459	0.219184	0.0225916	0.05761117	-0.03509088	0.0430367	0.0181904	0.18953	0.204547	0.00313488	0.0286639	0.0692623	0.0579433	0.0843085	0.0104644	0.160027	3.34983e-05	0.00704274	0.10033	0.0234858	0.09451505	15.8878	0.354627	0.705809	1.07956	1.86	0.0321322	0.421671	0.000855886	0.0971138	0.340023	0.108204	0.05942417	1.590515
523	0	-66.78291	-86.12386	19.34096	18.13746	1.069844	0.118927	0.0972797	0.126458	0.0885226	0.29103	0.143162	0.321632	0.0426304	0.1143552	0.01343521	0.121546	0.00798825	0.039275	0.0209362	0.0134748	0.00448931	0.00125189	0.031189	0.048657	0.0579542	0.298635	0.0210776	0.0340979	0.163168	0.136259	0.06834011	18.13746	0.150675	0.496783	1.01067	2.34187	0.0296032	0.48323	0.0038931	0.175518	0.249601	0.0581554	0.08177532	0.8357058
524	0	-62.22386	-83.78423	21.56037	39.2892	1.451501	0.14404	0.0692844	0.025817	0.0822957	0.11583	0.0388642	0.146763	0.242477	0.09634919	0.02855929	0.0264493	0.051405	0.00175776	0.0351361	0.0101524	0.0830739	0.013336	0.0154386	0.0388222	0.0141209	0.0747735	0.0931812	0.0439675	0.211946	0.28644	0.01628462	39.2892	0.217732	0.580279	1.04744	2.15455	0.0660372	0.501191	0.00926689	0.110775	0.24596	0.0667704	0.04484391	0.3631401
525	0	-72.51905	-89.68037	17.16132	6.164675	2.163165	0.619372	0.0730968	0.0204954	0.255904	0.334546	0.0581585	0.459202	0.0616057	0.1832912	0.145822	0.213783	0.00793999	0.00153955	0.0467813	0.0279376	0.13371	0.0905301	0.0389022	0.116835	0.0754456	0.0746442	0.0889656	0.0037726	0.0220849	0.0571283	0.03784902	6.164675	0.312004	0.671314	1.07358	1.9431	0.0559124	0.359142	0.00120911	0.121929	0.427267	0.0345407	0.183671	0.2060696
526	0	-51.45823	-86.30989	34.85165	192.9329	1.003958	0.00272786	0.00117895	0.000260085	0.0195453	0.0237212	0.00915097	0.00581301	0.0256313	0.02307147	0.004617538	0.0651354	0.0157552	0.0240685	0.0298951	0.149081	0.0462433	0.0198435	0.0718857	0.124779	0.0313837	0.0301647	0.137864	0.0232555	0.121175	0.109471	0.004624035	192.9329	0.137743	0.477938	1.00065	2.38367	0.0296008	0.601423	0.00856488	0.0782473	0.206944	0.0752199	0.009241573	0.5003515
527	0	-58.55349	-80.34399	21.7905	105.1522	1.363333	0.0190255	0.139055	0.0620662	0.0897827	0.00151666	0.00262352	0.147844	0.0443618	0.06241318	0.02913251	0.218336	0.184319	0.0104193	0.100773	0.00250045	0.0115917	0.00513572	0.0144216	0.105475	0.0612664	0.011334	0.0697905	0.0154595	0.13143	0.0577481	0.01230674	105.1522	0.203417	0.564106	1.04127	2.1912	0.0209916	0.373024	0.0056395	0.202285	0.336768	0.0612921	0.04143924	0.2969827
528	0	-66.63929	-89.10773	22.46844	20.6089	5.528954	0.0570337	0.000893583	0.011188	0.0668645	0.0782936	0.169677	0.0369281	0.0766539	0.06430863	0.01120076	0.0552042	0.0387016	0.108321	0.236133	0.151118	0.00450769	0.0173517	0.116416	0.064446	0.0948139	0.0168606	0.0307219	0.00529672	0.0214063	0.0387008	0.005282992	20.6089	0.522666	0.815623	1.08228	1.57943	0.0562274	0.349945	0.0759447	0.191418	0.255562	0.0709032	0.01648375	0.3204969
529	0	-72.95124	-84.18351	11.23227	51.87641	0.5404008	0.219703	0.148759	0.0392248	0.217712	0.741002	0.555774	0.488827	0.221897	0.2718735	0.02777301	0.0298765	0.0266678	0.000103414	0.0730003	0.00325036	0.00602344	0.0597438	0.0117045	0.192135	0.0746739	0.0286467	0.196045	0.00261863	0.232042	0.0634685	0.01017722	51.87641	0.0410985	0.277475	0.847576	2.83385	0.0533926	0.376712	0.0190311	0.195569	0.290435	0.0648603	0.03795023	0.2681727
530	0	-64.26105	-89.94771	25.68666	130.8023	1.68319	0.00216219	0.0067189	0.0124635	0.00074515	0.0342765	0.0781272	0.0563826	0.0916601	0.03008662	0.009755543	0.0825776	0.0878536	0.0784889	0.0584518	0.0132486	0.12555	0.081048	0.041859	0.00827372	0.0235571	0.318555	0.0312751	0.0249406	0.0192292	0.00509207	0.02754375	130.8023	0.252285	0.616457	1.05959	2.07167	0.0118695	0.401111	0.0569345	0.0676672	0.422707	0.0397112	0.03729929	0.7384523
531	0	-71.05364	-90.09535	19.0417	14.20603	0.7920471	0.0235024	0.144343	0.016386	0.0749394	0.0687657	0.0625012	0.445294	0.211155	0.1347768	0.1266312	0.154428	0.0414907	0.0888067	0.0238733	0.0890189	0.00669707	0.00605904	0.0920793	0.0624385	0.0201885	0.145323	0.020912	0.00246384	0.0786659	0.167555	0.04502265	14.20603	0.0938653	0.403912	0.954727	2.5475	0.0123605	0.520155	0.0684356	0.0499018	0.287492	0.0616558	0.1716539	0.2622875
532	0	-69.08463	-82.10303	13.0184	51.35237	0.7150194	0.114919	0.123047	0.0305105	0.0475576	0.179667	0.546353	0.248866	0.0610304	0.1993765	0.009089163	0.0129182	0.0695506	0.00294705	0.0266325	0.0991743	0.149794	0.0231828	0.00274019	0.0662823	0.180093	0.00120418	0.0672273	0.0218586	0.163875	0.11252	0.1209281	51.35237	0.0773989	0.370531	0.930309	2.62176	0.0511157	0.352387	0.0098901	0.147144	0.378483	0.0609804	0.1300172	0.9300926
533	0	-66.81131	-86.07677	19.26546	24.56018	1.249241	0.00459264	0.0163255	0.10956	0.0439555	0.026329	0.0796541	0.50691	0.165233	0.07309179	0.05379837	0.129101	0.0335772	0.00436595	0.0631603	0.0113643	0.0418941	0.168863	0.0235789	0.00586752	0.0913088	0.00197741	0.0168431	0.109397	0.201066	0.0976359	0.04058948	24.56018	0.183863	0.540695	1.03154	2.2439	0.0206644	0.395653	0.0822637	0.124432	0.306209	0.0707782	0.09438785	0.4300286
534	0	-52.78167	-82.74105	29.95939	54.74931	2.250807	0.00710849	0.014275	0.0212842	0.0214376	0.0197535	0.0168396	0.039382	0.0137545	0.01865566	0.040143	0.0468157	0.0208342	0.0325044	0.0572951	0.0310116	0.00567646	0.0207103	0.144778	0.0611524	0.0220355	0.042677	0.0653948	0.0324083	0.348045	0.0686614	0.04067411	54.74931	0.321482	0.679283	1.07516	1.92407	0.0571619	0.503462	0.00432323	0.145791	0.207057	0.0822048	0.08081712	0.5032859
535	0	-63.99089	-81.95944	17.96854	69.23262	1.705185	0.118831	0.00675781	0.0338869	0.288207	0.0976593	0.0514021	0.11909	0.183223	0.1843511	0.01599563	0.0427409	0.0141518	0.106719	0.144346	0.0753139	0.00152843	0.0287097	0.0123308	0.0217714	0.000997639	0.0483198	0.136532	0.0255311	0.326088	0.0149196	0.005982361	69.23262	0.255351	0.619492	1.0605	2.06466	0.00628996	0.432975	0.0100032	0.213647	0.296416	0.0406685	0.02197799	0.2721978
536	0	-66.52309	-91.88235	25.35925	80.89173	0.6751646	0.000436106	0.00614119	0.0333399	0.0804941	0.104789	0.0197945	0.0661011	0.111675	0.05662578	0.0195988	0.0358432	0.0188968	0.0335995	0.0125661	0.10092	0.0582995	0.0513388	0.165142	0.0271936	0.116426	0.0556761	0.0771996	0.15064	0.0464022	0.0498571	0.00626484	80.89173	0.0688933	0.351573	0.915306	2.66423	0.0960072	0.410244	0.0180735	0.192321	0.211654	0.0717007	0.02586363	0.2422258
537	0	-62.15692	-87.97123	25.81431	23.18462	1.299066	0.0175053	0.00778759	0.0639309	0.052043	0.0859754	0.00254337	0.258392	0.0570137	0.05941205	0.0151868	0.0231098	0.127153	0.0961726	0.0334042	0.0964619	0.0766723	0.0466095	0.00574674	0.0162699	0.0141738	0.124561	0.0793553	0.0181174	0.180083	0.0621098	0.05129631	23.18462	0.192549	0.551294	1.03607	2.22009	0.0134289	0.627321	0.0264531	0.0810095	0.208698	0.0430889	0.06648311	0.7715691
538	0	-59.47354	-81.18427	21.71073	28.9353	1.536466	0.00558718	0.0226595	0.130973	0.0968684	0.0775848	0.0423701	0.307463	0.0875044	0.115711	-8.176615e-05	0.221662	0.0160386	0.0816475	0.0253395	0.130604	0.00407057	0.0693256	0.0279587	0.0873201	0.00417378	0.0685936	0.0914794	0.0100954	0.133598	0.0280935	0.02868412	28.9353	0.230901	0.594516	1.05249	2.12209	0.0899161	0.387892	0.00182226	0.132386	0.335891	0.052093	0.02860235	1.002859
539	0	-57.90068	-84.07945	26.17876	21.14738	1.141694	0.0157183	0.0172504	0.00707189	0.0129413	0.0461572	0.114547	0.27205	0.0188692	0.1008722	0.05184423	0.0222732	0.0518281	0.0619557	0.00173883	0.0599265	0.0857232	0.040496	0.0253629	0.0839407	0.0886239	0.0783948	0.13615	0.0307691	0.227775	0.00504203	0.01243476	21.14738	0.164328	0.515558	1.02002	2.3001	0.0595776	0.417051	0.0297863	0.101721	0.374145	0.0177191	0.06427899	0.1934498
540	0	-75.79299	-85.40206	9.609071	746.4951	0.6228847	0.140916	0.102874	0.0749967	0.0755312	0.224569	0.0520366	0.121775	0.0518075	0.1254547	0.001400542	0.0641151	0.0128868	0.0825923	0.00223043	0.182511	0.0687214	0.027267	0.0253271	0.16729	0.129049	0.0376589	0.011553	0.00937826	0.108935	0.0704836	0.0519086	746.4951	0.0578597	0.324756	0.89256	2.72482	0.0670678	0.484232	0.0245688	0.131055	0.237812	0.0552642	0.05330914	0.9737279
541	0	-65.58721	-85.65342	20.0662	20.55002	1.888988	0.047588	0.166829	0.0319931	0.0753679	0.07391	0.0901383	0.275025	0.125804	0.1600655	0.08074426	0.115104	0.0293005	0.0184893	0.0171408	0.0013515	0.307074	0.00436624	0.0333475	0.00545055	0.000380924	0.0174287	0.0573861	0.044109	0.341496	0.00757481	0.006372346	20.55002	0.279653	0.642665	1.06695	2.01074	0.0341628	0.47824	0.0189531	0.107137	0.287703	0.0738043	0.08711661	0.07314731
542	0	-57.54036	-81.34066	23.8003	63.94569	3.605806	0.000968526	0.0133001	0.0485341	0.0222809	0.00703048	0.112512	0.0323242	0.120941	0.0421151	0.01013406	0.102987	0.0818253	0.0429303	0.000626331	0.00119399	0.0268703	0.0368686	0.0193955	0.137669	0.106488	0.0645317	0.0744862	0.109786	0.168567	0.0257751	0.01954627	63.94569	0.431303	0.76037	1.08422	1.7241	0.0294918	0.413579	0.00240597	0.104879	0.369483	0.0801613	0.02968033	0.6585596
543	0	-65.13882	-81.03346	15.89464	11.5407	1.273535	0.122434	0.144504	0.00582966	0.059299	0.120444	0.820092	0.0326174	0.191944	0.2765902	-0.01209705	0.0959959	0.135964	0.0358733	0.145312	0.135234	0.0589642	0.0267884	0.0023036	0.00522737	0.0826605	0.0473788	0.0131789	0.00857451	0.204148	0.00239656	0.0572697	11.5407	0.188127	0.545939	1.0338	2.23213	0.0397685	0.462702	0.00764584	0.152419	0.289625	0.04784	0.04517265	1.267796
544	0	-61.91268	-83.36467	21.45199	63.97196	1.784194	0.0793686	0.0695439	0.025963	7.95857e-05	0.0605961	0.0779304	0.117897	0.0145007	0.06924159	0.03604693	0.064564	0.0198054	0.140578	0.0453015	0.0991391	0.0134366	0.00934894	0.0125618	0.0600271	0.0353388	0.00631531	0.0586635	0.00231056	0.424518	0.0080906	0.04044829	63.97196	0.266079	0.629911	1.06352	2.04049	0.0289763	0.290797	0.00301053	0.178093	0.474315	0.0248085	0.07649522	0.5287689
545	0	-76.95215	-88.34942	11.39727	17.80251	1.402283	0.0255204	0.0809564	0.111206	0.396715	0.0830432	0.123856	0.73515	0.548967	0.1602986	0.1868987	0.0727291	0.0900707	0.0051728	0.00431205	0.00649118	0.0221783	0.0429235	0.00935496	0.0571785	0.0553907	0.0634648	0.00837317	0.350975	0.0471826	0.164202	0.009742618	17.80251	0.209825	0.57144	1.04413	2.17461	0.152107	0.385377	0.0158227	0.154125	0.260239	0.0323291	0.1966413	0.04954512
546	0	-64.61808	-89.85149	25.23342	105.1836	0.9126241	0.0286534	0.0206828	0.017462	0.00287793	0.0421468	0.111116	0.109582	0.0868145	0.06309489	0.01343637	0.0408551	0.265701	0.0341665	0.00952475	0.0901837	0.0179108	0.0168663	0.0755138	0.00260117	0.176145	0.134698	0.0165891	0.00886203	0.0307204	0.0796628	0.00723656	105.1836	0.119207	0.448816	0.983866	2.44811	0.022002	0.551039	0.0176714	0.129442	0.187187	0.0926585	0.02067293	0.3500501
547	0	-60.99713	-84.49579	23.49866	85.84717	1.44261	0.00185776	0.0501087	0.0203116	0.0467559	0.231728	0.0303031	0.0806301	0.0475584	0.06569812	0.01710624	0.0144496	0.0187595	0.12098	0.0233064	0.0221889	0.169769	0.0152817	0.175815	0.0420936	0.00616851	0.0247536	0.0297773	0.0128718	0.308843	0.0149414	0.01430165	85.84717	0.216319	0.578716	1.04687	2.1581	0.0586836	0.447456	0.0116723	0.113313	0.292769	0.0761066	0.03140789	0.4553521
548	0	-54.63139	-81.11065	26.47926	111.7584	2.629	0.00825015	0.00497228	0.0134437	0.0516313	0.044141	0.123113	0.00240571	0.0263178	0.04295183	0.0006579191	0.0916393	0.00385634	0.169241	0.0289758	0.0410482	0.0379556	0.0473135	0.0311578	0.00347649	0.00187044	0.0564974	0.0360819	0.0396405	0.335743	0.0755023	0.01007685	111.7584	0.358355	0.708671	1.07995	1.85302	0.0108566	0.433013	0.00820661	0.19045	0.259031	0.0984433	0.01073477	0.9387114
549	0	-68.13445	-89.74483	21.61038	8.828456	1.521167	0.12537	0.0438228	0.00548951	0.123474	0.0245043	0.250775	0.0798399	0.20595	0.1111236	0.2516571	0.0188357	0.062816	0.0703826	0.087784	0.111533	0.0524257	0.0341669	0.0136737	0.0341209	0.0405769	0.164839	0.216326	0.00186529	0.030673	0.0599815	0.009760881	8.828456	0.228574	0.592042	1.05164	2.12774	0.0561034	0.600328	0.00692699	0.105921	0.215621	0.0150996	0.261418	0.03733821
550	0	-62.58604	-88.34707	25.76102	39.47325	1.874983	0.00107609	0.0213736	0.0296615	0.0643073	0.1939	0.0437626	0.0404424	0.0174879	0.03929679	-0.004460677	0.0731408	0.00653485	0.258758	0.0437365	0.00277164	0.0480914	0.0147379	0.0564973	0.00797077	0.00463274	0.0690854	0.122217	0.0419067	0.123416	0.126504	0.04078942	39.47325	0.27788	0.641025	1.06652	2.01457	0.0391678	0.486834	0.0130848	0.0486694	0.329917	0.0823278	0.03632874	1.122786
551	0	-68.42772	-86.94362	18.5159	12.21003	1.225201	0.0440375	0.0437737	0.0228126	0.118042	0.0908961	0.123158	0.701542	0.538602	0.1779161	0.1079495	0.0757191	0.165981	0.0487996	0.0174306	0.00910035	0.025314	0.145873	0.0881086	0.126582	0.0691458	0.0113316	0.04476	0.0120722	0.100621	0.0591607	0.001773833	12.21003	0.17959	0.535356	1.02919	2.25587	0.111145	0.408596	0.00477194	0.143075	0.217741	0.114671	0.1097233	0.01616642
552	0	-53.92893	-87.4072	33.47827	45.50332	0.8686754	0.0125385	0.0377392	0.00238917	0.0158129	0.00765062	0.0710452	0.0263357	0.0171413	0.03001762	0.01086743	0.128512	0.0263158	0.0121195	0.153127	0.0634608	0.0600336	0.0318032	0.0748948	0.119725	0.153843	0.0348905	0.05954	0.00933378	0.0319638	0.0404374	0.008349365	45.50332	0.110066	0.433381	0.974307	2.48225	0.0321376	0.450108	0.0196029	0.220892	0.241189	0.0360708	0.0192168	0.4344827
553	0	-65.13224	-84.38231	19.25007	39.28171	3.002614	0.0175277	0.151827	0.134242	0.0430773	0.0148706	0.179302	0.0708117	0.1317	0.125548	0.07091285	0.155227	0.0517749	0.163529	0.128638	0.0127079	0.181422	0.0265945	0.0210668	0.0697958	0.0142359	0.00143541	0.0163198	0.0259839	0.0492892	0.0819792	0.001319419	39.28171	0.389464	0.731673	1.08253	1.79633	0.04648	0.523309	0.0182045	0.10092	0.239906	0.0711806	0.07223227	0.01826633
554	0	-54.73787	-83.84406	29.10619	70.90758	3.543765	7.01451e-05	0.000825812	0.0165566	0.0446442	0.0402127	0.00503499	0.0521556	0.00996997	0.02718622	0.04061605	0.0350035	0.0296868	0.0291878	0.00776555	0.0163921	0.034327	0.00991537	0.0111552	0.392179	0.0350722	0.156707	0.0309381	7.20537e-05	0.203771	0.00782747	0.001396292	70.90758	0.427396	0.75779	1.08414	1.73067	0.0566308	0.37245	0.0108679	0.0826153	0.427926	0.04951	0.04201234	0.03323527
555	0	-63.02442	-83.9441	20.91968	14.42346	1.607553	0.0424998	0.147897	0.0435195	0.210758	0.128015	0.0530159	0.195882	0.0852383	0.09640753	-0.02399306	0.0138185	0.069379	0.0112815	0.0468416	0.148038	0.165263	6.43021e-05	0.00964712	0.00145276	0.000735282	0.101839	0.288691	0.00744161	0.129624	0.00588336	0.07587082	14.42346	0.241469	0.605532	1.05616	2.09684	0.0243048	0.505083	0.00594071	0.13092	0.304682	0.0290695	0.05187776	1.462492
556	0	-50.59371	-84.94262	34.34891	83.94128	2.608008	0.00603399	0.0165615	0.0041982	0.0130338	0.00287228	0.0275696	0.00804145	0.00265257	0.01701389	-0.0008034259	0.303419	0.0119248	0.0391875	0.0210527	0.0964307	0.00928716	0.0253672	0.00669215	0.107276	0.0593715	0.0297429	0.0128806	0.00280763	0.210869	0.0636913	0.03275864	83.94128	0.356463	0.707221	1.07975	1.85656	0.00617126	0.338499	0.00852872	0.161721	0.446285	0.0387948	0.03195521	1.025142
557	0	-52.71244	-82.24783	29.53539	272.3451	1.708025	0.00139217	0.04131	0.0500102	0.00621818	0.00466025	0.00976381	0.0236116	0.00630346	0.03159773	0.004695339	0.234447	0.0465126	0.0412185	0.0218967	0.0782536	0.0628763	0.0460585	0.00264883	0.0769251	0.0191933	0.153379	0.00599471	0.036765	0.019959	0.153872	0.002049706	272.3451	0.255744	0.619879	1.06062	2.06376	0.0172004	0.439043	0.0140357	0.112922	0.362135	0.0546636	0.006745045	0.3038832
558	0	-57.00245	-84.12752	27.12507	55.39201	3.528105	0.0189797	0.00153592	0.0162598	0.076694	0.0063057	0.105682	0.00365225	0.0218155	0.03660081	0.02893816	0.103427	0.000387503	0.0364985	0.024982	0.0161969	0.0290165	0.0297624	0.080212	0.0251781	0.158097	0.0568335	0.0269141	0.0359556	0.308315	0.0682246	0.02336967	55.39201	0.426397	0.757128	1.08412	1.73236	0.0918109	0.36959	0.0277846	0.162563	0.277649	0.0706031	0.05230783	0.446772
559	0	-63.74254	-81.83337	18.09083	39.64859	0.6344461	0.00988904	0.0212552	0.0265741	0.00414483	0.151287	0.445524	0.0793121	0.0651085	0.2206127	-0.009818812	0.0855745	0.0192768	0.0960009	0.0508293	0.0130716	0.0667517	0.0948863	0.104822	0.0293841	0.0813101	0.102499	0.0043	0.00634587	0.217085	0.0278629	0.06177045	39.64859	0.0602814	0.330886	0.897924	2.71091	0.0473837	0.415026	0.0131043	0.14646	0.316703	0.061323	0.05195164	1.188999
560	0	-67.28303	-83.37414	16.0911	5.30451	1.552647	0.0801776	0.201445	0.216248	0.0882782	0.366599	0.739188	0.0617173	0.00628002	0.2980278	0.01112634	0.0761934	0.0142295	0.184684	0.0370774	0.0917438	0.0735162	0.0340818	0.0410134	0.00690141	0.152979	0.00731254	0.0639464	0.0165805	0.136724	0.063016	0.08412995	5.30451	0.233342	0.597091	1.05337	2.1162	0.0443145	0.472613	0.0131645	0.0856	0.322913	0.0613941	0.09525628	0.8831958
561	0	-59.00843	-84.34938	25.34095	57.90087	2.416813	0.038482	0.0526939	0.0230307	0.0783154	0.0265925	0.133389	0.0161315	0.00299527	0.03711908	0.02749421	0.241993	0.0366698	0.046881	0.0959591	0.0622826	0.0550411	0.108608	0.0138204	0.0315794	0.0372781	0.067397	0.0874923	0.0100145	0.079453	0.0255309	0.02136055	57.90087	0.338425	0.693094	1.07762	1.89086	0.0620004	0.479468	0.00421099	0.109143	0.273461	0.0717173	0.04885476	0.4372256
562	0	-64.7969	-85.37936	20.58246	25.93988	2.722762	0.0222841	0.101344	0.0956556	0.350431	0.0320057	0.102248	0.0404689	0.0571993	0.06000339	0.01408875	0.0774233	0.00321124	0.0546441	0.0508316	0.210788	0.0165801	0.0342797	0.164226	0.0321672	0.0524651	0.0694346	0.0460674	0.0064937	0.117585	0.0638034	0.0168189	25.93988	0.366608	0.714923	1.08076	1.83771	0.0153912	0.362501	0.0294465	0.198763	0.268626	0.125272	0.03090765	0.5441662
563	0	-60.60629	-84.59738	23.99109	34.39098	2.235554	0.0232231	0.0127869	0.0281133	0.0077472	0.153652	0.121626	0.124335	0.0355006	0.07557134	-0.001335798	0.0242203	0.114008	0.107181	0.00941604	0.0814142	0.0544323	0.00828876	0.0124141	0.106698	0.20578	0.134574	0.100182	0.00630064	0.0160039	0.0190863	0.02707932	34.39098	0.31986	0.677932	1.0749	1.9273	0.0262447	0.468285	0.0236666	0.171825	0.287079	0.0228994	0.02574352	1.051889
