Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-74.54759	-87.83706	13.28947	5.243168	0.5329876	0.07558914	0.2790615	0.0108947	0.177871	0.0312545	0.00445468	0.0333443	0.150738	0.0114116	0.0692726	0.123647	0.0562607	0.0524512	0.00158619	0.0225549	0.25402	0.000238868	0.1119754	5.243168	0.0396528	0.272906	0.842862	2.84458	0.10312	0.397092	0.00857504	0.0835009	0.35787	0.0498421	0.3910369	0.2863551
100	-65.18757	-81.10127	15.9137	6.318691	0.6030012	0.03883751	0.1026698	0.0309713	0.0372612	0.0133568	0.0163452	0.0418494	0.000550157	0.0589258	0.00174563	0.157924	0.0538922	0.198674	0.0718242	0.021904	0.26938	0.0253961	0.04147239	6.318691	0.0537276	0.313936	0.882842	2.74949	0.0789619	0.443817	0.00195658	0.136279	0.31316	0.0258264	0.1441422	0.2877187
200	-63.96874	-79.43549	15.46675	2.742241	0.8943637	0.09543344	0.1331651	0.168161	0.0947168	0.0762165	0.0565815	0.016284	0.00223365	0.0358171	0.00255094	0.0446373	0.0730372	0.0272947	0.12434	0.00544023	0.256417	0.0162718	0.1035319	2.742241	0.115425	0.442524	0.980026	2.46203	0.0324045	0.360572	0.0589871	0.139993	0.364215	0.0438289	0.2366969	0.4374027
300	-65.20253	-81.94375	16.74121	4.783804	0.789611	0.03400266	0.1008708	0.0958365	0.0580233	0.00953526	0.091089	0.16698	0.0649883	0.0360825	0.00438946	0.105306	0.045619	0.0654884	0.0375518	0.0164287	0.153603	0.0490782	0.04089785	4.783804	0.0933462	0.402917	0.954034	2.5497	0.0340171	0.330793	0.0206255	0.189703	0.384098	0.0407638	0.1417687	0.288483
400	-63.15043	-79.43677	16.28634	6.268427	0.7662467	0.04305699	0.0554519	0.0856377	0.0177613	0.0368546	0.0193029	0.0547195	0.00536824	0.083115	0.00432058	0.0566577	0.160952	0.00787832	0.0720116	0.0286085	0.33618	0.0306328	0.005090234	6.268427	0.088359	0.393181	0.947145	2.57132	0.0688091	0.345208	0.0127658	0.0968299	0.451665	0.0247213	0.06054213	0.08407754
500	-67.48312	-80.58293	13.0998	12.39358	1.459139	0.0200625	-0.008468368	0.184849	0.0331608	0.00247367	0.17346	0.0208776	0.0740393	0.0212735	0.0177327	0.0656776	0.007803	0.106649	0.0170324	0.00360846	0.18386	0.0875037	0.06137735	12.39358	0.218941	0.581611	1.04793	2.15152	0.0284534	0.49666	0.0280974	0.120169	0.275454	0.0511659	0.05290898	1.160055
600	-68.81741	-85.32596	16.50855	3.715312	0.6697901	0.1483852	0.1172702	0.0798062	0.0644885	0.0396746	0.0589543	0.0258251	0.073536	0.0811393	0.0177474	0.161103	0.0221422	0.0332397	0.0837767	0.0346024	0.206637	0.0173278	0.0205695	3.715312	0.0677508	0.348921	0.913138	2.67019	0.0351338	0.341027	0.00269273	0.193098	0.289463	0.138587	0.1378397	0.1492277
700	-67.15991	-80.34383	13.18392	15.07728	0.9980628	0.02771803	0.06497545	0.0976637	0.0814231	0.065305	0.0174536	0.187211	0.0235983	0.121365	0.00137313	0.106599	0.10399	0.0145099	0.0516062	0.0330318	0.0740298	0.0208399	0.01837974	15.07728	0.136567	0.476169	0.999678	2.38759	0.0501325	0.451645	0.000773422	0.0521262	0.404331	0.0409917	0.08335519	0.220499
800	-75.93332	-84.6762	8.742885	99.38016	0.8131344	0.006600993	0.002778086	0.130754	0.00715036	0.0694785	0.0592457	0.0488971	0.000853995	0.199537	0.014022	0.0881594	0.182812	0.0199052	0.0520952	0.0799207	0.0317433	0.0154247	0.001517163	99.38016	0.0983504	0.412369	0.960529	2.52875	0.0167101	0.458141	0.0394519	0.0891174	0.332289	0.0642911	0.004295249	0.3532188
900	-73.62672	-85.98526	12.35855	20.33596	0.7085833	0.01937396	0.09400714	0.177374	0.0660681	0.041099	0.00761303	0.0577262	0.0264524	0.0125534	0.0170697	0.134948	0.122706	0.0166419	0.0353207	0.0347575	0.163304	0.0863659	0.0002224531	20.33596	0.0760225	0.367552	0.928008	2.62842	0.0709072	0.490011	0.021261	0.147907	0.210349	0.0595649	0.09422959	0.002360756
1000	-68.52201	-80.43745	11.91544	3.737329	2.939098	0.07091593	0.4056417	0.131187	0.0466298	0.00322991	0.0350811	0.0620614	0.164448	0.0487392	0.00225693	0.109265	0.00286334	0.0566531	0.0431412	0.0100156	0.23627	0.0481587	0.007571512	3.737329	0.384495	0.728099	1.0822	1.80521	0.0488246	0.51159	0.0222472	0.0835087	0.323311	0.0105181	0.4132132	0.0183235
1100	-65.49387	-78.6327	13.13883	10.08654	0.6768137	0.01700774	-0.0008339793	0.183085	0.0149326	0.0430356	0.101823	0.00276372	0.000643552	0.110754	0.0125774	0.133886	0.0288737	0.0476776	0.0391422	0.00772688	0.201756	0.0713238	0.08725686	10.08654	0.0692442	0.352382	0.915964	2.66241	0.0447677	0.394779	0.00150163	0.1311	0.403171	0.0246799	0.08642288	1.00965
1200	-79.39039	-84.22416	4.833774	241.0504	1.038997	0.001423543	0.002245935	0.0512052	0.0420927	0.0436204	0.00436857	0.106555	0.0306212	0.124764	0.0458963	0.0111882	0.277629	0.0378607	4.87705e-05	0.0894414	0.101572	0.0331363	0.006286317	241.0504	0.144669	0.488167	1.00617	2.36099	0.0828561	0.423629	0.00091964	0.101485	0.313647	0.0774635	0.008532252	0.7367712
1300	-67.5572	-81.27299	13.71579	13.57189	1.142404	0.04276374	0.02843943	0.0152605	0.07619	0.0882543	0.000395084	0.167992	0.0241633	0.00592844	0.000997892	0.0593528	0.0158124	0.0953193	0.0711576	0.00507426	0.336992	0.0371107	0.03388029	13.57189	0.16446	0.515735	1.0201	2.2997	0.0277267	0.311521	0.046448	0.126493	0.457088	0.0307229	0.06231972	0.5436528
1400	-70.07089	-80.80305	10.73217	17.90735	1.793312	0.02998231	-0.01258511	0.156747	0.0591565	0.0576732	0.0511445	0.0148764	0.0442457	0.180952	0.000782578	0.190453	0.00211511	0.0832404	0.0306714	0.00975058	0.11643	0.00176191	0.06940371	17.90735	0.267289	0.631066	1.06384	2.03781	0.0245501	0.378437	0.0239083	0.0853377	0.397445	0.0903221	0.0568186	1.221496
1500	-69.59399	-81.06217	11.46818	1.803483	4.891648	0.09738215	0.5330486	0.0260262	0.162588	0.0261665	0.0479927	0.152857	0.0148125	0.0473188	0.00661765	0.0722648	0.0212932	0.132455	0.124035	0.0289014	0.125515	0.0111558	0.007471942	1.803483	0.497514	0.801317	1.08349	1.61768	0.0309668	0.310945	0.0200066	0.168284	0.427061	0.0427365	0.5405205	0.0138236
1600	-75.88023	-81.00341	5.123183	118.2274	1.10613	0.01075765	0.02165625	0.00567148	0.0564323	0.0266127	0.105835	0.0406163	0.0361379	0.0456506	0.000644869	0.0580804	0.00113517	0.16067	0.158062	0.0224573	0.275359	0.00663622	0.01350962	118.2274	0.15763	0.506482	1.01558	2.32031	0.0302238	0.424158	0.0278665	0.107212	0.354295	0.0562442	0.03516588	0.3841686
1700	-70.08014	-80.91661	10.83647	50.10061	0.5790691	0.006823841	0.010269	0.0400698	0.0512144	0.0437609	0.0130721	0.185711	0.091425	0.0114134	0.00409785	0.017369	0.0797857	0.0679708	0.136745	0.0322913	0.109499	0.115575	0.01014578	50.10061	0.0488217	0.300435	0.870253	2.78049	0.0401964	0.430561	0.00956079	0.125456	0.340891	0.0533347	0.02041478	0.4969822
1800	-69.22046	-82.58108	13.36062	18.91971	0.6051335	0.0823205	0.09548757	0.169664	0.0212443	0.011314	0.0218119	0.205991	0.0754564	0.0568229	0.00441612	0.126985	0.0922276	0.00492439	0.127667	0.0116939	0.052417	0.0173656	0.01893514	18.91971	0.0541686	0.315114	0.883915	2.7468	0.0372828	0.536515	0.0207404	0.0861159	0.245924	0.0734219	0.1144227	0.1654841
1900	-66.12826	-79.11342	12.98516	24.90358	0.4179214	0.02008187	0.01494042	0.105829	0.00213497	0.0489254	0.0502622	0.000864923	0.145336	0.100873	0.00150612	0.15125	0.041615	0.0200567	0.00553926	0.0209431	0.237392	0.0674723	0.02191272	24.90358	0.0193825	0.195012	0.749967	3.03564	0.0193427	0.416031	0.00911757	0.13613	0.34621	0.073169	0.03685314	0.5945957
2000	-77.68481	-90.40732	12.72251	15.02736	1.043995	0.04410395	-0.001548068	0.120062	0.0668758	0.0206626	0.0382271	0.0193135	0.0535778	0.0026331	0.000110633	0.0782858	0.00440233	0.170092	0.129381	0.0578478	0.0963908	0.142138	0.01856529	15.02736	0.145648	0.489588	1.00692	2.35784	0.0659734	0.353271	0.0571137	0.120897	0.344509	0.0582353	0.01701722	1.090971
