Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-255.9166	-245.2973	-10.61925	36.67811	2.722104	0.02976356	0.04350334	0.0209349	0.123098	0.0578592	0.0244275	0.0115158	0.0336727	0.0291522	0.0280061	0.0265132	0.108742	0.12613	0.0152496	0.344491	0.0480967	0.00211164	0.002386852	36.67811	0.366551	0.71488	1.08075	1.83782	0.233293	0.239142	0.0611882	0.128324	0.104421	0.233631	0.04589019	0.05201225
1	0	-252.525	-247.1261	-5.398855	21.88851	1.816467	0.08308534	0.0678695	0.00429736	0.282253	0.127845	0.0746439	0.0346318	0.0590591	0.0391282	0.00649318	0.0693179	0.0368778	0.0279525	0.0329233	0.0937836	0.072251	0.0385424	0.004171782	21.88851	0.270336	0.633961	1.06464	2.03107	0.2366	0.318053	0.108309	0.0817699	0.163734	0.0915341	0.07204128	0.05790821
2	0	-256.4046	-250.5982	-5.806425	16.0785	2.76195	0.1020018	0.05523028	0.0538302	0.149435	0.101378	0.0601009	0.000102316	0.101494	0.0738778	0.0866498	0.0148607	0.0305064	0.0185409	0.00315049	0.0732843	0.160928	0.0718606	0.01106599	16.0785	0.369964	0.717434	1.08106	1.83154	0.1362	0.322042	0.115096	0.105004	0.171156	0.150503	0.06629628	0.1669173
3	0	-262.7886	-254.7909	-7.997651	23.95147	2.693173	0.03921649	0.05582172	0.0270549	0.0518753	0.145671	0.0570887	0.0263963	0.0497187	0.105878	0.101514	0.0922326	0.0226294	0.0432053	0.0388326	0.106943	0.0930675	0.0378929	0.006569399	23.95147	0.364038	0.712988	1.08052	1.84246	0.17817	0.301869	0.095685	0.0962514	0.157091	0.170933	0.06239112	0.1052938
4	0	-262.5865	-254.6347	-7.951724	21.71984	3.571614	0.08674634	0.1178476	0.0548492	0.220508	0.0291556	0.0645897	0.013075	0.00560514	0.0608864	0.0528561	0.0613137	0.0953646	0.0371545	0.0191406	0.244657	0.0103185	0.0305262	0.001234972	21.71984	0.42916	0.758958	1.08418	1.7277	0.218765	0.161508	0.112341	0.141657	0.165851	0.199877	0.1190826	0.01037072
5	0	-250.3554	-249.5719	-0.7834938	5.355147	1.992402	0.1720744	0.3423655	0.0590057	0.157382	0.0434016	0.0357852	0.00474545	0.0419304	0.108682	0.0920623	0.0860543	0.086771	0.0278098	0.0237695	0.130855	0.0957379	0.00600771	0.004950412	5.355147	0.292366	0.654203	1.0698	1.98363	0.212847	0.186656	0.0710599	0.129573	0.198837	0.201027	0.3473159	0.01425334
6	0	-263.7707	-253.2174	-10.5533	35.69289	1.54827	0.06236778	0.03584177	0.0198814	0.25212	0.0859439	0.0454733	0.0217694	0.0616421	0.0144153	0.0414809	0.134222	0.0109868	0.0638835	0.0211289	0.0124735	0.191987	0.0225927	0.009575992	35.69289	0.232684	0.596399	1.05313	2.11778	0.31106	0.231885	0.13737	0.11845	0.0876818	0.113554	0.04541776	0.2108425
7	0	-254.9419	-247.3759	-7.566011	6.723057	7.193739	0.284499	0.0838554	0.0158875	0.0806626	0.103695	0.0193568	0.00215082	0.0247045	0.00741679	0.0254899	0.099829	0.0487446	0.013935	0.2642	0.197662	0.0606715	0.0355941	0.04306008	6.723057	0.573678	0.84279	1.0785	1.50503	0.264113	0.206658	0.101909	0.0680564	0.198065	0.161198	0.1269155	0.3392815
8	0	-260.0652	-249.962	-10.10322	16.14913	1.699851	0.09710092	-0.006157415	0.0152657	0.0722623	0.126385	0.0743817	0.0172884	0.0451998	0.00101654	0.0867295	0.0339617	0.0418229	0.0734364	0.008964	0.200789	0.130604	0.071894	0.03721058	16.14913	0.254611	0.618762	1.06028	2.06635	0.261551	0.244468	0.0955895	0.115343	0.142206	0.140843	0.03105316	1.198286
9	0	-264.1877	-259.6145	-4.573181	8.439223	1.179119	0.3469433	0.1725913	0.0122509	0.104484	0.13356	0.0305476	0.0647477	0.0551958	0.0507852	0.0534744	0.0870795	0.160524	0.0200815	0.0286012	0.0798453	0.0797236	0.039099	0.0227624	8.439223	0.171249	0.524682	1.02433	2.27974	0.265452	0.235273	0.170249	0.103228	0.126857	0.0989414	0.1953537	0.1165189
10	0	-259.0124	-253.0236	-5.988786	17.73551	1.688722	0.05346464	0.08944743	0.0310556	0.225141	0.0286331	0.0111304	0.00219397	0.00176587	0.0278923	0.067135	0.112999	0.0621665	0.251062	0.0310275	0.0674279	0.0360865	0.0442831	0.01891786	17.73551	0.25306	0.617226	1.05982	2.0699	0.228584	0.204027	0.0870892	0.158139	0.17332	0.148841	0.1083653	0.1745749
11	0	-276.754	-255.0829	-21.67114	94.80708	2.112456	0.02599585	0.0368003	0.0136045	0.155924	0.083265	0.0381436	0.0158859	0.0130882	0.038183	0.0415533	0.0953569	0.046011	0.0394117	0.155061	0.136555	0.111954	0.0160032	0.02237285	94.80708	0.306339	0.666463	1.07256	1.95463	0.342071	0.189725	0.107424	0.0722468	0.108919	0.179614	0.05917315	0.3780912
