Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-241.4186	-235.5222	-5.896399	38.80612	1.157256	0.02937713	0.01047	0.175991	0.0181798	0.00171833	0.0232762	0.261795	0.0125364	0.077135	0.100201	0.0524568	0.0081978	0.0137969	0.0121318	0.0886475	0.0974901	0.056447	0.004655444	38.80612	0.167222	0.519404	1.02185	2.29152	0.141262	0.182023	0.257627	0.0574428	0.264651	0.0969932	0.01512544	0.3077889
1	0	-238.2349	-230.8137	-7.421193	46.64257	3.077496	0.01642364	0.0190448	0.0320766	0.0176134	0.092859	0.0905201	0.0604129	0.00292955	0.16019	0.135569	0.0403455	0.0879994	0.00119683	0.0057225	0.0128853	0.0660762	0.193604	0.02229028	46.64257	0.39517	0.73573	1.08287	1.78623	0.128451	0.154662	0.34612	0.0486509	0.258845	0.0632713	0.04133508	0.5392582
2	0	-236.4657	-236.0288	-0.4369014	17.77156	0.4964711	0.2168768	0.09840657	0.0799136	0.0289191	0.0176595	0.0447094	0.0278734	0.0104089	0.0514426	0.217879	0.148061	0.201869	0.0248835	0.020659	0.0368567	0.0129717	0.0758941	0.009859354	17.77156	0.0327356	0.249606	0.817684	2.89997	0.171791	0.174594	0.257555	0.0773369	0.180787	0.137936	0.1082659	0.09106609
3	0	-234.6066	-233.6574	-0.9492517	14.00387	0.8018045	0.09522105	0.04306952	0.117533	0.145543	0.0709517	0.10916	0.0495368	0.00414562	0.0221817	0.060732	0.222368	0.0783787	0.00168648	0.00304609	0.022012	0.0763224	0.0164035	0.07602046	14.00387	0.0959427	0.40786	0.957454	2.53874	0.197138	0.199711	0.200193	0.0567811	0.19916	0.147017	0.11909	0.6383447
4	0	-245.2054	-239.6637	-5.54173	28.66174	1.874198	0.03053045	0.04015504	0.00701323	0.0735054	0.00445974	0.18236	0.0907759	0.0262722	0.010873	0.108628	0.150482	0.0351033	0.0138262	0.0512807	0.0926519	0.141913	0.0108547	0.01903398	28.66174	0.277781	0.640933	1.0665	2.01479	0.213725	0.153997	0.186132	0.0325932	0.261521	0.152032	0.05918901	0.3215796
5	0	-250.1256	-243.0428	-7.082814	6.778286	0.6165458	0.2979504	-0.07904284	0.0268207	0.0872934	0.155782	0.0163499	0.0792159	0.03709	0.0446452	0.0728658	0.096995	0.0952027	0.00041151	0.0695318	0.141465	0.0582121	0.0181194	0.4378003	6.778286	0.0565376	0.321345	0.889531	2.73259	0.15728	0.215666	0.191295	0.0603369	0.266005	0.109417	0.3587575	1.220324
6	0	-241.7747	-234.1254	-7.649252	57.02899	0.9545458	0.01624763	0.007411448	0.145504	0.00867224	0.0297755	0.16313	0.140281	0.000429232	0.0191682	0.0690189	0.0137938	0.132749	0.0094838	0.0103538	0.085206	0.0827501	0.0896844	0.001856262	57.02899	0.127798	0.46265	0.99204	2.41751	0.188631	0.175005	0.234291	0.0690389	0.18177	0.151264	0.00926771	0.2002935
7	0	-246.781	-238.3652	-8.415859	60.44621	0.3563638	0.07550757	0.02351982	0.0777992	0.0103277	0.0198039	0.00861122	0.0696421	0.061782	0.0950978	0.0335151	0.0899759	0.173274	0.00652095	0.0429317	0.0159437	0.141669	0.153106	0.01031616	60.44621	0.010955	0.148495	0.67939	3.16116	0.20251	0.208341	0.195739	0.0360539	0.262285	0.0950716	0.03383598	0.3048872
8	0	-248.6158	-242.3098	-6.305951	42.88005	0.8957743	0.02906132	0.01164106	0.032995	0.0740168	0.00921384	0.158462	0.0304547	0.0528648	0.0481793	0.128926	0.141699	0.173546	0.0433724	0.0312733	0.00639929	0.0682976	0.000300206	0.00277682	42.88005	0.115718	0.443016	0.980329	2.46094	0.170325	0.136523	0.176856	0.0485383	0.368389	0.0993683	0.01441788	0.1925955
9	0	-233.5823	-234.0291	0.4467209	9.272729	1.508787	0.1438671	0.1416094	0.0999767	0.0612849	0.0599958	0.0198587	0.159894	0.00774877	0.0279264	0.0218979	0.258556	0.116421	0.00562592	0.00106191	0.0541828	0.00352986	0.102039	0.01042517	9.272729	0.226677	0.590013	1.05093	2.13238	0.176257	0.22565	0.250667	0.069066	0.216672	0.0616881	0.1520346	0.06857106
10	0	-237.5054	-236.4621	-1.043302	17.51106	0.8490877	0.0476411	0.03385755	0.0440551	0.0797795	0.0243469	0.0715828	0.011814	0.000728383	0.0549322	0.0798504	0.0244276	0.0800736	0.00233952	0.00509315	0.0416432	0.236464	0.24287	0.03383775	17.51106	0.105953	0.426171	0.96968	2.4982	0.154532	0.108797	0.228084	0.0751518	0.321095	0.112341	0.0676953	0.4998538
11	0	-232.2316	-230.7598	-1.471766	20.76473	1.094107	0.1015141	0.0688371	0.019646	0.0217525	0.0269413	0.00822003	0.113844	0.00643558	0.0130982	0.0238849	0.359267	0.110314	0.0222642	0.00617767	0.0119176	0.084736	0.171501	0.001230369	20.76473	0.155339	0.503319	1.014	2.32735	0.149484	0.165134	0.241223	0.0573763	0.253575	0.133207	0.07006747	0.01755978
12	0	-251.9236	-238.2139	-13.70974	233.4676	1.343308	0.004062642	0.005572792	0.00139686	0.0915462	0.0441499	0.0647743	0.102671	0.0233845	0.0635181	0.0431077	0.0205464	0.0921407	0.0021455	0.00125362	0.0484783	0.344496	0.0563911	0.001096802	233.4676	0.200071	0.560212	1.03972	2.2	0.190069	0.2131	0.234458	0.0499201	0.211519	0.100935	0.006669594	0.1644481
13	0	-235.5665	-230.7532	-4.81335	30.96763	2.446724	0.0529439	0.02603766	0.066439	0.0361599	0.0649761	0.0122343	0.0893128	0.0190233	0.00465645	0.0259196	0.156532	0.149188	0.0012146	0.0148225	0.0151059	0.268292	0.0761242	0.03440166	30.96763	0.341347	0.695421	1.078	1.88524	0.13348	0.18649	0.323016	0.0742953	0.18069	0.102027	0.06043933	0.5691934
14	0	-237.685	-231.068	-6.617005	23.24136	1.438064	0.02898933	0.1023921	0.209953	0.00452667	0.0793817	0.0476043	0.0694644	0.017255	0.0186883	0.0426956	0.10311	0.179121	0.00339029	0.091788	0.0246045	0.0535683	0.0548487	0.05397873	23.24136	0.215594	0.577912	1.04657	2.15993	0.159655	0.186324	0.247002	0.0469887	0.274064	0.0859664	0.1563708	0.3451969
15	0	-247.3525	-233.211	-14.14156	167.636	2.131206	0.006195211	0.004833668	0.0329228	0.112845	0.0211327	0.100132	0.226361	0.00225492	0.00371185	0.140497	0.0735696	0.188217	0.0119	0.00405842	0.0172896	0.0274962	0.0376113	0.002346291	167.636	0.308449	0.668278	1.07295	1.95032	0.12433	0.139318	0.305232	0.09083	0.24815	0.0921402	0.007179959	0.3267833
16	0	-238.1048	-234.1168	-3.988015	5.663415	1.565038	0.2332481	0.06423964	0.120061	0.0418934	0.0150751	0.034347	0.142307	0.0153222	0.121567	0.197952	0.0222184	0.22557	0.00185711	0.00653192	0.00466388	0.0159135	0.0347206	0.2665428	5.663415	0.235197	0.599036	1.05402	2.11174	0.119142	0.153909	0.250055	0.069772	0.283418	0.123704	0.3307824	0.8057949
17	0	-233.1107	-230.3164	-2.794248	29.7113	1.157378	0.04963524	0.02665229	0.0691662	0.0309017	0.0931376	0.0771279	0.0331237	0.0301184	0.0783201	0.0127724	0.0755037	0.157927	0.0002085	0.0063182	0.0649011	0.0744913	0.195982	0.008581409	29.7113	0.167244	0.519434	1.02186	2.29146	0.183794	0.221677	0.247226	0.0660463	0.190149	0.0911085	0.0352337	0.2435569
18	0	-237.3692	-233.8267	-3.542502	34.37951	2.106354	0.09356066	0.06207064	0.228716	0.0183915	0.116516	0.113032	0.170068	0.00306146	0.0836683	0.0663557	0.0453783	0.0705968	0.00412756	0.0398015	0.0140127	0.00859698	0.0176761	0.03494787	34.37951	0.305648	0.665867	1.07244	1.95605	0.197733	0.169202	0.184864	0.050718	0.282171	0.115312	0.09701851	0.3602186
19	0	-238.7928	-231.7148	-7.077929	52.7163	1.811945	0.01720102	0.03022915	0.0456729	0.0369128	0.00108869	0.0634756	0.265496	0.00599317	0.000742447	0.0463623	0.0403908	0.0547803	0.0064925	0.00141575	0.0577998	0.244413	0.128964	0.01394884	52.7163	0.269744	0.6334	1.06448	2.03237	0.12488	0.158467	0.340276	0.0928947	0.221796	0.0616857	0.04417799	0.3157419
