Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-250.2854	-238.9305	-11.35497	176.5798	0.8307994	0.1661268	0.001656222	0.00143844	0.127291	0.0303421	0.102796	0.029468	0.0220478	0.0598005	0.0234864	0.377781	0.0813135	0.0494639	0.00455629	0.00407814	0.00294215	0.0831951	0.01612405	176.5798	0.102094	0.419245	0.965137	2.51352	0.156627	0.112558	0.203075	0.0879861	0.33743	0.102323	0.01778027	0.9068506
100	-245.0659	-235.0964	-9.969511	161.3735	1.68765	0.07972305	0.01092957	0.0225103	0.0479976	0.0277408	0.0696528	0.0651686	0.00173252	0.0113488	0.000968604	0.196675	0.0286851	0.188442	0.00935181	0.153267	0.17215	0.00430907	0.01469947	161.3735	0.25291	0.617077	1.05977	2.07024	0.114551	0.184024	0.208387	0.0782072	0.306223	0.108608	0.02562904	0.5735475
200	-245.7519	-237.2636	-8.488255	63.51554	2.492013	0.2438642	0.03394422	0.00691094	0.120478	0.0480427	0.0489518	0.0234431	0.00400691	0.0016577	0.0160114	0.14181	0.0645523	0.0918254	0.0110472	0.270192	0.084617	0.0664546	0.009458404	63.51554	0.345698	0.698859	1.07854	1.87691	0.166564	0.101104	0.290767	0.079406	0.257785	0.104374	0.04340262	0.2179224
300	-249.1771	-235.0922	-14.08487	184.7046	3.099914	0.06419348	0.01596467	0.0393716	0.0312521	0.128622	0.227975	0.00402497	0.00102173	0.0104716	0.00691138	0.176575	0.00695108	0.126745	0.00340849	0.167628	0.0570384	0.0120038	0.007955011	184.7046	0.396847	0.736914	1.08297	1.78327	0.134585	0.261968	0.168109	0.092542	0.2046	0.138197	0.02391968	0.3325719
400	-241.8479	-232.1245	-9.723347	26.08109	2.821305	0.334596	0.02323346	0.00439826	0.200362	0.00458183	0.223579	0.037662	0.0257328	0.0232594	0.000789957	0.184505	0.0261151	0.0958572	0.0130953	0.11529	0.011166	0.0336058	0.1107379	26.08109	0.374947	0.721128	1.08148	1.82245	0.1543	0.130569	0.209599	0.0761082	0.324606	0.104817	0.1339713	0.8265789
500	-245.0316	-236.5584	-8.473264	45.28736	2.60993	0.1975478	-0.0002540799	0.00617459	0.178296	0.12436	0.0793352	0.0922266	0.00449278	0.0030372	0.00328086	0.0992638	0.0361526	0.0257137	0.0614762	0.191091	0.0379732	0.0571272	0.0588416	45.28736	0.356637	0.707355	1.07977	1.85623	0.144728	0.10065	0.20323	0.101638	0.338706	0.111049	0.05858752	1.004337
600	-248.7537	-232.9543	-15.79937	268.4345	2.166937	0.02856449	0.005018459	0.000267377	0.0958436	0.0768548	0.184577	0.11061	0.00909166	0.0124891	0.00571253	0.11137	0.022479	0.0405447	0.0237982	0.159468	0.0736088	0.073285	0.01198544	268.4345	0.31242	0.671667	1.07366	1.94226	0.155292	0.163903	0.267477	0.0467353	0.216986	0.149607	0.0170039	0.7048643
700	-244.9587	-234.7057	-10.25298	108.0065	3.32695	0.128699	0.02443022	0.0250375	0.109675	0.109892	0.151189	0.0666485	0.000117682	0.00460873	0.00528625	0.0243029	0.0786237	0.205734	0.014796	0.0658328	0.128598	0.00965897	0.01725974	108.0065	0.413074	0.748162	1.08371	1.75505	0.158958	0.181649	0.251095	0.0679875	0.256791	0.0835202	0.04168996	0.4140023
800	-241.8054	-233.0363	-8.769147	107.5916	1.403022	0.3289469	0.005473244	0.00541918	0.0542917	0.0700323	0.121636	0.0243799	0.00106506	0.0160265	0.00345607	0.0614547	0.249198	0.0260542	0.0520616	0.227725	0.0530163	0.0341844	0.04995484	107.5916	0.209945	0.571576	1.04418	2.1743	0.107626	0.183926	0.231228	0.0346313	0.357332	0.0852566	0.05542809	0.901255
900	-242.0203	-230.2644	-11.75593	113.4904	1.925381	0.1655182	0.000769867	0.00795871	0.262526	0.0335423	0.213832	0.0299983	0.00472618	0.00862019	0.00374171	0.11448	0.17128	0.0302548	0.017589	0.0227124	0.0431926	0.0355457	0.01933209	113.4904	0.284202	0.646837	1.06801	2.00096	0.147517	0.151628	0.228149	0.0817403	0.28458	0.106385	0.02010195	0.9617019
