Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
219	0	-202.9423	-239.2456	36.30333	210.1105	1.323922	0.00661973	0.0106039	0.00930869	0.00735122	0.0031179	0.0140934	0.00568055	0.0014877	0.0013627	0.00772	0.0188726	0.00242446	0.000776743	0.0147113	0.006223108	0.003371605	0.0240789	0.12129	0.00345544	0.00240512	0.0593463	0.0158198	0.00576297	0.0677505	0.244805	0.122568	0.0167059	0.0603637	0.0226532	0.0411628	0.191832	0.0165161	210.1105	0.196797	0.556359	1.03816	2.20869	0.134194	0.21038	0.229263	0.148182	0.164328	0.113652	0.0198877	0.8304678
220	0	-228.8245	-241.6858	12.86124	23.13518	0.2340663	0.0615804	0.0712497	0.0330075	0.207558	0.0179495	0.101355	0.140216	0.0879129	0.0948013	0.0042464	0.154158	0.150918	0.256595	0.0568056	0.1620969	0.0379388	0.111604	0.133074	0.0437282	0.0401549	0.02357	0.0608679	0.049348	0.14423	0.0263536	0.162065	0.00366949	0.0344352	0.013709	0.0314784	0.121713	0.08742155	23.13518	0.00145045	0.0554492	0.466658	3.47644	0.182038	0.0993513	0.229392	0.104064	0.246992	0.138163	0.1253604	0.697362
221	0	-200.0755	-231.8832	31.80775	31.50287	1.785659	0.0205045	0.0164707	0.00206362	0.0156157	0.0116257	0.00388917	0.0571682	0.0202083	0.0381308	0.0056096	0.0107133	0.0319268	0.00078436	0.0611293	0.0355191	0.006116381	0.1048	0.0509677	0.021448	0.0349887	0.0831337	0.00360784	0.0255555	0.0823339	0.00627891	0.246201	0.00129454	0.0563113	0.0459347	0.204158	0.0329859	0.03572924	31.50287	0.266273	0.630097	1.06357	2.04006	0.141851	0.128919	0.290081	0.0463956	0.235055	0.157699	0.04184562	0.8538346
222	0	-213.0926	-233.6738	20.58118	8.418689	0.9937524	0.0674516	0.0461417	0.101885	0.426604	0.0207	0.0795541	0.0897964	0.0705363	0.158274	0.123206	0.0325321	0.00641963	0.0705781	0.0986501	0.08698957	0.08157003	0.250526	0.0457968	0.0011935	0.0168388	0.0169832	0.00199429	0.0158889	0.116411	0.0591344	0.156527	0.00468838	0.0568778	0.0425952	0.133611	0.0809336	0.01175609	8.418689	0.135706	0.474866	0.998957	2.39047	0.127031	0.156621	0.268836	0.0891954	0.221792	0.136524	0.09332612	0.1259679
223	0	-216.038	-234.7909	18.75289	10.58865	1.337342	0.0267259	0.0777566	0.044643	0.184041	0.117407	0.219411	0.378909	0.0367318	0.0683606	0.00364248	0.0652638	0.0236982	0.0168164	0.032943	0.1452806	0.1716848	0.0540036	0.0350693	0.148024	0.115992	0.059844	0.000340141	0.0794618	0.0196185	0.0202525	0.110224	0.00936117	0.0232847	0.183158	0.0106482	0.130719	0.01563929	10.58865	0.199067	0.559035	1.03925	2.20265	0.085388	0.195841	0.31451	0.0584152	0.271413	0.0744333	0.1873241	0.08348785
224	0	-214.9371	-226.7691	11.83195	8.495995	2.10062	0.135469	0.0492003	0.125979	0.146564	0.0132923	0.435661	0.186245	0.587648	0.019217	0.310502	0.049272	0.166325	0.0581817	0.00889536	0.1554003	0.07347503	0.0355475	0.00344563	0.0873243	0.0526184	0.130777	0.0100936	0.00999645	0.0265373	0.234966	0.293176	0.00176823	0.0293438	0.00513612	0.00678418	0.0724858	0.03155016	8.495995	0.304997	0.665304	1.07231	1.95738	0.126685	0.168904	0.226518	0.0827251	0.319682	0.0754858	0.1050252	0.3004057
225	0	-207.6942	-231.3561	23.6619	7.065291	2.500179	0.156073	0.0902368	0.211655	0.0558138	0.079479	0.0269713	0.18154	0.0521991	0.0108246	0.0607181	0.123141	0.00140553	0.0340711	0.00610383	0.08095155	0.118731	0.0179005	0.0464554	0.0483721	0.175445	0.0441049	0.00725741	0.00106745	0.122296	0.189993	0.146547	0.0107702	0.00929999	0.0439912	0.0398261	0.0966745	0.009427735	7.065291	0.346474	0.699468	1.07863	1.87543	0.128756	0.142199	0.31923	0.0762589	0.182056	0.151499	0.1281587	0.07356295
226	0	-211.6801	-238.1292	26.44916	143.2143	0.6454409	0.0210988	0.00393113	0.0241689	0.0312652	0.0186544	0.0351353	0.0227529	0.0204687	0.0637934	0.0146085	0.0126729	0.0332209	0.0398459	0.00439105	0.02437644	0.001098263	0.0408236	0.145693	0.0465688	0.0625649	0.0268625	0.0122813	0.120383	0.0109984	0.0612688	0.122888	0.0492861	0.0218662	0.00207472	0.00601232	0.270427	0.006394923	143.2143	0.0625954	0.336609	0.902842	2.69795	0.169234	0.208449	0.158406	0.11012	0.268087	0.0857044	0.007493186	0.8534318
227	0	-208.2651	-229.3621	21.09693	9.414331	1.207193	0.117467	0.0379078	0.010709	0.102659	0.0828751	0.0219299	0.157165	0.088748	0.125453	0.138098	0.158507	0.0229244	0.0928463	0.160735	0.08857813	0.1612138	0.0616034	0.000631878	0.15824	0.0376003	0.0362303	0.00114778	0.0698831	0.141659	0.130757	0.171304	0.00292469	0.00262177	0.00218431	0.0762882	0.106924	0.009568349	9.414331	0.176354	0.531256	1.02734	2.26505	0.158391	0.156887	0.196986	0.068685	0.278523	0.140528	0.1707821	0.05602664
228	0	-230.9786	-236.8574	5.878836	10.39665	0.7494843	1.08561	0.0969391	0.0387565	0.0897464	0.307724	0.352354	0.41468	0.167857	0.0473695	0.394846	0.00152475	0.358198	0.0721998	0.233782	0.1690783	0.08162048	0.044335	0.0180188	0.0229906	0.00708631	0.0569829	0.0165856	0.0417343	0.0735346	0.149855	0.167605	0.021225	0.0444567	0.0682826	0.207241	0.0600661	0.003250214	10.39665	0.0847742	0.385972	0.941911	2.58734	0.139359	0.146187	0.200142	0.0760348	0.291667	0.146611	0.08487069	0.03829607
229	0	-207.6922	-230.7697	23.07754	36.68796	1.567085	0.00459476	0.0101577	0.0501391	0.0343804	0.0247011	0.0608895	0.10576	0.0108436	0.0213341	0.000927051	0.170596	0.00741739	0.0328396	0.0871903	0.05081394	0.01765747	0.072219	0.0459841	0.180449	0.0234055	0.154842	0.00752607	0.0032904	0.0151001	0.111088	0.0997635	0.0015682	0.00179132	0.0117863	0.0774745	0.193712	0.01142164	36.68796	0.235502	0.599355	1.05413	2.11101	0.163939	0.19136	0.220831	0.0351113	0.296253	0.0925065	0.02907911	0.3927782
230	0	-227.6148	-236.3887	8.773936	30.59934	0.4237044	0.0409598	0.196423	0.0090863	0.889797	0.0707272	0.0265803	0.211285	0.143039	0.00131199	0.0243271	0.389664	0.0866607	0.0267569	0.040136	0.1820681	0.087793	0.0367938	0.0167303	0.119738	0.0137852	0.0184656	0.0231437	0.0430818	0.244324	0.0121332	0.154177	0.00396673	0.0173717	0.048192	0.0273402	0.220757	0.003317494	30.59934	0.0202774	0.199231	0.755708	3.02478	0.174504	0.192214	0.199759	0.0459284	0.257514	0.13008	0.0911105	0.03641176
231	0	-206.0634	-232.9505	26.8871	25.38615	1.632383	0.0310314	0.163597	0.0645417	0.0116458	0.0131465	0.0461541	0.137258	0.0439326	0.0585148	0.0480737	0.00333485	0.026702	0.00434095	0.00619564	0.05215101	0.0643222	0.144514	0.0123411	0.156915	0.0105234	0.0737621	0.0128998	0.165343	0.0222262	0.00172153	0.0447883	0.00334868	0.036879	0.0732809	0.176038	0.0654196	0.03007139	25.38615	0.245068	0.609205	1.05733	2.08839	0.129495	0.212931	0.218811	0.0682034	0.276517	0.0940424	0.09439359	0.3185745
232	0	-219.3265	-233.3867	14.06022	51.16565	0.5635216	0.017005	0.0231065	0.0839852	0.17418	0.143357	0.111377	0.0984524	0.100748	0.000792358	0.111689	0.0511915	0.208126	0.0597089	0.00151281	0.1018987	0.02253918	0.212236	0.0172944	0.0211439	0.0823307	0.13568	0.00127153	0.0941043	0.0110415	0.0652613	0.107334	0.00753455	0.00467149	0.0339324	0.169578	0.0365868	0.07675995	51.16565	0.0456826	0.291377	0.861503	2.80144	0.153712	0.212524	0.151327	0.0558112	0.330227	0.0963981	0.09929912	0.7730174
233	0	-206.1464	-233.8164	27.67005	34.60661	1.330345	0.0214416	0.0353116	0.0307688	0.00543568	0.0834158	0.0303688	0.0769068	0.00804972	0.0619649	0.0101353	0.00871282	0.0768057	0.0434576	0.00403362	0.05587953	0.03501933	0.0652481	0.138611	0.0896343	0.125944	0.0263419	0.00716434	0.00250634	0.0848367	0.216287	0.0418413	0.0149421	0.0328304	0.0353462	0.0688642	0.0496021	0.01671626	34.60661	0.197885	0.557645	1.03868	2.20579	0.130866	0.13314	0.237693	0.0813256	0.300006	0.116969	0.05173559	0.3231094
234	0	-220.0308	-236.3183	16.2875	13.77428	3.219939	0.167824	0.00996803	0.190205	0.0255878	0.0655918	0.00322083	0.0577823	0.0489776	0.32579	0.0688679	0.0961371	0.284675	0.00563023	0.0259762	0.08628982	0.1451999	0.263605	0.00669997	0.127954	0.0114096	0.0701907	0.00796361	0.0035327	0.0171004	0.0756515	0.188778	0.0314339	0.0246794	0.0233331	0.0474395	0.100228	0.0291484	13.77428	0.405592	0.743022	1.08341	1.76798	0.148743	0.220199	0.145939	0.0517412	0.303836	0.129542	0.1743483	0.1671849
235	0	-214.2588	-239.9928	25.73398	67.81909	0.4462728	0.0587232	0.0298184	0.00732364	0.0725852	0.0241917	0.0227962	0.0383165	0.0112469	0.00161582	0.0247181	0.0102851	0.0640121	0.0566443	0.0605026	0.03718752	0.03273838	0.0112855	0.0178298	0.0556583	0.0393174	0.00681292	0.0463916	0.0545267	0.299863	0.210403	0.0948769	0.0155593	0.0490682	0.00566065	0.0348134	0.057934	0.003449506	67.81909	0.0239164	0.215403	0.776865	2.98382	0.170757	0.132524	0.280792	0.0976252	0.258126	0.0601756	0.03618789	0.09532213
236	0	-225.7457	-243.1282	17.38257	45.41865	0.780657	0.0868299	0.0770481	0.00576518	0.0216128	0.0255895	0.0122255	0.145404	0.119538	0.0909312	0.00315618	0.0420893	0.109176	0.0488234	0.00783612	0.1186233	0.02144959	0.0391073	0.110541	0.22214	0.0383489	0.0392363	0.0185035	0.049802	0.00140516	0.124135	0.143811	0.0378751	0.0129174	0.0458383	0.115882	0.00045649	0.01661976	45.41865	0.0914366	0.399228	0.951448	2.55789	0.151379	0.144096	0.22646	0.12067	0.261667	0.095728	0.03806935	0.4365653
237	0	-203.4989	-231.0683	27.56938	10.439	1.802902	0.0566626	0.0240072	0.0277625	0.00266495	0.0776697	0.0130014	0.124034	0.0684537	0.0313554	0.0796069	0.0155218	0.0286452	0.0935871	0.0237939	0.03685598	0.05341828	0.0343986	0.00266133	0.336734	0.062489	0.0202175	0.0017057	0.03304	0.0810811	0.0470363	0.123601	0.00234936	0.00711539	0.00554585	0.109494	0.132531	0.05767357	10.439	0.268555	0.632273	1.06417	2.035	0.101983	0.189002	0.278033	0.0505234	0.301857	0.0786016	0.1110919	0.5191522
238	0	-228.2276	-234.2211	5.99344	9.346827	1.25284	0.852061	0.0580604	0.0722319	0.44939	0.294177	0.0249387	0.158035	0.169258	0.0360289	0.234359	0.32266	0.441597	0.13467	0.250831	0.1993755	0.09374186	0.141826	0.00284849	0.0563885	0.0929673	0.00876177	0.00425746	0.063672	0.100999	0.011237	0.12355	0.00502411	0.0122367	0.198136	0.00480582	0.173289	0.002086568	9.346827	0.184498	0.541482	1.03188	2.24214	0.14235	0.211333	0.237538	0.0459127	0.255077	0.107789	0.09582843	0.021774
239	0	-225.2507	-235.3663	10.11566	16.68198	1.098028	0.3878	0.341704	0.0532137	0.0520857	0.0916978	0.467615	0.201303	0.0556333	0.00638162	0.0161469	0.261441	0.16191	0.0218625	0.0876177	0.1167807	0.09311619	0.247364	0.00717196	0.067948	0.0375841	0.0646502	0.0512978	0.0476749	0.0299881	0.115846	0.0600912	0.000374184	0.00828371	0.0476986	0.0546342	0.159393	0.01869325	16.68198	0.156088	0.504356	1.01452	2.32504	0.118878	0.161884	0.280509	0.0840177	0.284418	0.0702924	0.1118094	0.1671885
240	0	-208.8097	-235.8537	27.04395	60.82847	0.4932647	0.00373447	0.0316858	0.0847158	0.0193732	0.0194499	0.0315219	0.0253789	0.000415516	0.0234567	0.0116499	0.0970757	0.0535791	0.0386712	0.0197113	0.0352811	0.03039208	0.169199	0.00691535	0.0317635	0.0162298	0.0739908	0.0513924	0.00538166	0.0465944	0.114596	0.102891	0.00458517	0.0165009	0.151147	0.203829	0.00498347	0.01192698	60.82847	0.0321463	0.247496	0.815305	2.90505	0.132037	0.188668	0.27565	0.041585	0.261423	0.100638	0.04231906	0.2818347
241	0	-219.6706	-235.9053	16.23465	60.19617	1.505167	0.0531684	0.0272851	0.0158735	0.111348	0.116767	0.264795	0.0669574	0.0189274	0.0118537	0.0608749	0.0995594	0.0243903	0.0406301	0.0245976	0.09331988	0.006708918	0.288524	0.0136298	0.0937846	0.0475511	0.220423	0.00629108	0.0244917	0.0505043	0.00290869	0.0720386	0.0142322	0.0148471	0.0646015	0.045938	0.0402346	0.03234893	60.19617	0.22612	0.589414	1.05072	2.13374	0.164682	0.158708	0.303112	0.0734542	0.227198	0.0728454	0.03905784	0.8282312
242	0	-216.5938	-234.4085	17.81473	26.24887	0.5929222	0.112375	0.00354714	0.132506	0.0480808	0.0735862	0.00523066	0.0230056	0.138948	0.183677	0.0150085	0.11675	0.11815	0.0163987	0.0567332	0.07704134	0.04965865	0.0603959	0.141897	0.095502	0.0960489	0.0380753	0.00152912	0.010057	0.0738937	0.188003	0.0562219	0.00105363	0.0162574	0.0292006	0.103575	0.0882888	0.0782519	26.24887	0.0516516	0.308315	0.877665	2.76237	0.137699	0.200262	0.245381	0.101726	0.251496	0.0634362	0.1279106	0.6117705
243	0	-219.8489	-234.4867	14.63783	8.320293	3.852483	0.160362	0.0658089	0.0316074	0.0388388	0.102231	0.145819	0.0480592	0.0705175	0.132263	0.315152	0.0502368	0.366397	0.0439514	0.0373965	0.1103384	0.0414155	0.0754078	0.0475557	0.205583	0.0114085	0.105505	0.00672173	0.0200256	0.0378856	0.0943598	0.039886	0.00134906	0.0170539	0.0236316	0.106825	0.206802	0.02678091	8.320293	0.44607	0.769948	1.08439	1.69959	0.176755	0.170725	0.289728	0.0432963	0.201928	0.117569	0.06819641	0.3927026
244	0	-222.3486	-236.0515	13.70296	8.046121	0.4084591	0.145365	0.146657	0.00651136	0.370185	0.0569554	0.087428	0.0414882	0.109678	0.0239986	0.105344	0.0384242	0.483466	0.0993248	0.358302	0.1511516	0.2045897	0.02784	0.150191	0.0119596	0.0520358	0.107226	0.00428974	0.0782823	0.0913103	0.148855	0.0614497	0.00344662	0.0114466	0.0221115	0.0610596	0.168496	0.09551187	8.046121	0.0179535	0.188046	0.740274	3.05373	0.164342	0.151311	0.190791	0.0711546	0.299683	0.122719	0.3001016	0.3182651
245	0	-211.239	-231.3373	20.09829	59.17923	5.107731	0.0165404	0.0764235	0.0309113	0.13586	0.0310747	0.0417596	0.0128052	0.012987	0.00332607	0.0032955	0.0441615	0.0660342	0.00798399	0.0799523	0.05871121	0.01312643	0.0433806	0.00435148	0.110452	0.039994	0.0734903	0.0157605	0.0346037	0.0190106	0.0990658	0.0508771	0.00496884	0.0243323	0.00902091	0.381893	0.0887986	0.01229366	59.17923	0.506491	0.806496	1.08311	1.6039	0.138832	0.195923	0.233766	0.0698122	0.249288	0.112378	0.02542009	0.4836197
246	0	-237.2545	-234.6484	-2.60618	8.622182	1.499089	1.18293	0.0491507	0.256236	0.151069	0.544386	0.0868363	0.688448	0.220362	0.0990801	0.255204	0.256393	0.185754	1.64094	0.27691	0.2696325	0.165215	0.0211279	0.151027	0.198775	0.0265424	0.075263	0.013037	0.0122538	0.00374409	0.138165	0.186285	0.0333281	0.0053093	0.0361552	0.00555201	0.0934352	0.1009016	8.622182	0.225182	0.588405	1.05037	2.13605	0.188833	0.217362	0.130357	0.0552507	0.300194	0.108003	0.2661166	0.3791631
247	0	-221.792	-233.5202	11.72818	11.582	0.5455368	0.0879104	0.253176	0.189004	0.11839	0.0697314	0.10726	0.152275	0.154401	0.356081	0.168835	0.126808	0.39588	0.157592	0.0431062	0.15846	0.1275666	0.0300105	0.0509547	0.123762	0.0444143	0.0369119	0.0084934	0.0109848	0.144782	0.0584448	0.248186	0.00260145	0.0163422	0.121119	0.0156184	0.0873746	0.0258127	11.582	0.0421072	0.280608	0.850769	2.82652	0.208747	0.158387	0.195646	0.0574229	0.251685	0.128113	0.1533793	0.1682933
248	0	-200.8339	-235.5922	34.75833	20.17808	1.294612	0.0343131	0.0116104	0.0334851	0.0321318	0.0277618	0.0422351	0.044226	0.0409696	0.0306929	0.00312927	0.040495	0.00178382	0.0226391	0.0076696	0.02963501	0.06545851	0.172986	0.116265	0.00614759	0.0331363	0.107978	0.012465	0.00575736	0.0796828	0.164803	0.172559	0.00324341	0.0105781	0.0109028	0.0244608	0.0790348	0.008690407	20.17808	0.191781	0.550371	1.03568	2.22217	0.125301	0.138525	0.286464	0.0554901	0.227392	0.166828	0.07414892	0.1172021
249	0	-208.4051	-230.7816	22.37643	14.04131	2.035888	0.0474462	0.0132678	0.00887183	0.0210116	0.0260448	0.117969	0.0564856	0.0745715	0.308541	0.0489372	0.0407583	0.0524423	0.00758678	0.00637051	0.0436268	0.1036733	0.10438	0.0480757	0.0476151	0.0766878	0.0998243	9.46943e-05	0.0324404	0.0517526	0.11243	0.114943	0.0002748	0.00253799	0.0755197	0.183183	0.0502398	0.03119776	14.04131	0.297521	0.658776	1.07086	1.97284	0.202972	0.162991	0.154639	0.0847437	0.308299	0.0863551	0.134871	0.2313155
250	0	-212.8655	-243.199	30.3335	35.98869	2.055476	0.0012732	0.00909468	0.0224956	0.0133463	0.0254072	0.0127816	0.0280557	0.018307	0.021227	0.0252446	0.0312915	0.0119306	0.0275993	0.0128016	0.0421907	0.01227199	0.0531484	0.0983781	0.0478179	0.1249	0.0738916	0.0114126	0.0217968	0.0773454	0.142447	0.122124	0.0351595	0.0162606	0.14111	0.0323066	0.00190021	0.03319434	35.98869	0.299808	0.660786	1.07132	1.96809	0.210301	0.274332	0.135333	0.0223785	0.265747	0.0919095	0.04546634	0.7300861
251	0	-214.4812	-230.258	15.77676	23.06331	0.8414538	0.0350975	0.00118435	0.0289185	0.0847469	0.047417	0.249539	0.483046	0.00866329	0.0366962	0.0418327	0.266302	0.0499107	0.0125254	0.0365555	0.07672517	0.05933903	0.00925965	0.104884	0.0100451	0.116276	0.0331645	0.00602588	0.020371	0.0512523	0.134448	0.175024	0.00894282	0.0198783	0.0324358	0.0726859	0.205307	0.01325509	23.06331	0.104344	0.423303	0.967811	2.50454	0.129148	0.243997	0.190697	0.0699267	0.27704	0.0891923	0.07259412	0.1825917
252	0	-235.8441	-245.1154	9.271264	13.98763	0.281914	0.239789	0.0247529	0.143849	0.00910317	0.242923	0.039653	0.0240992	0.230042	0.422337	0.00578262	0.512776	0.144433	0.0427456	0.00241291	0.1034183	0.1535689	0.0457764	0.0244997	0.0120067	0.193005	0.0969559	0.00786018	0.0629587	0.156558	0.0662942	0.0863126	0.038517	0.0192768	0.00524102	0.170688	0.0140495	0.1186665	13.98763	0.00394315	0.0905215	0.564141	3.34139	0.10598	0.149893	0.182376	0.0761009	0.25247	0.23318	0.2722355	0.4358966
253	0	-224.1095	-238.5058	14.39629	15.56427	2.012201	0.098245	0.039881	0.360818	0.0163633	0.0641886	0.0368755	0.0374481	0.0182306	0.0823502	0.240014	0.224734	0.0461451	0.0418314	0.24894	0.1454868	0.128153	0.084377	0.0660417	0.157205	0.0453915	0.0403154	0.0204936	0.156723	0.072183	0.0639258	0.0505657	0.00049238	0.0369931	0.0232753	0.17444	0.00757874	0.01004882	15.56427	0.294727	0.656305	1.07029	1.97868	0.112817	0.195682	0.230578	0.0547852	0.292317	0.113821	0.1382018	0.07271124
254	0	-221.4216	-234.3436	12.92198	96.56519	0.8399896	0.14545	0.048456	0.189037	0.110842	0.00747758	0.209272	0.221693	0.0601316	0.0692252	0.0453931	0.0339118	0.00315191	0.0343645	0.0335465	0.0788264	0.02027975	0.0348039	0.0508168	0.026649	0.143344	0.107873	0.0223123	0.00966157	0.00568138	0.39594	0.0972739	0.00892992	0.00346247	0.0444673	0.0371127	0.0116719	0.01948572	96.56519	0.104035	0.422749	0.967448	2.50577	0.127926	0.24918	0.198523	0.0457258	0.280792	0.0978525	0.03976547	0.4900162
255	0	-214.1174	-232.6947	18.57723	16.65272	0.8043464	0.0954133	0.0128635	0.0294261	0.111141	0.0331641	0.00205945	0.0598785	0.140336	0.0278374	0.0524129	0.0342375	0.0074436	0.271937	0.101409	0.0618476	0.191532	0.108856	0.0205569	0.00105261	0.0837779	0.0840367	0.00363945	0.0853423	0.116087	0.109155	0.139085	0.00166009	0.0157843	0.0161859	0.0578149	0.156966	0.02997473	16.65272	0.0964833	0.408878	0.958152	2.53649	0.10486	0.139653	0.230797	0.0847172	0.267077	0.172896	0.2215067	0.135322
256	0	-201.1333	-227.8071	26.67384	78.24325	1.841832	0.0171362	0.00673488	0.0149843	0.0639642	0.00765643	0.0139127	0.0844215	0.0442099	0.0198121	0.0170308	0.00987976	0.0813933	0.00786309	0.00980771	0.03523925	0.03034546	0.0298962	0.0362491	0.0311831	0.0274988	0.136382	0.0127661	0.112934	0.00476626	0.15786	0.162921	0.00462723	0.0165499	0.0740521	0.0509244	0.141389	0.0175866	78.24325	0.273634	0.637066	1.06548	2.02382	0.139189	0.194804	0.203215	0.0573509	0.27058	0.13486	0.04793205	0.3669068
257	0	-228.5308	-237.5583	9.027504	10.39006	0.479621	0.182928	0.744298	0.100519	0.512771	0.1547	0.122814	0.278183	0.472895	0.0616882	0.276429	0.0214729	0.0438954	0.178075	0.0786004	0.2205925	0.07867745	0.0686563	0.136789	0.12932	0.0571319	0.045751	0.0217695	0.0108085	0.060032	0.00510269	0.216673	0.00757522	0.0696264	0.093509	0.0216512	0.0556034	0.02156645	10.39006	0.0296756	0.238404	0.804854	2.92707	0.160787	0.176927	0.242486	0.04853	0.273094	0.0981764	0.1002439	0.2151398
258	0	-215.5715	-230.5771	15.00555	27.47295	2.548246	0.0843273	0.0145705	0.15927	0.0299865	0.0451387	0.0397053	0.14099	0.0688573	0.194683	0.00326672	0.0740859	0.0360457	0.0339877	0.117937	0.04404377	0.03595585	0.0891358	0.0357575	0.0466025	0.0127077	0.226934	0.00635271	0.0893587	0.0330065	0.222829	0.110423	0.00127653	0.00305054	0.00848676	0.0564293	0.0576495	0.02976123	27.47295	0.350984	0.70299	1.07916	1.86687	0.209592	0.152485	0.217937	0.0746248	0.219399	0.125962	0.06571708	0.452869
259	0	-235.7589	-239.4096	3.650699	20.13746	0.5834899	0.788425	0.165941	0.530116	0.181324	0.21837	0.0870187	0.193884	0.393343	0.195173	0.0619817	0.0426586	0.74567	0.0294413	0.18326	0.2308968	0.0804537	0.102235	0.00122325	0.00434101	0.0349953	0.074615	0.0120645	0.158974	0.0524417	0.179644	0.107402	0.0108638	0.0174456	0.00865265	0.054091	0.181012	0.01154215	20.13746	0.0497216	0.302969	0.872656	2.77465	0.149534	0.17702	0.226441	0.0293293	0.303695	0.113982	0.09199585	0.1254638
260	0	-213.7018	-231.8726	18.1708	15.50249	1.318689	0.143546	0.0206082	0.145516	0.0329032	0.0373132	0.0105236	0.317477	0.0366714	0.0305636	0.13275	0.359353	0.00355233	0.0490722	0.046478	0.08589683	0.05230357	0.0392093	0.0312073	0.0877412	0.18896	0.143619	0.00692739	0.0189541	0.0458066	0.138289	0.0428092	0.00975494	0.0146199	0.0504458	0.0521997	0.129457	0.02790124	15.50249	0.195907	0.555304	1.03773	2.21106	0.0975965	0.194516	0.279395	0.104944	0.236668	0.0868799	0.08020481	0.3478749
261	0	-196.3223	-239.4647	43.14241	146.6802	2.69357	0.00151435	0.00410515	0.00184081	0.00528083	0.00620427	0.00578015	0.0076181	0.00455106	0.0103232	0.00186124	0.0203832	0.00164979	0.0013421	0.000222663	0.007748469	0.01377839	0.0522613	0.0274474	0.137142	0.0578091	0.0524826	0.00303008	0.00806553	0.114767	0.210533	0.114837	0.0127707	0.0377814	0.045679	0.022798	0.102595	0.002312317	146.6802	0.364073	0.713014	1.08052	1.84239	0.27781	0.152705	0.254148	0.0336572	0.17295	0.108729	0.01609071	0.1437051
262	0	-228.2084	-232.4148	4.206419	3.533643	0.9995074	0.291478	0.0242353	0.261244	0.0587309	0.960198	0.0650421	0.443714	0.359461	0.378312	0.0191719	0.12258	0.256977	0.72821	0.631271	0.3110042	0.2525686	0.0755413	0.0102054	0.092012	0.0932153	0.0327206	0.00939927	0.011276	0.0787673	0.100127	0.153455	0.0310178	0.000980042	0.0219031	0.17971	0.10967	0.05727096	3.533643	0.136855	0.476604	0.999918	2.38662	0.154386	0.195721	0.246867	0.0225548	0.251326	0.129146	0.3098395	0.1848407
263	0	-212.019	-235.7258	23.70683	30.5102	0.8850716	0.00792944	0.0182801	0.0887674	0.0730195	0.0586971	0.010408	0.188317	0.0224382	0.0058453	0.0900465	0.052984	0.0542976	0.0101572	0.0192324	0.04192448	0.05242286	0.0306557	0.176244	0.00430203	0.0126022	0.0368359	0.00720804	0.137496	0.0432711	0.00722062	0.270808	0.00567418	0.0741254	0.0117546	0.0663891	0.115413	0.009827605	30.5102	0.113491	0.439257	0.978001	2.46925	0.162938	0.198792	0.225243	0.025551	0.297879	0.0895971	0.06225047	0.157872
264	0	-215.777	-233.3763	17.59931	4.625037	1.875669	0.125561	0.0572218	0.0655192	0.0369362	0.409182	0.0500459	0.0398629	0.0578433	0.103288	0.0991563	0.0010268	0.149808	0.367894	0.123457	0.1427453	0.07646544	0.133337	0.0294359	0.0331462	0.063719	0.217203	0.0210787	0.0582638	0.0573736	0.0984945	0.0752422	0.0061496	0.0168269	0.060039	0.0295415	0.100149	0.17106	4.625037	0.277967	0.641106	1.06654	2.01438	0.156677	0.194821	0.221039	0.0784735	0.225623	0.123366	0.2475254	0.6910805
265	0	-224.1363	-237.5317	13.3954	21.49546	0.4869467	0.0341662	0.0507211	0.434373	0.0759274	0.0297559	0.0149815	0.23585	0.0133871	0.244591	0.0321061	0.125925	0.165863	0.253421	0.0340319	0.1290328	0.04396819	0.0290384	0.156029	0.0185123	0.050849	0.111219	0.0918771	0.237577	0.0494317	0.0613699	0.0437979	0.00201987	0.00263616	0.0329316	0.0632508	0.0494608	0.01794812	21.49546	0.0309946	0.243309	0.810533	2.91516	0.161255	0.192134	0.208753	0.084189	0.240405	0.113265	0.06191631	0.2898771
266	0	-235.0902	-242.7378	7.647587	44.48668	0.6254406	0.0893401	0.298026	0.302459	0.18498	0.0770403	0.277802	0.146764	0.0995384	0.0873816	0.0846108	0.0994661	0.00456675	0.116993	0.023132	0.1977565	0.02882953	0.00258244	0.0473786	0.213324	0.0582431	0.0450641	0.0487746	0.0516262	0.0543544	0.0613054	0.0295327	0.000207639	0.0297606	0.20706	0.000381756	0.150404	0.009091326	44.48668	0.058394	0.326121	0.893763	2.72172	0.157319	0.173631	0.326863	0.0676305	0.203511	0.0710449	0.03792086	0.2397447
