Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-69.08601	-83.93237	14.84636	12.19698	0.3912587	0.04797347	0.03288518	0.151575	0.0183536	0.0126664	0.0369965	0.0643864	0.0270565	0.0337561	0.0086368	0.122358	0.130605	0.200094	0.149543	0.000432603	0.0163627	0.0271778	0.01715908	12.19698	0.0154738	0.175196	0.721646	3.08768	0.0379482	0.462346	0.034736	0.122129	0.30544	0.0374009	0.05004426	0.3428781
100	-76.7246	-87.78983	11.06522	20.5105	1.965472	0.005559217	0.05769116	0.0732884	0.0971152	0.121818	0.015126	0.0816415	0.00954007	0.0302871	0.0372449	0.0231179	0.0104534	0.102701	0.0183672	0.0077876	0.321636	0.0498754	0.02905504	20.5105	0.289118	0.651291	1.0691	1.99049	0.0887759	0.280251	0.0114461	0.197638	0.368274	0.053616	0.08674619	0.3349431
200	-69.57566	-84.96415	15.38849	8.876864	0.8912388	0.02651247	0.05687476	0.126985	0.103373	0.0177605	0.0424344	0.0115423	0.00969785	0.0517723	0.0286375	0.0354768	0.230833	0.136038	0.0956196	0.00389266	0.0883099	0.0176276	0.01041556	8.876864	0.114775	0.44143	0.97935	2.46444	0.0322434	0.536774	0.0342031	0.0824253	0.255021	0.0593331	0.06729032	0.1547854
300	-64.23084	-78.70411	14.47326	9.001312	2.3164	0.01880657	0.09841028	0.103248	0.0328931	0.108199	0.0230807	0.0730617	0.0152946	0.125337	0.0092777	0.0737857	0.0240723	0.011908	0.0128336	0.00153753	0.298653	0.0868185	0.003136145	9.001312	0.328329	0.68493	1.07621	1.91053	0.0350072	0.406048	0.0254504	0.150072	0.349293	0.0341297	0.1015464	0.03088385
400	-69.00197	-79.90275	10.90078	10.63489	4.433235	0.03141497	0.006212564	0.137817	0.118771	0.0756405	0.181185	0.0973486	0.0261107	0.0593423	0.000341158	0.0109161	0.00123563	0.0165907	0.119848	0.0246683	0.124112	0.00607257	0.05680536	10.63489	0.476686	0.788974	1.08412	1.65022	0.0691979	0.397057	0.00339091	0.0497718	0.359199	0.121383	0.06301792	0.9014159
500	-72.52057	-86.44891	13.92835	5.383948	1.858034	0.02466407	0.1222418	0.00861643	0.104604	0.00848731	0.0423938	0.12534	0.0328976	0.0217962	0.0186647	0.13657	0.0067125	0.0212923	0.101889	0.0363875	0.217118	0.117231	0.07986277	5.383948	0.275718	0.639015	1.06599	2.01927	0.0394216	0.442529	0.0136974	0.132253	0.324418	0.0476814	0.2021045	0.3951558
600	-69.2588	-81.58565	12.32684	6.39632	1.46324	0.02912474	-0.002969183	0.0952951	0.0978039	0.0510853	0.108288	0.0943848	0.0415834	0.0370865	0.0107626	0.0483833	0.0223535	0.0588212	0.1282	0.00953169	0.0846634	0.111757	0.01703157	6.39632	0.219588	0.582321	1.04819	2.1499	0.0345295	0.494537	0.0341998	0.105836	0.292995	0.0379026	0.01406239	1.211144
700	-65.9739	-81.83301	15.85911	2.829116	1.665055	0.07547872	0.0519888	0.0690664	0.00780747	0.0217259	0.0411373	0.054309	0.0635976	0.123259	0.0235446	0.0970177	0.0742318	0.000582801	0.117893	0.00140695	0.275301	0.0291195	0.01521949	2.829116	0.249731	0.613908	1.0588	2.07756	0.100971	0.447517	0.0069012	0.14481	0.256655	0.0431463	0.06720829	0.2264526
800	-77.32846	-90.19014	12.86168	17.85385	0.1868775	0.08060289	0.03326732	0.00250487	0.216936	0.129433	0.058919	0.11056	0.108884	0.0387222	0.021229	0.0176281	0.129047	0.0946295	0.0183958	0.00486212	0.0307984	0.0174506	0.05036145	17.85385	0.000327079	0.0265646	0.348552	3.62456	0.0290745	0.288648	0.0147394	0.0560998	0.540699	0.0707388	0.08362877	0.6022025
900	-70.36429	-84.70608	14.34179	8.992194	0.8921508	0.01601862	0.05538293	0.0246377	0.0558987	0.271216	0.0286471	0.0582742	0.0259094	0.0324791	0.0139933	0.108678	0.0166006	0.00712395	0.0814671	0.0160733	0.143394	0.115608	0.04135169	8.992194	0.114965	0.44175	0.979548	2.46374	0.0691629	0.270533	0.000870814	0.129908	0.486429	0.0430966	0.09673462	0.4274756
