Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
10	0	-221.1262	-219.1329	-1.99326	18.12065	2.648801	0.07757507	0.0582472	0.0111228	0.127154	0.168006	0.204881	0.0274703	0.00692946	0.0342392	0.00179872	0.0909737	0.152803	0.113341	0.00106225	0.0243886	0.0254788	0.0103512	0.02871497	18.12065	0.360125	0.710021	1.08013	1.84972	0.154915	0.18331	0.144992	0.0531875	0.294841	0.168755	0.08696218	0.3302007
11	0	-230.9972	-224.7855	-6.211732	34.69164	3.728184	0.02953529	0.04094924	0.0173191	0.0119	0.0189723	0.248775	0.000614672	0.0056998	0.036973	0.000565079	0.275524	0.194672	0.0592493	0.0206447	0.0200047	0.0621815	0.0269045	0.0414269	34.69164	0.438777	0.765252	1.08434	1.71164	0.0980762	0.152553	0.29529	0.0604712	0.312711	0.0808984	0.08237614	0.5028993
12	0	-219.4802	-217.3243	-2.155861	12.8693	4.871811	0.08739846	0.1381275	0.000793916	0.140255	0.077554	0.12133	0.0309958	0.00899137	0.0458819	0.00399596	0.257201	0.0262762	0.149478	0.0356994	0.0969832	0.000254028	0.00431001	0.004799174	12.8693	0.496665	0.800823	1.08352	1.61899	0.115002	0.291133	0.1747	0.0540919	0.252776	0.112298	0.1429267	0.03357787
13	0	-226.8743	-215.773	-11.10127	61.13365	5.851608	0.02514389	0.02553006	0.0113121	0.113754	0.158744	0.214067	0.0176111	0.00647516	0.0233158	0.00208238	0.158362	0.0364338	0.108265	0.0243888	0.109838	0.0142928	0.00105888	0.01985147	61.13365	0.534015	0.821875	1.08159	1.56252	0.132074	0.223564	0.234225	0.0894312	0.237419	0.0832874	0.04538153	0.4374351
14	0	-216.6381	-215.3205	-1.317574	10.47023	4.680705	0.1350555	0.0650427	0.0221757	0.179451	0.0871854	0.200666	0.00361311	0.00460179	0.0925062	0.00104078	0.128729	0.0960414	0.0620062	0.00340269	0.0219811	0.0842502	0.0123496	0.007015557	10.47023	0.48825	0.795884	1.08381	1.63206	0.112611	0.193149	0.227076	0.0475835	0.253453	0.166127	0.07205826	0.09735951
15	0	-237.1764	-226.7883	-10.38813	65.01774	1.892597	0.01924685	0.005357018	0.0223782	0.0579119	0.0681146	0.229488	0.0187765	0.00142706	0.0445566	0.000607608	0.0544511	0.160615	0.190776	0.0713656	0.0083859	0.0519073	0.0192374	0.08857738	65.01774	0.280108	0.643084	1.06705	2.00975	0.156483	0.224345	0.145575	0.0859207	0.263658	0.124018	0.09393439	0.9429706
16	0	-227.2488	-217.5185	-9.730303	50.88088	2.931279	0.01790743	0.02620959	0.00458992	0.137636	0.0604442	0.113953	0.023459	0.00497055	0.025218	0.000551893	0.269539	0.0829791	0.117591	0.058203	0.0588773	0.02808	0.0139088	0.03898525	50.88088	0.383875	0.727651	1.08215	1.80632	0.166841	0.227879	0.19499	0.0417709	0.290187	0.078332	0.06519484	0.5979806
17	0	-219.4313	-216.1884	-3.242926	20.51309	3.060766	0.07980413	0.03072204	0.00121478	0.119099	0.12941	0.301715	0.0262071	0.0167007	0.0590257	0.000975026	0.165241	0.0278335	0.10313	0.0175854	0.00914136	0.0221577	0.000563796	0.03401528	20.51309	0.393909	0.734838	1.0828	1.78845	0.127103	0.209262	0.23642	0.0608413	0.265526	0.100847	0.06473733	0.5254354
18	0	-216.9503	-215.1162	-1.834114	19.43798	3.664097	0.07031706	0.07286067	0.000822644	0.171404	0.0678117	0.196675	0.0187863	0.00284254	0.0255961	7.9728e-06	0.13587	0.124344	0.0989744	0.00369826	0.102741	0.0332016	0.0172256	0.008122808	19.43798	0.4349	0.762729	1.08428	1.71809	0.11231	0.174074	0.209228	0.0679769	0.282145	0.154266	0.08098348	0.100302
19	0	-230.4409	-220.728	-9.712838	75.01211	4.340965	0.01628084	0.02435442	0.00248954	0.0839863	0.023049	0.199221	0.00641993	0.00432071	0.0277745	0.0108754	0.119623	0.147141	0.146519	0.0309558	0.180666	0.0154649	0.00149402	0.0002295781	75.01211	0.472166	0.786232	1.08421	1.65739	0.111309	0.282422	0.188834	0.053906	0.206962	0.156566	0.024584	0.009338514
20	0	-221.5879	-220.8406	-0.7473235	20.10698	1.557289	0.06880977	0.05848273	0.000616683	0.00370674	0.0402339	0.231294	0.00624719	0.0111499	0.014483	0.00711984	0.16653	0.129626	0.272868	0.0251258	0.0460893	0.0238387	0.0210715	0.01797738	20.10698	0.234038	0.597822	1.05362	2.11452	0.191446	0.195708	0.160191	0.0520079	0.223811	0.176837	0.0764601	0.235121
21	0	-226.9028	-224.5937	-2.309105	8.23055	6.339099	0.1510914	0.1159538	0.0039954	0.0621822	0.135493	0.165736	0.00951987	0.00313912	0.137013	0.00299631	0.155284	0.0731243	0.140255	0.0283587	0.0139788	0.0543609	0.0145636	0.0189948	8.23055	0.549696	0.830313	1.08049	1.5395	0.154542	0.277008	0.148951	0.0541574	0.261544	0.103797	0.1349486	0.1407558
22	0	-220.1109	-218.0564	-2.054524	14.82167	2.938036	0.08315097	0.0663891	0.0104391	0.0849463	0.0110757	0.222345	0.00523873	0.00668188	0.0113103	0.0161446	0.174407	0.05117	0.278861	0.00709833	0.0811308	0.03699	0.00216079	0.04765948	14.82167	0.384411	0.728038	1.08219	1.80536	0.138179	0.20656	0.23416	0.0738903	0.229951	0.11726	0.1140486	0.4178876
23	0	-226.0693	-222.2248	-3.844502	14.92682	2.708776	0.07583898	0.03773012	0.00247475	0.0552132	0.0251718	0.17895	0.0200107	0.00579546	0.00566726	0.00472177	0.203269	0.0418935	0.140674	0.0556457	0.145083	0.113045	0.00238506	0.08499652	14.92682	0.365397	0.714013	1.08064	1.83995	0.180628	0.223171	0.172929	0.0880541	0.273841	0.0613765	0.1227266	0.6925678
24	0	-229.7071	-226.7583	-2.948819	9.334361	1.327534	0.2720418	-0.01405437	0.00131292	0.168441	0.135571	0.194608	0.0331321	0.0165367	0.0266534	0.00198456	0.0851722	0.000206917	0.238296	0.04356	0.0138012	0.0402667	0.000456569	0.05529276	9.334361	0.197409	0.557083	1.03845	2.20705	0.118157	0.188316	0.169021	0.0670571	0.346267	0.111182	0.04123839	1.340808
25	0	-223.6279	-223.8717	0.2437812	16.00841	1.613559	0.09054829	0.06426481	0.0206211	0.080234	0.0141796	0.248108	0.00506141	0.0149442	0.11551	0.0136011	0.134926	0.0843655	0.0746374	0.0108301	0.168821	0.00555481	0.00860509	0.01477158	16.00841	0.242344	0.606428	1.05645	2.09478	0.19151	0.109506	0.23305	0.0511244	0.264225	0.150584	0.07903639	0.1868959
26	0	-222.7289	-217.3061	-5.422804	49.70247	2.33105	0.02421599	0.03617288	0.000678323	0.0327125	0.0490793	0.210896	0.0124665	0.00863566	0.0206455	0.00941726	0.196542	0.211088	0.162806	0.0103867	0.0336104	0.0383057	0.00273025	0.009987575	49.70247	0.32983	0.686156	1.07643	1.90758	0.10156	0.262937	0.190746	0.0543207	0.261809	0.128627	0.04616045	0.2163665
27	0	-228.7656	-225.787	-2.978616	20.13867	3.214632	0.117678	0.03483737	0.0167743	0.139718	0.000827692	0.115713	0.0809182	0.00427572	0.0335112	0.0117799	0.115601	0.093565	0.344816	0.0135721	0.00434685	0.00578221	0.0187985	0.01375858	20.13867	0.405214	0.742759	1.08339	1.76864	0.137718	0.205486	0.193323	0.0976909	0.249171	0.11661	0.04859595	0.2831219
28	0	-222.6733	-215.7383	-6.934998	53.79574	2.526622	0.03541849	0.01903821	0.00174312	0.0193975	0.0401188	0.308946	0.0107142	0.00296564	0.00636915	0.00259744	0.124414	0.1685	0.179468	0.00154657	0.0263627	0.103219	0.00363934	0.02058971	53.79574	0.348966	0.701419	1.07892	1.87069	0.146194	0.222251	0.210366	0.0798707	0.218748	0.122571	0.03962792	0.5195758
29	0	-229.568	-220.1706	-9.39732	45.31852	3.482406	0.03291612	0.05545543	0.00279959	0.0224175	0.0643334	0.154098	0.0128194	0.00234658	0.0570241	0.00135588	0.273648	0.0897052	0.107468	0.0230204	0.151575	0.0357507	0.00163716	0.02229717	45.31852	0.423451	0.755165	1.08405	1.73734	0.218706	0.168528	0.190957	0.0787623	0.248039	0.0950078	0.0777526	0.2867707
30	0	-233.4676	-223.4764	-9.991267	79.10473	3.086755	0.05805908	0.01313048	0.00221179	0.10598	0.0267213	0.00540508	0.015393	0.000230131	0.123183	0.00525094	0.188543	0.0563083	0.370047	0.0111389	0.058	0.0258116	0.0057763	0.004479784	79.10473	0.395864	0.736221	1.08291	1.785	0.173389	0.16292	0.218023	0.044566	0.293849	0.107253	0.01761026	0.2543848
31	0	-232.5474	-221.3258	-11.22151	131.8441	1.941517	0.01386672	0.005729445	0.00457753	0.0879591	0.043234	0.0709785	0.0140639	0.0169573	0.029143	0.000402361	0.333509	0.150594	0.160861	0.0207674	0.0142114	0.0425112	0.0102303	0.01412165	131.8441	0.286192	0.648647	1.06845	1.99671	0.0986365	0.198866	0.231278	0.0358331	0.322584	0.112802	0.0198511	0.7113789
32	0	-236.7156	-225.1523	-11.56325	32.94069	3.829531	0.03662028	0.04199051	0.00239695	0.180546	0.0363606	0.105259	0.016441	0.00330679	0.0970682	0.0045473	0.192194	0.0274802	0.0298245	0.00135612	0.0491108	0.22175	0.0323581	0.1253712	32.94069	0.444745	0.7691	1.08439	1.70177	0.107633	0.101433	0.330103	0.0342139	0.348664	0.0779533	0.1673617	0.7491033
33	0	-224.9613	-226.1626	1.201248	8.329871	1.638403	0.1572482	0.1734603	0.00848472	0.0687287	0.0703093	0.122779	0.00078321	0.0126367	0.077395	0.00237588	0.349847	0.0642306	0.111441	0.0568311	0.0185372	0.0306557	0.00496392	0.04762369	8.329871	0.245933	0.610082	1.05761	2.08637	0.177131	0.1063	0.26582	0.0836195	0.326025	0.0411039	0.221084	0.2154099
34	0	-232.6792	-226.7094	-5.969823	68.20459	1.35767	0.0309741	0.005162984	0.0134658	0.181575	0.00144145	0.256303	0.0635166	0.00210438	0.0159474	0.0130148	0.234403	0.0325032	0.0993095	0.0121818	0.0399938	0.00977339	0.0244663	0.02805155	68.20459	0.202475	0.563013	1.04084	2.19367	0.182369	0.183683	0.139272	0.129694	0.293313	0.0716702	0.03321454	0.8445565
35	0	-227.6822	-224.8814	-2.800793	26.49421	1.455517	0.12225	0.01268719	0.0167783	0.0281129	0.00318426	0.0691734	0.00768189	0.00462982	0.0238343	0.00803447	0.210265	0.199509	0.180413	0.00202565	0.112075	0.113347	0.020936	0.02802572	26.49421	0.218368	0.580981	1.0477	2.15295	0.202129	0.107667	0.297379	0.0484668	0.253894	0.0904637	0.04071291	0.6883743
36	0	-226.7809	-225.0149	-1.765964	17.31578	2.211294	0.09681428	0.04807791	0.00878906	0.166931	0.0198429	0.216876	0.0114654	0.0121523	0.0141633	0.0138263	0.118557	0.183665	0.107554	0.015023	0.0381943	0.0716319	0.00132907	0.01085963	17.31578	0.317256	0.675753	1.07448	1.93251	0.186522	0.229799	0.131662	0.0706478	0.310562	0.0708066	0.05893753	0.1842565
37	0	-222.723	-216.4607	-6.262328	27.40456	3.789386	0.0990808	0.01493872	0.00891745	0.203892	0.0723604	0.316817	0.00306401	0.00141046	0.0206409	0.00275091	0.193321	0.0759207	0.0290891	0.00175111	0.0454024	0.0112735	0.0133896	0.01560882	27.40456	0.442404	0.767596	1.08437	1.70563	0.0980516	0.25816	0.204655	0.0540174	0.299694	0.0854224	0.03054754	0.5109681
38	0	-237.2597	-228.4383	-8.821347	58.06815	2.554003	0.01427741	0.0100659	0.00535187	0.0430461	0.0160866	0.251517	0.00506996	0.00101745	0.281778	0.0120619	0.080484	0.0369552	0.0938732	0.02426	0.118322	0.0180032	0.0121736	0.01054843	58.06815	0.351518	0.703404	1.07922	1.86586	0.0770457	0.215868	0.299308	0.0270643	0.23806	0.142654	0.02061432	0.5117038
39	0	-222.6691	-219.628	-3.041085	26.90776	1.656527	0.06202524	0.03451842	0.00104197	0.0102108	0.120883	0.163024	0.0142429	0.00684999	0.0422356	0.000469179	0.173668	0.192751	0.21981	0.00451378	0.0102864	0.0125737	0.0274394	0.02581899	26.90776	0.248522	0.612694	1.05843	2.08036	0.200621	0.18869	0.162358	0.11742	0.228169	0.102742	0.06033741	0.4279101
40	0	-219.7234	-222.2932	2.56973	6.811095	1.73368	0.1753296	0.1755489	0.0102981	0.0138345	0.0322467	0.32808	0.0220403	0.0128458	0.101827	0.00568358	0.0536025	0.00788659	0.159156	0.00510793	0.230773	0.0039274	0.0126911	0.04146401	6.811095	0.259271	0.623335	1.06164	2.05576	0.0845077	0.217824	0.195871	0.0483017	0.293131	0.160365	0.2170129	0.1910671
41	0	-230.4261	-225.7218	-4.704245	19.64681	2.9622	0.08791765	0.0007249133	0.00911335	0.0374768	0.105455	0.321085	0.00479468	0.00129288	0.0494485	0.023728	0.127579	0.115368	0.0838776	0.0242327	0.0318781	0.0151012	0.0495699	0.09192715	19.64681	0.386316	0.729413	1.08232	1.80195	0.135676	0.148299	0.251489	0.127683	0.242753	0.094099	0.09265206	0.992176
42	0	-229.4508	-220.9877	-8.463104	47.64183	4.123807	0.02920824	0.01214029	0.00790339	0.302894	0.0285325	0.124873	0.0222976	0.0120466	0.0251686	0.0101078	0.150269	0.0854948	0.100229	0.0287108	0.0764512	0.0212331	0.00378878	0.01787519	47.64183	0.461037	0.779384	1.08436	1.67522	0.113462	0.189627	0.182854	0.0655696	0.315238	0.13325	0.03001548	0.5955324
43	0	-218.7011	-218.7496	0.04849712	12.3405	2.036589	0.1333474	0.1337722	0.00805467	0.123599	0.0436334	0.14754	0.00211724	0.00109727	0.00638325	0.00288185	0.221891	0.060422	0.164332	0.0104409	0.115504	0.0832429	0.00886035	0.01524904	12.3405	0.297604	0.658849	1.07088	1.97267	0.146831	0.220056	0.125098	0.0463287	0.326159	0.135528	0.1490212	0.102328
44	0	-218.5986	-216.6646	-1.934029	10.37196	5.994832	0.09239457	0.1814543	0.00140964	0.186107	0.0824343	0.113211	0.00853347	0.00250519	0.0398289	0.00739616	0.196377	0.0978631	0.192088	0.0271962	0.0371299	0.00643505	0.00148509	0.01170377	10.37196	0.538795	0.824471	1.08127	1.55546	0.144384	0.131893	0.211849	0.0927101	0.257153	0.16201	0.193158	0.0605917
45	0	-222.2339	-220.1077	-2.126172	19.3644	1.383391	0.162337	0.1199623	0.00642362	0.0341487	0.198822	0.232662	0.0171389	0.00429451	0.0914017	0.0090229	0.098743	0.0493106	0.183614	0.0098903	0.036322	0.0210547	0.00715123	0.02399137	19.3644	0.206734	0.567922	1.04277	2.18257	0.188554	0.149653	0.226988	0.0732284	0.302754	0.058822	0.1439536	0.1666604
46	0	-218.1497	-218.3984	0.2486197	4.192845	3.303552	0.3891133	0.08871374	0.00248539	0.210058	0.126923	0.38571	0.00652283	0.00742951	0.00318657	0.00221213	0.0784089	0.112523	0.0342514	0.00599017	0.00858053	0.0130566	0.00266219	0.04507986	4.192845	0.411462	0.747061	1.08365	1.75782	0.139642	0.200452	0.162381	0.0658799	0.324526	0.107118	0.1337936	0.3369358
47	0	-225.2176	-217.9855	-7.232177	38.37488	3.597545	0.02169918	0.01734795	0.0169429	0.134584	0.0571207	0.158989	0.045039	0.00549214	0.147059	0.00544832	0.17868	0.0151072	0.107258	0.00182306	0.0983624	0.018229	0.00986418	0.02493087	38.37488	0.430787	0.760031	1.08421	1.72497	0.132647	0.184614	0.172727	0.0613665	0.337584	0.111063	0.04227882	0.5896775
48	0	-217.5031	-213.1629	-4.34021	17.86531	4.26687	0.1747696	0.04722966	0.00193726	0.149541	0.0609983	0.292149	0.00245325	0.000258998	0.0407478	0.0024659	0.16412	0.0159983	0.0443458	0.00253672	0.183432	0.0338501	0.00516461	0.003647646	17.86531	0.468448	0.78396	1.08427	1.66332	0.139614	0.175746	0.23583	0.0465158	0.303678	0.0986166	0.05087731	0.07169496
49	0	-222.4106	-220.3772	-2.033417	17.90473	3.138806	0.08370138	0.05953325	0.0204765	0.15582	0.109465	0.0196918	8.78511e-05	0.00559402	0.0186592	0.00517899	0.32368	0.0468546	0.149273	0.0111886	0.105413	0.0271901	0.00142727	0.00194265	17.90473	0.399723	0.738935	1.08312	1.77822	0.127183	0.177685	0.151005	0.0566593	0.309478	0.17799	0.0614759	0.03160018
50	0	-230.737	-216.7757	-13.96133	120.6958	4.493457	0.01894315	0.01623325	0.000612487	0.029445	0.0606334	0.337169	0.0167491	0.000429198	0.0738474	0.00013872	0.17315	0.00189303	0.174709	0.00705351	0.090268	0.0182747	0.0156277	0.0003628879	120.6958	0.479574	0.790713	1.08405	1.64566	0.0883005	0.135682	0.31683	0.08322	0.258033	0.117935	0.01659613	0.02186581
51	0	-231.3881	-227.8689	-3.519253	16.68784	3.421265	0.08399032	0.0260443	0.0261554	0.0849738	0.0960881	0.203647	0.015043	0.0254686	0.00470093	0.00865954	0.122239	0.0563932	0.11588	0.0163011	0.134593	0.0719242	0.0179332	0.09451803	16.68784	0.419436	0.752473	1.08393	1.74416	0.131436	0.168694	0.267669	0.0568166	0.222014	0.153372	0.1205623	0.7839765
52	0	-221.6745	-219.8242	-1.850221	14.51955	3.437011	0.08586414	0.03756368	0.0170601	0.134971	0.037913	0.215407	0.00895187	0.00225676	0.0334301	0.00462109	0.178573	0.0641014	0.179236	0.00206752	0.0696924	0.0286237	0.0230944	0.01268482	14.51955	0.420478	0.753174	1.08396	1.74239	0.153475	0.212081	0.166134	0.0518968	0.280889	0.135525	0.0502485	0.2524418
53	0	-231.5118	-227.7206	-3.791175	24.23797	2.684951	0.05042947	0.0353196	0.0216809	0.128446	0.0259559	0.115123	0.0106778	0.00626251	0.103247	0.0071536	0.230674	0.114596	0.138604	0.0187634	0.0642362	0.0144952	8.36331e-05	0.008277421	24.23797	0.363319	0.712444	1.08045	1.84379	0.104018	0.244881	0.22586	0.0660037	0.202401	0.156837	0.04359702	0.1898621
54	0	-227.3192	-219.6786	-7.640562	24.78094	3.385566	0.1664023	0.01221304	0.008571	0.0279172	0.0293412	0.422585	0.0062394	0.00633721	0.0143754	0.00160504	0.0758917	0.00847216	0.169001	0.00748039	0.20364	0.0150182	0.0035254	0.05044364	24.78094	0.417053	0.750864	1.08385	1.74823	0.175888	0.159502	0.240218	0.0947532	0.239252	0.0903867	0.06265668	0.8050801
55	0	-230.4633	-219.9489	-10.51441	102.8586	2.516549	0.01969142	0.004488671	0.0152448	0.084441	0.038622	0.191883	0.0124221	0.0097101	0.0131309	0.00747319	0.252899	0.0421754	0.221192	0.0216201	0.0812552	0.00579019	0.00214144	0.008310358	102.8586	0.34802	0.70068	1.07881	1.87249	0.141531	0.205875	0.227309	0.0913624	0.239067	0.0948557	0.01279903	0.649296
56	0	-227.1982	-221.9817	-5.216543	30.60805	2.555274	0.06670243	0.03662262	0.00426562	0.0327923	0.0523275	0.21872	0.0161758	0.00179966	0.0986469	0.0110502	0.221625	0.101639	0.112689	0.0018995	0.109084	0.0141269	0.00315843	0.0192863	30.60805	0.351635	0.703496	1.07923	1.86564	0.201265	0.208056	0.156885	0.0600208	0.28569	0.0880836	0.05590891	0.3449592
57	0	-231.9613	-225.5312	-6.43007	35.26249	4.685914	0.03963886	0.02257434	0.0456266	0.0998938	0.00850294	0.138812	0.00486634	0.0353867	0.0399298	0.0158009	0.149065	0.115771	0.176438	0.00405901	0.111668	0.0183805	0.0357998	0.01013578	35.26249	0.488486	0.796023	1.0838	1.63169	0.130702	0.229374	0.138852	0.112593	0.269006	0.119473	0.03271012	0.3098667
58	0	-218.5251	-219.4326	0.9074122	15.79879	1.501437	0.1297322	0.08537803	0.00517517	0.152577	0.00338285	0.172237	0.00830301	0.00116713	0.11994	0.000955971	0.0905807	0.143432	0.116657	0.000369644	0.168262	0.015785	0.00117674	0.0004630488	15.79879	0.225544	0.588795	1.05051	2.13515	0.145467	0.186678	0.185371	0.0294616	0.314675	0.138348	0.08584107	0.005394257
59	0	-218.9692	-216.8991	-2.070119	14.62823	3.835133	0.08742905	0.09776613	0.00345801	0.18355	0.086808	0.121048	0.0201849	0.0039721	0.0310036	0.000184696	0.14905	0.0153696	0.203929	0.0525051	0.0575374	0.0704125	0.000987201	0.03891973	14.62823	0.445069	0.769308	1.08439	1.70123	0.144738	0.18069	0.188869	0.1121	0.301945	0.0716569	0.1366859	0.2847385
60	0	-219.9969	-217.302	-2.694914	11.21871	4.262539	0.1656205	0.06782223	0.00700944	0.125559	0.0402658	0.159034	0.00768615	0.00876063	0.0416509	7.24903e-05	0.0548004	0.18853	0.220896	0.00264973	0.10569	0.0373869	8.8682e-06	0.01006297	11.21871	0.468228	0.783825	1.08428	1.66367	0.155764	0.147544	0.184012	0.0712774	0.288638	0.152765	0.0778852	0.1292026
61	0	-228.3345	-223.5789	-4.755604	18.21634	3.426679	0.06854026	0.01401252	4.05747e-05	0.188932	0.064313	0.133519	0.00365258	0.00116545	0.0126305	0.00258548	0.218119	0.115877	0.0760374	0.0556206	0.106054	0.0158864	0.00556713	0.1140322	18.21634	0.419795	0.752714	1.08394	1.74355	0.171549	0.286218	0.184331	0.0347558	0.284832	0.0383148	0.1280448	0.8905655
62	0	-224.2881	-223.218	-1.07008	12.04068	3.081808	0.1569034	0.07469594	0.0161955	0.0119537	0.0904681	0.1613	0.00486183	0.00876279	0.00557675	0.00417294	0.252832	0.0307991	0.226099	0.0315535	0.0813046	0.0509444	0.0231761	0.001441603	12.04068	0.395493	0.735959	1.08289	1.78566	0.148961	0.124212	0.196049	0.0634093	0.360248	0.10712	0.07613754	0.0189342
63	0	-233.8734	-221.933	-11.94033	106.7835	2.861514	0.01304884	0.0151825	0.0171004	0.0289345	0.0521025	0.135889	0.00038933	0.0125507	0.194524	0.00993576	0.130899	0.0428638	0.172565	0.00496757	0.140967	0.0416435	0.0146668	0.005167418	106.7835	0.378256	0.72356	1.08174	1.81644	0.175872	0.227088	0.240568	0.0559072	0.198385	0.10218	0.02034991	0.2539282
64	0	-222.3787	-216.9567	-5.421918	32.07567	2.261239	0.04116743	0.0501388	0.00326144	0.0819678	0.274391	0.122028	0.0149495	0.00318876	0.0379331	0.00414703	0.202201	0.0355062	0.137727	0.0192338	0.0315433	0.026678	0.00524305	0.04834576	32.07567	0.322584	0.680199	1.07534	1.92188	0.130959	0.133977	0.185872	0.0486622	0.353423	0.147106	0.09848456	0.4908968
65	0	-217.6168	-216.1555	-1.461346	16.42653	2.421678	0.1280145	0.1166035	0.018046	0.165173	0.0900333	0.259402	0.00206368	0.00291433	0.00616826	0.00500179	0.187332	0.027883	0.158242	0.0162	0.0563349	0.00460031	0.000605428	0.00239242	16.42653	0.338903	0.693475	1.07768	1.88994	0.184657	0.216427	0.190594	0.0622599	0.236559	0.109504	0.1189959	0.02010506
