Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-280.4906	-247.8387	-32.65188	929.5459	3.046185	0.01587726	-0.0009502219	0.0150175	0.0240455	0.0779189	0.0661584	0.105666	0.00425322	0.0765164	0.130738	0.0140982	0.0159122	0.00752783	0.0342768	0.288888	0.0237421	0.115241	0.02329228	929.5459	0.392804	0.734053	1.08273	1.79041	0.256797	0.167501	0.135123	0.120083	0.137764	0.182733	0.02234206	1.042531
100	-272.826	-253.9157	-18.91025	136.1271	1.312857	0.161273	0.01630183	0.0260034	0.0157571	0.217492	0.0173871	0.0436356	0.0180602	0.187216	0.00257701	0.0186126	0.0532247	0.130158	0.0290583	0.110856	0.0486682	0.0812949	0.05205749	136.1271	0.194912	0.554122	1.03724	2.21373	0.228495	0.233187	0.120636	0.0653491	0.236435	0.115898	0.06835932	0.7615273
200	-261.9043	-250.2709	-11.63339	36.00706	3.122121	0.1010612	0.05710604	0.0237741	0.0527996	0.0336112	0.00758844	0.104269	0.0195539	0.0137231	0.0538817	0.00772815	0.113982	0.0895513	0.242501	0.124354	0.0876594	0.0250229	0.03263432	36.00706	0.398494	0.738073	1.08306	1.78038	0.317817	0.20268	0.116309	0.0860943	0.142796	0.134304	0.08974037	0.3636527
300	-262.2865	-253.0433	-9.243171	31.91355	1.771077	0.1356711	0.04436725	0.00424373	0.293314	0.0686866	0.00805941	0.0772967	0.052977	0.0331164	0.0446482	0.0150617	0.00134222	0.0506558	0.0263785	0.183344	0.0541377	0.0867383	0.01038301	31.91355	0.264328	0.628231	1.06304	2.0444	0.28139	0.156193	0.145444	0.0686059	0.202038	0.146328	0.05475026	0.1896431
400	-262.0219	-245.1464	-16.87551	119.0744	4.064575	0.04863669	0.02563209	0.0117054	0.0176866	0.285449	0.0840698	0.0138685	0.0321871	0.0720761	0.0309619	0.000544341	0.0119165	0.102712	0.00822709	0.157366	0.145112	0.0261175	0.005448123	119.0744	0.457875	0.777413	1.08439	1.68033	0.262549	0.202456	0.0985077	0.0681187	0.17532	0.193049	0.03108021	0.1752923
500	-257.231	-246.2423	-10.98872	56.71077	2.573656	0.1746888	0.04043091	0.0490655	0.0394951	0.101489	0.0484852	0.0951621	0.0228252	0.0251197	0.0387623	0.0176206	0.0109695	0.0220152	0.112509	0.243183	0.0557997	0.117499	0.008875561	56.71077	0.35333	0.704808	1.07942	1.86244	0.282906	0.254762	0.0684616	0.0813751	0.166788	0.145708	0.04930647	0.180008
600	-268.6587	-251.6105	-17.04826	122.1067	2.110995	0.06199739	0.01118024	0.0580106	0.0355574	0.109072	0.0239735	0.0116239	0.0295793	0.0199825	0.00793291	0.119438	0.0869251	0.0200254	0.0353653	0.193094	0.0672344	0.182185	0.02183812	122.1067	0.306174	0.66632	1.07253	1.95497	0.291099	0.139294	0.164016	0.0637951	0.185255	0.15654	0.03301836	0.6613933
700	-265.9703	-252.4381	-13.53221	38.5634	3.44759	0.2651001	0.02102423	0.0439129	0.0432085	0.0341899	0.072563	0.171201	0.01152	0.0152982	0.0161568	0.00795105	0.208753	0.0406428	0.0712819	0.24072	0.0180868	0.00451414	0.0285054	38.5634	0.421175	0.753642	1.08398	1.7412	0.274296	0.187178	0.102003	0.111692	0.135689	0.189143	0.04952963	0.5755222
800	-259.683	-251.9841	-7.698918	22.81269	1.412578	0.1912846	0.09829594	0.026773	0.110577	0.147326	0.0389261	0.0287414	0.0641819	0.0280991	0.00844146	0.146761	0.0115403	0.0963965	0.093506	0.0623909	0.0738354	0.0625039	0.03845011	22.81269	0.211496	0.573327	1.04485	2.17033	0.298502	0.181104	0.177676	0.114469	0.103368	0.124881	0.1367461	0.281179
900	-264.1731	-253.6669	-10.50617	13.38085	4.682885	0.1569716	0.02320534	0.0159187	0.00211169	0.00146802	0.00880139	0.132989	0.00743744	0.0974135	0.0311219	0.0319493	0.275567	0.0720043	0.210032	0.0797348	0.0128083	0.0206425	0.1094319	13.38085	0.488349	0.795943	1.08381	1.6319	0.312483	0.156196	0.102214	0.0882764	0.194225	0.146605	0.1326372	0.8250465
