Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-604.1415	-550.0498	-54.09163	10.91703	2.346996	0.0562645	0.212748	0.115233	0.0793606	0.0297338	0.207582	0.0373645	0.0163386	0.0784267	0.00129609	0.0844415	0.113847	0.0562641	0.0559575	0.0199808	0.0612719	0.0112118	0.0144728	0.0127015	0.0919559	0.0719269	0.0260975	0.0891578	0.0220649	0.00309479	0.358898	0.0684689	0.129613	0.0526596	0.0864205	0.0350001	0.0352448	0.0398448	0.0205749	0.0729647	0.0100234	0.00649828	0.00620873	0.0125033	0.138972	0.06695345	0.01554126	0.105694	0.0598564	0.30186	0.0275407	0.0626951	0.0283659	0.0995439	0.00713331	0.0752666	0.00069814	0.0348899	0.0579715	0.00233501	0.0828077	0.0533424	0.08883009	5	82.79128	0.02869015	0.331453	0.687477	1.07666	1.90441	0.13964	0.260201	0.173323	0.0970357	0.251355	0.0784452	0.1043713	0.8510965
100	-581.7128	-542.5101	-39.20263	4.446951	2.82803	0.0120062	0.0261706	0.0139771	0.0367672	0.0584558	0.030891	0.0532406	0.0109698	0.0778084	0.00868118	0.00443629	0.00509551	0.0402968	0.0129364	0.0667544	0.0167096	0.0429495	0.0690973	0.116722	0.0235853	0.00642655	0.00911197	0.0777143	0.0888571	0.0685872	0.0134603	0.055924	0.0111137	0.0479082	0.00478955	0.0284529	0.0138848	0.0055085	6.7281e-05	0.0128201	0.010248	0.0336807	0.00152401	0.0748738	0.102177	0.03741786	0.006715709	0.0453921	0.107313	0.235376	0.029633	0.00450584	0.0200174	0.101989	0.000330239	0.0183169	0.00981113	0.0227439	0.0217979	0.0828582	0.284324	0.0155927	0.2463955	4	72.84027	0.01795828	0.375504	0.721539	1.08152	1.82143	0.189097	0.197111	0.196492	0.0867406	0.232949	0.0976103	0.2531112	0.9734674
200	-604.6374	-550.8154	-53.82197	7.892317	3.708277	0.0434071	0.103698	0.0714951	0.0290807	0.0424087	0.176846	0.148271	0.0202735	0.0116815	0.00236182	0.0494959	0.0751282	0.0271206	0.00296005	0.0215529	0.0259463	0.0667262	0.0561363	0.177184	0.0369954	0.0411945	0.0231624	0.0175981	0.0235962	0.0250103	0.045708	0.00925823	0.0993226	0.0727417	0.00729222	0.00414765	0.0258747	0.0892547	0.00626179	0.0977048	0.0291988	0.0161607	0.015158	0.0330119	0.0878265	0.0714433	-0.01342266	0.0141894	0.040937	0.101588	0.00459403	0.195675	0.0169575	0.0404891	0.029434	0.0893625	0.0267776	0.0204651	0.130862	0.0505419	0.204549	0.0335768	0.1856425	5	96.73345	0.02752567	0.437581	0.764476	1.08432	1.71362	0.191325	0.20051	0.210928	0.171351	0.148366	0.077519	0.1722199	1.077939
300	-605.327	-547.7624	-57.56459	15.09301	2.121999	0.00591372	0.0628225	0.014661	0.0600648	0.260688	0.182881	0.218989	0.0439954	0.34448	0.00769726	0.00462179	0.0281424	0.0447417	0.0263198	0.0634278	0.0866957	0.118372	0.016295	0.0132216	0.0175767	0.0236355	0.149351	0.024591	0.0364229	0.132912	0.046391	0.0261784	0.109323	0.102603	0.181996	0.0427857	0.00394762	0.279184	0.175488	0.0914833	0.0167233	0.0245763	0.00551971	0.0715871	0.0373079	0.08736077	0.01575694	0.0925592	0.0353125	0.201276	0.0212332	0.00399089	0.0297113	0.035284	0.0152902	0.0633181	0.0392254	0.00189364	0.161718	0.0194014	0.241876	0.0379099	0.2348161	7	72.66223	0.03194099	0.307415	0.66739	1.07276	1.95243	0.151625	0.204107	0.158282	0.139603	0.257468	0.0889141	0.250573	0.9371164
400	-592.9994	-541.7493	-51.25006	6.075635	1.300769	0.00536186	0.0560264	0.0177309	0.0883999	0.0998482	0.133496	0.0375063	0.0283776	0.000688586	0.00276656	0.0171275	0.0872297	0.0169552	0.0137848	0.0240952	0.0159474	0.0150564	0.100704	0.00583088	0.0662712	0.0516973	0.149763	0.107591	0.014542	0.000430975	0.000433684	0.0253966	0.0782058	0.0142171	0.0139229	0.0262717	0.0910629	0.00577827	0.0186065	0.0153675	0.0873606	0.00884621	0.0405483	0.0149409	0.0440299	0.03900915	-0.01796129	0.0222372	0.14789	0.327526	0.00406151	0.0770635	0.00657056	0.0246087	0.0170541	0.0549643	0.0168537	0.00394235	0.139551	0.0824224	0.0373741	0.0378802	0.1394863	3	78.77438	0.01896744	0.192842	0.551645	1.03621	2.2193	0.158283	0.310849	0.123194	0.128162	0.199659	0.079854	0.121525	1.147799
500	-608.9385	-555.6849	-53.2536	6.038951	2.975152	0.0724634	0.0310443	0.0212666	0.0116017	0.0206016	0.141275	0.311851	0.0598585	0.00657012	0.0350948	0.0162708	0.0571725	0.07099	0.0908413	0.0846899	0.0897957	0.0464473	0.10102	0.0934552	0.065087	0.0754225	0.0656821	0.0240346	0.0189655	0.0187538	0.0817504	0.0693108	0.23535	0.0229483	0.0398285	0.12215	0.0511666	0.00344823	0.122603	0.0704671	0.02087	0.0404055	0.0197699	0.125145	0.0773836	0.06453934	0.01556927	0.0870946	0.101609	0.331192	0.00405419	0.106099	0.0136888	0.0483217	0.00644364	0.0265088	0.0159855	0.053738	0.0673186	0.018333	0.0687411	0.0508716	0.1820754	4	71.63511	0.03113907	0.38733	0.730143	1.08239	1.80014	0.133904	0.234267	0.16486	0.100601	0.245237	0.121131	0.1976447	0.921226
600	-588.0582	-550.8327	-37.22549	10.27954	2.641948	0.0037833	0.0398864	0.00436911	0.0492646	0.00990032	0.0058972	0.0555944	0.130371	0.0129553	0.00587187	0.0889126	0.0107692	0.00791716	0.0178287	0.0520865	0.192565	0.0313937	0.0164681	0.0711123	0.0504224	0.0179559	0.0559481	0.110122	0.0100921	0.0864085	0.025934	0.108505	0.0063526	0.34911	0.099596	0.110623	0.047814	0.0435675	0.0019799	0.010625	0.0446984	0.00873601	0.100409	0.0113817	0.0793359	0.03980337	0.03601902	0.203689	0.033427	0.18558	0.0363981	0.0971514	0.0123142	0.0275568	0.0122201	0.00884175	0.0237425	0.000433839	0.0749246	0.0183821	0.174039	0.0913	0.2363979	8	64.48352	0.02422401	0.359514	0.709556	1.08007	1.85086	0.0844617	0.204756	0.176838	0.120997	0.308936	0.104011	0.2724169	0.8677798
700	-594.2593	-541.6635	-52.59587	3.060205	2.298663	0.0103151	0.0997057	0.058958	0.130525	0.254833	0.106316	0.138334	0.0126099	0.0411921	0.0068567	0.0557873	0.0609542	0.0551407	0.0478316	0.0016798	0.0250669	0.0543796	0.0166742	0.093957	0.0536793	0.129552	0.0476839	0.103007	0.0754857	0.0718451	0.0423737	0.0275188	0.016808	0.138867	0.01405	0.0930757	0.0650469	0.0413153	0.0263216	0.00387575	0.029273	0.0748279	0.0115923	0.134009	0.00816106	0.07405274	-0.01363629	0.0524037	0.102752	0.308384	0.0181728	0.00849487	0.0360241	0.0669301	0.00558567	0.0514984	0.149106	0.0443695	0.0547811	0.0316701	0.0657888	0.00403786	0.1153914	7	78.86148	0.0344423	0.326497	0.683428	1.07594	1.91414	0.141869	0.260951	0.158135	0.122759	0.210922	0.105363	0.1017551	1.134011
800	-637.5214	-557.7807	-79.74076	59.2879	1.250763	0.0326235	0.214522	0.0450954	0.0412362	0.155672	0.0117447	0.246012	0.0371364	0.00878695	0.0284133	0.0434288	0.0967078	0.137478	0.0346981	0.0493541	0.275546	0.0135379	0.648586	0.152333	0.158325	0.0397763	0.0200455	0.171131	0.0742674	0.224814	0.0150892	0.131198	0.00538148	0.0679152	0.0564213	0.0649144	0.206468	0.0275925	0.00149511	0.0136744	0.304175	0.136208	0.0589098	0.0742726	0.128276	0.1013916	0.03425467	0.00249866	0.137111	0.277665	0.10574	0.105807	0.00636434	0.0319102	0.0436425	0.0209254	0.0635178	0.0178182	0.060113	0.026001	0.0837264	0.0171604	0.1565569	6	59.6471	0.02037568	0.184132	0.541028	1.03168	2.24316	0.173178	0.258913	0.185205	0.130165	0.157962	0.0945785	0.1908116	0.8204791
900	-599.687	-551.3909	-48.29615	28.56741	2.802895	0.0614413	0.0205728	0.0192473	0.00985134	0.0365761	0.0894662	0.0847827	0.0803029	0.0405851	9.659e-05	0.0137403	0.0324879	0.0258094	0.120349	0.00981345	0.164522	0.0250784	0.0456776	0.119823	0.144051	0.0816091	0.122822	0.0800241	0.0108372	0.118994	0.000249736	0.16539	0.00337557	0.0290717	0.0738414	0.0782545	0.0607432	0.0715481	0.120766	0.0482274	0.104889	0.12134	0.0184237	0.0158949	0.0418043	0.05066914	-0.004288508	0.0654246	0.0108642	0.18443	0.00734839	0.0357256	0.0317127	0.0285333	0.057454	0.0374929	0.119304	0.00426483	0.11297	0.0762953	0.12395	0.10423	0.09384964	7	57.26078	0.05460894	0.373414	0.719996	1.08135	1.82524	0.199088	0.218057	0.15118	0.158067	0.167662	0.105945	0.08956113	1.047884
