Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1000	-196.435	-225.1661	28.73106	62.24011	3.050982	0.00684848	0.029664	0.0704385	0.00756819	0.000519703	0.0450203	0.00483358	0.00356056	0.0332444	0.0226268	0.0214916	0.0462902	0.0112048	0.0308252	0.02616411	0.01298743	0.0116295	0.134283	0.0409665	0.173463	0.0167556	0.00498977	0.120715	0.000739405	0.21727	0.123661	0.0434773	0.000889531	0.079524	0.0142827	0.0173543	0.006390349	62.24011	0.393168	0.734312	1.08276	1.78976	0.131947	0.101817	0.269715	0.0830782	0.358646	0.0547968	0.01937778	0.3297771
1100	-209.0666	-215.432	6.3654	11.74814	2.283542	0.0292526	0.0414834	0.0764324	0.0371578	0.223988	0.218293	0.0503547	0.0533946	0.281919	0.251886	0.0427247	0.531172	0.405528	0.188724	0.1247867	0.1449941	0.00708144	0.0791288	0.152421	0.140505	0.00293444	0.00359724	0.0816242	0.00502628	0.339278	0.0768701	0.0730145	0.00266792	0.0242891	0.00350023	0.00806263	0.0669162	11.74814	0.324924	0.682134	1.0757	1.91724	0.1583	0.183468	0.243766	0.0695433	0.257647	0.0872763	0.2119103	0.315776
1200	-211.1703	-220.7008	9.530527	19.58422	1.53042	0.106541	0.116747	0.095429	0.0540674	0.0882637	0.233338	0.161504	0.104922	0.200535	0.198933	0.274269	0.311277	0.183767	0.187492	0.1273182	0.1334952	0.0382662	0.15613	0.0322639	0.184727	0.00240756	0.0101082	0.0592224	0.00475695	0.192857	0.125912	0.034001	0.000897967	0.110887	0.0302588	0.0173039	0.01514652	19.58422	0.229984	0.593543	1.05216	2.12431	0.161095	0.140858	0.190069	0.0737213	0.353338	0.0809196	0.1486417	0.1018995
1300	-204.4791	-227.0889	22.60983	57.15628	1.842013	0.0189133	0.150984	0.0115974	0.0535621	0.0281073	0.0256365	0.0944559	0.0081207	0.00569714	0.103316	0.00205469	0.0585089	0.0297189	0.0653552	0.0429393	0.02450482	0.00914306	0.0207636	0.013737	0.277335	0.0258993	0.00745627	0.0601879	0.0250022	0.150204	0.122266	0.0743043	0.00575487	0.110896	0.0491037	0.0479467	0.03405106	57.15628	0.273657	0.637088	1.06548	2.02377	0.128239	0.252993	0.227531	0.0638442	0.2572	0.0701928	0.05855587	0.5815139
1400	-205.0342	-217.9131	12.87888	21.11078	2.776827	0.195565	0.0364789	0.0503249	0.111237	0.205148	0.0246381	0.231007	0.00498369	0.0237495	0.215871	0.179289	0.204423	0.0536	0.130049	0.1514752	0.08730809	0.0257352	0.00799071	0.201855	0.217797	0.0102943	0.000665289	0.05269	0.00378022	0.189288	0.0248153	0.133156	0.0107299	0.0016875	0.110489	0.00902658	0.003599454	21.11078	0.371224	0.718372	1.08117	1.82924	0.139669	0.141865	0.215234	0.0580783	0.344924	0.10023	0.09090754	0.03959467
1500	-205.076	-218.7459	13.66984	11.78126	2.935969	0.0634446	0.224284	0.139198	0.0381842	0.130561	0.109334	0.0652102	0.263992	0.202089	0.14402	0.0332846	0.0656957	0.0400003	0.0974213	0.07748303	0.05676127	0.00501545	0.0208055	0.0311516	0.17088	0.00791928	0.00234502	0.0733268	0.00642965	0.171773	0.17415	0.272719	0.00375445	0.0298907	0.0213521	0.00848775	0.03601794	11.78126	0.384247	0.72792	1.08218	1.80565	0.132965	0.187086	0.202849	0.0747974	0.282903	0.1194	0.09277921	0.3882113
1600	-187.2132	-214.1597	26.94647	101.7962	4.401403	0.023503	0.0400804	0.0805932	0.00149872	0.00175317	0.00900749	0.06283	0.0112724	0.0019182	0.0234755	0.0111829	0.00704089	0.0180636	0.0299176	0.03847665	0.02681981	0.00308118	0.164057	0.10531	0.225342	0.00150037	0.0102795	0.0440679	0.000333767	0.202975	0.0663501	0.0854512	0.00301016	0.0479142	0.0158461	0.024481	0.0003461744	101.7962	0.47514	0.788038	1.08415	1.65267	0.14273	0.219625	0.168833	0.0952416	0.293225	0.0803447	0.02716598	0.01274294
1700	-204.5255	-219.3472	14.82164	31.9097	6.13376	0.172586	0.0560423	0.00337116	0.0024586	0.0618553	0.0405468	0.00669815	0.109703	0.126854	0.10402	0.0767208	0.125582	0.043799	0.0129867	0.08043676	0.01371179	0.0117399	0.127577	0.0344166	0.22402	0.0381235	0.000397563	0.0154935	0.00290565	0.214059	0.0178755	0.0995578	0.000870018	0.136403	0.0448292	0.0317317	0.03181281	31.9097	0.54329	0.826893	1.08096	1.54886	0.173204	0.116215	0.188196	0.0604467	0.403549	0.0583892	0.04552461	0.6988048
1800	-193.0713	-225.2517	32.18045	156.7802	2.293849	0.00416116	0.0323145	0.00617796	0.0189687	0.00286684	0.000587504	0.0235886	0.00699838	0.00865931	0.0286853	0.00843976	0.0219015	0.00336603	0.000757035	0.008748055	0.004176255	0.00314946	0.232312	0.0684589	0.149218	0.00455844	0.0152067	0.0837601	0.00445279	0.138681	0.0426823	0.0885406	0.0157869	0.0497682	0.0789274	0.0244977	0.001885235	156.7802	0.325998	0.683018	1.07586	1.91512	0.118869	0.113958	0.248835	0.0507825	0.366225	0.10133	0.00606149	0.3110184
1900	-193.2784	-215.2265	21.9481	42.89928	3.959846	0.0345267	0.147792	0.0386422	0.000984087	0.0308134	0.145654	0.0173955	0.0292559	0.0068398	0.0464796	0.0341323	0.00729222	0.0610949	0.0100538	0.05287802	0.02660627	0.0103165	0.0772431	0.0871566	0.0785656	0.0145133	0.000842779	0.00222059	0.00177247	0.207525	0.160716	0.157116	0.00236794	0.0635898	0.127791	0.00826267	0.02288666	42.89928	0.452143	0.773809	1.08441	1.68964	0.180439	0.196145	0.185265	0.0584297	0.300498	0.0792241	0.04949293	0.4624229
2000	-212.9392	-219.6839	6.744728	13.97145	3.975561	0.0316782	0.0254581	0.196613	0.0392508	0.0808511	0.311754	0.00594028	0.121976	0.0897112	0.0294868	0.301946	0.0453747	0.100079	0.286742	0.2656405	0.02180657	0.00997808	0.224583	0.0441875	0.154318	0.00262245	0.00260606	0.000608693	0.000546007	0.241486	0.0691158	0.0386296	0.00127226	0.111756	0.0932344	0.00505601	0.02531004	13.97145	0.453015	0.77436	1.0844	1.68822	0.129093	0.226031	0.220486	0.0513938	0.247116	0.125881	0.04711661	0.5371787
2100	-209.6579	-217.0855	7.427604	8.922453	3.563588	0.117149	0.063124	0.0316157	0.204105	0.118035	0.130416	0.458943	0.168867	0.143157	0.0694358	0.504425	0.0228431	0.361212	0.213394	0.2126032	0.2211139	0.000435161	0.109673	0.0355179	0.137889	0.00460645	0.00971381	0.00636927	0.00297686	0.163125	0.0984539	0.247244	0.00352581	0.0579424	0.112399	0.0101278	0.04416574	8.922453	0.428653	0.758623	1.08417	1.72855	0.160083	0.181353	0.213274	0.0629521	0.31592	0.0664171	0.2652797	0.1664875
2200	-215.5805	-227.1429	11.56237	14.70895	1.888942	0.0510459	0.108128	0.285307	0.104968	0.268784	0.0559059	0.141001	0.0849828	0.110651	0.258038	0.0187685	0.0406098	0.0780306	0.67589	0.1576397	0.09295609	0.00822807	0.00710034	0.00249296	0.100063	0.00662726	0.00402089	0.0519897	0.0111563	0.302267	0.0333236	0.31163	0.0132813	0.0648371	0.0704812	0.0125013	0.004415197	14.70895	0.279647	0.642659	1.06694	2.01075	0.110857	0.191942	0.189811	0.0895442	0.361944	0.0559005	0.09737129	0.04534393
2300	-198.3725	-214.7614	16.38883	18.18154	5.962595	0.211688	0.01723	0.118047	0.0211112	0.11418	0.0995942	0.122591	0.095501	0.0282048	0.000778959	0.140593	0.0703234	0.0252852	0.0265563	0.0711739	0.03901766	0.00369093	0.079608	0.166004	0.251347	0.0124057	0.00205709	0.0426525	0.00896916	0.154386	0.00481432	0.115344	0.00399807	0.0901379	0.0559932	0.00859252	0.02333973	18.18154	0.537732	0.823895	1.08134	1.55703	0.134486	0.200613	0.228678	0.0480973	0.304738	0.0833889	0.06235739	0.3742898
2400	-199.4872	-221.4221	21.93489	87.07105	2.27159	0.00384002	0.0488928	0.00168754	0.0240922	0.00549867	0.0490391	0.0335539	0.0441421	0.00314302	0.0513963	0.147226	0.00414863	0.0189793	0.024814	0.02674782	0.005631796	0.00433957	0.0379719	0.018806	0.311644	0.0109843	0.023032	0.0413421	0.00121774	0.158034	0.030777	0.155182	0.00831423	0.0530819	0.119657	0.0256156	0.0137675	87.07105	0.323673	0.6811	1.07551	1.91972	0.157192	0.138713	0.2367	0.0721354	0.290286	0.104973	0.0193993	0.7096907
2500	-198.7237	-223.5836	24.85993	36.58157	5.299574	0.0212163	0.0208247	0.0484828	0.0453531	0.0558158	0.048668	0.0274456	0.0136996	0.0345033	0.0644766	0.09323	0.0148399	0.0121358	0.0114777	0.04840978	0.0466175	0.0370962	0.0706049	0.141156	0.162346	0.045393	0.00552858	0.0572004	0.0215102	0.117532	0.119607	0.0847594	0.000126232	0.0163818	0.1093	0.0114581	0.0003981529	36.58157	0.514063	0.810801	1.08274	1.59239	0.201174	0.16214	0.234515	0.0498483	0.283975	0.0683472	0.04701566	0.008468518
2600	-192.3799	-223.0115	30.63163	58.17449	2.959011	0.00182592	0.000389506	0.0117462	0.126852	0.00811057	0.00154006	0.0379844	0.00448021	0.00132932	0.0458051	0.0206522	0.0310219	0.013709	0.0188817	0.02099123	0.01931501	0.00565019	0.0153307	0.0960497	0.261872	0.014021	0.0196289	0.0320752	0.020033	0.148017	0.0021711	0.25836	0.0283233	0.0628148	0.0311742	0.00447881	0.003268911	58.17449	0.386066	0.729233	1.08231	1.8024	0.125112	0.131369	0.23026	0.0851982	0.297241	0.13082	0.02258392	0.1447451
2700	-209.8851	-221.5875	11.70238	17.13236	2.096032	0.0708154	0.0548263	0.191856	0.23884	0.10044	0.00716918	0.181412	0.0316298	0.0947071	0.0730499	0.242908	0.0096948	0.0553316	0.267999	0.1268733	0.1136948	0.00101231	0.00589332	0.122666	0.112638	0.00318148	0.00361224	0.038134	0.00552237	0.383391	0.00570774	0.216907	0.00117641	0.096896	0.00236255	0.000899877	0.01177231	17.13236	0.304475	0.664852	1.07222	1.95846	0.117517	0.161866	0.223684	0.0702668	0.354543	0.0721225	0.1254671	0.0938279
2800	-200.2652	-220.8988	20.63364	26.12272	6.415061	0.00720744	0.0161008	0.0529639	0.00104885	0.00430717	0.0398154	0.177534	0.0338881	0.0282834	0.0116089	0.0146264	0.122533	0.0649792	0.0823767	0.06687383	0.03409674	0.0273008	0.217903	0.0330417	0.171841	0.00534432	0.00912398	0.087378	0.00880655	0.104967	0.0380201	0.0879689	0.00178783	0.118344	0.0836531	0.00451993	0.002422248	26.12272	0.551997	0.831532	1.08031	1.53616	0.143459	0.176867	0.165413	0.0493454	0.298545	0.166371	0.03651899	0.06632844
2900	-203.1712	-217.6962	14.52493	10.21203	4.191278	0.0321527	0.133789	0.137335	0.0368807	0.046536	0.435648	0.355339	0.00101668	0.00236099	0.00964158	0.114828	0.290884	0.10463	0.0104042	0.09814223	0.09882791	0.0137105	0.136018	0.0654194	0.312169	0.00295457	0.00134969	0.0247095	0.00790031	0.185287	0.041855	0.127683	0.00204198	0.062539	0.000428447	0.0159348	0.005863793	10.21203	0.464571	0.781574	1.08433	1.66953	0.12377	0.265789	0.262241	0.0511593	0.20004	0.0970006	0.1046917	0.0560101
3000	-200.9728	-220.4075	19.43478	28.40303	3.692985	0.00349745	0.030205	0.0224705	0.0625453	0.0453468	0.0803899	0.0474407	0.00183697	0.196173	0.0314919	0.0807025	0.012773	0.0820852	0.00987442	0.04505383	0.009067173	0.0231837	0.0757236	0.14686	0.0918799	0.0286661	0.0191215	0.0259497	0.0012097	0.146292	0.0971535	0.189481	0.00347779	0.0878701	0.0448662	0.0182654	0.09438675	28.40303	0.436658	0.763875	1.08431	1.71516	0.15488	0.213288	0.182405	0.051854	0.256169	0.141403	0.1034539	0.9123554
3100	-184.165	-217.0023	32.83731	92.93859	3.064045	0.0126684	0.000147741	0.00569962	0.0164694	0.0110662	0.00833326	0.0186149	0.0113817	0.0263676	0.00851145	0.00753431	0.0365135	0.0205654	0.021914	0.01178856	0.007775436	0.00567831	0.0681745	0.0329123	0.294634	0.000774411	0.0136837	0.0141716	0.00264821	0.118596	0.0675463	0.221856	0.0149972	0.11973	0.022898	0.00169963	0.002020346	92.93859	0.394157	0.735013	1.08281	1.78802	0.150239	0.157692	0.22396	0.110421	0.224205	0.133484	0.009795782	0.2062466
3200	-205.8779	-220.1748	14.29687	32.37284	2.472732	0.0434196	0.0652764	0.112964	0.00616004	0.157796	0.0344973	0.0776764	0.00995569	0.089067	0.117275	0.0432127	0.0423534	0.25628	0.045464	0.08855353	0.002071314	0.0259321	0.0366538	0.0090751	0.241517	0.00215738	0.00654091	0.0388127	0.0028292	0.152702	0.0045205	0.102388	0.0463344	0.12177	0.18452	0.0242464	0.0772042	32.37284	0.343856	0.697408	1.07831	1.88043	0.124017	0.1779	0.275381	0.0547782	0.269194	0.0987295	0.07927552	0.973872
3300	-193.4622	-217.5852	24.12295	45.0324	2.117225	0.00911997	0.0430459	0.0557047	0.00370042	0.0198248	0.0178249	0.122812	0.0186294	0.059702	0.024039	0.0153275	0.0202489	0.000675254	0.149999	0.05191401	0.02565822	0.0102379	0.13349	0.118595	0.214239	0.0281068	9.32837e-05	0.0247232	0.00517642	0.240789	0.0237306	0.0694299	0.00484304	0.0146782	0.0928527	0.0190155	0.01454662	45.0324	0.306878	0.666927	1.07266	1.95353	0.122526	0.162634	0.259974	0.0502188	0.323165	0.0814823	0.04020485	0.3618127
3400	-199.6106	-220.9701	21.35948	69.8806	2.942363	0.0391113	0.0131909	0.0177299	0.0103844	0.0231473	0.0499055	0.0418128	0.0689764	0.00700361	0.0983066	0.0105405	0.115202	0.00449986	0.0868919	0.04157532	0.01272379	0.00828241	0.237325	0.0784972	0.125264	0.0380907	0.00214465	0.0339355	0.000696659	0.125613	0.0353922	0.0920625	0.00277552	0.147347	0.0467621	0.0258118	0.002324477	69.8806	0.384753	0.728286	1.08222	1.80474	0.126931	0.12421	0.229931	0.101484	0.351751	0.0656927	0.01504827	0.1544681
3500	-218.0443	-221.8457	3.801332	59.43596	1.310791	0.172778	0.17664	0.0775484	0.0364053	0.423663	0.0307115	0.0985199	0.113722	0.0861413	0.164939	0.231938	0.000412673	0.343569	0.346649	0.1761868	0.05661586	0.0154853	0.0455614	0.0266716	0.382268	0.00815044	0.000224808	0.0490644	0.00885076	0.17045	0.0221095	0.201652	0.0212103	0.0134339	0.0272941	0.00757422	0.008263841	59.43596	0.194559	0.553701	1.03707	2.21467	0.126602	0.168956	0.209122	0.0771322	0.297438	0.120749	0.0648797	0.1273717
3600	-203.3476	-221.7136	18.36592	28.66943	2.698957	0.199938	0.331348	0.00658102	0.0089926	0.0678498	0.0458605	0.0513661	0.0187846	0.0108986	0.0198412	0.043592	0.031248	0.0460129	0.030128	0.07957513	0.05271495	0.00100566	0.055196	0.0189912	0.190547	0.0055434	0.0017685	0.0202941	0.00177858	0.277396	0.175088	0.140823	0.00690782	0.0640525	0.0320738	0.00853373	0.01147975	28.66943	0.364543	0.713369	1.08056	1.84152	0.135093	0.215127	0.204024	0.0682746	0.250848	0.126633	0.06419471	0.1788271
3700	-206.6616	-218.6794	12.01773	42.68673	2.002475	0.129134	0.014023	0.116575	0.167514	0.226706	0.272667	0.0889641	0.0951915	0.0835762	0.0572384	0.0131465	0.12206	0.00493694	0.0313743	0.1300316	0.04711924	0.00648932	0.0361613	0.063979	0.347094	0.0108955	0.000974193	0.084188	0.0130358	0.171484	0.112441	0.0675022	0.00809847	0.0426071	0.0232409	0.0118084	0.00712863	42.68673	0.29357	0.655277	1.07005	1.9811	0.168309	0.141142	0.203158	0.0465225	0.347635	0.093234	0.05424787	0.1314085
3800	-211.6122	-217.5394	5.927236	19.40795	1.986256	0.41345	0.305666	0.0982608	0.0458035	0.0389378	0.0514821	0.387564	0.222308	0.108234	0.158266	0.204993	0.0941201	0.154998	0.0320506	0.1401001	0.1102291	0.00838909	0.175239	0.111435	0.0796619	0.0193816	0.00153498	0.00560159	0.000129617	0.166719	0.109067	0.230978	0.0239182	0.0350306	0.0324057	0.000509255	0.09010973	19.40795	0.291628	0.653544	1.06964	1.98519	0.133073	0.276005	0.162524	0.071261	0.23504	0.122097	0.2003388	0.4497867
3900	-203.3685	-219.5004	16.13199	16.15619	1.439766	0.0304215	0.0526917	0.0741067	0.14271	0.0170283	0.223169	0.345291	0.104698	0.0128156	0.0511768	0.167083	0.0654004	0.179392	0.0302662	0.0948057	0.1192002	0.0101439	0.0833117	0.0246818	0.357394	0.00228093	0.00742341	0.0252908	0.00101614	0.180976	0.0756672	0.156588	0.0165211	0.0279024	0.00172831	0.0290738	0.0193656	16.15619	0.215866	0.578213	1.04668	2.15924	0.152844	0.136158	0.17748	0.0720506	0.335037	0.12643	0.1385658	0.1397574
4000	-172.814	-224.6867	51.87269	286.4838	2.70272	0.000136307	0.000222527	0.0020886	0.00728753	0.000365828	4.17088e-05	0.00119519	0.00077562	0.00526108	0.00504651	0.00395687	0.00731758	0.00128294	0.00077637	0.002737289	0.002441672	0.0342927	0.116959	0.0645376	0.0868261	0.0133282	0.00257025	0.0350077	0.00332779	0.253547	0.137875	0.061612	0.0387803	0.0794567	0.0596411	0.0122383	0.003069981	286.4838	0.364871	0.713616	1.08059	1.84092	0.141613	0.151661	0.176445	0.0397361	0.382907	0.107638	0.005511653	0.5569983
4100	-204.6433	-221.3791	16.73582	27.62867	4.559651	0.0945911	0.0844515	0.08665	0.0039153	0.0592909	0.018877	0.0006556	0.014041	0.10329	0.153173	0.00963246	0.0364788	0.19131	0.0401087	0.07951549	0.03212145	0.033874	0.0747912	0.138534	0.115021	0.0101569	0.00300715	0.0721438	0.00582262	0.225946	0.0214364	0.195874	0.000363058	0.0465032	0.0292549	0.0272725	0.00735137	27.62867	0.482692	0.792581	1.08397	1.64075	0.10186	0.183642	0.254365	0.0573233	0.236659	0.16615	0.03947282	0.1862388
4200	-211.7468	-222.227	10.48016	14.11365	4.339555	0.0765314	0.284939	0.0514754	0.323087	0.119456	0.0072149	0.0948721	0.0961768	0.0639357	0.140729	0.0415669	0.0699163	0.0794969	0.494077	0.1283404	0.06448129	0.0148482	0.121921	0.0507083	0.111771	0.0035012	0.00465415	0.0118964	0.00553352	0.356563	0.0417104	0.117306	0.015875	0.0979895	0.0389009	0.00682168	0.01353378	14.11365	0.472096	0.786189	1.08421	1.6575	0.125709	0.253455	0.252791	0.053229	0.227191	0.0876253	0.07801507	0.1734765
4300	-208.9753	-221.2731	12.29777	6.474629	2.103558	0.0143902	0.286002	0.00646411	0.289751	0.273966	0.0507977	0.223994	0.0388717	0.198265	0.471649	0.210571	0.0512799	0.0717438	0.237962	0.1599054	0.1061086	0.00718926	0.143125	0.0885632	0.076806	0.00905891	0.00156508	0.0584945	0.00770661	0.231668	0.144588	0.0922353	0.0270703	0.0731953	0.0220747	0.016659	0.00934913	6.474629	0.305331	0.665593	1.07238	1.9567	0.150404	0.116732	0.20025	0.0991629	0.329948	0.103503	0.1154577	0.08097448
4400	-201.7657	-220.6602	18.89447	35.08649	3.381893	0.00411814	0.002135	0.12741	0.0752569	0.0196541	0.0181579	0.102245	0.0765023	0.0186556	0.0472623	0.00447467	0.00957073	0.143136	0.0597323	0.08910181	0.06626768	0.012183	0.21602	0.0620014	0.18658	0.00891891	0.000533265	0.0225996	0.0118589	0.259704	0.0181829	0.127989	0.00459872	0.0254846	0.0228485	0.020498	0.01679382	35.08649	0.416806	0.750697	1.08385	1.74865	0.167625	0.151099	0.271335	0.075049	0.286539	0.0483521	0.0830615	0.2021854
4500	-201.6251	-218.8275	17.20245	7.882427	2.1837	0.0218823	0.402081	0.0409579	0.25747	0.0399214	0.0294082	0.019885	0.147472	0.277295	0.330656	0.104118	0.0124557	0.0206	0.0601765	0.08964408	0.2001951	8.69953e-06	0.127245	0.0670333	0.201802	0.0226676	0.0128028	0.0180692	0.00182792	0.298955	0.0285276	0.112608	0.0371482	0.047848	0.000617083	0.0228392	0.01145295	7.882427	0.314259	0.673227	1.07397	1.93854	0.157394	0.155672	0.152982	0.100452	0.313558	0.119943	0.211648	0.05411318
4600	-210.2736	-221.056	10.78236	24.74515	2.646391	0.00525499	0.128177	0.084023	0.06613	0.0629834	0.0611879	0.29125	0.142602	0.0915958	0.204271	0.397721	0.0973257	0.0380769	0.0465887	0.1634334	0.03107388	0.00480942	0.311299	0.0138856	0.316763	0.0075003	0.00026922	0.0116591	0.000725946	0.184377	0.0144891	0.0139649	0.00129123	0.0693548	0.0308748	0.0187371	0.008411112	24.74515	0.359911	0.709858	1.08011	1.85012	0.148113	0.202706	0.152149	0.109866	0.250002	0.137164	0.03948499	0.2130205
