Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-272.776	-254.317	-18.45897	1.807312	3.890877	0.0248155	0.00547253	0.00545308	0.0368583	0.0153068	0.0568932	0.088646	0.00150926	0.196195	0.157819	0.0342284	0.0768494	0.0641024	0.0443401	0.00139524	0.103765	0.01124	0.0147462	0.099452	0.00562831	0.0129616	0.276894	0.0283686	0.110971	0.00120224	0.0238824	0.0105293	0.0261284	0.0172813	0.0747167	0.0362422	0.013682	0.152089	0.0350283	0.144727	0.0603374	0.0515133	0.182084	0.00663787	0.0486167	0.0121937	0.107786	0.00542191	0.0886383	0.470646	0.288638	0.00721487	0.142277	0.06478386	0.03567667	0.0567965	0.000262938	0.189049	0.0674251	0.0616988	0.019618	0.0431549	0.0262338	0.0336587	0.116047	0.012183	0.159131	0.111729	0.0202092	0.082804	0.5148978	7	17.16828	0.1119467	0.448265	0.771349	1.0844	1.69598	0.211295	0.258781	0.130883	0.0914492	0.212468	0.0951238	0.5505745	0.935201
100	-271.0047	-253.6296	-17.37512	1.767348	4.517084	0.052811	0.00590461	0.132416	0.0379381	0.45287	0.0237727	0.0189501	0.0955739	0.0697396	0.223316	0.0277956	0.0999786	0.0228469	0.135322	0.250852	0.0128458	0.0343009	0.105726	0.00273856	0.00260222	0.0163569	0.0123314	0.0172001	0.174264	0.0226681	0.0362533	0.00327675	0.021542	0.0120047	0.136463	0.0352456	0.0419249	0.0239292	0.0184925	0.0501715	0.00406424	0.00311082	0.663942	0.0573248	0.0890234	0.00570149	0.208843	0.0402097	0.042649	0.32799	0.0552914	0.0303178	0.0867333	0.08763504	-0.01506341	0.0401904	0.00485606	0.168745	0.00847306	0.0938601	0.0408331	0.0553162	0.075023	0.00656275	0.064805	0.0159306	0.195671	0.0122809	0.125046	0.0924069	0.5865813	12	14.09907	0.1676751	0.480694	0.791385	1.08402	1.6439	0.153858	0.243074	0.228439	0.0784274	0.244039	0.0521623	0.5715179	1.026357
200	-269.3951	-257.5275	-11.86765	0.6683895	2.070945	0.0238369	0.0449783	0.0922056	0.0137363	0.0116446	0.0794992	0.0108099	0.456471	0.0403963	0.2641	0.0277354	0.0645465	0.0430603	0.16379	0.0238844	0.100621	0.0861025	0.0328292	0.0416629	0.0196478	0.0054592	0.000329394	0.143186	0.013548	0.12606	0.0819971	0.0160368	0.0428826	0.169087	0.0926323	0.0382723	0.0125255	0.0979013	0.000180964	0.0141531	0.000562325	0.00180893	0.412007	0.00676772	0.0158494	0.0344377	0.161209	0.0120148	0.0307415	0.210052	0.0105269	0.0696042	0.319946	0.08105301	0.04045866	0.0232326	0.0143909	0.183008	0.0169368	0.0109885	0.0690648	0.0719163	0.0322577	0.0288028	0.0491027	0.0405279	0.211179	0.00981957	0.0821943	0.156578	0.4167879	10	18.99497	0.1986508	0.301599	0.662352	1.07167	1.96438	0.141111	0.231443	0.193104	0.0701742	0.287759	0.0764084	0.4572466	0.9115168
300	-262.6014	-250.9066	-11.6948	3.72915	2.493109	0.00385585	0.0286957	0.0116524	0.00272389	0.0203953	0.0270727	0.0101391	0.131667	0.00756597	0.109947	0.0656384	0.0420305	0.00743485	0.0428941	0.0168351	0.00576626	0.0189598	0.00119427	0.0986668	0.0256083	0.139067	0.00960995	0.0706928	0.0845185	0.00839586	0.0559334	0.00598467	0.00546059	0.00249085	0.152628	0.0286524	0.0979686	0.0565244	0.00824191	0.0127278	0.0219813	0.0618304	0.288934	0.0902863	0.0391901	0.0912536	0.110112	0.00466329	0.0529221	0.133709	0.0238016	0.00890608	0.184931	0.0417537	-0.009228207	0.0941024	0.00778015	0.1361	0.0294996	0.0278247	0.0286152	0.119301	0.0445044	0.0977995	0.127551	0.0407664	0.0268547	0.0170849	0.114618	0.0875974	0.39683	10	22.33657	0.147902	0.345802	0.698941	1.07855	1.87671	0.123639	0.19403	0.181948	0.0810649	0.292992	0.126326	0.3876018	1.023808
400	-273.9577	-264.025	-9.932737	3.000482	0.835	0.00555282	0.0565325	0.0477686	0.000367038	0.0162447	0.0890158	0.0697047	0.00548565	0.0175712	0.0505112	0.00509761	0.0852843	0.0597917	0.00482093	0.030706	0.0195202	0.00995912	0.0217112	0.0597106	0.0216402	0.00369476	0.032345	0.0277236	0.0674071	0.0102381	0.108976	0.032431	0.0125615	0.019063	0.0334209	0.340961	0.0491127	0.171738	0.0636908	0.101056	0.00581229	0.00999465	0.282129	0.010697	0.176417	0.00958549	0.19337	0.0184034	0.0248222	0.00273729	0.0847901	0.0413141	0.018163	0.03943515	-0.001248749	0.0146053	0.000883151	0.155545	0.0259793	0.0706838	0.00724946	0.032027	0.0119044	0.0392872	0.0710687	0.053441	0.267632	0.0295313	0.192387	0.0277756	0.4409987	8	24.07995	0.07822415	0.102982	0.420853	0.9662	2.50997	0.293927	0.29492	0.125996	0.0791697	0.152547	0.0534408	0.4397499	1.00284
500	-278.6903	-255.5064	-23.18387	0.6360519	5.673675	0.0422656	0.142427	0.0123339	0.00136187	0.391961	0.0128246	0.120841	0.117216	0.0126455	0.282367	0.00252227	0.0986566	0.0947517	0.014163	0.114029	0.086647	0.00562062	0.0707125	0.0224827	0.0277128	0.000146353	0.0163685	0.0269555	0.0728098	0.0277249	0.0568309	0.000102141	0.098684	0.161674	0.000615057	0.488916	0.00473806	0.543959	0.00102833	0.103638	0.00462557	0.0430813	0.0130812	0.172973	0.214871	0.0162023	0.0398189	0.0302124	0.169985	0.0591346	0.055372	0.0346716	0.0179297	0.09544744	-0.08725498	0.0194394	0.0034472	0.223138	0.00597671	0.091619	0.0489192	0.0371721	0.0452844	0.0414757	0.0870901	0.00122395	0.112171	0.0111059	0.223744	0.048193	0.424342	9	14.06522	0.1835538	0.52786	0.8185	1.08197	1.57167	0.0718873	0.32894	0.14731	0.0765247	0.30613	0.0692086	0.337087	1.25885
600	-292.1933	-260.8914	-31.30188	1.339293	2.18033	0.0338892	0.0555204	0.104904	0.0549077	0.0774061	0.0459681	0.0214049	0.197619	0.00405766	0.258404	0.00972906	0.0714049	0.0170986	0.000926748	0.052274	0.035813	0.0555822	0.02219	0.00223164	0.00522531	0.00776749	0.0546488	0.0545618	0.175969	0.136574	0.142424	0.0499187	0.000339676	0.00518608	0.0708396	0.147314	0.0923865	0.7954	0.0543032	0.126088	0.12729	0.0393041	0.0573347	0.0299097	0.124181	0.0884893	0.103756	0.0158388	0.260135	0.00628588	0.173691	0.271911	0.00984395	0.1105619	0.09023961	0.0295861	0.00517401	0.082666	0.00359244	0.02198	0.0416714	0.0438019	0.00148291	0.172996	0.19734	0.0428654	0.18841	0.0417368	0.036643	0.0900544	0.7174804	8	22.10376	0.1324987	0.313891	0.672915	1.07391	1.93928	0.175922	0.169722	0.149619	0.0794065	0.371761	0.0535697	0.80772	0.8882786
700	-281.307	-256.8739	-24.43308	3.029235	3.562113	0.0661519	0.136333	0.0448793	0.0476534	0.146099	0.0117079	0.0154481	0.31346	0.120729	0.13336	0.347694	0.0421221	0.00232047	0.00910564	0.262842	0.0083671	0.00657297	0.0392471	0.00249494	0.0268343	0.0442573	0.0988065	0.0334806	0.0257072	0.160564	0.0203402	0.0453538	0.0289123	0.0401273	0.0472355	0.00170017	0.00128304	0.474138	0.0172263	0.140776	0.00617272	0.0113031	0.284361	0.132039	0.0130181	0.0119162	0.10856	0.0948357	0.11206	0.0705896	0.00669257	0.134081	0.0690359	0.07572895	-0.1319304	0.0477345	0.000143661	0.0831235	0.0436462	0.0986713	0.00707259	0.0668042	0.0786724	0.110158	0.0874371	0.000253241	0.0448915	0.0289043	0.205146	0.0973406	0.5726068	8	18.12959	0.1477707	0.42856	0.758561	1.08417	1.72871	0.301978	0.174806	0.15361	0.0949919	0.193811	0.0808028	0.4406765	1.299381
800	-263.8222	-250.5147	-13.30755	2.895257	2.445094	0.0173035	0.00285875	0.0244997	0.00282271	0.0971894	0.0184857	0.056375	0.0105326	0.020901	0.051846	0.0712549	0.0399341	0.096879	0.0144252	0.0622529	0.0106433	0.00993708	0.000366352	0.0167011	0.0621078	0.0629315	0.135973	0.000159294	0.0209487	0.159443	0.00238543	0.0231616	0.0073682	0.0681898	0.0355782	0.0585697	0.0141876	0.40893	0.126602	0.14884	0.0762723	0.0820767	0.163475	0.00196055	0.136783	0.00787601	0.0927428	0.0124487	0.0549769	0.00886021	0.0208273	0.411766	0.000800588	0.05385983	0.08046329	0.0148214	0.00206098	0.150749	0.00705604	0.0378801	0.0283028	0.0911963	0.0468455	0.052162	0.115983	0.0425626	0.143947	0.0109461	0.1712	0.0842869	0.4348037	11	19.98869	0.1404334	0.341189	0.695295	1.07798	1.88554	0.186926	0.212803	0.154697	0.103171	0.290545	0.0518583	0.515267	0.8438416
900	-276.5074	-260.604	-15.90338	2.435937	4.022462	0.00686575	0.00258674	0.0178655	0.00748195	0.035802	0.0250419	0.0162873	0.0273791	0.0559939	0.0842461	0.000659928	0.0687448	0.00447868	0.0397292	0.0164651	0.0721441	0.00397116	0.00445103	0.0210197	0.00355084	0.188827	0.121003	0.202302	0.423771	0.0317118	0.128096	0.0470271	0.0185809	0.00186999	0.0613522	0.0194145	0.0123636	0.378044	0.0271825	0.296466	0.0483409	0.0203024	0.138926	0.0208301	0.0156764	0.0798792	0.10719	0.0108525	0.0588172	0.0104738	0.00615166	0.0781598	0.0651181	0.07486938	0.05211268	0.0420111	0.00413442	0.146922	0.00157469	0.073722	0.0361707	0.128891	0.0341679	0.0693301	0.106546	0.0981995	0.0395941	0.072661	0.0780479	0.0680275	0.4252795	10	19.08933	0.1478553	0.455592	0.775982	1.0844	1.68403	0.229932	0.262608	0.196097	0.0937973	0.170225	0.0473401	0.4773922	0.8908388
