Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1000	-65.80115	-83.78971	17.98856	27.38388	1.852538	0.0566629	0.0102368	0.00222582	0.0433367	0.0429112	0.127466	0.388282	0.00118109	0.07219563	0.03102956	0.0327769	0.0814993	0.139094	0.0611125	0.0251617	0.0611135	0.0794576	0.000650037	0.00440047	0.0629245	0.0409407	0.000849971	0.0374362	0.301614	0.0709687	0.1202208	27.38388	0.275013	0.638357	1.06582	2.02081	0.0115003	0.478075	0.00204678	0.061403	0.374007	0.072968	0.1512504	0.7948464
1100	-63.66974	-85.8338	22.16406	467.5882	1.229208	0.0147913	0.0132343	0.0144284	0.0371262	0.01393	0.0728791	0.0153252	0.0559522	0.01484268	-0.00257274	0.00337315	0.109307	0.0498382	0.00217267	0.0775518	0.0103416	0.00727871	0.0245865	0.0228159	0.00505276	0.00691956	0.0843177	0.0498937	0.357368	0.189183	0.006777429	467.5882	0.180306	0.536257	1.02959	2.25385	0.0459618	0.462534	0.00506377	0.108143	0.315759	0.0625386	0.004204689	1.611874
1200	-70.65798	-82.05596	11.39798	4.504172	2.844342	0.0618545	0.232148	0.371331	0.10682	0.244866	0.203802	0.896892	0.237366	0.181524	-0.05284351	0.102982	0.0957594	0.00978904	0.386671	0.0296755	0.0961469	0.0101639	0.0142555	0.00145971	0.0318326	0.0351734	0.0398519	0.0019837	0.135353	0.00890246	0.1154997	4.504172	0.37685	0.722528	1.08163	1.81899	0.0173874	0.381858	0.00162391	0.214521	0.3396	0.0450104	0.06265616	1.843389
1300	-57.71468	-81.34415	23.62946	69.18878	1.076269	0.0292072	0.0155029	0.0775748	0.0347319	0.000393405	0.216464	0.0528306	0.0206506	0.03422274	0.007231172	0.110293	0.0104152	0.0354535	0.045005	0.0689908	0.0325027	0.0439627	0.0448177	0.0208827	0.00159093	0.153894	0.0278666	0.00956274	0.373019	0.0217435	0.02374701	69.18878	0.151916	0.498534	1.01157	2.33798	0.0284981	0.410027	0.0115377	0.171266	0.337547	0.0411242	0.03097818	0.7665721
1400	-64.88596	-85.43107	20.5451	38.31935	1.733085	0.0239128	0.0277226	0.053704	0.176487	0.170476	0.163717	0.188059	0.0481101	0.08555125	0.01337493	0.0514255	0.0854547	0.168616	0.0891343	0.0131622	0.154214	0.0330916	0.0127176	0.0872189	0.0209925	0.0671647	0.0128519	0.0131578	0.171376	0.0194229	0.03099869	38.31935	0.259189	0.623256	1.06161	2.05594	0.0375783	0.41457	0.0447833	0.195313	0.285834	0.0219222	0.04437362	0.6985836
1500	-63.8785	-80.09696	16.21846	117.1895	2.551905	0.0641165	0.0189127	0.0127184	0.0745931	0.223776	0.129065	0.200816	0.0303607	0.1263102	-0.001490681	0.0905652	0.00775505	0.0988752	0.109417	0.26752	0.0883084	0.0293767	0.0092594	0.184272	0.0233096	0.0109662	0.0049556	0.00424263	0.0536864	0.0174911	0.03898549	117.1895	0.351323	0.703253	1.07919	1.86623	0.0363898	0.413962	0.0046361	0.155219	0.356393	0.0333998	0.03749481	1.039757
1600	-68.23961	-84.08002	15.84041	78.54281	1.377719	0.365552	0.00853961	0.378092	0.0273287	0.0864004	0.136563	0.120723	0.07037	0.1830178	0.002635603	0.179235	0.0251172	0.0561125	0.0198545	0.021686	0.0793468	0.00728778	0.031775	0.0050537	0.182672	0.0127861	0.203197	0.0304789	0.0782894	0.0671082	0.01959163	78.54281	0.2058	0.566851	1.04235	2.185	0.0360754	0.315786	0.0045807	0.247872	0.30744	0.0882463	0.02222724	0.8814246
1700	-63.14598	-86.27956	23.13358	15.61591	1.085812	0.200077	0.0579588	0.0345078	0.153447	0.0655296	0.191106	0.0717911	0.027518	0.08443351	0.02902246	0.0914421	0.159469	0.0310935	0.044904	0.0829783	0.000254404	0.118606	0.0991865	0.0224667	0.000702663	0.00881081	0.0136699	0.0595181	0.174424	0.092475	0.07740664	15.61591	0.153751	0.501108	1.01288	2.33226	0.0825391	0.383568	0.00177455	0.134147	0.350525	0.0474459	0.1064291	0.7273071
1800	-60.19002	-85.54706	25.35704	167.8946	3.490064	0.0195241	0.0359533	0.0530229	0.0582573	0.0271564	0.0257242	0.0352546	0.00764371	0.04527794	0.005401593	0.335201	0.00416311	0.062994	0.055605	0.0347127	0.054891	0.00492413	0.0234829	0.0299602	9.33046e-05	0.210162	0.0579133	0.00741708	0.0820072	0.0364727	0.003046908	167.8946	0.423948	0.755497	1.08406	1.7365	0.0178048	0.3482	0.0391786	0.19101	0.307077	0.096729	0.008448502	0.3606448
1900	-71.40206	-84.17804	12.77598	21.04297	2.044024	0.27103	0.0283737	0.0596989	0.11987	0.468251	0.126885	0.423584	0.0245832	0.3231578	-0.03100171	0.0706262	0.0201048	0.252308	0.0252224	0.147698	0.0231383	0.0515441	0.0148612	0.00274535	0.144681	0.0844849	0.00867904	0.031617	0.101891	0.0203981	0.0955577	21.04297	0.298474	0.659615	1.07105	1.97086	0.00757398	0.52932	0.016822	0.0760474	0.247813	0.122424	0.06455599	1.48023
2000	-55.12943	-83.37272	28.24329	73.27716	0.9153018	0.0300804	0.0076367	0.0117922	0.0156553	0.0138917	0.0409066	0.16633	0.0386901	0.04066212	0.005471491	0.14441	0.00170677	0.155025	0.165938	0.0523368	0.0620087	0.0376693	0.0443483	0.0232878	0.0778215	0.073723	0.023452	0.00872348	0.128526	0.00102353	0.03062165	73.27716	0.11976	0.449725	0.984414	2.4461	0.0285608	0.46897	0.000598598	0.205456	0.235915	0.0605005	0.03609314	0.8484064
2100	-60.20456	-83.58247	23.37791	14.02344	1.930853	0.000617599	0.0554452	0.0209423	0.0502401	0.119615	0.0210341	0.430231	0.084409	0.06904378	0.0820221	0.035335	0.112948	0.0226607	0.0529027	0.0226052	0.0312067	0.0587613	0.0480134	0.0265484	0.027741	0.0058581	0.149697	0.0454381	0.170527	0.189758	0.01501981	14.02344	0.284878	0.647453	1.06816	1.99951	0.0580124	0.545758	0.00534341	0.0908072	0.242285	0.0577936	0.09704191	0.1547765
2200	-60.94596	-84.81447	23.86851	55.30778	1.282875	0.0532309	0.00829788	0.0412433	0.00501519	0.097828	0.0683845	0.097068	0.0991396	0.1034442	0.003579239	0.00933321	0.0482003	0.0493576	0.0268829	0.0583083	0.291328	0.0944004	0.0103106	0.125842	0.0330492	0.0332231	0.0645463	0.0510271	0.0789136	0.0252773	0.01296858	55.30778	0.189751	0.547916	1.03464	2.22769	0.0442542	0.352485	0.00670258	0.131779	0.441043	0.0237358	0.01654782	0.7837032
2300	-60.51018	-84.55216	24.04198	41.61176	1.71499	0.0176864	0.00170488	0.00517194	0.103959	0.030906	0.0295044	0.0191505	0.270664	0.06277008	0.04090952	0.0970239	0.270486	0.0156867	0.025688	0.0491876	0.00473311	0.0116989	0.0545446	0.002896	0.245863	0.0239483	0.00620263	0.00120665	0.109051	0.0817838	0.03972534	41.61176	0.256706	0.620826	1.0609	2.06157	0.0740589	0.549103	0.00897027	0.0884492	0.214463	0.0649561	0.08063486	0.4926571
2400	-60.13293	-86.03933	25.9064	29.0305	1.113816	0.0402506	0.0570403	0.0113223	0.00329426	0.0228126	0.0236667	0.197571	0.0220103	0.06044588	0.05409836	0.00237016	0.164725	0.0725905	0.0471564	0.0168623	0.0330502	0.0474258	0.0813886	0.037192	0.0220841	0.0126395	0.0785691	0.0219434	0.305612	0.0563911	0.06672331	29.0305	0.159087	0.508478	1.01657	2.31587	0.0415433	0.363927	0.0188679	0.100131	0.395856	0.0796747	0.1208217	0.5522462
2500	-68.04689	-85.31501	17.26811	69.14407	3.401591	0.0205109	0.0843624	0.0876191	0.0562687	0.0485422	0.230875	0.0335746	0.0507915	0.05343103	-0.01323885	0.0825856	0.0498132	0.0228985	0.04969	0.0237125	0.0291758	0.0158237	0.00120268	0.0434664	0.0716303	0.0282153	0.101851	0.131961	0.248089	0.0998852	0.04174875	69.14407	0.418126	0.75159	1.08389	1.74639	0.0146867	0.352709	0.00612603	0.245534	0.353843	0.0271018	0.0285099	1.46436
2600	-59.09187	-85.80147	26.7096	339.7847	1.840089	0.00141354	0.00400969	0.00458175	0.00496996	0.00686931	0.0142236	0.0362503	0.00858807	0.03391268	0.003436457	0.145598	0.0436508	0.0256267	0.00858778	0.00177363	0.130762	0.0982696	0.00907515	0.101975	0.128042	0.0530553	0.0147238	0.0253919	0.194975	0.0184941	0.01518944	339.7847	0.273409	0.636855	1.06542	2.02432	0.0235099	0.485173	0.0193369	0.085112	0.369075	0.0177928	0.0186259	0.8155012
2700	-57.17444	-80.69281	23.51837	12.94004	1.589835	0.0873335	0.118388	0.0284977	0.173985	0.0078194	0.14182	0.127412	0.0197014	0.06833043	-0.01585761	0.175969	0.0762317	0.0169157	0.070267	0.0545565	0.0727593	0.0281724	0.0306315	0.0234506	0.0114065	0.0159217	0.0236969	0.00480277	0.387765	0.00745323	0.07473643	12.94004	0.238872	0.602857	1.05529	2.10298	0.0150548	0.407945	0.0060344	0.0622768	0.420303	0.0883861	0.05887882	1.269326
2800	-52.4254	-82.36584	29.94045	202.1958	1.439165	0.000506898	0.00132214	0.0114231	0.00295703	0.0142446	0.0703321	0.0296166	0.00200444	0.0222128	0.001134146	0.0945759	0.230179	0.0807295	0.052349	0.00566771	0.0192787	0.102833	0.0206612	0.0334594	0.0586372	0.134566	0.0516151	0.00243433	0.0552771	0.0577371	0.01447078	202.1958	0.21577	0.578107	1.04664	2.15948	0.0513421	0.393734	0.0045628	0.160418	0.32098	0.0689629	0.01560492	0.9273212
2900	-70.05552	-84.07981	14.02428	35.69972	1.265987	0.208047	0.00531945	0.139439	0.953469	0.095946	0.124665	0.147442	0.317528	0.2581325	0.03995152	0.0255275	0.00561891	0.0167111	0.0318978	0.122828	0.135119	0.0508653	0.00378326	0.0942584	0.112099	0.0779028	0.109793	0.0524395	0.101079	0.0600763	0.009120384	35.69972	0.186808	0.544326	1.03311	2.23575	0.0673566	0.392503	0.0211958	0.146329	0.300909	0.0717065	0.0490719	0.1858576
3000	-57.35284	-80.35654	23.0037	70.60999	1.561218	0.0526537	0.0217616	0.0222481	0.0369439	0.0539216	0.0806767	0.17242	0.00938181	0.0558225	-0.01015468	0.0421758	0.0701923	0.0381525	0.0799659	0.0153118	0.103571	0.0616434	0.00236918	0.107106	0.0577449	0.0663536	0.00816141	0.0634015	0.262656	0.0211951	0.06295456	70.60999	0.234626	0.598439	1.05382	2.11311	0.0541252	0.401242	0.0123256	0.170697	0.307616	0.0539944	0.05279987	1.192324
3100	-67.05069	-84.48755	17.43686	418.287	2.276556	0.0049802	0.000767645	0.0090782	0.0389718	0.109751	0.0855405	0.102462	0.0779806	0.09974937	0.003631152	0.144264	0.0245337	0.00463565	0.00384667	0.064354	0.00631768	0.0457699	0.0052939	0.0721417	0.158399	0.0111484	0.043509	0.0315861	0.291556	0.0926446	0.01013261	418.287	0.324194	0.681531	1.07559	1.91869	0.0287549	0.239718	0.0513651	0.197689	0.443499	0.038973	0.01376376	0.7361803
3200	-63.16965	-86.42703	23.25739	16.7042	3.3556	0.0212945	0.0283967	0.0420973	0.14943	0.0515553	0.165718	0.013551	0.00462561	0.06978922	-0.01216373	0.353819	0.0152664	0.0931235	0.0670015	0.012699	0.0657908	0.0384621	0.0293769	0.0146233	0.0595778	0.0270434	0.0724983	0.00478954	0.128929	0.0169992	0.09825431	16.7042	0.415029	0.749492	1.08379	1.75169	0.0710648	0.325286	0.00554803	0.0821659	0.398837	0.117098	0.08609057	1.14129
3300	-61.76208	-82.45407	20.69199	112.9995	3.735593	0.161883	0.0439738	0.0682044	0.00657546	0.0526354	0.101984	0.0199189	0.00536905	0.1020773	0.01111488	0.0628545	0.0118031	0.0332136	5.07766e-05	0.0695448	0.081428	0.06079	0.00193348	0.123335	0.197907	0.181721	0.038279	0.0248323	0.0994377	0.0128693	0.0004924777	112.9995	0.43922	0.765539	1.08434	1.7109	0.0437491	0.473327	0.0144241	0.0389811	0.398524	0.0309952	0.01160736	0.04242806
3400	-68.91678	-86.73149	17.81472	127.4402	0.556973	0.0756823	0.0149506	0.124072	0.0262482	0.0989126	0.146969	0.0461753	0.160212	0.07379746	-0.01204304	0.0196184	0.0452412	0.0457933	0.159496	0.0295048	0.0674234	0.0590353	0.00170615	0.0215345	0.029785	0.0343948	0.013082	0.0297933	0.405349	0.0382434	0.04620124	127.4402	0.0443733	0.287492	0.857673	2.81046	0.109174	0.425028	0.00215342	0.0484331	0.36448	0.0507316	0.0341582	1.352567
3500	-56.76384	-83.33445	26.57061	19.5096	1.858053	0.013224	0.0155703	0.00243704	0.0313703	0.0332069	0.0721453	0.0229835	0.21529	0.05914267	0.0602827	0.147471	0.120605	0.0910856	0.118363	0.195819	0.019934	0.0205457	0.0424663	0.0366865	0.0292446	0.0145814	0.0706139	0.00114268	0.0718635	0.0195774	0.0494815	19.5096	0.275721	0.639017	1.06599	2.01927	0.0389955	0.48779	0.0460011	0.0891077	0.291155	0.0469503	0.1097642	0.4507982
3600	-67.06738	-91.83407	24.76669	46.41328	0.6370014	0.0651357	0.00108213	0.0353048	0.00146987	0.0518882	0.0256783	0.193128	0.240563	0.07369828	0.0175936	0.101782	0.00415307	0.134939	0.0534893	0.0838923	0.0259545	0.130186	0.0355709	0.0473544	0.0189709	0.0513344	0.0309629	0.0356505	0.220984	0.0247755	0.009058875	46.41328	0.0608183	0.332226	0.899083	2.70787	0.0601061	0.255499	0.0708964	0.0726863	0.499623	0.0411893	0.02665247	0.3398887
3700	-76.33636	-85.85167	9.515315	23.16426	0.8390804	0.0302076	0.0434865	0.032418	0.0868808	0.0323328	2.10576	0.0637332	0.764942	0.2282357	0.04591768	0.0203337	0.145884	0.0467557	0.0982316	0.0836429	0.154625	0.0782056	0.0627303	0.0154831	0.0807042	0.0224076	0.00351845	0.0292503	0.091779	0.0664481	0.02842774	23.16426	0.103843	0.422405	0.967222	2.50653	0.0581757	0.428732	0.00299117	0.161215	0.314482	0.0344038	0.07434542	0.3823738
3800	-55.30392	-83.18547	27.88154	9.268935	2.692141	0.00943582	0.0402185	0.000952039	0.0734947	0.0600846	0.109412	0.161455	0.00133851	0.06428596	0.05924862	0.157282	0.0584593	0.0601762	0.0426291	0.0477547	0.0584918	0.0391401	0.124888	0.0147331	0.0863304	0.0066382	0.00422965	0.00555812	0.289444	0.00424544	0.01867438	9.268935	0.363948	0.71292	1.08051	1.84262	0.0307955	0.61833	0.00697676	0.0891811	0.225335	0.0293817	0.077923	0.2396517
3900	-47.47245	-77.7641	30.29165	171.5941	3.982196	0.00687202	0.0272255	0.000562936	0.00824462	0.0018291	0.0102218	0.0590137	0.0173817	0.0156792	0.01241217	0.141757	0.0791741	0.0432879	0.100447	0.125555	0.0192188	0.0590208	0.010646	0.0894073	0.0189856	0.00637889	0.0141278	0.0312505	0.162924	0.0978191	0.002790165	171.5941	0.453381	0.774591	1.0844	1.68762	0.0242791	0.406258	0.00370171	0.136898	0.384064	0.0447995	0.01520233	0.1835353
4000	-60.06817	-88.64501	28.57685	45.27498	0.702762	0.0269186	0.0182424	0.0524522	0.0143541	0.00112244	0.021852	0.136974	0.036788	0.03985159	0.01309753	0.0414659	0.0326836	0.0533692	0.26324	0.128733	0.0383198	0.0120444	0.0940113	0.0672806	0.0652944	0.0382394	0.00556383	0.0340661	0.121672	0.00401669	0.0313249	45.27498	0.0747783	0.36483	0.925888	2.6345	0.117246	0.50501	0.0021396	0.0938828	0.252874	0.0288477	0.04442243	0.7051595
4100	-56.06314	-82.08349	26.02035	63.48335	3.426223	0.0051621	0.00101686	0.059279	0.034394	0.0190876	0.0887308	0.0221504	0.0547837	0.03480455	0.02192857	0.193202	0.079392	0.125061	0.0719888	0.28184	0.0096293	0.029174	0.00997762	0.0486878	0.00541084	0.00135514	0.0202486	0.0808726	0.0321302	0.0110297	0.02938912	63.48335	0.419765	0.752694	1.08394	1.7436	0.0365405	0.500409	0.00960792	0.132229	0.264807	0.0564072	0.05131769	0.5726898
4200	-56.38753	-87.49301	31.10548	62.91	0.8269709	0.0190315	0.00892327	0.00463167	0.0283527	0.00367532	0.00995166	0.0237437	0.0244981	0.03615741	0.02212335	0.0767263	0.0975679	0.0101771	0.0562491	0.00701005	0.0127302	0.0391222	0.12936	0.0013276	0.043355	0.0016065	0.0653574	0.0105626	0.109731	0.339117	0.04168739	62.91	0.101284	0.41777	0.964157	2.51679	0.0207362	0.487832	0.0250778	0.109034	0.311496	0.0458245	0.06381074	0.6532974
4300	-57.51538	-81.39557	23.88019	178.9833	2.554966	0.0558551	0.00884555	0.0367774	0.0657115	0.0756853	0.00329972	0.00858532	0.0710691	0.03896677	-0.001484095	0.0462638	0.0521725	0.050993	0.0241232	0.0363425	0.0540637	0.0781219	0.00669208	0.154346	0.0806338	0.0654094	0.075814	0.00373184	0.185225	0.0860664	0.01034713	178.9833	0.351607	0.703473	1.07923	1.86569	0.0451851	0.499575	0.00136645	0.124738	0.288406	0.0407297	0.008863038	1.167448
4400	-61.8055	-84.24832	22.44282	15.11186	2.691715	0.00809289	0.0065004	0.0358024	0.140485	0.0565113	0.276454	0.00808957	0.187792	0.07379996	0.02810499	0.0931841	0.0129049	0.0563284	0.101921	0.0207512	0.130092	0.0362451	0.0153174	0.176068	0.0196728	0.0488851	0.0259533	0.0063135	0.0493412	0.207022	0.04545038	15.11186	0.363911	0.712892	1.0805	1.84269	0.0239382	0.376421	0.00227073	0.136853	0.3939	0.0666163	0.07355537	0.6179071
4500	-72.25047	-80.54507	8.294596	19.20337	1.310167	0.03772	0.290527	0.0816138	0.306134	0.302137	0.341192	0.18401	1.07659	0.5509854	0.07401396	0.157078	0.0367127	0.0106566	0.0211897	0.0160251	0.102011	0.0428343	0.00489439	0.0797675	0.0333322	0.0419707	0.124233	0.0163503	0.204434	0.10851	0.03616249	19.20337	0.194453	0.553574	1.03701	2.21496	0.0381875	0.358695	0.00135516	0.194172	0.349948	0.0576425	0.1101764	0.3282234
4600	-74.42282	-87.24176	12.81894	81.86847	1.498921	0.324574	0.0233697	0.144018	0.0822996	0.162989	0.414383	0.082737	0.388706	0.2139948	0.001199185	0.112913	0.0758029	0.0038295	0.107387	0.0648391	0.224114	0.00411065	0.0216323	0.0335372	0.0925128	0.00463968	0.00289511	0.00511701	0.169466	0.0772043	0.01296228	81.86847	0.225156	0.588377	1.05036	2.13611	0.0413923	0.390576	0.0100155	0.228078	0.237841	0.0920982	0.01416146	0.9153205
4700	-59.1568	-82.81166	23.65486	60.87008	1.462838	0.0806152	0.00623317	0.0131309	0.00813702	0.0506336	0.0454085	0.108442	0.0620231	0.0322297	0.03630306	0.165009	0.1015	0.0128947	0.0757547	0.136057	0.084374	0.0121991	0.0689805	0.0206021	0.00450936	0.0582734	0.0135865	0.00104788	0.129031	0.11618	0.05054553	60.87008	0.219524	0.582252	1.04816	2.15006	0.0418832	0.396073	0.00519428	0.150571	0.368394	0.0378844	0.08684858	0.581996
4800	-64.99797	-81.23162	16.23365	25.16855	3.308423	0.0240195	0.169141	0.0296188	0.0315774	0.144018	0.0263671	0.739252	0.01156	0.1398467	0.02071078	0.0562884	0.0269279	0.0674707	0.0648183	0.040665	0.02221	0.0317234	0.000335542	0.0500257	0.0252613	0.157576	0.134841	0.00596633	0.210419	0.105472	0.02884254	25.16855	0.411799	0.747291	1.08367	1.75724	0.0211298	0.400607	0.00732795	0.116859	0.415832	0.0382446	0.04955332	0.5820507
4900	-66.23542	-78.61313	12.37771	65.13831	1.0619	0.0057093	0.0664182	0.00616378	0.100253	0.00246544	0.526239	0.328918	0.34934	0.07986976	0.00608935	0.194086	0.334015	0.0752175	0.0200174	0.118489	0.0729168	0.0411298	0.00456502	0.0306574	0.00862289	0.0152706	0.009343	0.010678	0.0624524	0.00253988	0.03455428	65.13831	0.149137	0.494598	1.00954	2.34672	0.0339158	0.476622	0.0011773	0.118516	0.313444	0.0563258	0.04064364	0.850177
5000	-64.18514	-84.45344	20.26829	73.53888	1.491253	0.162091	0.158942	0.0184852	0.0132762	0.0312544	0.0704658	0.0970225	0.0185188	0.05366196	-0.01472602	0.038623	0.181093	0.00552	0.412832	0.0186373	0.0245073	0.0188479	0.0340809	0.0345202	0.0205693	0.0197691	0.0607614	0.0104512	0.11495	0.0048367	0.07119976	73.53888	0.223968	0.587094	1.0499	2.13903	0.0369448	0.483225	0.00689308	0.122689	0.280077	0.0701716	0.05647374	1.260759
5100	-62.35711	-82.36804	20.01093	30.3353	2.551409	0.0346722	0.0646849	0.020486	0.0170034	0.088904	0.0274379	0.583727	0.0652719	0.1375348	0.04368518	0.104346	0.00686672	0.135559	0.0747014	0.00724707	0.0234419	0.00651591	0.00191236	0.161061	0.00666809	0.0297882	0.0704973	0.0788344	0.267564	0.0249962	0.01330671	30.3353	0.351277	0.703218	1.07919	1.86632	0.0195033	0.288357	0.0228796	0.231032	0.387949	0.0502801	0.05699189	0.2334842
5200	-59.40539	-83.9148	24.50941	57.63115	1.434505	0.0045748	0.0320848	0.0226741	0.0403631	0.0625942	5.35824e-05	0.142527	0.0715991	0.02294154	0.02797401	0.141309	0.0364128	0.0488783	0.0825542	0.0501869	0.00239861	0.0777418	0.0325249	0.013367	0.216543	0.0251153	0.105595	0.0458337	0.0951612	0.0263789	0.01191496	57.63115	0.215025	0.577279	1.04633	2.16136	0.0569129	0.464942	0.00574042	0.0625498	0.302975	0.10688	0.03988897	0.2987031
