Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-250.2854	-238.9305	-11.35497	176.5798	0.8307994	0.1661268	0.001656222	0.00143844	0.127291	0.0303421	0.102796	0.029468	0.0220478	0.0598005	0.0234864	0.377781	0.0813135	0.0494639	0.00455629	0.00407814	0.00294215	0.0831951	0.01612405	176.5798	0.102094	0.419245	0.965137	2.51352	0.156627	0.112558	0.203075	0.0879861	0.33743	0.102323	0.01778027	0.9068506
1	0	-245.0659	-235.0964	-9.969511	161.3735	1.68765	0.07972305	0.01092957	0.0225103	0.0479976	0.0277408	0.0696528	0.0651686	0.00173252	0.0113488	0.000968604	0.196675	0.0286851	0.188442	0.00935181	0.153267	0.17215	0.00430907	0.01469947	161.3735	0.25291	0.617077	1.05977	2.07024	0.114551	0.184024	0.208387	0.0782072	0.306223	0.108608	0.02562904	0.5735475
2	0	-245.7519	-237.2636	-8.488255	63.51554	2.492013	0.2438642	0.03394422	0.00691094	0.120478	0.0480427	0.0489518	0.0234431	0.00400691	0.0016577	0.0160114	0.14181	0.0645523	0.0918254	0.0110472	0.270192	0.084617	0.0664546	0.009458404	63.51554	0.345698	0.698859	1.07854	1.87691	0.166564	0.101104	0.290767	0.079406	0.257785	0.104374	0.04340262	0.2179224
3	0	-249.1771	-235.0922	-14.08487	184.7046	3.099914	0.06419348	0.01596467	0.0393716	0.0312521	0.128622	0.227975	0.00402497	0.00102173	0.0104716	0.00691138	0.176575	0.00695108	0.126745	0.00340849	0.167628	0.0570384	0.0120038	0.007955011	184.7046	0.396847	0.736914	1.08297	1.78327	0.134585	0.261968	0.168109	0.092542	0.2046	0.138197	0.02391968	0.3325719
4	0	-241.8479	-232.1245	-9.723347	26.08109	2.821305	0.334596	0.02323346	0.00439826	0.200362	0.00458183	0.223579	0.037662	0.0257328	0.0232594	0.000789957	0.184505	0.0261151	0.0958572	0.0130953	0.11529	0.011166	0.0336058	0.1107379	26.08109	0.374947	0.721128	1.08148	1.82245	0.1543	0.130569	0.209599	0.0761082	0.324606	0.104817	0.1339713	0.8265789
5	0	-245.0316	-236.5584	-8.473264	45.28736	2.60993	0.1975478	-0.0002540799	0.00617459	0.178296	0.12436	0.0793352	0.0922266	0.00449278	0.0030372	0.00328086	0.0992638	0.0361526	0.0257137	0.0614762	0.191091	0.0379732	0.0571272	0.0588416	45.28736	0.356637	0.707355	1.07977	1.85623	0.144728	0.10065	0.20323	0.101638	0.338706	0.111049	0.05858752	1.004337
6	0	-248.7537	-232.9543	-15.79937	268.4345	2.166937	0.02856449	0.005018459	0.000267377	0.0958436	0.0768548	0.184577	0.11061	0.00909166	0.0124891	0.00571253	0.11137	0.022479	0.0405447	0.0237982	0.159468	0.0736088	0.073285	0.01198544	268.4345	0.31242	0.671667	1.07366	1.94226	0.155292	0.163903	0.267477	0.0467353	0.216986	0.149607	0.0170039	0.7048643
7	0	-244.9587	-234.7057	-10.25298	108.0065	3.32695	0.128699	0.02443022	0.0250375	0.109675	0.109892	0.151189	0.0666485	0.000117682	0.00460873	0.00528625	0.0243029	0.0786237	0.205734	0.014796	0.0658328	0.128598	0.00965897	0.01725974	108.0065	0.413074	0.748162	1.08371	1.75505	0.158958	0.181649	0.251095	0.0679875	0.256791	0.0835202	0.04168996	0.4140023
8	0	-241.8054	-233.0363	-8.769147	107.5916	1.403022	0.3289469	0.005473244	0.00541918	0.0542917	0.0700323	0.121636	0.0243799	0.00106506	0.0160265	0.00345607	0.0614547	0.249198	0.0260542	0.0520616	0.227725	0.0530163	0.0341844	0.04995484	107.5916	0.209945	0.571576	1.04418	2.1743	0.107626	0.183926	0.231228	0.0346313	0.357332	0.0852566	0.05542809	0.901255
9	0	-242.0203	-230.2644	-11.75593	113.4904	1.925381	0.1655182	0.000769867	0.00795871	0.262526	0.0335423	0.213832	0.0299983	0.00472618	0.00862019	0.00374171	0.11448	0.17128	0.0302548	0.017589	0.0227124	0.0431926	0.0355457	0.01933209	113.4904	0.284202	0.646837	1.06801	2.00096	0.147517	0.151628	0.228149	0.0817403	0.28458	0.106385	0.02010195	0.9617019
10	0	-240.6766	-236.698	-3.978646	27.89368	2.000323	0.2267603	0.07934027	0.0292777	0.0832119	0.248724	0.16458	0.0297456	0.0293192	0.0785708	0.00733578	0.0873298	0.00349092	0.0279782	0.00179811	0.117742	0.0462068	0.0446888	0.01659053	27.89368	0.293313	0.655048	1.07	1.98164	0.122519	0.204327	0.177941	0.0707371	0.294755	0.129721	0.0959308	0.1729427
11	0	-260.9335	-238.0174	-22.91612	893.7353	3.290481	0.01706525	3.08752e-05	0.00118733	0.00909021	0.138369	0.0473924	0.126943	0.00416274	0.0242168	0.00555546	0.185153	0.0612243	0.166406	0.0336235	0.106617	0.0687382	0.0213211	0.002436566	893.7353	0.410556	0.746441	1.08362	1.75939	0.254694	0.12071	0.179331	0.0456722	0.310157	0.0894371	0.002467442	0.987487
12	0	-240.9777	-233.5035	-7.474218	54.70294	1.447722	0.2921353	0.02466191	0.00226837	0.0723537	0.0629784	0.173704	0.0474979	0.00457964	0.0133082	0.00158734	0.193073	0.0846595	0.0275901	0.011445	0.202226	0.0662771	0.0364526	0.04118285	54.70294	0.217133	0.579617	1.0472	2.15605	0.191046	0.0750949	0.170885	0.0586888	0.325407	0.178879	0.06584476	0.6254538
13	0	-252.0842	-239.516	-12.56823	181.6466	2.582048	0.185499	0.005178054	0.0031557	0.181418	0.244719	0.23979	0.00676856	0.00846696	0.0755723	0.027032	0.0611418	0.0495783	0.00575813	0.0065445	0.0304809	0.0572196	0.00235473	0.009990714	181.6466	0.3541	0.705403	1.0795	1.861	0.137705	0.181842	0.193556	0.141148	0.246837	0.0989118	0.01516877	0.6586371
14	0	-248.8995	-241.3094	-7.590063	25.13299	4.407414	0.1723296	0.08907712	0.0298295	0.0521352	0.0476039	0.0682998	0.0699693	0.0012545	0.000588568	0.0178251	0.408592	0.0869398	0.00633925	0.0137124	0.0412818	0.155214	0.00041491	0.01441373	25.13299	0.475433	0.788216	1.08415	1.6522	0.11249	0.159412	0.252444	0.0550922	0.320144	0.100418	0.1034908	0.1392754
15	0	-260.5466	-239.1177	-21.42897	848.6014	1.261248	0.02015878	0.00264241	0.00850203	0.0346124	0.0366865	0.267832	0.10587	0.0395732	0.0448006	0.00217597	0.211041	0.0250635	0.00892029	0.0964613	0.0401033	0.0284805	0.0498773	0.0007734049	848.6014	0.185977	0.543306	1.03267	2.23804	0.136868	0.128478	0.294118	0.0513241	0.312052	0.0771601	0.003415815	0.2264188
16	0	-248.6133	-233.3604	-15.25293	267.292	2.270818	0.0186527	0.005435936	0.0104312	0.0863518	0.35932	0.175248	0.0201251	0.000617567	0.0104929	0.000431805	0.161165	0.0319906	0.00733319	0.0351986	0.0366775	0.0424215	0.0221952	0.003458026	267.292	0.323592	0.681033	1.07549	1.91988	0.0911757	0.175481	0.199617	0.0549693	0.37795	0.100807	0.008893962	0.388806
17	0	-246.3545	-236.4399	-9.914556	76.86334	2.685725	0.1386138	0.03111184	0.00307892	0.0433376	0.216362	0.0420704	0.00258666	0.00214613	0.0109852	0.00875488	0.175893	0.0144136	0.0126502	0.0266462	0.0108111	0.362001	0.0682635	0.01781094	76.86334	0.363386	0.712496	1.08045	1.84366	0.151905	0.115929	0.215788	0.0710403	0.378515	0.066822	0.04892278	0.3640623
18	0	-242.1931	-234.0423	-8.150726	56.84641	3.825553	0.2174043	0.03798433	0.0144197	0.0226046	0.02308	0.172222	0.035523	0.034935	0.0248622	0.00389508	0.166007	0.0276048	0.0512233	0.00797088	0.346059	0.0509014	0.0186924	0.0122534	56.84641	0.444515	0.768952	1.08439	1.70215	0.207838	0.179098	0.191935	0.0694203	0.249586	0.102123	0.05023773	0.2439082
19	0	-237.9968	-225.6298	-12.36702	38.47159	8.714819	0.2210779	0.053965	0.00130474	0.0873876	0.0327477	0.210742	0.114189	0.00468971	0.00278704	0.000446786	0.256861	0.0136694	0.0127099	0.000508513	0.179938	0.0544605	0.0275583	0.01067395	38.47159	0.608155	0.859872	1.07505	1.45693	0.156616	0.166318	0.276445	0.05091	0.264232	0.0854787	0.06463896	0.1651319
20	0	-242.7867	-232.3194	-10.46727	131.9986	2.60479	0.1287474	0.02341334	0.0239195	0.0184752	0.125107	0.164924	0.0167424	0.000124927	0.027099	0.0254166	0.289241	0.0367632	0.0162514	0.0310316	0.13104	0.0880914	0.00577297	0.006884534	131.9986	0.356172	0.706998	1.07972	1.85711	0.158296	0.141816	0.294102	0.0567225	0.221669	0.127394	0.03029788	0.2272283
21	0	-248.063	-238.9828	-9.080279	48.08075	4.166546	0.1980413	0.0128685	0.0167867	0.127617	0.173032	0.00807523	0.0264062	0.00283941	0.0975073	0.00256932	0.138945	0.0457956	0.0229018	0.00245855	0.298045	0.0177006	0.0193205	0.01185335	48.08075	0.463284	0.780778	1.08434	1.6716	0.160794	0.223443	0.180566	0.0444731	0.253339	0.137385	0.02472186	0.4794685
22	0	-251.1784	-240.8949	-10.2835	135.9946	2.096819	0.08316846	0.01275372	0.0218508	0.0217751	0.00301239	0.0836192	0.104618	0.0042021	0.0276723	0.0137299	0.095648	0.0543823	0.059979	0.0319541	0.433478	0.00499034	0.0390887	0.006313185	135.9946	0.304564	0.66493	1.07223	1.95827	0.128252	0.151895	0.205033	0.0296547	0.27985	0.205315	0.0190669	0.331107
23	0	-244.0934	-232.7505	-11.34283	165.7072	1.716697	0.1159894	0.00563471	0.00244562	0.114044	0.0236161	0.0817945	0.0945949	0.00115529	0.0178769	0.00687795	0.345282	0.0371736	0.0509259	0.0024441	0.170753	0.00653186	0.0444839	0.01385652	165.7072	0.256942	0.621057	1.06097	2.06104	0.118998	0.214715	0.198907	0.0535108	0.338339	0.0755306	0.01949123	0.7109105
24	0	-248.3715	-235.5569	-12.8146	157.2621	4.435378	0.09591645	0.009761555	0.0247341	0.051789	0.0993947	0.199716	0.0195069	0.00182675	0.00127575	0.0055123	0.241369	0.0829873	0.0705303	0.0225505	0.00673644	0.0210212	0.151049	0.004601574	157.2621	0.47679	0.789036	1.08412	1.65006	0.120574	0.135986	0.266885	0.118692	0.256082	0.10178	0.01436313	0.320374
25	0	-248.7204	-233.8974	-14.82302	173.4264	1.168443	0.1437878	0.01509475	0.0427633	0.076304	0.0140425	0.284685	0.0184779	0.00224015	0.0143082	0.0015302	0.197195	0.00035021	0.0299102	0.00415011	0.246834	0.0399982	0.0272113	0.02880114	173.4264	0.169288	0.522122	1.02313	2.28546	0.189955	0.144924	0.210922	0.0608225	0.242697	0.150679	0.04389589	0.6561238
26	0	-241.407	-232.2075	-9.199486	31.10541	3.81883	0.3666905	0.03555652	0.0097136	0.0408722	0.0345138	0.241218	0.00312724	0.00617532	0.0339675	0.00285715	0.355621	0.0596494	0.00698719	0.00176761	0.081016	0.0205734	0.10194	0.0528244	31.10541	0.444124	0.768702	1.08438	1.70279	0.15422	0.172183	0.224305	0.0402708	0.314509	0.0945122	0.08838092	0.5976901
