Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1000	-213.8338	-234.9228	21.08898	28.09127	1.119053	0.0436905	0.00996888	0.0033452	0.0486206	0.217016	0.0108439	0.0903006	0.0931061	0.0304492	0.00617618	0.0551943	0.0563489	0.112696	0.0634556	0.05581599	0.06035959	0.0523545	0.182401	0.110054	0.00201741	0.0968473	0.00286811	0.0231711	0.0235177	0.212114	0.0406796	0.0063696	0.0229022	0.0140559	0.127616	0.0830319	0.01725351	28.09127	0.160077	0.509828	1.01723	2.31286	0.172117	0.179686	0.226298	0.110606	0.188613	0.122681	0.0776131	0.2223016
1100	-209.741	-230.0654	20.32443	23.33393	1.187581	0.0800426	0.0588478	0.156699	0.0111788	0.106277	0.113916	0.0606926	0.033965	0.0359718	0.18835	0.116282	0.00193562	0.0214273	0.00609361	0.08478524	0.1015174	0.305589	0.0101203	0.0552766	0.00183102	0.0289901	0.0141518	0.0526811	0.109982	0.101101	0.0958679	0.00967306	0.000453596	0.00598407	0.0958165	0.112482	0.00461143	23.33393	0.172795	0.526687	1.02526	2.27526	0.136591	0.207746	0.254147	0.0635417	0.214358	0.123617	0.1061288	0.04345124
1200	-236.4594	-239.4737	3.014314	6.635459	0.7853647	0.2521	0.0675007	0.370837	0.13468	1.07481	0.394109	0.315714	0.622416	0.0670953	0.334552	0.555173	0.00674627	0.547171	0.108432	0.2152439	0.1992979	0.0405854	0.157816	0.00408891	0.0865726	0.0833222	0.064962	0.0313998	0.0147696	0.112378	0.198584	0.023264	0.0800322	0.00416034	0.00416604	0.0938994	0.0002029008	6.635459	0.0924409	0.401174	0.952816	2.55357	0.0960649	0.178373	0.205257	0.0705993	0.29644	0.153265	0.1995008	0.001017042
1300	-231.9396	-237.142	5.202387	4.22877	0.6875195	0.032863	1.16662	0.185658	0.0296062	0.31245	0.127082	0.24484	0.657461	0.341987	0.00838169	0.720373	0.59587	0.0210281	0.348071	0.2398998	0.1207168	0.0481097	0.103242	0.0529034	0.0892435	0.0553188	0.02386	0.0460714	0.0507432	0.121404	0.264056	0.00157852	0.000210984	0.042991	0.0133254	0.0869418	0.02601999	4.22877	0.0715246	0.357582	0.920154	2.65074	0.10756	0.224478	0.236844	0.0410426	0.216264	0.173812	0.1467368	0.1773242
1400	-231.6337	-236.247	4.613262	9.54377	0.7419692	0.357292	0.239154	0.203592	0.754765	0.493006	0.150161	0.222135	0.598641	0.0490764	0.0267861	0.473855	0.227882	0.188935	0.186106	0.2634359	0.07956975	0.0221783	0.0163567	0.0673334	0.0277453	0.00797147	0.0140673	0.0187294	0.304742	0.0280929	0.242826	0.00452468	0.00538638	0.00136781	0.0760982	0.16258	0.0002147889	9.54377	0.083166	0.382677	0.939481	2.59468	0.183104	0.208406	0.264747	0.0561468	0.202899	0.0846965	0.07978454	0.002692111
1500	-220.5814	-233.4213	12.83992	26.39876	0.5930852	0.188769	0.436171	0.0921263	0.0400199	0.0616982	0.0634929	0.102359	0.0848647	0.164885	0.268758	0.0174316	0.0883436	0.145047	0.176812	0.1448471	0.08372488	0.041982	0.0892582	0.0775919	0.00292177	0.0644625	0.000437855	0.0415443	0.1354	0.0405905	0.18093	0.0100525	0.00966103	0.00598224	0.125601	0.173585	0.009093079	26.39876	0.0516851	0.308407	0.87775	2.76216	0.182958	0.188354	0.242811	0.055555	0.221119	0.109203	0.09281796	0.0979668
1600	-196.8363	-232.726	35.8897	29.54111	1.329559	0.00853938	0.0673087	0.0466543	0.0319793	0.0568066	0.00295135	0.00408758	0.0118937	0.0118456	0.0217526	0.0314819	0.00459773	0.00592618	0.0131576	0.02061963	0.05445971	0.149091	0.0884174	0.00382043	0.0553564	0.0795262	0.00501995	0.00711622	0.0188733	0.0833583	0.179721	0.0255393	0.00242565	0.0673045	0.00151774	0.232913	0.01351673	29.54111	0.197752	0.557488	1.03862	2.20614	0.123554	0.201485	0.252633	0.0516613	0.290216	0.0804503	0.06797644	0.1988444
1700	-215.5611	-229.5835	14.02248	22.5348	3.873299	0.100699	0.104013	0.0151386	0.0143679	0.0121206	0.0150338	0.185385	0.0283261	0.157982	0.261527	0.000823686	0.0204989	0.0570656	0.0726083	0.08007514	0.07739644	0.0935818	0.0350538	0.0174161	0.209842	0.0253216	0.00237282	0.0152287	0.0582246	0.303431	0.0855412	0.000594066	0.00420405	0.0307762	0.0734914	0.0449206	0.08446861	22.5348	0.447264	0.77071	1.0844	1.69763	0.179935	0.133132	0.228908	0.069957	0.291262	0.0968062	0.161865	0.5218459
1800	-214.3874	-234.6369	20.24943	10.63319	2.098346	0.0358941	0.0969868	0.190952	0.000219483	0.0219438	0.118394	0.232189	0.0446683	0.0352457	0.178768	0.0829159	0.033288	0.192105	0.0155719	0.09520892	0.066995	0.0881269	0.0566397	0.108776	0.0581733	0.0125813	0.0302494	0.0963192	0.143489	0.0574098	0.0875348	0.00551772	0.0103345	0.0538087	0.0765997	0.114441	0.01439506	10.63319	0.304738	0.66508	1.07227	1.95792	0.167938	0.167357	0.282972	0.0663006	0.239226	0.0762058	0.08139006	0.1768651
1900	-227.0667	-236.8689	9.802188	6.728398	0.6287242	0.192562	0.204466	0.171496	0.706014	0.156748	0.0213844	0.25201	0.460472	0.00871019	0.808992	0.131287	0.0314092	0.0061094	0.048814	0.2046717	0.1194608	0.00206105	0.0908045	0.0292064	0.0719714	0.040281	0.00567858	0.0786408	0.124429	0.0672815	0.328775	0.00400795	0.0130444	0.0579265	0.0253426	0.0605492	0.0009686179	6.728398	0.0590813	0.327867	0.895294	2.71776	0.114651	0.260162	0.196963	0.0639633	0.240534	0.123727	0.1204295	0.008043032
2000	-203.8867	-233.6633	29.77658	49.2663	2.358798	0.00609018	0.0163913	0.0295098	0.000695076	0.0264665	0.0048593	0.00798556	0.00341986	0.0128571	0.0696132	0.0108701	0.0536084	0.0551338	0.0646316	0.03772142	0.04375061	0.0449294	0.0189382	0.0558974	0.0396257	0.146473	0.00077573	0.003519	0.0312183	0.0998205	0.119251	0.0293113	0.0324056	0.169578	0.165537	0.0427205	0.003273755	49.2663	0.332647	0.688445	1.07683	1.90208	0.188694	0.263281	0.185819	0.0306209	0.230038	0.101547	0.04702436	0.06961827
2100	-200.2437	-230.2798	30.03612	34.59885	2.764063	0.0250458	0.0243319	0.0659029	0.0210073	0.00870924	0.00344992	0.0448685	0.0122153	0.0371088	0.0455815	0.0500451	0.0256472	0.0147239	0.0110842	0.0266195	0.02998471	0.0876313	0.0155049	0.13462	0.0672013	0.0171994	0.0109175	0.005888	0.101592	0.0215708	0.222309	0.00313281	0.00958428	0.00304963	0.170483	0.129316	0.005853724	34.59885	0.370144	0.717567	1.08107	1.83122	0.102725	0.172937	0.256626	0.127925	0.247441	0.0923466	0.03583843	0.1633365
2200	-208.6322	-233.9462	25.31404	46.53511	0.5231431	0.0628487	0.0355165	0.100016	0.0998171	0.0647952	0.0133455	0.0856564	0.0227	0.00832677	0.0135342	0.00678245	0.00723236	0.00507632	0.00381326	0.04691769	0.009109993	0.0638694	0.0869504	0.0260404	0.11168	0.0233772	0.00957906	0.0265578	0.141653	0.0739646	0.0854831	0.00332774	0.0031853	0.144307	0.0633291	0.136696	0.005724797	46.53511	0.0377533	0.266756	0.836404	2.85909	0.149772	0.130881	0.240965	0.0894121	0.241029	0.14794	0.01483479	0.3859035
2300	-204.0361	-233.1345	29.09841	48.86564	0.857455	0.0386819	0.0112855	0.0304774	0.0172359	0.0113681	0.0054654	0.212711	0.0363396	0.00236427	0.0227791	0.0243059	0.00485518	0.00236974	0.0335396	0.03522641	0.01810106	0.0277579	0.0185244	0.050646	0.0609222	0.0132036	0.017239	0.00168999	0.0174351	0.259819	0.223536	0.018437	0.00784783	0.00474295	0.0875228	0.190677	0.01279369	48.86564	0.107713	0.429277	0.971686	2.49132	0.15284	0.199676	0.261761	0.0877697	0.192614	0.105339	0.03089475	0.4141057
2400	-229.8499	-237.8502	8.000243	90.22016	0.4097915	0.277336	0.00205227	0.0912718	0.0307729	0.0749122	0.00870802	0.0191502	0.0486811	0.00319726	0.0152977	0.12591	0.00586537	0.0595195	0.0546032	0.07790565	-0.007686666	0.103941	0.00265407	0.0395098	0.0863396	0.0423989	0.017452	0.0470923	0.00911672	0.0203266	0.0463051	0.00766129	0.0141633	0.0732156	0.120995	0.368829	0.01015995	90.22016	0.018152	0.189032	0.741662	3.05115	0.137848	0.152116	0.402076	0.0569724	0.184352	0.0666364	0.00247328	4.107884
2500	-225.5686	-240.8781	15.30951	8.875327	1.59337	0.024318	0.00947151	0.107815	0.14443	0.14887	0.0016587	0.8642	0.0595902	0.160989	0.0302819	0.0149543	0.0786195	0.0665994	0.0920615	0.1181499	0.03728781	0.0239234	0.0858439	0.011652	0.0515349	0.0421664	0.112338	0.0215389	0.00319876	0.224676	0.207273	0.00948667	0.00993722	0.0134144	0.135775	0.0472407	0.07765193	8.875327	0.239392	0.603394	1.05546	2.10175	0.202601	0.184804	0.175506	0.0974759	0.234901	0.104711	0.1149397	0.6755882
2600	-200.1161	-235.9631	35.84699	144.5048	0.8944235	0.000969462	0.0103986	0.0222151	0.0351143	0.0553837	0.00208474	0.0101708	0.0110916	0.00134123	0.000473522	0.00140963	0.0230078	0.00686137	0.00567213	0.01473454	0.009612299	0.124804	0.0658104	0.0620768	0.0192237	0.0574654	0.00210513	0.0767263	0.186032	0.0180358	0.08997	0.0328662	0.0146327	0.0404191	0.138741	0.0710912	0.001374437	144.5048	0.115437	0.442545	0.980038	2.46198	0.213667	0.17423	0.205745	0.0709788	0.213983	0.121397	0.01098674	0.1250996
2700	-226.5672	-237.989	11.42186	58.88751	0.2711598	0.0946583	0.0421753	0.00798904	0.0129621	0.0442848	0.281565	0.112492	0.259805	0.0893549	0.0113676	0.124474	0.0528669	0.0610304	0.0353794	0.07330212	0.00363558	0.0667311	0.0483875	0.0162748	0.0770521	0.00124534	0.0287125	0.0103345	0.0646851	0.0945798	0.182983	0.0089227	0.00414836	0.0837485	0.175449	0.136746	0.009933433	58.88751	0.00324787	0.0823417	0.544037	3.37037	0.171384	0.234383	0.226432	0.0541056	0.237725	0.0759712	0.01356901	0.7320674
2800	-210.9355	-236.1904	25.25489	86.93215	1.184385	0.056936	0.0409593	0.0359646	0.0740858	0.0127734	0.0342307	0.0346836	0.0109757	0.0107662	0.0412959	0.0552846	0.0497334	0.0075413	0.0130228	0.0409568	0.01457983	0.198765	0.019222	0.125267	0.0743312	0.24399	0.0226144	0.021647	0.0265232	0.0940628	0.019978	0.000327204	0.0334782	0.0202607	0.0676567	0.0318769	0.003148976	86.93215	0.172212	0.525932	1.02491	2.27695	0.118927	0.170071	0.339498	0.0436324	0.242614	0.0852567	0.0177288	0.1776192
2900	-214.4914	-237.018	22.5266	8.662871	1.874435	0.0957185	0.0328233	0.0743224	0.158003	0.132342	0.0607697	0.190007	0.00529643	0.156454	0.0173335	0.0232115	0.0487441	0.0749802	0.0832826	0.1107721	0.08536063	0.139621	0.0833852	0.0138297	0.108112	0.0570719	0.0147972	0.0517035	0.034111	0.0581126	0.168401	0.0200079	0.0141718	0.109191	0.00773343	0.119752	0.0002890517	8.662871	0.277811	0.640961	1.0665	2.01472	0.16293	0.177131	0.225686	0.030529	0.246862	0.15686	0.08564969	0.003374814
3000	-220.0359	-235.3042	15.26836	11.34488	0.8115806	0.088098	0.188006	0.106004	0.231044	0.0137971	0.133737	0.29251	0.0948492	0.129964	0.0511927	0.18725	0.138224	0.250761	0.0126851	0.1269283	0.08374549	0.218139	0.0314615	0.00254687	0.0208604	0.0942553	0.00095609	0.023084	0.162762	0.183269	0.0796075	0.00577706	0.0169198	0.0459303	0.0265386	0.087893	0.01131703	11.34488	0.0980205	0.411755	0.960113	2.53011	0.167007	0.126343	0.232623	0.172303	0.203078	0.0986456	0.09506253	0.1190483
3100	-217.7189	-235.3516	17.63278	19.61601	0.612574	0.0358173	0.250471	0.0400725	0.0623474	0.0985388	0.253121	0.310823	0.167367	0.0127228	0.0164472	0.0104522	0.00625297	0.0175437	0.021316	0.1081853	0.04773641	0.0647221	0.1083	0.0319465	0.0226036	0.0198287	0.0137841	0.0141463	0.028404	0.0908868	0.201609	0.00422075	0.0462286	0.0344964	0.145111	0.173712	0.008897691	19.61601	0.0557114	0.31919	0.887601	2.7375	0.16428	0.188272	0.151334	0.0502481	0.328404	0.117463	0.0566341	0.1571084
3200	-217.864	-236.6823	18.81831	20.89983	1.168264	0.201652	0.0717786	0.0152595	0.0413435	0.113014	0.0718216	0.319968	0.0103105	0.0801187	0.0122134	0.114087	0.0048016	0.046115	0.0537733	0.08272164	0.03434247	0.160461	0.0389242	0.169259	0.0528864	0.0511814	0.0117154	0.0464475	0.0667635	0.125442	0.107882	0.0104292	0.0287393	0.0346145	0.0781386	0.0171152	0.052524	20.89983	0.169255	0.522079	1.02311	2.28555	0.153205	0.204292	0.15925	0.036939	0.325562	0.120753	0.08686647	0.6046522
3300	-208.3646	-232.51	24.14543	18.51402	1.632277	0.0601579	0.075345	0.0244034	0.0365316	0.0371773	0.0588217	0.0925889	0.0133808	0.0769653	0.0862846	0.110407	0.00781046	0.00448225	0.0111156	0.05677162	0.09795221	0.136967	0.0478036	0.10772	0.0341668	0.235306	0.0302458	0.01288	0.0185501	0.134793	0.0610673	0.0074127	0.00104642	0.00440817	0.124684	0.0429491	0.05660254	18.51402	0.245052	0.609189	1.05733	2.08843	0.111578	0.145496	0.26035	0.0366305	0.353697	0.0922489	0.1545547	0.3662297
3400	-212.7928	-234.5095	21.71668	16.1041	0.905428	0.0275986	0.0611506	0.022756	0.0137717	0.100231	0.0316814	0.160025	0.148752	0.0381639	0.0134769	0.0628132	0.165969	0.178671	0.0435997	0.06415357	0.06481444	0.0223634	0.15089	0.120171	0.0326877	0.04212	0.00889148	0.000989688	0.0528419	0.0998852	0.0918409	0.0108416	1.64438e-05	0.0676466	0.134155	0.16466	0.01679355	16.1041	0.117719	0.446356	0.982374	2.45355	0.0936884	0.170634	0.246895	0.107875	0.251852	0.129055	0.081608	0.2057832
3500	-221.7684	-239.3029	17.53451	299.0081	0.2395878	0.0368994	0.0522773	0.143977	0.00293075	0.0185324	0.0301589	0.000467239	0.0609304	0.0612666	0.00071612	0.00395438	0.0379473	0.00874276	0.00756124	0.0386372	0.002754079	0.269315	0.0312349	0.0123092	0.00253216	0.0868424	0.0114061	0.0383196	0.0991735	0.136884	0.0390696	0.00541297	0.0233806	0.0262687	0.20524	0.0126118	0.0008586686	299.0081	0.00166149	0.0592803	0.479007	3.46005	0.156882	0.121291	0.286729	0.123088	0.231432	0.0805783	0.003612747	0.2376775
3600	-223.4971	-235.2908	11.79368	33.76904	2.252167	0.0253065	0.00906149	0.00474147	0.0714281	0.00670472	0.0364074	0.0618844	0.0205723	0.431988	0.192745	0.0991041	0.177189	0.372776	0.0274272	0.07899683	0.05692223	0.0332872	0.0581651	0.0528129	0.167434	0.244509	0.0136334	0.0160499	0.0632453	0.00660756	0.13505	0.005883	0.0351498	0.0159844	0.0831932	0.0689956	0.02329661	33.76904	0.321626	0.679403	1.07519	1.92379	0.131904	0.210417	0.234061	0.0637718	0.307178	0.0526687	0.08021884	0.2904132
3700	-218.0219	-241.8577	23.8358	62.03663	0.2923863	0.00530774	0.0366169	0.0213095	0.0508569	0.0706475	0.0747857	0.126793	0.121371	0.010174	0.0122258	0.0151501	0.0280855	0.0181516	0.00150257	0.0364399	0.0216058	0.067521	0.0218753	0.00324344	0.0974692	0.211539	0.0369533	0.0168299	0.0199997	0.201527	0.0870484	0.0478643	0.00310144	0.089142	0.00158409	0.0943013	0.004085187	62.03663	0.00469806	0.0985867	0.582792	3.31392	0.159476	0.111372	0.204775	0.117721	0.229969	0.176688	0.02569099	0.1590125
3800	-223.5931	-235.9592	12.36606	7.4761	0.3873529	0.109474	0.547198	0.0020314	0.000924159	0.0950126	0.0396604	0.222381	0.0898805	0.0968534	0.703279	0.281736	0.258801	0.0809721	0.400636	0.2184698	0.1321294	0.0848486	0.01245	0.114048	0.0858848	0.204697	0.0117343	0.0171432	0.0561861	0.0397135	0.0605838	0.00174153	0.00248378	0.0411804	0.222027	0.0452774	0.01946045	7.4761	0.0149329	0.172247	0.717224	3.0956	0.133986	0.185974	0.297611	0.0225562	0.233368	0.126506	0.1515899	0.1283756
3900	-211.2116	-236.7926	25.58097	59.03008	2.074345	0.058101	0.0830916	0.0228686	0.0371026	0.0449747	0.0130063	0.0171159	0.033197	0.00234055	0.02198	0.0469668	0.0258966	0.00179865	0.00512083	0.02899674	0.01401926	0.0242854	0.0473111	0.0129982	0.0637396	0.144937	0.00279677	0.00345428	0.0791043	0.0973936	0.185045	0.0124084	0.0089859	0.1117	0.0984607	0.107379	0.02388705	59.03008	0.301991	0.662693	1.07174	1.96357	0.132033	0.184742	0.221279	0.0598488	0.292709	0.109388	0.03790631	0.6301603
4000	-206.2824	-236.737	30.45457	30.38029	1.10846	0.0205549	0.0384283	0.0168852	0.00614929	0.0059303	0.0175037	0.0398846	0.0061564	0.00265948	0.0205616	0.0998534	0.0979147	0.0348019	0.0273028	0.0346672	0.04363002	0.149015	0.0220429	0.047162	0.0812969	0.0511832	0.0121212	0.0764598	0.00476022	0.0966527	0.118958	0.00181934	0.0125387	0.0442912	0.132558	0.149141	0.02116487	30.38029	0.158072	0.507089	1.01588	2.31896	0.146461	0.0907423	0.262155	0.0844793	0.288195	0.127967	0.06479489	0.3266441
4100	-207.0634	-234.5416	27.47829	43.14649	0.630847	0.0963496	0.0572895	0.0174136	0.0698183	0.010883	0.0237319	0.00935234	0.00737239	0.00185122	0.0581114	0.0590702	0.0956636	0.0398139	0.0310201	0.0366353	0.03325639	0.173802	0.0155987	0.0214137	0.0104686	0.0465649	0.0101182	0.0320745	0.123677	0.193267	0.157193	0.00430145	0.0435274	0.0129639	0.0725623	0.0824669	0.01012981	43.14649	0.0595262	0.32899	0.896276	2.71521	0.154298	0.125101	0.28933	0.115604	0.217096	0.0985705	0.0433862	0.23348
4200	-220.7523	-234.7211	13.9688	24.66284	1.982905	0.0270713	0.102579	0.0409682	0.00534705	0.074124	0.128363	0.133374	0.113101	0.12128	0.116107	0.220839	0.0181467	0.0651188	0.0897902	0.1103744	0.01492824	0.0625989	0.00701688	0.102865	0.0484734	0.025948	0.0160998	0.00742914	0.0201307	0.127268	0.24036	0.0102531	0.0243335	0.0670982	0.0788603	0.161265	0.08794843	24.66284	0.291226	0.653183	1.06956	1.98604	0.119523	0.220898	0.218437	0.0730911	0.27743	0.0906212	0.1028767	0.8548919
4300	-221.226	-238.6201	17.39412	19.41442	0.6376929	0.0380561	0.0462235	0.0114097	0.207087	0.069771	0.123154	0.261479	0.052157	0.0984284	0.0160239	0.138063	0.114634	0.0050536	0.0444863	0.1288708	0.02780471	0.0618495	0.0307862	0.108366	0.0623337	0.110985	0.0779564	0.00947722	0.242042	0.0287612	0.0853602	0.00795552	0.000389257	0.0394064	0.109214	0.0251167	0.01122303	19.41442	0.0609637	0.332587	0.899394	2.70705	0.140682	0.13739	0.258398	0.132219	0.223076	0.108235	0.03902775	0.2875655
4400	-225.6421	-237.6048	11.9627	13.38704	0.4119704	0.0632887	0.436984	0.436982	0.00120842	0.132516	0.0119304	0.314314	0.132755	0.227627	0.0697015	0.099639	0.0861799	0.067634	0.153357	0.1319548	0.07789459	0.0715258	0.0585334	0.0397379	0.0128993	0.0755599	0.00924434	0.076437	0.119782	0.124326	0.0514944	0.00373697	0.0161191	0.0109076	0.148187	0.18151	0.05847861	13.38704	0.0184785	0.19064	0.743916	3.04697	0.108053	0.167967	0.267435	0.0603673	0.287916	0.108262	0.1363732	0.4288131
4500	-232.5951	-234.2024	1.607291	25.05102	0.3138582	0.0859967	0.963489	0.127827	0.13145	0.976937	0.0765357	0.190147	0.0122849	0.140856	0.161055	0.0845739	0.222705	0.0356241	0.123699	0.1841577	0.05422915	0.113375	0.023085	0.102867	0.0607807	0.19894	0.0077096	0.02621	0.0651803	0.112562	0.110154	0.00414453	0.00107432	0.0408014	0.0847066	0.0484094	0.05942275	25.05102	0.00648661	0.11531	0.618358	3.25985	0.189264	0.151789	0.289392	0.0529095	0.188455	0.128191	0.1136519	0.5228487
4600	-226.6735	-227.838	1.164467	4.88601	2.060465	0.144256	0.0703786	0.454048	0.416794	0.32382	0.194667	1.92321	0.129175	0.119335	0.297524	0.0634642	0.0692127	0.0749633	0.235736	0.258936	0.3598044	0.0237833	0.0470872	0.0344219	0.134114	0.0221159	0.00518713	0.00190369	0.0176775	0.148919	0.119234	0.000287755	0.0284902	0.0224464	0.112558	0.281774	0.1142947	4.88601	0.300387	0.661293	1.07143	1.96689	0.123824	0.169639	0.267288	0.0660794	0.300503	0.0726668	0.4740991	0.2410776
