Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-254.1486	-249.5116	-4.637066	18.20079	0.7946506	0.2390494	0.1231367	0.0836252	0.117395	0.132579	0.0936863	0.0033793	0.0451252	0.00841052	0.0261884	0.034882	0.1132	0.0732223	0.0978339	0.0489764	0.0960386	0.025457	0.0006607976	18.20079	0.0944199	0.404971	0.955462	2.54515	0.286116	0.226018	0.116284	0.113868	0.103088	0.154626	0.1237975	0.00533773
100	-258.0993	-251.2671	-6.832164	14.073	1.084147	0.3152092	0.2493506	0.058858	0.0277695	0.120618	0.0189939	0.048713	0.114898	0.0290433	0.0118273	0.0664322	0.034473	0.0724906	0.163973	0.092339	0.108317	0.0312546	0.04111136	14.073	0.153431	0.500661	1.01265	2.33325	0.23793	0.205399	0.131453	0.124972	0.115287	0.184961	0.290462	0.1415378
200	-260.1229	-248.1793	-11.94358	65.32355	2.942272	0.0647827	0.0335351	0.0221502	0.126641	0.0127747	0.0130804	0.0179923	0.0454749	0.095208	0.0208966	0.0575521	0.0885357	0.0291203	0.00863381	0.248806	0.164309	0.0488257	0.01810445	65.32355	0.384746	0.728281	1.08222	1.80476	0.326207	0.174652	0.14283	0.0829955	0.15052	0.122794	0.05163955	0.3505928
300	-265.8329	-245.5514	-20.28143	52.4222	9.436804	0.05597074	0.06827233	0.00741014	0.201676	0.0118463	0.0370165	0.00166539	0.00204082	0.0536849	0.0320994	0.020054	0.0694668	0.0712711	0.0108343	0.29855	0.167217	0.0151681	0.009764018	52.4222	0.621789	0.866364	1.0735	1.43835	0.277011	0.193842	0.109531	0.0818296	0.187808	0.149978	0.07803634	0.1251214
400	-256.0475	-250.6679	-5.379579	15.06447	2.589077	0.0803688	0.06045226	0.0215772	0.121704	0.13735	0.0381925	0.00575565	0.150941	0.177037	0.0233458	0.0515411	0.0509022	0.01904	0.00213645	0.0801574	0.0997832	0.0205362	0.02299168	15.06447	0.354742	0.705898	1.07957	1.85979	0.235729	0.253152	0.0819892	0.108454	0.207911	0.112765	0.08344393	0.2755344
500	-266.854	-251.0294	-15.82458	73.23121	1.147777	0.03413873	0.01684724	0.0348222	0.0248792	0.0327394	0.022099	0.0172778	0.133025	0.028942	0.0996981	0.0423335	0.0193937	0.0289795	0.0027895	0.252128	0.0690223	0.191871	0.03229834	73.23121	0.165462	0.51707	1.02074	2.29673	0.18815	0.23331	0.106558	0.0944625	0.18369	0.19383	0.04914559	0.6571973
600	-253.735	-252.2906	-1.444412	5.814669	0.8506383	0.2488107	0.1894249	0.0101855	0.190922	0.0181799	0.0163126	0.00734587	0.0664879	0.00320711	0.0133073	0.0884953	0.0564034	0.0999402	0.0451144	0.280808	0.0640076	0.039283	0.03391274	5.814669	0.106279	0.42675	0.970056	2.49692	0.219796	0.290535	0.106729	0.0562556	0.235418	0.0912662	0.2233376	0.1518452
700	-252.1706	-249.5673	-2.603331	7.862548	1.688803	0.4082183	0.1446204	0.118462	0.0904958	0.0475171	0.0536649	0.0158954	0.0732339	0.108692	0.00100541	0.0414493	0.0250885	0.0851747	0.0545415	0.154563	0.0251093	0.105107	0.007403373	7.862548	0.253071	0.617237	1.05982	2.06987	0.197784	0.215613	0.130368	0.102532	0.203598	0.150105	0.1520237	0.0486988
800	-270.0336	-256.9017	-13.13185	56.87569	1.008469	0.05543911	0.03010434	0.0120777	0.0781148	0.0461607	0.0550115	0.155423	0.0405139	0.00624408	0.00185	0.0982166	0.0069236	0.0456727	0.0227736	0.244334	0.0267301	0.159954	0.01414155	56.87569	0.13864	0.479283	1.00139	2.38069	0.163273	0.324083	0.145498	0.0810249	0.17847	0.10765	0.04424589	0.3196127
900	-256.1911	-246.332	-9.859101	23.28849	2.163531	0.09409004	0.09908197	0.0354244	0.0890076	0.149084	0.0278279	0.00472489	0.0184592	0.00564919	0.00329274	0.0914697	0.106041	0.0477532	0.0844931	0.165816	0.135996	0.0349605	0.1265726	23.28849	0.312044	0.671348	1.07359	1.94302	0.204092	0.314879	0.101559	0.0905494	0.120663	0.168257	0.2256546	0.5609131
