Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
451	0	-245.6824	-250.8958	5.213397	16.04704	2.683186	0.0235172	0.0784412	0.0500008	0.259649	0.10587	0.0227033	0.576241	0.225399	0.094325	0.387076	0.092331	0.15612	0.234772	0.165384	0.0667148	0.0736817	0.1759083	0.02421775	0.020206	0.224308	0.0227892	0.104815	0.0440838	0.0178201	0.110778	0.0612793	0.0532639	0.0226675	0.00333564	0.0184928	0.147147	0.0480125	0.101001	0.03635232	16.04704	0.363164	0.712327	1.08043	1.84408	0.272101	0.224184	0.117314	0.0940169	0.171213	0.121171	0.06057007	0.6001697
452	0	-223.2736	-244.7238	21.4502	338.0096	1.996275	0.0170192	0.0662992	0.0128588	0.0180199	0.00125582	0.00371879	0.0351303	0.0120409	0.0121381	0.0163469	0.00374896	0.0116642	0.018916	0.0413913	0.00629617	0.0631187	0.01616424	0.008075825	0.0742588	0.0247629	0.210308	0.0529399	0.0106583	0.0128822	0.00521412	0.0563843	0.0783725	0.0363426	0.0104692	0.0430366	0.201118	0.0424166	0.140836	0.001457456	338.0096	0.29283	0.654617	1.0699	1.98266	0.236229	0.188973	0.14367	0.147823	0.170791	0.112515	0.00953328	0.1528808
453	0	-236.7312	-248.0902	11.35903	18.4366	4.524242	0.00826266	0.0379505	0.368869	0.093793	0.0450604	0.00397118	0.156191	0.0211979	0.137093	0.00450408	0.110804	0.0143372	0.183757	0.12095	0.0216354	0.0328335	0.07866141	0.1847305	0.0314159	0.0958916	0.115859	0.0918038	0.023482	0.0630695	0.0404199	0.0523449	0.0452187	0.0438639	0.00835682	0.00347807	0.241201	0.136293	0.00730167	0.002760932	18.4366	0.481031	0.791587	1.08402	1.64337	0.233399	0.181625	0.120989	0.106606	0.16413	0.193251	0.1874914	0.01472565
454	0	-230.3009	-251.6935	21.39267	310.9194	3.897499	0.00111741	0.000726842	0.0981816	0.00963821	0.0018085	0.00130366	0.0338962	0.01281	0.00198187	0.0531828	0.0104112	0.0115827	0.0299673	0.00556412	0.00356234	0.0678112	0.01805878	0.003650157	0.12439	0.0713639	0.0841386	0.0771476	0.0581583	0.0208769	0.0195288	0.0296198	0.108925	0.127474	0.0653151	0.0159077	0.0663434	0.0558937	0.0749172	0.003478304	310.9194	0.448641	0.771588	1.0844	1.69537	0.231163	0.212202	0.0872172	0.114143	0.143458	0.211816	0.007128461	0.487946
455	0	-247.643	-244.4682	-3.174781	42.66515	2.682518	0.031185	0.00774225	0.346851	0.0769599	0.0217316	0.0597724	0.0900379	0.438718	0.0656352	0.403615	0.10614	0.366725	0.173829	0.123988	0.279228	0.337228	0.1471098	0.05904609	0.0383934	0.0405392	0.0686768	0.022628	0.20996	0.020781	0.0731966	0.0165808	0.0119965	0.163381	0.092169	0.107215	0.126416	0.000773675	0.00729237	0.03031939	42.66515	0.363105	0.712283	1.08043	1.84419	0.335748	0.152104	0.0817712	0.0919719	0.201832	0.136573	0.08936547	0.3392741
456	0	-228.7461	-246.7756	18.02944	131.061	4.04768	0.00328268	0.0517231	0.0279891	0.00819228	0.00383577	0.0117075	0.0504824	0.0195915	0.0423762	0.0887763	0.0113833	0.0427529	0.00102606	0.0235588	0.0439374	0.0479681	0.03661797	0.003405652	0.0467103	0.125579	0.0936468	0.0166468	0.0485959	0.0155623	0.0488382	0.00476716	0.0146731	0.0268516	0.240956	0.0574259	0.143112	0.0834166	0.033218	0.005393317	131.061	0.456962	0.776842	1.08439	1.68181	0.259007	0.131922	0.0776057	0.0877429	0.255048	0.188675	0.008798969	0.6129487
457	0	-237.3516	-249.7132	12.36163	26.71303	4.109123	0.0329038	0.127275	0.278045	0.0349792	0.0014823	0.0536637	0.164031	0.123554	0.0574779	0.000987476	0.264463	0.0627416	0.0147691	0.0340861	0.00892303	0.0350558	0.08638326	0.03724317	0.00927576	0.00699348	0.186707	0.0376245	0.0177123	0.064098	0.0999031	0.0402235	0.0286203	0.309431	0.027215	0.00372886	0.061111	0.0168114	0.0905453	0.02359704	26.71303	0.460258	0.7789	1.08437	1.67647	0.280483	0.169463	0.140576	0.096602	0.164822	0.148054	0.06084021	0.3878527
458	0	-242.8059	-248.1462	5.340278	68.15577	1.111988	0.175164	0.0356714	0.242541	0.0595629	0.14314	0.115398	0.123141	0.195232	0.0255538	0.0809538	0.143378	0.0613266	0.134423	0.0652781	0.105069	0.284515	0.1117781	0.03725133	0.0455668	0.0524104	0.114033	0.0249648	0.0688719	0.0204472	0.0444125	0.0500706	0.0785032	0.0397644	0.197714	0.152091	0.0666758	0.00476706	0.0397074	0.001885102	68.15577	0.158741	0.508005	1.01633	2.31692	0.229247	0.150382	0.0979494	0.1261	0.204702	0.191621	0.03913644	0.04816743
459	0	-247.1601	-244.1476	-3.012515	23.18446	3.600844	0.284355	0.204556	0.169078	0.196485	0.124959	0.2782	0.106345	0.264028	0.0503684	0.27476	0.338918	0.506567	0.0951153	0.056551	0.0791311	0.309357	0.1718326	-0.01651935	0.0343008	0.00524349	0.173567	0.047526	0.0143109	0.0153065	0.00740087	0.0236122	0.0724194	0.0715646	0.205898	0.0237112	0.104489	0.190997	0.00965322	0.1154618	23.18446	0.430993	0.760167	1.08422	1.72462	0.275724	0.221265	0.104194	0.0620648	0.192742	0.14401	0.09894248	1.166959
460	0	-237.7152	-246.3584	8.643206	58.60644	2.05708	0.0406206	0.359198	0.113453	0.0148288	0.0151293	0.000932963	0.149675	0.0704292	0.00574564	0.098791	0.175412	0.0209778	0.110632	0.128666	0.0876253	0.118785	0.08943307	0.02548407	0.0106552	0.0521885	0.305625	0.0979607	0.00651352	0.0370354	0.0325668	0.0257627	0.0197136	0.0262781	0.081775	0.0117073	0.114758	0.0729515	0.104509	0.003633784	58.60644	0.299995	0.660949	1.07135	1.9677	0.276609	0.204219	0.122842	0.0580583	0.138782	0.199491	0.02911785	0.1247957
461	0	-233.8781	-248.0751	14.19697	400.0749	1.454366	0.00291582	0.106032	0.0155694	0.00641006	0.0127727	0.00143242	0.00894292	0.0163384	0.0908725	0.0386816	0.0277357	0.098201	0.014765	0.0253289	0.00430374	0.0292742	0.02944701	0.002832226	0.0126972	0.0626515	0.170008	0.10453	0.0980066	0.0264264	0.05132	0.0139046	0.0111165	0.0787952	0.00783286	0.00100185	0.160736	0.136263	0.0647102	0.008302973	400.0749	0.218186	0.58078	1.04763	2.15341	0.31043	0.174334	0.12734	0.0947124	0.126504	0.166679	0.0111352	0.745651
462	0	-257.0365	-255.2107	-1.825759	90.2819	3.215888	0.0537991	0.17669	0.126637	0.0163523	0.0848934	0.117272	0.101992	0.472934	0.0925343	0.017869	0.0675249	0.0583351	0.0854293	0.122467	0.0710795	0.412227	0.1089574	0.03588935	0.141367	0.0207532	0.145995	0.0423526	0.0643709	0.0012738	0.00959921	0.039249	0.0611647	0.0653095	0.0629152	0.0646839	0.0500492	0.162702	0.0682139	0.01503167	90.2819	0.405303	0.742822	1.08339	1.76848	0.221083	0.191656	0.104317	0.171482	0.195091	0.11637	0.05092102	0.2951958
463	0	-258.0674	-250.4737	-7.593702	37.0845	1.634706	0.0136945	0.814335	0.0944579	0.0912623	0.427439	0.290796	0.329467	0.0311609	0.568799	0.163226	0.694305	0.137426	0.71255	0.105963	0.140351	0.14396	0.3333096	0.05536757	0.212739	0.049504	0.0549749	0.154039	0.0224054	0.00897704	0.0659607	0.130636	0.0188776	0.00931043	0.0154444	0.00879349	0.211304	0.00429324	0.0327405	0.008182917	37.0845	0.245402	0.609544	1.05744	2.08761	0.251496	0.189032	0.0939148	0.0851535	0.22672	0.153684	0.06355048	0.1287625
464	0	-225.3969	-244.9809	19.58402	45.81327	2.857699	0.0338752	0.0832868	0.0695715	0.0551147	0.00531242	0.0260157	0.129798	0.0149073	0.0120122	1.14964e-05	0.0915231	0.0340284	0.0801576	0.0268515	0.0448418	0.0104583	0.06512151	0.01997869	0.029979	0.0916391	0.0951936	0.035736	0.0984581	0.0190982	0.025646	0.014145	0.0302203	0.0473281	0.132252	0.0322064	0.302864	0.00941314	0.0358209	0.008781924	45.81327	0.377945	0.723332	1.08172	1.81701	0.304245	0.178104	0.0899907	0.112434	0.193151	0.122075	0.02876061	0.3053455
465	0	-237.5258	-253.4418	15.916	31.82014	1.275383	0.0089067	0.237175	0.068806	0.0861554	0.0903975	0.0639643	0.0906771	0.0310914	0.0571864	0.207318	0.0120293	0.118624	0.0550006	0.00146915	0.0383934	0.0168388	0.06252712	0.02175349	0.0644445	0.0440339	0.205617	0.156837	0.0121972	0.0709319	0.0131854	0.0164108	0.120891	0.0327273	0.0103314	0.0196535	0.169408	0.0330023	0.0303286	0.03550857	31.82014	0.188449	0.546332	1.03397	2.23125	0.225005	0.17055	0.107749	0.0897113	0.232642	0.174344	0.05726206	0.6201064
466	0	-235.3723	-259.9225	24.55019	42.42656	1.639026	0.0055447	0.0201581	0.0426414	0.0211618	0.0355389	0.0177423	0.0163205	0.00192105	0.0222162	0.0486847	0.0011951	0.10209	0.000309216	0.136825	0.120557	0.0151496	0.02574998	0.02926329	0.0467755	0.111497	0.221537	0.0150277	0.133484	0.0221266	0.0790896	0.0195383	0.0153537	3.89808e-05	0.11582	0.0145654	0.0859696	0.0147955	0.10438	0.002804946	42.42656	0.246022	0.610173	1.05764	2.08616	0.184372	0.279026	0.0708581	0.140451	0.166876	0.158417	0.03206824	0.08746803
467	0	-244.4842	-246.9006	2.416408	18.86055	6.224924	0.0305971	0.0305842	0.212134	0.0428518	0.654495	0.0509037	0.154186	0.0982994	0.0195482	0.0697284	0.142239	0.110135	0.107819	0.2881	0.0940373	0.265429	0.2475672	0.09380392	0.0648938	0.0340608	0.173428	0.01941	0.0667529	0.00121502	0.0322449	0.105075	0.143787	0.0967428	0.0296528	0.00250507	0.102027	0.0235823	0.104622	0.004758088	18.86055	0.546168	0.828434	1.08075	1.54465	0.311561	0.160792	0.140133	0.0906872	0.193517	0.103309	0.09856201	0.04827508
468	0	-252.7361	-251.9407	-0.795415	125.451	1.055556	0.237348	0.0745967	0.120448	0.0808327	0.0951104	0.00899674	0.0986405	0.101166	0.0507184	0.159027	0.11585	0.134774	0.176328	0.0669	0.0708355	0.018648	0.1546349	-0.01021204	0.0288604	0.0199487	0.0870108	0.0211961	0.0369072	0.0466222	0.00366808	0.0271336	0.00886164	0.0531731	0.0350203	0.288216	0.298049	0.00891107	0.0364216	0.05622292	125.451	0.147904	0.492836	1.00863	2.35063	0.209367	0.216888	0.0858266	0.111145	0.242472	0.134302	0.04601088	1.221948
469	0	-233.8637	-249.6501	15.78649	133.3292	3.189253	0.0543273	0.0526614	0.0265138	0.00126375	0.00785908	0.0405934	0.0230204	0.0786286	0.00207162	0.00647635	0.0421606	0.037544	0.0648387	0.014085	0.0830084	0.0649756	0.02826304	0.01015213	0.0367733	0.110972	0.100637	0.109025	0.1441	0.0464155	0.0834315	0.0882712	0.051598	0.00999852	0.0174179	0.0168356	0.100105	0.0354802	0.0489385	0.01489547	133.3292	0.403393	0.741496	1.0833	1.77181	0.215107	0.182423	0.159965	0.145502	0.20412	0.0928823	0.0250476	0.5946866
470	0	-217.2424	-243.5932	26.35078	216.4061	3.372249	0.023151	0.00114753	0.0332698	0.00702018	0.0430057	0.00416309	0.000889769	0.00647111	0.00451206	0.000904189	0.00197146	0.00433137	0.00302805	0.0649007	0.011099	0.0385564	0.01450717	0.003555838	0.0467325	0.0167225	0.184874	0.00956789	0.053894	0.00587486	0.0238048	0.024761	0.0477652	0.0538801	0.00543775	0.0301921	0.350938	0.130991	0.0145648	0.001432214	216.4061	0.416156	0.750257	1.08382	1.74976	0.319665	0.220458	0.122657	0.0785317	0.163183	0.0955056	0.004988052	0.2871289
471	0	-223.3625	-253.5451	30.18262	47.98722	2.236397	0.00876974	0.0431622	0.0327189	0.0105848	0.00829926	0.000115341	0.0755641	0.00837617	0.0358378	0.0120631	0.0100133	0.0327155	0.0660146	0.00810872	0.106851	0.0225822	0.02830057	0.04788288	0.115005	0.0598696	0.138176	0.0230445	0.00958831	0.013302	0.153021	0.0165296	0.124899	0.00244179	0.0538818	0.0109292	0.238771	0.0186306	0.0219115	0.00232689	47.98722	0.31995	0.678007	1.07492	1.92713	0.219078	0.265306	0.151946	0.106113	0.148622	0.108934	0.05020977	0.04634338
472	0	-258.0455	-255.8921	-2.153385	23.61564	1.299312	0.0569563	0.306874	1.00813	0.0242632	0.245089	0.170518	0.234851	0.40504	0.183471	0.000744742	0.129484	0.272858	0.453256	0.265133	0.0284732	0.200693	0.2676377	0.0427414	0.0481632	0.112712	0.207179	0.0371617	0.0324841	0.0484847	0.0412897	0.0303098	0.0950799	0.0421322	0.0615927	0.000758848	0.141981	0.0825044	0.0181658	0.008170702	23.61564	0.192591	0.551345	1.03609	2.21998	0.312888	0.141654	0.107528	0.134805	0.100939	0.202186	0.0509121	0.1604864
473	0	-234.9824	-247.566	12.58355	90.66718	4.249156	0.225479	0.0625326	0.0565366	0.0127766	0.0395337	0.12009	0.0627837	0.020936	0.0539375	0.0130303	0.0210338	0.0125028	0.0179239	0.00568997	0.0432554	0.0321025	0.04915706	0.008128195	0.0358648	0.0177395	0.265671	0.147406	0.139624	0.00449671	0.0323162	0.0562401	0.0229788	0.00156418	0.0228634	0.0879681	0.0476633	0.00906541	0.108538	0.01838371	90.66718	0.467547	0.783407	1.08429	1.66476	0.312017	0.184651	0.176621	0.118859	0.13487	0.072982	0.02651191	0.6934134
474	0	-247.3146	-249.1763	1.86168	227.0349	1.82209	0.096609	0.00621642	0.095535	0.0547808	0.0270106	0.034525	0.111726	0.0717764	0.0159533	0.0466346	0.0603573	0.00635962	0.24952	0.0730228	0.0358862	0.00196061	0.05233992	0.00571135	0.0892915	0.162521	0.0144184	0.0369533	0.141224	0.00617602	0.146611	0.00230673	0.0180251	0.0151095	0.00788707	0.115995	0.188104	0.0464501	0.0089281	0.03701665	227.0349	0.271071	0.634655	1.06483	2.02945	0.274468	0.172066	0.123097	0.0796321	0.18055	0.170187	0.042728	0.8663324
475	0	-248.5507	-251.7095	3.158715	51.48887	2.102143	0.0101128	0.49429	0.0973757	0.375762	0.0163388	0.126208	0.0622547	0.083989	0.227264	0.0533032	0.0187975	0.0163834	0.192526	0.0298582	0.0153938	0.130968	0.06567591	0.03534664	0.0287921	0.0599586	0.18677	0.0598762	0.0366512	0.0779422	0.134912	0.000259254	0.000882499	0.0574094	0.118066	0.0590465	0.0350417	0.111272	0.0331207	0.01312808	51.48887	0.30517	0.665454	1.07235	1.95703	0.257866	0.181634	0.136264	0.0427656	0.205026	0.176444	0.04847472	0.2708233
476	0	-238.1846	-246.3917	8.207145	184.2477	2.618586	0.0286204	0.0910937	0.042951	0.166722	0.0551434	0.0495929	0.0345876	0.0527916	0.0526592	0.0386743	0.00528838	0.143989	0.0257084	0.000446177	0.0544549	0.0569958	0.05383018	0.002905378	0.0434929	0.0855173	0.0108077	0.138072	0.00663448	0.0056151	0.126247	0.0181193	0.00667053	0.00842322	0.109489	0.104987	0.190221	0.0229719	0.122732	0.002630559	184.2477	0.357419	0.707954	1.07986	1.85477	0.265629	0.158841	0.1387	0.0820195	0.218715	0.136095	0.005535937	0.4751786
477	0	-233.9854	-244.7099	10.72453	52.74022	7.8668	0.021882	0.085427	0.11143	0.0606876	0.0197758	0.00127198	0.113862	0.00247514	0.127894	0.0685411	0.0240517	0.108264	0.139063	0.0135495	0.024274	0.00184352	0.06806718	0.01792829	0.0377587	0.112717	0.0657634	0.115483	0.0264298	0.0605683	0.165202	0.054343	0.0234757	0.0153691	0.0464875	0.0414213	0.175862	0.0478971	0.0112227	0.02448346	52.74022	0.590039	0.851019	1.07695	1.482	0.226687	0.215714	0.093	0.0657358	0.194958	0.203906	0.04241175	0.5772801
478	0	-234.0258	-249.7028	15.67704	47.47218	2.856908	0.000546788	0.02824	0.0724407	0.019757	0.0517115	0.0149526	0.00618222	0.00312413	0.0466805	0.0957888	0.0623323	0.232402	0.0281683	0.0497431	0.05746	0.135502	0.04511388	0.02229196	0.0338283	0.0738243	0.113793	0.0394584	0.038411	0.00462099	0.102157	0.00540923	0.223932	0.0329422	0.0872716	0.012266	0.0168081	0.091783	0.123494	0.009050849	47.47218	0.37788	0.723284	1.08171	1.81712	0.195702	0.253821	0.0910326	0.0897871	0.246895	0.122762	0.03134281	0.2887696
479	0	-239.2879	-246.3033	7.015359	82.8594	1.773038	0.07639	0.0553745	0.0570118	0.0644746	0.125162	0.408045	0.0466247	0.084466	0.00658508	0.000260775	0.18	0.135228	0.062785	0.0983226	0.0572905	0.00518165	0.07150723	-0.002760046	0.0286408	0.0897871	0.26041	0.0319124	0.0739854	0.0354651	0.0579713	0.0209169	0.0479938	0.112313	0.0143856	0.0437701	0.080788	0.0666444	0.0350158	0.05669324	82.8594	0.26459	0.628483	1.06311	2.04381	0.302498	0.151244	0.0793689	0.0912367	0.23251	0.143142	0.05393319	1.051175
480	0	-229.4796	-250.6316	21.15197	396.7909	1.668208	0.00327241	0.00285892	0.00553182	0.0143737	0.0419686	0.0011583	0.00307599	0.000657821	0.0100451	0.0589428	0.0190578	0.019724	0.0015191	0.000813433	0.0461737	0.0175299	0.009540954	0.002378498	0.020054	0.024303	0.126585	0.00462827	0.131379	0.0252918	0.0793406	0.0153593	0.106809	0.0429354	0.0224003	0.0296844	0.0878049	0.0693815	0.214044	0.005277012	396.7909	0.250177	0.614354	1.05894	2.07653	0.239283	0.248156	0.11507	0.0928697	0.19685	0.107772	0.00765551	0.689309
481	0	-249.8499	-251.2769	1.426995	31.70223	1.232949	0.108786	0.188385	0.0804865	0.134361	0.00226335	0.063626	0.128328	0.312248	0.0287981	0.298345	0.226488	0.0382134	0.218899	0.456864	0.111787	0.455364	0.1181886	0.02684851	0.0123235	0.229627	0.00134127	0.0193018	0.1403	0.0562789	0.0449951	0.00518142	0.154995	0.00997993	0.184844	0.0168392	0.0748877	0.0288711	0.0202341	0.009609798	31.70223	0.180973	0.537094	1.02996	2.25198	0.241405	0.275388	0.0852549	0.143554	0.160361	0.0940375	0.0364583	0.2635832
482	0	-237.0949	-242.7601	5.665163	124.8731	1.830581	0.00505098	0.00626154	0.354952	0.00223432	0.0231217	0.152238	0.0589417	0.0931783	0.00293245	0.0931685	0.166211	0.018523	0.0771542	0.0532566	0.0200289	0.125469	0.1048775	0.01044487	0.0465656	0.0875951	0.121849	0.0269965	0.0281733	0.0720161	0.0922823	0.0103801	0.0543727	0.0886864	0.0260498	0.0315195	0.239244	0.00827563	0.0659937	0.06706698	124.8731	0.272177	0.635697	1.06511	2.02702	0.29001	0.177963	0.102949	0.0693314	0.212246	0.147501	0.07751185	0.8652481
483	0	-230.5207	-248.0682	17.54749	177.7397	1.716387	0.0637204	0.0119693	0.00912824	0.00201938	0.0631227	0.00240145	0.0238899	0.0218465	0.00676708	0.0784615	0.0609368	0.117174	0.0866521	0.018731	0.0199275	0.0165895	0.04462681	0.01360011	0.0322213	0.0253042	0.112678	0.090545	0.0597144	0.018029	0.115162	0.00868213	0.00872723	0.0552187	0.0522561	0.0346039	0.106981	0.188593	0.0912839	0.007801883	177.7397	0.256899	0.621015	1.06095	2.06113	0.244258	0.223213	0.0773491	0.0773157	0.210259	0.167605	0.02140199	0.36454
484	0	-230.8265	-239.2337	8.407117	253.1873	2.324199	0.052176	0.00368174	0.0131962	0.00259406	0.270345	0.0596021	0.0155063	0.0187465	0.00429452	0.0242569	0.096898	0.0479897	0.0349314	0.0290842	0.110013	0.00749312	0.06918578	0.009496653	0.0575037	0.0099102	0.0982485	0.0479158	0.155906	0.000403916	0.0851557	0.00877112	0.00231375	0.0236861	0.00643332	0.0140711	0.351359	0.038292	0.10003	0.001761236	253.1873	0.329129	0.685584	1.07633	1.90896	0.244174	0.195542	0.153886	0.0677029	0.231771	0.106924	0.01125789	0.1564446
485	0	-242.1898	-246.2891	4.099244	137.5137	4.985925	9.15038e-06	0.073468	0.0224854	0.0329067	0.00197355	0.0741532	0.0650698	0.0249695	0.102775	0.205241	0.0294586	0.14812	0.0434725	0.0872563	0.13509	0.14575	0.08605453	0.009399252	0.027464	0.0281969	0.328935	0.134694	0.0322478	0.0684061	0.0351164	0.0116218	0.0247021	0.00557366	0.0442248	0.0827417	0.0454812	0.0689935	0.0616016	0.005870635	137.5137	0.501492	0.803622	1.08333	1.61156	0.256506	0.184987	0.127639	0.0826186	0.186495	0.161753	0.01526989	0.3844583
486	0	-238.8658	-245.1223	6.256526	168.5352	5.642313	0.0335043	0.0650314	0.0115564	0.0011676	0.0802777	0.0489024	0.0465473	0.0567656	0.00867653	0.0556626	0.0110449	0.0175036	0.0777927	0.0443125	0.0654193	0.132634	0.08601416	0.0008992009	0.0170891	0.0918088	0.152212	0.00285822	0.0705964	0.0805557	0.0258581	0.0298141	0.00481387	0.0909555	0.00739786	0.00518327	0.305294	0.00515892	0.110404	0.006808316	168.5352	0.526749	0.817887	1.08204	1.57332	0.251812	0.154665	0.101582	0.0689164	0.256312	0.166711	0.007707517	0.8833346
487	0	-243.2184	-253.879	10.66058	143.0432	4.04919	0.00949443	0.20991	0.0296657	0.0191529	0.00268524	0.0688929	0.0280666	0.0579617	0.0828572	0.0303415	0.0601205	0.0891032	0.0103543	0.0068513	0.0368213	0.0160725	0.03750918	0.01703952	0.0652926	0.0227772	0.118929	0.122009	0.229234	0.0167908	0.160377	0.00457682	0.0171164	0.00302641	0.00222924	0.00214566	0.147467	0.0614749	0.0265542	0.0008223803	143.0432	0.457044	0.776893	1.08439	1.68167	0.335831	0.129938	0.125971	0.0557406	0.224129	0.12839	0.0178619	0.04604103
488	0	-251.9267	-257.5549	5.628213	21.57499	3.418954	0.0423651	0.171601	0.00314723	0.0891906	0.059572	0.0510883	0.448578	0.278748	0.0449037	0.0451623	0.154215	0.0514593	0.0674246	0.262111	0.038609	0.295036	0.1779599	0.06853828	0.0331767	0.0366363	0.0631965	0.0155592	0.0479295	0.0115986	0.141604	0.00805614	0.117036	0.0730526	0.00758128	0.266025	0.0476986	0.0673613	0.0634878	0.02181256	21.57499	0.419283	0.75237	1.08393	1.74442	0.27539	0.206032	0.123133	0.0549928	0.196943	0.143509	0.09035085	0.2414207
489	0	-246.3713	-243.398	-2.973293	27.86548	3.013227	0.612409	0.0686263	0.487245	0.0970712	0.175755	0.103642	0.118008	0.0602071	0.0139977	0.0024064	0.300244	0.190248	0.349325	0.333998	0.129477	0.276813	0.2622801	0.1108864	0.0663424	0.119873	0.104924	0.161978	0.00967358	0.0176736	0.0867507	0.0598816	0.0224345	0.0374738	0.00326476	0.0155597	0.223804	0.0266528	0.0437146	0.003765177	27.86548	0.390283	0.732258	1.08258	1.79488	0.274771	0.167052	0.0770753	0.114235	0.146897	0.21997	0.1146515	0.03284018
490	0	-240.6305	-247.5564	6.925847	13.40726	3.991739	0.272855	0.00408473	0.419723	0.00387892	0.292127	0.0972089	0.0958913	0.0585522	0.00491564	0.133864	0.0499293	0.319634	0.204966	0.0426183	0.0875349	0.123238	0.1393223	0.05056273	0.0654607	0.0861565	0.0600215	0.0425456	0.0018993	0.0100234	0.147656	0.0154904	0.0580232	0.0136946	0.0562338	0.0566926	0.235877	0.042486	0.107739	0.07681048	13.40726	0.453908	0.774923	1.0844	1.68677	0.188261	0.1878	0.0894446	0.109699	0.255884	0.16891	0.1273732	0.6030348
491	0	-244.175	-246.1701	1.995129	102.0062	3.384421	0.127715	0.200864	0.254448	0.143177	0.102233	0.0688403	0.130228	0.24988	0.0617735	0.0028857	0.047264	0.013183	0.0251029	0.00804865	0.301834	0.0923436	0.1010361	0.01500366	0.0724092	0.041077	0.144369	0.0435416	0.0903275	0.0355111	0.0263488	0.0179152	0.0248382	0.0219969	0.0864542	0.0216748	0.157451	0.0254014	0.190684	0.003909196	102.0062	0.416976	0.750812	1.08385	1.74836	0.257297	0.227355	0.0718144	0.163066	0.170555	0.109913	0.01891286	0.2066951
492	0	-239.3974	-248.4449	9.047484	17.0264	2.424524	0.619886	0.15279	0.0620336	0.220122	0.00580716	0.0384639	0.110761	0.039977	0.252651	0.217518	0.245069	0.0650088	0.0545308	0.180702	0.0308732	0.0334256	0.1206376	0.06512323	0.0149092	0.0575141	0.12591	0.0142785	0.0153827	0.032406	0.0681301	0.0344429	0.058233	0.022578	0.055584	0.206127	0.115849	0.0897771	0.0888775	0.007010572	17.0264	0.339182	0.693698	1.07772	1.8894	0.334163	0.228213	0.0853576	0.102795	0.138434	0.111037	0.0721338	0.09718845
493	0	-253.7727	-257.6098	3.837073	42.94839	1.846421	0.234666	0.0761619	0.0464135	0.0454114	0.0569213	0.0451626	0.528029	0.00787729	0.104899	0.0295736	0.586785	0.0976311	0.0331837	0.164915	0.0180754	0.155231	0.1640528	0.07417947	0.052844	0.0174341	0.0684235	0.0615798	0.130029	0.0181199	0.0512678	0.00955665	0.0153905	0.0390242	0.00596922	0.105349	0.226186	0.102735	0.0960912	0.002865876	42.94839	0.274226	0.637621	1.06562	2.02253	0.222588	0.238862	0.0822746	0.092044	0.182451	0.18178	0.07704535	0.03719727
494	0	-238.6905	-242.0209	3.330435	11.69816	4.007802	0.270578	0.119344	0.00569527	0.95348	0.00812474	0.0392808	0.65036	0.0440065	0.00386677	0.0984018	0.0167459	0.0575613	0.190296	0.0531419	0.577385	0.0749792	0.1903469	0.1634772	0.0552063	0.0527082	0.182778	0.0105837	0.090421	0.0300187	0.0348033	0.0244259	0.0917363	0.103911	0.0401939	0.0186686	0.197853	0.00809536	0.0585973	0.004634291	11.69816	0.45479	0.775478	1.0844	1.68533	0.271598	0.237816	0.103449	0.0821918	0.151329	0.153616	0.1681115	0.02756678
495	0	-245.4452	-253.6199	8.174679	115.9224	1.225584	0.177221	0.0712599	0.0916931	0.0154408	0.00187607	0.0270869	0.0628055	0.110498	0.257909	0.0118944	0.0542893	0.0416873	0.149739	0.0182375	0.0457539	0.0869302	0.0726879	0.008262025	0.0233273	0.0940849	0.122722	0.123103	0.01817	0.000827842	0.114724	0.00914897	0.0254671	0.0552167	0.0137806	0.0393966	0.26753	0.0596614	0.0328398	0.02769712	115.9224	0.179659	0.535443	1.02922	2.25567	0.230594	0.328596	0.0666977	0.0685213	0.169349	0.136242	0.03595914	0.7702386
496	0	-235.5594	-243.7419	8.182442	361.7165	2.786971	0.0450275	0.0748739	0.0336145	0.143728	0.00786845	0.000963938	0.0452167	0.0113461	0.00535889	0.0387408	0.0324462	0.0219973	0.00839331	0.0192161	0.00127193	0.0752598	0.05062236	0.001583486	0.0377599	0.0119388	0.149996	0.127477	0.0610102	0.00853488	0.0372276	0.0365983	0.0451261	0.159461	0.0401794	0.0832151	0.167165	0.0183792	0.0159315	0.01114998	361.7165	0.372079	0.719007	1.08124	1.82767	0.310108	0.194296	0.121688	0.0970808	0.128222	0.148604	0.01273347	0.8756438
