Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-237.6533	-234.3833	-3.270032	38.18732	1.466634	0.04680176	0.05833034	0.0934681	0.0266723	0.0309893	0.0266043	0.0546311	0.00199417	0.00650377	0.020243	0.0209678	0.04075	0.000136773	0.00118937	0.0449521	0.279566	0.351331	0.009754452	38.18732	0.220122	0.582907	1.0484	2.14857	0.154618	0.260151	0.154315	0.0829742	0.255341	0.0926012	0.06808479	0.1432692
100	-236.6937	-233.6919	-3.001788	29.86436	1.897898	0.0202697	0.05493108	0.11249	0.0909362	0.070556	0.0870346	0.126842	0.0192063	0.0355586	0.0418285	0.0728301	0.113028	0.0262047	0.00255928	0.0199565	0.112274	0.0686951	0.00750619	29.86436	0.280774	0.643698	1.06721	2.00832	0.173394	0.125391	0.237685	0.118267	0.205885	0.139378	0.06243727	0.1202197
200	-232.491	-233.2802	0.7892062	3.587022	1.698992	0.1892246	0.2937721	0.0551704	0.0157842	0.11269	0.0260452	0.116468	0.0145075	0.0962761	0.0471102	0.267736	0.062615	0.00429082	0.0139007	0.035327	0.130678	0.00140148	0.1416258	3.587022	0.254491	0.618644	1.06025	2.06662	0.197741	0.220498	0.17873	0.0695176	0.252022	0.081491	0.4353979	0.3252791
300	-246.2914	-233.7711	-12.52024	128.7803	2.314171	0.01622183	0.005056648	0.31693	0.0338137	0.0377819	0.208359	0.0264502	0.00119654	0.00844216	0.0224749	0.00244067	0.155908	0.00246817	0.0181816	0.0136364	0.112209	0.0397072	0.01355039	128.7803	0.328099	0.684742	1.07618	1.91098	0.176257	0.185413	0.263544	0.0626234	0.245743	0.0664198	0.01860704	0.72824
400	-235.2566	-233.6437	-1.612877	25.16133	0.7285214	0.07855095	0.04183809	0.142718	0.00861519	0.107306	0.0172086	0.17037	0.00467588	0.0123831	0.0551069	0.0396211	0.0945948	0.00906528	0.0142001	0.0443918	0.172147	0.107596	0.04869348	25.16133	0.0802879	0.376682	0.934996	2.60803	0.158348	0.176233	0.193854	0.0606554	0.277504	0.133406	0.09053157	0.5378619
500	-232.9565	-230.8663	-2.090257	12.82301	0.8843776	0.09780301	-0.002370063	0.0449323	0.0794686	0.129546	0.0145801	0.096729	0.00351404	0.0645264	0.0672765	0.21707	0.126772	0.013784	0.00931591	0.0192565	0.0267484	0.0864797	0.05409216	12.82301	0.113347	0.439011	0.977848	2.46979	0.147754	0.182238	0.245703	0.0602121	0.248265	0.115829	0.05172209	1.045823
600	-227.3894	-229.5436	2.154232	8.042181	1.48817	0.155236	0.06812133	0.034506	0.0430315	0.0513361	0.126666	0.111006	0.00136363	0.0153973	0.0355829	0.369266	0.110522	0.00160192	0.0188312	0.024634	0.0462135	0.0100417	0.012784	8.042181	0.223489	0.586575	1.04972	2.14022	0.116769	0.211395	0.231593	0.0685951	0.274601	0.097047	0.08090533	0.1580119
700	-236.2242	-234.4272	-1.797009	27.31204	0.5650729	0.04018806	0.03619568	0.0730681	0.0475642	0.0701379	0.0660698	0.0594398	0.0202357	0.0235413	0.118945	0.112655	0.0310488	0.00443633	0.0116079	0.00946246	0.207873	0.143915	0.003889847	27.31204	0.0459939	0.292291	0.862397	2.79932	0.208889	0.161092	0.218816	0.0606123	0.237722	0.112869	0.04008553	0.09703868
800	-249.9463	-234.6601	-15.28622	114.2153	5.387943	0.009934553	0.0005247223	0.155597	0.0275009	0.0564737	0.0806229	0.0669152	0.0196717	0.0755267	0.105859	0.122935	0.0513133	0.00667527	0.00734826	0.095347	0.124621	0.00359336	0.01159122	114.2153	0.517434	0.812699	1.08257	1.5873	0.105835	0.169037	0.317137	0.0880553	0.23453	0.0854064	0.01211594	0.9566916
900	-239.9962	-238.5502	-1.445996	12.88721	1.158505	0.03926628	0.01273775	0.0733634	0.130104	0.146991	0.0189869	0.0751345	0.0156628	0.0323158	0.100758	0.02141	0.194428	0.00727821	0.00881682	0.0116536	0.0660876	0.0970083	0.0392038	12.88721	0.167453	0.519709	1.022	2.29084	0.173113	0.246759	0.241287	0.0414823	0.186641	0.110717	0.05194156	0.7547676
1000	-245.8766	-234.2525	-11.62406	83.64978	2.98829	0.009034582	0.02431743	0.007021	0.0282139	0.0976088	0.159989	0.168666	0.00622273	0.0344683	0.0139254	0.131577	0.0884045	0.00595161	0.00658611	0.00419456	0.0786811	0.16849	0.004216986	83.64978	0.388354	0.730878	1.08246	1.79831	0.135103	0.199372	0.242447	0.0560227	0.291486	0.0755692	0.02853441	0.147786
1100	-237.7085	-232.9358	-4.77274	22.03956	2.382986	0.02307641	0.07561159	0.0670982	0.0567205	0.0376773	0.0449834	0.102746	0.00108775	0.0279394	0.0378415	0.0802832	0.128802	0.00829107	0.0126685	0.0117993	0.285828	0.0962345	0.02144415	22.03956	0.335074	0.690405	1.07717	1.89735	0.144108	0.232431	0.190031	0.06849	0.260271	0.10467	0.09705574	0.2209467
1200	-247.1191	-234.8685	-12.25065	88.61821	2.242343	0.006301369	0.01952635	0.0337485	0.0620073	0.0349089	0.0279053	0.0061996	0.00258763	0.034488	0.00585518	0.369125	0.124145	0.00113161	0.0736964	0.0326771	0.09019	0.101334	0.001536628	88.61821	0.320583	0.678535	1.07502	1.92586	0.166026	0.144608	0.259734	0.0568881	0.296457	0.0762861	0.02106298	0.07295398
1300	-232.5486	-232.3662	-0.1823505	10.96557	2.330969	0.1046191	0.06595629	0.0823044	0.0101072	0.0659112	0.0373881	0.0480072	0.00485506	0.280006	0.00423101	0.0402787	0.0745523	0.00427927	0.00549305	0.0935961	0.101177	0.147814	0.0137092	10.96557	0.329822	0.686149	1.07643	1.9076	0.163513	0.25966	0.236743	0.0650027	0.175026	0.100055	0.07966549	0.1720846
1400	-234.4297	-231.0193	-3.410396	29.68322	0.7592556	0.06975538	0.07345162	0.296891	0.00374351	0.0714614	0.00921111	0.171172	0.0118011	0.00139714	0.11086	0.0528812	0.092495	0.00598385	0.00590756	0.0110925	0.146834	0.0082681	0.02610267	29.68322	0.0868643	0.390198	0.944993	2.57795	0.146033	0.148099	0.287688	0.0761076	0.182181	0.159891	0.09955429	0.2621954
1500	-234.7741	-235.1229	0.3487838	15.53694	1.670927	0.07183499	0.08378875	0.21343	0.029014	0.0323458	0.0270508	0.153641	0.0169358	0.0431869	0.0104779	0.119206	0.12417	0.0315799	0.00390805	0.0534845	0.0549342	0.0866352	0.003024628	15.53694	0.250561	0.614738	1.05906	2.07564	0.204663	0.144571	0.211754	0.0651436	0.253173	0.120695	0.08681338	0.03484057
1600	-233.6956	-231.0417	-2.653923	25.42288	0.4935274	0.07419914	0.06740926	0.138864	0.0067831	0.0484731	0.0169574	0.234597	0.00198242	0.000522745	0.0817343	0.0207531	0.216039	0.000146365	0.00444819	0.0346595	0.124265	0.0697755	0.007673828	25.42288	0.0321944	0.247669	0.815501	2.90464	0.159903	0.117042	0.227588	0.0849696	0.30442	0.106077	0.07508309	0.1022045
1700	-244.8081	-237.848	-6.960055	63.16393	0.6106028	0.01129945	0.0186919	0.0114173	0.00154902	0.161767	0.164909	0.128373	0.00208998	0.0103703	0.114724	0.104651	0.076837	0.00835653	0.0278083	0.025426	0.043264	0.118458	0.003544245	63.16393	0.055302	0.318115	0.886633	2.73995	0.116702	0.208437	0.1788	0.12502	0.29228	0.0787597	0.02223615	0.1593912
1800	-243.4951	-235.4328	-8.062378	110.0808	0.3289525	0.09306663	0.0284511	0.0146881	0.0363815	0.0291753	0.00140063	0.176232	0.00794706	0.0760864	0.023381	0.0505804	0.0713954	0.00218467	0.00674061	0.12016	0.0730495	0.310598	0.02985832	110.0808	0.00793528	0.127125	0.641369	3.22357	0.188229	0.231699	0.175182	0.0559711	0.237842	0.111077	0.05830942	0.5120668
1900	-245.6121	-237.3135	-8.298583	81.83767	0.3280061	0.07777026	0.02270743	0.152546	0.00103457	0.116404	0.00701949	0.109288	0.01751	0.0115373	0.207341	0.0747298	0.0346165	0.00607613	0.0291715	0.0536108	0.0206016	0.158514	0.002902745	81.83767	0.00783988	0.126384	0.639972	3.2258	0.186926	0.143955	0.244864	0.0665116	0.221605	0.136139	0.02561018	0.1133434
2000	-238.9417	-237.2088	-1.732903	23.87926	0.5313158	0.0779765	0.06681224	0.00867355	0.0375226	0.0331874	0.073249	0.141497	0.0185227	0.0164573	0.0947836	0.123274	0.181732	0.0266529	0.0763918	0.0513495	0.0315728	0.0851342	0.003064094	23.87926	0.0393286	0.271869	0.841782	2.84702	0.179472	0.172697	0.221257	0.0796883	0.233359	0.113526	0.06987634	0.04385024
2100	-240.7009	-239.1149	-1.585963	24.48469	1.641414	0.07832604	0.06358381	0.0817015	0.0221973	0.184746	0.0604423	0.062261	0.00193108	0.112272	0.0107582	0.180592	0.116178	0.00530316	0.00861231	0.0581692	0.0204446	0.0743907	0.005664797	24.48469	0.246365	0.610519	1.05775	2.08537	0.183453	0.301034	0.243085	0.036431	0.125663	0.110334	0.06924861	0.08180376
2200	-235.1059	-229.7428	-5.363096	27.92364	2.502065	0.03271138	0.0673272	0.0984072	0.0568113	0.0237748	0.0939803	0.0437062	0.00207941	0.187019	0.122293	0.0603314	0.118546	0.00478254	0.000431858	0.0292626	0.0849533	0.0736202	0.001959968	27.92364	0.346652	0.699608	1.07865	1.87509	0.141565	0.175703	0.284685	0.0701146	0.222105	0.105826	0.06928717	0.02828761
2300	-242.9	-237.4749	-5.425172	28.78185	3.575379	0.02945774	0.04191697	0.116328	0.00847154	0.0872177	0.23322	0.018353	0.0153035	0.0398821	0.0532265	0.014573	0.0835678	0.0505051	0.00719886	0.0571262	0.0483091	0.166717	0.004294612	28.78185	0.429397	0.759114	1.08419	1.7273	0.126569	0.209277	0.234104	0.0564115	0.264966	0.108672	0.04621159	0.09293367
2400	-250.084	-235.581	-14.50293	282.5355	0.5182282	0.005204462	0.006610743	0.0671205	0.0254587	0.0527687	0.117693	0.0178541	0.00854877	0.00414206	0.164265	0.0376981	0.244124	0.0249239	0.0041732	0.139568	0.048293	0.0433683	0.002065482	282.5355	0.036814	0.263649	0.833092	2.86645	0.176791	0.212562	0.199204	0.0924209	0.1867	0.132322	0.008676225	0.2380623
2500	-227.4878	-230.1586	2.670781	7.80789	2.283175	0.1307108	0.1248915	0.0484471	0.0181474	0.0191712	0.0388662	0.0435212	0.00811827	0.00296335	0.00905157	0.22299	0.0524253	0.000904043	0.0278895	0.0207039	0.329905	0.156896	0.005538023	7.80789	0.324886	0.682102	1.07569	1.91732	0.163711	0.195778	0.271781	0.0519333	0.206556	0.11024	0.1304296	0.04245987
2600	-239.6847	-233.7636	-5.921083	30.94806	1.051202	0.04366068	0.03702677	0.0485794	0.077304	0.11754	0.0121135	0.173202	0.0099753	0.00474819	0.163804	0.129733	0.0724773	0.00662147	0.0313972	0.0408805	0.0357002	0.0759239	0.04169148	30.94806	0.147056	0.491619	1.00799	2.35333	0.227883	0.129579	0.206267	0.0401584	0.286722	0.10939	0.07871825	0.5296291
2700	-234.0421	-237.1249	3.082816	8.314279	1.977812	0.188894	0.1571061	0.00848572	0.200975	0.0813078	0.07519	8.0852e-05	0.0219927	0.0185387	0.0328554	0.18326	0.214152	0.0193644	0.0441561	0.0243136	0.0119755	0.0633523	0.02463535	8.314279	0.290612	0.652633	1.06942	1.98733	0.194739	0.182414	0.153024	0.0546671	0.261322	0.153834	0.1817414	0.1355517
2800	-231.497	-230.4433	-1.053782	12.76541	3.000756	0.07094387	0.1139723	0.0988373	0.0930339	0.0309735	0.0518255	0.0993017	0.000710549	0.006283	0.084177	0.19471	0.0686455	0.0164034	7.09724e-05	0.0586416	0.136632	0.0597546	0.001594854	12.76541	0.38932	0.73157	1.08252	1.79659	0.147	0.142786	0.264535	0.0541265	0.302262	0.0892907	0.1155672	0.01380024
2900	-238.4738	-238.5734	0.09953093	13.56228	0.9547641	0.08786664	0.06046142	0.274634	0.0301741	0.0528723	0.00992078	0.0144343	0.00683229	0.0267799	0.263474	0.0188127	0.151279	0.0112994	0.0117223	0.0626926	0.0230824	0.0419903	0.02644036	13.56228	0.127842	0.46272	0.992081	2.41736	0.128267	0.139302	0.210398	0.130391	0.238714	0.152927	0.08690178	0.3042557
3000	-237.0455	-230.1726	-6.872897	29.25112	2.226781	0.02512502	0.008244478	0.0869476	0.0281616	0.0941069	0.00429168	0.259683	0.0105857	0.0077037	0.0518091	0.00141128	0.215281	0.00537573	0.000529892	0.0159423	0.132695	0.0854749	0.04908077	29.25112	0.318922	0.677148	1.07475	1.92918	0.183588	0.178316	0.201425	0.0384242	0.323329	0.0749179	0.05732525	0.8561807
3100	-236.875	-235.117	-1.758048	19.4883	1.333553	0.06249842	0.05557486	0.0131618	0.0484347	0.132719	0.0814126	0.0811763	0.0056763	0.0210107	0.0611124	0.138173	0.100871	0.0189765	0.0135251	0.0153328	0.119718	0.1487	0.02420811	19.4883	0.198427	0.558283	1.03894	2.20435	0.127057	0.200625	0.17159	0.0363655	0.319453	0.14491	0.07978297	0.3034245
3200	-240.4798	-233.6972	-6.782607	47.65395	1.946006	0.03169285	0.02301638	0.0562975	0.0426504	0.0250991	0.0521844	0.285933	0.0229993	0.0187902	0.0640025	0.143988	0.0980827	0.0192868	0.0215004	0.00333363	0.0661344	0.0797172	0.006589273	47.65395	0.286743	0.649146	1.06858	1.99553	0.180431	0.181017	0.189937	0.0878695	0.231126	0.12962	0.02960565	0.2225681
3300	-242.7571	-230.0202	-12.73692	131.6605	3.989133	0.01281972	0.02001674	0.00253145	0.0540474	0.0643081	0.0565115	0.17861	0.0115868	0.0157796	0.0281753	0.174825	0.298544	0.00230709	0.00090387	0.027943	0.0397557	0.0441722	0.00953989	131.6605	0.453764	0.774832	1.0844	1.687	0.146414	0.153907	0.230388	0.109629	0.265403	0.0942582	0.02955663	0.3227665
3400	-225.0194	-227.1204	2.101047	6.855926	1.507949	0.1592299	0.08925497	0.0700907	0.0348772	0.160478	0.0739673	0.092995	0.000369398	0.00810299	0.0706703	0.138293	0.213667	0.00185367	0.000841417	0.0376245	0.0752391	0.0209298	0.01659092	6.855926	0.226548	0.589874	1.05089	2.13269	0.162412	0.14808	0.250151	0.0817068	0.263384	0.0942653	0.1058459	0.156746
3500	-251.3884	-241.2984	-10.09	121.3219	0.2988806	0.04861337	0.01047338	0.0203281	0.0818126	0.0912281	0.0579901	0.10725	0.0602797	0.0674951	0.0372056	0.0636466	0.214379	0.00684657	0.072555	0.0054103	0.0357568	0.0778163	0.02078722	121.3219	0.00520494	0.103625	0.593918	3.29725	0.206219	0.214767	0.125442	0.0963576	0.278912	0.0783032	0.03126059	0.6649655
3600	-237.8579	-233.8438	-4.014124	23.68301	2.666056	0.02340761	-0.003747074	0.090119	0.00696935	0.193965	0.108578	0.079725	0.0234123	0.00933962	0.11723	0.059905	0.166818	0.00455769	0.0114583	0.0130498	0.0706451	0.0442276	0.05061616	23.68301	0.361655	0.711184	1.08028	1.84688	0.0915079	0.174749	0.251827	0.114525	0.265756	0.101634	0.04686909	1.079948
