Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-410.2362	-326.1941	-84.04209	6.794246	1.202607	0.0583334	0.0436332	0.152134	0.105396	0.105899	0.00393735	0.110542	0.00248073	0.0728243	0.048536	0.199939	0.0275898	0.255764	0.0224286	0.0617495	0.0742064	0.0106377	0.159089	0.237331	0.187783	0.0435413	0.0353912	0.0774058	0.0277795	0.0303703	0.120543	0.0360487	0.104687	0.0182394	0.0167678	0.193703	0.0119754	0.216803	0.422725	0.184782	0.026975	0.0481909	0.00538834	0.00542195	0.269109	0.225072	0.237906	0.10254	0.00757743	0.1142313	-0.09717261	0.0770873	0.00279633	0.118478	0.0511144	0.00903689	0.12264	0.0290436	0.0483185	0.027046	0.190055	0.0454057	0.138022	0.0128887	0.0465166	0.0815517	0.3550065	10	51.41705	0.1751624	0.175525	0.530197	1.02686	2.26742	0.232203	0.260561	0.101426	0.0728338	0.16471	0.168267	0.2578339	1.376881
100	-405.4235	-318.1113	-87.31213	8.826106	3.052377	0.0235266	0.163716	0.0390526	0.234249	0.0963285	0.0279884	0.163808	0.0295935	0.0134221	0.0112762	0.0609998	0.0330641	0.0807539	0.0634168	0.0612241	0.0341521	0.101504	0.00989809	0.146348	0.316547	0.138916	0.0169544	0.0336565	0.155532	0.0420485	0.000176132	0.187264	0.462843	0.168429	0.547358	0.106674	0.184869	0.0940615	0.0202115	0.0277378	0.00662062	0.257694	0.0414714	0.329339	0.249892	0.0404019	0.0474039	0.0249919	0.0258456	0.1100444	-0.07771095	0.096095	0.019054	0.00820588	0.0184969	0.0635325	0.037904	0.0427153	0.0168682	0.00461197	0.299222	0.103453	0.0368239	0.0173857	0.107837	0.127796	0.3160021	11	50.92908	0.2017613	0.393274	0.734387	1.08276	1.78958	0.17849	0.238542	0.160794	0.156916	0.141575	0.123683	0.2382911	1.326118
200	-397.47	-315.0199	-82.4501	7.614278	1.989387	0.175361	0.0798691	0.00433499	0.166313	0.0492597	0.0132591	0.111351	0.000679969	0.00639697	0.240407	0.0901083	0.0377703	0.247319	0.00546129	0.0537705	0.0906713	0.0668157	0.0729812	0.0560891	0.115893	0.156864	0.0978152	0.00431031	0.043615	0.0862094	0.0594386	0.233741	0.169976	0.053398	0.00318447	0.000453366	0.00897982	0.0766559	0.0215557	0.692139	0.0406341	0.00383404	0.205199	0.00449814	0.162746	0.0321689	0.000194012	0.112058	0.122271	0.08856777	-0.1326134	0.09026	0.0242645	0.04476	0.0578781	0.0252738	0.000260157	0.13571	0.0719613	0.0281934	0.195319	0.131678	0.0412394	0.00947836	0.115132	0.0285917	0.3736475	9	50.01573	0.2940197	0.292005	0.65388	1.06972	1.98439	0.151968	0.298281	0.181813	0.0941518	0.128856	0.14493	0.2410341	1.550185
300	-408.7982	-321.1388	-87.65937	9.838596	5.479443	0.024537	0.0180215	0.1877	0.144289	0.43882	0.0265885	0.0550524	0.0901763	0.181692	0.175212	0.00515049	0.0199384	0.199983	0.411118	0.0139886	0.0562701	0.00920973	0.182008	0.15288	0.123378	0.0186008	0.00376318	0.0041059	0.0388742	0.0420087	0.00823061	0.219507	0.0996749	0.102126	0.363275	0.0231469	0.0451497	0.0716855	0.00545275	0.0491621	0.0244375	0.301585	0.104308	0.0752868	0.17392	0.0314423	0.00443843	0.054369	0.0401878	0.1277325	-0.09083396	0.099096	0.00306648	0.10558	0.0732409	0.029117	0.0260959	0.14158	0.0967854	0.00455272	0.122802	0.0670301	0.0407653	0.023054	0.150312	0.0169216	0.3305257	10	50.44333	0.1980724	0.520849	0.814611	1.08238	1.58216	0.163129	0.246304	0.255536	0.068781	0.0749006	0.19135	0.2396917	1.378962
400	-400.5158	-321.7558	-78.76004	7.075741	3.06359	0.0170567	0.00368227	0.00494079	0.0462984	0.0468222	0.0313708	0.0749587	0.00398778	0.0742998	0.0676881	0.034718	0.0176467	0.141473	0.0294702	0.0308531	0.0836645	0.00447536	0.148802	0.314629	0.0543984	0.0407352	0.0682208	0.182646	0.135901	0.0494035	0.194609	0.0575402	0.234584	0.00832102	0.108878	0.171266	0.00427827	0.0311691	0.0525185	0.325444	0.125839	0.0031468	0.148204	0.0192554	0.234787	0.00605887	0.252402	0.0793566	0.0643853	0.09266541	-0.04893171	0.134131	0.0183239	0.0272154	0.039547	0.0143135	0.0642831	0.265684	0.0525197	0.000892631	0.0175308	0.0622116	0.0839691	0.0987063	0.0552667	0.0654054	0.4280206	8	51.3962	0.1789848	0.394122	0.734989	1.08281	1.78808	0.151604	0.283214	0.144885	0.0947929	0.157546	0.167958	0.3790889	1.129077
500	-416.3582	-320.7643	-95.59392	10.03869	5.138667	0.207897	0.0266392	0.0138937	0.171584	0.00854516	0.0133506	0.0865541	0.0543695	0.00358159	0.0624008	0.0217654	0.0661164	0.193799	0.209471	0.177005	0.107813	0.0510435	0.0809802	0.203198	0.0210099	0.0778865	0.111699	0.148718	0.0376136	0.0605152	0.167563	0.0255195	0.00531335	0.0193733	0.0161548	0.384766	0.0229139	0.00124894	0.143654	0.105421	0.0306971	0.155735	0.0271483	0.0476223	0.204224	0.107141	0.0227828	0.455778	0.0203571	0.1071129	-0.06058871	0.0579727	0.0185979	0.0458503	0.0701143	0.0437222	0.151757	0.0526273	0.0258317	0.0131843	0.129453	0.135026	0.0300189	0.0824599	0.0944148	0.0489697	0.437131	9	50.59951	0.1213516	0.507737	0.807208	1.08305	1.602	0.186922	0.319862	0.0825953	0.172264	0.0969719	0.141385	0.3765423	1.160908
600	-408.5258	-322.6583	-85.86753	14.69232	5.589895	0.0982455	0.178895	0.0684957	0.0650102	0.17816	0.473021	0.0934669	0.0291594	0.0165202	0.0413245	0.167764	0.0816846	0.0279016	0.00649977	0.0035294	0.229545	0.0694256	0.0641303	0.0505869	0.00555802	0.000881325	0.0152996	0.0694746	0.00427464	0.0781161	0.0488398	0.0693253	0.0492456	0.127199	0.0507333	0.35673	0.164115	0.00889894	0.00272006	0.0665307	0.0353786	0.314663	0.035093	0.0433549	0.0892718	0.0898812	0.00226083	0.0561364	0.0224454	0.084608	-0.1030131	0.0917819	0.0429387	0.011913	0.0448439	0.00238632	0.0449449	0.0757814	0.0644132	0.0658442	0.00827593	0.187371	0.00937591	0.139959	0.0706763	0.139494	0.2726144	11	51.08309	0.1668207	0.524875	0.816849	1.08215	1.57612	0.226424	0.220721	0.125772	0.0985251	0.141945	0.186614	0.1696014	1.607383
700	-410.2645	-316.0185	-94.24596	6.238118	2.61305	0.00492971	0.0808435	0.0748481	0.250826	0.227567	0.352626	0.051813	0.288203	0.0187754	0.0359497	0.241401	0.187183	0.199798	0.188932	0.0714895	0.38071	0.0416897	0.329473	0.0617482	0.0114132	0.00206687	0.0179552	0.0146877	0.0737906	0.102759	0.0790186	0.266758	0.0228126	0.106931	0.128923	0.0529203	0.22259	0.0468163	0.0740195	0.0322161	0.00140063	0.146007	0.339259	0.321441	0.0730005	0.164482	0.0198007	0.333205	0.0368523	0.112334	-0.1243456	0.0348887	0.0418497	0.121906	0.0275089	0.00560939	0.0153239	0.144111	0.0590939	0.025288	0.221003	0.114552	0.0349175	0.085199	0.0533621	0.0153868	0.3685494	12	51.38151	0.2695632	0.356919	0.707571	1.0798	1.85571	0.213266	0.242238	0.109171	0.0890312	0.155465	0.190829	0.2442038	1.509188
800	-413.5234	-320.0607	-93.46273	7.090517	2.827503	0.364045	0.248407	0.0122714	0.165103	0.404046	0.0299916	0.117997	0.158834	0.0701911	0.00735059	0.00244223	0.220764	0.117091	0.0437906	0.00713238	0.0240717	0.244735	0.0543375	0.0262089	0.0554357	0.00274032	0.0466055	0.00389478	0.171663	0.255327	0.0893183	0.00867083	0.00123344	0.0287354	0.0878474	0.0859439	0.0169798	0.334384	0.000669033	0.106529	0.317692	0.179281	0.179592	0.00488903	0.00925074	0.359181	0.00843133	0.110355	0.0318428	0.09690152	-0.03940073	0.0267859	0.0363989	0.0298086	0.00974744	0.046804	0.00606549	0.0209018	0.0741591	0.0486379	0.200587	0.0932811	0.0583809	0.0992353	0.128016	0.121191	0.3199668	10	52.69844	0.1578466	0.375461	0.721507	1.08152	1.82151	0.236385	0.394708	0.103696	0.0840919	0.101267	0.0798518	0.280566	1.140433
900	-400.8137	-320.0536	-80.76007	12.17714	3.860784	0.217297	0.126325	0.0798781	0.248726	0.0244366	0.0475887	0.0121699	0.0336154	0.0420707	0.0262571	0.222819	0.188382	0.0138779	0.00968815	0.0316718	0.016253	0.0431186	0.0548543	0.0209171	0.18516	0.0043964	0.00942495	0.0144596	0.0252294	0.0636805	0.190359	0.0653617	0.0837106	0.00473741	0.0501829	0.439301	0.0629123	0.0288769	0.049152	0.0177266	0.0062987	0.167934	0.23575	0.0781991	0.098934	0.121912	0.072864	0.213692	0.0158294	0.09741734	-0.058922	0.0407772	0.0467104	0.0100696	0.0272258	0.0212918	0.000446437	0.0153643	0.0888633	0.0656846	0.322501	0.070931	0.0317479	0.0752153	0.169143	0.0140282	0.3414388	11	50.05493	0.1878064	0.446547	0.770253	1.0844	1.6988	0.20034	0.266018	0.141667	0.148716	0.119036	0.124223	0.2825168	1.208561
