Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Segregating-Sites,Theta,Tajima-D,Tajima-Pi
1,13,1,3,16,37,37,14,0,0,1,8,54,0.243794,-2.706252,0.06554252
1,16,1,3,12,37,30,10,0,0,1,9,54,0.243794,-2.942778,0.04996334
3,15,2,3,12,38,48,10,0,0,2,11,52,0.2347646,-2.874422,0.0521261
1,22,1,4,10,37,52,5,0,0,1,10,54,0.243794,-3.036832,0.04376833
7,24,1,4,9,33,14,6,0,0,7,14,48,0.2167058,-2.932568,0.04402493
0,22,0,4,12,40,55,13,0,0,0,12,55,0.2483087,-2.896703,0.05414223
3,19,1,3,14,38,47,8,0,0,3,13,52,0.2347646,-2.845576,0.05395894
2,22,1,6,12,39,28,10,0,0,2,11,53,0.2392793,-2.986547,0.04604106
0,16,0,3,14,40,55,8,0,0,0,11,55,0.2483087,-2.804282,0.06033724
4,19,1,3,13,38,25,15,0,0,4,11,51,0.2302499,-2.87389,0.05098974
3,17,1,4,14,35,26,18,0,0,3,10,52,0.2347646,-2.872115,0.05227273
1,19,1,3,12,39,54,8,0,0,1,14,54,0.243794,-2.801976,0.05923754
1,17,1,3,15,38,46,13,0,0,1,11,54,0.243794,-2.938326,0.0502566
1,13,1,3,15,38,30,18,0,0,1,8,54,0.243794,-2.631677,0.07045455
2,14,1,3,15,38,25,9,0,0,2,9,53,0.2392793,-2.70101,0.06451613
0,15,0,3,15,40,55,8,0,0,0,8,55,0.2483087,-2.939359,0.05128299
2,18,1,5,12,36,25,12,0,0,2,10,53,0.2392793,-2.895334,0.05194282
5,17,2,5,15,37,24,13,0,0,4,8,50,0.2257352,-2.662542,0.0627566
1,15,1,3,16,38,51,12,0,0,1,11,54,0.243794,-2.805315,0.0590176
1,18,1,3,16,37,29,13,0,0,1,12,54,0.243794,-2.800306,0.05934751
0,12,0,3,13,37,55,13,0,0,0,6,55,0.2483087,-2.812485,0.05978739
2,16,1,5,14,38,51,15,0,0,2,8,53,0.2392793,-2.737268,0.06217009
1,23,1,4,10,40,54,8,0,0,1,12,54,0.243794,-3.053528,0.04266862
2,10,1,3,17,36,31,19,0,0,2,7,53,0.2392793,-2.576371,0.07258065
1,16,1,4,13,38,29,11,0,0,1,11,54,0.243794,-2.799749,0.05938416
1,15,1,3,13,37,53,10,0,0,1,12,54,0.243794,-2.784723,0.0603739
3,20,1,3,10,38,25,7,0,0,3,11,52,0.2347646,-3.014036,0.04325513
4,19,1,7,13,35,25,17,0,0,4,9,51,0.2302499,-2.917966,0.04824047
4,16,1,4,14,36,25,18,0,0,4,7,51,0.2302499,-2.652921,0.06477273
2,14,1,3,14,37,27,13,0,0,2,11,53,0.2392793,-2.835847,0.05579179
1,24,1,4,13,37,54,8,0,0,1,13,54,0.243794,-2.952796,0.04930352
7,25,2,5,10,33,21,10,0,0,6,13,48,0.2167058,-3.006026,0.03969941
4,14,1,2,12,36,27,10,0,0,4,11,51,0.2302499,-2.845093,0.05278592
1,19,1,4,12,36,50,10,0,0,1,10,54,0.243794,-3.001214,0.04611437
1,21,1,3,12,39,52,8,0,0,1,11,54,0.243794,-3.031824,0.04409824
0,23,0,3,11,39,55,6,0,0,0,14,55,0.2483087,-3.107796,0.03999267
0,17,0,6,14,35,55,12,0,0,0,8,55,0.2483087,-2.924594,0.05227273
1,19,1,3,12,37,32,8,0,0,1,14,54,0.243794,-2.909386,0.05216276
2,23,1,6,12,39,27,6,0,0,2,13,53,0.2392793,-2.952554,0.04824047
0,21,0,4,14,39,55,8,0,0,0,10,55,0.2483087,-2.943734,0.05098974
2,11,2,3,15,35,50,21,0,0,1,7,53,0.2392793,-2.802987,0.05791789
5,18,3,6,13,37,28,12,0,0,2,8,50,0.2257352,-2.688293,0.06118035
1,18,1,4,14,38,50,8,0,0,1,10,54,0.243794,-2.771366,0.06125367
3,17,1,4,13,36,20,8,0,0,3,12,52,0.2347646,-2.837499,0.05447214
0,19,0,3,11,39,55,9,0,0,0,12,55,0.2483087,-2.930063,0.05190616
3,13,1,3,15,35,25,14,0,0,3,9,52,0.2347646,-2.678847,0.06455279
1,21,1,4,13,38,32,9,0,0,1,9,54,0.243794,-2.937213,0.05032991
1,21,1,4,11,38,33,6,0,0,1,13,54,0.243794,-3.022919,0.04468475
4,19,1,5,11,38,28,7,0,0,4,12,51,0.2302499,-2.863899,0.0516129
5,25,3,7,9,35,36,9,0,0,3,13,50,0.2257352,-2.970953,0.0438783
1,16,1,4,14,39,53,20,0,0,1,8,54,0.243794,-2.825906,0.05766129
2,17,1,4,13,38,24,10,0,0,2,10,53,0.2392793,-2.867573,0.053739
1,13,1,2,12,34,41,10,0,0,1,12,54,0.243794,-2.885455,0.053739
0,27,0,4,10,37,55,5,0,0,0,16,55,0.2483087,-3.058578,0.04329179
1,17,1,2,15,39,54,8,0,0,1,13,54,0.243794,-2.846498,0.05630499
1,19,1,3,15,38,29,9,0,0,1,12,54,0.243794,-2.796967,0.05956745
3,10,1,3,14,35,26,16,0,0,3,7,52,0.2347646,-2.533464,0.07379032
4,18,1,5,12,34,16,10,0,0,4,9,51,0.2302499,-3.02845,0.04134897
0,12,0,3,14,39,55,13,0,0,0,8,55,0.2483087,-2.818501,0.05938416
2,21,1,5,10,37,29,5,0,0,2,11,53,0.2392793,-2.959353,0.04780059
1,17,1,4,13,38,40,13,0,0,1,11,54,0.243794,-2.778601,0.06077713
1,23,1,4,10,39,54,5,0,0,1,15,54,0.243794,-3.011232,0.04545455
3,21,1,7,12,38,24,7,0,0,3,11,52,0.2347646,-3.010575,0.04347507
2,17,1,3,14,37,25,15,0,0,2,10,53,0.2392793,-2.80582,0.0577346
2,12,1,3,15,34,29,12,0,0,2,9,53,0.2392793,-2.775227,0.05971408
1,14,1,3,16,38,53,17,0,0,1,10,54,0.243794,-2.759679,0.06202346
1,21,1,3,10,37,38,6,0,0,1,15,54,0.243794,-3.027928,0.04435484
1,17,1,3,10,38,44,9,0,0,1,11,54,0.243794,-3.010675,0.0454912
1,15,1,2,16,36,54,18,0,0,1,10,54,0.243794,-2.862638,0.05524194
0,18,0,4,12,40,55,6,0,0,0,12,55,0.2483087,-2.990765,0.04783724
2,20,1,5,11,38,26,13,0,0,2,10,53,0.2392793,-2.945189,0.04871701
2,16,1,3,11,37,27,7,0,0,2,11,53,0.2392793,-2.936691,0.04926686
1,17,1,4,13,39,29,8,0,0,1,10,54,0.243794,-2.877107,0.05428886
1,21,1,4,11,38,29,7,0,0,1,12,54,0.243794,-3.035163,0.0438783
1,21,1,5,11,39,54,9,0,0,1,10,54,0.243794,-2.810324,0.05868768
