Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-696.5777	-543.4212	-153.1565	72.822	2.297935	0.01850055	0.01559379	0.0212394	0.0860033	0.171812	0.0334011	0.0118296	0.00455112	0.0973288	0.0126385	0.149422	0.0557605	0.060266	0.161659	0.0196639	0.0317063	0.0827179	0.1505486	3	111.3192	0.01161022	0.326422	0.683366	1.07593	1.91429	0.150999	0.214763	0.219174	0.146586	0.193985	0.0744938	0.1661424	0.906142
1	0	-689.1995	-543.5086	-145.6908	10.10779	2.518181	0.02604792	-0.0006344348	0.0174639	0.0988675	0.0838145	0.0700484	0.0199581	0.00356904	0.133512	0.0128942	0.0563711	0.0464447	0.0728768	0.146276	0.0385124	0.178074	0.0213173	0.1259119	2	87.00698	0.01279591	0.348174	0.7008	1.07883	1.8722	0.169943	0.202491	0.17075	0.0985689	0.246748	0.111499	0.1252775	1.005064
2	0	-691.2509	-549.0768	-142.1741	4.762715	1.134518	0.0517613	0.006815655	0.00850393	0.158598	0.1727	0.00510064	0.028342	0.00109869	0.0865007	0.0023651	0.0663433	0.046467	0.105668	0.0613902	0.00987144	0.162901	0.0841504	0.1061386	5	119.7358	0.01276824	0.162986	0.51376	1.01915	2.30411	0.119861	0.268805	0.172677	0.130794	0.185382	0.122481	0.1129542	0.93966
3	0	-681.9046	-544.9039	-137.0007	8.001537	2.182642	0.03178361	-0.001388648	0.00694856	0.001631	0.0696717	0.0642785	0.0317973	0.00394041	0.0697963	0.0110408	0.0338815	0.177435	0.0650173	0.163759	0.010448	0.145494	0.14486	0.2314285	5	94.54769	0.008224765	0.314143	0.673129	1.07395	1.93877	0.1876	0.219299	0.165676	0.124669	0.198336	0.10442	0.2300399	1.006037
4	0	-692.8377	-551.4193	-141.4184	8.90324	4.094807	0.04265231	0.0008852201	0.00290167	0.0325323	0.0647118	0.0272001	0.142654	0.00261544	0.194231	0.0171821	0.0474768	0.0438149	0.105114	0.0898747	0.0245262	0.113374	0.09179	0.07918919	3	81.17421	0.02462277	0.459496	0.778425	1.08437	1.6777	0.175706	0.200065	0.195611	0.131948	0.188409	0.10826	0.08007441	0.988945
5	0	-680.3705	-540.0212	-140.3493	7.852609	2.207429	0.03334922	-0.0009947905	0.014275	0.0448206	0.133163	0.0395382	0.0473801	0.00365775	0.162513	0.00343757	0.0280882	0.0532118	0.0500326	0.0529282	0.0297479	0.255725	0.0814813	0.1565545	3	90.76833	0.01757819	0.316839	0.675402	1.07441	1.93335	0.140318	0.278067	0.159693	0.101281	0.228238	0.0924029	0.1555597	1.006395
6	0	-696.3475	-543.6918	-152.6557	5.536405	3.197913	0.021437	0.01288472	0.00273135	0.0536106	0.188409	0.0796419	0.0566926	0.0122123	0.0811607	0.00569069	0.0314879	0.0042171	0.0367093	0.268407	0.0396244	0.104726	0.0346797	0.1067837	2	125.5632	0.008790133	0.404016	0.741929	1.08333	1.77072	0.126005	0.297356	0.138421	0.123237	0.234642	0.0803388	0.1196685	0.8923299
7	0	-705.9194	-542.1843	-163.7351	27.41215	2.479902	0.02143554	0.02089204	0.0202045	0.0902224	0.0838352	0.0430312	0.0216385	0.00746626	0.170311	0.0131593	0.0312952	0.0599124	0.180758	0.0702544	0.0835446	0.0829406	0.0414261	0.07005099	3	172.8679	0.01088061	0.344543	0.697949	1.0784	1.87911	0.197817	0.265313	0.165102	0.137946	0.15214	0.0816819	0.09094303	0.7702734
8	0	-678.7781	-536.669	-142.109	11.83716	2.503411	0.02520883	-0.02245752	0.00319331	0.0344916	0.0664539	0.0430627	0.0255486	0.00729344	0.107282	0.00720457	0.0399201	0.0470342	0.0419401	0.129256	0.034733	0.40164	0.0109469	0.1130143	5	103.3594	0.01832562	0.34678	0.699708	1.07867	1.87485	0.183201	0.237045	0.154718	0.142478	0.207988	0.0745702	0.09055675	1.247994
9	0	-687.6765	-551.3119	-136.3647	70.81231	1.526102	0.03454855	-0.005159317	0.0191138	0.00927275	0.0514128	0.157843	0.0349364	8.63011e-05	0.14896	0.00792744	0.0365599	0.077759	0.17925	0.033943	0.0399681	0.154371	0.048597	0.1110845	5	81.77198	0.01739763	0.229327	0.592844	1.05192	2.12591	0.170339	0.234306	0.202472	0.094076	0.173423	0.125384	0.1059252	1.048707
