Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-580.732	-513.1412	-67.59081	26.27206	1.583598	0.13192	0.167117	0.124478	0.425379	0.103511	0.041648	0.140414	0.279452	0.342003	0.014275	0.146806	0.0111143	0.197373	0.0600401	0.147342	0.00351481	0.10358	0.489189	0.0220793	0.0251757	0.280657	0.356505	0.0519739	0.182844	0.0128139	0.0660901	0.0196146	0.190704	0.0198632	0.173106	0.259286	0.181998	0.16221	0.198922	0.117327	0.588672	0.0532948	0.0870048	0.1412138	-0.006293607	0.0291739	0.0673497	0.0676056	0.136312	0.0213021	0.0400232	0.0980175	0.0121756	0.000457524	0.0638857	0.118314	0.0607223	0.0244874	0.250997	0.00917548	0.2562525	5	50.51432	0.07054919	0.237952	0.601905	1.05498	2.10517	0.15548	0.145234	0.0917482	0.345293	0.181986	0.08026	0.2499589	1.025179
1	0	-589.2717	-499.7388	-89.53295	39.6798	3.084917	0.0285539	0.161082	0.459713	0.187973	0.69842	0.237221	0.139542	0.174386	0.179654	0.314065	0.0263299	0.105731	0.14432	0.191606	0.112117	0.431841	0.118343	0.123535	0.0529378	0.0413655	0.176148	0.115493	0.319377	0.00661087	0.206858	0.10978	0.0507293	0.438956	0.0235506	0.000543295	0.185746	0.164435	0.0424489	0.376364	0.070742	0.00389803	0.0198692	0.350484	0.1534458	-0.002799056	0.152544	0.184901	0.0191145	0.00080777	0.00947787	0.051904	0.221624	0.0108323	0.0406342	0.0103307	0.128826	0.0203349	0.0167101	0.11842	0.0135396	0.1821505	3	53.71186	0.0601992	0.395726	0.736124	1.0829	1.78525	0.108552	0.0873096	0.0796626	0.349707	0.190883	0.183885	0.1793515	1.015607
2	0	-567.4291	-492.8673	-74.56179	30.81502	2.695069	0.152541	0.208816	0.0467539	0.310631	0.143849	0.0167085	0.0781838	0.00129608	0.108667	0.0994163	0.0444882	0.148819	0.285849	0.114235	0.242408	0.0114159	0.121841	0.0661788	0.239937	0.0554627	0.340691	0.0204612	0.188463	0.0306071	0.084429	0.139672	0.000204467	0.19859	0.00303552	0.00275205	0.0527315	0.0872658	0.038911	0.22558	0.336584	0.0907271	0.0858567	0.0974738	0.1498828	0.03417692	0.0111384	0.537593	0.0165358	0.0429401	0.00200266	0.0367105	0.00868453	0.0169991	0.017389	0.0107322	0.154037	0.0322827	0.0138656	0.0543008	0.0447893	0.2479563	3	64.85415	0.02936258	0.364204	0.713113	1.08053	1.84215	0.104143	0.185592	0.0529613	0.419268	0.0984064	0.139629	0.2821333	0.8788625
3	0	-564.9014	-498.2604	-66.64099	28.40552	1.46487	0.0450984	0.0596735	0.0721951	0.0731215	0.0218464	0.034263	0.0413978	0.0611503	0.274942	0.262673	0.170681	0.130543	0.00869738	0.00489953	0.0715705	0.00283466	0.310387	0.0869019	0.0126801	0.0133724	0.0241898	0.217696	0.0867922	0.128017	0.0499249	0.00583313	0.451078	0.192529	0.0919433	0.0194802	0.0553847	0.106043	0.0862674	0.0753391	0.0881337	0.0998021	0.0659792	0.206322	0.1406563	0.03937226	0.00870081	0.201343	0.0634171	0.00692358	0.0167718	0.0168386	0.0732862	0.0140444	0.0602626	0.0398601	0.302915	0.0471901	0.0396735	0.106955	0.00181813	0.2775994	4	55.21225	0.03779613	0.219844	0.582603	1.04829	2.14926	0.118341	0.144263	0.0852823	0.337594	0.130235	0.184285	0.3169717	0.8757862
4	0	-579.1673	-496.2619	-82.90537	10.76797	5.066738	0.00913461	0.237031	1.21882	0.101721	0.337983	0.0332117	0.0354038	0.270622	0.219175	0.560909	0.101827	0.262873	0.0488799	0.0960924	0.0787302	0.312201	0.185361	0.0877165	0.0761512	0.00401471	0.240302	0.331668	0.272319	0.00355601	0.0113171	0.000797502	0.0140393	0.0149413	0.168153	0.0293778	0.137662	0.232821	0.472956	0.136937	0.196679	0.00396261	0.0509702	0.0432595	0.1861584	0.04438553	0.00774268	0.267041	0.0258512	0.0215076	0.0596267	0.010868	0.0839795	0.0401828	0.00554867	0.119122	0.0950023	0.0582895	0.00646336	0.180715	0.0180595	0.4320426	1	50.26161	0.04788846	0.504826	0.805542	1.08318	1.60645	0.162969	0.107326	0.093259	0.345952	0.118174	0.172319	0.4764282	0.9068369
5	0	-565.0192	-500.4956	-64.52364	21.77621	1.038173	0.00284024	0.227188	0.297528	0.0618843	0.199482	0.0126667	0.164206	0.181492	0.177455	0.170504	0.00743132	0.145564	0.222282	0.107725	0.100836	0.00826544	0.16691	0.412477	0.023832	0.0247917	0.298762	0.0423551	0.180345	0.0230918	0.140416	0.115193	0.053052	0.162819	0.043102	0.0926271	0.216991	0.0358301	0.0967783	0.0222192	0.0262657	0.0220909	0.204457	0.0167894	0.1296537	-0.007285996	0.039698	0.223229	0.0251795	0.0771693	0.0500863	0.00372417	0.0673639	0.161736	0.0316754	0.0495795	0.0676929	0.0145433	0.0703194	0.112808	0.00519521	0.2310906	3	52.73852	0.06272382	0.144507	0.487932	1.00605	2.36151	0.120072	0.098984	0.0938636	0.392106	0.0918907	0.203084	0.2238047	1.032555
6	0	-557.2772	-496.4521	-60.82512	33.30618	3.571874	0.158377	0.226614	0.116093	0.0607439	0.0595679	0.0466415	0.0350022	0.00997873	0.0204911	0.398143	0.0699188	0.240547	0.132118	0.0529729	0.02741	0.0522745	0.0746212	0.261696	0.0132615	0.154556	0.10669	0.00112682	0.0437962	0.044495	0.0904824	0.00919879	0.152374	0.162992	0.0913278	0.0321287	0.141661	0.0150095	0.111328	0.0401102	0.0246363	0.212398	0.10786	0.0385499	0.08553901	-0.04522117	0.0824867	0.214101	0.00917434	0.0407912	0.0483072	0.0176084	0.0238566	0.00698413	0.070444	0.0699055	0.179238	0.134134	0.00502519	0.0786391	0.0193057	0.2807446	5	54.01455	0.05034181	0.429176	0.758968	1.08418	1.72767	0.0946789	0.152624	0.0754796	0.449418	0.108744	0.119056	0.2355235	1.192003
7	0	-581.1521	-500.7688	-80.38327	26.42471	1.3536	0.0541871	0.0785668	0.338296	0.181644	0.187061	0.0226221	0.0551706	0.333316	0.13083	0.114903	0.194226	0.122117	0.0688195	0.0371352	0.0950704	0.278062	0.0177952	0.192097	0.0104919	0.338059	0.117028	0.197863	1.27572	0.15299	0.245059	0.0790215	0.0913659	0.0722498	0.120166	0.12625	0.00634569	0.293631	0.0332569	0.144434	0.00339213	0.0222506	0.797896	0.222853	0.1709254	0.02829961	0.116533	0.234542	0.0504737	0.0403936	0.0179175	0.00773705	0.0437719	0.0563453	0.0146247	0.0762297	0.0878852	0.0633876	0.0192298	0.156617	0.0143125	0.258382	4	52.41185	0.07906742	0.201795	0.562224	1.04053	2.19545	0.135089	0.104315	0.142416	0.345613	0.151353	0.121214	0.2866816	0.9012856
8	0	-552.9984	-499.6239	-53.37457	31.11727	3.029569	0.137191	0.134943	0.0737344	0.0209513	0.0698719	0.0360823	0.032075	0.164913	0.160486	0.0715176	0.0518212	0.046468	0.0238867	0.159034	0.0480748	0.029356	0.118585	0.0199072	0.0164177	0.0678031	0.115399	0.117345	0.0242526	0.00485629	0.00247522	0.328482	0.106114	0.000945821	0.0328016	0.0889694	0.0417222	0.14695	0.281214	0.00444886	0.0943501	0.0149406	0.00529329	0.274046	0.07184312	-0.002599157	0.0369711	0.31902	0.0183873	0.0427525	0.0214058	0.0510633	0.0505491	0.0255031	0.0507843	0.0520089	0.0799349	0.0582227	0.013895	0.177047	0.00245452	0.2669737	5	50.38137	0.05016593	0.391537	0.733152	1.08266	1.79265	0.0876114	0.136607	0.0763338	0.362726	0.177947	0.158775	0.2643746	1.009831
9	0	-578.8115	-499.3863	-79.42514	31.88307	1.430366	0.0717833	0.297355	0.00759915	0.344923	0.197436	0.129349	0.076841	0.26052	0.20056	0.153731	0.0476064	0.0737021	0.513099	0.268593	0.219223	0.05301	0.803824	0.144029	0.0772125	0.0618746	0.0109924	0.125099	0.0580673	0.0339553	0.00682863	0.00205814	0.149669	0.0355155	0.282631	0.0531417	0.0790185	0.025227	0.0981132	0.00624059	0.146475	0.120218	0.167255	0.18146	0.1659422	-0.009593543	0.0481537	0.297718	0.00654305	0.0492419	0.00060334	0.0404156	0.0794973	0.0129111	0.0295138	0.0662695	0.110815	0.0757625	0.00539322	0.151497	0.0256652	0.2562712	2	51.82024	0.07897895	0.214362	0.57654	1.04606	2.16304	0.152701	0.0932212	0.0793967	0.392697	0.139339	0.142646	0.2466777	1.038891
