Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-403.6957	-350.4761	-53.21968	14.39222	3.052923	0.0795474	0.130301	0.0295902	0.0565642	0.00350902	0.0614261	0.0102106	0.0287687	0.0556362	0.0794913	0.00507414	0.0498714	0.113926	0.00556088	0.0124266	0.0501134	0.0133811	0.0109735	0.0589079	0.000274294	0.00731764	0.0243867	0.0194209	0.00584873	0.0264143	0.00249886	0.222265	0.0702501	0.00458065	0.247766	0.0655779	0.0412467	0.0492895	0.0423315	0.119048	0.150347	0.194547	0.162314	0.222176	0.179404	0.182204	0.233362	0.0731465	0.0116518	0.0783639	0.274694	0.074035	0.0573666	0.0221681	0.176943	0.100443	0.0300915	0.0560878	0.0857348	0.0156495	0.0335888	0.0457143	0.298825	0.0333325	0.0205255	0.0109406	0.0235541	0.0783125	0.003765604	0.13892	0.065525	0.0656702	0.081952	0.120051	0.0541188	0.0654984	0.00457037	0.0367079	0.00995406	0.165204	0.00970535	0.0308997	0.136851	0.0143727	0.4170379	10	53.08189	0.09725057	0.393315	0.734417	1.08277	1.7895	0.0925997	0.174454	0.22149	0.0977771	0.22868	0.184999	0.4208035	0.9910514
1	0	-385.549	-352.2704	-33.27858	14.44346	2.384454	0.00676961	0.0313911	0.00740318	0.000992597	0.0419976	0.02139	0.026173	0.0595184	0.00166405	0.00233036	0.00850826	0.101058	0.00773251	0.0196104	0.117112	0.0837237	0.00622057	0.0613449	0.00242147	0.0268477	0.00378751	0.0489974	0.00794408	0.0182241	0.0371328	0.0443599	0.079904	0.00836096	0.096618	0.0161962	0.00640853	0.0662964	0.0371435	0.0196022	0.135338	0.124862	0.0398334	0.0728111	0.0199321	0.209379	0.0780522	0.0476671	0.0477368	0.0212248	0.0363874	0.135944	0.094979	0.017151	0.0176214	0.0541492	0.165709	0.060093	0.0324914	0.110007	0.0637271	0.00668851	0.0158784	0.107453	0.0107782	0.0124445	0.0419976	0.00846231	0.05136218	0.002530965	0.0102894	0.0915057	0.0891083	0.0851921	0.00945194	0.0255353	0.162214	0.0149205	0.0489252	0.0383763	0.205614	0.00457951	0.0165454	0.110201	0.0875415	0.4803524	9	51.14574	0.1038125	0.335221	0.690523	1.07719	1.89707	0.157414	0.212323	0.175399	0.0967426	0.237093	0.121028	0.4828834	0.9947586
2	0	-381.3836	-334.7344	-46.64911	15.19022	5.226639	0.11912	0.126667	0.0146589	0.0195155	0.0129994	0.0057013	0.0488087	0.0019142	0.0168513	0.0270601	0.00163416	0.0242933	0.0140743	0.0381294	0.00321449	0.0107387	0.0175463	0.0186863	0.00222065	0.00780661	0.344484	0.0412904	0.0297315	0.0281601	0.124439	0.1451	0.00362903	0.133209	0.0215119	0.00557995	0.0346878	0.117634	0.135168	0.098966	0.146261	0.0664831	0.00756129	0.0570709	0.0119331	0.0360385	0.105034	0.00671786	0.123001	0.0178221	0.0208761	0.0969627	0.0517554	0.0240045	0.00800495	0.0228082	0.0858867	0.173908	0.122157	0.00647918	0.0274053	0.125862	0.0100228	0.0971456	0.00150296	0.002549	0.0519724	0.00870382	0.05305638	0.09585491	0.0566333	0.0695387	0.0435517	0.131948	0.0123854	0.025641	0.167318	0.00758121	0.0860206	0.0168753	0.193437	0.0188967	0.00838511	0.127467	0.0343201	0.5361753	10	55.48301	0.07508238	0.511227	0.809195	1.08289	1.59669	0.179221	0.180002	0.232926	0.0839715	0.244048	0.0798315	0.6320302	0.8483381
3	0	-404.2235	-347.983	-56.24052	12.70339	3.527874	0.0271478	0.119165	0.00681323	0.10071	0.00591018	0.129209	0.10263	0.0186105	0.209024	0.0393662	0.101002	0.00758085	0.0717007	0.00463615	0.0714796	0.0895525	0.00530299	0.172833	0.0211326	0.0202657	0.143545	0.115177	0.0302438	0.00556841	0.0923947	0.00789257	0.0412308	0.0423006	0.046104	0.0148812	0.0207486	0.061674	0.0675981	0.0124139	0.0389698	0.0219671	0.0014357	0.128748	0.0539342	0.019045	0.142957	0.231781	0.140531	0.250071	0.00355127	0.237504	0.0605654	0.19817	0.0385151	0.0508796	0.0123446	0.275161	0.0291026	0.038688	0.0117371	0.0243359	0.0783223	0.262313	0.0218506	0.0311514	0.025704	0.00319727	0.0670997	-0.04276235	0.0495099	0.0153022	0.0258554	0.067179	0.0613212	0.0222626	0.237289	0.00983104	0.0970827	0.00300852	0.156911	0.0174047	0.000299233	0.199031	0.0377122	0.5245135	15	50.25236	0.08919992	0.426382	0.757118	1.08412	1.73238	0.139027	0.138951	0.174148	0.153848	0.24195	0.152076	0.4817512	1.088764
4	0	-417.9821	-355.7181	-62.26393	15.58698	4.019873	0.0452072	0.40337	0.0381371	0.0233817	0.0713461	0.0399205	0.0350657	0.019257	0.0525328	0.0125291	0.00183443	0.0836314	0.24373	0.119333	0.0310144	0.00503027	0.0263843	0.132352	0.0326708	0.100866	0.163954	0.0118179	0.0228676	0.0270643	0.230499	0.0128637	0.0874443	0.0422685	0.0212457	0.0226162	0.012825	0.014484	0.288058	0.000168446	0.0503601	0.0736045	0.0286292	0.234518	0.0442361	0.00250755	0.000105491	0.0393375	0.0111697	0.282682	0.0480051	0.085478	0.108837	0.0474837	0.0118147	0.188318	0.0211705	0.131095	0.039775	0.0294952	0.00265392	0.468231	0.0141364	0.289325	0.000410412	0.209954	0.0150434	0.0113091	0.06487608	0.1158874	0.0913961	0.0841833	0.030297	0.14056	0.0511594	0.023283	0.0468562	0.00729834	0.180611	0.0581405	0.0424793	0.00938632	0.0610561	0.11749	0.0558042	0.3934209	11	55.97757	0.1093255	0.455451	0.775894	1.0844	1.68426	0.163834	0.0802337	0.233092	0.0801946	0.333051	0.109594	0.5093082	0.7724612
5	0	-388.0856	-346.3854	-41.70018	16.06504	2.442729	0.0840202	0.14628	0.040124	0.0383006	0.184879	0.0137061	0.0460324	0.0181451	0.00738597	0.0134458	0.0301561	0.00962335	0.0249165	0.0517751	0.0085601	0.00599292	0.00949607	0.116354	0.0120377	0.023858	0.0355619	0.0320155	0.00782635	0.0477354	0.115953	0.0069829	0.00474998	0.0218806	0.0146659	0.0098922	0.0719843	0.0688292	0.0128903	0.0261583	0.12801	0.143126	0.00322722	0.0324775	0.244294	0.111733	0.00123384	0.0113578	0.0547586	0.202384	0.103438	0.0384894	0.000442822	0.0240602	0.0143369	0.00523909	0.0111071	0.054894	0.0940581	0.0127419	0.0517578	0.0072266	0.0533782	0.00317621	0.155225	0.0791617	0.0169072	0.0186282	0.05000069	0.06017284	0.0663448	0.0591544	0.0469155	0.155904	0.00817835	0.0273016	0.0862013	0.0112346	0.0561074	0.00768298	0.186905	0.0317524	0.0520312	0.187313	0.0169737	0.3783931	11	51.98739	0.09409928	0.340959	0.695113	1.07795	1.88598	0.14884	0.160604	0.199235	0.0960355	0.290582	0.104703	0.438566	0.8627964
6	0	-368.4063	-340.6606	-27.74576	13.95093	2.801846	0.0249519	0.114031	0.015167	0.0152984	0.00162395	0.0284939	0.0115781	0.0113224	0.0197788	0.0347627	0.124103	0.00566616	0.00776872	0.0592482	0.0233694	0.0278642	0.0138313	0.00284392	0.000390967	0.0327195	0.0547742	0.0126627	0.00222408	0.0232377	0.00800436	0.0383537	0.00589131	0.0059923	0.00548199	0.0905038	0.121593	0.0176357	0.0165245	0.0876492	0.0928755	0.00130533	0.0282649	0.00540857	0.136797	0.00223003	0.0307177	0.018081	0.0386275	0.0552692	0.0507594	0.0161816	0.161171	0.0648895	0.0243302	0.0350233	0.0599365	0.116819	0.102362	0.0042649	0.035932	0.00239448	0.0920046	0.00089917	0.0165312	0.00764112	0.174532	0.140451	0.04271459	0.002422953	0.0477667	0.0630983	0.0330121	0.185042	0.00758652	0.0740533	0.0736082	0.00937755	0.149461	0.0118285	0.114206	0.00152084	0.0460965	0.160605	0.0227368	0.4635888	12	50.69427	0.09258043	0.373327	0.719931	1.08135	1.8254	0.122522	0.136228	0.210788	0.147849	0.214101	0.168511	0.4660117	0.9948007
7	0	-410.5941	-353.8456	-56.7485	13.44108	3.77388	0.0133647	0.0772427	0.0297742	0.0358719	0.108922	0.0639632	0.00924772	0.0012326	0.01888	0.00027242	0.166542	0.00776791	0.0895377	0.0344411	0.155944	0.112175	0.00433336	0.00308517	0.0180016	0.00330996	0.0279019	0.0742701	0.0400494	0.00149019	0.134896	0.00496613	0.00532461	0.00342342	0.0119863	0.0358809	0.0981087	0.00289748	0.0529734	0.130043	0.0169625	0.158553	0.195521	0.00662478	0.0569128	0.179133	0.0611054	0.0380599	0.00364463	0.0140808	0.0797757	0.0044877	0.0932503	0.274889	0.000743972	0.224808	0.0172871	0.22042	0.094512	0.480387	0.0412906	0.0222535	0.0446459	0.0828494	0.0327704	0.0231889	0.034285	0.102064	0.07292188	0.05521464	0.0930045	0.111215	0.0353603	0.0816963	0.0356885	0.0574317	0.0956164	0.00124374	0.142182	0.0203663	0.121026	0.0133147	0.0230479	0.0815149	0.0872921	0.4044286	5	51.19535	0.06073449	0.441492	0.767008	1.08436	1.70714	0.194208	0.0687193	0.298967	0.0728919	0.278411	0.086802	0.4596432	0.879875
8	0	-412.3507	-355.4048	-56.9459	12.30134	2.936223	0.0263081	0.265055	0.020279	0.107829	0.0593985	0.0217262	0.0289439	0.000582266	0.00046222	0.133426	0.0028797	0.0283775	0.0443881	0.112016	0.121863	0.140766	0.035898	0.0351902	0.0772616	0.0317666	0.0711392	0.0237368	0.0433858	0.0218173	0.0394243	0.0248431	0.0433624	0.000376604	0.035534	0.101219	0.010935	0.133785	0.021813	0.100248	0.00257747	0.0761595	0.0151416	0.296443	0.102234	0.163063	0.0394239	0.0419081	0.0655663	0.18944	0.00775841	0.0328042	0.0136056	0.0969565	0.00681286	0.00883734	0.0505269	0.0248752	0.0554282	0.0804387	0.225595	0.0120712	0.47577	0.089044	0.0221371	0.00889443	0.158425	0.0537063	0.07398944	-0.03000058	0.0316774	0.0528977	0.0787799	0.0706595	0.00566368	0.088746	0.213142	0.0523707	0.0700461	0.0025592	0.0713927	0.0036951	0.0481333	0.20257	0.00766604	0.4617278	8	53.24231	0.09865322	0.384267	0.727935	1.08218	1.80562	0.143559	0.14073	0.24244	0.0805957	0.26957	0.123106	0.4317272	1.06949
9	0	-403.2763	-346.8593	-56.41704	17.78997	4.31022	0.0495489	0.0385924	0.0587904	0.116788	0.0561077	0.0327765	0.0102055	0.0703962	0.0384273	0.108094	0.0533709	0.0282338	0.0271322	0.0385257	0.096003	0.00519287	0.0180864	0.0511804	0.042167	0.026538	0.0269069	0.162178	0.0253574	0.0857105	0.0417388	0.0178421	0.0247269	0.0773935	0.00170875	0.0428838	0.0318898	0.06476	0.0264771	0.0201812	0.0455154	0.0371011	0.00430708	0.00620189	0.0831243	0.0282561	0.0497168	0.00254395	0.0740675	0.550114	0.068468	0.00273961	0.0057195	0.171256	0.180822	0.0557894	0.00462401	0.281588	0.023976	0.0369183	0.0208791	0.0245976	0.196824	0.114095	0.048966	0.115233	0.0527904	0.0111192	0.04801396	0.04449428	0.129123	0.0216904	0.083132	0.17129	0.0132874	0.0268539	0.0442159	0.00115105	0.0406176	0.0594304	0.206344	0.0130988	0.0196612	0.0962087	0.0738956	0.6861523	12	51.71056	0.1065274	0.470633	0.785297	1.08424	1.65983	0.136636	0.157504	0.250872	0.0531817	0.238838	0.162969	0.7306465	0.9391029
