Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-581.0002	-498.0469	-82.95335	29.06639	1.944283	0.355577	0.0216837	0.000264906	0.175139	0.297526	0.0864002	0.615037	0.51093	0.0315338	0.191916	0.234511	0.0329489	0.670846	0.573717	0.121426	0.191427	0.0892702	0.119956	0.0718788	0.152929	0.109718	0.221183	0.249251	0.0269529	0.247239	0.24132	0.0535986	0.231836	0.0210636	0.152395	0.167205	0.402033	0.327416	0.0323624	0.0950024	0.016806	0.286678	0.0711415	0.200789	0.007231926	0.090647	0.329839	0.0527521	0.0251382	0.0539764	0.0286434	0.0297345	0.00625456	0.0201758	0.0442857	0.13618	0.0419829	0.00242949	0.107302	0.0306592	0.3251826	5	54.38921	0.05310598	0.286532	0.648955	1.06853	1.99598	0.10872	0.13713	0.0832818	0.448069	0.088479	0.13432	0.3324146	0.9782443
100	-575.6305	-495.6637	-79.96672	40.33739	2.157658	0.0713447	0.294684	0.0713848	0.27085	0.268951	0.0436256	0.384209	0.0813543	0.057034	0.0244757	0.442348	0.339035	0.03875	0.0566943	0.289802	0.0177855	0.29953	0.297534	0.179737	0.0237699	0.0917383	0.0709027	0.129532	0.00740216	0.285907	0.0325222	0.0628911	0.0124575	0.0391702	0.0155832	0.191279	0.031392	0.255383	0.0537235	0.0218327	0.014845	0.0248591	0.00108991	0.1150085	0.006512581	0.0185865	0.170715	0.0225237	0.104879	0.00151026	0.0129562	0.0167529	0.0247954	0.0885046	0.239608	0.0143137	0.056278	0.0494068	0.174887	0.00428358	0.349768	3	56.2819	0.02309003	0.311395	0.670796	1.07348	1.94433	0.096955	0.169095	0.0698686	0.357366	0.139409	0.167307	0.3562806	0.9817206
200	-584.6917	-501.0029	-83.68883	24.15602	2.497355	0.177298	0.347204	0.0114634	0.0828529	0.296945	0.0665909	0.327198	0.428103	0.370333	0.46457	0.0642222	0.195801	0.341722	0.0892325	0.337983	0.040657	0.305849	0.303111	0.318692	0.180637	0.332014	0.268419	0.202356	0.126209	0.218026	0.00886538	0.00676505	0.209181	0.0765805	0.0584273	0.00271562	0.183546	0.425028	0.118764	0.237443	0.0784262	0.0960885	0.463653	0.1581742	0.03404783	0.0322117	0.244075	0.0978002	0.059825	0.000452967	0.0222168	0.0716904	0.00962981	0.0525609	0.0172905	0.100088	0.0153526	0.0467774	0.226917	0.00311174	0.2065507	4	50.95264	0.06454746	0.346206	0.699258	1.0786	1.87594	0.114874	0.117204	0.0937481	0.392796	0.105656	0.175722	0.2405986	0.858487
300	-598.6467	-498.1311	-100.5156	33.35296	0.8822965	0.0363911	0.352932	0.0572845	0.595315	0.638779	0.672833	0.17977	0.0651606	0.186734	0.166437	0.508564	0.155632	0.175368	0.0325273	0.468001	0.313169	0.627968	0.799902	0.247204	0.0649679	0.170703	0.0168177	0.469287	0.436103	0.0704472	0.124367	0.303475	0.362456	0.268378	0.00607972	0.169229	0.684266	0.138181	0.0186424	0.130659	0.229384	0.131571	0.272253	0.3385536	0.08501881	0.0100138	0.361363	0.0135392	0.139121	0.00718752	0.00245358	0.0500776	0.0383884	0.0208885	0.117309	0.0884404	0.0199771	0.00987343	0.102394	0.0189732	0.2048495	4	54.69809	0.041728	0.112913	0.438272	0.977387	2.47143	0.120315	0.0976301	0.0803687	0.399085	0.108683	0.193919	0.2898683	0.7066985
400	-563.396	-491.2867	-72.10928	33.84348	3.194991	0.00092139	0.0147596	0.03694	0.0602439	0.131045	0.0549018	0.180507	0.0535243	0.138281	0.0445705	0.119121	0.074396	0.0393696	0.196155	0.0144992	0.0227257	0.229503	0.219956	0.0511887	0.324619	0.0206694	0.0275137	0.190071	0.0110952	0.147101	0.0388747	0.294702	0.0987285	0.0926531	0.147688	0.473847	0.0448113	0.233994	0.0389474	0.15658	0.00706203	0.187495	0.0588779	0.1177102	-0.03093084	0.0245445	0.368353	0.0435651	0.0120391	0.0135045	0.0195009	0.0384594	0.0177653	0.0169961	0.102257	0.142504	0.0622414	0.00116019	0.124501	0.012608	0.2825531	2	51.85007	0.0666339	0.403806	0.741783	1.08332	1.77109	0.120719	0.15509	0.0563863	0.346279	0.14925	0.172275	0.2516222	1.122926
500	-583.543	-507.1117	-76.43131	20.78087	1.995001	0.0653262	0.0186667	0.102372	0.180125	0.101338	0.132189	0.224522	0.092024	0.0920505	0.123488	0.101376	0.0432063	0.0397298	0.256829	0.0505923	0.00490847	0.140185	0.109978	0.0881714	0.0441376	0.0738686	0.0168664	0.358397	0.0741821	0.109999	0.036045	0.0184988	0.0172024	0.0286298	0.00905496	0.00693739	0.138323	0.207835	0.0808533	0.0482866	0.461517	0.169108	0.0179155	0.08598435	-0.02206078	0.0125871	0.209529	0.0166349	0.0773668	0.0008047	0.0294969	0.0760775	0.0411102	0.0512475	0.0308253	0.215952	0.0544285	0.0105909	0.171935	0.00141391	0.2437119	2	61.57411	0.03554168	0.292677	0.654481	1.06986	1.98298	0.17611	0.106136	0.119447	0.277805	0.136347	0.184156	0.2216511	1.099529
600	-577.4586	-498.2151	-79.24347	31.19104	2.244965	0.0197949	0.533621	0.000628214	0.0145139	0.365794	0.481474	0.0229312	0.135003	0.219174	0.0530766	0.0588475	0.148208	0.296308	0.047335	0.0889214	0.00808184	0.393499	0.0659107	0.201865	0.0500505	0.284918	0.251237	0.152998	0.0783722	0.0894937	0.0274886	0.536088	0.0352644	0.174405	0.117743	0.187207	0.0103926	0.572248	0.152399	0.165556	0.119039	0.0440429	0.220893	0.1446999	0.05669396	0.0855866	0.251792	0.00918797	0.000651517	0.0164816	0.100512	0.0587054	0.00205608	0.0152131	0.0363287	0.271658	0.0467949	0.0167243	0.0721416	0.0161663	0.331517	3	50.91843	0.05329196	0.320862	0.678767	1.07506	1.92531	0.141959	0.110621	0.0546064	0.424264	0.0710728	0.197477	0.388211	0.853961
700	-552.8838	-488.8611	-64.02266	36.97202	3.931083	0.039009	0.232693	0.00381499	0.0752285	0.16484	0.0365852	0.196482	0.0118655	0.105204	0.0411718	0.0854444	0.056601	0.224268	0.0128145	0.0534814	0.0649915	0.17022	0.0770186	0.187442	0.0395536	0.0195352	0.0375353	0.147802	0.0623664	0.000930577	0.0996616	0.014186	0.0456066	0.0356665	0.2115	0.232608	0.00649434	0.0148158	0.00955681	0.0394356	0.103051	0.0521502	0.00327996	0.09659961	0.03283883	0.0063602	0.278798	0.0512941	0.00244598	0.00472757	0.0996729	0.106461	0.0461786	0.0306635	0.0467354	0.10069	0.0242987	0.0310346	0.164252	0.0063878	0.2354866	4	50.24844	0.02976407	0.450536	0.772792	1.08441	1.69227	0.167991	0.0992839	0.0720565	0.321635	0.195128	0.143906	0.2683255	0.8776157
800	-566.2622	-494.189	-72.07324	28.30162	2.31288	0.50749	0.355219	0.00201295	0.208154	0.353102	0.170248	0.274404	0.147457	0.0761977	0.147185	0.10349	0.0845561	0.155961	0.0772836	0.106806	0.375943	0.213063	0.0694335	0.0416249	0.0231015	0.0607094	0.0186199	0.0301482	0.20046	0.127834	0.192006	0.0872379	0.148879	0.0166401	0.00393894	0.018229	0.00580145	0.0131475	0.272098	0.169605	0.129706	0.379368	0.0518963	0.1373979	-0.03861697	0.0139704	0.152115	0.0459944	0.0689893	0.0466772	0.0377371	0.087311	0.0159909	0.0490085	0.0805604	0.140578	0.0916351	0.00435831	0.151734	0.0133411	0.2877508	3	54.65313	0.04593493	0.327966	0.684633	1.07616	1.91124	0.137853	0.0967066	0.0843358	0.334314	0.204236	0.142555	0.2491338	1.155005
900	-574.9116	-498.8735	-76.03812	37.58127	1.58851	0.204695	0.00082577	0.0504557	0.360313	0.40958	0.310471	0.0460805	0.12335	0.0750697	0.232178	0.156944	0.230799	0.0281979	0.114529	0.10809	0.0126435	0.198202	0.158801	0.0788932	0.475444	0.0115883	0.0975771	0.0135285	0.206573	0.0540759	0.0244457	0.0840531	0.136997	0.0548671	0.0806129	0.0110583	0.0548698	0.0157559	0.0554626	0.314234	0.256977	0.0374232	0.186697	0.1436555	0.01715025	0.0701298	0.214927	0.0228632	0.127023	0.00295055	0.0328989	0.0508942	0.0412401	0.00160835	0.067181	0.124188	0.0187505	0.0586155	0.141993	0.0247373	0.2485978	5	51.65171	0.03259711	0.238677	0.602655	1.05522	2.10345	0.114665	0.0836688	0.113864	0.396796	0.0937097	0.197296	0.265748	0.9354642
