Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-378.2661	-330.4617	-47.80439	12.17092	5.205727	0.253199	0.0543268	0.0613374	0.227608	0.205396	0.0168138	0.184969	0.356711	0.126985	0.735557	0.0311256	0.0175013	0.428321	0.181258	0.140082	0.292103	0.115933	0.0585701	0.00869947	0.156009	0.136999	0.0113915	0.1412279	0.002261391	0.0238738	0.172094	0.16927	0.207312	0.098463	0.0181003	0.00870715	0.0015086	0.0816552	0.103642	0.0198325	0.00296453	0.0476409	0.0304676	0.0144691	0.2523315	3	56.21401	0.04800499	0.510404	0.808728	1.08293	1.59794	0.101323	0.16916	0.291205	0.0979198	0.238419	0.101974	0.2545929	0.9911176
1	0	-388.4988	-336.7737	-51.72516	9.995999	3.971393	0.317536	0.036695	0.233085	0.600919	0.0665752	0.0822423	0.194816	0.0191606	0.301976	0.373608	0.112689	0.0913016	0.133445	0.0149784	0.0154525	0.295162	0.547914	0.203535	0.0686816	0.21757	0.516261	0.191307	0.2219155	0.1038563	0.0481254	0.135732	0.104043	0.0906634	0.0696719	0.0061801	0.0589423	0.0332177	0.185773	0.00590009	0.047559	0.0309212	0.0472579	0.113111	0.0229016	0.3551271	2	54.31021	0.05930744	0.452784	0.774214	1.0844	1.6886	0.182778	0.142447	0.245045	0.0648701	0.286706	0.0781543	0.4589834	0.7737254
2	0	-375.5681	-334.6934	-40.87473	17.53554	3.394521	0.163107	0.146712	0.00789363	0.131281	0.0915995	0.074115	0.189474	0.534941	0.266092	0.179946	0.210213	0.235318	0.0617332	0.0374754	0.210835	0.122684	0.122159	0.351005	0.17176	0.0750742	0.0213105	0.0375816	0.1579001	-0.03164451	0.151097	0.118377	0.0857494	0.108077	0.103993	0.0307246	0.00369304	0.0135681	0.0796051	0.0523063	0.0427148	0.0149614	0.127037	0.0317641	0.036332	0.279855	2	50.35247	0.08433655	0.417654	0.75127	1.08387	1.7472	0.155195	0.187665	0.239959	0.0334672	0.237758	0.145956	0.2482105	1.127491
3	0	-363.5536	-333.1482	-30.4054	10.32115	2.443469	0.0580931	0.00239582	0.0878891	0.0741304	0.000390447	0.0493072	0.156545	0.149016	0.125225	0.113887	0.180225	0.0214986	0.197424	0.241845	0.0159285	0.111419	0.298512	0.136289	0.119459	0.0577713	0.0709827	0.188941	0.1364917	-0.04338942	0.0297717	0.148626	0.085036	0.0277185	0.164646	0.0672682	0.0101232	0.000574793	0.151545	0.0544076	0.026821	0.00861276	0.0538875	0.136797	0.0341653	0.1886053	2	59.23896	0.06920935	0.341031	0.69517	1.07796	1.88584	0.122123	0.135895	0.232276	0.0830833	0.348467	0.078155	0.1452159	1.298792
4	0	-383.7439	-330.8351	-52.90873	16.03675	1.510442	0.786109	0.544015	0.113547	0.0843055	0.0186599	0.272896	0.0422302	0.604574	0.295109	0.180374	0.428683	0.00850737	0.190124	1.21585	0.22655	0.277654	0.0914461	0.118681	0.165581	0.211588	0.154609	0.40623	0.2490411	0.01045129	0.00572594	0.122005	0.125077	0.097262	0.0298919	0.0860549	0.0210441	0.00233164	0.172222	0.120227	0.00671382	0.00169226	0.0928084	0.0931535	0.0237903	0.2401598	2	54.95315	0.06762911	0.226931	0.590285	1.05103	2.13175	0.1897	0.0877237	0.24703	0.0578306	0.298464	0.119252	0.2506111	0.9582968
5	0	-378.4809	-330.8999	-47.58101	7.980941	3.866231	0.127847	0.0983309	0.0181613	0.00786787	0.277565	0.0822553	0.0323823	0.610707	0.107257	0.37725	0.368531	0.0235312	0.191529	0.312534	0.293759	0.0355128	0.468593	0.17782	0.559744	0.409735	0.0478818	0.286705	0.2311006	0.0103584	0.0593231	0.165062	0.106313	0.0660889	0.0259266	0.0194491	0.0150411	0.0192869	0.0675087	0.161823	0.0407366	0.0135425	0.196352	0.0280915	0.0154546	0.2409893	2	52.3907	0.06917147	0.446859	0.770452	1.0844	1.69829	0.15802	0.186508	0.221061	0.0831147	0.272559	0.0787375	0.2513477	0.9587885
6	0	-384.3768	-335.4938	-48.88296	7.903707	3.827284	0.152277	0.0736086	0.228353	0.310679	0.00511519	0.953494	0.577737	0.128655	0.465308	0.0767418	0.330624	0.143287	0.272492	0.0198099	0.20279	0.0533539	0.145767	0.391192	0.126273	0.0287838	0.262198	0.125878	0.2767974	0.0628541	0.0352734	0.13401	0.125617	0.191581	0.103693	0.00695408	0.044322	0.00158172	0.0935852	0.150656	0.0547876	0.00179832	0.0119425	0.041532	0.00266571	0.2106874	2	51.108	0.1503958	0.444615	0.769016	1.08439	1.70198	0.17819	0.145929	0.16496	0.0938859	0.210619	0.206417	0.2735415	0.770221
7	0	-371.3306	-329.2068	-42.12381	13.52572	3.375189	0.000778004	0.13117	0.0838163	0.0214177	0.000817984	0.0714488	0.0152126	0.416536	0.19141	0.104843	0.0419526	0.0708508	0.0249856	0.153214	0.152649	0.214428	0.492577	0.0468902	0.162585	0.0479595	0.0302194	0.109885	0.09982018	-0.03288419	0.0381668	0.141809	0.135525	0.15481	0.112636	0.0159236	0.00151622	0.00144761	0.0535777	0.229743	0.0834616	0.00309854	0.00215027	0.0147368	0.0113974	0.3953119	1	52.85961	0.09312465	0.416354	0.750391	1.08383	1.74942	0.135321	0.19288	0.21669	0.0870475	0.296571	0.071491	0.3624277	1.090733
8	0	-368.9467	-328.6137	-40.33295	16.65944	5.176681	0.0205442	0.00902624	0.127155	0.0512024	0.00746235	0.225244	0.196296	0.171671	0.182635	0.0266638	0.0389748	0.0542209	0.244881	0.133541	0.0368069	0.0235399	0.189116	0.0410956	0.29674	0.0403766	0.160804	0.115288	0.07805634	0.07134702	0.157185	0.128007	0.0528973	0.091133	0.0461545	0.00646719	0.0282941	0.00537578	0.0617479	0.145021	0.0689129	0.0117807	0.0807264	0.115303	0.000994074	0.2797515	1	53.00871	0.04078614	0.509254	0.808074	1.08298	1.59969	0.128132	0.145625	0.225897	0.082232	0.30532	0.112794	0.3510985	0.7967892
9	0	-368.8196	-330.096	-38.72358	8.913884	3.910611	0.0147398	0.0830473	0.404172	0.222327	0.234517	0.0494021	0.138439	0.0540848	0.311859	0.27708	0.0333479	0.0818772	0.0172491	0.153453	0.133831	0.137509	0.138425	0.00624632	0.235895	0.208273	0.195226	0.235201	0.1293437	0.03379634	0.075351	0.0969034	0.180415	0.0992321	0.125085	0.0185774	0.0163658	0.000242571	0.140228	0.1045	0.0361103	0.0180301	0.0324517	0.00841418	0.0480938	0.1415886	2	51.40573	0.1366961	0.449383	0.77206	1.0844	1.69415	0.19048	0.15352	0.199838	0.0741791	0.255198	0.126784	0.175385	0.807302
10	0	-372.125	-335.325	-36.80007	15.78758	5.406665	0.0136327	0.105946	0.0373429	0.0211253	0.0222921	0.0117644	0.196177	0.174295	0.232592	0.404131	0.0571787	0.0419786	0.137692	0.234262	0.0395608	0.0285635	0.0705255	0.00221559	0.0430648	0.00226287	2.73978e-05	0.203973	0.09248797	-0.01228943	0.049883	0.0364336	0.0729289	0.0480353	0.183306	0.026933	0.0204925	0.00549204	0.060263	0.0286431	0.0670985	0.0100425	0.312306	0.0737184	0.00442458	0.2631781	1	50.78001	0.07550628	0.518138	0.813095	1.08253	1.58624	0.15557	0.136031	0.256306	0.072703	0.300843	0.078547	0.2508887	1.048984
11	0	-375.0066	-332.6508	-42.35584	9.021597	5.408838	0.135662	0.254194	0.0288032	0.0118026	0.00227343	0.546772	0.235801	0.179329	0.0961988	0.181422	0.0675158	0.168101	0.0161543	0.0763738	0.137092	0.503264	0.0702374	0.461478	0.0231	0.0547697	0.0985712	0.0500419	0.1662703	-0.06368719	0.0793798	0.0612663	0.0896212	0.120198	0.187936	0.0206851	0.029477	0.00996041	0.0826219	0.0776339	0.00216596	0.0207439	0.147548	0.0624356	0.00832619	0.340929	2	50.40505	0.06470677	0.51822	0.81314	1.08253	1.58611	0.143386	0.127811	0.238892	0.131577	0.243554	0.114781	0.2772418	1.229717
12	0	-379.5792	-333.1395	-46.43977	8.477242	4.826834	0.135311	0.240364	0.0283534	0.0328456	0.0688019	0.170129	0.273582	0.0784293	0.39812	0.171786	0.0356943	0.0956607	0.0242014	0.647821	0.181834	0.0572886	0.138902	0.0835328	0.0864498	0.481624	0.0188946	0.0284494	0.2017439	0.004937702	0.0231402	0.0507902	0.219312	0.135853	0.0182901	0.027029	0.00766212	0.00485031	0.0979445	0.240095	0.0246774	0.00550376	0.0478227	0.0201381	0.0768919	0.3209616	2	58.88025	0.06441901	0.494723	0.799689	1.08359	1.622	0.183733	0.102126	0.158465	0.101112	0.302363	0.152201	0.3258993	0.984849
13	0	-370.5091	-334.2561	-36.25304	11.2967	2.260442	0.433633	0.0201746	0.00581107	0.0463811	0.0989736	0.173321	0.272713	0.228954	0.153156	0.128464	0.0372243	0.0659663	0.0323406	0.302292	0.152632	0.220302	0.0843983	0.0105103	0.000205788	0.0373484	0.0586917	0.000355856	0.1387129	-0.01826613	0.113566	0.0911346	0.0858398	0.0586728	0.0527666	0.0438679	0.00306523	0.00503884	0.195063	0.0339074	0.011424	0.0333749	0.135029	0.0596051	0.0776447	0.2677867	1	53.75357	0.03437189	0.3225	0.680129	1.07532	1.92205	0.132564	0.102698	0.223321	0.0555394	0.399886	0.085991	0.2495206	1.073205
14	0	-380.301	-336.4578	-43.84325	10.37682	2.680959	0.529361	0.558317	0.0642926	0.0826277	0.0117043	0.17295	0.067278	0.852995	1.32767	0.110994	0.0996476	0.154202	0.0305095	0.0746585	0.0770025	0.0524139	0.0689766	0.0142506	0.0577028	0.0886543	0.024669	0.0747358	0.2008436	0.02669975	0.0935616	0.0955841	0.204207	0.0678405	0.0915358	0.0414363	0.014572	0.0225017	0.0765549	0.035137	0.0692894	0.0163787	0.0653417	0.0935072	0.0125522	0.2246555	2	54.46939	0.07966791	0.362968	0.712179	1.08041	1.84444	0.167947	0.203393	0.192502	0.0589608	0.222089	0.155109	0.2513552	0.8937768
15	0	-374.3128	-343.3355	-30.97733	18.58249	1.843125	0.0235856	0.198465	0.00694533	0.0156313	0.067868	0.267018	0.0183966	0.57405	0.166936	0.0465018	0.0643766	0.132924	0.0823028	0.0640764	0.0131653	0.117832	0.0880569	0.0938954	0.0500098	0.0951339	0.106773	0.133404	0.1063682	0.00917902	0.0134645	0.12096	0.047748	0.0982595	0.111157	0.147958	0.0118557	0.0122431	0.131351	0.179992	0.0280933	0.00873347	0.0504351	0.0370214	0.000727687	0.1761502	5	50.267	0.1033193	0.273801	0.637223	1.06552	2.02346	0.195849	0.129616	0.12366	0.0665228	0.339233	0.145118	0.1853292	0.9504718
16	0	-369.6206	-332.3399	-37.28072	9.433859	6.40417	0.181312	0.173419	0.051384	0.07119	0.0174978	0.0357163	0.0132716	0.354944	0.158313	0.126451	0.206551	0.0268429	0.00180094	0.00291085	0.121129	0.0672389	0.00982937	0.121089	0.0430903	0.178943	0.170131	0.258762	0.1487623	-0.03643162	0.0461621	0.108086	0.143834	0.157113	0.0815389	0.0533068	0.0291711	0.011798	0.0640047	0.0552426	0.0728576	0.0171267	0.0506153	0.0671001	0.0420438	0.2408512	2	52.86266	0.1284356	0.551669	0.831359	1.08034	1.53663	0.14654	0.128682	0.2909	0.11263	0.220442	0.100806	0.2044195	1.17822
17	0	-358.1179	-323.4518	-34.66616	16.06322	6.455107	0.000460384	0.0778872	0.0579279	0.0594849	0.16482	0.00419424	0.098133	0.0399947	0.131971	0.0728119	0.105512	0.0538036	0.0768994	0.0213392	0.286411	0.103531	0.00373014	0.0426698	0.00307308	0.0506806	0.0226161	0.273691	0.06945516	-0.03747538	0.0926224	0.137223	0.098606	0.0846131	0.0252738	0.0346038	0.0184576	0.00171274	0.120203	0.0838872	0.0325595	0.0231938	0.166099	0.0298363	0.0511082	0.393631	1	50.94983	0.02355	0.553195	0.832165	1.08022	1.53442	0.128264	0.175432	0.221693	0.0837636	0.283321	0.107527	0.3561556	1.105222
18	0	-379.2379	-336.5841	-42.65376	9.323239	3.346733	0.0271434	0.123991	0.183522	0.226528	0.17899	0.0113821	0.234398	0.033368	0.247657	0.728534	0.063597	0.316606	0.435325	0.170543	0.0527528	0.0115922	0.0479729	0.0837865	0.109391	0.0362798	0.2661	0.188992	0.1726144	-0.03996718	0.139671	0.0665531	0.244303	0.114297	0.0705679	0.00523228	0.0694689	0.0043715	0.102804	0.0625077	0.0225455	0.0115843	0.0530335	0.0123215	0.0207385	0.3980756	3	53.11451	0.08308415	0.414426	0.749082	1.08376	1.75273	0.115063	0.205058	0.311431	0.0600212	0.214858	0.0935693	0.3581084	1.111606
19	0	-378.7483	-342.271	-36.47736	10.88892	1.583242	0.0021077	0.0115848	0.157396	0.138418	0.0227491	0.104365	0.0768465	0.364024	0.256158	0.294503	0.40127	0.112631	0.00404977	0.192674	0.171999	0.0480524	0.0804258	0.120594	0.0288529	0.123069	0.112346	0.270481	0.152935	-0.01167702	0.0661555	0.0537867	0.0441254	0.162534	0.166114	0.064269	0.0141874	0.010678	0.0310064	0.128729	0.0867618	0.0762861	0.0621642	0.0197667	0.0134367	0.4126979	2	50.4286	0.07403316	0.2379	0.60185	1.05496	2.10529	0.100173	0.105214	0.255909	0.11223	0.297623	0.128852	0.4010209	1.029118
20	0	-363.2017	-331.2182	-31.98356	16.40943	4.960689	0.127988	0.202022	0.0734276	0.0179189	0.00226464	0.234414	0.011891	0.0886008	0.0961137	0.00562533	0.145309	0.11132	0.299701	0.00464257	0.193857	0.0659826	0.0636207	0.00143754	0.0858761	0.0219605	0.0335962	0.0238133	0.07893064	-0.07627799	0.0662295	0.11749	0.0374934	0.114041	0.232733	0.0518662	0.00336133	0.0127831	0.12487	0.112628	0.00615887	0.0152377	0.0865228	0.0114165	0.00716708	0.2790955	1	51.13229	0.06049726	0.500437	0.803012	1.08337	1.61318	0.108102	0.224762	0.221167	0.0632733	0.302958	0.0797383	0.2028175	1.376092
21	0	-376.2108	-332.2678	-43.94301	7.214362	2.053655	0.274598	0.266824	0.0207038	0.106452	0.0102156	0.23304	0.211645	0.218897	0.184398	0.672292	0.0149351	0.218221	0.266532	0.346205	0.0909965	0.0359622	0.111739	0.225517	0.473505	0.143836	0.359582	0.0867229	0.1869466	-0.1446221	0.135816	0.232487	0.0651966	0.0442804	0.111024	0.0220433	0.0581312	0.00426614	0.0804091	0.0760969	0.044405	0.00733173	0.0158329	0.0387998	0.0638794	0.3281922	2	52.52691	0.09254675	0.299596	0.660601	1.07128	1.96853	0.118658	0.155776	0.258659	0.0962422	0.293775	0.0768902	0.1835701	1.787831
22	0	-401.9605	-348.5579	-53.40261	27.30043	2.270067	0.195043	0.460665	0.0523736	0.0214614	0.119175	0.0724249	0.0959804	0.244218	0.230213	0.0206513	0.599665	0.353673	0.466364	0.0190574	0.469826	0.161358	0.44005	0.131407	0.0455222	0.0395904	0.23434	0.0482734	0.1879378	0.02290427	0.0332784	0.0830435	0.140711	0.0727936	0.0796753	0.0687631	0.0352295	0.0137111	0.150877	0.0509939	0.134155	0.0233068	0.0238744	0.0529442	0.036643	0.1263526	1	51.01504	0.05160096	0.323514	0.680968	1.07548	1.92004	0.158839	0.205729	0.181175	0.0570123	0.240046	0.157199	0.1492568	0.8465446
23	0	-368.2533	-334.3663	-33.88697	12.87883	2.568743	0.00264189	0.161537	0.0737763	0.00307195	0.00608728	0.114599	0.289551	0.505611	0.103573	0.207066	0.0281218	0.23408	0.0744869	0.0900971	0.0236742	0.1751	0.0482068	0.0574893	0.400108	0.0237988	0.148412	0.0226075	0.1055602	-0.04248629	0.161093	0.0418278	0.0588014	0.0716617	0.0538356	0.0308988	0.00425478	0.00120438	0.0882708	0.0451604	0.049481	0.0223445	0.306984	0.0457504	0.018431	0.3075357	2	51.14205	0.08778581	0.352879	0.704459	1.07937	1.8633	0.142861	0.199409	0.233024	0.0470182	0.314408	0.0632793	0.2650494	1.160296
24	0	-378.6273	-331.3667	-47.26057	7.364257	2.923556	0.231176	0.128616	0.0250414	0.122937	0.0309625	0.22956	0.678129	0.193485	0.350632	0.584884	0.137867	0.137672	0.634784	0.302769	0.169059	0.0505957	0.0623603	0.324653	0.80003	0.0284218	0.0527132	0.23774	0.3228039	0.01627926	0.209838	0.083453	0.0652292	0.100353	0.1904	0.0101192	0.0191445	0.0118932	0.0665362	0.077364	0.0268707	0.00282543	0.0528762	0.0455758	0.0375221	0.2287501	3	55.8421	0.09839539	0.38326	0.727206	1.08211	1.80742	0.112953	0.140895	0.186161	0.0842788	0.329317	0.146395	0.2450294	0.933562
25	0	-380.0885	-338.5917	-41.49672	18.20795	1.708182	0.121848	0.0618657	0.082784	0.473642	0.0387033	0.0457345	0.0899311	0.0713583	0.202565	0.0871298	0.194021	0.0400787	0.0520571	0.665785	0.0482731	0.172018	0.049366	0.0543975	0.475865	0.160177	0.0675473	0.180394	0.1966359	-9.07307e-05	0.121508	0.103503	0.0262237	0.031613	0.0421163	0.0301724	0.0425534	0.00870942	0.238276	0.14423	0.0991217	0.0259304	0.0688422	0.0147502	0.00245042	0.2487805	0	59.02443	0.06978184	0.255766	0.619901	1.06062	2.06371	0.236459	0.144274	0.192356	0.100196	0.248183	0.078532	0.2486898	1.000365
26	0	-367.6296	-339.1009	-28.52868	21.1443	2.95902	0.133556	0.135827	0.0499071	0.0280355	0.0237232	0.0372366	0.085159	0.100992	0.165259	0.00683036	0.0910002	0.0722145	0.038357	0.0527974	0.00811897	0.0266293	0.065599	0.0421747	0.0302906	0.0336474	0.131751	0.123757	0.05328869	0.01733687	0.0271014	0.0417651	0.0877948	0.0584124	0.0399611	0.03695	0.0793265	0.000144747	0.10832	0.160981	0.124678	0.0119501	0.141792	0.0334206	0.0474027	0.1656188	0	51.88394	0.05447267	0.386067	0.729233	1.08231	1.80239	0.183566	0.189356	0.155586	0.0664732	0.263165	0.141853	0.1829557	0.9052401
