Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-599.7572	-528.4899	-71.26735	41.48986	3.140661	0.170989	0.0380554	0.0169883	0.0655892	0.0147407	0.0216417	0.0347897	0.0550785	0.00400516	0.0261738	0.00141481	0.00495249	0.00218703	0.0156128	0.0508902	0.0816248	0.0982	0.00469611	0.0491436	0.0111109	0.122249	0.0531419	0.0887802	0.0149847	0.0529821	0.329428	0.0258977	0.0284622	0.117152	0.00487072	0.262234	0.0556229	0.0119293	0.216407	0.0773174	0.0506009	0.214079	0.048785	0.0119982	0.0912729	0.00391517	0.0272153	0.0360295	0.0059104	0.0540799	0.0254853	0.127505	0.212478	0.0495778	0.201087	0.0237094	0.0325646	0.00576695	0.077907	0.00259483	0.0111548	0.0420837	0.0690333	0.0211788	0.0570199	0.05919851	-0.005748475	0.0371924	0.230082	0.0064916	0.131622	0.0157594	0.0382264	0.0857231	0.00274678	0.0458435	0.143119	0.0755026	0.0283104	0.0116749	0.11224	0.035465	0.396705	8	58.84779	0.03013845	0.399859	0.73903	1.08313	1.77798	0.11456	0.0921671	0.0630708	0.511269	0.0841578	0.134775	0.3909565	1.014704
100	-605.0817	-522.3638	-82.71795	30.34382	4.068908	0.0896006	0.0164921	0.106038	0.0627418	0.083215	0.057617	0.155343	0.0273732	0.0936794	0.0438529	0.0121267	0.00303131	0.0942315	0.00521402	0.0158255	0.0324815	0.157111	0.0102501	0.0648249	0.0088909	0.0309799	0.0334314	0.000615919	0.00704068	0.136476	0.101886	0.00674882	0.0337926	0.247493	0.0227589	0.245064	0.125533	0.0772873	0.0446689	0.150098	0.0930681	0.126479	0.0103685	0.00446601	0.144257	0.151482	0.16325	0.188745	0.144727	0.0195716	0.00702817	0.121572	0.335544	0.0555543	0.0952826	0.0117983	0.0038912	0.00889532	0.0230521	0.0534827	0.0360828	0.25133	0.171695	0.0170701	0.285227	0.101561	-0.05358411	0.0290596	0.230079	0.00513505	0.0931934	0.0121698	0.0186646	0.0711038	0.0131245	4.10517e-05	0.182186	0.177592	0.064097	0.0234835	0.0776773	0.00239367	0.410693	7	52.19356	0.0521655	0.458108	0.777559	1.08438	1.67995	0.103817	0.139575	0.0745235	0.440213	0.106342	0.13553	0.3571089	1.15005
200	-621.4224	-525.4935	-95.9289	36.99681	2.192776	0.114316	0.0849422	0.12798	0.00894831	0.11262	0.0314264	0.0149994	0.039777	0.00564698	0.0123702	0.0402883	0.0299273	0.0210148	0.125916	0.00350868	0.298148	0.119344	0.00202233	0.117034	0.0470436	0.0116435	0.148309	0.0184799	0.00501706	0.0968043	0.161092	0.0178337	0.134738	0.32107	0.00291985	0.24797	0.176815	0.00569657	0.00490673	0.239718	0.023584	0.239177	0.0234329	0.427665	0.0268828	0.0990025	0.0922197	0.0521093	0.343233	0.151405	0.0947946	0.0961541	0.225831	0.0100797	0.0523945	0.0182114	0.154373	0.0182441	0.0287839	0.0672728	0.0189084	0.256203	0.219499	0.0344608	0.0242809	0.09265863	-0.01932533	0.0602422	0.233772	0.0161176	0.093128	0.00978777	0.0384593	0.0638862	0.0323524	0.0420628	0.0725217	0.129422	0.0322482	0.00402114	0.162138	0.00984057	0.4621219	9	55.68579	0.04081626	0.315249	0.674063	1.07414	1.93655	0.104776	0.125181	0.0797038	0.431526	0.108166	0.150647	0.4427965	1.043644
300	-599.2001	-512.5294	-86.67074	31.27197	3.450916	0.354607	0.0370429	0.149556	0.0889574	0.00247188	0.0676578	0.00559084	0.216902	0.0483834	0.000328309	0.297769	0.0559931	0.0991652	0.0526482	0.0056486	0.25937	0.0648346	0.0361101	0.010058	0.00270871	0.0307743	0.0249226	0.000610178	0.0812835	0.0279969	0.120831	0.00188553	0.0805247	0.0960769	0.0387783	0.198291	0.0370195	0.0273008	0.0654218	0.294245	0.0816791	0.154091	0.118966	0.0542401	0.0360843	0.151184	0.0490654	0.0528503	0.00581862	0.037353	0.0247963	0.0180397	0.147513	0.12815	0.0221215	0.515108	0.00768437	0.00145244	0.00925815	0.093086	0.230484	0.0384773	0.0710187	0.0924462	0.21585	0.1114298	-0.01604594	0.0436306	0.252893	0.0255726	0.0625785	0.00207874	0.00316074	0.0483964	0.0100722	0.0512917	0.0157998	0.270838	0.0607354	0.0132862	0.116069	0.0235969	0.4097459	8	59.20117	0.05709449	0.421394	0.753788	1.08399	1.74083	0.118677	0.113214	0.0725078	0.438722	0.0757021	0.181177	0.3937	1.040757
400	-635.1529	-517.8143	-117.3386	41.16371	5.443838	0.442783	0.0230773	0.551354	0.0333367	0.515177	0.0372236	0.218948	0.306759	0.00882236	0.0868637	0.0671018	0.00091567	0.0402734	0.382034	0.0538378	0.0258878	0.0491017	0.0319491	0.0105279	0.265369	0.196672	0.133793	0.0604338	0.159413	0.0158995	0.00824616	0.116459	0.0919437	0.139967	0.286949	0.294665	0.0260875	0.156657	0.00852275	0.189728	0.0514413	0.296104	0.289998	0.041888	0.162112	0.0333493	0.252176	0.0845825	0.0442255	0.184488	0.00482695	0.177799	0.185816	0.0246936	0.0367105	0.0337569	0.0373224	0.0359808	0.0989483	0.0939514	0.0901709	0.00397151	0.207967	0.0152774	0.0137206	0.1274485	0.04003573	9.2085e-05	0.386321	0.0990754	0.0366835	0.012459	0.00934195	0.0904143	0.0145013	0.0316861	0.0136693	0.0437875	0.132056	0.00483007	0.12496	0.000122094	0.231732	6	59.64355	0.07431355	0.519529	0.813873	1.08246	1.58414	0.103248	0.0837974	0.0592697	0.472236	0.127633	0.153816	0.2717677	0.852684
500	-608.2368	-513.6067	-94.63013	11.3375	2.947108	0.254101	0.0190486	0.0912813	0.268275	0.0300734	0.0215978	9.06537e-05	0.166423	0.0193751	0.0017348	0.127494	0.0352391	0.301333	0.0703204	0.0462551	0.0428747	0.0926498	0.259885	0.00851725	0.175109	0.0370094	0.147896	0.0224768	0.0458393	0.000836402	0.00527033	0.0347308	0.156309	0.053834	0.0300093	0.0560391	0.647749	0.0244152	0.00750086	0.14294	0.0221568	0.19992	0.185184	0.21503	0.00399187	0.295997	0.0156297	0.000251852	0.0544724	0.412871	0.332036	0.0052487	0.0210918	0.0478455	0.178343	0.00483654	0.283171	0.0306806	0.109872	0.141461	0.135545	0.386338	0.0236512	0.0497012	0.0851772	0.0955575	-0.05629402	0.139857	0.166795	0.0391362	0.0239319	0.0561318	0.0126856	0.0668711	0.028572	0.102681	0.0213707	0.0858515	0.0340249	0.019294	0.196299	0.00649858	0.2868889	6	50.69607	0.08694696	0.385128	0.728557	1.08224	1.80407	0.0698719	0.100676	0.0739606	0.494999	0.142749	0.117744	0.2305948	1.244125
600	-597.5459	-519.4138	-78.13212	32.83418	2.858936	0.113285	0.0527723	0.00783573	0.0340316	0.0812794	0.0250994	0.188498	0.035792	0.170493	0.0317815	0.0158424	0.0807808	0.0252493	0.0761601	0.163611	0.00784954	0.0956232	0.00106598	0.17885	0.096661	0.255229	0.0893749	0.0466372	0.0523351	0.044876	0.0254749	0.0131487	0.0448267	0.0228771	0.138366	0.0347105	0.00259914	0.00570254	0.0872519	0.127421	0.000978377	0.00767051	0.0729644	0.056466	0.0687037	0.00507012	0.0192968	0.243321	0.190808	0.129117	0.0782262	0.0391608	0.143409	0.242298	0.0846962	0.260855	0.139829	0.0129377	0.0604402	0.00771062	0.0183051	0.228569	0.189474	0.202577	0.0608151	0.07296855	0.07884218	0.0890806	0.276618	0.0236131	0.0126966	0.00123196	0.0324782	0.0734326	0.00135043	0.00395567	0.0508422	0.132193	0.165801	0.00026877	0.115468	0.0209702	0.3331501	6	53.82664	0.04993605	0.378046	0.723406	1.08172	1.81682	0.1308	0.104778	0.0592922	0.479017	0.104608	0.121505	0.4119923	0.8086319
700	-633.6095	-526.7514	-106.8581	29.40687	1.848383	0.0145825	0.00718925	0.0395485	0.0161142	0.073507	0.0409286	0.0573502	0.214042	0.105676	0.00734516	0.174645	0.130426	0.207081	0.355751	0.186668	0.127377	0.0751379	0.00175548	0.577779	0.00132014	0.0116132	0.0951413	0.117657	0.00718761	0.170389	0.411196	0.0535749	0.0127404	0.198644	0.14151	0.249961	0.204763	0.0901404	0.00153553	0.436693	0.126996	0.00928792	0.0322253	0.0140304	0.114379	0.0301551	0.18148	0.110568	0.171976	0.0579401	0.576271	0.0874903	0.457911	0.0589373	0.0619391	0.433944	0.294381	0.0456257	0.124267	0.0359235	0.138306	0.253908	0.207952	0.0132369	0.0146995	0.09702046	-0.005089025	0.0433491	0.330903	0.0452962	0.00206275	0.011151	0.0986561	0.0261719	0.0164652	0.0404113	0.0658456	0.136438	0.00404852	0.0314548	0.141435	0.00631132	0.5845553	7	50.57902	0.08481334	0.274479	0.637858	1.06569	2.02198	0.144447	0.114113	0.0542605	0.412785	0.12702	0.147375	0.5794663	1.008782
800	-600.4659	-526.5419	-73.92395	38.48802	2.502527	0.081562	0.162381	0.0161143	0.13096	0.129417	0.0553093	0.370157	0.0820897	0.00110737	0.0219036	0.0540218	0.00454705	0.0711323	0.0325712	0.131848	0.0978588	0.0068619	0.21626	0.000883356	0.0249608	0.0199384	0.108338	0.144467	0.00490088	0.0141741	0.0788367	0.00455942	0.0988561	0.066859	0.0123996	0.116512	0.0212276	0.0667821	0.107469	0.0416763	0.0777891	0.0647961	0.112383	0.0567858	0.150328	0.0359005	0.0541521	0.252363	0.0113737	0.0375427	0.0146865	0.194031	0.000620119	0.10318	0.189467	0.03402	0.127878	0.0618147	0.00366033	0.211267	0.0636589	0.0107685	0.043752	0.117207	0.0595575	0.09231498	0.0157186	0.124151	0.157626	0.026825	0.0453861	0.00361818	0.120427	0.0602256	0.0124927	0.00864169	0.027569	0.0795635	0.192849	0.0199204	0.118663	0.00204222	0.2873308	10	50.94628	0.07579959	0.346696	0.699643	1.07866	1.87501	0.12088	0.0731021	0.0898139	0.429875	0.161518	0.124812	0.3030494	0.9481319
900	-607.7417	-529.3752	-78.36657	25.97157	2.215565	0.316905	0.097165	0.0239933	0.166138	0.114595	0.00460013	0.165754	0.291698	0.0180349	0.00268387	0.0502056	0.0333385	0.0925209	0.0485884	0.0789922	0.334329	0.0447185	0.0449944	0.00301933	0.000779226	0.159151	0.024578	0.04944	0.0275876	0.118913	0.0870908	0.0702248	0.461604	0.0756824	0.157581	0.00645308	0.00100265	0.0759761	0.113044	0.00236588	0.19729	0.247167	0.0996747	0.235831	0.164473	0.00979419	0.0127698	0.147283	0.0577162	0.013214	0.0305926	0.109357	0.211407	0.164679	0.0604248	0.0109111	0.731431	0.017292	0.198146	0.013048	0.0147987	0.0260218	0.0831878	0.25991	0.172385	0.1107076	0.03795124	0.0889615	0.238503	0.00700983	0.134378	0.015559	0.0399809	0.0497857	0.0181732	0.00462964	0.134219	0.0271183	0.130313	0.00143247	0.108999	0.000937827	0.5315305	8	50.77891	0.07087808	0.317717	0.676139	1.07455	1.93159	0.0897883	0.12214	0.059375	0.509153	0.12006	0.0994841	0.5694817	0.9333583
