Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-483.0303	-418.4013	-64.62905	18.91392	3.51762	0.0471561	0.162311	0.0767996	0.175554	0.00699996	0.0407067	0.0243076	0.327197	0.0313149	0.0669025	0.394316	0.0360495	0.0292434	0.0394136	0.129047	0.252282	0.142435	0.0412057	0.473126	0.0952974	0.00426476	0.0152466	0.00422574	0.000765501	0.00837098	0.121786	0.0113472	0.270305	0.0309032	0.313061	0.200828	0.0092689	0.00458404	0.038217	0.0838152	0.0508693	0.130088	0.132407	0.0447758	0.31755	0.347131	0.0834343	0.063188	0.00188051	0.0361338	0.170983	0.1125494	-0.0235985	0.120037	0.00946511	0.0414425	0.00224788	0.0868356	0.00499242	0.0598065	0.0165158	0.0640664	0.0116487	0.127923	0.0756313	0.0279813	0.314942	0.0364641	0.3489896	6	55.34733	0.1044471	0.425725	0.756681	1.0841	1.73349	0.0340725	0.186	0.101443	0.330068	0.246373	0.102044	0.3253911	1.072523
100	-460.7373	-412.7487	-47.98863	18.74071	2.443666	0.149068	0.0258575	0.0235964	0.0443354	0.160337	0.219688	0.00142596	0.20144	0.169965	0.0666952	0.297145	0.0335705	0.0209339	0.00998799	0.0387207	0.0213868	0.059089	0.0312584	0.0443991	0.0195483	0.0681605	0.0691731	0.0564241	0.248361	0.010669	0.00795795	0.10418	0.00394413	0.0831443	0.0299068	0.141599	0.00330736	0.165591	0.063862	0.041855	0.0100007	0.0026496	0.0294853	0.0162962	0.0199435	0.310221	0.00901706	0.0559721	0.00373258	0.019875	0.182107	0.07191865	0.01037831	0.241373	0.0288915	0.0972635	0.00597527	0.00722798	0.00440763	0.0591264	0.0251884	0.0658402	0.00455586	0.0664137	0.00587008	0.0128143	0.367285	0.00776742	0.196001	6	50.31798	0.08192507	0.34105	0.695185	1.07796	1.88581	0.0315252	0.136029	0.234553	0.289473	0.208148	0.10027	0.2063793	0.9497124
200	-479.2089	-411.4264	-67.78248	18.79069	3.128332	0.0857299	0.115654	0.0690052	0.0361261	0.189348	0.679459	0.122485	0.190244	0.0734389	0.0496049	0.245338	0.0101302	0.00173333	0.00150373	0.2616	0.00483714	0.0378508	0.102833	0.276848	0.0399079	0.0756694	0.271148	0.0213254	0.00604837	0.0133447	0.12893	0.175233	0.00463198	0.522226	0.132903	0.0329067	0.0762163	0.0350461	0.040528	0.134972	0.00511176	0.145642	0.424096	0.0456653	0.0545668	0.000197319	0.0571587	0.198566	0.0162896	0.111107	0.235463	0.1173752	0.01785399	0.243919	0.010921	0.0198712	0.157185	0.00263726	0.00546631	0.0380602	0.00272683	0.120159	0.00535099	0.06794	0.0040439	0.0126356	0.30526	0.00382358	0.3288758	8	50.4459	0.09334215	0.398952	0.738395	1.08308	1.77957	0.0320214	0.238878	0.186678	0.260374	0.223975	0.0580741	0.3467298	0.9485075
300	-470.3563	-425.4956	-44.86071	16.62623	6.126274	0.034587	0.0452663	0.0367744	0.0170351	0.0873365	0.0194478	0.0300301	0.0437806	0.0526349	0.0049208	0.352212	0.0597147	0.0203958	0.0751449	0.0180634	0.0384074	0.0836534	0.00395125	0.130082	0.0220901	0.00572915	0.0241507	0.0640343	0.20146	0.0207848	0.035171	0.00252687	0.0629704	0.000756048	0.0121664	0.283326	0.200419	0.0704766	0.0212576	0.0233574	0.0767966	0.0846142	0.114228	0.015098	0.0137892	0.0389872	0.0303957	0.237563	0.00504239	0.00818463	0.164576	0.07913467	-0.006711245	0.11537	0.0861426	0.186204	0.00477496	0.00364654	0.00545228	0.117546	0.0204356	0.0491612	0.00904267	0.171277	0.00550651	0.0272786	0.192277	0.00588448	0.3915102	5	50.7284	0.06640576	0.543051	0.826765	1.08097	1.54921	0.0475526	0.220575	0.174117	0.225841	0.247984	0.0839304	0.3847989	1.017441
400	-468.7297	-413.6435	-55.0862	15.22208	4.897624	0.0742001	0.0270781	0.194837	0.0261511	0.0136501	0.0629832	0.0824019	0.106178	0.012789	0.0469076	0.0256358	0.0322101	0.00861825	0.00105399	0.2934	0.061844	0.0400044	0.12935	0.0171824	0.0212992	0.116429	0.0128927	0.00422957	0.0478979	0.0677235	0.0535592	9.56202e-05	0.0519105	0.0712429	0.172033	0.0121133	0.0143289	0.0466299	0.00716507	0.0169168	0.0297468	0.0703631	0.0904346	0.364367	0.0795009	0.114878	0.161681	0.106124	0.0212779	0.110322	0.0400732	0.05281401	0.04076	0.129736	0.0248244	0.045106	0.0108618	0.202781	0.00575685	0.101331	0.0285222	0.0357051	0.00418391	0.0902219	0.00192248	0.0136259	0.28029	0.0251311	0.2285706	5	50.29749	0.1012017	0.497769	0.801465	1.08348	1.61729	0.0505593	0.199689	0.184498	0.226383	0.237213	0.101659	0.2693306	0.8486618
500	-448.7904	-409.3524	-39.43799	14.71379	3.354543	0.0169599	0.0209991	0.0390823	0.0530527	0.113948	0.0303999	0.0301568	0.0660304	0.0143129	0.0514004	0.00136484	0.0341157	0.00628177	0.0484516	0.147424	0.0297207	0.00212121	0.0212887	0.0519332	0.106203	0.0572727	0.0668594	0.0082539	0.0773209	0.0541528	0.0294659	0.0812884	0.0399149	0.0452099	0.0206332	0.0623678	0.0514468	0.0546284	0.0305159	0.0230467	0.000854614	0.144763	0.136402	0.00834154	0.0257827	0.0543995	0.0186492	0.12737	0.0561892	0.156294	0.00406114	0.04925768	-0.03377184	0.0771517	0.00185147	0.222094	0.000257395	0.128047	0.00702251	0.080178	0.00572425	0.0872171	0.0119586	0.0404444	0.00713677	0.00775025	0.32183	0.00133599	0.5883735	3	54.35728	0.03725608	0.414957	0.749443	1.08378	1.75182	0.0602715	0.198107	0.155581	0.219638	0.291426	0.0749767	0.5546017	1.060894
600	-470.1412	-405.083	-65.05821	16.13771	2.431049	0.0288729	0.166884	0.112623	0.0483787	0.193923	0.0337104	0.0324566	0.0633122	0.0183243	0.135754	0.01032	0.075306	0.00518705	0.0918246	0.327776	0.00643973	0.219925	0.00877671	0.176538	0.0934054	0.0688574	0.0347545	0.0310478	0.107713	0.138736	0.0141359	0.0742679	0.00867827	0.000188096	0.189119	0.0694238	0.0515222	0.0251869	0.0207463	0.0327341	0.0359605	0.0105872	0.215676	0.53365	0.0608112	0.122234	0.0565504	0.473095	0.00739845	0.127576	0.00133387	0.1081988	0.05811634	0.118907	0.049786	0.089203	0.00597403	0.0847366	0.00495899	0.0658448	0.0183527	0.0308742	0.000638744	0.107132	0.0184919	0.0260791	0.378386	0.000635249	0.2643111	2	57.04684	0.05054821	0.33982	0.694207	1.0778	1.88817	0.0465974	0.184161	0.14905	0.268249	0.240021	0.111921	0.3224274	0.8197537
700	-480.991	-407.4248	-73.56614	7	2.459162	0.51868	0.00543153	0.240265	0.0965981	0.594238	0.0373642	0.0563068	0.0273111	0.0362162	0.0897079	0.0712494	0.151603	0.0196568	0.490329	0.259995	0.0049845	0.186253	0.0500641	0.161398	0.0494102	0.116385	0.0932092	0.279757	0.321078	0.192484	0.0941567	0.00757551	0.0386514	0.333773	0.0908555	0.0168528	0.0243612	0.0953208	0.192835	0.106023	0.110904	0.181226	0.272325	0.524409	0.0558653	0.0890546	0.0432063	0.212172	0.0158716	0.00157882	0.0935443	0.1665291	0.02608064	0.0750109	0.00425747	0.172458	0.0103078	0.0107189	0.00376796	0.0392055	0.00398675	0.0435279	0.00898649	0.146114	0.00127532	0.00410006	0.463646	0.0126366	0.4487086	4	50.74911	0.04885179	0.34255	0.696375	1.07815	1.88293	0.0364617	0.285242	0.16194	0.201324	0.232981	0.0820518	0.4747892	0.945069
800	-479.0403	-420.2151	-58.82516	7	1.758718	0.0404459	0.0235791	0.486533	0.0161791	0.225209	0.0605676	0.0286447	0.114312	0.384138	0.120812	0.0330694	0.11564	0.00226785	0.126392	0.0787424	0.0743598	0.104634	0.0786881	0.108915	0.11687	0.161515	0.152387	0.100237	0.302083	0.0300147	0.0812256	0.000635217	0.00608482	0.009167	0.345452	0.111728	0.00810318	0.060183	0.0912559	0.507133	0.045989	0.00951207	0.149338	0.136854	0.106661	0.103486	0.0500632	0.168736	0.276761	0.204665	0.0528354	0.1106173	0.0897413	0.204385	0.0218246	0.043332	0.0198554	0.00454939	0.00489306	0.0600796	0.0137839	0.128595	0.00495188	0.122868	0.00325898	0.0235726	0.303527	0.040523	0.5145484	6	57.66208	0.08607026	0.262667	0.626631	1.06259	2.04811	0.0339605	0.170594	0.118037	0.327156	0.246919	0.103334	0.6042897	0.8514929
900	-460.5011	-412.4548	-48.04629	7	4.506374	0.0449986	0.113921	0.0205011	0.00747467	0.0556591	0.000782589	0.012155	0.277752	0.0251954	0.0851183	0.174937	0.033071	0.0164307	0.0155142	0.0815727	0.00756897	0.0976504	0.157669	0.317802	0.158057	0.00305127	0.0384291	0.0620643	0.175836	0.00277617	0.0416408	0.0494989	0.0498061	0.028725	0.0154856	0.0196318	0.0503102	0.0515365	0.266428	0.112543	0.217455	0.0271036	0.0179018	0.00163959	0.370613	0.0846252	0.135445	0.120934	0.109152	0.105562	0.326364	0.08695218	0.03182728	0.0383151	0.00932631	0.033386	0.0123461	0.164171	0.00180967	0.0411728	0.0262194	0.0616522	0.0115772	0.180239	0.00159029	0.00705249	0.409849	0.0012936	0.5167625	9	51.22349	0.05094925	0.480187	0.791081	1.08404	1.64469	0.0494438	0.231652	0.123379	0.268053	0.229712	0.0977608	0.5485898	0.9419835
1000	-474.9698	-412.6847	-62.2851	20.45169	2.93797	0.0792945	0.0607003	0.0821146	0.123283	0.114412	0.0544611	0.00436943	0.0078875	0.0324403	0.0555608	0.0741914	0.0663074	0.0106207	0.00947422	0.169207	0.0168115	0.15292	0.0743375	0.0428741	0.0847805	0.0177901	0.0625255	0.198264	0.129173	0.251186	0.286091	0.593233	0.0125906	0.0094213	0.044143	0.0996949	0.0311708	0.160698	0.158852	0.041677	0.137848	0.0710169	0.389048	0.100113	0.114182	0.00403021	0.0671861	0.019609	0.0366085	0.00698622	0.104614	0.09167405	0.008954759	0.0410105	0.0244504	0.111861	0.0532444	0.00181664	0.0058777	0.0929285	0.0229745	0.047065	0.0176344	0.18957	0.00565595	0.0299049	0.341552	0.0144537	0.2185875	5	57.22556	0.06923424	0.384405	0.728035	1.08219	1.80537	0.0425144	0.156079	0.233452	0.260679	0.184336	0.122939	0.2275423	0.9606457
