Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-379.5266	-355.7471	-23.77949	14.22777	4.6091	0.00472115	0.0192186	0.0816947	0.109491	0.00694423	0.0281456	0.00378279	0.122921	0.00711266	0.000970425	0.00203505	0.00918857	0.000372819	0.0138002	0.059771	0.0780142	0.00707545	0.017657	0.0134348	0.0206935	0.00487526	0.0557771	0.00530547	0.253518	0.0715916	0.0305314	0.0181606	0.0303994	0.0328377	0.120364	0.0236058	0.00868464	0.0170227	0.036605	0.00182892	0.199933	0.00150647	0.02391	0.00404675	0.145834	0.0183024	0.0191109	0.0193839	0.0273988	0.106166	0.0528641	0.0248266	0.0578996	0.0224616	0.0576915	0.0556302	0.0349289	0.213649	0.0144322	0.014762	0.0698233	0.0332924	0.0431879	0.0592597	0.0180009	0.0141699	0.035387	0.04075679	-0.002224731	0.0497209	0.0229023	0.147837	0.0244221	0.109936	0.0997563	0.0444231	0.0158763	0.170682	0.0874704	0.0815085	0.00140898	0.0555832	0.047821	0.0406512	0.6200841	6	50.06608	0.09268986	0.484985	0.793948	1.08391	1.63716	0.213473	0.104031	0.129018	0.130312	0.295748	0.127419	0.6178594	1.003601
100	-331.1681	-337.748	6.579876	22.62423	5.086281	0.00994555	0.0234903	0.0298996	0.0359515	0.0204606	0.00688421	0.0172536	0.00237132	0.000716918	0.00445567	0.0243666	0.00497954	0.00901197	0.022635	0.00221995	0.0227031	0.0048373	0.0469884	0.0793085	0.00338608	0.00386916	0.0051102	0.00100454	0.0283788	0.0114516	0.00298165	0.0429139	0.0462732	0.0176193	0.0765705	0.022499	0.0397377	0.00433879	0.0115928	0.0171732	0.0464636	0.0153107	0.012772	0.047298	0.0602071	0.00387792	0.0138006	0.0818105	0.000131182	0.00642398	0.0402299	0.0186926	0.00956333	0.00174693	0.00728108	0.00136078	0.065056	0.0921086	0.00476217	0.0736458	0.0028346	0.010971	0.0119325	0.00181053	0.0252226	0.00433884	0.00393649	0.02535386	0.0009731914	0.104541	0.110915	0.0661965	0.100205	0.070097	0.0804291	0.0574921	0.004794	0.126165	0.0680377	0.0511516	0.00451434	0.0788	0.0340505	0.0426114	0.5982025	9	53.10833	0.05583396	0.505622	0.805998	1.08315	1.60523	0.173475	0.112967	0.225329	0.0760352	0.311589	0.100605	0.5991757	0.9983758
200	-348.4826	-342.1043	-6.37836	14.56625	4.777235	0.00511241	0.0424093	0.0408131	0.0298021	0.00831188	0.0137256	0.0159427	0.0294518	0.00863143	0.0063887	0.0114289	0.0108872	0.0274882	0.0373187	0.0461097	0.00513268	0.0383703	0.00454217	0.0668624	0.0101981	0.0939387	0.0279266	0.0111601	0.00836623	0.0235585	0.0361564	0.0223658	0.0280556	0.00962265	0.000418517	0.00553371	0.0857825	0.00564924	0.00754392	0.0268313	0.0514121	0.010235	0.0903175	0.0066513	0.0162636	0.0640213	0.0147932	0.0157528	0.0353744	0.0102354	0.0345976	0.0669369	0.00511845	0.00983064	0.00404178	0.237436	0.00128558	0.0171666	0.058123	0.00592008	0.105083	0.0875253	0.00441086	0.00305962	0.000410959	0.0440105	0.0225267	0.03037211	0.05031109	0.117559	0.0761689	0.128737	0.0687692	0.076588	0.0492351	0.0103565	0.00740661	0.0877111	0.0868472	0.0495334	0.00770875	0.0844268	0.129573	0.0193791	0.4032551	13	51.25248	0.09972539	0.492554	0.798419	1.08367	1.62536	0.149543	0.13621	0.208987	0.0777265	0.308123	0.119411	0.4535662	0.8890766
300	-343.4688	-349.1578	5.688985	16.5444	4.665859	0.0154396	0.0294816	0.0726866	0.0567217	0.00373829	0.0032282	0.0173781	0.0147394	0.0452825	0.00533232	0.0116465	0.0214789	0.0197926	0.0227799	0.0161942	0.0386672	0.088072	0.00384881	0.0201664	0.00158222	0.00197187	0.00220039	0.0104065	0.00858735	0.00195355	0.0176517	0.0231843	0.00240539	0.0416747	0.0160845	0.0383221	0.0474075	0.0291868	0.0618816	0.0696783	0.226841	0.0218439	0.0119777	0.00276083	0.00449827	0.0195122	0.0088406	0.120881	0.014619	0.0395063	0.0601825	0.00735235	0.00474525	0.0347046	0.00754676	0.00855919	0.143984	0.00386678	0.0109438	0.0265722	0.0600791	0.000276097	0.0111091	0.0210156	0.000708298	0.00639586	0.027836	0.02439496	0.02958881	0.0916466	0.0531324	0.101745	0.115983	0.108502	0.137233	0.0372967	0.0190288	0.0990818	0.0161734	0.0821189	0.00276161	0.0790419	0.0404652	0.0157897	0.4158502	11	50.31066	0.1099361	0.487579	0.795487	1.08383	1.6331	0.149692	0.149806	0.189184	0.0973067	0.271694	0.142318	0.445439	0.9335738
400	-374.6708	-350.7743	-23.89649	12.87803	7.319879	0.00239926	0.0339516	0.121611	0.00185631	0.00237652	0.00410488	0.0039866	0.0944587	0.191563	0.0248729	0.0340976	0.00405342	0.0291804	0.00352738	0.108442	0.00820654	0.0346141	0.100606	0.0169276	0.0105902	0.0625752	0.0400199	0.00241041	0.0250267	0.0150805	0.00453423	0.00831242	0.0201375	0.0782173	0.035821	0.0154165	0.0877458	0.0141121	0.0867994	0.082283	0.106507	0.00364343	0.0170221	0.00786989	0.00359073	0.141008	0.0818872	0.0162096	0.00250605	0.0677322	0.0366419	0.0266179	0.0750355	0.0552057	0.096424	0.0461695	0.000837792	0.016781	0.0231864	0.0422594	0.0566593	0.0249332	0.0111625	0.00472603	0.019746	0.0101561	0.029397	0.05197097	0.02746133	0.086174	0.0993276	0.099774	0.0181211	0.120097	0.0537023	0.00614246	0.00633369	0.144517	0.052083	0.0838963	0.0103083	0.0444914	0.144249	0.0307822	0.674507	8	54.13655	0.08940648	0.576897	0.844427	1.07821	1.50047	0.179831	0.20055	0.121229	0.0961927	0.289657	0.11254	0.7019683	0.9608795
500	-343.3054	-347.1875	3.882133	16.68963	6.232539	0.0335527	0.00142804	0.0597511	0.0298626	0.0113566	0.00308389	0.020655	0.0258575	0.00779279	0.0017899	0.016744	0.0215435	0.0412403	0.0424816	0.0331955	0.0374671	0.0203049	0.000895967	0.0257246	0.00606121	0.012469	0.0231597	0.000469878	0.0172247	0.00391435	0.0140637	0.0380841	0.0013575	0.018781	0.0643984	0.00773239	0.00446893	0.00405699	0.0660395	0.0127733	0.0488353	0.00218358	0.000553421	0.0298047	0.0300505	0.0111354	0.0342275	0.0004758	0.020552	0.00153976	0.0460446	0.0366307	0.0441701	0.000312613	0.00396158	0.0258436	0.0265111	0.0443994	0.0259441	0.00879911	0.0733735	0.0245863	0.0293205	0.0123006	0.023212	0.0103132	0.0678654	0.02512703	0.003874346	0.129596	0.0580224	0.0600969	0.17478	0.0952262	0.0301906	0.0127231	0.021275	0.115324	0.135476	0.0481559	0.00431294	0.079482	0.0153107	0.0200283	0.7702342	9	50.22631	0.0397124	0.546406	0.828561	1.08073	1.5443	0.163616	0.165155	0.19268	0.0539692	0.280867	0.143712	0.7741085	0.9949951
600	-362.749	-341.7056	-21.04348	18.02717	5.924102	0.0528708	0.00870308	0.0640878	0.152637	0.172782	0.0173679	0.0504305	0.0645942	0.00099396	0.0122184	0.013739	0.0216882	0.0144766	0.0147384	0.100058	0.0175808	0.0109564	0.00405896	0.0172794	0.0149015	0.042032	0.0332821	0.017564	0.0241283	0.0329585	0.0480627	0.0395422	0.0618926	0.00168678	0.0328102	0.0644313	0.0151223	0.0512986	0.0206899	0.00639232	0.0782029	0.00541406	0.0188822	0.00451495	0.00572558	0.00774042	0.0324085	0.000149768	0.0253393	0.00293828	0.0219139	0.0474153	0.0403171	0.00956435	0.0234835	0.0689686	0.108926	0.0493343	0.000385473	0.0154981	0.0105577	0.00942763	0.00610534	0.000799182	0.132662	0.0550871	0.117613	0.03096106	0.1248009	0.0501362	0.0594429	0.141604	0.0345305	0.112843	0.0461211	0.00226179	0.0118492	0.126608	0.136793	0.0259006	0.00316935	0.144585	0.0871412	0.0170138	0.4748993	6	50.8738	0.09944084	0.536453	0.823201	1.08143	1.55892	0.11958	0.0962807	0.276017	0.0671215	0.364357	0.0766447	0.5997002	0.7918945
700	-376.7164	-347.4049	-29.3115	9.146306	4.742262	0.00551374	0.00672604	0.0463886	0.0480284	0.00986748	0.0734792	0.0017924	0.00856841	0.038774	0.0429727	0.0561021	0.0274065	0.0126387	0.001133	0.0396562	0.0474102	0.0016457	0.0223901	0.0104691	0.0287245	0.0295475	0.014688	0.178711	0.0122977	0.0980581	0.107454	0.00796314	0.192698	0.0143227	0.0730714	0.108402	0.0612606	0.0306017	0.0209663	0.092525	0.0743143	0.0823497	0.0124392	0.224521	0.0257441	0.111532	0.0134612	0.014755	0.0565528	0.108248	0.0198417	0.0382441	0.0535897	0.0111392	0.0262708	0.0109813	0.00868035	0.0449283	0.260537	0.00508804	0.126266	0.000206696	0.0649367	0.317089	0.00144326	0.0803785	0.0098803	0.04515037	0.006246824	0.0979335	0.0718349	0.04762	0.144537	0.125496	0.0339664	0.0407985	0.0147558	0.114166	0.0787178	0.0627478	0.00372789	0.122009	0.00250924	0.0391793	0.4875558	8	52.2088	0.09654287	0.491008	0.797511	1.08372	1.62776	0.153298	0.13964	0.280847	0.0712939	0.256568	0.0983538	0.4938026	0.9873496
800	-334.0395	-347.4192	13.37969	18.48622	6.271976	0.00116506	0.00634834	0.00340911	0.0149875	0.0322512	0.00117249	0.0149076	0.0177533	0.0287356	0.0149671	0.00510196	0.0138664	0.00553875	0.0244153	0.0126524	0.00496981	0.00137067	0.0138325	0.0570232	0.00192533	0.0207218	0.0324074	0.00951509	0.00499299	0.0130358	0.0212536	0.0365818	0.00303084	0.00686828	0.0256795	0.0150887	0.0387232	0.00355844	0.0445605	0.128758	0.027901	0.00042223	0.0820284	0.00354926	0.00443614	0.0318921	0.0120528	0.0353429	0.00042381	0.0129702	0.0638407	0.00296034	0.0303729	0.00303883	0.0346832	0.0650478	0.000876515	0.0166308	0.0587547	0.0214239	0.00250988	0.00533402	0.00581839	0.0259817	0.0173205	0.0016668	0.0122502	0.01993972	-0.04245433	0.129414	0.028878	0.0607515	0.0536323	0.10421	0.0647573	0.00788749	0.0198758	0.179628	0.115585	0.0606524	0.00542577	0.108321	0.0113807	0.0496007	0.5880784	9	51.50886	0.09600267	0.547632	0.829215	1.08064	1.54251	0.208189	0.102746	0.206216	0.0975838	0.233954	0.15131	0.5456241	1.077809
900	-355.8723	-341.9573	-13.91491	12.12285	3.245392	0.000752475	0.0619378	0.186922	0.0907551	0.00624384	0.0637609	0.00900966	0.00946952	0.0452261	0.0106047	0.0498747	0.00848402	0.00854032	0.00128015	0.0151686	0.00179352	0.0648373	0.0114041	0.019983	0.0404619	0.0915246	0.0131811	0.00382568	0.00406392	0.0417087	0.00469787	0.0600144	0.0407271	0.0129201	0.0201117	0.0049846	0.0619852	0.00549167	0.019562	0.0927412	0.00073111	0.00160882	0.0899428	0.0862682	0.00692383	0.0491777	0.00818118	0.0223722	0.0101493	0.0200205	0.106385	0.00383729	0.179875	0.00835235	0.031875	0.00864643	0.0432358	0.0784364	0.150869	0.0135805	0.0161607	0.0162349	0.000781145	0.0515764	0.0155112	0.0851479	0.0937931	0.03748833	-0.01970689	0.0361627	0.117564	0.0985084	0.0512525	0.088853	0.0584885	0.00119712	0.0112125	0.238383	0.0735247	0.0538402	0.0152661	0.0919433	0.054338	0.00946637	0.5584837	4	50.74222	0.09194443	0.407398	0.744269	1.08349	1.76485	0.177402	0.131146	0.197842	0.0924304	0.282453	0.118726	0.5387768	1.036577
