Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-155.7637	-135.0224	-20.7413	11.09052	6.257674	0.0172164	0.273153	0.153033	0.141542	0.384479	0.0591639	0.188257	0.0880968	0.0731453	0.396056	0.2409948	-0.0313778	0.114531	0.00147238	0.151149	0.171548	0.0010568	0.0104583	0.0495009	0.099119	0.070267	0.0672685	0.0329124	0.0790394	0.106168	0.00860729	0.0369033	0.1899594	0	50.02027	0.04035426	0.547189	0.828979	1.08068	1.54316	0.11273	0.110554	0.0573205	0.676052	0.0282038	0.0151395	0.1585816	1.197865
100	-158.5839	-132.3283	-26.25563	17.15684	1.432022	0.18835	0.0531785	0.158296	0.257928	0.505242	0.125938	0.27727	0.0622719	0.0150704	0.0413475	0.2616464	-0.03305043	0.0298531	0.106173	0.206525	0.00799566	0.00691699	0.00905416	0.046626	0.014208	0.0236572	0.218076	0.193002	0.105915	0.0188947	0.00361217	0.00949198	0.1065093	0	56.15529	0.01417118	0.214628	0.576836	1.04617	2.16237	0.0799908	0.127691	0.043639	0.65124	0.0142679	0.0831714	0.07345884	1.449918
200	-147.2921	-132.2806	-15.0115	24.61896	5.9857	0.0604549	0.0635772	0.0845003	0.00707633	0.0233575	0.0814382	0.0753029	0.0566677	0.07422	0.0120394	0.0617206	-0.001307112	0.170994	0.0107673	0.113276	0.0931092	0.0323763	0.130304	0.0380545	0.10112	0.124508	0.0977946	0.00744686	0.0624844	0.00807812	0.00870687	0.000979194	0.1514282	0	59.31687	0.04029689	0.538494	0.824308	1.08129	1.55591	0.0613609	0.107484	0.0737674	0.66625	0.0577238	0.0334138	0.1501211	1.008707
300	-161.1332	-136.4773	-24.65581	11.79273	3.176049	0.00602602	0.125152	0.0614104	0.379365	0.0759666	0.513011	0.671138	0.126621	0.0181796	0.185815	0.2922565	-0.01356488	0.180341	0.0284334	0.0847326	0.0260854	0.00712954	0.197688	0.0269807	0.0106014	0.0832215	0.0497562	0.0991642	0.00713923	0.03555	0.0484498	0.114728	0.1552135	0	54.17033	0.0475447	0.402439	0.740832	1.08326	1.77347	0.097274	0.123049	0.038126	0.652024	0.0529421	0.0365852	0.1416486	1.095764
400	-155.3895	-130.6672	-24.72236	24.52713	4.214492	0.0587204	0.17326	0.132252	0.0775794	0.133863	0.0557841	0.337709	0.361291	0.165066	0.317982	0.2228442	0.03905437	0.0464255	0.0259136	0.241314	0.0160592	0.00574868	0.0319477	0.0467564	0.0527414	0.0960065	0.198664	0.0875481	0.0824535	0.0409986	0.00351491	0.0239086	0.07993925	0	56.80577	0.03333889	0.465771	0.782314	1.08431	1.6676	0.0942566	0.164679	0.0999994	0.558443	0.0492957	0.0333259	0.1189936	0.6717944
500	-161.276	-132.6732	-28.60281	18.66698	1.306934	0.17193	0.546753	0.852495	0.117685	0.101996	0.0346354	0.0265386	0.0875008	0.0228677	0.88429	0.3058421	-0.09157747	0.00197659	0.118105	0.217794	0.0795505	0.114802	0.00938951	0.0549663	0.00185933	0.0768745	0.0872428	0.0240581	0.121761	0.00689878	0.00630365	0.0784173	0.3740728	0	51.1201	0.04311362	0.193899	0.552912	1.03674	2.21645	0.0500502	0.104777	0.0492061	0.625186	0.0413243	0.129456	0.2824953	1.324173
600	-151.7341	-132.3851	-19.34904	14.29962	4.939327	0.0373652	0.351054	0.151668	0.164033	0.0535923	0.0705407	0.0164025	0.261063	0.0204667	0.0959681	0.1156302	-0.04032426	0.00373806	0.0433671	0.0752593	0.0465459	0.0222523	0.0622664	0.010011	0.0175225	0.14536	0.118637	0.0946479	0.130849	0.110802	0.00920354	0.109539	0.1009715	0	54.64506	0.0557586	0.499538	0.802492	1.08341	1.61456	0.061555	0.123353	0.0114671	0.699307	0.0158527	0.0884652	0.0606472	1.664899
700	-148.5441	-133.6072	-14.9369	34.44338	1.909635	0.0190167	0.306367	0.0374702	0.0115001	0.0470603	0.166637	0.0483397	0.0170462	0.0879066	0.0703846	0.08939211	0.001496397	0.00785718	0.02909	0.0999796	0.0209775	0.11867	0.00915491	0.101777	0.000399382	0.0908516	0.150767	0.048652	0.025959	0.0739799	0.107022	0.114863	0.08951954	0	56.14343	0.02111432	0.282244	0.645047	1.06755	2.00515	0.0520625	0.177391	0.0703148	0.580146	0.0372227	0.0828631	0.09101593	0.983559
800	-153.5837	-134.5763	-19.00731	16.64503	2.259429	0.143773	0.0685741	0.216942	0.239193	0.0873271	0.14957	0.416249	0.0315412	0.0994425	0.00558687	0.1493966	-0.03734865	0.0718596	0.0162332	0.0639078	0.103544	0.00316287	0.0471363	0.00495711	0.0712606	0.0823413	0.218502	0.0898142	0.038009	0.0719013	0.0659971	0.051374	0.1494687	0	52.95667	0.02626236	0.322393	0.68004	1.07531	1.92226	0.091957	0.282025	0.0696082	0.472473	0.013632	0.0703048	0.1121201	1.333113
900	-162.0563	-142.5401	-19.51619	10.57061	2.737005	0.0613669	0.66895	0.0764695	0.0342126	0.0960835	0.058795	0.108512	0.177598	0.300379	0.249089	0.1712981	0.03857206	0.00495952	0.0538097	0.278102	0.00804198	0.0048289	0.0755428	0.148837	0.0240572	0.00178355	0.0856095	0.124284	0.0140095	0.0652155	0.0246239	0.0862948	0.1128261	0	52.80811	0.06743028	0.367834	0.715842	1.08087	1.83546	0.0409595	0.336932	0.0395444	0.463806	0.0875497	0.0312078	0.1513981	0.7452276
1000	-164.8531	-136.3647	-28.48834	34.34701	2.472685	0.0694176	0.0849451	0.00795177	0.337027	0.0904909	0.312347	0.114769	0.242035	0.257872	0.106823	0.1665683	0.002286879	0.0414502	0.0634073	0.0670445	0.0672541	0.0835658	0.0535449	0.00167157	0.0205956	0.0957557	0.0519597	0.0495246	0.0426261	0.0545522	0.0629958	0.244052	0.05205956	0	64.97425	0.02809434	0.343852	0.697404	1.07831	1.88043	0.0423306	0.185783	0.0546345	0.614313	0.0150866	0.0878524	0.05434644	0.9579204
1100	-159.0539	-125.8652	-33.18875	39.18486	2.975455	0.234238	0.343131	0.442989	0.338037	0.0568054	0.301229	0.334911	0.196722	0.203464	0.726223	0.1866895	0.01532025	0.0416443	0.0429689	0.0928302	0.0130161	0.000900348	0.00730611	0.0215267	0.0326123	0.146777	0.241981	0.0228937	0.0281856	0.142547	0.000661269	0.164149	0.1399681	0	52.7323	0.07593749	0.387354	0.73016	1.08239	1.80009	0.0641773	0.186352	0.0874783	0.595381	0.0141644	0.0524469	0.1552883	0.9013432
1200	-158.0274	-133.8707	-24.15674	11.95635	2.572515	0.465558	0.0244976	0.344184	0.157324	0.0146805	0.509774	0.484741	0.146592	0.282238	0.0820296	0.2087606	-0.001721115	0.00494087	0.00727278	0.258685	0.0557274	0.088384	0.0231792	0.00839041	0.0861758	0.0275487	0.133191	0.0270472	0.0285567	0.221317	0.0137372	0.0158464	0.1368837	0	52.02679	0.05897705	0.353226	0.704727	1.07941	1.86264	0.0239987	0.12267	0.102687	0.60114	0.0303528	0.119151	0.1351625	1.012734
1300	-158.9593	-132.8621	-26.09719	37.12775	1.246793	0.22213	0.23366	0.0844523	0.280468	0.0210076	0.0626209	0.017	0.682373	0.0570843	0.229337	0.2244586	0.005023748	0.0436671	0.0117469	0.0860309	0.0695783	0.0574327	0.0132085	0.00726437	0.0562713	0.0269232	0.0907533	0.202566	0.176427	0.038144	0.0978623	0.0221243	0.04862671	0	50.66933	0.08057619	0.18343	0.540158	1.03131	2.24511	0.0567063	0.179715	0.0210961	0.655002	0.0345438	0.0529372	0.05365046	0.9063615
1400	-160.9482	-129.7219	-31.22628	11.42009	2.341576	0.288097	0.426586	0.109158	0.0616109	0.192872	0.344937	0.154977	0.169189	0.146078	1.393	0.2954401	-0.09539298	0.0359713	0.0529855	0.0475712	0.0894255	0.00716877	0.0152691	0.0284997	0.0130643	0.042502	0.228447	0.321973	0.0344633	0.0381486	0.0203481	0.0241629	0.2863312	0	60.8408	0.06704829	0.330903	0.687029	1.07658	1.90548	0.14257	0.208612	0.0351649	0.547971	0.0277006	0.0379818	0.1909382	1.499601
1500	-156.6359	-134.5562	-22.07967	15.84235	1.689402	0.151451	0.0163399	0.5052	0.0342834	0.0444099	0.117518	0.470136	0.127197	0.0554131	0.0349587	0.1479558	-0.05041817	0.0205524	0.0634955	0.0527306	0.0647773	0.114035	0.00590252	0.0385234	0.0664244	0.200032	0.148549	0.032817	0.00565413	0.049618	0.0569864	0.0799018	0.1263196	0	59.33017	0.04643286	0.253155	0.61732	1.05985	2.06968	0.102826	0.148877	0.071834	0.576203	0.0473546	0.0529053	0.07590142	1.664259
1600	-162.714	-129.0545	-33.65946	23.54055	1.952629	0.137192	0.094522	1.60081	0.0516612	0.135033	0.111545	0.676219	1.34983	0.36779	0.00634739	0.4249023	0.02963793	0.0501975	0.0273418	0.116879	0.113318	0.15941	0.0191821	0.00399208	0.00316918	0.132169	0.15668	0.094546	0.0127077	0.0275292	0.0336715	0.0492067	0.1329702	0	53.73608	0.01535816	0.287554	0.64988	1.06876	1.99381	0.0633116	0.209979	0.057566	0.578844	0.0424957	0.0478034	0.1626081	0.817734
1700	-161.9605	-133.2654	-28.69512	11.57997	3.521226	0.0686744	0.352265	0.0894967	0.0539348	0.00688268	0.606668	0.261537	0.531861	0.0164274	0.0910195	0.1160123	-0.01524924	0.0244921	0.0419914	0.182248	0.0287207	0.0380173	0.0553559	0.0992594	0.0383508	0.0243118	0.0190051	0.0225134	0.17666	0.139628	0.00376211	0.105683	0.1069108	0	67.62237	0.02267792	0.425956	0.756835	1.08411	1.7331	0.09467	0.128287	0.0778786	0.519662	0.0343467	0.145156	0.09166157	1.166365
1800	-159.4148	-132.2749	-27.13991	14.00469	2.235883	0.0281339	0.233831	0.219276	0.471443	0.124204	0.619087	0.00238222	0.702732	0.297585	0.217209	0.1960826	-0.01094612	0.0190205	0.0413177	0.163463	0.0458532	0.0317735	0.0410352	0.0475927	0.0591005	0.18411	0.0889163	0.0864425	0.0677439	0.0876933	0.025689	0.0102486	0.1463602	0	56.21443	0.06733142	0.319895	0.677961	1.07491	1.92724	0.0642035	0.22154	0.0614378	0.527174	0.0397707	0.0858732	0.1354141	1.080834
1900	-152.8417	-131.082	-21.75977	35.93665	4.403911	0.171615	0.0301875	0.104482	0.0293856	0.0410148	0.0415183	0.107238	0.0186252	0.375774	0.0131331	0.05969218	0.02791089	0.0600133	0.164315	0.0751305	0.0578865	0.0288261	0.00908203	0.0474735	0.0150391	0.0848047	0.123847	0.0944779	0.111161	0.0341563	0.000643069	0.0931447	0.08680988	0	69.08647	0.0250941	0.475263	0.788112	1.08415	1.65247	0.0734603	0.132996	0.0347695	0.64088	0.0381101	0.0797842	0.1147208	0.7567059
2000	-169.2139	-134.6152	-34.59875	27.83224	5.817715	0.117733	0.179385	0.0675576	0.449449	0.538382	0.318923	0.0313905	0.250601	0.390215	0.0647986	0.2376723	0.01751094	0.0545719	0.0572604	0.113151	0.0299473	0.0034866	0.05432	0.000546978	0.0041346	0.0310223	0.121729	0.159144	0.0247026	0.295692	0.00766177	0.0426303	0.1638501	0	55.90156	0.01739841	0.532862	0.821245	1.08166	1.56423	0.0918642	0.152537	0.0547478	0.513744	0.0351743	0.151933	0.181361	0.903447
2100	-151.057	-130.4341	-20.62297	18.67881	4.033967	0.192302	0.31784	0.26382	0.121633	0.0440253	0.219496	0.0428716	0.197234	0.255411	0.310922	0.2251388	-0.0554911	0.138884	0.00496914	0.127906	0.0737453	0.139752	0.0054734	0.0368981	0.0520645	0.0719448	0.060585	0.0707815	0.0283404	0.00647786	0.0117578	0.170421	0.1688216	0	53.6909	0.03727867	0.456218	0.776376	1.08439	1.68301	0.0610191	0.148292	0.0758276	0.628879	0.0364694	0.0495137	0.1133305	1.48964
2200	-158.8104	-138.8311	-19.97925	21.31005	1.463637	0.0826502	0.263139	0.174329	0.0181156	0.0692388	0.0130999	0.104995	0.2391	0.251721	0.00628262	0.09960699	-0.05654802	0.00809237	0.0743715	0.0288316	0.0322608	0.0610207	0.0418668	0.0134799	0.165433	0.164614	0.1974	0.101457	0.016948	0.0196832	0.0421727	0.0323688	0.1995453	0	50.47486	0.06276225	0.21965	0.58239	1.04821	2.14975	0.123623	0.238741	0.052357	0.491407	0.0232562	0.0706159	0.1429973	1.395448
2300	-150.0595	-130.391	-19.66848	27.96097	2.190971	0.0748882	0.112675	0.274855	0.138335	0.186188	0.195089	0.0561618	0.0417427	0.240606	0.00959025	0.1022172	0.01368532	0.0188491	0.0330844	0.12849	0.130336	0.077671	0.0130236	0.0427548	0.12385	0.0455361	0.175142	0.0110973	0.00521909	0.0698151	0.069877	0.0552547	0.1748868	0	56.50697	0.02624292	0.315053	0.673897	1.07411	1.93694	0.0798057	0.178285	0.0451462	0.58641	0.0374773	0.0728764	0.1885721	0.9274266
2400	-155.8961	-130.3355	-25.56056	22.38218	2.720898	0.134021	0.105434	0.457839	0.207853	0.145785	0.107468	0.0332613	0.119676	0.0477951	0.483331	0.1552168	0.04645844	0.0088249	0.0794999	0.164142	0.00753425	0.0378929	0.015888	0.0353495	0.0127373	0.059993	0.0730993	0.112967	0.175905	0.123964	0.00947007	0.0827329	0.1239888	0	51.08962	0.02355094	0.366447	0.714802	1.08074	1.83801	0.0850089	0.188286	0.0410355	0.587198	0.028963	0.0695092	0.1704473	0.7274321
