Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-738.1923	-654.0599	-84.13242	53.99607	5.640109	0.0345988	0.155557	0.342732	0.00153842	0.135218	0.107925	0.000132278	0.194128	0.0377474	0.122705	0.0677381	0.0185047	0.0887081	0.0139917	0.0138966	0.197733	0.0218716	0.0635263	0.0535601	0.0622692	0.00494103	0.0250719	0.0558912	0.140874	0.0388029	0.204484	0.0644152	0.03631	0.0902147	0.0731821	0.0276981	0.0200399	0.0307647	0.0476377	0.0528634	0.0433321	0.238876	0.0231791	0.0307927	0.0147625	0.0178232	0.0166818	0.0604333	0.000777959	0.0317316	0.0653023	0.0292713	0.0236597	0.0452119	0.0930261	0.00201704	0.109793	0.0102632	0.0584616	0.0264302	0.0255856	0.00202131	0.00868348	0.0180116	0.136641	0.0936035	0.0015795	0.0757426	0.0893792	0.116853	0.0216325	0.000718322	0.035645	0.0530266	0.144016	0.00632267	0.126317	0.0445038	0.00121216	0.0703059	0.001220581	0.0997925	0.105966	0.0463863	0.055784	0.115083	0.00897	0.0577795	0.00561415	0.087009	0.0101665	0.118024	0.00599478	0.00855125	0.274124	0.000754137	0.3327738	9	65.75323	0.045194	0.526671	0.817843	1.08205	1.57344	0.0456944	0.218121	0.0703624	0.222695	0.328698	0.114429	0.3339944	0.9963455
100	-738.17	-660.3937	-77.77633	52.0975	4.29766	0.0511894	0.0907158	0.117721	0.160648	0.084905	0.0889824	0.00303794	0.178739	0.0146286	0.246993	0.0945882	0.0169061	0.0480817	0.00340494	0.0519237	0.2161	0.0939873	0.029745	0.0189401	0.0291335	0.0151708	0.0153305	0.0318549	0.162079	0.100302	0.196581	0.031322	0.00262588	0.150572	0.0031023	0.145331	0.0553834	0.0741027	0.0515797	0.0375824	0.0621768	0.051705	0.0525021	0.0223998	0.0177717	0.00326255	0.291706	0.0150283	0.0260222	0.0288786	0.033471	0.00339927	0.0259601	0.0380281	0.0265851	0.131642	0.172589	0.0114593	0.0466628	0.0115728	0.00344113	0.0183685	0.000679739	0.0169953	0.050667	0.102689	0.0623	0.0129647	0.00107823	0.0779437	0.0239345	0.0235181	0.0719599	0.0277916	0.0059561	0.000149135	0.00503689	0.0734791	0.0095727	0.06341553	-0.02675454	0.0917501	0.0429699	0.022716	0.0504462	0.120726	0.0148298	0.112236	0.0204965	0.0406769	0.03446	0.233772	0.0053501	0.04066	0.165397	0.00351353	0.3701694	8	61.07594	0.04043381	0.470002	0.784912	1.08425	1.66084	0.0619104	0.216816	0.0579432	0.231683	0.254183	0.177465	0.3434148	1.077907
200	-710.6674	-649.5068	-61.16065	56.95385	6.101286	0.252905	0.0343988	0.00614307	0.0416472	0.00830862	0.0242818	0.00632639	0.0850999	0.00632248	0.138345	0.0389978	0.0316538	0.0922737	0.0378751	0.0734428	0.0040833	0.0131263	0.061492	0.0118159	0.000474987	0.0295849	0.0946401	0.00952162	0.00452929	0.0117975	0.0844312	0.0105259	0.0932781	0.0148381	0.0591592	0.0271004	0.0628867	0.0423118	0.00439344	0.0456791	0.146516	0.0316181	0.0573906	0.0663516	0.00197583	0.039395	0.010381	0.0967131	0.0396422	0.0564689	0.00427918	0.00270853	0.00238149	0.0165762	0.0455513	0.0397139	0.0180463	0.0263235	0.0662759	0.0510087	0.014695	0.0636352	0.0312291	0.00441254	0.0202814	0.0142632	0.0552346	0.139407	0.173837	0.00015453	0.0211674	0.0259608	0.00277637	0.0138681	0.0275993	0.000673532	0.0296909	0.00752757	0.00519652	0.0428148	0.04007987	0.192151	0.017201	0.0320121	0.109515	0.0362485	0.010189	0.127708	0.0126457	0.0662895	0.00648935	0.0857755	0.00302701	0.0372048	0.259587	0.0039571	0.3468573	9	74.70238	0.02814121	0.542251	0.826335	1.08103	1.55038	0.0339584	0.211644	0.130227	0.223056	0.282081	0.119034	0.3869372	0.8964176
300	-750.4595	-658.3313	-92.1282	56.68411	3.864765	0.128385	0.109061	0.00895274	0.0531163	0.234288	0.00342843	0.0192371	0.154572	0.00146009	0.0492985	0.14203	0.0848601	0.0457272	0.0214398	0.0690784	0.139373	0.0151248	0.00651224	0.0298861	0.0363764	0.000291241	0.068223	0.0283493	0.0714192	0.00172675	0.138334	0.0232566	0.169185	0.197589	0.0514599	0.0471851	0.0226184	0.037851	0.0206876	0.00646407	0.27981	0.106631	0.0327021	0.0564664	0.0153534	0.0211052	0.0297028	0.0196595	0.0111354	0.0309422	0.0129822	0.00691043	0.00806606	0.078511	0.0260362	0.0490292	0.10143	0.0234482	0.0639108	0.0427389	0.101525	0.0254804	0.0167577	0.0496374	0.0120359	0.0158713	0.00843481	0.0157217	0.225392	0.112402	0.0216224	0.00943208	0.00648407	0.12142	0.00559737	0.221805	0.0125988	0.0565421	0.0306173	0.05043506	-0.005824314	0.097353	0.0160835	0.0290648	0.0467294	0.0914668	0.00309611	0.167645	0.0169354	0.100293	0.00182653	0.0727196	0.000803638	0.00919815	0.339857	0.0069278	0.3106343	5	60.77977	0.04154709	0.446775	0.770399	1.0844	1.69843	0.050635	0.17251	0.12219	0.22582	0.312389	0.116456	0.30481	1.019108
400	-744.3751	-656.0092	-88.36588	53.67847	3.55508	0.187747	0.0699591	0.173354	0.0756036	0.108659	0.0764881	0.130944	0.131425	0.00402733	0.0304354	0.10024	0.0527114	0.247592	0.0167896	0.0396674	0.283253	0.00545805	0.0147732	0.134953	0.0203824	0.00657293	0.17558	0.0369277	0.237945	0.0154522	0.00656975	0.0490628	0.0293152	0.0243512	0.0140878	0.139174	0.0796201	0.0121062	0.115406	0.00999778	0.126083	0.0301925	0.0685045	0.0863518	0.00183371	0.00590971	0.260279	0.158845	0.00591896	0.0757188	0.146995	0.189945	0.0291326	0.0438577	0.0550475	0.241777	0.0348051	0.161209	0.0242243	0.0169368	0.086815	0.0214349	0.000329686	0.0350569	0.00526224	0.0120301	0.0186536	0.23398	0.00450327	0.0208679	0.0216122	0.0113724	0.308577	0.0569034	0.0973754	0.038647	0.141677	0.0304193	0.00373505	0.07445623	0.01716149	0.0912847	0.0749861	0.0362455	0.0974968	0.0293659	0.00521094	0.0906351	0.00776366	0.083937	0.0188775	0.148795	0.0172532	0.00736542	0.290695	8.86775e-05	0.3978587	8	61.15204	0.05218652	0.428115	0.758266	1.08416	1.72946	0.0394228	0.209667	0.0827526	0.242478	0.322902	0.102777	0.4150202	0.958649
500	-748.0806	-645.1708	-102.9099	54.27912	6.996665	0.0519181	0.129551	0.0313064	0.0289994	0.0568029	0.0258575	0.186221	0.0159811	0.0345519	0.117807	0.0122873	0.214893	0.302561	0.117879	0.0381648	0.0797386	0.00615581	0.317348	0.105598	0.0139493	0.282342	0.164028	0.0141102	0.00507437	0.0409666	0.0262201	0.00936571	0.172378	0.161005	0.0689297	0.11076	0.080749	0.0649693	0.0077834	0.011179	0.0809082	0.0187903	0.00662157	0.0211854	0.00953706	0.0590218	0.0138858	0.0410934	0.19846	0.047633	0.0880239	0.0294546	0.0610328	0.00178837	0.28894	0.0066674	0.0295609	0.164178	0.181178	0.00500266	0.00371277	0.0207496	0.00143813	0.0358409	0.0204979	0.0479812	0.314942	0.0532702	0.0360443	0.0353995	0.00696123	0.0867241	0.105217	0.0238251	0.101509	0.165092	0.00927473	0.00479581	0.1413	0.07916477	-0.00940064	0.20871	0.00262265	0.0463999	0.0777887	0.0238001	0.00340029	0.0647126	0.00298301	0.0748568	0.00953539	0.0530379	0.00902075	0.0093337	0.388658	0.0251395	0.3135563	7	56.28067	0.04909162	0.568496	0.840137	1.07896	1.51241	0.0446887	0.215499	0.0964274	0.241317	0.275868	0.1262	0.3041556	1.030907
600	-725.4073	-658.978	-66.42936	58.50372	5.567722	0.0554115	0.0412746	0.025092	0.00470432	0.0206564	0.0864681	0.0872509	0.0233414	0.0198072	0.0534322	0.0364396	0.0527591	0.0287016	0.0744307	0.0326905	0.034335	0.0264388	0.0314696	0.0077281	0.0846453	0.00217767	0.0252565	0.00420051	0.0104418	0.00273496	0.0263638	0.0150486	0.140546	0.101921	0.02975	0.0339865	0.0129211	0.0247436	0.0102554	0.139165	0.0139465	0.122564	0.00565192	0.0266063	0.0357203	8.78497e-05	0.0664457	0.0946991	0.0290725	0.0723798	0.150975	0.0144077	0.0706038	0.0170659	0.014675	0.0472871	0.0380603	0.0420299	0.0110651	0.0482598	0.0442878	0.0314218	0.0714579	0.0986992	0.0344539	0.00217204	0.0353788	0.0159518	0.0248095	0.0907651	0.0121137	0.00268471	0.0352958	0.0155404	0.0205528	0.0187405	0.0388512	0.00876086	0.0198201	0.0347873	0.009667643	0.138741	0.0687761	0.011699	0.143695	0.0559578	0.00499235	0.0836538	0.00952271	0.0978361	0.00898522	0.115329	0.020438	0.0427973	0.196584	0.000991703	0.2777006	5	58.52039	0.05271077	0.524075	0.816406	1.0822	1.57732	0.0337221	0.225902	0.111797	0.248471	0.238185	0.141922	0.2873683	0.966358
700	-756.1196	-658.1415	-97.97816	63.09412	5.22175	0.301245	0.113122	0.00587905	0.00927916	0.0475037	0.126723	0.0336188	0.0266823	0.016557	0.0555884	0.0221493	0.0248708	0.0817353	0.13	0.186386	0.130372	0.00829947	0.144802	0.141158	0.035357	0.0123049	0.0600748	0.00891899	0.00814979	0.136608	0.0549117	0.00827505	0.0249314	0.00296414	0.127726	0.0114207	0.0212405	0.0112145	0.00212544	0.05203	0.0779648	0.184228	0.166592	0.00221678	0.110161	0.147578	0.0357907	0.0552455	0.0308317	0.0764472	0.0375789	0.00516062	0.196107	0.0152592	0.122978	0.00751289	0.0315776	0.0223352	0.00866971	0.0527848	0.132128	0.00542342	0.0217589	0.0555696	0.00335084	0.125556	0.0094759	0.0220694	0.0674082	0.00929581	0.0168469	0.0309817	0.105017	0.014456	0.0814302	0.0529344	0.0152693	0.123426	0.00395964	0.07009031	0.01181201	0.217346	0.0325456	0.0174649	0.0457108	0.0656029	0.0221779	0.224042	0.00586141	0.0285007	0.030129	0.0680177	0.00737687	0.0108775	0.223411	0.000935925	0.2292705	8	65.79794	0.06505533	0.511035	0.809086	1.0829	1.59698	0.0286424	0.184482	0.0833306	0.237243	0.325465	0.140837	0.2410825	0.9510043
800	-754.215	-660.8456	-93.36948	59.92565	6.353693	0.0542483	0.0742224	0.376479	0.0491236	0.00225597	0.0252933	0.119858	0.150961	0.0538074	0.206558	0.0506488	0.000873037	0.106599	0.0356023	0.0267146	0.0896891	0.183894	0.00748358	0.18553	0.00525906	0.0229799	0.0220315	0.0196091	0.0727277	0.0644318	0.00326451	0.0404166	0.112511	0.0941312	0.108066	0.0312476	0.218107	0.0255061	0.0044015	0.0301382	0.314023	0.0591179	0.00777854	0.0358622	0.0325581	0.00222634	0.234238	0.0404396	0.00341789	0.105367	0.0281879	0.0602878	0.0372085	0.0365174	0.0815267	0.0449994	0.0772081	0.0200617	0.0183838	0.030066	0.0270106	0.0342152	0.0713806	0.140119	0.0452568	0.226759	0.0133772	0.0375257	0.0109246	0.158675	0.0252667	0.0181169	0.101384	0.00980099	7.41902e-05	0.036364	0.0571394	0.138866	0.00316671	0.0856965	0.02847802	0.0692176	0.0668672	0.0462603	0.0848169	0.0538513	0.0528669	0.0835472	0.0119562	0.0221028	0.00645248	0.179456	0.00166333	0.0189584	0.30087	0.00111379	0.2802065	8	60.32447	0.04803815	0.550141	0.830549	1.08045	1.53886	0.0392224	0.246236	0.0549731	0.275034	0.242968	0.141566	0.3086845	0.907744
900	-762.3062	-682.0793	-80.22697	58.85263	3.870014	0.0510722	0.0413999	0.0942048	0.135859	0.289788	0.00536734	0.00611981	0.0597943	0.03347	0.113945	0.0284849	0.125308	0.0176426	0.0433188	0.0138762	0.263528	0.0515212	0.0942907	0.142017	0.142155	0.0637657	0.0922385	0.0165361	0.12797	0.0493297	0.0225576	0.0654205	0.0439538	0.0157835	0.103819	0.0375762	0.00210362	0.00909852	0.00965677	0.0189783	0.0719578	0.0620339	0.0283962	0.0906952	0.0261572	0.0472564	0.0141263	0.0385654	0.0148655	0.0347428	0.0332674	0.0043086	0.00668028	0.0647283	0.0150183	0.00968826	0.0327204	0.200424	0.0564057	0.0187102	0.0111123	0.126273	0.0821403	0.0149477	0.159373	0.0458022	0.0136516	0.220411	0.264128	0.139489	0.00358332	0.0108453	0.079248	0.0119294	0.00679058	0.00723706	0.0302729	0.00630017	0.0113565	0.06893223	0.03789099	0.0804568	0.0478116	0.0233093	0.072159	0.125587	0.0175763	0.115728	0.0066797	0.0341834	0.0183634	0.0872417	0.00437317	0.00886652	0.347546	0.0101181	0.2753533	7	62.9387	0.04195085	0.447076	0.770591	1.0844	1.69794	0.0401074	0.250112	0.0987684	0.237969	0.2563	0.116744	0.3132443	0.8790369
