Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-858.8225	-568.6527	-290.1698	20.03872	1.702009	0.01816607	0.00467336	0.0418944	0.00510837	0.156006	0.0435012	0.000972263	0.0103415	0.0410846	0.0278258	0.0558716	0.031537	0.0366133	0.116627	0.0243863	0.259811	0.148421	0.3945409	14	76.6683	0.05432221	0.254911	0.619058	1.06037	2.06566	0.158696	0.309078	0.117117	0.147901	0.19755	0.0696581	0.3992142	0.9882936
1	0	-853.1992	-565.5557	-287.6435	19.18167	1.956897	0.01593198	0.0381628	0.0258358	0.0161568	0.121084	0.0679303	0.0218744	0.00881542	0.030984	0.0677075	0.0240855	0.0829814	0.0265215	0.0926497	0.0428514	0.197815	0.172708	0.350965	19	76.46981	0.03217843	0.288075	0.65035	1.06887	1.9927	0.190318	0.24571	0.151679	0.151928	0.12885	0.131516	0.3891278	0.9019273
2	0	-856.935	-561.6198	-295.3152	12.92516	2.353412	0.01474359	0.0323574	0.0114468	0.00475536	0.103998	0.0730217	0.00902099	0.00155159	0.00824207	0.0253426	0.0630261	0.0237406	0.0052554	0.178193	0.0424188	0.256922	0.193065	0.3267202	18	87.33626	0.03401588	0.332103	0.688004	1.07676	1.90314	0.191307	0.254553	0.214239	0.1259	0.129754	0.0842465	0.3590776	0.9098874
3	0	-867.8019	-576.1849	-291.617	21.70113	1.90961	0.0108908	-0.04696176	0.026558	0.0192972	0.0902331	0.0107	0.0302032	0.028977	0.0708937	0.0909791	0.0575511	0.0286944	0.0692672	0.0517196	0.0762427	0.0522281	0.296456	0.4256405	18	74.35766	0.05270975	0.282241	0.645044	1.06755	2.00516	0.283205	0.188846	0.12218	0.178836	0.143798	0.0831351	0.3786788	1.124015
4	0	-855.1918	-582.2678	-272.924	16.42153	2.470341	0.01897793	0.01114299	0.0294886	0.0205803	0.116626	0.0615456	0.00962504	0.0247707	0.0759364	0.0892168	0.0635659	0.0453345	0.00396055	0.125427	0.0443702	0.1074	0.182153	0.3500917	20	68.29444	0.06223162	0.343627	0.697226	1.07828	1.88086	0.185512	0.224171	0.181764	0.174515	0.157686	0.076352	0.3612347	0.969153
5	0	-868.6117	-561.1902	-307.4215	12.0862	5.866429	0.01687348	0.01840444	0.0407131	0.012608	0.1493	0.0142846	0.0677888	0.0197132	0.0386431	0.0244972	0.0794341	0.0246351	0.00492671	0.131088	0.069143	0.163591	0.159634	0.3539744	18	85.77662	0.03298992	0.534517	0.822148	1.08156	1.56178	0.20596	0.215132	0.187423	0.121606	0.203303	0.0665759	0.3723789	0.950576
6	0	-871.5267	-587.9808	-283.546	13.48805	1.921806	0.01459832	0.001931821	0.0253265	0.00327328	0.0740514	0.0909497	0.0240417	0.00709094	0.0581959	0.0380267	0.0304518	0.0560984	0.0314134	0.131894	0.162455	0.0640567	0.202675	0.4441392	14	70.68677	0.04301453	0.283758	0.646432	1.0679	2.00191	0.158653	0.291058	0.237406	0.120172	0.110422	0.0822893	0.446071	0.9956693
7	0	-859.6467	-568.9653	-290.6813	11.18724	6.399709	0.01807427	0.008773926	0.0235175	0.0101322	0.161391	0.0402643	0.0426493	0.00754814	0.0976269	0.0746709	0.0515472	0.0494137	0.0473315	0.12042	0.0565682	0.0616738	0.155245	0.5544905	19	78.10131	0.03166819	0.551534	0.831287	1.08035	1.53683	0.187592	0.223371	0.289667	0.111699	0.106689	0.0809816	0.5632644	0.9844231
8	0	-858.9115	-560.6615	-298.25	12.65665	4.105535	0.01693414	0.02262873	0.0194857	0.000757831	0.0914205	0.0684183	0.115736	0.00807985	0.0467717	0.0523345	0.0413313	0.061094	0.0290929	0.0880812	0.0490665	0.23742	0.0909099	0.3410002	20	91.10314	0.02642773	0.460067	0.778781	1.08437	1.67678	0.182352	0.238444	0.178443	0.107581	0.168303	0.124876	0.3636289	0.9377697
9	0	-867.7718	-569.2818	-298.49	10.2948	3.720179	0.01271654	-0.01145384	0.00645303	0.003271	0.144853	0.030639	0.0762097	0.0207023	0.0788092	0.0562761	0.094062	0.0479698	0.0239609	0.0788289	0.0198017	0.125541	0.192622	0.3318395	15	73.76017	0.03504488	0.438297	0.764941	1.08433	1.71243	0.254488	0.204252	0.236341	0.128567	0.120119	0.0562318	0.3203857	1.03575
