Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-424.2472	-354.9859	-69.26134	28.27843	1.58274	0.2954866	-0.039875	0.0457839	0.0852726	0.118923	0.0313547	0.0328824	0.024802	0.153988	0.0191417	0.11612	0.0186614	0.208769	0.00989059	0.00490505	0.0847494	0.0447558	0.4371604	0	56.44481	0.02202576	0.237826	0.601773	1.05493	2.10547	0.147956	0.160546	0.223402	0.0710003	0.278487	0.118609	0.3972854	1.100369
1	0	-416.1171	-350.7645	-65.35255	23.16708	1.837807	0.3690808	-0.002554573	0.138694	0.00153073	0.030413	0.0464178	0.157932	0.00328375	0.00450702	0.0224239	0.0269949	0.0250276	0.215882	0.00655309	0.12433	0.184566	0.0114441	0.2618769	3	53.90208	0.04775795	0.273114	0.636578	1.06535	2.02496	0.254884	0.141923	0.17822	0.0678414	0.159103	0.198029	0.2593223	1.009851
2	0	-418.1371	-349.2826	-68.85451	23.16266	2.828688	0.2412907	-0.01015311	0.0582307	0.109962	0.178375	0.0153803	0.0814913	0.0101381	0.0176364	0.0659211	0.0852552	0.0462362	0.13004	0.01389	0.0407613	0.104779	0.0419042	0.4361129	2	54.81744	0.02897132	0.375559	0.721579	1.08153	1.82133	0.145352	0.11681	0.248304	0.0727282	0.234225	0.182581	0.4259598	1.023836
3	0	-407.062	-339.007	-68.05496	31.72916	2.990793	0.3220202	-0.01852108	0.0333259	0.0419327	0.201903	0.0546817	0.103166	0.0166098	0.0191094	5.69642e-05	0.117549	0.0428779	0.182956	0.0308778	0.026216	0.128355	0.000381845	0.2220742	3	53.66736	0.04997687	0.388548	0.731017	1.08247	1.79796	0.157234	0.140313	0.158419	0.120834	0.23605	0.18715	0.2035531	1.090989
4	0	-418.0722	-342.89	-75.18213	35.14041	8.820586	0.1510848	0.04182861	0.0463966	0.26021	0.0584491	0.063911	0.0899709	0.0455209	0.0278022	0.00247375	0.0405134	0.0690748	0.207156	0.00456806	0.0572773	0.0211963	0.00547995	0.1781097	2	52.405	0.04671512	0.610247	0.860878	1.07481	1.45406	0.108605	0.159802	0.125001	0.154769	0.273195	0.178627	0.2199383	0.8098166
5	0	-414.5057	-342.1898	-72.31586	24.50439	6.882262	0.3160435	-0.06064681	0.000737696	0.132293	0.148324	0.0348423	0.140764	0.079203	0.02076	0.00744683	0.1162	0.0400624	0.171101	0.000669132	0.0328091	0.0523859	0.0224013	0.2048975	3	58.99119	0.05521098	0.565397	0.838539	1.07923	1.51684	0.212452	0.123933	0.195926	0.125907	0.210775	0.131006	0.1442507	1.420427
6	0	-412.3386	-350.5133	-61.82521	15.49712	3.278366	0.2475805	0.04583043	0.0734532	0.103751	0.0491325	0.0143706	0.0765316	0.107638	0.0580941	0.0626092	0.0829928	0.0319007	0.131893	0.00362923	0.0246047	0.144682	0.034717	0.3217757	3	51.21306	0.0301977	0.409713	0.745862	1.08358	1.76084	0.168567	0.204686	0.164704	0.0838496	0.201376	0.176818	0.3676061	0.8753273
7	0	-420.4632	-350.1336	-70.32958	12.25452	5.307849	0.3304009	0.1753485	0.0232015	0.063424	0.0568904	0.0057738	0.0840981	0.0498921	0.0278281	0.00066981	0.157947	0.0897951	0.204451	0.0137125	0.00845496	0.100286	0.113576	0.3070437	3	52.27532	0.04107104	0.514382	0.810981	1.08273	1.59191	0.131265	0.146324	0.262084	0.0541292	0.311426	0.0947711	0.4823922	0.6365022
8	0	-410.558	-343.7727	-66.78528	15.1123	2.840759	0.444522	-0.141053	0.0598137	0.0526172	0.15966	0.0713094	0.0462284	0.000996059	0.00923463	0.0240888	0.0876952	0.0794233	0.204984	0.0117021	0.0235467	0.114579	0.0541216	0.3583476	2	51.58903	0.1442077	0.376555	0.722312	1.08161	1.81953	0.136688	0.228024	0.194437	0.0824805	0.21703	0.14134	0.2172946	1.649133
9	0	-414.21	-348.5708	-65.63919	15.65935	2.163489	0.2415832	0.02294621	0.01537	0.308616	0.0411632	0.0743792	0.0498111	0.0750787	0.0124764	0.0336807	0.0775782	0.083286	0.0832131	0.0206128	0.0118418	0.0753406	0.0375524	0.2381833	2	62.72775	0.03536939	0.312039	0.671344	1.07359	1.94303	0.0935735	0.158127	0.172097	0.0987856	0.304384	0.173033	0.2611295	0.9121271
