Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-400.9624	-320.5745	-80.38796	8.668317	2.187297	0.0437224	0.0915707	0.037245	0.03252	0.126875	0.0214298	0.00196033	0.00132486	0.0434192	0.105372	0.191615	0.198114	0.0213907	0.0016095	0.108347	0.0136667	0.0320352	0.0837216	0.147585	0.00613076	0.00305968	0.15989	0.00383896	0.0884978	0.0601992	0.0936505	0.0240587	0.0856133	0.230185	0.0192485	0.0901641	0.0604091	0.00128064	0.0126735	0.0359921	0.173607	0.0169329	0.0104613	0.0746942	0.152485	0.181361	0.016945	0.0587597	0.0821957	0.07686809	-0.1122014	0.0660514	0.00259471	0.0619877	0.0407677	0.0270165	0.0404023	0.00945396	0.0780828	0.0426437	0.216888	0.141499	0.0131652	0.0163707	0.17305	0.0700267	0.4442624	9	51.56924	0.2759234	0.314652	0.673559	1.07404	1.93775	0.159072	0.362247	0.132116	0.093575	0.111984	0.141006	0.3320611	1.337894
100	-409.9688	-317.4106	-92.55824	6.315659	2.221142	0.180776	0.0168058	0.0211111	0.450623	0.364231	0.0499813	0.376187	0.305382	0.0425497	0.0188266	0.0600897	0.0185764	0.572337	0.0104711	0.260816	0.00237867	0.12207	0.00635567	0.0826083	0.0316619	0.354061	0.0142958	0.1251	0.100545	0.269665	0.0316462	0.203412	0.119646	0.0308867	0.0232309	0.0345809	0.000333415	0.118074	0.13428	0.0472468	0.173472	0.417386	0.920821	0.0126243	0.047505	0.0148439	0.0179845	0.0416031	0.0462434	0.1505158	-0.06932497	0.0384006	0.017616	0.176137	0.0368902	0.0132964	0.0721546	0.0673203	0.0205967	0.00202988	0.125617	0.141694	0.00981226	0.188922	0.0762087	0.013304	0.3528082	13	50.89701	0.2598195	0.318317	0.676642	1.07465	1.93039	0.260441	0.257254	0.0928694	0.0903528	0.163099	0.135984	0.2834833	1.244547
200	-408.2433	-324.3867	-83.85666	6.736884	3.115915	0.0517611	0.0849145	0.0238588	0.16722	0.00332079	0.124845	0.14731	0.0979803	0.00785299	0.0726388	0.0087868	0.0971747	0.042409	0.4463	0.0821056	0.0196091	0.0653802	0.0142209	0.0351021	0.126975	0.0348128	0.235333	0.194138	0.153352	0.192946	0.0261097	0.182172	0.135019	0.00806903	0.00277166	0.00914208	0.0129639	0.02656	0.232618	0.0102313	0.149419	0.0104499	0.02555	0.167737	0.0781588	0.0475795	0.184548	0.111583	0.00776265	0.09730532	-0.04072097	0.0649005	0.0637211	0.0646791	0.105411	0.0187067	0.117215	0.0276667	0.0756905	0.0166814	0.0507309	0.115598	0.0306789	0.0380414	0.166998	0.0432798	0.2955611	9	50.78443	0.289656	0.398035	0.73775	1.08303	1.78118	0.19249	0.348849	0.101543	0.0822788	0.110036	0.164803	0.2548402	1.15979
300	-417.8525	-320.6184	-97.23409	9.411549	3.544253	0.0759817	0.01472	0.984744	0.12832	0.154	0.138162	0.249958	0.0242422	0.0561734	0.0465456	0.0740276	0.00663259	0.10958	0.0150555	0.24389	0.0821098	0.104954	0.0227888	0.00984655	0.00419662	0.164306	0.0175184	0.0245427	0.227239	0.088719	0.00229998	0.0549297	0.220916	0.191227	0.0322849	0.2171	0.00125358	0.00530336	0.0351727	0.00167918	0.552301	0.51495	0.0457898	0.237622	0.0146195	0.0405091	0.111522	0.0215566	0.125399	0.1486163	-0.05544204	0.0831698	0.0154197	0.0491799	0.0347128	0.0705096	0.114375	0.0978848	0.0536827	0.0207013	0.0326322	0.116491	0.0719036	0.082677	0.115568	0.0410927	0.3052041	12	50.59811	0.2481324	0.427427	0.757811	1.08414	1.73062	0.240824	0.28045	0.132501	0.0714449	0.105931	0.168849	0.2497621	1.221979
400	-410.5926	-322.5848	-88.00778	9.478971	1.844341	0.300671	0.0453163	0.0363509	0.149819	0.117142	0.0246999	0.121939	0.0695575	0.298271	0.0425915	0.00814335	0.0511534	0.0737519	0.223648	0.0210983	0.0316712	0.254304	0.0417843	0.0641996	0.00317427	0.378711	0.0064314	0.0290401	0.0757102	0.0815829	0.0770554	0.449995	0.151985	0.049488	0.03555	0.00460832	0.479143	0.0772142	0.0424071	0.0220326	0.142945	0.0641607	0.0112445	0.585417	0.00361653	0.107714	0.234001	0.0309264	0.203735	0.1310531	-0.1209325	0.0771801	0.047194	0.0950695	0.05075	0.00363771	0.0120988	0.0280441	0.0279129	0.00289399	0.149941	0.109297	0.0301428	0.243261	0.119001	0.00357599	0.2847684	13	50.55985	0.206279	0.273958	0.63737	1.06556	2.02311	0.171785	0.269518	0.123223	0.0578301	0.134521	0.243123	0.1638359	1.738132
500	-419.9545	-312.4492	-107.5053	12.34696	2.269349	0.0152856	0.0218611	0.0305988	0.178984	0.197228	0.0496873	0.0868939	0.02487	0.0063722	0.0865053	0.0406389	0.0758751	0.0276148	0.00297944	0.311509	0.0127002	0.00373875	0.0840821	0.0302934	0.0469014	0.152575	0.00481429	0.00777935	0.0361456	0.191847	0.0113035	0.00387938	0.177775	0.0787611	0.177321	0.719437	0.244438	0.015293	0.22245	0.0715988	0.168329	0.0707182	0.197815	0.226848	0.190429	0.233071	0.709403	0.0114535	0.404914	0.1270259	0.02703547	0.0532095	0.0189698	0.17896	0.0856037	0.0390107	0.0122062	0.0857382	0.0144526	0.00532875	0.135949	0.00646046	0.022794	0.177263	0.160155	0.00389939	0.3048438	9	50.80167	0.09768425	0.323438	0.680906	1.07547	1.92019	0.234836	0.26302	0.147774	0.0745458	0.130943	0.148881	0.3318793	0.9185382
600	-401.1728	-323.5966	-77.57624	11.03427	1.605954	0.0144901	0.0371135	0.0496584	0.12091	0.0541654	0.00388358	0.0192559	0.00318597	0.0317499	0.00852041	0.0238094	0.0925023	0.00814329	0.0055615	0.106187	0.0602004	0.0316335	0.124482	0.0483093	0.0637446	0.0825549	0.0402524	0.147961	0.0037861	0.00689763	0.0334562	0.261624	0.0115767	0.0273009	0.0105757	0.095385	0.149796	0.0426257	0.0161116	0.0777417	0.0857075	0.000831126	0.0277213	0.125516	0.100087	0.131054	0.175816	0.189713	0.0065022	0.05812886	-0.007579797	0.118484	0.0344439	0.0268547	0.000997203	0.0375436	0.00858432	0.0810522	0.0818571	0.00952277	0.125823	0.215679	0.0653743	0.0988646	0.0838009	0.0111181	0.4292729	8	51.47935	0.1354997	0.241236	0.605292	1.05608	2.09739	0.207516	0.277731	0.125933	0.112325	0.125304	0.151191	0.4216931	1.017975
700	-387.5919	-327.9067	-59.68526	9.361901	2.503415	0.0451693	0.0383759	0.00490397	0.0158456	0.0933682	0.0160302	0.00199251	0.00528789	0.00340701	0.0185549	0.0889822	0.18753	0.0906163	0.0085379	0.184189	0.00821849	0.0159075	0.0305647	0.0213443	0.0238541	0.0480857	0.0117219	0.0372249	0.0123836	0.0841382	0.0546354	0.0257832	0.0143627	0.141578	0.0869132	0.0646195	0.00988965	0.0299137	0.0204484	0.189355	0.00435407	0.00801949	0.00154345	0.0466869	0.126932	0.000349874	0.022886	0.00109454	0.0428132	0.05305981	0.01674468	0.056941	0.0318565	0.0601798	0.0916243	0.0472183	0.00627042	0.0581252	0.163848	0.00256517	0.0255313	0.110111	0.0294393	0.147578	0.105706	0.0630052	0.2958774	9	51.56162	0.137052	0.34678	0.699709	1.07867	1.87484	0.147789	0.24653	0.206748	0.13146	0.0471119	0.220361	0.3126221	0.946438
800	-396.9843	-320.8214	-76.16294	13.41842	2.283565	0.123592	0.00875034	0.0134222	0.0280212	0.104197	0.0552729	0.00719103	0.00831189	0.11788	0.0447095	0.00639667	0.0635983	0.0585896	0.103553	0.0192647	0.00405411	0.0127023	0.111984	0.0197139	0.0529891	0.0176203	0.0319729	0.0634876	0.0411605	0.0319978	0.00793461	0.0677466	0.0925903	0.0227619	0.0882906	0.00330403	0.112299	0.0493458	0.162598	0.0411064	0.119188	0.161429	0.0151549	0.0326091	0.0921069	0.139085	0.0138229	0.0846102	0.18549	0.06317439	-0.06151241	0.0374366	0.0898478	0.0989606	0.0211914	0.0212838	0.00441766	0.153709	0.0475419	0.00817201	0.173122	0.0546469	0.0240463	0.0556111	0.157198	0.0528153	0.3503084	9	50.07908	0.134438	0.324927	0.682136	1.0757	1.91724	0.141619	0.429653	0.117146	0.0671105	0.130733	0.113739	0.288796	1.212996
900	-433.0256	-321.3929	-111.6327	6.725053	4.944181	0.111277	0.0553375	0.0812323	0.386064	0.553282	0.238133	0.0746113	0.043302	0.0389204	0.268796	0.036115	0.0606382	0.18924	0.158474	0.053686	0.170101	0.183442	0.0987987	0.858958	0.0404377	0.0209612	0.00943952	0.139175	0.166571	0.0844027	0.0911004	0.00483955	0.0247383	0.384457	0.254137	0.0681136	0.631675	0.0284591	0.018717	0.00485188	0.0453213	0.321647	0.629213	0.311505	0.00723983	0.0277871	0.118766	0.00627181	0.0288598	0.1399136	-0.04948307	0.0528368	0.0310817	0.0173713	0.0513869	0.0106679	0.0492102	0.0486127	0.0362123	0.0145248	0.0914895	0.0317728	0.0560261	0.161786	0.0933042	0.253717	0.3608897	11	50.30939	0.2089681	0.499743	0.802611	1.0834	1.61425	0.176126	0.285743	0.158633	0.100349	0.148454	0.130695	0.3114066	1.158902
