Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Segregating-Sites,Theta,Tajima-D,Tajima-Pi
1,12,1,2,13,35,27,7,0,0,1,10,45,0.2429107,-2.279987,0.09190919
1,11,1,3,14,38,27,15,0,0,1,5,45,0.2429107,-2.117189,0.1026911
2,10,1,4,13,34,18,16,0,0,2,7,44,0.2375127,-2.361951,0.08437062
1,6,1,2,13,37,27,11,0,0,1,5,45,0.2429107,-2.330943,0.08853436
1,14,1,3,12,37,27,8,0,0,1,10,45,0.2429107,-2.269398,0.09261045
1,11,1,1,15,35,27,12,0,0,1,11,45,0.2429107,-2.112557,0.1029979
4,12,1,2,13,30,15,6,0,0,4,8,42,0.2267166,-1.876518,0.1102735
1,14,1,4,14,36,27,9,0,0,1,7,45,0.2429107,-2.229692,0.09524018
1,9,1,2,14,32,27,15,0,0,1,7,45,0.2429107,-2.256163,0.09348703
4,13,2,5,15,35,18,9,0,0,3,7,42,0.2267166,-1.904064,0.1085642
3,10,2,4,15,36,18,11,0,0,2,6,43,0.2321146,-1.924567,0.1100105
1,10,1,2,15,35,27,8,0,0,1,8,45,0.2429107,-2.229692,0.09524018
2,7,1,3,16,33,27,16,0,0,2,4,44,0.2375127,-2.197686,0.09502104
1,9,1,3,13,36,27,16,0,0,1,7,45,0.2429107,-2.12116,0.1024281
3,11,1,3,13,36,18,12,0,0,3,8,43,0.2321146,-2.209183,0.09195302
1,9,1,2,16,35,27,9,0,0,1,7,45,0.2429107,-1.777698,0.1251753
1,8,1,3,14,33,27,11,0,0,1,5,45,0.2429107,-2.166823,0.09940393
1,9,1,3,15,35,27,12,0,0,1,6,45,0.2429107,-2.095351,0.1041374
3,11,2,3,15,34,18,11,0,0,2,7,43,0.2321146,-1.604028,0.1303471
3,17,1,3,11,34,18,7,0,0,3,11,43,0.2321146,-2.532486,0.07144109
3,13,2,2,13,33,26,12,0,0,2,10,43,0.2321146,-2.313497,0.08533485
1,7,1,2,14,37,27,14,0,0,1,5,45,0.2429107,-2.096674,0.1040498
1,5,1,1,16,36,27,14,0,0,1,5,45,0.2429107,-1.986819,0.1113254
2,11,1,3,14,34,20,18,0,0,2,7,44,0.2375127,-2.069925,0.1033047
5,14,2,3,14,33,15,7,0,0,4,9,41,0.2213186,-2.132619,0.09195302
2,8,1,3,13,33,27,16,0,0,2,3,44,0.2375127,-2.273397,0.0901122
6,8,2,2,14,29,20,18,0,0,4,6,40,0.2159206,-1.926736,0.1017269
5,20,1,4,11,33,9,4,0,0,5,14,41,0.2213186,-2.489548,0.07030154
1,13,1,3,15,36,27,7,0,0,1,7,45,0.2429107,-2.186676,0.09808906
2,9,1,2,14,34,20,11,0,0,2,7,44,0.2375127,-2.174027,0.09655505
4,7,1,2,15,31,18,16,0,0,4,5,42,0.2267166,-1.733842,0.1191269
4,10,3,4,14,36,23,15,0,0,2,5,42,0.2267166,-1.91254,0.1080382
1,12,1,3,12,34,27,8,0,0,1,8,45,0.2429107,-2.261457,0.0931364
3,13,1,4,13,35,22,7,0,0,3,9,43,0.2321146,-2.10487,0.09857118
2,12,1,3,18,35,18,12,0,0,2,7,44,0.2375127,-2.015847,0.106811
2,13,1,2,15,35,27,16,0,0,2,10,44,0.2375127,-1.961768,0.1103173
1,8,1,2,15,33,27,12,0,0,1,7,45,0.2429107,-2.326311,0.08884116
5,17,1,4,12,32,9,7,0,0,5,10,41,0.2213186,-2.417295,0.07468443
1,8,1,2,14,38,27,13,0,0,1,7,45,0.2429107,-2.199912,0.09721248
2,11,1,3,13,31,27,14,0,0,2,7,44,0.2375127,-2.3099,0.08774544
5,12,1,4,14,33,20,12,0,0,5,7,41,0.2213186,-1.936091,0.1038745
3,9,1,3,17,35,18,11,0,0,3,6,43,0.2321146,-1.824398,0.1163657
3,9,1,3,15,34,14,12,0,0,3,6,43,0.2321146,-2.112469,0.09808906
3,9,1,3,17,34,25,10,0,0,3,6,43,0.2321146,-2.189841,0.09318022
4,13,1,3,14,33,17,13,0,0,4,9,42,0.2267166,-1.926666,0.1071616
5,18,1,4,10,34,12,7,0,0,5,8,41,0.2213186,-2.439694,0.07332574
4,11,2,3,15,29,18,8,0,0,3,7,42,0.2267166,-2.101127,0.0963359
2,7,1,2,16,36,23,14,0,0,2,5,44,0.2375127,-1.942164,0.1115884
1,7,1,3,12,34,27,16,0,0,1,5,45,0.2429107,-2.309767,0.08993689
1,8,1,2,17,34,27,14,0,0,1,5,45,0.2429107,-1.835273,0.1213622
1,9,1,2,17,35,27,9,0,0,1,7,45,0.2429107,-1.873656,0.1188201
3,9,2,2,18,35,18,15,0,0,2,7,43,0.2321146,-1.872756,0.1132977
3,10,1,2,18,33,18,18,0,0,3,7,43,0.2321146,-2.017136,0.1041374
1,11,1,2,14,33,27,10,0,0,1,10,45,0.2429107,-2.426239,0.082223
2,18,1,5,12,34,18,6,0,0,2,10,44,0.2375127,-2.381554,0.08309958
2,13,2,3,13,35,26,18,0,0,1,8,44,0.2375127,-2.345727,0.08542251
4,8,2,2,18,35,18,9,0,0,3,7,42,0.2267166,-1.709121,0.1206609
1,10,1,3,14,36,27,15,0,0,1,7,45,0.2429107,-1.97226,0.1122896
3,12,1,4,17,33,23,14,0,0,3,8,43,0.2321146,-2.008156,0.1047072
3,9,1,4,16,32,18,17,0,0,3,5,43,0.2321146,-1.889335,0.1122458
