Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Segregating-Sites,Theta,Tajima-D,Tajima-Pi
4,28,3,7,6,28,17,2,0,0,2,8,36,0.2980253,-3.826749,0.04659091
3,28,1,12,8,26,21,4,0,0,3,6,37,0.3063038,-3.473991,0.0719697
3,26,1,6,7,31,17,3,0,1,3,9,37,0.3063038,-3.08652,0.09810606
5,27,2,8,5,26,11,3,0,0,4,10,35,0.2897469,-3.636152,0.05719697
3,24,2,9,9,26,18,4,0,0,2,8,37,0.3063038,-3.378527,0.07840909
3,27,1,7,8,28,20,6,0,0,3,9,37,0.3063038,-3.518915,0.06893939
9,29,2,9,8,25,9,3,0,0,8,10,31,0.2566329,-3.069301,0.08181818
4,34,3,10,4,29,17,2,0,0,2,5,36,0.2980253,-4.097705,0.02878788
4,29,2,8,7,28,19,4,0,0,3,7,36,0.2980253,-3.319426,0.07992424
4,33,1,9,4,28,16,2,0,0,4,7,36,0.2980253,-3.959344,0.03787879
6,26,1,6,9,24,15,2,0,1,6,11,34,0.2814684,-3.300874,0.07613636
4,29,2,8,6,31,20,2,0,0,3,8,36,0.2980253,-3.411667,0.07386364
4,27,1,6,8,27,21,4,0,0,4,9,36,0.2980253,-3.204126,0.0875
5,31,2,15,6,26,17,3,0,0,3,7,35,0.2897469,-3.713147,0.05227273
6,33,2,12,5,27,17,2,0,0,4,6,34,0.2814684,-3.629697,0.05568182
13,33,3,19,6,23,12,3,0,0,8,5,27,0.223519,-4.011899,0.02310606
3,30,1,10,7,29,18,3,0,0,3,7,37,0.3063038,-3.698611,0.05681818
4,27,2,5,6,27,16,3,0,0,3,9,36,0.2980253,-3.780628,0.04962121
2,26,1,6,8,28,32,4,0,1,2,8,38,0.3145823,-3.177386,0.09469697
5,28,1,6,8,27,16,6,0,0,5,8,35,0.2897469,-3.310402,0.0780303
6,32,2,11,4,28,14,3,0,0,4,5,34,0.2814684,-3.806287,0.04469697
3,27,1,7,7,28,18,3,0,0,3,8,37,0.3063038,-3.46276,0.07272727
1,26,1,6,7,29,39,3,0,1,1,11,39,0.3228608,-3.600107,0.06742424
2,17,1,3,14,27,20,6,0,2,2,10,38,0.3145823,-2.985811,0.1079545
7,27,2,8,7,25,15,3,0,0,5,8,33,0.2731899,-3.33466,0.07159091
5,28,3,7,8,25,16,3,0,0,3,7,35,0.2897469,-3.399243,0.07234848
1,30,1,11,6,31,39,4,0,0,1,6,39,0.3228608,-3.509351,0.07386364
6,29,2,7,5,27,13,2,0,0,5,10,34,0.2814684,-3.617519,0.05643939
3,25,1,9,11,29,25,5,0,0,3,8,37,0.3063038,-3.193215,0.09090909
4,31,2,12,5,27,17,3,0,0,3,6,36,0.2980253,-3.694153,0.05530303
3,29,1,9,5,29,17,3,0,0,3,8,37,0.3063038,-3.57507,0.06515152
5,36,3,14,4,28,16,2,0,0,3,4,35,0.2897469,-4.145507,0.02462121
4,28,1,6,8,25,19,2,0,0,4,9,36,0.2980253,-3.388607,0.07537879
1,22,1,7,10,31,21,4,0,1,1,10,39,0.3228608,-2.959474,0.1128788
4,30,3,10,5,27,17,2,0,0,2,8,36,0.2980253,-3.872869,0.04356061
6,35,3,12,3,25,20,1,0,0,4,6,34,0.2814684,-3.995056,0.03295455
5,26,2,5,6,27,18,3,0,0,4,10,35,0.2897469,-3.547311,0.06287879
2,22,1,5,10,29,27,5,0,0,2,10,38,0.3145823,-2.958444,0.1098485
7,26,3,7,8,28,14,4,0,0,5,8,33,0.2731899,-3.265739,0.07575758
5,31,2,10,3,28,20,2,0,0,4,9,35,0.2897469,-3.938211,0.03787879
11,31,3,11,4,21,14,3,0,0,7,6,29,0.240076,-3.718753,0.04128788
4,31,1,9,6,27,16,3,0,0,4,8,36,0.2980253,-3.786393,0.04924242
3,28,2,6,7,28,18,2,0,0,2,11,37,0.3063038,-3.956924,0.03939394
4,28,1,9,5,28,14,2,0,0,4,10,36,0.2980253,-3.682623,0.05606061
3,29,1,9,7,27,14,3,0,0,3,6,37,0.3063038,-3.260601,0.08636364
6,32,2,8,3,26,14,2,0,0,5,6,34,0.2814684,-3.988967,0.03333333
4,29,1,7,5,27,14,2,0,0,4,10,36,0.2980253,-3.642268,0.05871212
2,27,2,6,6,32,21,3,0,1,1,9,38,0.3145823,-3.347066,0.08295455
6,29,3,11,5,25,16,3,0,0,4,8,34,0.2814684,-3.69668,0.05151515
3,30,1,7,5,30,19,2,0,0,3,8,37,0.3063038,-3.378527,0.07840909
10,28,3,5,7,21,9,2,0,0,7,10,30,0.2483545,-3.318545,0.06515152
5,29,1,7,7,27,14,3,0,0,5,8,35,0.2897469,-3.209715,0.0844697
1,26,1,6,7,30,39,4,0,1,1,9,39,0.3228608,-3.461303,0.07727273
7,27,3,8,6,28,11,3,0,0,5,8,33,0.2731899,-3.422378,0.06628788
4,29,2,5,6,30,17,2,0,0,3,10,36,0.2980253,-3.469317,0.07007576
3,22,3,8,8,27,20,7,0,0,1,9,37,0.3063038,-3.580685,0.06477273
0,29,0,9,8,32,40,3,0,0,0,8,40,0.3311393,-3.273067,0.09318182
1,30,1,12,6,32,22,5,0,0,1,4,39,0.3228608,-3.365208,0.08409091
7,27,3,7,6,25,16,4,0,0,4,9,33,0.2731899,-3.535158,0.0594697
2,29,1,6,7,28,21,2,0,0,2,8,38,0.3145823,-3.42917,0.07727273
5,26,1,9,9,30,14,4,0,0,5,7,35,0.2897469,-2.889888,0.1049242
8,34,2,13,4,25,7,2,0,0,7,5,32,0.2649114,-3.880198,0.03712121
4,28,1,6,7,26,17,3,0,1,4,9,36,0.2980253,-3.100355,0.09431818
3,24,1,6,9,31,18,3,0,0,3,12,37,0.3063038,-2.918055,0.1094697
3,27,2,5,6,30,21,3,0,0,2,9,37,0.3063038,-3.827768,0.04810606
7,32,2,10,4,24,11,2,0,0,6,7,33,0.2731899,-3.760717,0.04583333
4,30,1,7,5,26,24,3,0,0,4,8,36,0.2980253,-3.728743,0.0530303
