Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-399.2176	-312.6892	-86.52833	11.72833	1.817703	0.19591	8.27915e-05	0.0366075	0.0473353	0.0553147	0.0488319	0.0408701	0.0584271	0.0935696	0.00947198	0.168841	0.0403737	0.0286909	0.210435	0.0260354	0.171019	0.0253599	0.0582904	0.0296851	0.0137697	0.0101956	0.0682668	0.252594	0.0024429	0.167877	0.100649	0.034104	0.0371173	0.160613	0.00804962	0.0803009	0.0495167	0.00318354	0.00615305	0.00627958	0.0305661	0.0700025	0.0643404	0.0221262	0.0793809	0.048807	0.1053	0.0778887	0.174306	0.06987879	-0.1791927	0.0316145	0.034916	0.0718713	0.0243185	0.00115443	0.045562	0.0455988	0.00920564	0.0218898	0.179032	0.0187196	0.0814893	0.196757	0.100661	0.137211	0.392733	7	51.37173	0.1343163	0.270498	0.634114	1.06468	2.03071	0.213733	0.34759	0.105828	0.0960085	0.136222	0.100619	0.2135402	1.839152
100	-421.7026	-322.0521	-99.65045	5.866612	4.395883	0.0888061	0.288284	0.110796	0.16727	0.0230576	0.00708661	0.0561481	0.0664841	0.37266	0.0353057	0.00376725	0.0198749	0.0701548	0.0666987	0.0604039	0.0399958	0.0143445	0.157983	0.296075	0.0976893	0.0101752	0.0800079	0.416164	0.14874	0.197536	0.0019561	0.134904	0.117836	0.428873	0.0474194	0.341922	0.0175028	0.0969987	0.0389434	0.0410473	0.105444	0.119233	0.056668	0.220883	0.0850527	0.127691	0.0229442	0.101986	0.0750802	0.1185461	0.02327767	0.0407377	0.00942836	0.029827	0.0385517	0.00220693	0.00576019	0.0948296	0.114967	0.0183152	0.0931365	0.131772	0.11357	0.184345	0.0353061	0.0872462	0.295013	7	50.30737	0.2336551	0.474871	0.787875	1.08416	1.6531	0.166074	0.280525	0.150726	0.0700264	0.120567	0.212081	0.3182907	0.9268666
200	-397.27	-324.9781	-72.29192	7.898815	2.467802	0.0610632	0.00247983	0.170615	0.0522679	0.00998225	0.000419673	0.0205657	0.0151677	0.0102782	0.0444279	0.0474355	0.0200869	0.0769608	0.0242417	0.0411781	0.151529	0.0291772	0.00589783	0.0139726	0.0855108	0.0633228	0.000260281	0.043475	0.0655868	0.00777242	0.0114635	0.0852414	0.0921629	0.227944	0.0340994	0.157194	0.017046	0.17776	0.0064808	0.123465	0.0358095	0.0106896	0.109072	0.0532773	0.195045	0.136707	0.0101351	0.150212	0.0995423	0.07821771	0.004409592	0.133143	0.000290844	0.0484599	0.0295148	0.0104458	0.0593087	0.192973	0.0732969	0.0261625	0.0182453	0.0398026	0.0331514	0.233954	0.0675283	0.033723	0.3879588	9	55.2654	0.1772041	0.343383	0.697034	1.07825	1.88133	0.147602	0.223177	0.244446	0.0700589	0.135026	0.17969	0.3923684	0.9887616
300	-392.4054	-328.9871	-63.41829	12.54132	1.252684	0.128339	0.0592387	0.0235321	0.0708933	0.0191057	0.0334787	0.0457223	0.0036061	0.0386821	0.00645227	0.0377696	0.0332927	0.0383919	0.04163	0.155716	0.0166915	0.0155902	0.00733506	0.00801791	0.0881379	0.00419512	0.0300148	0.0139352	0.0297375	0.0189924	0.0300177	0.211716	0.0315632	0.0337666	0.0909311	0.00484155	0.0256858	0.28897	0.0661469	0.00536255	0.00994453	0.00127861	0.0757771	0.0996681	0.0861622	0.0307151	0.144188	0.056909	0.165785	0.04831968	-0.2003392	0.0304973	0.0433353	0.0721181	0.00145569	0.0335934	0.0538809	0.125152	0.097799	0.00208688	0.039071	0.0574652	0.208255	0.0596525	0.156136	0.0195009	0.3617739	12	50.87511	0.2191997	0.184471	0.541448	1.03187	2.24221	0.296148	0.29784	0.150013	0.079395	0.0744987	0.102105	0.1614347	2.240992
400	-403.505	-321.6363	-81.86865	8.249763	2.718678	0.215548	0.0155823	0.089039	0.215549	0.0167702	0.0432515	0.00263411	0.00712926	0.178766	0.00358295	0.29675	0.00712044	0.000622836	0.00315108	0.0111231	0.097305	0.0147739	0.0234416	0.0125457	0.0090359	0.0506303	0.0436709	0.0559443	0.0457726	0.0720075	0.0197313	0.217409	0.11081	0.443231	0.0863343	0.0244079	0.149971	0.166323	0.200973	0.167088	0.021936	0.00948749	0.00383023	0.0306004	0.154873	0.027446	0.0372995	0.00508681	0.155231	0.08678506	-0.01437415	0.0635572	0.0622499	0.0903792	0.0528575	0.0352213	0.131187	0.0336369	0.0440642	0.0301095	0.015473	0.18978	0.00789597	0.139264	0.0896686	0.0146549	0.2984375	8	51.71983	0.2203288	0.366255	0.714658	1.08072	1.83836	0.218909	0.224275	0.10922	0.102148	0.14535	0.200096	0.2840633	1.050602
500	-425.2188	-324.1515	-101.0673	9.954074	2.079199	0.0892161	0.280345	0.016635	0.0773412	0.3005	0.30628	0.0131709	0.0999262	0.0746987	0.0107418	0.155695	0.111649	0.00514567	0.0136017	0.0392524	0.019098	0.00201056	0.286013	0.0234139	0.372644	0.126922	0.154722	0.0245484	0.0430766	0.0607496	0.0336353	0.262268	0.0286332	0.470749	0.469799	0.0202184	0.0218536	0.067951	0.127174	0.0760354	0.0201998	0.0149177	0.167057	0.309705	0.0509034	0.0205928	0.195449	0.0174264	0.04524	0.09101804	0.0693104	0.0885609	0.107542	0.185891	0.0851921	0.0329815	0.0305746	0.0753668	0.0241581	0.0296154	0.12554	0.0861028	0.0393664	0.0184888	0.0412329	0.0293865	0.2728156	9	51.99317	0.1891248	0.302549	0.66318	1.07185	1.96242	0.228845	0.316007	0.150935	0.0606274	0.096284	0.147301	0.342126	0.7974126
600	-396.9282	-322.9756	-73.95267	12.97824	1.015157	0.0215624	0.0707966	0.00973141	0.130908	0.0797528	0.155063	0.0560287	0.0280598	0.00730616	0.000535076	0.056215	0.0302106	0.0135098	0.0175666	0.0793363	0.000483443	0.0214838	0.0286865	0.0181382	0.147302	0.00357678	0.00112939	0.015327	0.0347684	0.0144155	0.0774125	0.215461	0.00851119	0.124769	0.199426	0.00947699	0.0229813	0.0111556	0.0362538	0.0120338	0.041542	0.0316118	0.0311472	0.00267489	0.112058	0.282589	0.0199981	0.110492	0.0190685	0.04481621	-0.1462882	0.117249	0.0042343	0.0588821	0.0213399	0.00833975	0.00716455	0.0632237	0.113118	0.0312457	0.196078	0.13802	0.0409775	0.0270432	0.124958	0.048126	0.4191066	9	51.99614	0.1209637	0.139968	0.481261	1.00247	2.3763	0.152606	0.272036	0.167428	0.063317	0.216454	0.128159	0.2728184	1.536211
700	-407.9385	-319.8901	-88.04836	8.384537	1.84895	0.113815	0.0313196	0.103877	0.0213605	0.16375	0.115945	0.0120924	0.00735184	0.139525	0.0442698	0.249416	0.0386586	0.104572	0.23007	0.0119066	0.204208	0.0360407	0.0702855	0.027261	0.00347851	0.0759702	0.122518	0.214415	0.0160887	0.0875181	0.138316	0.00338151	0.0586335	0.298827	0.0312686	0.0107109	0.110478	0.232118	0.00513568	0.0330636	0.0919197	0.153811	0.235429	0.00808393	0.0530823	0.044993	0.00352232	0.0438053	0.277358	0.1147012	-0.05634027	0.0624844	0.0798304	0.059234	0.0376661	0.000858538	0.106074	0.013581	0.0487394	0.00845783	0.137578	0.258794	0.0285036	0.0234858	0.00699452	0.127718	0.382735	10	51.92048	0.1767087	0.274552	0.637926	1.06571	2.02182	0.197944	0.265836	0.111712	0.125099	0.135718	0.163691	0.3263947	1.172614
800	-397.7927	-316.6075	-81.18515	9.557796	1.68662	0.143354	0.0232252	0.0498577	0.0595499	0.0860484	0.23393	0.055763	0.00878917	0.0463553	0.00997386	0.158959	0.0138428	0.00916011	0.0753606	0.0087908	0.0581369	0.0600759	0.0334288	0.0609305	0.0191313	0.0986478	0.03596	0.358719	0.00694527	0.00510599	0.029958	0.0296869	0.00986819	0.141191	0.136433	0.236643	0.0573055	0.0666569	0.00556423	0.0795455	0.157456	0.0920064	0.246328	0.108468	0.00332131	0.111549	0.0501925	0.108667	0.1072	0.07291532	-0.2240684	0.0335918	0.0142301	0.0448505	0.0380072	0.0302785	0.0734784	0.0375784	0.0855637	2.61167e-05	0.127468	0.0130536	0.120646	0.0616514	0.235155	0.0844213	0.4631209	11	50.41357	0.1854708	0.252766	0.616934	1.05973	2.07057	0.214053	0.248529	0.131972	0.103263	0.132935	0.169247	0.2390525	1.937319
900	-386.4944	-317.4292	-69.06521	9.537075	4.763532	0.0143268	0.0140927	0.0323063	0.14595	0.0443577	0.0394471	0.0642501	0.0552023	0.0339209	0.139481	0.0447259	0.0222742	0.0341166	0.0339334	0.00570269	0.00796721	0.0544396	0.00940971	0.0230585	0.259276	0.141248	0.0771573	0.0894517	0.0129156	0.00604665	0.039046	0.119109	0.023843	0.026251	0.0739117	0.0889878	0.0291203	0.0015813	0.119663	0.00725259	0.00629874	0.0378552	0.0167575	0.248878	0.0163864	0.0267913	0.0983863	0.0155183	0.0900581	0.06180065	-0.04323691	0.156279	0.0508145	0.087793	0.0467813	0.00830711	0.0330297	0.0778776	0.157064	0.00646973	0.120508	0.0539725	0.0171115	0.0222463	0.0908478	0.0708973	0.3782305	10	52.34741	0.1661224	0.49195	0.798065	1.08369	1.6263	0.196979	0.241652	0.117759	0.125464	0.0709451	0.247201	0.3349935	1.129068
