Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-362.8027	-318.4264	-44.37628	4.2244	3.739663	0.103246	0.131989	0.00344657	0.0217738	0.0630299	0.0325916	0.0570602	0.157426	0.462491	0.00398127	0.0304121	0.176408	0.699107	0.0733862	0.465181	0.00126061	0.704801	0.0131093	0.0102023	0.227	0.131964	0.0131154	0.265226	0.00773087	0.019694	0.253125	0.388339	0.101904	0.570858	0.508273	0.0255266	0.0787704	0.00787988	0.0426222	0.140582	0.145283	0.0394497	0.00754586	0.0860743	0.471053	0.0262663	0.0313568	0.211236	0.14963	0.1762984	0.2578867	0.150346	0.0209689	0.0274812	0.0984739	0.0253397	0.0185135	0.130474	0.000443254	0.0293851	0.111548	0.175277	0.0634789	0.0213758	0.106086	0.0208087	0.5569106	7	4.300323	0.171156	0.439463	0.765696	1.08434	1.7105	0.201421	0.282522	0.138735	0.112996	0.130503	0.133823	0.8147973	0.6834959
1	0	-371.5047	-310.4776	-61.02707	7.478802	2.846106	0.567923	0.189855	0.104874	0.0522279	0.756408	0.00872917	0.0308559	0.0745299	0.0542743	0.0311599	0.0597476	0.575987	0.000611321	0.0280276	0.3582	0.0981381	0.561047	0.558025	0.201212	0.00633996	0.133374	0.00704299	0.0850728	0.03413	0.233666	0.199526	0.408204	0.0179948	0.00697099	0.0655198	0.0603987	0.010498	0.0711265	0.337209	0.000565707	0.160185	0.217999	0.0442057	0.200206	0.0126239	0.108491	0.0899366	1.26386	0.629304	0.1901368	0.03395036	0.111465	0.0603177	0.00402606	0.0214113	0.0309423	0.0766953	0.146476	0.00338337	0.0100389	0.0293668	0.364198	0.0142179	0.0409326	0.082504	0.00402541	0.5219308	7	9.352204	0.1376989	0.376995	0.722635	1.08164	1.81873	0.241347	0.205552	0.0627253	0.106074	0.12375	0.260552	0.5558812	0.9389251
2	0	-402.9279	-323.5347	-79.39327	4.471645	1.293269	0.804747	0.280265	0.718451	0.496418	0.00330616	0.0522924	0.0734447	0.0576571	1.52058	0.0588548	0.0508473	0.0294937	0.245391	0.00834075	0.423126	0.0387277	1.49991	0.340231	0.230028	0.471434	0.264016	0.0108474	0.0603494	0.0158145	0.285081	0.193333	0.285282	0.0817546	0.00141675	0.291479	1.35108	0.106497	0.0296717	1.10297	0.100165	1.6879	0.0488999	0.0859976	1.07382	0.0437217	0.198132	0.0658308	0.742922	0.109859	0.3210617	0.2598388	0.0875704	0.0728582	0.0328154	0.0172999	0.00395633	0.00360309	0.132647	0.0430899	0.136499	0.0628582	0.190634	0.0458827	0.00837313	0.122577	0.0393354	0.3611368	10	4.89355	0.1657732	0.19155	0.550092	1.03556	2.2228	0.207848	0.288233	0.19221	0.0873975	0.104549	0.119763	0.6209756	0.5815636
3	0	-377.4339	-321.6008	-55.83307	6.217559	1.794973	0.0220787	0.0254871	0.0593341	0.027995	0.0311405	0.0344852	0.100147	0.196466	0.282548	0.0115166	0.0897394	0.10736	0.298629	0.0910531	0.492391	0.107482	0.416159	0.346008	0.0608045	0.145052	0.340744	0.0147889	0.052313	0.0941331	0.259336	0.0253636	0.229304	0.00846923	0.0878468	0.710128	0.0120216	0.0665047	0.0900014	0.00845268	0.389968	0.102169	0.522446	0.0128776	0.471201	0.118294	0.158097	0.0651964	0.696235	0.460472	0.1992403	0.2180467	0.0848137	0.0273099	0.0489571	0.0116251	0.0859111	0.0408638	0.0403367	0.00292646	0.0342959	0.0216355	0.340911	0.00645969	0.168997	0.0527431	0.0322144	0.2855411	7	6.291791	0.1569947	0.267509	0.631276	1.0639	2.03732	0.310368	0.311867	0.0701223	0.0659511	0.164882	0.0768092	0.5035878	0.5670136
4	0	-365.2964	-315.3487	-49.94766	7.047001	2.536639	0.0886775	0.0314076	0.0326472	0.0466466	0.116286	0.110272	0.0863337	0.265208	0.247361	0.0473836	0.0413331	0.459495	0.216438	0.104238	0.187866	0.0488402	0.726383	0.143251	0.176873	0.0038841	0.231454	0.00536632	0.275114	0.0112554	0.0815672	0.20399	0.60905	0.00311334	0.0811277	0.172767	0.0151431	0.0303462	0.151954	0.207939	0.124487	0.184495	0.0133404	0.0498577	0.0348497	0.0114558	0.087428	0.0502124	0.266483	0.108679	0.1570034	0.02176328	0.148058	0.0207769	0.0163106	0.0248264	0.00756609	0.00336735	0.164744	0.0179814	0.0424498	0.114906	0.209338	0.0396954	0.0786686	0.0965335	0.0147793	0.4609078	9	10.45401	0.1476976	0.349903	0.702149	1.07903	1.86892	0.192656	0.223774	0.224762	0.0439822	0.121755	0.193071	0.4826711	0.9549108
5	0	-376.2058	-301.3262	-74.87957	6.182121	4.915531	0.908746	0.44742	0.220015	0.464512	0.0143158	0.0218075	0.22562	0.0880218	2.09058	0.00472164	0.00733226	0.00850284	0.604647	0.0510885	1.58644	0.0364728	0.581296	0.0824546	0.172931	0.113753	0.240245	0.0036714	0.0552483	0.0310368	0.0724197	0.501057	0.42427	0.00325003	0.0193977	0.0326274	0.112876	0.169638	0.0146803	0.479946	0.0283248	0.269635	1.00058	0.0235379	0.455475	0.0537342	0.0379125	0.00346754	0.446812	0.659104	0.3372617	0.1030417	0.122352	0.0165316	0.0823676	0.0354406	0.0354455	0.0204286	0.110176	0.00872351	0.0160221	0.0836819	0.308995	0.0818754	0.013336	0.0616908	0.00293275	0.5424212	7	6.315828	0.2162837	0.498531	0.801908	1.08345	1.61611	0.213134	0.264766	0.125745	0.0776262	0.165046	0.153682	0.6454629	0.84036
6	0	-354.9219	-308.5649	-46.35701	6.035002	4.647046	0.125817	0.0344535	0.0889223	0.131576	0.0489063	0.0138279	0.0185033	0.00841041	0.315866	0.0013138	0.00630734	0.0049576	0.437077	0.0118051	0.607955	0.0290468	0.808665	0.0255653	0.0316772	0.163882	0.118047	0.0152304	0.0317388	0.0052013	0.262834	0.197634	0.0696297	0.0366767	0.0601733	0.0617149	0.0145579	0.181822	0.0768027	0.389902	0.0947559	0.127575	0.418668	0.0314431	0.106337	0.0256634	0.0695032	0.058637	0.254497	0.169749	0.2129352	0.1325764	0.114901	0.0670441	0.0108267	0.0150035	6.22697e-05	0.0575098	0.191152	0.000950037	0.0261976	0.0754808	0.27861	0.0106496	0.0384224	0.0985899	0.0146004	0.481072	8	8.179809	0.2028608	0.486723	0.79498	1.08386	1.63444	0.213933	0.302894	0.0615635	0.0539167	0.163028	0.204664	0.6136484	0.7839538
7	0	-365.578	-319.4566	-46.12143	6.515321	1.397953	0.130774	0.108426	0.182557	0.235936	0.0413345	0.0103425	0.129995	0.123117	0.223682	0.00451101	0.0302222	0.251581	0.365905	0.0273989	0.488581	0.0140878	0.487166	0.165373	0.13163	0.0753155	0.110712	0.00141539	0.187516	0.0381422	0.64871	0.152801	0.410229	0.0132041	0.0590109	0.102007	0.0508257	0.0732814	0.492694	0.0220712	0.0536837	0.288761	0.0668412	0.0115574	0.0431179	0.0256058	0.196469	0.0350286	0.148596	0.0149166	0.1226468	0.2164582	0.137738	0.0515586	0.0165053	0.063572	0.0200277	0.00160097	0.13814	0.00943848	0.058578	0.125089	0.155241	0.0905065	0.0444333	0.0810509	0.00652039	0.2105071	7	9.459452	0.1228203	0.209119	0.57064	1.04382	2.17642	0.218747	0.293858	0.103273	0.0881415	0.202865	0.0931151	0.4269653	0.4930309
8	0	-383.4469	-310.9033	-72.54355	4.64174	4.222791	0.159415	0.848925	1.79421	1.75169	0.00126517	0.0734095	0.180429	0.0565565	0.100968	0.0321496	0.19497	0.150188	0.0110552	0.0771899	0.0381811	0.053814	0.0452193	0.0421908	0.257397	0.0215768	0.669503	0.0553456	0.660057	0.517918	0.289204	0.0812591	0.000407555	0.249663	0.0424453	1.11571	0.0500006	0.043371	0.0522274	0.111298	0.643472	0.0310087	0.277549	0.231403	0.131672	0.0601673	0.877706	0.303074	0.0233428	0.0666447	0.243185	0.329178	0.136708	0.0174938	0.036771	0.0193295	0.0962522	0.01768	0.0912741	0.00185246	0.0257305	0.0196256	0.350663	0.022757	0.12481	0.0388331	0.000219726	0.2854642	11	4.978084	0.2351947	0.466198	0.782577	1.08431	1.66692	0.261306	0.295091	0.095077	0.0929774	0.158443	0.0971059	0.6146422	0.4644397
9	0	-354.2486	-298.9803	-55.26838	4.27699	4.026435	0.446909	0.0896409	0.16757	0.0148046	0.0172755	0.00340882	0.00506443	0.353857	0.538686	0.054406	0.00325331	0.104311	0.166893	0.0276734	0.522952	0.0196548	1.11878	0.538745	0.0240068	0.155992	0.213489	0.000148924	0.0105724	0.0177025	0.0772547	0.509091	0.286549	0.0269555	0.0124307	1.1932	0.016655	0.0115088	0.165412	0.00376464	0.133926	0.352024	0.0625377	0.0028767	1.6933	0.0435295	0.0473591	0.333142	0.0262772	0.0082411	0.200576	0.2332551	0.126234	0.0221883	0.0213511	0.0345738	0.0210092	0.0172819	0.141894	0.0256793	0.050733	0.14311	0.288786	0.0221521	0.0177394	0.0578593	0.00941012	0.5460912	9	5.887327	0.1623086	0.455809	0.776118	1.0844	1.68368	0.253013	0.218623	0.116727	0.0687475	0.186594	0.156296	0.7793463	0.7007042
