Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-569.7893	-489.0568	-80.7325	21.57049	2.699868	0.111117	0.00534345	0.139811	0.0177958	0.190628	0.215144	0.825014	0.0312673	0.0648617	0.0071566	1.63121	1.01308	0.199114	0.227791	0.485566	0.00842438	0.0248269	0.0506843	0.11198	0.0021714	0.0156046	0.035213	0.14904	0.196332	0.319572	0.188287	0.080143	0.206805	0.334261	0.267726	0.483157	0.708797	0.047959	0.0358634	0.0946158	0.0886091	0.0353474	0.354893	0.2838766	-0.01138733	0.0106456	0.426093	0.042899	0.0519617	0.0177548	0.00769447	0.0293074	0.00824387	0.0052502	0.0117536	0.148458	0.118643	0.0136185	0.0940257	0.0136507	0.4104207	3	26.16275	0.0590972	0.364623	0.713429	1.08057	1.84138	0.122449	0.141666	0.0438355	0.387369	0.151611	0.15307	0.3990333	1.028537
100	-566.223	-500.1773	-66.04572	6.857543	2.284002	0.568577	0.0898673	0.0516003	0.125402	0.190823	0.217449	0.114779	0.269978	0.402812	0.0274648	8.85913e-05	0.555028	0.247263	0.0812381	0.073374	0.146483	0.0205156	0.142173	0.00384357	0.193668	0.764925	0.072465	0.0888044	0.00506847	0.159524	0.0627711	0.0746866	0.285406	0.177498	0.0330139	0.183071	0.153228	0.00671099	0.0041951	0.00202581	0.117347	0.00810112	0.0408647	0.164192	0.0550436	0.0132657	0.220237	0.0465501	0.0411668	0.0175689	0.0028721	0.099454	0.0143599	0.0186371	0.0808737	0.184716	0.0125206	0.0816184	0.15211	0.0140495	0.3557443	3	32.22219	0.07663397	0.324972	0.682173	1.07571	1.91715	0.166131	0.136583	0.104574	0.357157	0.0803642	0.155191	0.4107879	0.8660048
200	-598.0146	-501.4921	-96.52249	30.0964	1.398311	0.43764	0.258645	0.0895678	0.43638	0.474381	0.242424	0.25683	0.385788	0.0068891	0.0706618	0.393002	0.108725	0.542174	0.060464	0.288017	0.365646	0.0604399	0.202341	0.69983	0.190053	0.0432403	0.19644	0.0380575	0.111875	0.229476	0.0200093	0.34651	0.577372	0.0451887	0.604604	0.016502	0.398939	0.079214	0.491803	0.0241736	0.0266409	0.288676	0.523629	0.1669534	0.01369165	0.0153662	0.25567	0.00529009	0.364619	0.00294262	0.0717232	0.0147327	0.00740505	0.00417926	0.0576055	0.0104944	0.018403	0.0236996	0.126011	0.0218576	0.233607	4	34.33328	0.06960626	0.209178	0.570706	1.04385	2.17627	0.102966	0.18796	0.0806701	0.343145	0.134164	0.151095	0.2472987	0.9446352
300	-571.5301	-493.8819	-77.64817	6.309167	5.73133	0.296372	0.116833	0.335074	0.503994	0.640726	0.108862	0.252652	0.0177392	0.0179602	0.00151892	0.296014	0.0946405	0.433191	0.153137	0.108105	0.0243139	0.154851	0.0300434	0.357096	0.0839126	0.0424966	0.242452	0.195603	0.178962	0.0898972	0.263722	0.187293	0.0734122	0.517211	0.053571	0.0620278	0.0068259	0.25442	0.626777	0.176575	0.0115072	0.19533	0.597417	0.2064851	0.03277608	0.0400517	0.247475	0.0485353	0.000358188	0.0197983	0.0200842	0.188395	0.038585	0.0319825	0.00164839	0.191495	0.0945371	0.00412448	0.0556256	0.0173044	0.3640269	6	29.77345	0.1054522	0.529882	0.819612	1.08185	1.56866	0.130104	0.104336	0.0649304	0.357195	0.149255	0.19418	0.396803	0.9173996
400	-579.6298	-492.6456	-86.98421	24.13492	1.936723	0.441619	0.513228	0.298557	0.128402	0.544514	0.237999	0.415714	0.812599	0.0414385	0.0616076	0.208205	0.220322	0.131026	0.0716364	0.0973096	0.167982	0.184453	0.0229816	0.883433	0.346765	0.593062	0.264785	0.512565	0.00191826	0.0374944	0.00988238	0.452484	0.0336011	0.5947	0.246125	0.261162	0.202862	0.155714	0.420153	0.000492305	0.0414524	0.404145	0.0288842	0.2852998	0.04133996	0.107965	0.303275	0.0493057	0.0320695	0.0682035	0.00452674	0.0841519	0.0205797	0.000112699	0.078895	0.091761	0.037757	0.0103413	0.0976859	0.0133694	0.3137712	5	33.84661	0.0808723	0.285602	0.648112	1.06832	1.99796	0.116039	0.0995205	0.0699438	0.38775	0.138421	0.188325	0.3551111	0.8835859
500	-569.5818	-491.4484	-78.1334	5.690097	2.941205	0.476674	0.0504065	0.0442255	0.517929	0.533253	0.331512	0.140134	0.0978332	0.184817	0.406685	0.00255204	0.276093	0.12584	0.19826	0.034433	0.175181	0.292071	0.315385	0.0661998	0.346894	1.15487	0.558103	0.0035901	0.140466	0.274051	0.16372	0.143422	0.192011	1.20066	0.308687	0.0786416	0.0748938	0.0572034	0.685768	0.228073	0.00588866	0.156386	0.277803	0.1969764	-0.07729062	0.0161764	0.472798	0.0283604	0.0160065	0.000623948	0.0119687	0.068051	0.0187447	0.0208717	0.116176	0.105429	0.00230621	0.00146595	0.116494	0.00452701	0.6043451	4	27.57873	0.08558469	0.384662	0.72822	1.08221	1.80491	0.114565	0.102442	0.0500827	0.369167	0.200766	0.162978	0.5270545	1.146646
600	-556.9884	-493.1895	-63.79894	12.16638	2.089066	0.790142	0.0859733	0.0281539	0.399981	0.152411	0.133506	0.0918141	0.0023319	0.128189	0.411628	0.0042814	0.0318189	0.332733	0.556937	0.0374278	0.223675	0.0429499	0.537919	0.0724056	0.159447	0.033576	0.0338263	0.00347587	0.159734	0.342484	0.804102	0.00169413	0.172974	0.0389766	0.0497494	0.0260492	0.0214013	0.280282	0.240488	0.0815985	0.207398	0.208656	0.0587037	0.1852391	0.01589094	0.0127914	0.303847	0.0591784	0.0833857	0.0137858	0.00477783	0.10639	0.0353553	0.0336636	0.0836846	0.0649345	0.018523	0.0155176	0.158707	0.00545857	0.3923238	2	26.43896	0.1054281	0.30368	0.664162	1.07207	1.96009	0.0807349	0.167546	0.0589304	0.399576	0.134644	0.15857	0.4082148	0.9610721
700	-596.6853	-489.8048	-106.8805	23.44838	4.445229	0.294006	2.71811	0.662216	0.38966	0.678528	0.571644	0.485701	0.616703	0.5615	0.283375	0.0231241	0.744071	0.220555	0.138894	0.977964	0.657724	0.0513365	0.473898	0.0566587	0.217668	0.20941	0.680499	0.229417	0.747874	0.776688	2.38835	0.851844	0.0901639	0.00754152	0.516456	0.0842585	0.205551	0.371196	1.6258	0.440576	0.149826	0.681363	0.478414	0.5090565	-0.01657602	0.0737949	0.302043	0.0190755	0.00979349	0.00916827	0.047578	0.0664774	0.0179593	0.00722307	0.0400041	0.0955657	0.104248	0.0317233	0.175118	0.000228725	0.3900044	4	23.85509	0.1077678	0.477265	0.789323	1.08411	1.6493	0.109706	0.116114	0.0666976	0.390592	0.117664	0.199226	0.3734284	1.044389
800	-558.1914	-492.1568	-66.03457	25.33997	5.706444	0.632317	0.0172957	0.0978561	0.000131084	0.016917	0.546553	0.0117203	0.0989604	0.0946432	0.218764	0.00138617	0.0870249	0.062523	0.34901	0.290118	0.235087	0.0790859	0.26155	0.026926	0.0315787	0.756977	0.182256	0.0469693	0.329728	0.10967	0.0475154	0.122731	0.318498	0.00660624	0.153967	0.0550707	0.274916	0.242334	0.57279	0.078123	0.0386185	0.116981	0.431692	0.2059324	-0.04652376	0.0495008	0.289288	0.00845637	0.0221603	0.0341887	0.01227	0.0625394	0.0857828	0.00781152	0.0434247	0.168262	0.0427448	0.028574	0.131232	0.0137639	0.4189844	5	26.17436	0.1033535	0.529012	0.819134	1.0819	1.56995	0.111902	0.117079	0.0798192	0.336794	0.139576	0.214829	0.3724606	1.124909
900	-582.2824	-495.3404	-86.94199	26.44681	1.461281	0.193051	0.0292949	0.118825	0.284072	0.778328	0.209321	0.0597155	0.159681	0.0164696	0.00382801	0.0979509	0.791073	0.17754	0.258613	0.226557	0.109389	0.45715	0.0198799	0.470902	0.0801893	0.0269987	0.0258069	0.00614148	0.11116	0.113198	0.164952	0.266093	0.383946	0.179003	0.157336	0.125812	0.437772	0.226881	0.658668	0.167725	0.617436	0.253995	0.180397	0.2230393	0.04419633	0.00260448	0.359758	0.06922	0.0141383	7.57756e-05	0.0727927	0.110368	0.0301729	0.0271093	0.00472729	0.189177	0.0398288	0.0117265	0.0603466	0.00795416	0.3502573	2	27.58361	0.06056841	0.219279	0.581982	1.04806	2.15067	0.15447	0.0977147	0.0771297	0.368021	0.128727	0.173938	0.3944536	0.8879556
