Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
214	0	-54.10504	-80.50058	26.39554	13.56071	1.065464	0.0590049	0.0837432	0.111465	0.0153163	0.0034387	0.104238	0.0157633	0.0256132	0.1355508	0.03463963	0.125469	0.0515167	0.0426102	0.0425201	0.0564215	0.00364103	0.0633602	0.00459894	0.0883416	0.235691	0.0789723	0.0383221	0.0195795	0.0976178	0.051338	0.01669462	13.56071	0.149828	0.495581	1.01005	2.34454	0.0522031	0.298971	0.000671197	0.0924614	0.518893	0.0368	0.05133425	0.3252141
215	0	-49.55679	-79.33597	29.77918	4.487727	1.624219	0.0639191	0.0542181	0.117544	0.0149348	0.080658	0.0603798	0.0352804	0.0132312	0.07836009	0.139656	0.13626	0.0414214	0.40597	0.0106935	0.0593407	0.0249844	0.0233064	0.000227114	0.0237437	0.0329741	0.0409915	0.0144715	0.00735204	0.16025	0.0180129	0.03544502	4.487727	0.24389	0.608007	1.05695	2.09115	0.0287018	0.31718	0.0368859	0.117377	0.466724	0.0331307	0.175101	0.2024262
216	0	-49.32113	-81.87696	32.55583	9.761854	1.141967	0.0268787	0.0474675	0.0554689	0.0205658	0.0193633	0.0148078	0.0589939	0.00905707	0.0182042	0.1355646	0.0332372	0.00158732	0.0381953	0.212946	0.0130658	0.0206784	0.0544182	0.0115995	0.019246	0.0277056	0.303614	0.00452253	0.047987	0.119347	0.0918497	0.008102507	9.761854	0.164379	0.515627	1.02005	2.29995	0.0445814	0.443225	0.0306552	0.119736	0.320223	0.04158	0.1436671	0.05639778
217	0	-55.34602	-88.35213	33.00611	13.68814	0.4541951	0.00626272	0.00777219	0.12054	0.00515454	0.0112889	0.0554559	0.0179505	0.0129682	0.02797391	0.0100917	0.0133597	0.0197393	0.110514	0.00828603	0.112911	0.0861596	0.0331765	0.096559	0.144781	0.119415	0.00401436	0.0180441	0.0526451	0.148178	0.0322178	0.0001624758	13.68814	0.0252457	0.220965	0.783849	2.96994	0.0170779	0.406478	0.033139	0.114792	0.380555	0.0479576	0.01025418	0.01584484
218	0	-47.96632	-80.78406	32.81774	7.85599	2.435069	0.0148162	0.00136466	0.0494625	0.00926855	0.0538595	0.0270751	0.0165743	0.0237061	0.02154634	0.07804625	0.0615587	0.104468	0.0395102	0.228157	0.082655	0.0636724	0.0952929	0.0082873	0.11922	0.0116115	0.0311669	0.044295	0.00493443	0.0801965	0.0249735	0.1153343	7.85599	0.340213	0.69452	1.07785	1.88742	0.0181692	0.428501	0.00229133	0.0681077	0.432426	0.0505043	0.1933805	0.596411
219	0	-47.37292	-83.72943	36.35651	49.84991	1.792852	0.0237008	0.00298889	0.00961284	0.00569599	0.0153558	0.00212153	0.011394	0.0334323	0.02085131	0.005937437	0.162245	0.0325011	0.0166738	0.0194974	0.0317811	0.15806	0.0553851	0.0272373	0.0026238	0.209401	0.0225821	0.106079	0.0197218	0.130462	0.005749	0.004763738	49.84991	0.267228	0.631008	1.06382	2.03794	0.0260517	0.485624	0.0355657	0.0627248	0.361504	0.0285305	0.01070118	0.4451603
220	0	-53.72882	-82.12206	28.39324	6.818875	1.046471	0.0181274	0.0114226	0.0589541	0.0119851	0.0162848	0.0987569	0.121974	0.0157574	0.07458447	0.1742295	0.0642829	0.164515	0.111186	0.010956	0.00315424	0.0457756	0.0731994	0.0514095	0.10022	0.0166047	0.0218186	0.141691	0.0224595	0.136957	0.0357717	0.07545274	6.818875	0.146132	0.490288	1.00729	2.35629	0.0697863	0.431862	0.00298305	0.139648	0.292191	0.0635296	0.2496822	0.3021951
221	0	-42.50237	-81.88178	39.37941	5.915528	0.5389822	0.00754023	0.0512968	0.0212512	0.00708668	0.0278305	0.0115555	0.00360095	0.0245115	0.02235743	0.1254324	0.0818178	0.0104702	0.0639922	0.0238122	0.164772	0.00868948	0.065818	0.0132625	0.0373217	0.101408	0.0100577	0.205457	0.0215812	0.12354	0.0680002	0.05171178	5.915528	0.0408209	0.276605	0.846684	2.83589	0.0604168	0.419435	0.00677941	0.0677891	0.410139	0.0354413	0.1771442	0.2919191
222	0	-39.10973	-81.15484	42.04511	39.11728	0.2018121	0.00698243	0.0147172	0.0088762	0.012493	0.00344415	0.00177966	0.00188312	0.0150209	0.01639402	0.02027624	0.18783	0.097987	0.019201	0.0505884	0.0845406	0.037829	0.134375	0.00408825	0.0552364	0.00589554	0.0729736	0.0920591	0.00699887	0.127483	0.0229143	0.0008214964	39.11728	0.000565174	0.0348274	0.388371	3.57624	0.0199577	0.455735	0.0184477	0.14165	0.336487	0.0277225	0.02109774	0.03893765
223	0	-48.07494	-78.16988	30.09494	10.37314	0.7581319	0.0246478	0.0402989	0.0240787	0.0313853	0.0387104	0.00538486	0.0821595	0.0991375	0.06541662	0.0889574	0.0643114	0.00442106	0.126306	0.0572833	0.0645172	0.00907791	0.0668061	0.00271099	0.149714	0.00562091	0.00278461	0.160415	0.0113506	0.235505	0.039175	0.04089403	10.37314	0.086624	0.389715	0.944643	2.57902	0.0318389	0.545118	0.0130946	0.0638333	0.322168	0.0239474	0.1298514	0.3149294
224	0	-61.92489	-86.23291	24.30802	10.20081	0.9109629	0.0478743	0.055033	0.0992283	0.00979106	0.0315984	0.0868733	0.140948	0.0943426	0.04394748	0.1355175	0.159902	0.108779	0.0736781	0.0136227	0.00864873	0.0578098	0.234924	0.00891638	0.00315919	0.0495639	0.0923366	0.0350539	0.0853639	0.0561027	0.0121394	0.05646503	10.20081	0.118864	0.448251	0.983524	2.44936	0.0513785	0.41863	0.00634722	0.0869667	0.336226	0.100451	0.1919825	0.2941155
225	0	-59.2456	-82.01949	22.7739	3.16085	0.2215468	0.127561	0.0453468	0.0303997	0.185681	0.106228	0.245592	0.440297	0.00511669	0.1574139	0.135399	0.0783909	0.102025	0.00680552	0.0885701	0.0699586	0.0216475	0.256606	0.000555902	0.127578	0.0214702	0.0176925	0.13366	0.000635911	0.0700738	0.00432952	0.09905731	3.16085	0.00103948	0.0470568	0.437528	3.51438	0.0624495	0.524454	0.00400509	0.0907966	0.290497	0.0277971	0.2344563	0.422498
226	0	-43.03727	-79.23436	36.19709	17.85531	0.2923428	0.0109021	0.00225074	0.0413944	0.0032635	0.0631322	0.00659105	0.0417126	0.0146232	0.0317713	0.05689184	0.0517009	0.0131149	0.0867097	0.0157867	0.190899	0.0551962	0.0785177	0.00478477	0.029353	0.183137	0.149523	0.0780513	0.00249372	0.0542865	0.00644584	0.0008858228	17.85531	0.00469477	0.098553	0.582716	3.31404	0.0466342	0.46612	0.00397839	0.0983732	0.309198	0.0756962	0.05777766	0.01533158
227	0	-57.06091	-78.96505	21.90415	9.398278	4.485343	0.027478	0.00341991	0.100481	0.0104646	0.340417	0.0079986	0.131391	0.0605886	0.1388642	0.05973276	0.128104	0.010822	0.171202	0.0505588	0.048798	0.0470476	0.0728352	0.0101092	0.0773664	0.100418	0.000995985	0.0603895	0.0105266	0.178811	0.032016	0.05612584	9.398278	0.479188	0.790481	1.08406	1.64627	0.04162	0.322375	0.00714517	0.13599	0.452635	0.0402349	0.1158586	0.484434
228	0	-51.14111	-85.05576	33.91465	12.4517	4.699285	0.0292245	0.0285141	0.00657701	0.00935314	0.0241585	0.0242025	0.0253191	0.0237303	0.02763658	0.04584413	0.0589477	0.111395	0.0408182	0.0944994	0.0928137	0.157096	0.157505	0.0217038	0.0518422	0.0124723	0.0761307	0.0636014	0.00570197	0.0385962	0.0168765	0.02001957	12.4517	0.489087	0.796379	1.08378	1.63075	0.0403688	0.428302	0.00193647	0.0750725	0.432665	0.0216553	0.0658637	0.3039545
229	0	-53.6226	-81.90393	28.28134	12.42193	1.821295	0.001069	0.105195	0.141786	0.0249508	0.0815745	0.00843929	0.028691	0.00793376	0.04192828	0.00230409	0.115075	0.13914	0.01806	0.13779	0.0102126	0.0133642	0.103288	0.00681772	0.1243	0.0110402	0.0714701	0.0166264	0.060702	0.144577	0.027537	0.06026728	12.42193	0.270967	0.634557	1.0648	2.02968	0.047549	0.375075	0.0306628	0.0842064	0.389647	0.0728602	0.06257137	0.9631766
230	0	-53.58474	-87.61576	34.03102	79.66063	0.2277272	0.0137519	0.00659226	0.0182471	0.00368228	0.0562089	0.0227502	0.00185034	0.0182584	0.02611019	0.003507319	0.219986	0.0338806	0.0641571	0.0505623	0.0415058	0.0283221	0.0274471	0.0113356	0.125187	0.125987	0.01743	0.00271441	0.0369846	0.154848	0.0596536	0.01538251	79.66063	0.00123094	0.0511456	0.452106	3.49552	0.0461138	0.347951	0.0486781	0.127687	0.391737	0.037833	0.01888982	0.8143276
231	0	-55.23651	-83.32498	28.08846	2.829632	2.22268	0.032317	0.124821	0.119259	0.125014	0.111506	0.0216446	0.082252	0.0180229	0.09115357	0.1823537	0.22339	0.000173105	0.00176028	0.277211	0.00240436	0.00509996	0.106196	0.0196989	0.105814	0.0185768	0.00646188	0.0794025	0.0164732	0.0250144	0.112324	0.01417126	2.829632	0.318482	0.67678	1.07468	1.93006	0.0329307	0.562985	0.00758848	0.125821	0.246214	0.0244612	0.1965249	0.07210924
232	0	-51.78956	-80.10565	28.31609	113.8196	0.3871931	0.0227743	0.0023631	0.0238481	0.0272874	0.0701242	1.21508e-05	0.0294442	0.0190389	0.02868174	-0.01481074	0.0625772	0.119254	0.0899818	0.00746144	0.0152711	0.122175	0.0865793	0.0117729	0.027758	0.0658029	0.0104007	0.125545	0.0172102	0.226688	0.0115223	0.02587494	113.8196	0.014911	0.172126	0.717042	3.09592	0.0653333	0.44589	0.00066269	0.11678	0.309771	0.061563	0.0110642	2.338618
233	0	-64.40993	-83.64332	19.23339	12.60637	0.8315312	0.0381786	0.213528	0.117286	0.0261976	0.19733	0.0947047	0.104952	0.0200214	0.1798446	0.02507112	0.202733	0.0107252	0.00569056	0.0322403	0.0196306	0.0209279	0.152745	0.0742731	0.0326293	0.0831676	0.0100152	0.0018601	0.00210095	0.187551	0.16371	0.1976669	12.60637	0.102248	0.419526	0.965323	2.5129	0.109764	0.306249	0.0146087	0.138791	0.357357	0.0732297	0.222738	0.8874412
234	0	-53.75816	-84.27604	30.51788	11.17902	0.3954211	0.0878604	0.0141357	0.0142574	0.116065	0.036385	0.0216443	0.108097	0.00953162	0.06259739	0.05680581	0.0934314	0.0749825	0.0253175	0.0427406	0.0353622	0.126282	0.0532263	0.0047113	0.0392007	0.335761	0.0350211	0.00311401	0.0123052	0.0811647	0.03738	0.01864415	11.17902	0.0160594	0.178327	0.726278	3.07934	0.0414028	0.388067	0.0215261	0.116806	0.321075	0.111123	0.07544996	0.2471061
235	0	-49.44501	-81.204	31.75899	14.54967	0.6119389	0.0205848	0.0405956	0.0273188	0.0230361	0.0795706	0.0359465	0.0575451	0.0373142	0.03993761	0.1359278	0.232769	0.0590654	0.0736715	0.0656689	0.0576599	0.0231922	0.172365	0.00701262	0.0584452	0.0037968	0.0281538	0.00459096	0.00343252	0.20077	0.00940606	0.001101604	14.54967	0.0555794	0.318844	0.88729	2.73829	0.0167412	0.438181	0.00936989	0.0453163	0.387026	0.103366	0.1370294	0.00803918
236	0	-54.97465	-80.86923	25.89459	2.022611	2.54658	0.000256452	0.0516151	0.107886	0.139213	0.23604	0.232327	0.0244257	0.0323408	0.120022	0.1367108	0.227107	0.0900936	0.00779379	0.0664876	0.0216175	0.0222781	0.0595191	0.00482955	0.10104	0.0131268	0.0938282	0.0475602	0.00776729	0.221647	0.0153038	0.0005286068	2.022611	0.350829	0.702869	1.07914	1.86716	0.0563582	0.343822	0.00215102	0.0906027	0.458822	0.0482449	0.1372394	0.003851713
237	0	-53.30226	-82.68399	29.38173	14.85296	2.416554	0.0790597	0.00974974	0.0340846	0.0875952	0.0625275	0.046561	0.0346536	0.0355914	0.03694358	0.09889524	0.037433	0.0116819	0.298719	0.0246537	0.0892191	0.0125484	0.0303724	0.0160093	0.014777	0.0222745	0.00375056	0.0224913	0.0599812	0.300458	0.0556297	0.002179668	14.85296	0.3384	0.693073	1.07761	1.89091	0.0251031	0.496018	0.0286497	0.0934581	0.326096	0.0306753	0.1010749	0.02156488
238	0	-46.39981	-82.30324	35.90343	7.623344	1.217554	0.00457015	0.0320764	0.0214843	0.0462876	0.0165253	0.00952482	0.0635149	0.0123102	0.04377785	0.1013841	0.0411235	0.0850089	0.00880465	0.0821647	0.143422	0.0323913	0.19466	0.00110799	0.0127027	0.197801	0.0107132	0.0861517	0.0056646	0.0958945	0.00238897	0.01027559	7.623344	0.17822	0.533626	1.02841	2.25974	0.0151923	0.388706	0.0251949	0.0843305	0.364781	0.121795	0.1116597	0.09202595
239	0	-51.78795	-83.54663	31.75868	9.202593	1.965263	0.0337013	0.00278382	0.0985509	0.0248042	0.125246	0.0121906	0.0131465	0.00983005	0.0438261	0.06547395	0.136199	0.119768	0.03912	0.0236286	0.0375253	0.0141087	0.162759	0.0107259	0.0216102	0.0895069	0.0591058	0.0128331	0.0698912	0.101713	0.101506	0.01755754	9.202593	0.289093	0.651268	1.0691	1.99054	0.0640736	0.52077	0.0124163	0.0617623	0.291836	0.0491413	0.08303149	0.2114564
240	0	-36.56696	-79.71738	43.15042	93.47884	1.817131	0.0047713	0.00803197	0.000382559	0.00247073	0.00184779	0.00026315	0.00336705	0.000608569	0.001408173	-0.0001307505	0.157398	0.156632	0.0460481	0.0381032	0.00951434	0.0734192	0.0992849	0.000872182	0.0368817	0.0190181	0.0958377	0.0398184	0.0307931	0.192939	0.00343909	0.01814491	93.47884	0.270423	0.634043	1.06466	2.03087	0.012058	0.34708	0.0113167	0.0434859	0.535561	0.0504981	0.01801416	1.007258
241	0	-74.49745	-86.49061	11.99316	3.145237	2.16506	0.0592369	0.191811	0.432148	0.163901	0.149067	0.635741	0.574529	0.16505	0.2331436	0.1876608	0.188861	0.0285601	0.0116328	0.0139598	0.0239647	0.0147774	0.298674	0.0466269	0.0171855	0.0287963	0.0993058	0.0724331	0.0551072	0.0900183	0.0100969	0.181691	3.145237	0.312213	0.671491	1.07362	1.94268	0.0700106	0.5062	0.00406146	0.116256	0.247782	0.0556903	0.3693518	0.4919186
242	0	-45.37829	-87.53838	42.1601	140.6416	0.9991859	0.00278221	0.0101717	0.00708232	0.00762084	0.0122633	0.00374536	0.00250082	0.00199685	0.00526742	0.005748894	0.0482822	0.0520243	0.0846088	0.0379487	0.067158	0.0176644	0.0483303	0.0115721	0.0297881	0.06469	0.0337998	0.341145	0.0541996	0.0811776	0.0276107	0.001943683	140.6416	0.136791	0.476507	0.999865	2.38684	0.00829719	0.596464	0.026349	0.152893	0.18026	0.0357363	0.007692577	0.2526699
243	0	-56.95218	-81.76423	24.81205	3.93977	2.15567	0.033365	0.0167594	0.0540569	0.0173273	0.0828436	0.0812466	0.217134	0.114827	0.096089	0.3419551	0.118924	0.00841674	0.0349456	0.0111177	0.0339754	0.0777282	0.186173	0.00694834	0.00418331	0.105665	0.183934	0.02647	0.00688699	0.117137	0.0774942	0.002444903	3.93977	0.311175	0.670608	1.07344	1.94478	0.033807	0.320526	0.0068483	0.117066	0.410107	0.111646	0.3444001	0.007099019
244	0	-50.82097	-80.41239	29.59142	31.22615	0.6987403	0.0189254	0.00777444	0.0707562	0.0848408	0.098254	0.0525201	0.0144303	0.00784484	0.05442676	0.02370466	0.0222899	0.213559	0.0910441	0.0536668	0.0302784	0.108319	0.105418	0.00256687	0.00375868	0.00671503	0.0467705	0.0393656	0.0233407	0.250191	0.00271576	0.01489318	31.22615	0.0739192	0.362935	0.924401	2.63874	0.0282128	0.509445	0.00406935	0.0829052	0.33037	0.0449973	0.03859784	0.3858553
245	0	-50.62655	-84.21733	33.59078	17.79322	1.06184	0.039212	0.084562	0.00852497	0.00266936	0.0235527	7.17987e-06	0.0140042	0.0270223	0.0374994	0.03530322	0.158035	0.0356114	0.125038	0.0849031	0.00878387	0.046124	0.0333928	0.00390772	0.110249	0.138095	0.0450722	8.08209e-05	0.0224504	0.170426	0.0178306	0.03514163	17.79322	0.149125	0.494581	1.00954	2.34676	0.0506354	0.387714	0.0217444	0.167584	0.347923	0.0243984	0.07044485	0.4988531
246	0	-47.11548	-83.54493	36.42945	17.33711	0.4278822	0.00515794	0.0139527	0.0525373	0.00185075	0.0410138	0.00835376	0.00157065	0.0481542	0.02337939	0.02682684	0.00461285	0.0229067	0.0968665	0.195755	0.113736	0.0259343	0.222121	0.0145501	0.0194712	0.0317361	0.098532	0.0114305	0.000254195	0.132568	0.00952586	0.04096109	17.33711	0.0209338	0.20226	0.759772	3.01703	0.0332013	0.3971	0.00140257	0.159601	0.349731	0.0589637	0.06778793	0.6042535
247	0	-42.2065	-81.96989	39.76339	20.4614	1.065748	0.00314128	0.00891552	0.0059995	0.00248747	0.0261419	0.0348123	0.00234666	0.0054396	0.01590775	0.09051933	0.132721	0.00144511	0.233564	0.0376577	0.052447	0.011734	0.0336256	0.00164311	0.0853803	0.054701	0.0706865	0.058943	0.0681268	0.143272	0.0140521	0.001923033	20.4614	0.149883	0.495659	1.01009	2.34436	0.0157103	0.56306	0.0262182	0.078367	0.252159	0.0644853	0.09244237	0.0208025
248	0	-49.17392	-78.62853	29.45462	6.331095	0.7355078	0.0367906	0.168687	0.00615133	0.0920922	0.0230967	0.0285723	0.0749085	0.0880377	0.0798129	0.1039376	0.028388	0.0800943	0.0597914	0.086518	0.219571	0.0976307	0.0452114	0.000551784	0.0704507	0.00593996	0.0170994	0.0577712	0.00441769	0.221193	0.00537209	0.03029376	6.331095	0.0817831	0.379813	0.937348	2.60106	0.0449561	0.411549	0.0217762	0.147884	0.331803	0.0420324	0.1342314	0.2256831
249	0	-68.96625	-88.02693	19.06068	2.487486	0.5816229	0.239602	0.0215797	0.125956	0.0998556	0.611064	0.117386	0.414718	0.207874	0.2161467	0.05651843	0.172095	0.00782903	0.0751758	0.0116634	0.0539665	0.0494894	0.0607104	0.0584365	0.0573195	0.0121945	0.0425385	0.201313	0.0526364	0.0969508	0.0476815	0.07691972	2.487486	0.0493412	0.301902	0.871646	2.77711	0.0836799	0.399885	0.0260829	0.151696	0.287137	0.0515194	0.1334381	0.5764448
250	0	-47.17896	-79.11222	31.93326	6.684534	1.344544	0.0335282	0.00420434	0.0135847	0.0744264	0.188896	0.0167835	0.00521858	0.039342	0.06474845	0.09744701	0.125097	0.0179626	0.063554	0.262034	0.0734554	0.036142	0.0510023	0.00178368	0.0937477	0.0371254	0.105715	0.0160922	0.0134905	0.096302	0.00649666	0.003204508	6.684534	0.200278	0.560455	1.03982	2.19945	0.0171621	0.489242	0.00775432	0.078348	0.360581	0.0469122	0.1006515	0.03183765
251	0	-56.51927	-85.1315	28.61223	5.768124	1.590812	0.0907961	0.022451	0.0448628	0.047826	0.0566043	0.00181575	0.111043	0.0398839	0.100527	0.05260937	0.0162749	0.0780321	0.0391839	0.0514548	0.0454582	0.0345489	0.0402527	0.00431296	0.0645463	0.0319316	0.219699	0.258189	0.0378347	0.0254005	0.0528801	0.071143	5.768124	0.239016	0.603006	1.05534	2.10264	0.0244288	0.530427	0.0104987	0.163531	0.222731	0.0483827	0.1237524	0.5748819
252	0	-42.4588	-82.82096	40.36216	19.9238	1.260868	0.00302607	0.00201697	0.0410698	0.00127786	0.0190419	0.00137145	0.0158617	0.00723886	0.008483318	0.02281232	0.0406518	0.0562112	0.115152	0.000531592	0.00523834	0.122347	0.132835	0.0249466	0.0682714	0.120863	0.194882	0.0257226	0.00638836	0.0792105	0.00674941	0.007845239	19.9238	0.18591	0.543224	1.03264	2.23823	0.045131	0.393538	0.000427593	0.120481	0.39751	0.0429136	0.03065756	0.255899
253	0	-70.70247	-89.2168	18.51434	153.4661	0.1614402	0.0347251	0.0192551	0.0650672	0.0146247	0.251315	0.0842538	0.00561476	0.0629885	0.06772774	0.006946165	0.0290206	0.0172297	0.00910472	0.0730072	0.155688	0.092989	0.0329622	3.75136e-05	0.0689449	0.245939	0.00804078	0.100116	0.0470829	0.11202	0.00781805	0.01908043	153.4661	0.000102002	0.0148955	0.276	3.709	0.0157701	0.418757	0.0303455	0.0664167	0.434689	0.0340223	0.02602659	0.7331127
254	0	-61.00232	-83.98097	22.97864	2.508727	0.219686	0.0928218	0.261045	0.565624	0.0587518	0.099543	0.0665525	0.145357	0.0176588	0.1373808	0.3043837	0.0500116	0.0538089	0.0753048	0.208668	0.060477	0.00103543	0.0201619	0.0140425	0.0411832	0.00405723	0.103224	0.0500038	0.0258155	0.28828	0.00392597	0.05098595	2.508727	0.000986048	0.045848	0.433063	3.5201	0.0247682	0.328375	0.0196036	0.187003	0.36774	0.0725104	0.3553696	0.143473
255	0	-51.95307	-81.73376	29.78069	310.0742	1.073114	0.00155551	0.0403692	0.0164825	0.0279216	0.0247293	0.0102541	0.00585258	0.00508189	0.03101773	0.005067901	0.299832	0.0396793	0.022521	0.0695554	0.00433937	0.0773999	0.0401273	0.00165689	0.0630046	0.1052	0.0618489	0.0294874	0.023391	0.121647	0.0403097	0.007053413	310.0742	0.151307	0.497676	1.01113	2.33988	0.00638196	0.36269	0.00476632	0.106498	0.46057	0.0590936	0.01212131	0.5819017
256	0	-54.5872	-86.74399	32.15678	8.530859	1.218845	0.110563	0.0769468	0.0202287	0.0189139	0.0152855	0.0645515	0.01558	0.000559062	0.0454502	0.08134364	0.0556753	0.0362743	0.028521	0.0684202	0.0465893	0.127287	0.0949801	0.091039	0.0445127	0.0378256	0.104464	0.0506263	0.00145847	0.123409	0.0889185	0.03867723	8.530859	0.178451	0.533919	1.02854	2.25909	0.0236718	0.334829	0.0298319	0.164143	0.341534	0.10599	0.1200209	0.3222542
257	0	-52.92861	-80.56971	27.6411	5.326692	1.635267	0.0110091	0.0945451	0.0752778	0.0371339	0.188306	0.109117	0.0935672	0.066888	0.07985454	0.1026374	0.0579261	0.101762	0.11351	0.0208494	0.027377	0.068541	0.0468825	0.0274337	0.104692	0.108511	0.173519	0.0212087	0.0266112	0.0861825	0.0149945	0.01288121	5.326692	0.245482	0.609625	1.05747	2.08742	0.0612706	0.47089	0.000355572	0.131651	0.303384	0.0324482	0.1155186	0.1115076
258	0	-45.62414	-79.35446	33.73032	23.92126	0.389057	0.0231831	0.00128123	0.00848303	0.0272332	0.0503381	0.013602	0.045302	0.0181709	0.0433724	0.02489705	0.144465	0.124901	0.000179534	0.0147877	0.106427	0.0456918	0.0751934	0.00141961	0.103711	0.00297105	0.0623227	0.00898163	0.0465591	0.216128	0.0462627	0.03357285	23.92126	0.0151679	0.173535	0.719162	3.09213	0.0263465	0.380619	0.00224623	0.137755	0.386758	0.0662749	0.0584699	0.5741903
259	0	-58.98557	-86.61453	27.62895	14.91542	0.8945776	0.0600828	0.000484024	0.00531394	0.03025	0.0182142	0.0504469	0.0625313	0.0170081	0.02711353	0.09716367	0.039597	0.0853937	0.0351914	0.0343444	0.0489092	0.102313	0.0634201	0.0122225	0.0220328	0.139002	0.0396869	0.0318107	0.109816	0.182455	0.0538059	0.1624608	14.91542	0.115469	0.442598	0.980072	2.46186	0.150922	0.32109	0.00161748	0.108505	0.349204	0.068662	0.2596245	0.6257531
260	0	-60.9976	-85.06206	24.06446	7.822905	1.794615	0.0854752	0.037795	0.00980861	0.0165572	0.0185617	0.0546152	0.342002	0.183021	0.1137105	0.05241289	0.0997088	0.0188291	0.0410986	0.0800403	0.147969	0.0392289	0.0826931	0.00223118	0.0402659	0.0344689	0.0440669	0.148766	0.041017	0.0881962	0.0914201	0.03590031	7.822905	0.267461	0.631231	1.06388	2.03742	0.0406376	0.423186	0.0726773	0.138251	0.274407	0.050841	0.0883132	0.4065113
261	0	-45.46129	-83.01452	37.55323	8.837676	1.238831	0.0206403	0.0187151	0.000856575	0.0146564	0.0812385	0.027053	0.00220812	0.00148919	0.03308644	0.08268059	0.0523452	0.0282383	0.171479	0.0640741	0.00318813	0.0276147	0.141888	0.0231531	0.0796278	0.0739427	0.0610819	0.141929	0.0113524	0.0986317	0.0214536	0.01758945	8.837676	0.182019	0.538402	1.03053	2.24904	0.0643989	0.521294	0.020178	0.0889856	0.259128	0.0460164	0.10027	0.1754208
262	0	-59.3213	-86.9085	27.5872	11.05431	3.369136	0.0855226	0.00314321	0.026252	0.118439	0.0655953	0.00178476	0.0919858	0.0312601	0.04493798	0.01756833	0.00840044	0.0844257	0.0186738	0.276477	0.0820415	0.00168594	0.0617993	0.0076786	0.0207555	0.101262	0.0680785	0.170305	0.0275095	0.0448794	0.0260283	0.04100463	11.05431	0.415946	0.750114	1.08382	1.75012	0.0692659	0.578797	0.0134164	0.0882836	0.185129	0.0651086	0.05857295	0.7000607
263	0	-56.444	-85.71414	29.27013	5.024793	0.7621698	0.00784865	0.0645518	0.0673059	0.0569616	0.0171904	0.0127029	0.195851	0.0633705	0.06052046	-0.001484102	0.288465	0.0658144	0.0194334	0.0460359	0.105649	0.171504	0.00418448	0.00909643	0.00430016	0.064021	0.0158655	0.0173966	0.0100086	0.111688	0.066538	0.04092345	5.024793	0.0874875	0.391445	0.945895	2.57517	0.0279026	0.374961	0.00473384	0.0697097	0.436707	0.0859866	0.03943935	1.03763
264	0	-38.40595	-80.01099	41.60504	41.91043	0.4818112	0.000837195	0.00188059	0.00943994	0.000187351	0.0341707	0.0107863	0.00966758	0.00241456	0.006240971	0.0320028	0.243135	0.0831931	0.0877657	0.00741515	0.0480482	0.053828	0.0831476	0.000597815	0.134885	0.0108178	0.0154984	0.0554838	0.0530564	0.115458	0.00766959	0.006331884	41.91043	0.0300681	0.239876	0.806569	2.92349	0.0378315	0.511089	0.00220861	0.128253	0.279824	0.0407948	0.03833469	0.1651737
265	0	-56.83094	-86.74906	29.91812	8.924989	0.5058789	0.0545845	4.98873e-05	0.131338	0.0437349	0.129389	0.00453755	0.0350869	0.00289667	0.08911968	0.05904516	0.0114633	0.00217422	0.167176	0.0532381	0.0801763	0.0548594	0.0144986	0.00485042	0.0455171	0.138261	0.142457	0.169206	0.00995237	0.0708844	0.0352865	0.03092315	8.924989	0.0344825	0.255736	0.824499	2.88528	0.0804499	0.551333	0.01515	0.129278	0.195654	0.0281344	0.08996831	0.3437116
266	0	-37.12913	-81.05479	43.92566	262.9743	0.2067275	0.00716553	0.00435656	0.001934	0.000919406	0.000656548	7.58104e-05	0.00138869	0.00282621	0.003009999	0.008405539	0.0282398	0.106218	0.024996	0.0126038	0.0279538	0.0132526	0.0554596	0.00342206	0.0579921	0.056053	0.144479	0.108228	0.0309767	0.321544	0.00858151	0.006014712	262.9743	0.000665017	0.0377445	0.400987	3.5606	0.0587212	0.410056	0.00181442	0.122387	0.336128	0.0708938	0.01442025	0.4171017
267	0	-54.08394	-83.09628	29.01234	1.676018	0.8357105	0.014344	0.119145	0.143216	0.0376246	0.111607	0.00373047	0.0536556	0.193588	0.0899872	0.2448573	0.195606	0.00966735	0.0822378	0.066403	0.0229113	0.0612012	0.0950988	0.00166695	0.0474505	0.0214997	0.0303682	0.258902	0.0571164	0.0271106	0.0227599	0.05488327	1.676018	0.103132	0.421124	0.966379	2.50937	0.0716039	0.477722	0.010709	0.111095	0.28722	0.0416503	0.2997406	0.1831026
