Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-358.9062	-320.1308	-38.77537	17.33256	2.03041	0.0370951	0.00446772	0.0247252	0.15711	0.121766	0.124262	0.00611339	0.0384247	0.00133748	0.00666018	0.0110411	0.0162467	0.0326568	0.278384	0.011216	0.0282866	0.0178985	0.0436143	0.0500388	0.0499344	0.0145874	0.132362	0.00323594	0.186253	0.0260897	0.0461326	0.0859122	0.0639986	0.0558206	0.0186709	0.0033198	0.00591794	0.00815102	0.0530395	0.0649178	0.039612	0.0503807	0.0459587	0.00134889	0.152996	0.0303025	0.0324601	0.121627	0.0931569	0.05532131	0.08132945	0.0577044	0.0121908	0.0773211	0.025037	0.0395796	0.014336	0.0626927	0.0612992	0.0222171	0.403788	0.0909476	0.0338393	0.0305219	0.0427106	0.0258147	0.3028928	7	63.05665	0.05550905	0.296878	0.658209	1.07073	1.97418	0.139074	0.267321	0.143723	0.130567	0.150466	0.168849	0.3842222	0.788327
1	0	-351.504	-316.099	-35.40502	17.67962	3.45494	0.0183609	0.00671856	0.0199692	0.0916021	0.00442015	0.0377246	0.00360695	0.0158056	0.00767504	0.0106567	0.0301786	0.0763914	0.0376013	0.0358779	0.0782951	0.0033269	0.0263472	0.0349545	0.0650321	0.0671883	0.0597791	0.0602103	0.0134713	0.0139397	0.223891	0.0269126	0.0499164	0.15026	0.0666343	0.00965746	0.115445	0.00484033	0.0783304	0.0193	0.00183434	0.0640863	0.024477	0.0485502	0.0707034	0.0121135	0.126529	0.0351815	0.0525656	0.0114399	0.05263302	0.01620502	0.104009	0.0743031	0.0954772	0.044518	0.000146348	0.0421469	0.137177	0.0300076	0.039758	0.0114316	0.0680436	0.028779	0.0922516	0.230044	0.00190784	0.235152	3	51.25646	0.04341356	0.421658	0.753965	1.084	1.74038	0.203848	0.289304	0.12324	0.109161	0.127909	0.146539	0.251357	0.9355298
2	0	-376.173	-319.5077	-56.66522	15.12345	3.000344	0.0262312	0.0222496	0.0479516	0.150831	0.106995	0.276055	0.387352	0.104496	0.00283555	0.00758729	0.0668359	0.133519	0.0789087	0.0183214	0.0659291	0.00176007	0.180174	0.0302091	0.142496	0.00325314	0.339629	0.19767	0.0123773	0.127808	0.0201468	0.0563118	0.00141821	0.0664759	0.090731	0.145343	0.00409399	0.0593484	0.0581807	0.0636847	0.341546	0.0674707	0.00933537	0.161087	0.0561215	0.0153525	0.0613094	0.00112544	0.119448	0.0302984	0.1051544	0.05986832	0.169975	0.0024049	0.0437392	0.00287992	0.0070664	0.00733416	0.120624	0.0915039	0.00741303	0.135534	0.0352945	0.0217776	0.0959672	0.159133	0.0993535	0.2743781	5	57.78992	0.03926603	0.389289	0.731547	1.08252	1.79665	0.216628	0.23912	0.19188	0.0945936	0.143383	0.114396	0.3342464	0.8208857
3	0	-350.0266	-327.6923	-22.33432	18.88933	2.415106	0.0418057	0.00489213	0.0688221	0.0906226	0.0310462	0.113381	0.109653	0.0420737	0.00114176	0.0124883	0.0443374	0.0436703	0.00818029	0.0134399	0.0256926	0.0103606	0.0190383	0.0258061	0.0601367	0.0122607	0.00752105	0.0307269	0.0110441	0.00589351	0.00146853	0.115783	0.013027	0.0903997	0.0138092	0.0065996	0.0649692	0.152376	0.0405576	0.0274395	0.00152541	0.00740744	0.00151059	0.0234131	0.0220851	0.0237088	0.0159069	0.0490705	0.00955131	0.00168517	0.03724461	0.09189369	0.0910409	0.0266705	0.110853	0.0446055	0.03583	0.0604974	0.0311774	0.219592	0.00351134	0.0380406	0.0637355	0.00268282	0.0190069	0.120215	0.132542	0.2938013	6	50.41915	0.07385086	0.338257	0.69296	1.0776	1.89119	0.165253	0.296009	0.15691	0.112735	0.124419	0.144673	0.385695	0.7617452
4	0	-389.5641	-322.7395	-66.82462	10.60483	2.909806	0.260968	0.104484	0.0369028	0.00836893	0.0321382	0.0502337	0.61534	0.0210296	0.0199456	0.000170187	0.15621	0.052088	0.0343334	0.197816	0.288759	0.0562932	0.0155898	0.00193888	0.0324082	0.013263	0.12876	0.0860637	0.206998	0.28309	0.125332	0.0340402	0.0960007	0.000560344	0.147971	0.230426	0.00533241	0.00740334	0.134775	0.119043	0.0224094	0.160158	0.0868362	0.289943	0.00943121	0.104081	0.0297793	0.059182	0.00753887	0.385774	0.1124877	0.09990847	0.0414607	0.0505696	0.0273301	0.00596317	0.0290143	0.0336754	0.0517213	0.026161	0.0511529	0.138246	0.21977	0.0558577	0.00850366	0.114437	0.146138	0.2985432	9	59.12125	0.06770787	0.382162	0.726409	1.08203	1.8094	0.186225	0.331583	0.116433	0.0820881	0.144698	0.138972	0.3984516	0.7492582
5	0	-364.473	-317.3782	-47.09474	13.84829	1.28444	0.188459	0.0041936	0.0438723	0.10714	0.095152	0.0414983	0.135139	0.0965637	0.0135681	0.036092	0.0931774	0.0357744	0.0156189	0.0395062	0.00227527	0.00795048	0.0178034	0.0941302	0.169799	0.00545126	0.128104	0.121788	0.00937921	0.0501922	0.0750181	0.0106476	0.119642	0.0172417	0.0386512	0.10374	0.302696	0.0421523	0.114577	0.026637	0.202462	0.130259	0.0477409	0.0426445	0.0886113	0.0163464	0.0217887	0.00857907	0.0162751	0.0568799	0.09264931	-0.001193677	0.122844	0.0581237	0.0045194	0.0167156	0.0389893	0.00555781	0.0580047	0.0652294	0.0209405	0.197632	0.0681533	0.0714271	0.0227188	0.214589	0.0345561	0.330259	3	52.76218	0.05941788	0.190023	0.548246	1.03478	2.22695	0.17059	0.258167	0.196848	0.115343	0.10969	0.149362	0.3290653	1.003627
6	0	-331.351	-319.0662	-12.28479	18.17559	2.081621	0.0168771	0.0133019	0.0603165	0.0964084	0.00792635	0.00242945	0.0422193	0.00743962	0.00449308	0.0342053	0.00576168	0.00204557	0.0163112	0.0633916	0.000369588	0.0544668	0.0285117	0.012399	0.11837	0.0251009	0.0635268	0.0695742	0.034177	0.0188637	0.0386351	0.0477237	0.198947	0.0160965	0.014095	0.0380642	0.0966475	0.0120597	0.0123495	0.0235933	0.00913243	0.00993629	0.00837301	0.0389441	0.039192	0.0285318	0.00167802	0.0383713	0.0105147	0.00179273	0.03697049	0.1273536	0.13351	0.038062	0.0424906	0.058653	0.0137816	0.0120322	0.0046551	0.129726	0.0232639	0.0987893	0.043345	0.00331956	0.126421	0.120738	0.151212	0.239175	5	51.8782	0.06463184	0.302827	0.663422	1.0719	1.96185	0.10987	0.327939	0.16806	0.120269	0.119344	0.154518	0.3665286	0.6525411
7	0	-360.486	-318.171	-42.31499	20.31155	2.138344	0.0047726	0.0786769	0.0764469	0.0266377	0.0265129	0.108307	0.126784	0.0247156	0.0153827	0.0230194	0.000323912	0.0211082	0.0888339	0.0258997	0.0203139	0.109162	0.0448424	0.0868251	0.00353748	0.234502	3.52904e-05	0.0754208	0.032482	0.0534233	0.0132358	0.0103014	0.0169793	0.144522	0.132887	0.0247076	0.0699172	0.0488045	0.0565172	0.0551946	0.0299787	0.000145691	0.00719027	0.000678255	0.0025351	0.00358284	0.0182176	0.0872935	0.00297576	0.084484	0.04553843	0.1080492	0.0505152	0.0318545	0.135851	0.0103308	0.0313238	0.0924569	0.0345001	0.0656814	0.0347033	0.112223	0.0381865	0.138321	0.0905906	0.116397	0.0170655	0.273849	6	65.72612	0.04988625	0.309248	0.668962	1.07309	1.94869	0.214466	0.357573	0.12442	0.107124	0.104103	0.0923142	0.3818982	0.7170733
8	0	-355.1322	-319.5801	-35.55207	17.37273	2.076309	0.0328254	0.0228807	0.0417507	0.00254285	0.00231415	0.0180893	0.0858233	0.0174904	0.0286705	0.18012	0.0685699	0.0595024	0.165851	0.00740008	0.0267025	0.123242	0.0122667	0.0361252	0.0694251	0.0487463	0.114365	0.0360261	0.0430937	0.0708705	0.0105416	0.0173091	0.0103235	0.0820129	0.0249733	0.046217	0.13315	0.0504188	0.0396173	0.00910018	0.0539669	0.0175504	0.00996289	0.0536465	0.0945378	0.0312159	0.02389	0.0778724	0.0356021	0.0831191	0.07181282	0.01266525	0.0359347	0.0625948	0.0592057	0.0473005	0.0160749	0.00117738	0.0863927	0.0260504	0.011795	0.251373	0.135416	0.0129708	0.0775372	0.0836603	0.0925158	0.2939545	5	51.78544	0.06994646	0.302217	0.66289	1.07179	1.96311	0.185114	0.366256	0.0993707	0.117877	0.0874426	0.143941	0.3066197	0.958694
9	0	-355.9704	-319.4338	-36.53657	10.12252	1.312683	0.0179	0.00333218	0.0260409	0.0218508	0.0210121	0.171757	0.284034	0.00871565	0.00713721	0.00735884	0.00761506	0.0272389	0.0538474	0.0655331	0.0361788	0.00220764	0.00912348	0.0860204	0.110469	0.103375	0.0674144	0.0878292	0.0176795	0.0327029	0.0708895	0.0263897	0.222355	0.0328755	0.00590772	0.0237768	0.116642	0.159535	0.106166	0.00192912	0.0224281	0.0487713	0.200163	0.0488086	0.0768275	0.117228	0.00298197	0.00274875	0.0455753	0.0164296	0.05344372	-0.05622789	0.0927761	0.0153856	0.147007	0.0134242	0.0126766	0.0749489	0.0255306	0.0322644	0.0270223	0.00218066	0.140956	0.0167	0.116009	0.137094	0.146025	0.4336587	5	50.24093	0.08981868	0.194883	0.554086	1.03723	2.21381	0.178678	0.367547	0.096833	0.0881954	0.126742	0.142005	0.3774308	1.148975
