Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
10	0	-121.6703	-124.3854	2.715108	5.386158	0.3464901	0.0507874	0.16981	0.126131	0.0919829	0.0671516	0.190564	0.00756475	0.379977	0.0753564	0.043568	0.1230884	-0.005012871	0.0445234	0.0694914	0.137759	0.0242087	0.110641	0.0418819	0.188866	0.0641725	0.137913	0.0954046	0.0179167	0.000438961	0.000898954	0.0183907	0.0474922	0.2271266	0	5.505952	0.08817406	0.00981096	0.140824	0.666223	3.18314	0.0822909	0.327901	0.0429316	0.420454	0.0425221	0.0839007	0.2221137	1.022569
11	0	-135.6039	-122.3323	-13.27161	8.902291	0.6304597	0.0689954	0.217943	0.3035	0.824541	0.49801	0.104866	0.301234	0.143229	0.0160545	0.0211264	0.2984309	0.03469769	0.0149223	0.0556111	0.0738407	0.0725999	0.0285194	0.0871257	0.0176022	0.286588	0.0673974	0.0169355	0.029588	0.0152187	0.000933362	0.10428	0.128838	0.1218141	0	16.4763	0.1443885	0.059445	0.328786	0.896097	2.71567	0.118755	0.148334	0.062796	0.532175	0.0245765	0.113364	0.1565117	0.7783062
12	0	-120.917	-119.2544	-1.662518	5.686471	0.5814179	0.473095	0.472726	0.0102462	0.016639	0.229821	0.0394804	0.062704	0.092169	0.373086	0.235992	0.151406	-0.1554642	0.07231	0.088384	0.0611746	0.00161909	0.234884	0.011829	0.0893679	0.106509	0.0618443	0.147653	0.0343588	0.061673	0.00450221	0.0135712	0.0103197	0.3811974	0	6.467291	0.3841328	0.0492995	0.301784	0.871534	2.77738	0.0415187	0.192002	0.0467877	0.621699	0.0428681	0.0551247	0.2257332	1.688708
13	0	-128.6224	-120.0777	-8.544702	4.079658	3.660593	0.0526946	0.166976	0.0729989	0.176991	0.0796376	0.0056381	1.60441	0.311988	0.204064	0.246944	0.3745633	-0.2711755	0.120453	0.0393245	0.100598	0.0250557	0.00111252	0.183051	0.0315192	0.0351168	0.013184	0.0260087	0.277154	0.0678601	0.0462729	0.0316237	0.00166595	0.6514464	0	4.552473	0.2329411	0.434686	0.762589	1.08428	1.71844	0.0410439	0.14737	0.0824362	0.580947	0.0620703	0.0861327	0.3802709	1.713111
14	0	-127.6407	-120.7914	-6.849303	5.730304	4.837458	0.159461	0.390227	0.502484	0.15957	0.199591	0.0236946	0.028674	0.241982	0.13271	0.0383198	0.1714771	0.02185394	0.00155064	0.00915057	0.0436093	0.021914	0.139884	0.0534069	0.204836	0.0994855	0.0106022	0.263773	0.00146913	0.0655445	0.0117829	0.0616961	0.0112956	0.2469634	0	9.798883	0.1095345	0.495184	0.799959	1.08357	1.62128	0.0911426	0.166109	0.0558407	0.499335	0.0959263	0.0916461	0.2688173	0.9187034
15	0	-127.5205	-123.0049	-4.515581	9.98996	1.848958	0.0401058	0.0440584	0.0096447	0.138237	0.182743	0.456904	0.0170652	0.014947	0.136342	0.170203	0.1537596	-0.07106352	0.108244	0.0549816	0.0958724	0.00823565	0.00980376	0.0703806	0.114733	0.0304132	0.0670652	0.113205	0.063934	0.127972	0.0668133	0.0682592	8.60599e-05	0.2800559	0	11.19363	0.1193122	0.274553	0.637927	1.06571	2.02181	0.0677538	0.153691	0.156079	0.515896	0.0404549	0.0661242	0.2089924	1.340029
16	0	-125.2584	-118.1962	-7.062184	4.654667	0.414868	0.529763	0.338865	0.325577	0.142599	0.566213	0.183258	0.703078	0.0376044	0.00450854	0.271524	0.3442232	-0.09940594	0.10138	0.215317	0.118972	0.00844275	0.0195269	0.133571	0.0277623	0.00114799	0.00877659	0.258801	0.00242943	0.0368933	0.0464515	0.0121222	0.00840645	0.3897319	0	5.65064	0.4413966	0.0189165	0.192773	0.746881	3.04143	0.0514473	0.155435	0.0515557	0.501914	0.0600166	0.179632	0.290326	1.342394
17	0	-127.7317	-120.4721	-7.25952	3.628586	0.5072087	0.192713	0.54252	0.583047	0.515437	0.29166	0.0743185	0.0602819	0.139543	0.568636	0.0777172	0.1977064	0.08167152	0.00545548	0.0165361	0.0787561	0.0811849	0.00238046	0.0430287	0.0552142	0.0981717	0.0615021	0.0160318	0.38252	0.0320292	0.0151548	0.0590425	0.052992	0.2670037	0	9.659896	0.3011162	0.0347315	0.256596	0.825444	2.88323	0.0943135	0.184552	0.0755766	0.503243	0.0911755	0.0511395	0.3486752	0.7657662
18	0	-117.8655	-121.2031	3.337609	5.13471	0.6989923	0.0914648	0.197462	0.108697	0.0359943	0.124445	0.0196872	0.0449388	0.0298576	0.0477961	0.196667	0.06774975	-0.09653048	0.135294	0.129071	0.0339111	0.0434932	0.124052	0.0640696	0.0514079	0.0110646	0.0191925	0.151317	0.0108918	0.0741906	0.0115327	0.0316802	0.108832	0.7154453	0	5.704911	0.4191844	0.073973	0.363054	0.924494	2.63848	0.0942198	0.104907	0.0820089	0.580419	0.041884	0.0965618	0.6189148	1.155967
19	0	-118.1282	-119.1398	1.011577	6.673295	0.5562802	0.207566	0.0567731	0.0542169	0.207192	0.0322037	0.0544823	0.340337	0.125891	0.150247	0.0922046	0.1235746	-0.1017931	0.235954	0.107998	0.0932824	0.0331718	0.0868764	0.0232082	0.0708459	0.0278674	0.132346	0.0591429	0.0372072	0.00261361	0.0201444	0.025092	0.0442505	0.3726335	0	7.153362	0.1223819	0.0442353	0.287078	0.857263	2.81142	0.0981199	0.22287	0.0814833	0.518741	0.0265824	0.0522033	0.2708405	1.375841
20	0	-125.0422	-119.0931	-5.949129	5.907892	5.553266	0.575517	0.014868	0.0648	0.0245042	0.256746	0.107722	0.0606567	0.0874167	0.171109	0.131896	0.1828397	-0.1002696	0.0507495	0.0302922	0.265215	0.029244	0.0109241	0.157134	0.142006	0.0868129	0.0174534	0.108047	0.0141827	0.0446156	0.0131123	0.0255921	0.00461916	0.400546	0	8.5678	0.1577557	0.523551	0.816115	1.08223	1.5781	0.074375	0.169911	0.0975329	0.48031	0.0459914	0.13188	0.3002764	1.333924
21	0	-129.2061	-120.0858	-9.120327	4.512566	0.5807091	0.111736	0.201453	0.550889	0.0350724	1.66932e-06	0.437951	0.0966085	0.679779	0.0824391	1.30882	0.2100246	0.1218927	0.229244	0.25226	0.0721833	0.0684555	4.62559e-05	0.0141985	0.0288707	0.00681849	0.0688761	0.0373428	0.0210531	0.0143157	0.0168564	0.0355252	0.133954	0.4359544	0	5.582553	0.2119385	0.0491552	0.301378	0.871149	2.77832	0.0809293	0.220834	0.0398162	0.558314	0.0395651	0.0605415	0.5578471	0.7814944
22	0	-126.9503	-122.768	-4.182292	4.359009	0.2487219	0.0111109	0.232971	0.472804	0.114281	0.021827	0.297489	0.131045	0.161416	0.580749	0.480535	0.2489784	-0.2120088	0.151578	0.0107547	0.100105	0.0110144	0.0137225	0.0175212	0.009313	0.0990067	0.00850389	0.152404	0.0992985	0.133487	0.0216284	0.0177446	0.153919	0.5260057	0	8.15648	0.2950569	0.00205272	0.0657685	0.498783	3.4334	0.0922459	0.277552	0.0648244	0.477528	0.0229682	0.0648808	0.3139969	1.675194
23	0	-125.8074	-120.639	-5.168399	4.677416	0.7600851	0.100995	0.588209	0.0994205	0.121637	0.366008	0.171094	0.260108	0.0262886	0.152071	0.309224	0.171842	-0.3647863	0.154634	0.00323535	0.0798835	0.200752	0.00898517	0.0183942	0.0406833	0.0149846	0.013744	0.141011	0.0607431	0.0306539	0.076751	0.0305171	0.125028	0.4853566	0	6.610843	0.3181182	0.0870417	0.390553	0.94525	2.57715	0.0382362	0.244757	0.0760755	0.473792	0.0331824	0.133957	0.1205703	4.025506
24	0	-118.9417	-119.4084	0.4667404	5.922048	0.5634303	0.0441809	0.269871	0.192798	0.112273	0.0782526	0.109797	0.0582341	0.155754	0.287219	0.17207	0.2315281	-0.1407643	0.000345734	0.215111	0.0875183	0.017526	0.017739	0.067011	0.0744136	0.000871998	0.0203618	0.109124	0.169528	0.0156823	0.0459812	0.112488	0.0462988	0.4517078	0	6.489896	0.15832	0.0456643	0.291323	0.86145	2.80156	0.0856248	0.171117	0.0950928	0.472946	0.0711474	0.104073	0.3109435	1.452701
25	0	-124.0236	-126.1054	2.081826	4.317788	1.338163	0.102769	0.00262599	0.0954847	0.0907072	0.226076	0.146456	0.0712764	0.176307	0.0743873	0.151158	0.1177935	0.1689508	0.00829921	0.142566	0.16476	0.00675633	0.0475247	0.0241398	0.0731666	0.0100084	0.0631619	0.0135618	0.0370815	0.0542483	0.0321787	0.0333004	0.289247	0.2123061	0	6.580719	0.120892	0.199205	0.559197	1.03931	2.20228	0.0600232	0.0870022	0.118027	0.508521	0.0648644	0.161562	0.3812569	0.5568583
26	0	-128.771	-121.6294	-7.141561	4.229799	1.15297	0.203804	0.105789	0.3465	0.173276	0.878523	0.0175632	0.312856	0.175227	0.672455	0.0201133	0.2346333	0.1871841	0.143064	0.0256799	0.237217	0.0520976	0.0860134	0.0115556	0.158323	0.00227183	0.17786	0.0403173	0.014637	0.00768849	0.0136808	0.0237489	0.00584522	0.1802003	0	4.788394	0.2448178	0.166427	0.518352	1.02135	2.29387	0.0366084	0.147248	0.113498	0.564511	0.0525735	0.0855624	0.3673844	0.4904953
27	0	-118.2235	-121.3835	3.160004	5.096324	1.431017	0.0253951	0.350568	0.0816072	0.00392305	0.0433441	0.00352031	0.246679	0.178152	0.00379082	0.244146	0.09833654	0.0978396	0.0202516	0.0681553	0.0608696	0.00682955	0.16434	0.188206	0.0904117	0.0209495	0.00876159	0.247595	0.0194398	0.00424212	0.00492619	0.0844425	0.0105794	0.3084327	0	5.427428	0.1937623	0.214467	0.576656	1.0461	2.16278	0.122486	0.114077	0.0493131	0.466103	0.136128	0.111894	0.4062723	0.7591773
28	0	-116.5567	-117.399	0.8423265	8.874682	0.6290516	0.102626	0.258975	0.138791	0.133364	0.107646	0.0178291	0.0647628	0.045362	0.0424516	0.31851	0.1250468	-0.02965931	0.0442122	0.0191961	0.103525	0.00962478	0.0321977	0.0718617	0.18425	0.0225021	0.0394546	0.281796	0.0842455	0.0343998	0.0260099	0.0328301	0.0138947	0.2169323	0	9.163734	0.1568736	0.0591499	0.32804	0.895446	2.71736	0.0765864	0.156619	0.107384	0.553798	0.0464234	0.0591885	0.187273	1.158375
29	0	-129.3821	-125.6114	-3.770765	11.43109	0.2687247	0.0278389	0.153423	0.0732996	0.0855984	0.1888	0.0107875	0.21337	0.267947	0.0790499	0.0751289	0.0871264	0.06321686	0.235487	0.0123442	0.0940659	0.0240615	0.000699721	0.0940056	0.0914713	0.0144622	0.0074271	0.0409135	0.051892	0.179724	0.058232	0.0342168	0.0609973	0.2410755	0	15.30258	0.05539594	0.0031016	0.0805075	0.539346	3.37704	0.108267	0.121641	0.0785293	0.426157	0.13765	0.127756	0.3042924	0.7922496
30	0	-137.5585	-121.6607	-15.89782	3.975574	0.5914793	1.2341	0.893662	0.26793	0.280215	0.00767302	0.364769	1.22966	0.924745	0.156535	0.214598	0.5746536	0.02974776	0.0516465	0.0704495	0.212924	0.0322429	0.0549631	0.0889483	0.11734	0.0376156	0.0329881	0.0144192	0.0859344	0.0306459	0.0968655	0.0340051	0.0390119	0.3935271	0	7.095825	0.1341786	0.0513555	0.307503	0.876909	2.76423	0.0410517	0.156044	0.0822826	0.53475	0.0804175	0.105454	0.4232748	0.92972
31	0	-127.1959	-120.8184	-6.377425	7.705131	0.9208591	0.12053	0.0687674	0.0217792	0.0403142	0.117028	0.0080899	0.114113	0.227357	0.685198	0.0172498	0.1035304	0.05952218	0.0768154	0.176333	0.172766	0.0366292	0.0382402	0.00586898	0.0269908	0.0707469	0.00501436	0.0731	0.149923	0.0482969	0.0178637	0.0701421	0.0312702	0.1388624	0	12.69917	0.1509815	0.120905	0.4516	0.98554	2.44196	0.0416406	0.184787	0.136889	0.455898	0.0595342	0.121252	0.1983845	0.6999656
32	0	-127.8351	-123.3803	-4.454827	6.165654	3.017901	0.136452	0.161445	0.214154	0.210043	0.265513	0.0198922	0.107662	0.0933937	0.0767881	0.087529	0.1791444	-0.1462355	0.0349347	0.00797133	0.0671875	0.0184807	0.0182529	0.106494	0.0307336	0.0737283	0.0929285	0.00593183	0.144572	0.0817121	0.166453	0.0410449	0.109574	0.2593324	0	7.352385	0.124868	0.390642	0.732514	1.0826	1.79424	0.0537998	0.154874	0.0831243	0.562785	0.0479233	0.0974931	0.1130969	2.293012
33	0	-129.5416	-119.4295	-10.11209	3.582183	0.6414546	0.348113	0.00193468	0.432752	0.879892	0.0287552	0.859893	0.0273372	1.77812	0.481003	0.394671	0.3547689	0.02953102	0.11045	0.0523534	0.0524752	0.00491805	0.0591804	0.137769	0.107478	0.0924804	0.05533	0.142981	0.0370179	0.0159399	0.0112794	0.082773	0.0375736	0.311456	0	6.416139	0.3410185	0.0617553	0.334546	0.901079	2.70262	0.0945103	0.190583	0.0618097	0.568326	0.0506617	0.0341087	0.340987	0.9133955
34	0	-129.3207	-120.005	-9.315674	5.546063	0.7830689	0.373219	0.0212853	0.708641	0.584971	0.174559	0.013885	0.3603	0.181552	0.0462315	0.179831	0.3381628	-0.2729936	0.0727591	0.00311589	0.124372	0.0342864	0.0752273	0.234806	0.0124319	0.00119736	0.010258	0.0717908	0.0693122	0.076889	0.014529	0.0195247	0.1795	0.6209354	0	6.331765	0.3162017	0.0919512	0.400227	0.952151	2.55567	0.0691612	0.116399	0.0412561	0.639613	0.0180613	0.115509	0.3479418	1.784596
35	0	-135.5967	-121.8884	-13.70832	6.664572	1.171219	0.789312	0.100424	0.212913	0.197216	0.108939	0.486756	0.534867	0.0377117	0.0949037	0.647323	0.4284662	-0.07003665	0.00170017	0.0422168	0.12693	0.188817	0.0284578	0.0314892	0.133091	0.0705857	0.0671398	0.104157	0.0206282	0.0140399	0.0636954	0.101909	0.00514404	0.4783216	0	8.871265	0.1500127	0.169799	0.522791	1.02345	2.28396	0.127531	0.122694	0.106825	0.503822	0.0291029	0.110027	0.4082849	1.171539
36	0	-129.7924	-120.4997	-9.292702	3.929377	0.3847522	0.490746	0.0488137	0.548317	0.0199277	0.238136	0.285804	0.939458	0.737525	0.552462	0.924169	0.3367158	0.0197155	0.0523935	0.180392	0.106134	0.0329109	0.0388573	0.0163392	0.152982	0.0392245	0.0595993	0.00950584	0.160705	0.116046	0.005385	0.00232681	0.0271984	0.4048483	0	4.758508	0.2809213	0.0145775	0.170277	0.714239	3.10091	0.0709261	0.221575	0.115063	0.421382	0.0428549	0.1282	0.4245638	0.9535629
37	0	-137.9986	-120.5358	-17.46276	3.964161	1.200341	0.0874068	0.498232	0.241412	0.158111	0.0424509	0.231307	0.170446	0.968214	3.53254	0.250463	0.4126021	-0.02693425	0.0831459	0.172877	0.0345036	0.0338322	0.00410837	0.0177405	0.0732368	0.0586359	0.00843603	0.133453	0.0480975	0.104166	0.0921308	0.0333548	0.102281	0.3931247	0	4.329726	0.4097002	0.175115	0.529672	1.02662	2.26859	0.0832791	0.15737	0.0685348	0.504435	0.0350498	0.151332	0.3661904	1.073553
38	0	-128.5985	-124.6548	-3.943665	10.98993	0.2739662	0.00634158	0.0347611	0.0415358	0.0480222	0.481019	0.250919	0.204416	0.135104	0.105016	0.277971	0.1268768	-0.01413986	0.0290971	0.0356907	0.218819	0.0686911	0.0714524	0.0189006	0.0256923	0.00754982	0.101439	0.0333701	0.208717	0.0601165	0.0336782	0.0597368	0.0270497	0.1756563	0	13.78713	0.1503732	0.00342154	0.0844644	0.549379	3.36273	0.0900019	0.148584	0.068085	0.494315	0.0696286	0.129386	0.1615165	1.087544
39	0	-131.0819	-120.9085	-10.17338	6.809355	0.9343186	0.309651	0.479853	0.208572	0.24098	0.0104337	0.0498855	0.104721	0.0997076	0.0675713	0.192132	0.3920055	0.04953181	0.081555	0.0274265	0.0311676	0.050966	0.029228	0.0975872	0.037611	0.139338	0.0100116	0.044753	0.275662	0.0454844	0.000365502	0.0196074	0.109237	0.4007486	0	7.450341	0.09540023	0.123669	0.456079	0.988203	2.43205	0.0993657	0.202573	0.0512946	0.433609	0.0655874	0.14757	0.4502804	0.8899979
40	0	-117.1116	-116.1594	-0.9521492	4.978901	0.9932105	0.217031	0.189604	0.246145	0.107604	0.0735072	0.119436	0.827749	0.0351036	0.00738054	0.02438	0.2017141	-0.1821955	0.159406	0.00210633	0.224098	0.00676213	0.00231348	0.0391243	0.0797432	0.0294779	0.00158298	0.281863	0.0156548	0.0819011	0.00934516	0.0358091	0.0308137	0.4335167	0	7.295537	0.2081098	0.135597	0.474702	0.998866	2.39084	0.0564763	0.132574	0.0758818	0.479236	0.105001	0.150831	0.2513213	1.72495
41	0	-127.391	-119.907	-7.48396	4.983764	2.244283	0.216423	0.153459	0.434535	0.589438	0.327181	0.492242	0.00698345	0.0289119	0.743195	0.102794	0.3077615	-0.1050006	0.140851	0.0466067	0.161277	0.0246011	0.031103	0.0253962	0.0690745	0.0542934	0.00510858	0.140473	0.017405	0.0279348	0.000137586	0.103228	0.15251	0.4031684	0	5.09216	0.2155929	0.320789	0.678707	1.07505	1.92545	0.0636276	0.199713	0.0571804	0.518441	0.109189	0.051848	0.2981677	1.352153
42	0	-124.0902	-124.3805	0.2903796	6.312879	0.2919828	0.0514055	0.0645557	0.0182728	0.0496546	0.242653	0.0417989	0.0694199	0.403013	0.00882512	0.351364	0.1962896	-0.004094363	0.0701132	0.0721196	0.293961	0.0174866	0.00171435	0.0577593	0.0857613	0.0427526	0.00119175	0.0634905	0.177506	0.0591042	0.0184986	0.0221653	0.0163754	0.3899528	0	6.463054	0.2087303	0.00466754	0.0982745	0.58209	3.31497	0.120108	0.139802	0.0665595	0.556779	0.0182594	0.0984924	0.3858585	1.010611
43	0	-122.5488	-119.8665	-2.682271	4.050633	0.6807436	0.233469	0.19587	0.0737092	0.0731369	0.284611	0.215909	0.0839924	0.741127	0.330042	0.154203	0.3057918	0.008156921	0.0890036	0.0432363	0.0625407	0.120478	0.11428	0.14699	0.118767	0.0299367	0.0592221	0.04063	0.0655371	0.0277006	0.021408	0.0126682	0.0476025	0.3444201	0	6.462247	0.3435072	0.0700807	0.354301	0.917518	2.6581	0.108187	0.152339	0.0806479	0.527555	0.0554412	0.0758292	0.352577	0.9768649
44	0	-117.6207	-118.2445	0.6238202	4.555445	1.678545	0.297132	0.203043	0.206433	0.0462288	0.0302025	0.0689814	0.135855	0.050671	0.0409705	0.249064	0.08273948	0.07996289	0.0491802	0.174649	0.0879639	0.0572133	0.058422	0.101068	0.139025	0.0396607	0.00277755	0.124563	0.0251895	0.0390506	0.00225872	0.0202059	0.0787725	0.2159215	0	8.342723	0.192862	0.251633	0.615808	1.05939	2.07317	0.098601	0.123611	0.0656886	0.483764	0.0413363	0.187	0.2958844	0.7297496
45	0	-125.5099	-122.3906	-3.119254	4.20873	1.514885	0.111681	0.119103	0.00854465	0.184344	0.263563	0.0309484	0.131799	0.236562	0.403665	0.269071	0.3591045	-0.006515569	0.0680231	0.0561185	0.18796	0.0237794	0.0831558	0.0246558	0.0574775	0.0126638	0.00355652	0.0734194	0.0847858	0.00827146	0.0127935	0.041578	0.261761	0.2839165	0	6.274003	0.1736722	0.227613	0.591015	1.05128	2.13009	0.0431236	0.251962	0.107644	0.378502	0.131882	0.0868862	0.2774009	1.023488
46	0	-136.0396	-124.6973	-11.34235	5.203149	0.7953166	0.158347	0.375234	0.325167	0.207903	0.0309459	0.208417	0.558796	0.247446	0.626672	0.340005	0.1747257	0.2768112	0.0813923	0.0519264	0.107802	0.172275	0.0300647	0.0129278	0.067372	0.0441394	0.00748873	0.107411	0.14741	0.0416045	0.00849188	0.0457301	0.0739651	0.257502	0	6.326903	0.1318504	0.0945618	0.405242	0.955649	2.54455	0.0782269	0.136501	0.037344	0.446784	0.157717	0.143427	0.5343132	0.4819308
47	0	-137.3708	-124.38	-12.99085	5.812603	1.075195	0.0729937	0.220302	0.483787	0.449378	0.0721182	0.0208374	0.119188	0.23215	1.03585	0.807368	0.3233421	-0.08727498	0.112695	0.158818	0.08763	0.00720535	0.0295644	0.0179938	0.0826793	0.0370847	0.00712273	0.121499	0.191245	0.0125567	0.0125989	0.107815	0.0134926	0.2966434	0	10.04366	0.2642873	0.151709	0.498243	1.01142	2.33863	0.118981	0.179075	0.156122	0.363956	0.12361	0.0582561	0.2093684	1.416849
48	0	-129.3078	-123.1687	-6.139077	4.95498	1.562576	0.0125652	0.384798	0.176839	1.00339	0.345715	0.124455	0.0993412	0.12045	0.0402165	0.256044	0.3188596	0.00090811	0.07163	0.220032	0.0945781	0.0212063	0.00386874	0.00292672	0.10734	0.116598	0.10292	0.0452788	0.0166673	0.0429287	0.0290739	0.0294871	0.0954649	0.3436442	0	7.1458	0.1643442	0.234829	0.598651	1.05389	2.11263	0.0464176	0.136363	0.142679	0.55714	0.0122307	0.10517	0.3445523	0.9973644
49	0	-115.2582	-120.3236	5.065465	5.458047	1.318676	0.162676	0.0783224	0.0252428	0.239675	0.0559835	0.0266833	0.107343	0.0348453	0.100425	0.0445001	0.06592617	0.09379591	0.113315	0.00901216	0.182788	0.0207169	0.148999	0.0888165	0.0785617	0.0237919	0.00627244	0.155855	0.0110432	0.0219631	0.00444806	0.0642641	0.0701527	0.1765946	0	5.595479	0.2186664	0.195905	0.555302	1.03773	2.21107	0.084069	0.22193	0.0999845	0.423979	0.099347	0.0706897	0.2703905	0.6531095
