Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-259.5053	-255.8122	-3.693147	1.354718	1.452997	0.023623	0.0626016	0.11185	0.0829249	0.0065715	0.225052	0.022207	0.0231219	0.046038	0.0706035	0.010039	0.34425	0.0313508	0.0984776	0.0267086	0.0521163	0.0329592	0.00580501	0.0266207	0.00965102	0.230238	0.0506156	0.0044806	0.0167928	0.0135235	0.035146	0.163438	0.130123	0.0222301	0.0267345	0.00823203	0.0660762	0.520517	0.00695287	0.0505695	0.120235	0.0442192	0.0235549	9.12187e-06	0.0310826	0.197522	0.00238527	0.0337209	0.00602556	0.0905501	0.00776151	0.00487553	0.0363247	0.05959753	-0.1076705	0.0267749	0.01024	0.225711	0.00267361	0.027098	0.0272338	0.0673347	0.0561514	0.280374	0.145757	0.000190036	0.0835789	0.00265313	0.036132	0.00809804	0.5900362	10	13.50383	0.218667	0.217969	0.580541	1.04754	2.15395	0.225117	0.158475	0.136791	0.152435	0.273683	0.0534994	0.4823657	1.223214
1	0	-216.02	-250.8201	34.80011	3.33515	5.178508	0.0341266	0.0171092	0.00806706	0.0462843	0.00970953	0.0122533	0.0054404	0.00227483	0.00393553	0.048229	0.0334768	0.0274661	0.00922371	0.00129442	0.000599574	0.0140003	0.0419187	0.00696853	0.00336696	0.0313328	0.0228275	0.0275325	0.0246143	0.0139637	0.00293217	0.0502255	0.0664671	0.0123064	0.0533586	0.0295844	0.0767879	0.206294	0.0322043	0.0531554	0.025641	0.0166871	0.000996579	0.0131852	0.0104554	0.00395432	0.00376839	0.00207383	0.0190852	0.000601657	0.00512082	0.00275433	0.0374161	0.0115527	0.02368882	-0.003422335	0.0504499	0.192299	0.210313	5.22159e-05	0.0618575	0.0774304	0.0463823	0.0175093	0.00215544	0.135245	0.000944444	0.131168	0.00837223	0.0511448	0.0146754	0.5864109	7	14.34868	0.109748	0.509327	0.808115	1.08298	1.59958	0.127025	0.248951	0.129245	0.0355582	0.373445	0.0857751	0.5829886	1.00587
2	0	-247.5242	-251.5285	4.004277	1.827332	3.143922	0.114707	0.001396	0.0279604	0.218069	0.0169942	0.0191605	0.00481586	0.0564097	0.0492885	0.00693223	0.167249	0.0291667	0.0137413	0.355002	0.0299417	0.0153628	0.0386951	0.0114443	0.0431577	0.0200129	0.0470524	0.014444	0.0213893	0.0031379	0.0145804	0.017915	0.00218915	0.0672072	0.00571782	0.00285765	0.00534358	0.0221945	0.0473934	0.0309228	0.024557	0.0092265	0.104397	0.29848	0.0237417	0.0221365	0.091131	0.00304618	0.00342625	0.0140529	0.0138499	0.0183405	0.0753658	0.0018944	0.05476829	0.01500119	0.0218226	0.0160913	0.225297	0.00376581	0.0906123	0.103204	0.118323	0.0283614	0.0822626	0.0413977	0.0240434	0.135278	0.00952399	0.0984977	0.00151861	0.3559248	5	16.30247	0.2292443	0.400098	0.739198	1.08314	1.77756	0.15876	0.184412	0.110087	0.0835802	0.376284	0.0868765	0.3709259	0.9595575
3	0	-241.2483	-254.0514	12.80307	1.870057	2.38755	0.0253205	0.00612603	0.0511956	0.158893	0.00170294	0.129749	0.0252385	0.00813855	0.0577676	0.0283648	0.0219231	0.143984	0.121994	0.0164666	0.0372816	0.0246068	0.10421	0.0495249	0.0553963	0.0249442	0.0550171	0.0362544	0.000918041	0.00333981	0.0160132	0.0569181	0.0836829	0.0508725	0.0627662	0.0253093	0.0580635	0.00371854	0.00542043	0.011322	0.296216	0.00736684	0.0149946	0.24636	0.0355465	0.0124288	0.0116792	0.0120799	0.0619622	0.00825114	0.198306	0.000766569	0.0723176	0.00128375	0.05272183	0.08039973	0.0362211	0.0566349	0.112196	0.00171959	0.00511439	0.0764416	0.124036	0.0191705	0.166436	0.0823847	0.00342624	0.114817	0.00712679	0.158787	0.0354876	0.6712822	10	11.93229	0.3119023	0.335529	0.690772	1.07723	1.89647	0.221406	0.139542	0.138032	0.0742798	0.387341	0.0393992	0.751682	0.8930402
4	0	-233.8292	-252.6577	18.82854	1.775796	1.319239	0.02739	0.00770775	0.0363126	0.0244599	0.0167084	0.188414	0.0223483	0.0255214	0.0874988	0.0997537	0.250245	0.0347934	0.00679551	0.0122645	0.0159773	0.0482961	0.00119007	0.00924242	0.00779721	0.0459053	0.00969809	0.00916284	0.0485149	0.00335296	0.103896	0.0229674	0.117306	0.0464948	0.138755	0.0635932	0.00408648	0.0301759	0.00730344	0.0193472	0.0285115	0.00914862	0.0144567	0.0666953	0.00579076	0.00299762	0.00531288	0.166695	0.00402892	0.012527	0.130124	0.00248095	0.012748	0.0593789	0.04267234	0.1144755	0.0274199	0.0251925	0.203611	0.0024495	0.114281	0.0899079	0.0491943	0.0150967	0.0639605	0.021861	0.0109738	0.223159	0.0172398	0.133214	0.00243892	0.4349855	12	14.2466	0.1281789	0.196001	0.555415	1.03777	2.21081	0.117783	0.299596	0.115041	0.061078	0.356211	0.0502906	0.549461	0.7916586
5	0	-231.055	-243.6758	12.6208	1.453694	4.726693	0.0128794	0.0316244	0.0246057	0.0685084	0.0134998	0.155127	0.0743094	0.00570686	0.0425003	0.00539264	0.000622929	0.118473	0.0239358	0.0239728	0.00746043	0.0603202	0.010416	0.0221225	0.00525775	0.0377324	0.0191219	0.0311225	0.026692	0.00832398	0.0402344	0.0307008	0.208978	0.080093	0.0117123	0.00137636	0.0130157	0.0184214	0.000614236	0.00402835	0.0385579	0.00876359	0.0068858	0.0417786	0.00236408	0.0310076	0.00105512	0.0368901	0.0102516	0.00507009	0.0296872	0.0237593	0.122336	0.0494085	0.04314267	0.07671149	0.0440351	0.0569818	0.260324	0.00289991	0.0383023	0.161411	0.0647294	0.0398572	0.0711398	0.0729553	0.0039642	0.110611	0.00355012	0.06825	0.000988359	0.7645877	6	16.97574	0.1782704	0.490315	0.797103	1.08374	1.62884	0.215122	0.227236	0.110345	0.0546537	0.321997	0.070646	0.8412991	0.9088178
6	0	-225.9497	-249.2839	23.33421	2.292141	1.890184	0.131864	0.0245949	0.00768265	0.0651253	0.0238297	0.0790259	0.0582181	0.0149009	0.0196101	0.0209442	0.0597626	0.0547905	0.00724601	0.0001507	0.00243845	0.010341	0.00191243	0.0113542	0.103054	0.00312427	0.029367	0.00904545	0.00223526	0.0102937	0.000569045	0.0307562	0.219415	0.0282259	0.00776852	0.000325554	0.00610791	0.0184455	0.00833075	0.046501	0.0181282	0.0226944	0.0761728	0.0640082	0.00218923	0.0446924	0.00472455	0.0122861	0.00586354	0.000994337	0.0507307	0.0226315	0.0491004	0.0173527	0.02750867	0.09899538	0.0761435	0.0471382	0.17502	0.0215026	0.0711368	0.122061	0.0437762	0.0347006	0.0128932	0.181309	0.0290669	0.157875	0.00899499	0.013197	0.0051851	0.7179031	7	16.79791	0.1108826	0.279804	0.642804	1.06698	2.01041	0.0961938	0.19806	0.177469	0.0999363	0.382203	0.046138	0.8168985	0.8788156
7	0	-222.2023	-241.8301	19.62783	2.142423	2.832809	0.00574281	0.00882088	0.0665879	0.101603	0.0351963	0.00157277	0.00418398	0.0287907	0.103636	0.00195015	0.0843739	0.0139028	0.0160118	0.0284022	0.045669	0.00127907	0.0262148	0.0283204	0.106879	0.0330362	0.00868634	0.00611364	0.0856484	0.0504957	0.00924442	0.0731839	0.0139211	0.014099	0.0483494	0.179387	0.0781733	0.00321256	0.0229173	0.126473	0.107705	0.0398644	0.0613117	0.10982	0.0668385	0.00728326	0.00380622	0.00430408	0.00887761	0.00128426	0.00386389	0.0123391	0.00460461	0.0012671	0.03682351	0.08353822	0.126474	0.0900611	0.164768	0.00683495	0.0967504	0.128309	0.101258	0.0359421	0.0689	0.00409747	0.00747042	0.119116	0.00303814	0.024467	0.0225127	0.4755587	10	17.10055	0.2354013	0.375899	0.72183	1.08156	1.82072	0.12562	0.138947	0.235565	0.111422	0.332073	0.0563727	0.5590969	0.8505837
8	0	-246.8448	-250.4286	3.583848	1.544893	4.469154	0.0703318	0.0334385	0.0193489	0.010682	0.0093813	0.161947	0.134347	0.0148189	0.00678593	0.00114805	0.0193317	0.125678	0.0476149	0.0817734	0.017045	0.0474682	0.00656993	0.122126	0.0959453	0.00899792	0.0261052	0.0256935	0.0472434	0.00536261	0.00542802	0.0220986	0.0240521	0.0573839	0.031482	0.0883901	0.031344	0.00500564	0.162412	0.0981342	0.0222754	0.0341093	0.010031	0.0230622	0.0023482	0.0688424	0.0385407	0.0339207	0.0182725	0.0833041	0.0943332	0.134877	0.0873743	0.0130659	0.04608295	-0.06438718	0.0871456	0.0256689	0.179683	0.00972678	0.0390219	0.128809	0.149634	0.0153487	0.0032739	0.0620464	0.00407848	0.0466499	0.0274915	0.214964	0.00645778	0.5416207	8	16.87431	0.1333493	0.478415	0.790016	1.08408	1.64749	0.163877	0.187238	0.155454	0.0588782	0.366064	0.0684891	0.4772335	1.134918
9	0	-228.2168	-251.674	23.45715	2.126005	6.114698	0.00325153	0.00299913	0.0005143	0.00714982	0.0232664	0.0383345	0.016783	0.0148005	0.0821138	0.0156214	0.0194711	0.137695	0.0180648	0.000601097	0.0518154	0.0151406	0.104619	0.0449318	0.0301651	0.000717843	0.0099535	0.00362319	0.0619954	0.0819825	0.025458	0.00838884	0.108445	0.0686723	0.00285279	0.0431002	0.00848597	0.00756194	0.0337036	0.0582861	0.00595713	0.0228957	0.00362966	0.06837	0.0135185	0.030819	0.0216366	0.0211006	0.000512128	0.0172224	0.0152172	0.211814	0.22226	0.0232941	0.04321859	0.01995094	0.00780316	0.050964	0.0998875	0.00650858	0.0766548	0.182808	0.136472	0.0384486	0.0373801	0.165607	0.0064772	0.0559588	0.00917751	0.107292	0.0185609	0.5990914	10	13.60585	0.2294449	0.542681	0.826566	1.081	1.54975	0.305684	0.190706	0.10358	0.0756479	0.251975	0.0724074	0.6190423	0.9677713
10	0	-224.1004	-253.1018	29.00136	2.367298	2.570686	0.0147008	0.0443508	0.0111069	0.0239283	0.0122977	0.0393245	0.0254791	0.0119345	0.0136189	0.0161832	0.022301	0.0610505	0.00804562	0.00301962	0.0205907	0.00414524	0.037313	0.0123261	0.0323885	0.010037	0.0517947	0.0716294	0.00565246	0.0162238	0.0183884	0.00292575	0.00608568	0.0483809	0.054914	0.0318232	0.0357123	0.0706308	0.0164255	0.0205493	0.000233344	0.0680454	0.00729763	0.0148518	0.049706	0.0173976	0.0301436	0.065557	0.0183285	0.00108347	0.188499	0.00376248	0.0319202	0.0212704	0.03353204	0.02965804	0.111868	0.0513588	0.0995149	0.00355156	0.127592	0.0219366	0.0656054	0.0345943	0.145895	0.0620433	0.0122126	0.147368	0.00525688	0.064118	0.0470839	0.52802	10	18.35184	0.1784047	0.353057	0.704597	1.07939	1.86296	0.165112	0.102616	0.137393	0.156169	0.378527	0.0601824	0.557678	0.9468187
11	0	-244.2105	-242.4656	-1.744917	1.461814	3.800004	0.294016	0.116834	0.0051263	0.00639455	0.114805	0.0974353	0.0448427	0.0286539	0.0192259	0.0960565	0.03762	0.120558	0.0113919	0.138822	0.0441419	0.0436979	0.0167479	0.138164	0.163554	0.0059476	0.00264355	0.0846857	0.0257376	0.202113	0.0587165	0.00660955	0.110536	0.132339	0.0346811	0.0494924	0.00935972	0.077935	0.0533948	0.0668368	0.000811891	0.436754	0.0631613	0.0286615	0.011472	0.0416404	0.00850128	0.00442767	0.00340512	0.0247557	0.0932539	0.0184103	0.164409	0.0161922	0.06150212	-0.06665279	0.039319	0.0099193	0.228981	0.00277563	0.0523759	0.0831775	0.0482769	0.0224116	0.0693037	0.115241	0.00473424	0.201911	0.0369132	0.0545096	0.0301507	0.6100149	13	13.25219	0.1952043	0.443026	0.767996	1.08438	1.7046	0.208857	0.188065	0.144046	0.0871581	0.340946	0.0309273	0.5433622	1.122667
12	0	-251.5911	-255.4103	3.81913	1.845206	3.265264	0.0339024	0.0758361	0.00792817	0.0889143	0.0954666	0.00148373	0.0236567	0.0749825	0.0626498	0.00966889	0.0868721	0.206481	0.125169	0.143827	0.0191877	0.0388008	0.0425346	0.000854265	0.0792112	0.00539751	0.0215717	0.130659	0.0102981	0.131857	0.0913936	0.0177265	0.0627594	0.00664012	0.0812237	0.210208	0.0333851	0.00602686	0.00290028	0.106571	0.0146439	0.006607	0.0153511	0.21715	0.027044	0.00634279	0.0737106	0.0276018	0.0122532	0.00525045	0.110696	0.000917589	0.00198829	0.0945047	0.07434917	-0.02778399	0.0969527	0.0213747	0.0869688	0.0109717	0.0314219	0.0532565	0.174097	0.0842279	0.0236556	0.0733115	0.0788891	0.0461716	0.0229567	0.0763527	0.119391	0.7307317	9	13.27738	0.1507946	0.408796	0.745232	1.08355	1.76243	0.214765	0.199426	0.190265	0.0686853	0.272319	0.0545403	0.7029477	1.039525
13	0	-246.5015	-256.6419	10.14038	4.429614	2.024655	0.0101007	0.046965	0.0197348	0.0543876	0.107585	0.03772	0.00874446	0.00248607	0.00651866	0.00110661	0.0299522	0.046329	0.0662863	0.0100172	0.0303582	0.0423547	0.0209135	0.0227941	0.0720603	0.0394949	0.0237956	0.000688628	0.0069021	0.0521751	0.000849638	0.0126475	0.162031	0.0846417	0.0156644	0.00366971	0.0210222	0.0798294	0.00648744	0.0356312	0.0294599	0.157414	0.00452377	0.0718266	0.000767512	0.0185826	0.0814414	0.0241531	0.0145697	0.01262	0.010606	0.0112961	0.072644	0.00086937	0.04023169	0.02797696	0.0498558	0.0505247	0.103788	0.00330383	0.0334392	0.0835031	0.10834	0.0067662	0.0421642	0.121957	0.0224775	0.234035	0.00913598	0.12127	0.00943932	0.378776	7	20.48111	0.1146614	0.2962	0.65761	1.07059	1.9756	0.11915	0.133814	0.211242	0.055308	0.437283	0.043203	0.406753	0.9312188
