Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
14	0	-260.9804	-256.7344	-4.245962	1.004064	3.220384	0.001633	0.0319612	0.0164285	0.0118083	0.00156962	0.266599	0.0632345	0.0046565	0.0895359	0.0753884	0.136727	0.157202	0.00170372	0.0168395	0.0160323	0.00931568	0.02562	0.00583896	0.0218325	0.020981	0.00778789	0.0490182	0.0861589	0.0351834	0.0182476	0.0406669	0.0114048	0.118022	0.0128536	0.191048	0.00809022	0.0540939	0.0138714	0.023244	0.0664176	0.00792469	0.0151671	0.0693183	0.00279115	0.00491245	0.0119676	0.0281746	0.0785422	0.0436901	0.141347	0.00498692	0.309389	0.0187567	0.05805332	-0.1312601	0.065453	0.020507	0.0769858	0.00700943	0.0664957	0.0752776	0.0770961	0.150139	0.0866986	0.0210063	0.0391793	0.0802312	0.0465537	0.187126	0.000240663	0.6417127	7	18.51504	0.1048351	0.405624	0.743044	1.08341	1.76793	0.217302	0.20503	0.261963	0.0670124	0.175743	0.0729504	0.5104526	1.257145
15	0	-238.316	-249.4232	11.10713	3.387503	3.25625	0.0675812	0.0128251	0.0184582	0.0868596	0.0437778	0.147072	0.0306751	0.00966882	0.0569719	0.00832796	0.122114	0.158814	0.00855112	0.0116534	0.0129126	0.0113237	0.0409389	0.0194733	0.0663589	0.0143609	0.0355813	0.0223955	0.0562397	0.108459	0.00722696	0.000227061	0.159642	0.0891452	0.0244813	0.183161	0.00818161	0.00404293	0.0498131	0.00175544	0.0281199	0.000649124	0.0277224	0.066931	0.00955971	0.0864847	0.0176175	0.03222	0.015195	0.0590865	0.00226181	0.012845	0.0613414	0.029947	0.05007136	-0.01254562	0.0527006	0.0422765	0.0838859	0.00214944	0.0420458	0.162633	0.0253935	0.0378879	0.0876052	0.0488219	0.0129538	0.189397	0.010681	0.194035	0.00753371	0.6679207	11	18.26348	0.122088	0.408163	0.744797	1.08352	1.76352	0.0806887	0.170915	0.167181	0.101092	0.388708	0.0914148	0.6553751	1.019143
16	0	-213.5732	-247.7368	34.1636	3.282433	1.711279	0.0305577	0.0264465	0.00871161	0.108514	0.00248843	0.00998071	0.017339	0.0107708	0.00228228	0.0100075	0.0538968	0.0134937	0.0564242	0.0544988	0.0299023	0.0276949	0.0025268	0.0105152	0.00827845	0.0345929	0.00324455	0.0600331	0.00120574	0.00132011	0.00125741	0.0874047	0.00307089	0.00397947	0.0336591	0.0547063	0.00861589	0.00274156	0.00528012	0.112132	0.0721314	0.0301085	0.042042	0.0498977	0.0017351	0.00280187	0.00522037	0.0355054	0.00458035	0.120763	0.0242983	0.00231396	0.0302717	0.0339192	0.03001619	-0.02811614	0.16886	0.0251244	0.143601	0.00714613	0.0537026	0.053944	0.0676157	0.026459	0.129689	0.0442893	0.00136991	0.127648	0.0014399	0.140863	0.00824764	0.4976387	10	16.04107	0.1936003	0.256194	0.620322	1.06075	2.06274	0.166307	0.14068	0.120918	0.109277	0.406923	0.0558943	0.4695226	1.059882
17	0	-232.6679	-244.8623	12.19441	4.992394	4.182296	0.0436252	0.00293788	0.0131778	0.0407956	0.0735445	0.00201184	0.00732511	0.0250334	0.0462384	0.120164	0.0699843	0.0209494	0.00803728	0.0958043	0.00920895	0.02227	0.00395822	0.00288677	0.0341145	0.0371915	0.123111	0.000600821	0.0167614	0.0255121	0.0171826	0.170514	0.0170741	0.0954681	0.0470353	0.000104368	0.0786082	0.00557751	0.0166558	0.108548	0.0597769	0.0145923	0.0258347	0.172869	0.0335114	0.00406901	0.0189688	0.108446	0.00386502	0.0106662	0.0152225	0.00737465	0.0149928	0.0132727	0.05293535	-0.01312203	0.0467759	0.0159099	0.130968	0.0265172	0.150534	0.0775846	0.0710137	0.038611	0.00670226	0.0339173	0.00506117	0.189148	0.00325216	0.203858	0.000145822	0.5487738	7	21.44972	0.1191123	0.464105	0.781286	1.08433	1.67028	0.157717	0.237907	0.0835981	0.0807827	0.40206	0.0379348	0.5356517	1.024497
18	0	-238.9181	-248.235	9.316828	2.628992	3.021417	0.02257	0.0786734	0.058258	0.120241	0.0200591	0.173351	0.0612565	0.0323335	0.0515447	0.113792	0.020394	0.178389	0.037187	0.0178002	0.0694978	0.00334002	0.0165677	0.0271405	0.0361608	0.025699	0.0288852	0.0297394	0.0227216	0.00151119	0.00741289	0.00203264	0.414689	0.0411211	0.00168548	0.0131701	0.0158108	0.0523267	0.02495	5.77144e-05	0.0215065	0.11872	0.0255459	0.000715839	0.0170667	0.0204772	0.000975455	0.0116878	0.0185246	0.0887131	0.0395289	0.00839391	0.0614603	0.08298	0.05149076	0.03820747	0.0872154	0.0352958	0.195655	0.0087813	0.100642	0.108084	0.0835642	0.0263449	0.0587962	0.0752718	0.0184711	0.0880275	0.0466228	0.0626876	0.00453991	0.5443442	11	15.82321	0.2107626	0.390912	0.732707	1.08262	1.79376	0.226537	0.195339	0.197521	0.0895058	0.234846	0.0562511	0.5825517	0.9344136
19	0	-214.9796	-252.7756	37.79593	1.424842	2.273926	0.0373701	0.000424746	0.000318168	0.0646698	0.0214803	0.00734879	0.0429185	0.0130489	0.0259037	0.0118837	0.0452321	0.00859504	0.0320345	0.0598165	0.00417482	0.00786207	0.0182663	0.00540307	0.0014527	0.0434588	0.0773909	0.0374399	0.00843958	0.0268151	0.0333158	0.036264	0.023111	0.000790884	0.0117951	0.00565204	0.041354	0.0424517	0.0117425	0.0972957	0.0203005	0.00435399	0.00825788	0.0338814	0.00186776	0.0544759	0.0069485	0.0817386	0.00990219	0.0560781	0.0043054	0.0146224	0.00316867	0.0388096	0.02126258	0.006882752	0.0438684	0.0346346	0.172519	0.00777204	0.0755654	0.108445	0.0760464	0.0172636	0.0378871	0.010278	0.00323511	0.208344	0.0104257	0.173581	0.0201344	0.5628904	9	15.28384	0.1293545	0.323918	0.681303	1.07554	1.91923	0.150903	0.180588	0.12283	0.105219	0.380335	0.0601247	0.5697732	0.9879202
20	0	-236.5136	-253.0109	16.49728	0.6118637	4.199367	0.00341878	0.0243756	0.0311293	0.212365	0.0347435	0.00175041	0.0137207	0.0501555	0.0264553	0.0494184	0.0612995	0.00391809	0.00410547	0.155622	0.0243751	0.0131166	0.0599436	0.0135184	0.0237407	0.0659915	0.0357764	0.0394657	0.0176865	0.0395687	0.0180686	0.0338364	0.0098867	0.0133788	0.0316256	0.0007935	0.0411084	0.192884	0.00476149	0.0654165	0.0404917	0.00651532	0.0573957	0.134728	0.0418063	0.0262262	0.0582762	0.194689	0.0044518	0.0461375	0.00669945	0.000273863	0.00431421	0.000175926	0.0530236	0.2294739	0.0334154	0.0287225	0.0864145	0.00483145	0.0513164	0.0572483	0.0722699	0.0282824	0.116486	0.205788	0.00659386	0.255892	0.020206	0.00407072	0.0284619	0.4622797	11	14.99806	0.1930985	0.46499	0.781833	1.08432	1.66886	0.192407	0.288825	0.141692	0.058988	0.297497	0.0205913	0.6917536	0.6682722
21	0	-240.1958	-246.2797	6.083902	1.905601	8.506856	0.0384632	0.0506924	0.13754	0.166001	0.0309892	0.00419351	0.0046155	0.00601097	0.0600885	0.130795	0.165159	0.0442831	0.0576709	0.0346853	0.00347551	0.00797574	0.0153075	0.00439645	0.0352211	0.144854	0.0417199	0.00947315	0.0101388	0.0195526	0.00909098	0.0145949	0.0260258	0.0213056	0.144848	0.00272536	0.0981504	0.00855759	0.000828804	0.0533598	0.0303779	0.00551263	0.00791032	0.103299	0.00338664	0.00521248	0.0482798	0.00856013	0.0110858	0.0783753	0.0241461	0.0553223	0.0119367	0.0951623	0.0380744	0.0408567	0.0283668	0.0450275	0.163791	0.000665619	0.0637348	0.0486901	0.101278	0.00387771	0.0437717	0.15709	0.00753754	0.103268	0.00176307	0.150869	0.0802692	0.5630884	9	14.94786	0.107995	0.60394	0.857836	1.0755	1.46272	0.149165	0.19028	0.145847	0.0491332	0.41857	0.0470063	0.6039451	0.9323503
22	0	-244.6522	-246.2239	1.57171	2.378094	3.142823	0.00895147	0.170938	0.0357438	0.0121567	0.0207301	0.095643	0.0243467	0.00867911	0.0417535	0.0337562	0.118025	0.232792	0.00260957	0.017334	0.00290376	0.0178091	0.0864572	0.0243893	0.0775247	0.0359356	0.0372056	0.0590698	0.0592296	0.00865005	0.122627	0.02141	0.0438881	0.0702791	0.219626	0.00607303	0.00388573	0.00561166	0.0174958	0.0112918	0.00975675	0.0351023	0.0184695	0.204636	0.00120984	0.00411648	0.0589445	0.00838226	0.061412	0.00328747	0.0304324	0.20531	0.00267137	0.0152351	0.06211287	0.05351539	0.0285839	0.054615	0.278708	0.00656414	0.0110963	0.117772	0.0417082	0.0170295	0.0265586	0.1117	0.00115857	0.0930856	0.0179138	0.174479	0.0190264	0.3510524	8	15.78781	0.1387808	0.400018	0.739141	1.08314	1.77771	0.1327	0.260856	0.114821	0.0984641	0.342948	0.0502108	0.4045678	0.8677221
23	0	-245.3719	-255.151	9.779158	1.822525	4.798822	0.000130089	0.0355895	0.101663	0.0303073	0.00247533	0.222129	0.0756312	0.00510994	0.0204849	0.0373909	0.147222	0.240352	0.0147194	0.038858	0.00204136	0.0547501	0.0127535	0.0133069	0.0367356	0.0845881	0.00352118	0.024139	0.00904733	0.0485726	0.0129263	0.0208489	0.118844	0.136398	0.0657222	0.0299858	0.00279729	0.0224018	0.0458565	0.0529039	0.0218592	0.0716225	0.0542325	0.00287637	0.0541907	0.00076115	0.0239716	0.0187228	0.000119877	0.0537448	0.0201236	0.0838512	0.0512521	0.013673	0.04949204	-0.01111987	0.0951814	0.0205609	0.0856508	0.00194317	0.179483	0.0979976	0.0425737	0.0649792	0.0783487	0.0466672	0.000391864	0.0583581	0.00135166	0.203124	0.0233879	0.6411356	5	13.98762	0.1366286	0.493501	0.798975	1.08363	1.62389	0.175128	0.16932	0.300923	0.100702	0.19871	0.0552166	0.6300157	1.01765
24	0	-239.2079	-250.7178	11.50993	1.869856	3.6449	0.103052	0.039965	0.00967314	0.0882212	0.0199009	0.0532976	0.0616247	0.0186041	0.00157988	0.0202116	0.0876648	0.0137137	0.00385083	0.0175524	0.0180233	0.189414	0.0222733	0.00118518	0.0651944	0.132849	0.0482269	0.00267916	0.17967	0.00233885	0.142264	0.114504	0.0320906	0.0314224	0.17367	0.00440098	0.0375683	0.00947829	0.0704432	0.0762355	0.0891516	0.0323301	0.0237877	0.221071	0.0242146	0.00572135	0.0235832	0.0145647	0.00355412	0.00533352	0.0319268	0.00617711	0.00436727	0.000518552	0.05992084	-0.05397911	0.0496665	0.0230612	0.176221	0.00565572	0.11957	0.035228	0.0659524	0.0391549	0.147715	0.0483156	0.0112689	0.088422	0.0261213	0.121295	0.0423521	0.6893853	11	14.75919	0.2506301	0.433723	0.761959	1.08427	1.72005	0.174781	0.195963	0.171558	0.0335621	0.358463	0.0656742	0.6354062	1.084952
