Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
10	0	-81.84995	-88.57715	6.727198	122.3382	1.950879	0.0202854	0.01314908	0.0671928	0.00600674	0.0692836	0.00887867	0.126335	0.134721	0.121648	0.0374541	0.0344874	0.0314482	0.122565	0.118332	0.0157191	0.0840672	0.0218601	0.02670261	122.3382	0.28734	0.649686	1.06871	1.99426	0.0871558	0.403633	0.0070562	0.0494754	0.423585	0.029094	0.03985169	0.6700497
11	0	-80.258	-87.49955	7.241546	38.5845	4.03303	0.08627023	0.07341734	0.145828	0.0766407	0.0241052	0.0496113	0.0013202	0.070817	0.0062244	0.0101017	0.128245	0.0407822	0.10822	0.00293654	0.105161	0.225883	0.00412426	0.02829281	38.5845	0.456168	0.776344	1.08439	1.68309	0.00871608	0.404805	0.00109266	0.0733229	0.493657	0.0184063	0.1017101	0.2781709
12	0	-72.56976	-84.49644	11.92667	23.72835	2.656154	0.02311863	0.02944769	0.257591	0.0946915	0.0588842	0.00952883	0.00290651	0.0476777	0.0149257	0.0260244	0.0447735	0.119689	0.0525642	0.0479249	0.0144655	0.192348	0.0160048	0.02101341	23.72835	0.360779	0.710518	1.0802	1.84851	0.00906044	0.52627	0.00277165	0.0686031	0.350245	0.0430495	0.0504611	0.4164279
13	0	-73.97367	-81.25921	7.285546	22.29714	3.174895	0.05721343	-0.0800062	0.144478	0.0121565	0.0370042	0.152806	0.071347	0.0904142	0.0378233	0.0378158	0.0568364	0.0677738	0.0370153	0.0418365	0.0304113	0.146492	0.0357892	0.1262582	22.29714	0.402355	0.740774	1.08325	1.77362	0.0296825	0.44423	0.00232293	0.110238	0.373869	0.0396568	0.04625195	2.729791
14	0	-74.70893	-85.66428	10.95535	51.84379	1.74989	0.06979713	0.02929163	0.0288543	0.0710789	0.000702405	0.00724074	0.0891846	0.156332	0.0253615	0.0371626	0.10058	0.0144804	0.00134333	0.138884	0.0234609	0.158627	0.146707	0.003186626	51.84379	0.261475	0.625477	1.06226	2.05079	0.0288131	0.475797	0.0079001	0.0700983	0.372808	0.0445843	0.03247825	0.09811568
15	0	-79.72924	-91.35578	11.62653	5.471939	3.412818	0.1848705	0.08110043	0.114302	0.114456	0.0540817	0.0057387	0.0990072	0.14247	0.0636251	0.13061	0.0497428	0.00692897	0.0215388	0.0510508	0.018477	0.0791912	0.0487789	0.1076808	5.471939	0.418875	0.752095	1.08391	1.74512	0.0580607	0.320346	0.0320752	0.0570916	0.475312	0.0571151	0.1887812	0.5703999
16	0	-80.22523	-87.13716	6.91193	143.8116	1.161384	0.08211606	0.01157387	0.108527	0.0686793	0.00864213	0.0300198	0.00374606	0.158918	0.0269181	0.00554297	0.191235	0.0120626	0.0352928	0.0256156	0.0802845	0.207946	0.0365697	0.0444668	143.8116	0.167985	0.520411	1.02233	2.28928	0.116999	0.467891	0.0298118	0.158088	0.188428	0.0387831	0.05604067	0.7934737
17	0	-72.77644	-86.97116	14.19472	9.806731	0.9780694	0.1164095	0.05162712	0.190125	0.0594325	0.0103824	0.00376695	0.0380953	0.0870964	0.0345737	0.262774	0.00103632	0.00166477	0.00596394	0.0766073	0.0214824	0.194692	0.0123074	0.03544164	9.806731	0.132558	0.470059	0.996269	2.40111	0.0270969	0.378539	0.0109149	0.176202	0.293958	0.113289	0.08706876	0.4070535
18	0	-75.37178	-87.97479	12.60301	30.82751	1.041246	0.06994764	0.02179224	0.143381	0.0315332	0.245968	0.0493675	0.00651644	0.00623209	0.0351214	0.0305246	0.0486035	0.0171728	0.0735514	0.0176842	0.0301139	0.086921	0.177309	0.02637637	30.82751	0.14511	0.488808	1.00651	2.35957	0.0101686	0.620768	0.0140304	0.0593985	0.278279	0.0173551	0.04816861	0.5475841
19	0	-75.28178	-85.46318	10.1814	23.90538	3.607508	0.1513754	0.02315293	0.123131	0.101739	0.0606949	0.00636667	0.0328901	0.0875888	0.00441914	0.0143542	0.0556031	0.197036	0.0423037	0.126479	0.00347172	0.0786788	0.0652437	0.02080968	23.90538	0.431409	0.76044	1.08422	1.72393	0.0355207	0.492327	0.0216899	0.11699	0.318776	0.0146964	0.04396261	0.4733494
20	0	-77.20202	-87.42543	10.22341	49.20874	1.35426	0.07848392	0.03893335	0.0462641	0.0201925	0.0283406	0.0674351	0.00438064	0.0186282	0.028538	0.0399367	0.0098504	0.0212527	0.0290891	0.239039	0.232019	0.146481	0.068553	0.03371303	49.20874	0.201905	0.562352	1.04058	2.19516	0.0134679	0.547327	0.00637035	0.0922295	0.31504	0.0255659	0.07264638	0.4640703
21	0	-76.47389	-84.9752	8.50131	99.76839	1.165269	0.0603564	0.01177773	0.110074	0.0263055	0.166267	0.00665523	0.0287334	0.123161	0.00183981	0.0384052	0.0139407	0.0446116	0.0240946	0.126421	0.00976994	0.266204	0.0135178	0.01655155	99.76839	0.168703	0.521355	1.02277	2.28717	0.0216216	0.558492	0.00375947	0.0902171	0.306788	0.0191226	0.02832928	0.584256
22	0	-73.11402	-85.33221	12.21819	11.07948	1.542029	0.110353	0.09178139	0.24687	0.0395398	0.0243918	0.0284655	0.0424606	0.142956	0.0276689	0.0994974	0.106731	0.0996445	0.0487326	0.0100984	0.0016089	0.0680354	0.0132985	0.09778141	11.07948	0.231743	0.595406	1.0528	2.12005	0.049787	0.420957	0.0104444	0.17134	0.306192	0.0412791	0.1895628	0.515826
23	0	-84.91781	-86.83373	1.915927	83.23751	3.952416	0.02819613	0.01473816	0.134191	0.141914	0.0575262	0.0439172	0.114872	0.175452	0.0320884	0.0124605	0.00175657	0.0983343	0.0455609	0.0449686	0.00430016	0.0816496	0.0110089	0.08418086	83.23751	0.451729	0.773547	1.08441	1.69032	0.0307751	0.349292	0.0106206	0.16976	0.393031	0.0465201	0.09891901	0.8510079
24	0	-78.48986	-89.39258	10.90272	52.16004	1.142016	0.0570862	0.01273051	0.133158	0.043805	0.00173499	0.110044	0.0243839	0.0903532	0.0416099	0.120541	0.0355753	0.0953774	0.213673	0.0250721	0.0285233	0.0356278	0.000520348	0.0008221769	52.16004	0.164388	0.515639	1.02005	2.29992	0.0689065	0.546901	0.00891001	0.0891576	0.226019	0.0601053	0.01355269	0.06066522
25	0	-81.58033	-85.14623	3.565893	110.0387	1.996182	0.02703212	0.0487171	0.0281372	0.147769	0.0429885	0.150323	0.0467717	0.0514101	0.0971282	0.0272835	0.0369757	0.0447426	0.024937	0.123615	0.00120758	0.104685	0.0720256	0.02555738	110.0387	0.292819	0.654607	1.06989	1.98268	0.0379336	0.366463	0.0362917	0.172154	0.341288	0.0458702	0.07427448	0.3440937
26	0	-79.49693	-87.06527	7.568339	18.36409	0.7792909	0.1930633	-0.03457281	0.00017427	0.00374476	0.0203424	0.160339	0.0034049	0.0143076	0.0542767	0.0578334	0.019691	0.10011	0.138935	0.0346829	0.0801069	0.257925	0.0541256	0.212284	18.36409	0.091145	0.398661	0.951047	2.55915	0.0606139	0.43403	0.000215665	0.0886049	0.365043	0.0514925	0.1777112	1.194545
27	0	-75.03414	-87.51935	12.48521	5.219166	1.002901	0.3126372	0.1614553	0.109203	0.0868113	0.00780095	0.132612	0.0623576	0.188719	0.0150055	0.164744	0.0337576	0.0227917	0.0267678	0.0438042	0.0030106	0.0996892	0.00292535	0.09969484	5.219166	0.137532	0.477622	1.00048	2.38437	0.0298359	0.529249	0.01213	0.100656	0.215926	0.112203	0.2611502	0.3817529
28	0	-78.55175	-89.29238	10.74063	39.28016	0.7875979	0.1099394	-5.944193e-05	0.12241	0.0102102	0.119873	0.00298697	0.263257	0.0026821	0.0486792	0.128129	0.0426777	0.0182121	0.11981	0.0582872	0.0220644	0.0361035	0.00461788	0.01149605	39.28016	0.0929171	0.402092	0.953458	2.55153	0.10042	0.478272	0.017193	0.115542	0.254429	0.0341442	0.01143661	1.005198
29	0	-74.07663	-85.99873	11.9221	12.4631	1.885519	0.217553	0.03230942	0.0763421	0.133963	0.0217851	0.0192611	0.0405989	0.0120821	0.0036852	0.0912522	0.00214682	0.085004	0.227426	0.191616	0.0026044	0.0873736	0.00485975	0.03405087	12.4631	0.279215	0.64226	1.06684	2.01168	0.0419109	0.453854	0.0022765	0.156186	0.286609	0.0591641	0.06636028	0.5131212
30	0	-74.61875	-84.53222	9.913475	48.31986	0.687332	0.1807556	-0.005069926	0.149402	0.17509	0.0260026	0.107397	0.0283182	0.11026	0.0506738	0.0084009	0.0316784	0.0156283	0.063285	0.06166	0.0399316	0.112109	0.020162	0.06037414	48.31986	0.0714847	0.357491	0.920082	2.65094	0.061511	0.473359	0.0251614	0.0924962	0.310938	0.0365338	0.05530422	1.091673
31	0	-72.58608	-84.47284	11.88677	32.06271	1.067977	0.1263658	0.03506169	0.0140301	0.0049489	0.021608	0.203175	0.0148974	0.0355721	0.0088851	0.0923493	0.0406101	0.0272677	0.0979337	0.228589	0.000830165	0.203901	0.00540177	0.003000333	32.06271	0.150314	0.496272	1.01041	2.343	0.0302011	0.616412	0.00301118	0.0972317	0.215921	0.0372226	0.03806202	0.07882746
32	0	-71.28725	-82.22333	10.93608	49.30057	2.285225	0.04718866	0.02647422	0.130328	0.124061	0.0245282	0.00464128	0.0578736	0.0234236	0.0753184	0.0316586	0.00652811	0.0474242	0.0467159	0.0655129	0.0158337	0.286579	0.0595732	0.009393739	49.30057	0.3251	0.682278	1.07573	1.9169	0.0261894	0.356366	0.0301797	0.140033	0.383445	0.0637865	0.03586795	0.2618978
33	0	-77.94549	-86.26664	8.321146	112.8453	0.852086	0.07274645	0.01561266	0.074456	0.0819927	0.00780014	0.0184079	0.277277	0.0347387	0.0312768	0.000950587	0.0462912	0.0765535	0.0455038	0.029734	0.0415334	0.18563	0.0478545	0.01938206	112.8453	0.106584	0.427288	0.970404	2.49572	0.0203286	0.470053	0.00788859	0.126299	0.348254	0.027177	0.03499472	0.5538568
34	0	-77.65185	-84.41526	6.763404	108.7558	2.041707	0.09988496	0.02868266	0.0148825	0.0525397	0.0201736	0.0700629	0.194594	0.0370146	0.00894915	0.00461132	0.0164562	0.216203	0.0859004	0.106224	0.0175405	0.115824	0.0390235	0.007047071	108.7558	0.298203	0.659377	1.071	1.97142	0.0382063	0.395281	0.009867	0.156732	0.292137	0.107777	0.03572973	0.1972327
35	0	-76.42885	-88.40761	11.97876	10.21584	1.164788	0.1142267	0.2474024	0.06854	0.0177593	0.0258041	0.0351735	0.0314428	0.0475875	0.0565094	0.0563782	0.00831174	0.0148231	0.164184	0.0240156	0.0356591	0.185404	0.228407	0.0183812	10.21584	0.168614	0.521238	1.02272	2.28743	0.0692248	0.369157	0.0112779	0.0974439	0.404001	0.0488954	0.2657836	0.06915853
36	0	-72.73698	-81.70011	8.963126	34.11703	3.132411	0.2064926	0.00866122	0.0915059	0.0788367	0.00186704	0.0748433	0.134547	0.0731075	0.119325	0.0155488	0.0194906	0.0241218	0.0706635	0.0426176	0.0559168	0.149211	0.0483965	0.03562445	34.11703	0.399253	0.738605	1.0831	1.77905	0.0292768	0.410163	0.00192036	0.166265	0.361077	0.0312974	0.04428567	0.8044238
37	0	-84.82993	-89.66608	4.836156	110.0965	3.333178	0.005856852	-0.002949934	0.0851567	0.0412502	0.0911816	0.0900383	0.0107833	0.0281155	0.00249565	0.0407572	0.0598022	0.0671513	0.0512626	0.279103	0.00159657	0.0868447	0.0644614	0.06433155	110.0965	0.413501	0.748452	1.08373	1.75432	0.0334976	0.353004	0.0213721	0.155035	0.402136	0.0349545	0.06138162	1.048059
38	0	-86.14077	-91.18837	5.047599	340.7922	1.27939	0.007918298	0.0006985771	0.0655503	0.00528809	0.0784089	0.20167	0.0165943	0.139283	0.00565806	0.0201604	0.0863865	0.274923	0.0398319	0.0138068	0.00445646	0.0221922	0.025791	0.00671129	340.7922	0.189146	0.547181	1.03433	2.22934	0.0463585	0.463149	0.0111164	0.0381	0.393984	0.0472926	0.007409867	0.9057234
39	0	-79.2164	-90.27554	11.05914	47.1491	1.232089	0.1546721	0.02173485	0.0334769	0.0154236	0.00565678	0.208268	0.0131442	0.0368017	0.0241177	0.0323503	0.00809421	0.144271	0.0902281	0.0274791	0.167996	0.045606	0.147086	0.009670935	47.1491	0.18082	0.536902	1.02987	2.25241	0.0967975	0.341396	0.0131321	0.0802554	0.427757	0.0406621	0.03140578	0.3079349
40	0	-77.19002	-80.59735	3.40733	840.5802	1.762172	0.009927924	0.001187254	0.0924709	0.0362541	0.0514716	0.0113674	0.165313	0.0594936	0.0266454	0.00838812	0.0265468	0.0106532	0.266995	0.0162101	0.042924	0.173752	0.0115154	0.003790929	840.5802	0.263132	0.62708	1.06272	2.04707	0.0412707	0.404723	0.00132202	0.125251	0.341749	0.0856836	0.004978182	0.7615086
41	0	-73.04104	-85.74492	12.70388	9.113538	2.516518	0.1721297	0.0957771	0.011174	0.0755743	0.0263035	0.0484462	0.020388	0.0465527	0.0187071	0.0874572	0.0678909	0.00265837	0.157984	0.0653194	0.0503415	0.188265	0.132938	0.01766193	9.113538	0.348017	0.700677	1.07881	1.87249	0.052256	0.538173	0.00366798	0.116342	0.233076	0.0564854	0.113439	0.1556953
42	0	-74.79954	-84.13577	9.336233	35.50281	3.389721	0.1242814	0.01207776	0.0324728	0.0707811	0.00960405	0.216329	0.109373	0.0446371	0.05705	0.00247159	0.0229292	0.02563	0.0967999	0.200667	0.0530408	0.0459957	0.012218	0.03762493	35.50281	0.417332	0.751053	1.08386	1.74775	0.0488361	0.433838	0.0224371	0.0926543	0.298617	0.103617	0.04970268	0.7569999
43	0	-72.5387	-83.2031	10.66441	49.62762	0.9689742	0.09700028	0.02251896	0.0378911	0.0314587	0.0203336	0.207743	0.0475293	0.12976	0.0275495	0.00584016	0.118954	0.0782858	0.0217733	0.0300236	0.0127974	0.219907	0.0101534	0.03648344	49.62762	0.130723	0.467223	0.994663	2.40739	0.0659608	0.493496	0.000391216	0.0891028	0.28429	0.0667596	0.0590024	0.6183383
44	0	-81.76863	-92.0737	10.30507	14.36185	1.657992	0.08788085	0.2160365	0.0413691	0.354414	0.0549472	0.00398279	0.0576537	0.0935072	0.00587282	0.0424624	0.0555734	0.156556	0.0370035	0.0511621	0.0062115	0.0143871	0.0248978	0.03548935	14.36185	0.24873	0.612903	1.05849	2.07987	0.0732859	0.481298	0.0418479	0.185821	0.184403	0.0333435	0.2515258	0.1410963
45	0	-73.72452	-84.52046	10.79594	37.96708	1.78079	0.100874	0.002513556	0.0678366	0.222746	0.00558665	0.0145791	0.0598491	0.0352276	0.00388829	0.0641424	0.0187543	0.00274403	0.0294165	0.012851	0.0131077	0.210153	0.239117	0.03064839	37.96708	0.265625	0.629477	1.06339	2.0415	0.0165504	0.413772	0.00764468	0.191875	0.296249	0.0739095	0.03316194	0.9242036
46	0	-75.37427	-84.52878	9.154508	38.44371	2.296959	0.0698844	-0.02065139	0.0507419	0.0903125	0.139778	0.108178	0.00778641	0.0285917	0.026558	0.0509829	0.0342498	0.141592	0.00634685	0.0977692	0.0708534	0.124553	0.0217062	0.05617797	38.44371	0.326321	0.683283	1.07591	1.91449	0.0321649	0.518967	0.0238422	0.132612	0.227123	0.0652903	0.03552658	1.581294
47	0	-68.75136	-80.26849	11.51713	24.86726	1.724173	0.09961807	0.02975982	0.0802305	0.0207266	0.112383	0.0497469	0.111782	0.0372893	0.0114175	0.01296	0.0344033	0.251999	0.0377664	0.0217646	0.0217015	0.183647	0.0121819	0.06190971	24.86726	0.257969	0.622064	1.06126	2.0587	0.0383882	0.481941	0.000971012	0.120794	0.286888	0.0710178	0.09166952	0.6753576
48	0	-80.49409	-91.49298	10.99888	12.4029	3.880907	0.1529907	0.08602986	0.0957445	0.00150735	0.0344569	0.136317	0.030692	0.0705057	0.0470629	0.0254793	0.0150525	0.0226404	0.053243	0.222947	0.0438461	0.189993	0.0105117	0.02064953	12.4029	0.447698	0.770987	1.0844	1.69691	0.027202	0.374085	0.0384258	0.152184	0.310948	0.0971549	0.1066794	0.1935662
49	0	-74.87908	-87.32314	12.44407	17.48342	2.927937	0.06695281	0.03871124	0.0287776	0.0328493	0.081605	0.0919954	0.295769	0.00967685	0.0271917	0.055262	0.0383787	0.0254232	0.0210165	0.0216466	0.0903326	0.153785	0.0262902	0.003098044	17.48342	0.383609	0.727458	1.08214	1.8068	0.0663089	0.518666	0.00135669	0.0863548	0.233076	0.0942375	0.04180929	0.07409942
50	0	-74.92311	-82.51779	7.594675	104.1281	3.286172	0.01505667	0.009950528	0.39527	0.0637337	0.0486703	0.0518925	0.0979913	0.0398961	0.0126851	0.0168027	0.0475425	0.0444928	0.0421491	0.00537099	0.00354395	0.126244	0.00371496	0.006925543	104.1281	0.410257	0.746235	1.08361	1.7599	0.0193375	0.391581	0.0343719	0.119003	0.419767	0.01594	0.01687607	0.4103765
51	0	-72.89024	-85.63129	12.74105	12.50936	0.9987971	0.3394481	0.05638141	0.223536	0.0538044	0.0291449	0.0412247	0.00275608	0.0926945	0.0457899	0.0274771	0.0728295	0.127721	0.0232536	0.00370816	0.0608898	0.131931	0.0632398	0.01205583	12.50936	0.136714	0.47639	0.9998	2.3871	0.0717114	0.458518	0.0215916	0.0994813	0.270418	0.0782797	0.06843724	0.1761589
52	0	-82.23369	-93.82645	11.59276	15.74127	1.513742	0.2456994	0.05797904	0.19135	0.0872833	0.00651674	0.326797	0.11933	0.0125853	0.00709719	0.0323334	0.0699295	0.0174043	0.00610787	0.0967936	0.00511084	0.0143859	0.00697468	0.03144582	15.74127	0.227438	0.590828	1.05122	2.13052	0.0970999	0.473938	0.0213021	0.150355	0.225532	0.0317731	0.08942486	0.3516451
53	0	-84.26718	-90.38862	6.121441	32.22377	3.221844	0.2688682	-0.0205218	0.086421	0.058048	0.142433	0.056213	0.115464	0.00567679	0.0356783	0.0347229	0.00934163	0.105259	0.0678601	0.015982	0.0331079	0.0870624	0.146731	0.06223966	32.22377	0.405728	0.743116	1.08341	1.76774	0.0428706	0.430864	0.0132192	0.0962127	0.336141	0.0806921	0.04171786	1.491919
54	0	-75.39459	-85.93291	10.53833	11.64088	3.807619	0.2288423	0.03032355	0.10599	0.029611	0.00466709	0.127877	0.0317438	0.0443673	0.031485	0.0172371	0.0191945	0.0292127	0.190649	0.0839891	0.00551829	0.254166	0.0242914	0.03002547	11.64088	0.443471	0.768282	1.08438	1.70387	0.0257972	0.472513	0.0958287	0.131006	0.239644	0.03521	0.06034902	0.4975304
55	0	-75.57322	-86.65571	11.0825	37.56096	1.53439	0.03510208	0.0118139	0.0266641	0.0619712	0.00100744	0.0329984	0.0312685	0.0403394	0.0129252	0.0582454	0.0560556	0.115851	0.0070411	0.335835	0.0228153	0.122656	0.0743257	0.0354912	37.56096	0.230586	0.594182	1.05238	2.12285	0.0866491	0.452523	0.0317796	0.136535	0.275246	0.0172674	0.0473051	0.7502616
56	0	-70.64366	-81.98816	11.3445	36.57987	1.675535	0.06413525	0.05504177	0.117789	0.0566642	0.00850734	0.0426347	0.0525416	0.0708761	0.00689009	0.0909439	0.0366407	0.155602	0.00413153	0.00521163	0.0403597	0.286555	0.0246528	0.01998136	36.57987	0.25121	0.615386	1.05926	2.07414	0.0279946	0.417012	0.00908769	0.196284	0.302061	0.0475615	0.07502313	0.266336
57	0	-70.90234	-79.31372	8.41138	60.42407	1.626121	0.05771727	0.02332114	0.247964	0.0057519	0.0579136	0.102886	0.0133518	0.117353	0.0292629	0.0149737	0.0441617	0.000120717	0.0576548	0.0002814	0.0136377	0.239027	0.0556607	0.07001026	60.42407	0.244165	0.608287	1.05704	2.09051	0.0294816	0.478303	0.00299338	0.162111	0.274842	0.052269	0.0933314	0.7501254
58	0	-74.14641	-83.74782	9.601407	80.7346	1.19369	0.07255231	0.01992877	0.169088	0.0175215	0.0082983	0.0170089	0.0735022	0.0494603	0.185206	0.0329433	0.0978454	0.0146597	0.0509096	0.00136826	0.0805691	0.189208	0.0124111	0.01869125	80.7346	0.173908	0.528122	1.02591	2.27206	0.0377735	0.470902	0.00262517	0.137431	0.32315	0.0281194	0.03862002	0.4839782
59	0	-73.00915	-84.34966	11.3405	27.89144	1.747255	0.2000703	0.06912841	0.210799	0.00630881	4.53296e-05	0.0070923	0.00459259	0.186043	0.035274	0.0257852	0.1393	0.0214147	0.0422616	0.0703171	0.125714	0.0991066	0.0259458	0.004743002	27.89144	0.261118	0.625131	1.06216	2.05159	0.0432331	0.43338	0.00265282	0.0770411	0.328855	0.114838	0.07387141	0.06420619
60	0	-71.92132	-83.20309	11.28178	35.14519	0.8123769	0.1033885	0.06526096	0.0350419	0.0041949	0.0145565	0.0879289	0.0306595	0.129834	0.00922104	0.0243427	0.0108069	0.00327268	0.398326	0.0641699	0.0169703	0.109226	0.0614487	0.02733571	35.14519	0.0981896	0.41207	0.960326	2.52941	0.0543001	0.419358	0.00413498	0.133641	0.309754	0.0788123	0.09259667	0.2952127
61	0	-78.04259	-88.04273	10.00014	57.06278	1.291281	0.03435011	-0.0005198748	0.0279454	0.158094	0.102209	0.0996646	0.00378053	0.0356147	0.0623449	0.0351145	0.0760761	0.188117	0.0454566	0.00416662	0.0276349	0.10736	0.0264213	0.04911675	57.06278	0.191207	0.549678	1.03539	2.22373	0.018519	0.337121	0.0058204	0.283287	0.307807	0.0474452	0.04859687	1.010698
62	0	-79.54768	-86.79035	7.242672	153.8537	2.561795	0.02368161	0.003766447	0.100979	0.00225832	0.019544	0.0872048	0.0179077	0.0883351	0.0681187	0.00852993	0.29448	0.0493583	0.0167434	0.0842106	0.0296445	0.100477	0.0322087	0.0003028884	153.8537	0.352238	0.703963	1.0793	1.8645	0.0241908	0.363911	0.024159	0.262606	0.268827	0.0563057	0.004069335	0.07443191
63	0	-70.53884	-81.06816	10.52932	27.84346	2.728943	0.1053573	0.03411032	0.0675659	0.121657	0.054867	0.116371	0.00703493	0.205217	0.0138034	0.017978	0.013777	0.0688146	0.0191081	0.202888	0.000893401	0.0894764	0.000547881	0.0359944	27.84346	0.367141	0.715323	1.08081	1.83673	0.0253325	0.435088	0.00418801	0.14108	0.305045	0.0892666	0.07010472	0.5134377
64	0	-74.35109	-85.72267	11.37157	9.028274	2.767254	0.1814494	0.008124197	0.00942734	0.0424312	0.00738865	0.0930695	0.0657909	0.00290592	0.0271014	0.0665061	0.0328566	0.0260774	0.255741	0.0627461	0.000106695	0.155239	0.152612	0.08889945	9.028274	0.370414	0.717769	1.0811	1.83072	0.0420732	0.448399	0.0143104	0.169276	0.247708	0.0782334	0.09702365	0.9162658
65	0	-67.66943	-82.54084	14.8714	4.748439	2.054437	0.1944433	0.1631156	0.0761239	0.0322022	0.0907474	0.000993233	0.0473078	0.115543	0.0262681	0.0451578	0.0218654	0.116224	0.0235955	0.0447406	0.0127483	0.327653	0.01883	0.01754111	4.748439	0.299687	0.66068	1.07129	1.96834	0.0401894	0.454297	0.0172974	0.117832	0.331018	0.0393658	0.1806567	0.09709637
