Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-291.5514	-248.5973	-42.95405	3.032697	3.913848	0.07420789	-0.02583552	0.0397155	0.0725107	0.0678187	0.192808	0.0220044	0.0188415	0.0486459	0.0586907	0.0653499	0.00059381	0.0533036	0.16945	0.0221261	0.128778	0.0393626	0.1438249	1	67.37012	0.0330912	0.449566	0.772176	1.0844	1.69385	0.245486	0.24396	0.170538	0.141942	0.151213	0.0468602	0.1179894	1.218965
1	0	-290.6736	-250.894	-39.77965	2.707064	3.636979	0.08300815	0.018462	0.00391577	0.00476991	0.0758477	0.0555085	0.029634	0.00199038	0.105558	0.0151544	0.0856113	0.107852	0.159343	0.116058	0.130844	0.05159	0.0563236	0.1298146	0	51.69148	0.04282665	0.433235	0.761639	1.08426	1.72087	0.287868	0.268544	0.196972	0.0525867	0.153115	0.0409145	0.1482766	0.8754895
2	0	-297.6393	-251.8586	-45.78073	1.78979	3.838886	0.1420046	-0.03906367	0.0044358	0.045216	0.11681	0.0626631	0.0504721	0.0135161	0.0529807	0.0976957	0.0601187	0.0349382	0.0957253	0.247732	0.0721587	0.0280738	0.0174642	0.2076246	1	78.7258	0.03235941	0.445286	0.769447	1.08439	1.70088	0.214656	0.348243	0.147738	0.0721926	0.18303	0.0341397	0.168561	1.231748
3	0	-296.0965	-257.7961	-38.30037	2.373916	2.742235	0.07463678	-0.1127578	0.0296878	0.0395657	0.0181162	0.251851	0.0318548	0.0437228	0.10175	0.0162671	0.0200307	0.0215379	0.0745506	0.0854505	0.0702049	0.158323	0.0370873	0.2594237	2	53.5365	0.05802062	0.368283	0.716178	1.08091	1.83463	0.170872	0.338157	0.167306	0.0979809	0.146136	0.0795476	0.1466659	1.768808
4	0	-283.4948	-246.1334	-37.36136	3.49348	2.801395	0.1000883	0.05509464	0.00435341	0.0523707	0.118478	0.244107	0.0504369	0.0205004	0.0984893	0.0543885	0.0688078	0.0576971	0.0125311	0.0800385	0.0449696	0.0887455	0.00408594	0.2038416	1	50.04479	0.0423066	0.373289	0.719903	1.08134	1.82547	0.223569	0.298961	0.165786	0.105955	0.130869	0.0748584	0.2589362	0.787227
5	0	-286.8197	-246.4796	-40.34008	3.765096	2.058663	0.08724469	0.03467845	0.0129032	0.124735	0.0541685	0.0499516	0.0557004	0.0154979	0.0894012	0.0231306	0.226617	0.0992153	0.013001	0.167088	0.00806454	0.0108981	0.0496277	0.07279795	2	56.62226	0.03557023	0.300178	0.66111	1.07139	1.96732	0.204702	0.281708	0.122998	0.0700725	0.254317	0.0662023	0.1074764	0.677339
6	0	-292.5266	-255.2056	-37.32102	3.65184	3.105093	0.08537139	0.07552938	0.015254	0.000257362	0.0713914	0.213483	0.0137204	0.0172056	0.0329995	0.0711001	0.113446	0.057778	0.0722653	0.0669102	0.0157133	0.186836	0.0516409	0.06215635	1	50.71934	0.08034362	0.397232	0.737186	1.08299	1.78259	0.285985	0.253181	0.196316	0.087655	0.122554	0.0543091	0.1376857	0.4514364
7	0	-294.8834	-251.5884	-43.29494	4.347368	3.756851	0.09664529	-0.01868275	0.0063444	0.00599294	0.135007	0.10489	0.126553	0.0262587	0.0188805	0.0940217	0.0202474	0.152377	0.0347668	0.103935	0.119104	0.0365612	0.0150597	0.09578814	1	54.14771	0.03734005	0.440485	0.766358	1.08435	1.7088	0.22922	0.224974	0.237842	0.0785543	0.170864	0.0585456	0.07710539	1.242301
8	0	-293.4636	-253.5729	-39.89064	2.788253	1.03239	0.0567827	0.0479302	0.0473775	0.0231651	0.093219	0.202006	0.0459386	0.0297015	0.0462789	0.00298764	0.0886868	0.048198	0.0651375	0.0989777	0.112534	0.0923486	0.00344354	0.05397006	1	50.00178	0.04946058	0.143371	0.486275	1.00517	2.36519	0.235061	0.257683	0.114765	0.122725	0.219233	0.0505322	0.1019003	0.5296362
9	0	-296.1052	-258.2995	-37.80571	2.109386	1.179528	0.1165989	0.06749605	0.00418499	0.0733119	0.0613669	0.0803349	0.0189008	0.0202077	0.0650097	0.104218	0.107932	0.0162731	0.0865888	0.139541	0.0195863	0.129006	0.0735372	0.1028435	1	67.64453	0.03519584	0.171323	0.524779	1.02437	2.27952	0.219872	0.32847	0.131036	0.0627148	0.196615	0.0612924	0.1703396	0.6037559
10	0	-288.7452	-254.4697	-34.27549	2.212184	1.194681	0.09502701	0.06621948	0.00975186	0.064256	0.0420413	0.12929	0.0387338	0.000993481	0.0396562	0.0793692	0.114002	0.079734	0.0609144	0.179633	0.0113008	0.0258413	0.124484	0.06580296	1	53.19681	0.05316955	0.174088	0.528354	1.02602	2.27154	0.160076	0.372285	0.169465	0.107699	0.148759	0.0417159	0.1320224	0.4984226
11	0	-288.1777	-252.2483	-35.92945	2.610799	4.1904	0.1105248	0.005653952	0.0209559	0.0281531	0.154014	0.0569568	0.036116	0.0326356	0.0388638	0.0255816	0.214109	0.163619	0.0312515	0.0300175	0.0235994	0.0993612	0.0447656	0.1057538	2	50.31043	0.03453432	0.464525	0.781546	1.08433	1.6696	0.232375	0.286797	0.0969898	0.132482	0.170707	0.0806495	0.1114077	0.9492499
12	0	-295.3673	-249.0927	-46.27456	2.491192	4.241815	0.1073972	-0.0115214	0.0185499	0.00502801	0.0611898	0.241029	0.0361512	0.000948849	0.121059	0.0763068	0.0576412	0.00587243	0.0278541	0.184061	0.0231349	0.0689098	0.0722637	0.1498053	0	90.68059	0.03370571	0.467172	0.783177	1.08429	1.66536	0.205675	0.259928	0.156242	0.107861	0.214157	0.0561361	0.1382839	1.083317
13	0	-290.9132	-250.358	-40.55523	2.65492	4.571573	0.09038898	-0.04551924	0.038267	0.0607875	0.160578	0.0687474	0.0540036	0.043977	0.187076	0.068006	0.13294	0.0565988	0.00761055	0.0742184	0.028066	0.00517723	0.0139468	0.1528668	1	52.00391	0.03183103	0.483248	0.792913	1.08396	1.63988	0.253762	0.254647	0.105146	0.0761586	0.257065	0.0532212	0.1073475	1.424036
14	0	-286.1561	-249.7325	-36.4236	3.712294	3.053012	0.08903976	0.03094662	0.00433142	0.0796639	0.0640236	0.126204	0.102583	0.0075149	0.0817824	0.0297466	0.159722	0.107755	0.00521918	0.18348	0.0147941	0.033046	0.00013416	0.1379788	1	51.07124	0.05191231	0.393322	0.734421	1.08277	1.78949	0.218123	0.259398	0.148847	0.0974815	0.215811	0.0603391	0.1689254	0.816803
