Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-288.1054	-244.1105	-43.99485	3.152315	5.230158	0.1104657	0.02689899	0.136689	0.00250884	0.113856	0.00733476	0.187825	0.000853715	0.0773912	0.0288476	0.0158997	0.106916	0.0128301	0.142845	0.0226944	0.0468	0.0967091	0.04942203	3	70.70005	0.04099849	0.511365	0.809274	1.08288	1.59648	0.204508	0.238474	0.139701	0.0993777	0.234419	0.0835206	0.07632102	0.6475547
100	-295.7475	-259.8296	-35.9179	4.534344	3.487312	0.1407995	-0.04204133	0.0524824	0.0196518	0.0627758	0.0283158	0.0350191	0.197683	0.0907376	0.112735	0.0298339	0.0395278	0.0879188	0.095982	0.00596524	0.094351	0.0470203	0.2084812	2	50.98657	0.06182252	0.423769	0.755378	1.08405	1.7368	0.242735	0.178618	0.18438	0.098895	0.204036	0.0913358	0.1664399	1.252592
200	-290.2098	-248.7961	-41.41366	2.632073	4.391002	0.08498754	-0.03141718	0.0665519	0.0551482	0.120065	0.00510685	0.0300213	0.0384739	0.0606527	0.083252	0.0521032	0.0353068	0.00877697	0.213349	0.00470419	0.0119851	0.214504	0.3079281	2	53.63832	0.009830717	0.474632	0.78773	1.08416	1.65347	0.156669	0.18971	0.180688	0.115398	0.279583	0.0779523	0.2765109	1.11362
300	-288.0975	-252.9932	-35.10427	2.711952	1.574025	0.09586048	0.03204952	0.0277917	0.0263755	0.0768203	0.0435955	0.054803	0.00571258	0.0691298	0.0166332	0.103016	0.202847	0.00123092	0.00757083	0.0197743	0.227393	0.117306	0.09675167	1	52.0091	0.03254187	0.236534	0.600431	1.05449	2.10855	0.168839	0.228688	0.192389	0.13997	0.181131	0.0889825	0.1288012	0.7511706
400	-291.2905	-253.1389	-38.15159	3.983816	2.304565	0.07910285	0.05102549	0.158901	0.00353599	0.160983	0.0818607	0.161408	0.00260239	0.0163239	0.0142991	0.0236233	0.180431	0.0130817	0.078797	0.0401274	0.0544093	0.00961671	0.1006842	2	51.79855	0.01849733	0.327108	0.68393	1.07603	1.91293	0.170586	0.240364	0.169644	0.111834	0.214372	0.0931999	0.1517097	0.6636636
500	-286.7211	-245.5334	-41.18777	4.352996	3.090471	0.09112698	0.02402742	0.0516092	0.0108901	0.0479713	0.00647757	0.060051	0.028601	0.175776	0.0124785	0.0161487	0.26328	0.025128	0.0467729	0.0203435	0.226421	0.00805164	0.2717399	2	52.61042	0.02753845	0.396142	0.736417	1.08293	1.78451	0.186417	0.18345	0.17903	0.0887267	0.331733	0.0306429	0.2957674	0.9187624
600	-294.7311	-256.3145	-38.41669	2.422492	1.228989	0.1079189	0.08270463	0.0754665	0.0151338	0.168166	0.0181983	0.121021	0.0400771	0.0646957	0.0439009	0.0872456	0.121696	0.00410387	0.104395	0.0550325	0.0374185	0.0434494	0.08923296	1	60.01395	0.02832502	0.180267	0.536208	1.02956	2.25396	0.262802	0.196689	0.0817377	0.102298	0.248698	0.107775	0.1719376	0.5189846
700	-288.2152	-251.667	-36.54821	1.029695	3.59955	0.1255654	0.03120662	0.0369098	0.0314248	0.101999	0.00909768	0.0512202	0.0960807	0.040907	0.0595971	0.0769211	0.102589	0.0167046	0.238649	0.00407537	0.109557	0.0242683	0.1035977	2	50.47853	0.05216534	0.430912	0.760113	1.08422	1.72476	0.146254	0.289811	0.100591	0.151335	0.238693	0.073317	0.1348043	0.7685043
800	-289.2777	-250.3702	-38.90747	1.941994	2.226783	0.107761	0.02745189	0.0783489	0.00776872	0.0331086	0.0413848	0.235479	0.00888593	0.0634975	0.00263524	0.0999311	0.0749629	0.029164	0.00656498	0.0178071	0.239697	0.060764	0.1585566	2	54.48852	0.01753431	0.318922	0.677149	1.07475	1.92918	0.212272	0.249869	0.151253	0.102118	0.189671	0.094818	0.1860085	0.8524159
900	-294.1397	-250.0278	-44.11191	2.208713	2.90588	0.08336481	-0.04717701	0.0169756	0.0216195	0.142635	0.00410811	0.0332596	0.0692541	0.0778952	0.0131373	0.0185746	0.139326	0.0383626	0.24241	0.0295177	0.11357	0.0393552	0.1551975	0	52.3706	0.01626842	0.381847	0.72618	1.08201	1.80996	0.14454	0.222853	0.0982894	0.106596	0.368831	0.0588914	0.1080205	1.436741
