Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-254.9456	-251.3454	-3.600159	10.76669	2.304026	0.1052353	0.1261818	0.0691514	0.0213412	0.25148	0.0440628	0.00373244	0.0288501	0.0659949	0.208285	0.0494828	0.00755946	0.0282694	0.00767337	0.126084	0.0220332	0.0659991	0.005314524	10.76669	0.327053	0.683884	1.07602	1.91304	0.259962	0.172433	0.108823	0.0905047	0.184202	0.184075	0.1314963	0.04041576
1	0	-258.7972	-250.1427	-8.654479	25.19436	2.951051	0.07041401	0.07747761	0.0148791	0.03335	0.0701667	0.191911	0.0349654	0.00708272	0.0949645	0.100577	0.0763364	0.000919639	0.101364	0.0475778	0.187828	0.0360421	0.0020359	0.02592678	25.19436	0.385439	0.728781	1.08226	1.80352	0.321805	0.257508	0.0965139	0.0795625	0.130683	0.113927	0.1034044	0.2507319
2	0	-263.7529	-245.9666	-17.78631	160.1714	1.859256	0.03809163	0.01455642	0.13612	0.00311462	0.107139	0.0903825	0.0167292	0.0132253	0.0579282	0.00383239	0.00220351	0.02155	0.0101871	0.0105947	0.383626	0.101113	0.0422542	0.02333096	160.1714	0.275875	0.639161	1.06603	2.01893	0.192695	0.268291	0.089985	0.11668	0.182059	0.15029	0.03788738	0.6157976
3	0	-275.6345	-253.134	-22.5005	178.0147	1.688366	0.003387912	0.006865863	0.0614967	0.0351275	0.100823	0.0452252	0.00384467	0.0111074	0.0015935	0.138629	0.0440185	0.0652971	0.0213621	0.145189	0.0481484	0.221978	0.0561588	0.003018477	178.0147	0.25301	0.617177	1.0598	2.07001	0.290427	0.298849	0.119709	0.0716242	0.132158	0.0872339	0.00988434	0.3053797
4	0	-251.8523	-245.9053	-5.94698	10.85058	4.647081	0.06459593	0.146817	0.0600218	0.0430328	0.13291	0.0264903	0.0413985	0.00375268	0.0254877	0.0712056	0.0200583	0.0475875	0.0280684	0.0540538	0.192008	0.106317	0.147607	0.008522434	10.85058	0.486725	0.794981	1.08386	1.63444	0.203801	0.199615	0.16697	0.149427	0.106123	0.174065	0.1553394	0.0548633
5	0	-248.4347	-248.6289	0.1942448	5.54847	1.425001	0.09931254	0.2388311	0.0607458	0.029082	0.0681119	0.047565	0.0160632	0.0243701	0.0505605	0.0856234	0.00235161	0.134115	0.00414435	0.0110219	0.324188	0.138686	0.00337139	0.0120558	5.54847	0.213501	0.575577	1.0457	2.16523	0.220965	0.233985	0.15823	0.079733	0.127816	0.179271	0.2508869	0.0480527
6	0	-261.8171	-257.4403	-4.376794	16.2926	1.660789	0.05435376	0.08220453	0.0670269	0.0216225	0.119988	0.020053	0.0528288	0.167168	0.0780657	0.0867746	0.109901	0.00898009	0.0136953	0.118605	0.0397356	0.0243818	0.071173	0.01160814	16.2926	0.249127	0.613302	1.05862	2.07895	0.291163	0.252176	0.117146	0.0954104	0.111689	0.132415	0.09381267	0.1237374
7	0	-261.2702	-249.1647	-12.10542	27.99213	2.63321	0.02980669	0.0761779	0.0369197	0.0444528	0.0251871	0.0782405	0.00160511	0.0370361	0.100445	0.0220073	0.00192845	0.0352793	0.00176431	0.050277	0.407561	0.0989754	0.0583209	0.05260192	27.99213	0.358733	0.708959	1.07999	1.85232	0.270292	0.305362	0.0933713	0.0711358	0.136481	0.123357	0.1287798	0.408464
8	0	-258.0942	-248.2818	-9.812317	14.05086	5.047965	0.05439938	0.02052483	0.10274	0.055611	0.103427	0.0281463	0.0417219	0.00568942	0.0892924	0.0818336	0.0604366	0.00589512	0.0381897	0.0541458	0.133984	0.138244	0.060642	0.06859661	14.05086	0.504058	0.8051	1.08322	1.60762	0.215451	0.149289	0.171482	0.146146	0.127965	0.189667	0.08912143	0.7696982
9	0	-257.0408	-249.9844	-7.056431	18.86433	1.276803	0.0480328	0.1102085	0.0326771	0.116825	0.0775276	0.064225	0.0165716	0.0463996	0.155281	0.127278	0.0127869	0.0315041	0.0731114	0.0556086	0.154889	0.0309482	0.00436568	0.002035294	18.86433	0.188696	0.546634	1.0341	2.23057	0.197574	0.203189	0.149282	0.101271	0.138699	0.209985	0.1122438	0.01813279
