Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-692.962	-552.4575	-140.5044	7.104112	7.266942	0.02901937	-0.01083018	0.0652529	0.109976	0.0917443	0.0451326	0.00877091	0.00286865	0.0836874	0.0120075	0.0878508	0.0882265	0.0622486	0.0941402	0.10772	0.140152	0.000220952	0.1015551	5	97.44719	0.0218771	0.575555	0.843746	1.07833	1.50237	0.0856124	0.287199	0.162799	0.144688	0.181041	0.138661	0.09072496	1.119374
1	0	-683.275	-534.8514	-148.4236	5.238451	2.859316	0.02491766	-0.03739058	0.0278956	0.0684806	0.202576	0.0411	0.00396924	0.000455445	0.0849598	0.00597723	0.06144	0.0371838	0.0694695	0.234542	0.0290939	0.12523	0.00762674	0.2016291	5	123.1431	0.008180023	0.378077	0.723429	1.08173	1.81677	0.174987	0.261829	0.177127	0.111737	0.196586	0.0777335	0.1642385	1.22766
2	0	-684.4166	-549.3809	-135.0357	7.761983	1.529346	0.02902617	0.01127332	0.0152972	0.0926788	0.0512745	0.0204113	0.0146972	0.0162455	0.0659824	0.0102207	0.0720606	0.123758	0.091542	0.121303	0.0180454	0.247916	0.0385673	0.1085316	4	85.4737	0.01869127	0.22982	0.593369	1.0521	2.12471	0.123848	0.216537	0.13662	0.157245	0.236708	0.129043	0.1198049	0.9059027
3	0	-698.4861	-540.67	-157.8161	14.95566	2.513728	0.01706913	-0.001172307	0.0453615	0.0621833	0.102708	0.0194373	0.042835	0.00803382	0.208641	0.000464763	0.0595088	0.0741553	0.0840994	0.102366	0.0167971	0.089254	0.0841544	0.1046108	2	94.08923	0.01740315	0.347754	0.700472	1.07878	1.87299	0.138954	0.175699	0.228369	0.0990095	0.262683	0.0952854	0.1034385	1.011333
4	0	-690.8306	-545.6284	-145.2023	9.605778	4.60698	0.02679526	0.005067343	0.0176039	0.0317454	0.116759	0.0535658	0.00965633	0.00204437	0.203523	0.00950476	0.036108	0.0434019	0.118593	0.159549	0.00869791	0.168715	0.0205333	0.1632015	3	83.37924	0.01862987	0.484887	0.793889	1.08391	1.63731	0.138437	0.27586	0.229363	0.0701925	0.213159	0.0729881	0.1682688	0.9698854
5	0	-685.6431	-541.8679	-143.7752	13.06561	1.445409	0.02535067	0.003015576	0.0218527	0.110941	0.10905	0.039801	0.0332369	0.0105985	0.147478	0.0113219	0.0427089	0.0246998	0.0729563	0.0937839	0.0245056	0.215114	0.0419521	0.1453186	4	93.95623	0.009658768	0.216765	0.57921	1.04705	2.15698	0.120755	0.280411	0.0980903	0.149384	0.231936	0.119424	0.1483341	0.9796704
6	0	-688.1538	-542.3754	-145.7785	15.83342	2.79532	0.02275478	0.0160838	0.0213773	0.0548119	0.0939966	0.0604791	0.0219646	0.00507315	0.170664	0.00226759	0.100347	0.107409	0.0281483	0.0519901	0.096169	0.161317	0.0239858	0.03824358	5	107.78	0.02384738	0.37278	0.719526	1.0813	1.82639	0.135993	0.302128	0.16428	0.0843714	0.225326	0.0879012	0.05432738	0.7039467
7	0	-691.8061	-547.9144	-143.8917	16.46437	1.611224	0.0217297	0.01710328	0.04167	0.0911041	0.0231363	0.034774	0.00485075	0.0242149	0.117278	0.0028032	0.0290498	0.111898	0.0637367	0.153988	0.00695373	0.29053	0.00401253	0.07539977	3	106.1252	0.01882074	0.242004	0.60608	1.05634	2.09558	0.135872	0.214979	0.170529	0.155456	0.247534	0.0756293	0.09250305	0.8151058
8	0	-702.5355	-549.9146	-152.6209	17.50073	2.674088	0.03338102	-0.008625801	0.00766937	0.0393193	0.057997	0.0669857	0.00307854	0.0122905	0.130446	0.00482111	0.0471109	0.177371	0.0541496	0.026396	0.104533	0.192321	0.0755111	0.2894731	2	105.2287	0.01149017	0.362364	0.711722	1.08035	1.84556	0.159749	0.303685	0.144747	0.0893179	0.205645	0.0968551	0.2808473	1.030713
9	0	-684.6317	-550.9506	-133.6812	6.39943	1.048559	0.04230637	-0.01732206	0.0143411	0.079626	0.214221	0.0692859	0.0489889	0.0140265	0.126989	0.0140909	0.0485998	0.0154418	0.0593242	0.0291402	0.0692464	0.158883	0.0377953	0.199127	5	88.55151	0.01422717	0.14654	0.490876	1.0076	2.35498	0.148766	0.22899	0.188874	0.129679	0.180628	0.123064	0.181805	1.095278
10	0	-686.4571	-538.1959	-148.2612	12.65504	2.870621	0.0248995	0.002736109	0.00621658	0.153668	0.137137	0.0269908	0.0244273	0.0116471	0.121818	0.010842	0.048527	0.0198662	0.0640021	0.0507114	0.0303893	0.203426	0.090331	0.1810502	2	90.7109	0.01589678	0.378999	0.724103	1.0818	1.8151	0.162579	0.223745	0.228382	0.0985241	0.184686	0.102085	0.1837863	0.9851125
11	0	-692.3898	-556.9997	-135.3901	16.68217	2.29162	0.03756995	0.01650316	0.00114104	0.00817428	0.0478024	0.0357583	0.0188846	0.0027775	0.0567133	0.0121388	0.0759874	0.0599545	0.0946128	0.136165	0.0596923	0.302941	0.0872576	0.2190415	3	70.42911	0.00988279	0.325766	0.682827	1.07583	1.91558	0.236337	0.221763	0.161124	0.15425	0.171616	0.0549094	0.2355446	0.9299362
12	0	-683.022	-549.0506	-133.9713	2.573461	1.730259	0.0566788	-0.002170578	0.0132345	0.00856957	0.0880067	0.0315338	0.0311832	0.00157615	0.0708625	0.00061126	0.0288105	0.168019	0.151536	0.115112	0.00704831	0.262338	0.0215587	0.2296753	2	78.37278	0.01704816	0.258803	0.622879	1.0615	2.05682	0.148347	0.23783	0.170643	0.127647	0.219461	0.0960724	0.2275047	1.009541
13	0	-679.0998	-539.8211	-139.2786	2.717986	4.133441	0.03664917	-0.005926352	0.000405781	0.0416002	0.134235	0.083176	0.0421463	0.000939816	0.139356	0.00540485	0.057313	0.0823874	0.117251	0.0555175	0.053286	0.17508	0.0119007	0.1104845	4	89.34686	0.02267319	0.461546	0.779701	1.08436	1.6744	0.153684	0.261883	0.157137	0.116221	0.219371	0.0917043	0.1045581	1.05668
14	0	-699.7665	-550.4833	-149.2832	30.74808	1.570792	0.02429345	-0.009204818	0.0138331	0.0800654	0.034694	0.00641851	0.0615565	0.0281014	0.180261	0.000767352	0.0595344	0.115377	0.11756	0.0877325	0.0494901	0.12204	0.0425678	0.13409	2	93.67042	0.0118529	0.236054	0.599931	1.05432	2.10969	0.220204	0.253116	0.108708	0.119924	0.219607	0.0784403	0.1248852	1.073706
15	0	-682.8839	-544.7645	-138.1194	5.35612	2.107663	0.03556033	-0.01679199	0.0222967	0.0629399	0.103704	0.0272056	0.0145145	0.000657736	0.148693	0.00311647	0.0742976	0.0968112	0.0194073	0.068018	0.0643574	0.288347	0.00563332	0.1360325	4	104.1797	0.01766482	0.305796	0.665995	1.07246	1.95574	0.174735	0.194903	0.18783	0.106584	0.262212	0.0737353	0.1192405	1.140825
16	0	-668.9144	-545.5926	-123.3218	5.258999	1.954305	0.04000149	0.01288179	0.00320712	0.0902245	0.0608818	0.0296609	0.0996566	0.00126365	0.100048	0.00655551	0.04877	0.0915489	0.0877107	0.0609276	0.0434724	0.197735	0.0783368	0.1239399	7	83.41701	0.03194927	0.287758	0.650065	1.0688	1.99337	0.168753	0.227927	0.21177	0.136421	0.210872	0.0442571	0.1368217	0.9058498
17	0	-674.9435	-543.6929	-131.2506	4.840249	2.014966	0.03513739	-0.01598025	0.00554956	0.102931	0.114209	0.0466872	0.0131709	0.000462319	0.108181	0.00944037	0.0999697	0.0322149	0.0819896	0.0696558	0.086924	0.182461	0.0461533	0.1546003	4	82.02593	0.01800693	0.295055	0.656596	1.07036	1.97799	0.156957	0.30442	0.144664	0.116178	0.185137	0.0926445	0.13862	1.115281
18	0	-675.6869	-542.7212	-132.9656	6.576959	2.711283	0.02720634	-0.02086856	0.0263985	0.0975558	0.0768459	0.128936	0.0395692	0.00482536	0.150901	0.00810282	0.0376195	0.0444687	0.050318	0.0719551	0.0748697	0.0872183	0.100416	0.1358247	6	96.91831	0.01996368	0.365615	0.714176	1.08066	1.83954	0.158051	0.264198	0.172155	0.0915654	0.197905	0.116126	0.1149561	1.181535
19	0	-681.7157	-543.8357	-137.8801	4.202787	2.142369	0.03807265	0.03587098	0.0199736	0.0689069	0.0764944	0.0626393	0.0719843	0.00408253	0.117613	0.00227206	0.0486495	0.0499199	0.173889	0.0774654	0.0431128	0.118607	0.0643904	0.1560999	4	82.67017	0.02065481	0.309697	0.669347	1.07318	1.94778	0.146507	0.275854	0.191812	0.142701	0.16667	0.0764566	0.1919709	0.8131437
20	0	-691.25	-542.3714	-148.8786	3.317397	2.979118	0.02990132	0.04504215	0.00595779	0.07485	0.132702	0.0126607	0.021447	0.0053671	0.160807	0.0054464	0.0366582	0.0453987	0.0528846	0.088264	0.0101072	0.276807	0.0706428	0.1852563	2	78.15195	0.01664879	0.38764	0.730365	1.08241	1.79958	0.179787	0.258651	0.166131	0.115948	0.182908	0.0965751	0.2302985	0.8044184
21	0	-693.9179	-541.9967	-151.9212	8.864422	2.89908	0.0253787	0.01947206	0.0270098	0.13054	0.127745	0.0216097	0.00162259	0.000249731	0.155658	0.0121491	0.0630348	0.0116582	0.0785872	0.0940777	0.0314198	0.156577	0.0880623	0.1011518	3	112.072	0.01699895	0.381301	0.725783	1.08197	1.81095	0.11805	0.215823	0.182794	0.140254	0.265027	0.0780515	0.1206238	0.838572
22	0	-697.9685	-543.2601	-154.7084	12.16606	1.938634	0.02446398	0.008174163	0.0150689	0.083541	0.0519565	0.0514655	0.043732	0.00653191	0.120248	0.000709893	0.0190662	0.193027	0.0838025	0.0490336	0.0603184	0.0929571	0.128541	0.08995751	3	126.6848	0.01205222	0.285838	0.648325	1.06838	1.99746	0.156032	0.287467	0.156937	0.0738302	0.208168	0.117566	0.09813167	0.9167021
23	0	-685.7473	-542.5621	-143.1851	7.217273	4.858661	0.02513082	0.004872436	0.0168099	0.0535966	0.0550232	0.0596195	0.0188925	0.00694208	0.0831187	0.0004019	0.0343731	0.0471788	0.0413475	0.0989029	0.0422391	0.395987	0.0455669	0.121391	4	99.59895	0.01456556	0.496099	0.800493	1.08354	1.61987	0.169375	0.26202	0.185354	0.107243	0.179254	0.0967541	0.1262634	0.9614106
