Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-349.69	-322.6975	-26.9925	5.986772	1.078961	0.00886833	0.0100679	0.172911	0.00781985	0.0425514	0.0374085	0.022686	0.0877426	0.131142	0.0312265	0.110085	0.253239	0.0100672	0.233617	0.0216024	0.0306487	0.132734	0.0426383	0.0116588	0.0737134	0.0350752	0.00413273	0.0797731	0.146976	0.144185	0.0146026	0.0811734	0.40973	0.063189	0.0942388	0.17102	0.0338534	0.19241	0.200997	0.00143471	0.12751	0.00135817	0.210737	0.0219848	0.70912	0.038608	0.00461571	0.0498367	0.00956741	0.1098568	0.2328438	0.0717879	0.011443	0.0220184	0.0513449	0.0026103	0.0133994	0.142154	0.0731885	0.0333236	0.0166751	0.0736017	0.0827681	0.211396	0.154754	0.0395347	0.4661952	8	6.649162	0.1775399	0.152434	0.499264	1.01194	2.33636	0.263034	0.25512	0.134539	0.0477715	0.126864	0.172671	0.699039	0.6669087
100	-346.3336	-316.9021	-29.43143	8.503291	5.587403	0.217172	0.00133653	0.0744771	0.0249137	0.00114851	0.119982	0.0842663	0.0276796	0.0161782	0.0223736	0.102299	0.090195	0.0909461	0.310291	0.0117556	0.045729	0.0225474	0.0178716	0.075411	0.0589397	0.0177154	0.0206546	0.105025	0.133316	0.023069	0.00165636	0.00843861	0.316128	0.21228	0.0553446	6.29535e-05	0.0506808	0.201051	0.142461	0.218368	0.14774	0.0985415	0.0271093	0.0108308	0.166056	0.00696491	0.0054657	0.136442	0.0282096	0.0761077	0.3901191	0.0321252	0.0353205	0.0601732	0.0367093	0.0227798	0.0962134	0.0917749	0.0790714	0.00831451	0.135162	0.0175602	0.0508732	0.173278	0.0864422	0.0742017	0.3393837	6	8.84242	0.2277449	0.524785	0.8168	1.08216	1.57626	0.184966	0.304519	0.131449	0.10085	0.0586727	0.219542	0.7295028	0.4652261
200	-341.5607	-315.5407	-26.01999	5.745583	1.264812	0.0176377	0.0260588	0.00760778	0.00522579	0.0201395	0.139652	0.045289	0.0328695	0.0288149	0.0241202	0.0250003	0.126268	0.0172689	0.0891052	0.0239092	0.071481	0.0158724	0.120205	0.290747	0.0143706	0.0192124	0.0156867	0.0853244	0.0887787	0.0658846	0.0551688	0.0243164	0.185765	0.196735	0.635584	0.155649	0.00765577	0.02108	0.00161049	0.162168	0.0269342	0.0802121	0.0446313	0.112568	0.50571	0.0518179	0.11958	0.0103137	0.056022	0.09283508	-0.1401882	0.15354	0.0227316	0.0508105	0.101832	0.00883906	0.0207328	0.0851136	0.0412732	0.0343946	0.0971124	0.0680466	0.00961822	0.130678	0.162009	0.0132687	0.7021697	7	7.999655	0.1309596	0.186602	0.544073	1.033	2.23632	0.127463	0.282129	0.182138	0.108256	0.137772	0.162242	0.5619815	1.249453
300	-385.7987	-333.4118	-52.38694	5.483054	1.951989	0.0343529	0.00411129	0.0916005	0.0276737	0.00862175	0.189906	0.405029	0.233303	0.109434	0.70341	0.130748	0.779466	0.312401	0.257574	0.151718	0.350269	0.0771054	0.0306252	0.231208	0.113283	0.233821	0.0827838	0.501087	0.259911	0.500015	0.0753833	0.497614	0.744668	0.183398	0.106811	0.00579564	0.0239864	0.110181	0.0513534	0.015673	0.328386	0.567525	0.011401	0.0335318	0.246735	0.117781	0.0691757	0.0380652	0.038951	0.1949988	0.05424114	0.0268422	0.0547472	0.0933896	0.0039933	0.0190609	0.0310095	0.0427234	0.0110578	0.00293838	0.00337491	0.265079	0.0244983	0.122563	0.229282	0.0694407	0.5425115	10	5.904304	0.2405018	0.287475	0.649809	1.06874	1.99397	0.154464	0.37513	0.0805081	0.0688826	0.184085	0.136931	0.5967526	0.9091061
400	-360.8475	-330.0341	-30.81341	6.504639	2.928799	0.0108202	0.0229237	0.0657859	0.00651965	0.00117287	0.239753	0.0222912	0.00905157	0.00263856	0.0246497	0.0113955	4.43942e-05	0.0508665	0.350581	0.0055213	0.0145165	0.00578546	0.0434579	0.184548	0.120786	0.0530052	0.0673178	0.058499	0.287977	0.49869	0.0313311	0.0289878	0.105632	0.00673684	0.00965849	0.00134899	0.0382099	0.18486	0.0991716	0.0780612	0.106548	0.100251	0.0382949	0.150255	0.107419	0.0541059	0.146135	0.037455	0.0491196	0.09882839	0.09103041	0.14553	0.0166117	0.0307587	0.00250772	0.0366704	0.0614016	0.0579316	0.0432699	0.0970226	0.0891094	0.159076	0.000412303	0.0457388	0.149432	0.0645269	0.629082	4	10.9669	0.1479863	0.383678	0.727508	1.08214	1.80667	0.151146	0.257035	0.12995	0.109576	0.182247	0.170047	0.7201124	0.8735886
500	-333.3405	-327.3348	-6.005718	7.143679	1.668681	0.0322431	0.0538084	0.051638	0.0130943	0.0280163	0.0150079	0.00999459	0.0199222	0.00504781	0.0449346	0.0108109	0.019051	0.00831273	0.131607	0.00385182	0.128205	0.0330189	0.0269281	0.254829	0.0461949	0.0551842	0.0837255	0.0147493	0.201288	0.0327347	0.0044463	0.0471985	0.0029527	0.111879	0.0351291	0.0102945	0.00399643	0.0203647	0.023733	0.00509941	0.0606927	0.0716368	0.0657782	0.298019	0.0134042	0.0182267	0.290028	0.0611274	0.00836003	0.05857088	0.06233997	0.108793	0.0726121	0.0473433	0.0110467	0.0170902	0.0349894	0.0303964	0.00762078	0.0897166	0.0538157	0.166094	0.042747	0.0901087	0.13779	0.0898364	0.4775861	5	9.04879	0.1651434	0.250244	0.614421	1.05896	2.07637	0.209795	0.290217	0.0895184	0.0982619	0.110066	0.202141	0.5399261	0.8845398
600	-338.1462	-324.6286	-13.51759	6.649042	3.342068	0.0660824	0.059626	0.0670092	0.0325227	0.033729	0.00936266	0.0256948	0.0120252	0.0739841	0.0184374	0.00967752	0.206735	0.114798	0.137577	0.0030099	0.0124262	0.0802837	0.0228531	0.0327803	0.0735171	0.0957055	0.00525603	0.283802	0.0135796	0.141055	0.151652	0.163947	0.0263882	0.044835	0.0417627	0.00514753	0.0150372	0.374719	0.185281	0.0795063	0.00104903	0.0505421	0.0271842	0.0501558	0.0069387	0.00921155	0.15956	0.0298205	0.0304117	0.07196323	0.02264764	0.0581538	0.0546301	0.0980546	0.0240631	0.00832427	0.0225799	0.077738	0.0830635	0.000561788	0.0493591	0.065143	0.00357918	0.323037	0.12145	0.0102622	0.5392358	8	6.939751	0.2365942	0.414108	0.748866	1.08375	1.75327	0.23407	0.328112	0.095179	0.10618	0.103162	0.133297	0.5618835	0.9596934
700	-353.0712	-319.7103	-33.36083	5.895485	3.165726	0.0585704	0.089793	0.0125275	0.0183811	0.0735617	0.0186261	0.0242476	0.00035814	0.0550628	0.0536414	0.04512	0.172793	0.0644756	0.194563	0.352463	0.112331	0.200494	0.00540714	0.101008	0.0590026	0.229407	0.0104377	0.0445021	0.0495627	0.450046	0.157617	0.0947537	0.0506289	0.0308927	0.280848	0.0359444	0.0119447	0.0118245	0.0882912	0.409011	0.0031946	0.0984027	0.0930413	0.290866	0.649368	0.0279797	0.0618499	0.014419	0.0128932	0.1141396	0.0795355	0.0541385	0.019139	0.120801	0.128246	0.0450998	0.0595783	0.0978895	0.0217855	0.0392546	0.247213	0.0386386	0.00611157	0.0476071	0.0654788	0.00901876	0.3835465	7	7.714295	0.259016	0.40169	0.74031	1.08322	1.77478	0.183436	0.404994	0.0905502	0.0779783	0.0854146	0.157626	0.463082	0.8282475
800	-374.1153	-322.153	-51.96233	5.197856	3.519831	0.0104927	0.349714	0.183344	0.140178	0.000640744	0.0899476	0.194494	0.0153711	0.530387	0.107216	0.00503643	0.010515	0.13055	0.00180827	0.577927	0.0639101	0.0431474	0.101858	0.0360161	0.0676578	0.442496	0.0193525	0.634671	0.0268521	0.000136565	0.245827	0.14503	0.00279712	0.834071	0.181271	0.403106	0.361169	0.216588	0.0236533	0.179789	0.106298	0.0123222	0.0267153	0.0260583	0.108704	0.0195697	0.0975008	0.000431949	0.213138	0.1905056	0.4055634	0.0445993	0.00332928	0.0552407	0.0532969	0.0481752	0.00372251	0.0470288	0.0727602	0.0206892	0.0426765	0.0801061	0.141112	0.0579301	0.13903	0.190303	0.5497156	9	7.426734	0.1393287	0.425867	0.756775	1.08411	1.73325	0.0983778	0.355602	0.224322	0.0677562	0.123931	0.130012	0.9552791	0.5754503
900	-341.2735	-321.4811	-19.79247	6.83402	2.233037	0.0257125	0.00278797	0.231725	0.000910665	0.016468	0.209907	0.110634	0.0200238	0.0174508	0.108681	0.0319229	0.115685	0.0359101	0.0593805	0.125947	0.00216474	0.241231	0.0374774	0.00308427	0.0678371	0.0449647	0.00258526	0.102782	0.338121	0.0175468	0.14932	0.0119394	0.0200008	0.320048	0.0677958	0.119385	0.153193	0.107636	0.041439	0.0289292	0.0792799	0.0222834	0.00591684	0.0618257	0.0896384	0.0164008	0.0545921	0.0102655	0.180065	0.09129821	0.1512976	0.105584	0.0276874	0.0567526	0.0301452	0.0240372	0.0104323	0.0712857	0.103755	0.016134	0.194496	0.0140489	0.0455593	0.172163	0.0749135	0.0530048	0.4531963	6	9.121757	0.1561193	0.319591	0.677708	1.07486	1.92784	0.196193	0.264788	0.161093	0.102071	0.128935	0.14692	0.6044939	0.7497119
