Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-795.1635	-475.5638	-319.5997	29.79351	6.910687	0.02485775	-0.00658584	0.0248019	0.00205767	0.119184	0.0479868	0.0168777	0.00447589	0.110901	0.00657473	0.0841189	0.0448651	0.143773	0.00265141	0.0871021	0.301297	0.00333155	0.7616576	22	54.31279	0.09315671	0.566173	0.83894	1.07916	1.51572	0.100178	0.25024	0.171986	0.192293	0.198944	0.0863593	0.7550717	1.008722
100	-797.0193	-487.5731	-309.4462	25.1081	2.6695	0.02349524	0.0449146	0.115613	0.014192	0.105764	0.0385516	0.020594	0.0150274	0.0948879	0.0102506	0.10604	0.00213065	0.110173	0.0316799	0.0784357	0.234304	0.0223566	0.6169019	19	50.05531	0.1009122	0.36196	0.711415	1.08031	1.84631	0.0327745	0.221056	0.247682	0.188084	0.220342	0.090062	0.6618165	0.9321344
200	-787.1454	-479.0073	-308.1381	29.76765	3.549969	0.03551509	-0.01261014	0.0763366	0.0118113	0.0507803	0.013615	0.173028	0.00743603	0.116333	0.0118174	0.0994235	0.00881083	0.111535	0.00345384	0.0495576	0.251431	0.0146311	0.8383236	21	51.53999	0.07003363	0.42779	0.758052	1.08415	1.73001	0.0304962	0.240182	0.210879	0.21635	0.220375	0.0817178	0.8257135	1.015272
300	-780.234	-467.1316	-313.1024	33.18219	5.754164	0.02612608	-0.02366146	0.127899	0.0155561	0.152182	0.023069	0.0154421	0.0039234	0.105047	0.0289831	0.104775	0.01041	0.147746	0.00728895	0.0228441	0.21796	0.0168743	0.6674785	24	52.22356	0.08632321	0.530675	0.820048	1.0818	1.56748	0.0244395	0.200505	0.190049	0.210776	0.275078	0.0991527	0.643817	1.036752
400	-801.7286	-483.4741	-318.2545	26.3048	4.662856	0.01983886	-0.00538344	0.0639706	0.0208694	0.0683086	0.00230107	0.0175038	0.0130533	0.112061	0.0436792	0.131481	0.0274757	0.320174	0.0013362	0.0723938	0.0918205	0.0135716	0.6151619	25	50.14118	0.09254379	0.487442	0.795406	1.08384	1.63332	0.0742704	0.19813	0.183996	0.25944	0.178186	0.105978	0.6097785	1.008829
500	-790.613	-485.4805	-305.1325	20.58359	4.393117	0.02267608	0.04045611	0.0727011	0.00201115	0.015812	0.00297915	0.0712257	0.0167722	0.218292	0.0183236	0.154824	0.0160672	0.193732	0.00893733	0.0916046	0.115768	0.000948569	0.5477575	24	50.54006	0.1125109	0.474735	0.787793	1.08416	1.65331	0.0933054	0.155756	0.226366	0.187374	0.234774	0.102424	0.5882136	0.9312221
600	-801.385	-485.171	-316.214	28.10167	3.566682	0.02122404	0.03917128	0.114241	0.0132871	0.202999	0.0482126	0.0453295	0.0122664	0.0680016	0.00955072	0.0915825	0.0117083	0.103594	0.0100861	0.0468353	0.215422	0.00688429	0.8529856	20	50.04366	0.06174097	0.428849	0.758752	1.08417	1.72823	0.0206188	0.158499	0.224738	0.292593	0.245613	0.057938	0.8921569	0.9560937
700	-792.7233	-476.1559	-316.5674	35.39353	7.147285	0.02599085	-0.02563711	0.216936	0.00332125	0.0323035	0.0138467	0.0398518	0.00175254	0.15494	0.0284395	0.023084	0.0127388	0.160024	0.0344443	0.0677194	0.194959	0.0156396	0.8837327	23	52.56159	0.09516522	0.572474	0.842176	1.07861	1.50674	0.0470939	0.269575	0.20128	0.143717	0.16646	0.171874	0.8580956	1.029877
800	-800.3924	-478.162	-322.2304	40.88104	2.5517	0.01894608	0.001772218	0.102916	0.00253207	0.0869323	0.0228089	0.26888	0.00425585	0.08074	0.0115888	0.0687134	0.00792543	0.0851996	0.00799837	0.0901361	0.10233	0.0570438	0.5116603	24	50.39216	0.06457414	0.351304	0.703239	1.07919	1.86627	0.0421957	0.221459	0.298038	0.169664	0.176718	0.0919259	0.5134325	0.9965483
900	-794.9768	-477.3979	-317.5789	32.97699	6.825147	0.02349554	0.0559108	0.0619605	0.0257908	0.0095198	0.00242061	0.17274	0.00419484	0.150643	0.0232206	0.0208669	0.00151013	0.323169	0.0181238	0.0591248	0.125697	0.00101796	0.8414611	19	52.88601	0.08769635	0.563825	0.837725	1.07936	1.51909	0.09724	0.234151	0.148547	0.199785	0.175862	0.144415	0.8973719	0.937695
