Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-246.5601	-231.5634	-14.99676	284.1965	2.400514	0.06043778	0.002989596	0.0249815	0.0154668	0.267045	0.109546	0.138604	0.00208115	0.00403567	0.00430683	0.115757	0.202172	0.0431523	0.0210745	0.017063	0.0283168	0.00639689	0.01481991	284.1965	0.336817	0.691806	1.0774	1.89397	0.130584	0.168105	0.274777	0.0621005	0.247211	0.117223	0.0178095	0.8321348
100	-242.1228	-233.5653	-8.55748	75.99249	2.553745	0.1283298	0.006293155	0.00177323	0.0257807	0.218389	0.139164	0.0324049	0.00352743	0.0218497	0.00286584	0.0881457	0.343553	0.0646713	0.00803217	0.0256464	0.0152624	0.00893466	0.01781523	75.99249	0.351494	0.703386	1.07921	1.86591	0.107303	0.187107	0.234813	0.0512776	0.2987	0.1208	0.02410838	0.738964
200	-245.0209	-234.192	-10.82886	51.8681	4.313181	0.08654779	0.01372683	0.0131397	0.0514653	0.0987494	0.140593	0.00389559	0.00200397	0.0240516	0.00815769	0.308331	0.0424306	0.012824	0.029761	0.132283	0.026627	0.105687	0.03380617	51.8681	0.470781	0.785388	1.08424	1.6596	0.163788	0.136087	0.198663	0.0638982	0.337543	0.10002	0.04753301	0.7112147
300	-246.316	-232.0716	-14.24442	117.5381	2.859497	0.1314116	0.03608967	0.0387021	0.152037	0.0833954	0.131975	0.0337752	0.00867314	0.00586526	0.000483846	0.209942	0.0498324	0.0322399	0.0162081	0.174433	0.0183528	0.0440841	0.01549184	117.5381	0.378092	0.72344	1.08173	1.81674	0.109554	0.145941	0.194417	0.120636	0.30708	0.122371	0.05158151	0.300337
400	-253.9648	-236.8371	-17.12769	429.251	1.97857	0.04521676	0.003293103	0.0623097	0.0852069	0.0221132	0.136299	0.010209	0.019069	0.0743838	0.00112454	0.296371	0.00636326	0.0706689	0.0464198	0.129421	0.0245842	0.0154567	0.007719585	429.251	0.290703	0.652715	1.06944	1.98714	0.228194	0.112627	0.208737	0.053298	0.266845	0.130299	0.01101269	0.7009719
500	-242.6885	-239.7932	-2.895284	19.72603	2.423976	0.3438605	0.07934879	0.0329473	0.0944478	0.00233761	0.139261	0.0103819	0.0211211	0.077926	0.000726131	0.163127	0.0607541	0.0316793	0.106349	0.236835	0.0131262	0.00898076	0.01000929	19.72603	0.339128	0.693655	1.07771	1.88951	0.178527	0.109218	0.148991	0.0483012	0.428539	0.0864241	0.08935808	0.1120133
600	-240.056	-235.2693	-4.786725	24.29779	3.162869	0.1753122	0.02518267	0.0219489	0.100498	0.00236094	0.190566	0.0371742	0.00422034	0.0636984	0.00307844	0.0418074	0.100879	0.165405	0.041925	0.142953	0.0780329	0.00545321	0.02224299	24.29779	0.401482	0.740165	1.08321	1.77514	0.133646	0.167969	0.210174	0.0452722	0.303795	0.139143	0.04742566	0.4690075
700	-240.5181	-233.9466	-6.571485	48.38617	2.446889	0.1337884	0.01427628	0.00122778	0.14396	0.0171809	0.0862785	0.0414266	0.00774842	0.00566784	0.0071825	0.132678	0.101624	0.0764072	0.0444778	0.281661	0.0345799	0.0178979	0.04131722	48.38617	0.341363	0.695434	1.078	1.8852	0.209369	0.105371	0.137516	0.0756419	0.328351	0.143751	0.0555935	0.7432024
800	-255.0143	-244.3242	-10.69013	108.0343	2.311982	0.2110041	0.009256293	0.0437512	0.0363878	0.0180341	0.186296	0.0667672	0.0275579	0.0410241	0.0776907	0.107469	0.00136113	0.033201	0.00365384	0.206684	0.130555	0.0195662	0.03277621	108.0343	0.327874	0.684557	1.07614	1.91143	0.260077	0.0872607	0.243506	0.0853995	0.201653	0.122104	0.0420325	0.7797825
900	-246.4123	-228.9644	-17.44788	291.7253	2.998008	0.02279844	0.01036585	0.00618205	0.108718	0.175868	0.28975	0.00528815	0.00470349	0.00283297	0.000212653	0.0696422	0.0252698	0.00635583	0.0108006	0.0569487	0.210285	0.0271432	0.005527974	291.7253	0.389108	0.731418	1.08251	1.79697	0.10341	0.168466	0.265289	0.0647637	0.284015	0.114057	0.01589383	0.3478064
