Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-222.1885	-221.006	-1.182437	4.82646	4.107874	0.2909363	0.3780397	0.0223976	0.0112333	0.132383	0.206506	0.0175221	0.00334642	0.0204157	0.000775981	0.127196	0.0317559	0.22366	0.0330068	0.038461	0.128744	0.00259645	0.03841631	4.82646	0.460192	0.778859	1.08437	1.67658	0.194466	0.210691	0.148088	0.0664714	0.254659	0.125624	0.416456	0.09224578
100	-249.568	-225.3793	-24.18876	387.7472	2.360946	0.003646399	0.005433276	0.00997374	0.136512	0.0639103	0.0916447	0.0192502	0.0181459	0.0472961	0.0012473	0.171839	0.0742761	0.149306	0.0618884	0.114833	0.00906679	0.0308106	0.01011505	387.7472	0.332864	0.68862	1.07686	1.90165	0.230929	0.188069	0.155098	0.0900092	0.221172	0.114722	0.01554833	0.6505556
200	-217.7474	-218.2651	0.5176978	9.602587	2.483875	0.1099288	0.06902273	0.00124643	0.0722314	0.0860873	0.155427	0.0144583	0.00029851	0.0540108	0.0104063	0.170077	0.0653182	0.255716	0.00350578	0.0741259	0.0322106	0.00488012	0.05250985	9.602587	0.344922	0.698249	1.07844	1.87839	0.181607	0.209406	0.171543	0.0331807	0.297784	0.106479	0.1215326	0.432064
300	-224.9726	-221.8622	-3.110393	21.76838	2.423252	0.07562649	0.07306753	0.0259715	0.142489	0.0047827	0.117932	0.019221	0.0136605	0.0520812	0.00139243	0.0734112	0.0214083	0.261253	0.00748125	0.240487	0.0163321	0.00209686	0.02354682	21.76838	0.339057	0.693599	1.0777	1.88964	0.0974365	0.227297	0.199773	0.0755304	0.249702	0.15026	0.09661435	0.2437197
400	-221.3412	-223.5993	2.258034	10.33831	1.164557	0.1388202	0.1507788	0.000174935	0.127846	0.155926	0.0993427	0.0145391	0.00455912	0.0448462	0.0113444	0.155626	0.0358821	0.144478	0.0141609	0.0343186	0.150937	0.00601851	0.02168143	10.33831	0.168571	0.521182	1.02269	2.28756	0.119568	0.23208	0.193207	0.0361997	0.312671	0.106274	0.1724602	0.1257185
500	-220.9009	-222.6235	1.72258	4.901096	2.180692	0.2179827	0.04538691	0.0230925	0.0817945	0.342274	0.0922596	0.00687345	0.00714262	0.0244765	0.00468428	0.145998	0.0492337	0.052716	0.0115831	0.0973809	0.0477072	0.0127841	0.1147955	4.901096	0.31393	0.672948	1.07392	1.9392	0.104035	0.189362	0.265786	0.0499417	0.255404	0.135471	0.1601824	0.7166548
600	-227.985	-219.8795	-8.10547	56.15171	1.776998	0.03207405	0.03029427	0.0100909	0.138929	0.0649868	0.221869	0.0683747	0.00193928	0.0437493	0.00620572	0.259506	0.0402329	0.0901201	0.0221614	0.00977565	0.00229997	0.0197594	0.03782211	56.15171	0.26512	0.628992	1.06326	2.04263	0.11663	0.202247	0.223914	0.0943582	0.254557	0.108294	0.06811638	0.5552572
700	-221.9098	-224.3521	2.442321	7.369739	2.314251	0.1605838	0.1707773	0.000538714	0.173614	0.0725332	0.155095	0.0203466	0.000524629	0.131936	0.0207951	0.098817	0.0629463	0.166012	0.011986	0.0466097	0.00972822	0.0285172	0.04233014	7.369739	0.328108	0.684749	1.07618	1.91097	0.100075	0.296015	0.271531	0.0482692	0.176676	0.107433	0.2131074	0.1986329
800	-229.4592	-220.8221	-8.637066	52.81994	2.827525	0.02339843	0.05497901	0.0102623	0.101146	0.179952	0.12455	0.0258072	0.0089758	0.0975906	0.00379163	0.196218	0.00683903	0.213262	0.0163598	0.0113397	0.000493716	0.00341197	0.006580506	52.81994	0.375463	0.721508	1.08152	1.82151	0.142882	0.246409	0.214112	0.0628461	0.23101	0.102741	0.06155951	0.1068966
900	-223.8861	-220.9186	-2.967486	27.47092	1.808906	0.06370613	0.02544789	0.00289816	0.0559087	0.0283965	0.216506	0.00653851	0.00361741	0.0998165	0.000463872	0.100589	0.0192232	0.261775	0.000371316	0.137161	0.0349231	0.0318112	0.006457482	27.47092	0.269345	0.633022	1.06438	2.03325	0.125948	0.236156	0.201843	0.0653883	0.321955	0.0487097	0.03190537	0.2023948
