Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-309.8936	-291.2225	-18.67106	13.95433	2.108143	0.00406622	0.0013904	0.0036376	0.0227316	0.0199471	0.020028	0.046601	0.0953922	0.0578517	0.0549207	0.00592974	0.00409458	0.0136781	0.0231671	0.0213004	0.00847293	0.00565838	0.0109122	0.00196754	0.0326839	0.0094644	0.0336283	0.0173934	0.0256614	0.00717209	0.0068905	0.0286392	0.0311187	0.027042	0.0135876	0.0109808	0.213661	0.131319	0.0551895	0.0505723	0.00455682	0.0103813	0.0459435	0.0618443	0.113994	0.0804227	0.119613	0.0174903	0.0734664	0.03292177	0.09134196	0.0651889	0.0996517	0.00423332	0.0424159	0.00575638	0.0137809	0.0802284	0.00226899	0.168712	0.183661	0.133086	0.0491097	0.0204449	0.12587	0.00559162	0.4091015	7	53.74914	0.06012313	0.305851	0.666042	1.07247	1.95563	0.208971	0.367935	0.10609	0.0635121	0.196379	0.0571129	0.5004434	0.817478
100	-333.7785	-292.4318	-41.3467	16.76163	1.899147	0.0050199	0.0101545	0.0176532	0.112409	0.0561431	0.0989326	0.0747975	0.0220842	0.0692322	0.253678	0.0148148	0.259134	0.0747325	0.0421775	0.0374137	0.106315	0.00051193	0.0469714	0.00162531	0.0643408	0.0222839	0.0110984	0.0242508	0.0506728	0.0298354	0.108357	0.0475261	0.0679562	0.0494412	0.0545511	0.002334	0.0185078	0.220715	0.13879	0.00921141	0.0151897	0.00320637	0.0428173	0.0885713	0.081222	0.0581709	0.000950525	0.0629262	0.105271	0.08670414	-0.01949583	0.0186564	0.100802	0.022997	0.0774719	0.1034	0.00359443	0.0875714	0.00278054	0.20167	0.0123397	0.142486	0.0521987	0.0571043	0.113146	0.00378255	0.4044397	7	51.60024	0.05520274	0.280931	0.643842	1.06725	2.00798	0.142784	0.373758	0.161185	0.0915305	0.135557	0.095186	0.3849439	1.050646
200	-324.8684	-294.4448	-30.42364	10.99948	1.489406	0.0104456	0.0061542	0.160024	0.05156	0.259672	0.111333	0.080736	0.00676914	0.0278995	0.0539046	0.00689082	0.00344466	0.179962	0.0166532	0.0147796	0.114751	0.00345183	0.0348041	0.0357619	0.0359607	0.0116921	0.0067077	0.0291715	0.0280203	0.11363	0.0845093	0.017576	0.0474576	0.0695405	0.0432665	0.0190904	0.108091	0.014935	0.0569125	0.129753	0.0751067	0.0560013	0.0683298	0.040603	0.165085	0.0104372	0.00509924	0.0802483	0.116554	0.05998698	0.04859047	0.0274247	0.0916433	0.0727744	0.0198508	0.0522892	0.0223325	0.197122	0.00167791	0.1779	0.149251	0.122629	0.0118828	0.0440184	0.00182632	0.00737808	0.2748546	7	50.30439	0.05381333	0.223681	0.586783	1.04979	2.13974	0.208841	0.23852	0.135232	0.0854504	0.223046	0.108912	0.3234451	0.8497721
300	-333.099	-299.2064	-33.89257	14.31806	3.882025	0.0594753	0.0796597	0.0013548	0.113462	0.0721785	0.143621	0.0127376	0.0206499	0.00421125	0.215228	0.0219765	0.00888702	0.0295747	0.0250861	0.0347712	0.0304703	0.00117364	0.00152525	0.0321556	0.0432231	0.0197586	0.0414456	0.0197026	0.0170676	0.021472	0.176139	0.0183099	0.0859745	0.0711055	0.0473204	0.137684	0.0310306	0.0271283	0.0041212	0.114223	0.182828	0.000117438	0.00589065	0.0494691	0.0562237	0.156227	0.161233	0.0239993	0.136077	0.06007619	-0.05956528	0.00957547	0.0624079	0.00354508	0.0487492	0.0588313	0.00438333	0.145913	0.00191706	0.0981061	0.235562	0.103019	0.105907	0.0362987	0.0650253	0.0207593	0.3482041	5	51.49769	0.04291179	0.447762	0.771028	1.0844	1.69681	0.270253	0.296969	0.0717703	0.0866299	0.159881	0.114497	0.2886388	1.206366
400	-334.5343	-296.5873	-37.94698	7.574237	1.449797	0.0471973	0.00435798	0.0848391	0.0301484	0.00285123	0.00706034	0.000475623	0.0400511	0.00763539	0.186878	0.0657954	0.194793	0.017949	0.0846583	0.170025	0.00835101	0.0103237	0.00339061	0.0500702	0.0758045	0.00790537	0.0270487	0.0419102	0.0670274	0.312697	0.160529	0.0329592	0.23854	0.021199	0.308445	0.031347	0.105592	0.00930572	0.0804293	0.00950402	0.0330637	0.0135158	0.0043609	0.0257914	0.0999114	0.0617606	0.00704547	0.0594348	0.0426288	0.05425176	0.0512714	0.0325013	0.167315	0.0201316	0.00195914	0.0161636	0.0155519	0.0557966	0.0115654	0.0908011	0.13874	0.185543	0.0586863	0.15148	0.0374769	0.0162877	0.3767602	8	50.81834	0.06695412	0.217462	0.579981	1.04733	2.15522	0.208085	0.348101	0.0994616	0.108406	0.155084	0.080863	0.4280316	0.8802159
500	-319.5183	-297.4364	-22.0819	11.72837	3.59722	0.0082043	0.00334003	0.0644633	0.00956438	0.0878329	0.00847255	0.0631684	0.0062965	0.0396705	0.0382135	0.0341181	0.0056139	0.0493827	0.000203107	0.0203775	0.0503887	0.0631006	0.0410599	0.00500746	0.0160373	0.021319	0.0135766	0.00118866	0.0359968	0.000128717	0.0926629	0.0895495	0.0122489	0.0215781	0.00288599	0.0264804	0.0103504	0.0423125	0.0392667	0.0261612	0.0546272	0.0017882	0.0934161	0.0651128	0.00202578	0.00619623	0.0111527	0.143589	0.0496831	0.02836868	0.1647891	0.0246657	0.322651	0.0276273	0.0602728	0.119486	0.00510539	0.0748142	0.0251672	0.11268	0.0418204	0.0690478	0.0443524	0.0150106	0.0235695	0.0337291	0.3382787	5	53.13267	0.04742536	0.430767	0.760018	1.08421	1.725	0.170222	0.398901	0.114741	0.0981585	0.116767	0.101212	0.5030678	0.6724315
600	-318.5143	-292.1343	-26.38006	26.06848	2.705583	0.0288182	0.0346404	0.0318326	0.0131038	0.0424973	0.00299776	0.190017	0.00510991	0.0663653	0.00851858	0.0552579	0.00172459	0.017647	0.0320705	0.00312395	0.0078621	0.0160452	0.0121071	0.0051389	0.0842653	0.0173299	0.0143227	0.00863105	0.0289482	0.0738774	0.0447719	0.00511434	0.0421162	0.00360179	0.00148627	0.0349723	0.0142408	0.12049	0.0354101	0.0493205	0.0850923	0.0875482	0.0419463	0.0535861	0.0332908	0.00974516	0.00889536	0.102229	0.0517534	0.04430256	0.03708202	0.0389152	0.220552	0.00462312	0.0418466	0.0264794	0.0208959	0.104031	0.0167607	0.175482	0.0576375	0.122826	0.0159016	0.118007	0.0304968	0.005546	0.2573172	4	50.50581	0.05798499	0.36512	0.713804	1.08062	1.84046	0.105045	0.407294	0.0986307	0.0748892	0.229129	0.0850112	0.2943992	0.8740417
700	-342.198	-297.9382	-44.25984	13.12318	1.07958	0.00390739	0.00526937	0.0213585	0.060058	0.0758247	0.132244	0.0814182	0.0493302	0.0134591	0.110793	0.0516307	0.215535	0.0177268	0.0532579	0.0919457	0.0490315	0.0493396	0.00269807	0.0066386	0.0116421	0.0819823	0.265363	0.0653537	0.00498605	0.267292	0.14705	0.264954	0.225398	0.333711	0.0182048	0.0189401	0.036911	0.131992	2.41382e-05	0.0246876	0.0179586	0.0322442	0.0145536	0.0172484	0.0784752	0.144676	0.00205395	0.025512	0.0820446	0.07862097	0.002545323	0.0300561	0.138757	0.010051	0.0396559	0.0424533	0.00012854	0.251341	0.0104876	0.0382575	0.0539011	0.202587	0.0215856	0.0625271	0.036577	0.0616352	0.5051112	5	50.26896	0.04302342	0.152553	0.499431	1.01203	2.33599	0.225332	0.230669	0.147651	0.0613925	0.186728	0.148228	0.5076565	0.9949861
800	-325.0858	-294.4908	-30.59504	22.39896	3.905966	0.0194053	0.0148038	0.0386215	0.0802849	0.384697	0.0188473	0.0430573	0.0609523	0.00953581	0.0261689	0.0307906	0.0160778	0.00995686	0.0425328	0.00281616	0.00477709	0.0354571	0.0468679	0.012149	0.0246679	0.0262905	0.00219507	0.0399902	0.08058	0.0668157	0.00606671	0.0269163	0.0268528	0.025341	0.00915803	0.0246565	0.00351635	0.0227733	0.0157298	0.145373	0.00175565	0.0769352	0.151262	0.125868	0.0136211	0.0143366	0.00798246	0.0960898	0.00765972	0.04273127	0.07287932	0.0238814	0.138755	0.0772877	0.0356261	0.0509824	0.00507536	0.212052	0.0061906	0.085612	0.00136531	0.0192819	0.0351319	0.140823	0.164453	0.00348218	0.2300094	5	58.04915	0.06402039	0.449121	0.771893	1.0844	1.69458	0.191831	0.316698	0.134493	0.0510514	0.196456	0.10947	0.3028887	0.7593858
900	-338.4654	-297.3422	-41.12313	12.93329	1.285601	0.0306538	0.00106073	0.0412567	0.0575857	0.0390488	0.0600277	0.156442	0.0611703	0.0255596	0.0870337	0.0246088	0.00312928	0.20702	0.0497485	0.0280681	0.00565536	0.0723789	0.271756	0.0125877	0.0182046	0.00950152	0.0154673	0.053916	0.039716	0.0623893	0.0121654	0.0215108	0.234412	0.0156583	0.0288302	0.0095514	0.0114914	0.0708714	0.0344347	0.101323	0.0321768	0.0139145	0.307265	0.125021	0.00098988	0.0490972	0.00976064	0.100724	0.0330704	0.06805485	0.06956848	0.0348373	0.133068	0.00942137	0.0470419	0.0199021	0.0238103	0.158845	0.00460118	0.142371	0.0595169	0.281164	0.0072101	0.00525941	0.0684981	0.00445478	0.2566884	7	50.28244	0.0805792	0.190224	0.548489	1.03489	2.2264	0.199423	0.311162	0.103744	0.101038	0.155442	0.129192	0.3262569	0.7867678
