Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-300.3849	-291.4419	-8.942975	6.555239	1.531995	0.059994	0.0204758	0.00781965	0.0194317	0.0719021	0.0416877	0.00828651	0.0920949	0.0298596	0.00180152	0.00461881	0.00322182	0.092401	0.0047433	0.0376699	0.035641	0.0630094	0.00082998	0.0105338	0.0456981	0.0749065	0.0270243	0.0422178	0.196531	0.00373776	0.109138	0.218581	0.00758937	0.00475168	0.011971	0.0825864	0.168861	0.00617496	0.0433002	0.0533744	0.0342358	0.0752407	0.025155	0.0136631	0.264968	0.293277	0.0717048	0.241829	0.055587	0.06040564	0.04561748	0.0207059	0.0984019	0.00494208	0.0441317	0.0392744	0.00453714	0.0989908	0.0231802	0.0534158	0.0102398	0.199788	0.00856732	0.0169673	0.355	0.0218576	0.3545969	6	7.433941	0.2768621	0.230223	0.593797	1.05225	2.12373	0.222873	0.344415	0.0919713	0.0969961	0.130296	0.113448	0.4002144	0.8860174
100	-332.6293	-297.5219	-35.10745	5.826808	2.342845	0.0524501	0.0826227	0.0457245	0.012744	0.0924891	0.00345077	0.0209	0.27947	0.0104035	0.0595784	0.0285291	0.0307644	0.417399	0.0135673	0.114751	0.0884059	0.00789609	0.316664	0.0352033	0.0322112	0.177831	0.0545806	0.0304874	0.00693195	0.0716871	0.148209	0.13935	0.0400743	0.143805	0.182412	0.150173	0.0422323	0.223792	0.0860531	0.187074	0.0488411	0.187639	0.29956	0.0980307	0.0144555	0.340549	0.0876718	0.554431	0.146627	0.1361834	0.1977124	0.0101549	0.0532707	0.0111373	0.0254596	0.0267118	0.00295727	0.12497	0.000362028	0.12246	0.033026	0.0922412	0.00834481	0.0476722	0.437773	0.00345877	0.2636148	7	5.844895	0.1328569	0.331032	0.687134	1.0766	1.90523	0.207823	0.362034	0.121433	0.0823916	0.179375	0.046944	0.4613272	0.571427
200	-333.645	-289.9976	-43.64741	13.77852	3.29405	0.123944	0.0392998	0.0388498	0.109419	0.00149728	0.214606	0.0137886	0.0217928	0.0300282	0.011007	0.0137997	0.202902	0.039066	0.00141106	0.0565083	0.280882	0.234815	0.0681979	0.0687476	0.157508	0.0363955	0.0943798	0.0390577	0.0244851	0.207911	0.210744	0.00583933	0.00641046	0.0581622	0.0556107	0.0141628	0.293753	0.418244	0.17669	0.0206265	0.0113296	0.00623022	0.157619	0.085822	0.242597	0.0120771	0.010262	0.0147108	0.0219745	0.09237047	0.1760876	0.0383846	0.161073	0.0516838	0.00558606	0.00949882	0.00937539	0.236422	0.0150272	0.121464	0.0173374	0.123663	0.0162558	0.014067	0.171022	0.00913989	0.3285243	6	16.79398	0.09362296	0.410804	0.74661	1.08363	1.75896	0.220694	0.275608	0.131558	0.081503	0.139003	0.151635	0.5046119	0.6510436
300	-341.5056	-295.9233	-45.58233	6.310986	2.431524	0.03463	0.014107	0.0162245	0.0147063	0.165297	0.00258368	0.227925	0.116224	0.00204833	0.178664	0.247412	0.0040385	0.198406	0.0161793	0.210427	0.761154	0.0630711	0.024887	0.219009	0.156963	0.080848	0.487102	0.012399	0.0749698	0.248305	0.146218	0.215907	0.000703718	0.00402588	0.279439	0.0672477	0.0804175	0.0747799	0.0565234	0.239031	0.205024	0.504562	0.0406041	0.00976872	0.294454	0.120133	0.203425	0.670909	0.00236207	0.1480342	0.01158203	0.0347949	0.059695	0.000267439	0.056312	0.00106147	0.0284241	0.116159	0.00243429	0.0466883	0.00125984	0.209102	0.180863	0.156611	0.0821516	0.0241753	0.5363615	6	7.444473	0.1647116	0.339867	0.694244	1.07781	1.88808	0.231507	0.218257	0.146049	0.117541	0.175047	0.111599	0.5479436	0.9788627
400	-310.5316	-293.7205	-16.81109	7.294909	2.86897	0.0990615	0.0594829	0.0829567	0.0389694	0.0180826	0.0593369	0.0092753	0.0210714	0.00428846	0.0949059	0.0267445	0.19021	0.0441992	0.197667	0.133144	0.076227	0.0391687	0.0185774	0.00756466	0.0275048	0.00956844	0.087249	0.109669	0.0737638	0.116333	0.157522	0.114866	0.00234745	0.0164123	0.163233	0.0251332	0.11321	0.00736743	0.0787727	0.0079523	0.0383265	0.044395	0.0306105	0.0547855	0.0262876	0.0137943	0.0711224	0.0179156	0.146425	0.06720924	0.07330307	0.0584262	0.161915	0.00432498	0.0563251	0.0461907	0.0119664	0.141993	0.00750411	0.0818538	0.0227782	0.102842	0.0365509	0.131692	0.0983486	0.0372885	0.4340866	4	10.23296	0.1005574	0.378864	0.724005	1.08179	1.81534	0.166231	0.328752	0.117742	0.0938082	0.159956	0.133511	0.5073897	0.8555291
500	-307.4644	-287.5533	-19.91116	8.391954	1.643748	0.0431995	0.0533171	0.0186419	0.015958	0.0535974	0.0147635	0.0305125	0.0948981	0.00315785	0.00769052	0.00336872	0.0319975	0.033149	0.00331201	0.00565675	0.120978	0.0275333	0.0544761	0.0139401	0.145296	0.0114398	0.279488	0.0840905	0.169219	0.292155	0.106911	0.0137246	0.0452621	0.0516964	0.0736041	0.00946215	0.114975	0.0060493	0.232885	0.00279916	0.000952012	0.00706457	0.0315549	0.51747	0.0503441	0.0357665	0.0334101	0.0414156	0.197973	0.06053215	0.1466614	0.0425028	0.109584	0.0213011	0.0375633	0.0157034	0.045241	0.105118	0.00191611	0.0828763	0.00209781	0.0981002	0.113928	0.0996651	0.222133	0.00226955	0.6721534	6	10.49262	0.08946292	0.246699	0.610857	1.05786	2.08459	0.168849	0.355068	0.0788361	0.105339	0.197767	0.0941409	0.8188148	0.8208857
600	-311.0589	-288.3074	-22.75153	5.184277	2.221899	0.114202	0.0347969	0.0688957	0.0123507	0.0430169	0.0154466	0.00417001	0.178284	0.0105927	0.174549	0.00406552	0.0927012	0.179107	0.170027	0.0208742	0.00703117	0.0776353	0.100059	0.127877	0.0634833	0.0655221	0.0689733	0.00772163	0.267989	0.172534	0.00204665	0.250318	0.0147191	0.0293366	0.104068	0.0181599	0.312433	0.365928	0.281407	0.0396243	0.140471	0.006958	0.0280551	0.11842	0.171365	0.0180889	0.00017783	0.0300225	0.158697	0.09224597	0.1379239	0.0664003	0.111593	0.0370415	0.0353109	0.0686592	0.0359349	0.0983548	0.00123885	0.176684	0.00162946	0.171187	0.0395024	0.065615	0.0778835	0.0129657	0.4435943	8	5.839642	0.3457398	0.318398	0.67671	1.07467	1.93023	0.161392	0.326012	0.134384	0.103063	0.206905	0.0682432	0.5815182	0.7628209
700	-328.0503	-296.0647	-31.98567	6.264949	2.919512	0.171064	0.012948	0.0160054	0.00850925	0.14157	0.00611179	0.0835108	0.0140745	0.0155525	0.0044552	0.036526	0.00360329	0.277099	0.0361243	0.125633	0.0596368	0.0914131	0.0313207	0.21096	0.0145082	0.172499	0.00134049	0.192623	0.52378	0.0327397	0.0937004	0.00207186	0.113609	0.0492463	0.217285	0.0429112	0.204566	0.0213402	0.0779154	0.470791	0.00723602	0.00832886	0.00368989	0.110771	0.0942578	0.0618175	0.400581	0.0887706	0.036421	0.1239525	-0.1583516	0.041763	0.190122	0.00580667	0.0241002	0.0383344	0.00497323	0.0969248	0.0138601	0.0679096	0.00897307	0.223658	0.0370408	0.0244718	0.135694	0.086369	0.6576891	7	7.838308	0.2527199	0.382938	0.726972	1.08209	1.808	0.172705	0.339913	0.132427	0.133177	0.127549	0.0942296	0.4993376	1.317123
800	-311.3187	-296.3228	-14.99583	5.794218	2.881126	0.0918351	0.0266895	0.0251068	0.00550295	0.0258885	0.000698341	0.0620438	0.0281303	0.261444	0.238293	0.0243186	0.000431945	0.134655	0.0403057	0.223753	0.0192626	0.123751	0.14584	0.127748	0.0239947	0.0516161	0.0143309	0.0942204	0.166015	0.00888351	0.028563	0.0505604	0.113968	0.0272519	0.010736	0.0213064	0.00567976	0.00220077	0.0267821	0.157059	0.107715	0.241249	0.0101902	0.13795	0.00639919	0.106054	0.0363269	0.199325	0.0559828	0.07107557	0.1585728	0.049062	0.25772	0.00848853	0.0184609	0.0285766	0.022397	0.176586	0.0236854	0.0865448	0.0320584	0.151445	0.0170352	0.0977069	0.0296631	0.000570104	0.3631568	7	8.497687	0.2562122	0.379851	0.724726	1.08186	1.81356	0.211197	0.275189	0.0905989	0.0704189	0.143535	0.209062	0.5217296	0.6960632
900	-345.2664	-299.8721	-45.39437	6.202413	5.321938	0.593312	0.0969886	0.0649421	0.0440319	0.0954579	0.00899222	0.0236858	0.0386224	0.0795922	0.397825	0.000931522	0.0316266	0.101262	0.00582068	0.0327999	0.420463	0.082641	0.0887738	0.0652028	0.0815464	0.64565	0.0652347	0.0896855	0.394398	0.124097	0.123457	0.0873588	0.30809	0.0370545	0.000573397	0.0140879	0.198513	0.252093	0.0054517	0.244164	0.196425	0.333893	0.0238355	0.0853924	0.0596914	0.0278066	0.242744	0.081427	0.0463842	0.1048039	0.06011854	0.0779504	0.127845	0.00572739	0.0848195	0.0811569	0.00645175	0.147879	0.0200837	0.0712008	0.0216096	0.054088	0.155917	0.0177139	0.0820757	0.0454818	0.4510468	6	7.001236	0.2179553	0.514923	0.811286	1.0827	1.59109	0.201004	0.274787	0.149513	0.0723253	0.179009	0.123361	0.5111654	0.8823893
