Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
10	0	-454.2427	-377.0868	-77.15589	7.635534	4.237539	0.0110145	0.282658	0.0195082	0.0901064	0.142848	0.419527	0.168564	0.0332332	0.0757184	0.337129	0.0276673	0.0158981	0.0788701	0.00621978	0.0401722	0.119159	0.053536	0.0297073	0.238131	0.0082134	4.60118e-06	0.0385619	0.359422	0.0346179	0.398652	0.0268651	0.422708	0.872142	0.0429557	0.395476	0.0624214	1.1292	0.0942846	0.0764065	0.0225487	0.0297459	0.00189573	0.200137	0.161348	0.028538	0.0607321	0.0199844	0.0250961	0.577152	0.807181	0.011844	0.113723	0.00601054	0.211238	0.17719	0.287233	0.676627	0.0259273	0.218033	0.269756	0.030014	0.0827624	0.00693038	0.456241	0.487502	0.0058845	0.62079	0.2108364	0.1657221	0.0440329	0.0787385	0.100331	0.108078	0.0469534	0.0286675	0.012478	0.00542813	0.0774437	0.0776568	0.107275	0.0779846	0.0129402	0.124879	0.0971132	0.7502981	13	7.880009	0.1689424	0.466954	0.783043	1.08429	1.66571	0.139521	0.290562	0.213603	0.0747093	0.17698	0.104625	0.9160201	0.8190847
11	0	-406.6293	-368.8591	-37.77027	13.5875	5.955418	0.0325443	0.135505	0.0445994	0.00599698	0.11502	0.0504534	0.460239	0.0137328	0.00167827	0.0074433	0.0459445	0.0011151	0.0598616	0.0324453	0.0726342	0.0209966	0.0342372	0.0220394	0.0455902	0.130201	0.0439061	0.176345	0.0354138	0.00166122	0.0180113	0.00917928	0.0110407	0.0213142	0.0957657	0.00603285	0.0157819	0.114603	0.0330827	0.0378732	0.266358	0.119601	0.0589306	0.0262945	0.211815	0.0220947	0.0171024	0.0150674	0.0132775	0.0603233	0.0216562	0.395905	0.279261	0.100859	0.0160926	0.0148369	0.0807131	0.0209746	0.137587	0.0694932	0.0544732	0.0490657	0.00388171	0.0951598	0.0195196	0.139974	0.134197	0.0621617	0.06683852	-0.01984633	0.0352529	0.0702694	0.0915328	0.0680061	0.0447235	0.0466209	0.0388717	0.00146023	0.135298	0.048915	0.0897937	0.0101292	0.0514353	0.226749	0.0409418	0.446367	13	14.5285	0.2174356	0.537494	0.823766	1.08136	1.55738	0.159134	0.14029	0.197338	0.128212	0.229519	0.145508	0.4265207	1.046531
12	0	-420.6281	-356.5732	-64.05485	9.459664	1.962408	0.170287	0.323774	0.344863	0.221449	0.221437	0.0173394	0.4894	0.00933715	0.144137	0.0214579	0.0450353	0.000819601	0.0389115	0.00760092	0.0514472	0.0101552	0.00736332	0.159979	0.116231	0.294245	0.00254802	0.0216385	0.0375746	0.106397	0.0916479	0.274406	0.128733	0.126647	0.00417323	0.262301	0.0310056	0.030702	0.00387974	0.0043549	0.22739	0.281929	0.162818	0.0249719	0.247533	0.0415047	0.0320202	0.00298973	0.139463	0.208325	0.341629	0.635154	0.287114	0.329643	0.0203036	0.00840605	0.119445	0.0214124	0.0169308	0.287793	0.140434	0.357699	0.00968015	0.0407883	0.605896	0.0311218	0.709129	0.0133126	0.1449403	0.1945703	0.0574675	0.0721343	0.0977574	0.000524876	0.0414682	0.0392741	0.0329113	0.00283084	0.103624	0.0192312	0.0911755	0.00994406	0.0169106	0.325927	0.0888189	0.5281624	17	10.15392	0.2170897	0.288746	0.650956	1.06902	1.99128	0.174079	0.109897	0.223194	0.0769995	0.289637	0.126194	0.7227327	0.7307852
13	0	-433.5769	-366.3092	-67.26774	12.19435	7.119798	0.109474	0.199088	0.139508	0.0813705	0.128634	0.0453637	0.293975	0.0843987	0.0714376	0.0138711	0.0494942	0.0996602	0.0222494	0.00392352	0.129392	0.280155	0.033658	0.0168143	0.032029	0.0128309	0.0206868	0.346525	0.0613469	0.0225004	0.00899079	0.067779	0.111309	0.13996	0.140566	0.0107382	0.0395718	0.428008	0.441504	0.150927	0.00403287	0.0356096	0.40595	0.0126784	0.0249671	0.00304706	0.168682	0.0604396	0.00606383	0.0681029	0.151445	0.559813	0.0278773	0.0616554	0.186246	0.0381227	0.152784	0.2322	0.020769	0.00457708	0.00149872	0.0997893	0.069708	0.0974625	0.251819	0.161471	0.170124	0.130124	0.1130747	0.03820548	0.0149277	0.0568181	0.0966468	0.138939	0.0260972	0.080575	0.0324365	0.00388577	0.0650305	0.0777305	0.264051	0.00139722	0.0112965	0.076555	0.0536137	0.6068585	13	13.49032	0.168245	0.571756	0.841809	1.07867	1.50776	0.0930016	0.157598	0.15526	0.162758	0.296112	0.13527	0.645064	0.9407726
14	0	-435.1842	-364.1939	-70.99039	12.35462	4.455187	0.110591	0.0101351	0.00728033	0.0433853	0.1132	0.00970004	0.659081	0.0685703	0.280414	0.0204751	0.497151	0.16515	0.0636755	0.0215205	0.150683	0.0647671	0.0730933	0.0151587	0.027632	0.0244719	0.000708107	0.06697	0.120505	0.00139557	0.515245	0.120767	0.0960753	0.0402659	0.0367066	0.0132357	0.254771	0.711063	0.174969	0.0254082	0.0292671	0.11841	0.00965844	0.0577967	0.522227	0.0732131	0.128744	0.0257994	0.0307966	0.0072025	0.516701	0.020681	0.0289558	0.171924	0.340416	0.000706775	0.200939	0.141742	0.0249966	0.0137335	0.281278	0.344248	0.104268	0.015742	0.540329	0.179049	0.299156	0.424195	0.1238595	0.02693746	0.0298822	0.115492	0.118349	0.0165415	0.0567566	0.0237292	0.0441683	0.00363981	0.0742675	0.0920356	0.189048	0.00416991	0.0331145	0.100638	0.0981676	0.5375603	17	12.74245	0.1615463	0.477745	0.789612	1.0841	1.64855	0.173083	0.224194	0.202296	0.0956231	0.186428	0.118375	0.5644978	0.9522807
15	0	-423.4352	-365.4484	-57.98686	9.384753	4.236458	0.00336026	0.0460814	0.0335086	0.0622997	0.073149	0.19985	0.246674	0.171405	0.0440149	0.190766	0.28569	0.247503	0.0237783	0.16102	0.0772365	0.0138427	0.0473821	0.02214	0.019272	0.0587277	0.0426592	0.0934029	0.0788413	0.00206172	0.00392859	0.0763997	0.208039	0.0190646	0.0151414	0.0566176	0.00252237	0.272459	0.109588	0.0208348	0.0529339	0.00315259	0.00257868	0.00260651	0.0632871	0.147407	0.0155406	0.107642	0.00630061	0.143105	0.171967	0.150926	0.420941	0.414483	0.00639473	9.17821e-05	0.50946	0.182592	0.0383064	6.59666e-05	0.447586	0.171099	0.00280595	0.0112963	0.0770695	0.134294	0.107907	0.682274	0.08901516	-0.01196699	0.0559993	0.118218	0.0731886	0.0368686	0.00173337	0.0145262	0.0167591	0.0516082	0.0836409	0.14331	0.101684	0.00809736	0.0541466	0.204377	0.0358422	0.4465619	16	15.7184	0.1870006	0.466898	0.783009	1.0843	1.6658	0.152762	0.173748	0.176176	0.0712244	0.251479	0.174611	0.4345949	1.027536
16	0	-453.4669	-367.4679	-85.999	6.999554	3.906687	0.484315	0.686824	0.0340734	0.0842711	0.464146	0.0430444	1.16112e-05	0.0178012	0.00078274	0.233616	0.693797	0.0809605	0.0138109	0.0186521	0.0355426	0.0385214	0.000140343	0.0159397	0.0113268	0.0448839	0.105149	0.0329371	0.469208	0.170494	0.1221	0.111418	0.00567266	0.140416	1.23344	0.0635807	0.00776252	0.58832	0.617468	0.087038	0.609714	0.0408171	0.0425151	0.0310014	0.0599434	0.0683151	0.212706	0.0178354	0.269377	0.0362064	0.214735	0.0673736	0.303531	0.00193495	0.712373	0.020729	0.215244	0.0369031	0.00239843	0.0847382	0.523926	0.186085	0.00261856	0.0124058	0.812178	0.532651	0.115789	0.652658	0.2244569	0.4669667	0.132567	0.0654534	0.0186463	0.119594	0.0302272	0.0522606	0.0537439	0.0492557	0.0929177	0.0194007	0.143273	0.00354695	0.106786	0.0768832	0.0354449	0.5544585	13	8.061046	0.280773	0.449161	0.771919	1.0844	1.69452	0.160506	0.137119	0.26796	0.0761469	0.165243	0.193025	1.021425	0.5428283
17	0	-473.7705	-378.2633	-95.50721	9.03054	3.579115	0.0746002	0.191162	0.00679369	0.0574893	0.0066684	0.0209004	0.0744467	0.32239	0.123241	1.16768	0.315661	0.0224452	0.0067635	0.105018	0.493643	0.104051	0.0140181	0.0139401	0.010797	0.0712456	0.0264758	0.15751	0.118206	0.0640384	0.0302453	0.037342	0.327186	0.00568746	0.225475	0.0333867	0.0518383	0.727508	0.252359	0.568231	0.849057	0.0440494	0.0293009	0.0628435	0.369609	0.506929	0.387961	0.000937993	0.808177	0.398913	0.0193899	0.290628	0.107967	0.0811732	0.282018	0.529306	0.437176	0.0892704	0.0303031	0.189492	0.451357	0.0404853	0.157224	0.0819475	0.00676166	0.745963	0.0712844	0.140806	0.1920658	0.1628972	0.155643	0.0824718	0.0271679	0.047217	0.00508686	0.00476011	0.0949082	0.0205526	0.158307	0.149675	0.0406041	0.00479164	0.0651397	0.128081	0.0155943	0.5862142	12	10.16507	0.1777266	0.429632	0.759269	1.08419	1.72691	0.127889	0.262548	0.142289	0.0630362	0.2862	0.118037	0.7491114	0.7825461
18	0	-446.4171	-362.2477	-84.16938	8.899014	3.095718	0.0132057	0.011536	0.483987	0.1598	0.0345941	0.0859143	0.505126	0.105681	0.298226	0.340197	0.519439	0.0686002	0.00122146	0.357618	0.0419247	0.0767823	0.0138964	0.0646087	0.142563	0.0359806	0.0079825	0.451654	0.362396	0.0408205	0.0607637	0.0533622	0.197704	0.160904	0.531757	0.173467	0.0144808	0.777833	0.860082	0.00762342	0.265649	0.0753196	0.0842353	0.0264063	0.038794	0.826982	0.0800339	0.117611	0.00329026	0.00436341	0.0208455	0.311643	0.016315	0.301467	1.0853	0.134621	0.410635	0.437312	0.0115956	0.0697119	0.175242	0.313025	0.0341506	0.0357409	0.238778	0.480996	0.531202	0.128201	0.2366832	0.1197566	0.0840924	0.0917809	0.117875	0.0121173	0.019964	0.0329457	0.022832	0.00296276	0.156926	0.139273	0.133871	0.0165263	0.0397297	0.0678991	0.0612044	0.8101453	16	10.09805	0.2577552	0.396534	0.736694	1.08295	1.78382	0.157033	0.169991	0.187672	0.0949326	0.249411	0.140961	0.9299019	0.8712159
19	0	-429.5466	-360.8594	-68.68726	9.353947	8.170437	0.0270325	0.0166147	0.113366	0.0794118	0.170324	0.263492	0.00144391	0.197964	0.330636	0.0187266	0.727751	0.0194031	0.0501633	0.00761894	0.0378796	0.276483	0.0169852	0.000317586	0.00686226	0.00471346	0.00904038	0.104953	0.00453681	0.0788664	0.33422	0.166854	0.133694	0.0624035	0.340673	0.00531415	0.00862862	0.380189	0.0697689	0.201387	0.544771	0.00110108	0.114044	0.0403432	0.105217	0.414908	0.0815491	0.0102459	5.13427e-05	0.0108724	0.035123	0.141949	0.183639	0.0663048	0.215194	0.106407	0.578315	0.0817335	0.0141488	0.0662424	0.481816	0.0163939	0.0124857	0.159101	0.637651	0.220706	0.393792	0.137865	0.162231	0.1590465	0.105559	0.0698727	0.027902	0.0678308	0.029958	0.0455257	0.0400182	0.0523594	0.0944333	0.0402186	0.159697	0.0746433	0.0287795	0.122083	0.0411191	0.5774101	15	10.57258	0.1749992	0.596817	0.854362	1.07626	1.47256	0.1957	0.16196	0.184541	0.0945928	0.25689	0.106317	0.7364566	0.7840382
20	0	-442.4561	-365.4158	-77.04029	10.69264	3.178299	0.585113	0.328313	0.0597234	0.0729927	0.375283	0.000639449	0.198649	0.0790068	0.125996	0.271996	0.00109607	0.0325262	0.0237688	0.0841199	0.157335	0.0609077	0.0601636	0.0753297	0.141562	0.186806	0.26559	0.354558	0.00367847	0.106103	0.15839	0.136045	0.47493	0.0509638	0.0356724	0.0253806	0.00767649	0.00975848	0.715202	0.267183	0.0409937	0.0767523	0.0152876	0.000870729	0.36775	0.196609	0.00314948	0.305424	0.70359	0.0426725	0.00384575	0.18246	0.161151	0.216711	0.00714526	0.00569471	0.0290365	0.31751	0.3638	0.106299	0.0105963	0.0798991	0.0364948	0.124213	0.7776	0.0183845	0.232412	0.140811	0.1489406	-0.0703449	0.0745564	0.113424	0.0264078	0.0529464	0.119556	0.0189777	0.121582	0.0127842	0.191661	0.00658369	0.0836703	0.0114332	0.0478311	0.102288	0.0162979	0.5797957	16	12.2385	0.2196239	0.402602	0.740945	1.08327	1.77319	0.133374	0.16746	0.220319	0.0610279	0.305461	0.112357	0.5094508	1.13808
21	0	-433.3502	-372.226	-61.12424	8.352168	1.968534	0.0495453	0.214857	0.031805	0.11587	0.0139625	0.374315	0.171039	0.0042544	0.0401952	0.0517816	0.138345	0.115608	0.0350476	0.0497035	0.0598796	0.116224	0.0040151	0.0269788	0.0408445	0.0590478	0.0641922	0.0438974	0.164435	0.0520787	0.463241	0.0438078	0.144116	0.0476766	0.251807	0.10844	0.00811856	0.663442	0.0204351	0.0198182	0.350368	0.00590061	0.202165	0.00488131	0.286163	0.80359	0.0548922	0.00316342	0.0653514	0.0220643	0.15701	0.0451988	0.0594394	0.168077	0.156316	0.13059	0.751346	0.240908	0.00628026	0.00895003	0.00936173	0.326456	0.000920438	0.075037	0.237971	0.362095	0.0976344	0.0307349	0.1397258	-0.119478	0.0439898	0.102419	0.0223285	0.080108	0.0516445	0.0751652	0.0503887	0.00149811	0.116963	0.0525843	0.175448	0.0942443	0.0328214	0.0812412	0.0191549	0.7399231	11	8.861053	0.1650728	0.289489	0.651625	1.06918	1.9897	0.180624	0.127704	0.200517	0.108145	0.267302	0.115707	0.6204452	1.192568
