Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-447.6655	-415.9411	-31.72435	7	2.367302	0.0284662	0.0598816	0.0442571	0.0482014	0.049023	0.0286081	0.0558609	0.182441	0.176704	0.0053607	0.0217474	0.0112293	0.0338298	0.0477448	0.0559442	0.00947257	0.0013739	0.0617392	0.0302736	0.020839	0.00499691	0.0295769	0.0301489	0.0439414	0.0375431	0.0184043	0.000326363	0.00763179	0.0301937	0.159367	0.0598276	0.0308987	0.0669057	0.0331873	0.0333378	0.00880675	0.00673532	0.0932913	0.0310309	0.045149	0.0514783	0.0348675	0.00903792	0.0519845	0.000477723	0.00135112	0.03867359	-0.08528772	0.305166	0.0421301	0.0252451	0.00512419	0.0198189	0.000476984	0.109991	0.0146489	0.043616	0.00795461	0.100881	0.0242131	0.0191657	0.275447	0.00612165	0.7863472	2	51.60722	0.0546895	0.333504	0.689138	1.07695	1.90041	0.0288406	0.203126	0.182036	0.237798	0.275271	0.0729285	0.7010594	1.121655
100	-472.065	-417.7266	-54.33836	13.06769	6.040433	0.00748914	0.0209687	0.0297102	0.00672651	0.19521	0.0327948	0.0613519	0.226268	0.0179694	0.180073	0.0758028	0.162942	0.041364	0.0259717	0.168543	0.0985829	0.00174888	0.136893	0.0052149	0.0341937	0.0160777	0.0387816	0.0227328	0.107164	0.0601044	0.0526076	0.151034	0.0272047	0.00547175	0.128313	0.133666	0.0713682	0.0373552	0.0251886	0.0519265	0.0143279	0.00342433	0.0420458	0.118364	0.156535	0.0659762	0.0367334	0.0683849	0.281479	0.18093	0.0161669	0.09473878	-0.0004618724	0.276648	0.0425443	0.0204631	0.00210126	0.0409485	0.00502822	0.169183	0.0255885	0.036539	0.00712979	0.0642741	0.00857221	0.06233	0.22725	0.0114009	0.5422129	3	53.14624	0.03562847	0.540285	0.825276	1.08117	1.55327	0.0421424	0.182353	0.268722	0.189033	0.210932	0.106818	0.541751	1.000853
200	-467.0551	-429.0243	-38.03079	7.780715	0.8417117	0.0068831	0.027215	0.0695095	0.0118027	0.064299	0.0863252	0.00174689	0.129834	0.00287769	0.0413037	0.0603665	0.0259708	0.14429	0.0148712	0.0255319	0.077197	0.0155136	0.0872356	0.0280674	0.0967794	0.000880226	0.143038	0.0296875	0.0282227	0.082263	0.025516	0.0322823	0.00591771	0.00127003	0.0290922	0.0568154	0.232375	0.0439153	0.00425177	0.0495952	0.154757	0.136849	0.0518328	0.00344776	0.0394882	0.0848829	0.010577	0.0699212	0.154391	0.199749	0.194193	0.06909967	0.04855986	0.147575	0.0273776	0.0425361	0.00637251	0.171614	0.0332087	0.213324	0.0387586	0.0573629	0.0158748	0.0489381	0.0136296	0.0429285	0.131314	0.00918665	0.4194354	5	52.47783	0.05389424	0.104399	0.423401	0.967875	2.50433	0.0467855	0.188643	0.163211	0.232445	0.2824	0.0865154	0.4679952	0.8962386
300	-444.1428	-432.7458	-11.39702	35.16733	2.884508	0.00865359	0.0601127	0.0156795	0.000810609	0.0527921	0.00541811	0.00900552	0.029441	0.0529588	0.00423171	0.10973	0.114557	0.0162613	0.0642969	0.00811683	0.0115845	0.0103705	0.0612541	0.0393057	0.00110204	0.00524861	0.0595258	0.0277874	0.0660241	0.00823496	0.00474182	0.0765826	0.00209617	0.028168	0.00299395	0.00444442	0.0601975	0.000766499	0.00878958	0.0223681	0.0585	0.0409097	0.0287902	0.0188176	0.00101938	0.0294632	0.0212589	0.00430484	0.00153449	0.0339885	0.0222006	0.03186089	0.0213332	0.365308	0.124385	0.0320366	0.0413998	0.00681972	0.00837514	0.106012	0.0305743	0.0599168	0.0135175	0.0606406	0.028607	0.00902233	0.0834773	0.0299079	0.4275277	5	55.67466	0.04928982	0.380125	0.724926	1.08188	1.81307	0.014317	0.240778	0.207246	0.224849	0.250213	0.062598	0.4488609	0.9524726
400	-455.5894	-423.6618	-31.92758	7.496418	2.641665	0.0269944	0.0606132	0.058551	0.0135135	0.0942204	0.0593823	0.0866526	0.0663284	0.130729	0.0555879	0.0582424	0.111269	0.0108762	0.0021666	0.00168511	0.0568075	0.0712071	0.00757101	0.0608537	0.0644938	0.00675469	0.040465	0.0288024	0.0853249	0.00468292	0.00808681	0.0126713	0.00930051	0.0121742	0.0192328	0.0157601	0.0295287	0.00697285	0.128817	0.080395	0.026073	0.0332677	0.0901339	0.00126521	0.0329994	0.00703769	0.00246842	0.00471623	0.140103	0.0622281	0.00598438	0.04693097	-0.01158084	0.209259	0.0210337	0.0640216	0.0436999	0.0197293	0.013127	0.134148	0.0287852	0.146769	0.00598125	0.0329028	0.0195017	0.0214183	0.236497	0.00312675	0.4668236	4	50.36873	0.06508846	0.359489	0.709536	1.08007	1.85091	0.0204288	0.228598	0.204748	0.210064	0.263719	0.0724434	0.4552427	1.025439
500	-493.1454	-430.0548	-63.09056	12.4527	2.232169	0.116189	0.0627474	0.393096	0.032946	0.0316947	0.0457978	0.00773538	0.122558	0.111686	0.102052	0.111759	0.105059	0.0212782	0.0192187	0.0685398	0.6427	0.0418506	0.0459073	0.195105	0.0364936	0.13299	0.0953171	0.00557723	0.0492145	0.0114495	0.0244371	0.00626513	0.333499	0.000754358	0.285288	0.113304	0.0817137	0.0664435	0.0692529	0.0323784	0.0530409	0.0144597	0.0463431	0.174846	0.0186559	0.336463	0.0965502	0.0485473	0.12759	0.444986	0.0928187	0.1036704	-0.09180528	0.209894	0.00947475	0.0725759	0.0063844	0.0165347	0.00950723	0.103904	0.0633547	0.0528604	0.0298575	0.0247434	0.0210145	0.104912	0.274253	0.000729224	0.4741839	4	55.68139	0.07702561	0.319498	0.67763	1.07484	1.92803	0.0338065	0.235763	0.209794	0.281571	0.156119	0.0829465	0.3823786	1.24009
600	-442.3223	-420.9415	-21.38083	20.16443	3.667226	0.000933355	0.00719646	0.0216414	0.0188042	0.115158	0.0395854	0.00776601	0.0368976	0.0103591	0.06947	0.0141881	0.0653336	0.00532041	0.0645244	0.0248434	0.0896697	0.00687277	0.0402319	0.0494508	0.0128322	0.00813563	0.0383546	0.00106851	0.0178978	0.118065	0.0187642	0.0566719	0.0498483	0.0115015	0.0457232	0.00218354	0.00307957	0.0213183	0.0121925	0.0220445	0.0907614	0.0733164	0.00529657	0.0199542	0.0969594	0.151923	0.00370436	0.0538862	0.00355149	0.0573355	0.0201793	0.04330446	-0.009449587	0.252609	0.0216407	0.0918047	0.00411208	0.0196092	0.0146038	0.291184	0.0242649	0.0745915	0.0157013	0.045066	0.01257	0.0487758	0.0789425	0.004524	0.3498528	4	51.37664	0.05024968	0.435091	0.762854	1.08429	1.71777	0.0442614	0.196895	0.240232	0.149022	0.276647	0.0929438	0.3404032	1.02776
700	-475.7669	-441.0454	-34.72151	18.7867	2.101944	0.00847526	0.0225453	0.0533439	0.0157455	0.0102615	0.00594542	0.113763	0.124173	0.106872	0.0486542	0.150318	0.12736	0.0216342	0.00666622	0.0501688	0.0781931	0.0460808	0.0159111	0.0728506	0.0735665	0.00396268	0.0572178	0.0181974	0.0536709	0.0210984	0.239569	0.135999	0.0595798	1.56044e-05	0.0303931	0.0283067	0.128187	0.0571341	0.0649587	0.00183134	0.0674433	0.0968851	0.00807269	0.0372504	0.0124963	0.10453	0.139092	0.0565455	0.00410674	0.0548585	0.0958116	0.06170828	0.01355859	0.129992	0.0440499	0.0716863	0.0333494	0.027274	0.00553796	0.0541289	0.00256087	0.0486897	0.0269614	0.036856	0.0641267	0.0273753	0.418738	0.00867353	0.3180861	5	50.86033	0.07219279	0.305147	0.665434	1.07234	1.95708	0.0536102	0.307626	0.12855	0.179965	0.277201	0.0530485	0.3316447	0.9591171
800	-465.121	-426.8746	-38.24637	8.16477	1.73987	0.015079	0.0501294	0.00211332	0.176653	0.0499441	0.0124015	0.0849468	0.0433626	0.0436124	0.052551	0.00353826	0.138949	0.0488149	0.206559	0.0600294	0.00314803	0.0159999	0.0579351	0.0554068	0.0362403	0.0226491	0.0986181	0.100244	0.035475	0.0297144	0.0794722	0.142807	0.0128779	0.0684569	0.243453	0.0027687	0.0247639	0.0542376	0.0707948	0.132448	0.132845	0.0641762	0.0226233	0.146861	0.102213	0.0209343	0.195277	0.00817079	0.00420317	0.0208286	0.110893	0.07708505	-0.01749553	0.340796	0.0167454	0.0637934	0.0749244	0.0440208	0.00316396	0.133867	0.0511581	0.0304665	0.0116296	0.0116236	0.0064851	0.00367441	0.177187	0.030464	0.3846913	8	58.00641	0.05511326	0.260115	0.624157	1.06187	2.05385	0.0231066	0.183027	0.262982	0.226604	0.221249	0.0830306	0.3671958	1.047646
900	-451.1657	-428.3284	-22.83725	15.54882	2.849629	0.0205191	0.000475596	0.00349737	0.00408606	0.0400607	0.0216543	0.0457496	0.0559242	0.0159546	0.0268948	0.217778	0.0303226	0.154443	0.00335044	0.000563066	0.00392437	0.00439609	0.00701547	0.143175	0.0732065	0.0396115	0.0383925	0.119233	0.0124494	0.0189014	0.0268005	0.00175895	0.0409101	0.0039891	0.0758577	0.071879	0.0210628	0.00963888	0.0126685	0.100368	0.170651	0.0353799	0.0192981	0.111772	0.021408	0.0610974	0.00627107	0.0110334	0.0377022	0.00289356	0.0196364	0.0383867	0.08143552	0.238297	0.030151	0.0587541	0.0370101	0.0448999	0.0158965	0.128902	0.0362473	0.121845	0.0179004	0.0425449	0.0169943	0.014626	0.193226	0.00270631	0.5647308	5	51.39921	0.04906217	0.377284	0.722847	1.08167	1.8182	0.03032	0.243034	0.236059	0.135116	0.273987	0.0814827	0.6461663	0.8739713
