Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-388.254	-347.9903	-40.26371	10.64602	3.674332	0.0722303	0.0686712	0.0376037	0.0129281	0.0523149	0.100607	0.106032	0.0739768	0.00183578	0.166945	0.0933822	0.0241025	0.00584867	0.163714	0.0334362	0.0449414	0.0557672	0.00714947	0.0100841	0.0790413	0.0728947	0.0765961	0.0400966	0.020385	0.00350727	0.0152368	0.0270432	0.00626651	0.0936802	0.0747136	0.0517187	0.0301029	0.0248066	0.0250545	0.0691756	0.241166	0.272752	0.00339953	0.113236	0.0374081	0.0659508	0.107568	0.13961	0.0352184	0.0389558	0.0139162	0.0876807	0.00616329	0.0380145	0.0134788	0.0645073	0.123541	0.0291912	0.0344593	0.0133986	0.0732729	0.0850246	0.0228965	0.0568049	0.0220299	0.0267644	0.0154692	0.04984383	0.01659775	0.0462323	0.0231704	0.0812016	0.159931	0.0488409	0.0190711	0.0715055	0.00760971	0.200454	0.00444889	0.147116	0.0271328	0.073688	0.0514331	0.0381647	0.53804	16	52.04472	0.09478389	0.435525	0.763137	1.08429	1.71705	0.135602	0.15847	0.261574	0.0885486	0.278643	0.0771628	0.5546378	0.9700746
100	-390.2933	-344.4332	-45.86008	17.28278	6.918464	0.0163644	0.00536045	0.0139158	0.0697542	0.100007	0.0166804	0.0288781	0.142122	0.0241579	0.00236161	0.013932	0.0354235	0.072327	0.00975509	0.0408358	0.0277471	0.240856	0.0104512	0.0274982	0.00941966	0.162558	0.0176562	0.00615955	0.00067533	0.0112611	0.00743088	0.000271402	0.0213521	0.0139959	0.0336484	0.0134988	0.00103651	0.00158121	0.227369	0.0662286	0.00899968	0.00536523	0.0111942	0.00277155	0.179516	0.139007	0.0762392	0.0384643	0.0820982	0.0940866	0.0057106	0.0208673	0.00772675	0.137515	0.000413463	0.139755	0.0167512	0.087939	0.00975731	0.107077	0.0474912	0.103892	0.08455	0.0190715	0.0688929	0.116114	0.000183189	0.05249454	-0.07583643	0.0580442	0.0184232	0.0361308	0.167209	0.0726831	0.0798385	0.110506	0.00878316	0.0461068	0.0385796	0.239957	0.0231934	0.0256396	0.0688093	0.00609633	0.5034971	8	53.26211	0.05072292	0.566385	0.839049	1.07914	1.51542	0.153501	0.206239	0.200625	0.10809	0.213837	0.117707	0.4276606	1.177329
200	-387.3148	-342.378	-44.93682	16.83725	3.395449	0.00463809	0.0756803	0.00902057	0.0257034	0.00601481	0.00232569	0.0132932	0.178509	0.0997446	0.0334396	0.00784999	0.0249567	0.0673165	0.0658425	0.0783569	0.0687322	0.0575168	0.121349	0.0183556	0.0539193	0.0636246	0.0596866	0.0659153	0.00936555	0.00426289	0.0193902	0.0257905	0.00513787	0.00132316	0.0688858	0.0137185	0.00226586	0.0658278	0.381476	0.0351266	0.0148861	0.0225915	0.0248248	0.0548217	0.00134062	0.0992816	0.00960668	0.0142852	0.0292238	0.149405	0.055067	0.0163971	0.0833248	0.324403	0.014305	0.184446	0.0715944	0.015557	0.160087	0.028949	0.00531238	0.0147347	0.00278802	0.00826227	0.0028798	0.00205829	0.114403	0.05501817	-0.02994449	0.0424571	0.0169181	0.142022	0.147897	0.0234929	0.0249259	0.248573	0.00156102	0.12453	0.00711022	0.0685704	0.00326051	0.00780107	0.133827	0.00705453	0.6564747	7	53.40079	0.07220006	0.417716	0.751312	1.08388	1.7471	0.151569	0.156477	0.23039	0.0951889	0.192782	0.173593	0.6265302	1.047794
300	-408.8687	-356.9989	-51.86978	15.23335	4.25252	0.056817	0.00417354	0.064611	0.000140263	0.000369071	0.102332	0.00768382	0.354379	0.00153458	0.00453311	0.184507	0.15351	0.00831824	0.0203067	0.0708933	0.0190402	0.0925311	8.30854e-05	0.0266887	0.0149604	0.0561158	0.10292	0.101303	0.0778153	0.0190282	0.0180883	0.0721073	0.048903	0.0203931	0.142005	0.0278638	0.011265	0.029792	0.0088353	0.109534	0.0722601	0.0766556	0.0714278	0.00436592	0.093469	0.0678224	0.00042792	0.023701	0.124921	0.0918502	0.00261541	0.032168	0.205274	0.109125	0.117787	0.139528	0.0175312	0.017882	0.0165327	0.0219239	0.0143058	0.0658693	0.0151306	0.132228	0.0356736	0.0780858	0.0355091	0.05351488	-0.01192156	0.0735729	0.128038	0.114206	0.0394801	0.0179405	0.051808	0.0908583	0.00090756	0.0786749	0.0978836	0.152998	0.013453	0.0063348	0.0943861	0.0394582	0.4933344	10	52.62816	0.1684294	0.467718	0.783512	1.08428	1.66449	0.202255	0.143408	0.203362	0.0755621	0.222836	0.152577	0.4814128	1.024764
400	-379.3045	-348.2594	-31.04508	16.81152	3.127717	0.0217721	0.0404546	0.0226969	0.0405255	0.0156892	0.0527726	0.0404652	0.0102162	0.00243715	0.00448958	0.0328497	0.0264009	0.0594697	0.00372283	0.0263819	0.0311609	0.0126982	0.0855776	0.0358774	0.0188056	0.0452097	0.0557011	0.0268696	0.0247132	0.00560701	0.0158159	0.00572352	0.00771725	0.0956111	0.310725	0.0174298	0.0087087	0.0381479	0.00700892	0.075812	0.0104387	0.177436	0.137737	0.0264188	0.0268122	0.0570372	0.0712207	0.0329635	0.00259453	0.0787708	0.0170605	0.0305642	0.027726	0.0146984	0.0260229	0.0956637	0.223999	0.0100623	0.0194734	0.0150735	0.00793692	0.0101976	0.0440598	0.0396084	0.00575949	0.0173609	0.118717	0.04220973	-0.01715662	0.0503137	0.0322655	0.0997744	0.0742907	0.0111703	0.0269147	0.309643	0.000904036	0.116645	0.00530255	0.0891161	0.0148892	0.0172685	0.0541605	0.0973409	0.4607221	8	50.71947	0.08392935	0.398907	0.738363	1.08308	1.77965	0.0917313	0.157208	0.253784	0.0562159	0.308009	0.133052	0.4435655	1.038679
500	-406.6414	-352.5501	-54.09122	17.64553	2.977427	0.0142617	0.0747875	0.0236881	0.0132344	0.0411365	0.0215375	0.0292987	0.167282	0.0185268	0.0264841	0.0675871	0.00796733	0.0583979	0.0335465	0.0692492	0.0418529	0.11547	0.059588	0.00242825	0.103739	0.0760621	0.00163539	0.0395532	0.000796119	0.0159297	0.00117089	0.143445	0.0162498	0.0221959	0.105391	0.0124478	0.031639	0.115415	0.0135408	0.194635	0.0319327	0.109938	0.163223	0.109613	0.268517	0.0804926	0.0875996	0.0728346	0.0104548	0.117134	0.11374	0.0385316	0.0498972	0.0116608	0.0784765	0.156802	0.11405	0.0256547	0.0566276	0.0290869	0.00104021	0.00985781	0.018966	0.0898779	0.0179355	0.0376588	0.018071	0.0554004	0.007983858	0.0546689	0.0473895	0.0431402	0.0893721	0.0462088	0.00062489	0.201695	0.00108087	0.17083	0.00928641	0.0866921	0.00206223	0.0260582	0.183456	0.0374345	0.4136188	7	56.02213	0.07101038	0.387508	0.73027	1.0824	1.79982	0.137963	0.175856	0.249157	0.0980906	0.21612	0.122814	0.4216026	0.9810631
600	-375.1646	-348.1424	-27.02225	14.99812	2.521668	0.0200847	0.00340856	0.00100108	0.0905283	0.0928062	0.0506418	0.000612242	0.0974928	0.0742322	0.0323723	0.00718047	0.0529191	0.0171876	0.024005	0.00355112	0.0371964	0.0539388	0.181166	0.0293046	0.0225927	0.01973	0.00485015	0.00795868	0.0346256	0.00570934	0.00782142	0.0567777	0.0112786	0.0380872	0.0605336	0.00179494	0.0223347	0.0337963	0.222946	0.0321086	0.0089036	0.00350514	0.0376681	0.0766265	0.0518444	0.015426	0.0575032	0.00161962	0.00315683	0.0972363	0.0204996	0.0199436	0.000645891	0.0463189	0.0117378	0.052059	0.108491	0.0100296	0.0220726	0.0290075	0.0296262	0.0712312	0.0932267	0.0256839	0.0695404	0.028969	0.202744	0.04436125	-0.09489387	0.0277483	0.0429134	0.0657735	0.0947652	0.0120308	0.0679165	0.110345	0.0184159	0.117339	0.00352138	0.190578	0.0273304	0.108519	0.101399	0.011405	0.5124824	11	50.9709	0.1127437	0.348501	0.701056	1.07887	1.87157	0.153307	0.107746	0.215734	0.0749181	0.310623	0.137671	0.4175886	1.227243
700	-399.6142	-352.4446	-47.16961	14.84643	2.721557	0.0207305	0.0162924	0.0519754	0.0503765	0.0216018	0.0514809	0.0550799	0.100291	0.0385677	0.0637555	0.00149933	0.00388376	0.0302581	0.000251493	0.0126756	0.004627	0.0637403	0.0667353	0.0641009	0.00963464	0.0872333	0.0185631	0.00488858	0.0281492	0.00701488	0.07388	0.0832242	0.00302732	0.00871247	0.012423	0.0179112	0.0609029	0.0632521	0.137259	0.0158746	0.09159	0.0120597	0.00582973	0.0616266	0.055491	0.0147651	0.00392033	0.00762821	0.0402432	0.187786	0.066359	0.0681285	0.00310219	0.242637	0.00387053	0.0583274	0.125072	0.0136321	0.0259331	0.0673192	0.0375929	0.00353431	0.0200071	0.0789683	0.240861	0.249534	0.148304	0.04698734	0.03852895	0.0876594	0.0382012	0.0743509	0.118667	0.0206199	0.0385632	0.0339571	0.00958328	0.126372	0.158014	0.149678	0.00447437	0.0143833	0.0718096	0.0536664	0.404086	10	54.14499	0.06456556	0.366504	0.714845	1.08075	1.8379	0.159045	0.117165	0.266107	0.0514125	0.242422	0.163848	0.4426149	0.9129515
800	-396.5561	-336.507	-60.04907	19.03056	3.07016	0.0193574	0.0517996	0.0305704	0.235907	0.116821	0.0117149	0.0251136	0.228069	0.0118351	0.119779	0.0218474	0.0371904	0.30168	0.00988582	0.0198573	0.00562982	0.106299	0.0109364	0.0196802	0.019472	0.199808	0.0206125	0.0729202	0.0597136	0.00345387	0.105993	0.016563	0.0672647	0.00041564	0.0762093	0.0510552	0.0463934	0.0264547	0.195964	0.162729	0.0449742	0.0459386	0.0152406	0.0831271	0.210511	0.122944	0.0392337	0.0285927	0.0665683	0.155876	0.0160447	0.0622341	0.0141551	0.0917687	0.0527511	0.121847	0.0858394	0.0540286	0.00607073	0.034133	0.0362192	0.00247582	0.035631	0.00024459	0.0176288	0.150317	0.0219373	0.0600685	0.1331681	0.0626172	0.128031	0.0842642	0.109681	0.033036	0.0149966	0.0824095	0.00167859	0.0772653	0.0282184	0.234883	0.0254441	0.0196362	0.0943508	0.00348765	0.5050634	12	50.28981	0.06603835	0.394618	0.73534	1.08284	1.7872	0.151836	0.213553	0.19998	0.0939499	0.221361	0.119321	0.6382315	0.7913483
900	-384.1653	-347.8575	-36.30779	15.15896	3.233775	0.0533303	0.00276842	0.0548971	0.0610386	0.0676323	0.00282984	0.00533327	0.078006	0.0279421	0.00170841	0.0146187	0.00304486	0.0109511	0.00152366	0.0338173	0.0407327	0.00938338	0.0411781	0.0448381	0.0366606	0.0428933	0.0550846	0.0196377	0.011138	0.00873352	0.00192511	0.0171603	0.0272225	0.0153087	0.0411997	0.00108919	0.0126308	0.0861165	0.155852	0.0213087	0.00214946	0.175327	0.00035282	0.0477934	0.01243	0.151811	0.0644727	0.0418472	0.0308195	0.0994906	0.0362837	0.0739102	0.0702108	0.0584149	0.061425	0.185576	0.0558105	0.00240811	0.0263393	0.125504	0.00966416	0.0804198	0.124493	0.0438144	0.147534	0.0419038	0.00431581	0.0450077	-0.07530694	0.0733189	0.14645	0.0844877	0.0873951	0.0394277	0.026316	0.101548	0.00139984	0.0436716	0.00794417	0.054754	0.0183321	0.0407205	0.235244	0.03899	0.7098214	13	52.63001	0.07163376	0.406576	0.743702	1.08345	1.76627	0.103118	0.209689	0.206796	0.101957	0.243205	0.135235	0.6345144	1.118684
