Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-545.3458	-456.4548	-88.89103	27.63555	2.602364	0.194975	0.147887	0.163623	0.182006	0.0947218	0.0864645	0.0800046	0.0944885	0.167308	0.146261	0.300768	0.0235364	0.337719	0.000600249	0.256339	0.0083486	0.00163862	0.205633	0.0424614	0.325565	0.900411	0.0854029	0.0403397	0.0761116	0.116423	0.501976	0.0380669	0.0673594	0.0919279	0.126245	0.185698	0.355249	0.0612904	0.0536146	0.328831	0.0552092	0.0196705	0.0420697	0.393139	0.0255616	0.0540934	0.251754	0.139251	0.595507	0.0843325	0.00686891	0.1710884	0.01815395	0.106762	0.00710643	0.0276296	0.103162	0.00519935	0.0300559	0.0310724	0.0762958	0.0502024	0.136994	0.0115184	0.0138471	0.235101	0.0776905	0.0873625	0.3669922	5	50.1388	0.04400067	0.355952	0.706829	1.0797	1.85752	0.0475804	0.383447	0.068871	0.2741	0.101992	0.124009	0.3851462	0.9528648
100	-542.2633	-441.2865	-100.9768	23.69026	2.36204	0.175518	0.318441	0.0640457	0.0299689	0.137073	0.293983	0.0683193	0.0936436	0.167395	0.168988	1.12134	0.0719007	0.772199	0.0354186	0.370007	0.0756114	0.0139416	0.0536623	0.0997046	0.0631087	0.154107	0.249241	0.287476	0.249586	1.2302	0.798737	0.105368	0.140727	0.321926	0.123356	0.143596	0.162898	0.195299	0.193947	0.237046	0.0109989	0.0387905	0.179956	0.323453	0.378732	0.0675468	0.128855	0.0819115	0.159357	0.359696	0.119276	0.2749972	0.04100173	0.0810221	0.0126769	0.0167655	0.000661757	0.0824079	0.000749604	0.0282278	0.00800881	0.0754492	0.0061318	0.169806	0.0383978	0.227871	0.246432	0.0053917	0.4565247	5	54.28241	0.03996502	0.332974	0.68871	1.07688	1.90144	0.0316528	0.324137	0.123311	0.238572	0.190016	0.0923117	0.4975265	0.9175888
200	-534.4035	-428.1922	-106.2113	29.33001	3.496163	0.503076	0.0384114	0.162743	0.3247	0.138137	0.371063	0.0615853	0.196278	0.38514	0.321927	0.0426914	0.951641	0.316431	0.171272	0.0806831	0.196766	0.013452	0.0570509	0.0815257	0.154453	0.0907265	0.497459	0.236223	0.652669	0.0587788	0.688789	0.117777	1.09717	0.0228705	0.924064	0.053217	0.493348	0.00816709	0.00709635	0.165173	0.198339	0.713466	0.00394994	0.116204	0.0140559	0.127662	0.0834933	0.266749	0.0109542	0.0899197	0.00638375	0.2176062	0.01206584	0.189421	0.0499589	0.0115819	0.038447	0.0733748	0.00670286	0.00274351	0.00879569	0.0288979	0.0210572	0.253072	0.00522023	0.17781	0.122253	0.0106644	0.300371	6	53.64875	0.05684241	0.424343	0.75576	1.08407	1.73583	0.0303686	0.289712	0.104032	0.314507	0.158455	0.102926	0.3124368	0.9613815
300	-505.3854	-424.6528	-80.7326	38.46394	2.665039	0.753162	0.019012	0.212848	0.0393713	0.0160716	0.0528218	0.128319	0.0217656	0.113682	0.071393	0.102897	0.0486428	0.26218	0.063658	0.00188438	0.0501718	0.00501988	0.00426187	0.0740166	0.00480226	0.350825	0.0497728	0.125762	0.0725216	0.258181	0.108987	0.060059	0.00545513	0.0849862	0.105105	0.0366069	0.00506635	0.0409035	0.422277	0.174479	0.0721808	0.337809	0.0754085	0.0118817	0.0727549	0.0218767	0.364202	0.161994	0.0785032	0.141584	0.316764	0.1056544	0.04065458	0.180234	0.0364207	0.11245	0.0262115	0.00676404	0.00560158	0.040581	0.0136776	0.0677909	0.0414971	0.161648	0.0355468	0.153683	0.0941848	0.0237089	0.3772415	7	58.4024	0.06482381	0.361566	0.711116	1.08028	1.84704	0.0428113	0.270867	0.10611	0.318192	0.190711	0.0713081	0.4178961	0.902716
400	-510.295	-431.1172	-79.17777	29.02375	4.798403	0.293904	0.0356474	0.03765	0.0631087	0.0646168	0.115445	0.141668	0.0620792	0.0534884	0.177782	0.105266	0.119017	0.225822	0.258976	0.187023	0.0443553	0.00763296	0.136847	0.283142	0.0226452	0.297296	0.0864609	0.0859275	0.226425	0.125987	0.252569	0.0502571	0.0589741	0.0280682	0.0321362	0.153268	0.345517	0.0238811	0.0216891	0.206102	0.168151	0.00220285	0.00251564	0.00244081	0.576436	0.199138	0.00625063	0.0297361	0.0127197	0.103833	0.123319	0.1403202	-0.02684878	0.0627283	0.0198556	0.0265245	0.0246064	0.110952	0.00283379	0.0232487	0.0121551	0.0265819	0.0446808	0.203533	0.0564962	0.221507	0.138837	0.0254596	0.489325	5	52.37701	0.03661836	0.493483	0.798964	1.08364	1.62392	0.054775	0.418297	0.116979	0.235919	0.0874063	0.0866239	0.4624763	1.058054
500	-527.4024	-432.7171	-94.68531	23.41011	2.044489	0.0255936	0.0390546	0.195517	0.114851	0.173607	0.00592835	0.179485	0.0609744	0.175078	0.0248187	0.673923	0.159884	0.235847	0.40619	0.0118255	0.0344647	0.00446568	0.308866	0.169816	0.165227	0.0746087	0.437614	0.321712	0.0539659	0.618559	0.145264	0.148503	0.0409926	0.0185513	0.131972	0.0766985	0.664421	0.31248	0.0208841	0.0873106	0.266727	0.0942496	0.0952361	0.018435	0.692182	0.0392667	0.269455	0.0485078	0.116184	0.0776338	0.409398	0.2375829	0.02492493	0.166167	0.0382458	0.0914367	0.00193592	0.00259757	0.0148626	0.0269358	0.00117515	0.0178403	0.0229509	0.139936	0.022344	0.238597	0.213519	0.00145677	0.3711113	7	51.49948	0.06990809	0.298528	0.659663	1.07106	1.97075	0.0311201	0.360602	0.100327	0.228579	0.164089	0.115283	0.3960362	0.937064
600	-505.4276	-428.1807	-77.24685	24.95866	5.140154	0.233158	0.0507983	0.0232298	0.0339204	0.00648989	0.0886639	0.101263	0.218435	0.0949851	0.0118409	0.170581	0.187176	0.229821	0.00707771	0.0733755	0.0199164	0.0130493	0.0250522	0.00857601	0.182433	0.150046	0.295876	0.0206627	0.1602	0.323821	0.0232662	0.0339076	0.0435672	0.120004	0.114833	0.0437452	0.551381	0.043205	0.0327498	0.0926147	0.00270445	0.0456192	0.0334955	0.0216267	0.931724	0.0481229	0.012981	0.210734	0.129786	0.0353682	0.062267	0.1221452	0.006657254	0.243239	0.012216	0.00441826	0.00546064	0.0100039	0.00397717	0.0295101	0.0104475	0.107975	0.00294676	0.242072	0.0196826	0.0945136	0.192178	0.0213592	0.4647285	6	56.01134	0.03369983	0.507796	0.807243	1.08305	1.60191	0.0212895	0.294823	0.145505	0.256171	0.178291	0.103921	0.4713857	0.9858773
700	-516.2037	-431.9437	-84.26	24.15874	3.070335	0.258743	0.269132	0.167992	0.0798438	0.0593434	0.191771	0.0552413	0.0139375	0.29632	0.0767593	0.135514	0.0139656	0.392314	0.0111654	0.204646	0.123167	0.00838226	0.149129	0.0337869	0.0229354	0.0169199	0.253172	0.219259	0.114239	0.0165577	0.380635	0.555221	0.310198	0.0593336	0.0105331	0.415606	0.18217	0.0348469	0.00689984	0.0959233	0.0181631	0.406189	0.195263	0.00555851	0.196536	0.128805	0.106538	0.0916674	0.00271841	0.0396266	0.341123	0.2130054	-0.02189929	0.1325	0.0183859	0.0431271	0.000951208	0.00590333	0.00830052	0.0284311	0.00628557	0.0569864	0.122852	0.324926	0.00882251	0.0707698	0.160894	0.0108654	0.2899597	8	54.40787	0.06365764	0.394631	0.735349	1.08284	1.78718	0.0453466	0.316707	0.116298	0.263194	0.151181	0.107274	0.2680604	1.081695
800	-509.7796	-429.848	-79.93164	22.9921	2.289335	0.500239	0.00996053	0.00727385	0.0869463	0.0196307	0.0218765	0.0915741	0.00526626	0.097994	0.084134	0.10129	0.171639	0.102864	0.866718	0.213389	0.00796099	0.015062	0.117621	0.14074	0.0223208	0.142515	0.138994	0.020837	0.0448031	0.0223409	0.474857	0.0215701	0.245143	0.371742	0.000173095	0.0204749	0.766671	0.159726	0.00236498	0.0396898	0.0121755	0.00388151	0.0489728	0.255507	0.0131113	0.0716447	0.193537	0.00984577	0.4923	0.110571	0.0198598	0.1049268	-0.02193398	0.180237	0.0145696	0.0222048	0.0550448	0.00114838	0.0139127	0.114373	0.0390457	0.0282934	0.0748376	0.149288	0.024965	0.16694	0.105987	0.00915294	0.4299986	6	50.40796	0.0674755	0.325528	0.682631	1.07579	1.91605	0.0429444	0.22354	0.168666	0.234913	0.150324	0.179612	0.4080646	1.053751
900	-504.9616	-430.7964	-74.16524	24.55825	6.262308	0.411136	0.117653	0.00226198	0.276805	0.0657017	0.100655	0.146572	0.169126	0.165936	0.0861602	0.18658	0.176909	0.301896	0.0868311	0.0133529	0.0547298	0.00332657	0.0364109	0.00166617	0.0627194	0.136954	0.137894	0.0757726	0.0251762	0.123507	0.0930425	0.00176805	0.799372	0.246842	0.00737437	0.0194169	0.0568078	0.119327	0.0225724	0.0734235	0.0359493	0.167901	0.0231655	0.222295	0.358094	0.0746631	0.138584	0.0348685	0.0468576	0.00931291	0.0664957	0.1470412	0.01890341	0.134959	0.0575622	0.0176003	0.137583	0.0907553	0.00630992	0.0133249	0.00721842	0.043139	0.00485856	0.0604197	0.0143305	0.0744286	0.310139	0.0273721	0.3170649	8	52.66591	0.08943441	0.547333	0.829056	1.08066	1.54295	0.033629	0.264079	0.137598	0.297744	0.185256	0.0816942	0.3359684	0.9437346
