Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-502.5479	-427.8503	-74.69753	32.53163	4.54638	0.0348312	0.0891239	0.0608861	0.332437	0.0360468	0.0151375	0.15134	0.0419859	0.170634	0.0320633	0.00606613	0.0347909	0.0729124	0.0141489	0.0410207	0.139336	0.103037	0.00400846	0.109595	0.139813	0.0121762	0.159116	0.116656	0.220085	0.0437538	0.292566	0.0694122	0.436492	0.276891	0.112119	0.13543	0.148327	0.16849	0.000238715	0.115307	0.00451523	0.012873	0.423106	0.129135	0.163161	0.0258734	0.268607	0.0899947	0.124594	0.0748328	0.0891256	0.1241044	-0.03005626	0.233253	0.0611954	0.0493338	0.0150468	0.0853721	0.00332952	0.0462226	0.0150848	0.0315878	0.0320405	0.165543	0.0279905	0.0664221	0.153878	0.0137002	0.2672097	6	53.16642	0.06140524	0.482072	0.79221	1.08399	1.64173	0.0311413	0.26071	0.133807	0.235722	0.149912	0.188708	0.2371535	1.126738
100	-521.012	-442.9293	-78.0827	18.959	2.575982	0.409469	0.0062574	0.00725118	0.0554658	0.0682246	0.27932	0.0520686	0.0163931	0.225326	0.205328	0.10516	0.188026	0.416436	0.032484	0.155568	0.0521808	0.00885163	0.388323	0.00697982	0.0905568	0.247078	0.0782969	0.0116899	0.214114	0.194577	0.0232747	0.0127941	0.0640434	0.014447	0.493933	0.0177524	0.201982	0.5082	0.10107	0.0907391	0.00934236	0.0271119	0.0232894	0.12111	0.0825786	0.0513347	0.0491372	0.0217723	0.476564	0.458341	0.0400181	0.172985	-0.01000712	0.0256117	0.00451485	0.0199508	0.012778	0.0087546	0.0163922	0.0473453	0.0167797	0.0079275	0.0874606	0.479351	0.00842238	0.176039	0.0743238	0.0143476	0.3378665	7	50.23162	0.06142112	0.353544	0.704973	1.07944	1.86204	0.0811837	0.297477	0.0698852	0.17824	0.107918	0.265296	0.3278594	1.030523
200	-521.9281	-437.4682	-84.45985	20.752	3.596196	0.0454538	0.160043	0.0904453	0.122387	0.0663263	0.172286	0.00276583	0.486382	0.209583	0.0841439	0.00213144	0.00637895	0.0129905	0.277821	0.545299	0.145395	0.0510087	0.0755065	0.0152033	0.119726	0.19733	0.64361	0.378705	0.310397	0.00656424	0.0222155	0.0823838	0.0394303	0.138148	0.168061	0.425913	0.130799	0.455122	0.143318	0.357559	0.0341689	0.0158052	0.0773027	0.0160561	0.44722	0.739294	0.0182134	0.0591679	0.171239	0.132658	0.10316	0.1690829	-0.08942966	0.0794997	0.160204	0.00704703	0.0322771	0.0328525	0.00164943	0.0599778	0.0176569	0.00886406	0.000259685	0.16267	0.0118262	0.140872	0.276605	0.00773856	0.3855048	7	50.51873	0.09891451	0.430703	0.759975	1.08421	1.72511	0.0587283	0.288452	0.135451	0.212974	0.203363	0.101033	0.2960752	1.302051
300	-505.8554	-434.0043	-71.85111	26.0769	1.113759	0.0542532	0.100896	0.0487585	0.231656	0.0885484	0.136005	0.0453138	0.0695201	0.0531462	0.00797522	0.0222799	0.0401505	0.0246835	0.0092492	0.0343029	0.0475272	0.230703	0.0662939	0.0384897	0.130641	0.316201	0.0225052	0.106395	0.175197	0.164455	0.00948214	0.04872	0.0166548	0.0552586	0.0514416	0.207676	0.0335432	0.191878	0.0719623	0.372953	0.0821074	0.33106	0.0313055	0.063527	0.2264	0.799016	0.0286706	0.00861644	0.0301999	0.016284	0.252261	0.1366041	0.005490113	0.268685	0.102894	0.0164067	0.0258374	0.0103944	0.00509014	0.0584885	0.0184584	0.0718835	0.00644148	0.196182	0.0173186	0.0535863	0.122722	0.0256112	0.3373909	3	50.29733	0.03680988	0.159077	0.508464	1.01656	2.3159	0.0188637	0.297004	0.138306	0.271358	0.177892	0.0965761	0.342881	0.9839883
400	-521.6031	-423.1146	-98.48852	30.76481	4.704634	0.11855	0.0470577	0.0904074	0.128755	0.202604	0.367286	0.255807	0.590121	0.0384464	0.0170536	0.0224862	0.0191443	0.0170085	0.0177981	0.169866	0.0267131	0.199991	0.0514504	0.0557215	0.614867	0.286849	0.154425	0.0748654	0.421465	0.029395	0.231035	0.11902	0.103737	0.201636	0.305553	0.404792	0.157887	0.68167	0.00209039	0.00302969	0.0924469	0.411523	0.255648	0.0209073	0.73229	0.0955626	0.0248986	0.0776513	0.150439	0.0303448	0.109971	0.1968837	-0.02191314	0.144083	0.0169534	0.0176684	0.0165984	0.0111275	0.0168343	0.0307032	0.00693921	0.0357243	0.0105077	0.251072	0.000986488	0.243474	0.17538	0.0219483	0.328829	4	52.02666	0.06578896	0.489328	0.796521	1.08378	1.63038	0.0561232	0.208922	0.146355	0.288152	0.173371	0.127077	0.3069159	1.071398
500	-510.3594	-446.6155	-63.74388	29.89656	4.119297	0.149108	0.0716678	0.0714104	0.000929203	0.0225924	0.048293	0.0498286	0.126026	0.102459	0.0398818	0.014184	0.0023913	0.106124	0.0198619	0.0403466	0.0965884	0.0066759	0.176964	0.166051	0.294142	0.0950981	0.0727643	0.0538701	0.0859781	0.0263851	0.088595	0.103561	0.122825	0.0628303	0.22209	0.235275	0.0140452	0.186576	0.0828219	0.27019	0.0652594	0.0211455	0.109812	0.00418496	0.00129979	0.0515073	0.045899	0.0551018	0.0477358	0.0400845	0.098959	0.08102855	0.006054508	0.208775	0.00761843	0.00741766	0.0202627	0.128515	0.0154727	0.0830979	0.0159474	0.00503042	0.158105	0.118964	0.00691668	0.0808181	0.122769	0.0202889	0.2272058	7	52.41611	0.04432336	0.460798	0.779236	1.08436	1.6756	0.0261497	0.207797	0.170915	0.237012	0.225296	0.132829	0.2332604	0.974044
600	-530.3956	-429.0002	-101.3954	23.36851	3.126682	0.00637418	0.0348237	0.160783	0.265177	0.10648	0.134618	0.126132	0.759991	0.114001	0.0035643	0.0126503	0.0152432	0.00380301	0.117483	0.289241	0.0283015	0.0463632	0.0887988	0.132209	0.664728	0.297531	0.449487	0.283855	0.127063	0.799406	0.333917	0.0184368	0.131224	0.0183314	0.0161174	0.00981423	0.0499988	0.0508118	0.870346	0.357779	0.514046	0.00138341	0.043207	0.00442419	0.101159	0.874922	0.133721	0.434401	0.140632	0.245164	0.27757	0.2053551	-0.02397096	0.111261	0.0579722	0.0935271	0.0197079	0.020463	0.00722788	0.0293268	0.0158069	0.0367706	0.00737945	0.273421	0.0711736	0.0978991	0.152979	0.00508424	0.5714382	4	51.96658	0.04563252	0.398831	0.738309	1.08307	1.77979	0.0223807	0.242093	0.0815576	0.346472	0.180839	0.126657	0.5474673	1.043785
700	-499.0578	-436.306	-62.75175	46.65005	2.850656	0.0501087	0.000569106	0.0136558	0.0301962	0.0460548	0.0368634	0.00735603	0.00800557	0.0434367	0.055251	0.0188248	0.0913522	0.135381	0.00205371	0.00778799	0.0267497	0.0897388	0.0249127	0.010342	0.0389658	0.0760096	0.0275466	0.0287686	0.0181219	0.234149	0.0523952	0.0888064	0.005847	0.142954	0.00242648	0.0772314	0.059261	0.0227468	0.0901798	0.0562763	0.00363076	0.00795879	0.0564764	0.00565995	0.11702	0.0968239	0.00782419	0.0497652	0.333699	0.000276823	0.0360326	0.08883468	-0.01998915	0.0730864	0.0330053	0.0117741	0.00137652	0.0134091	0.0113203	0.204597	0.0296121	0.00441067	0.0547961	0.319768	0.0328294	0.0822558	0.119493	0.00826591	0.2911677	3	72.47705	0.02771134	0.377368	0.722909	1.08167	1.81805	0.139013	0.240759	0.0862911	0.166167	0.145114	0.222656	0.2711786	1.073712
800	-498.5339	-439.0097	-59.52425	41.78377	3.266373	0.127373	0.401263	0.0214239	0.179071	0.0290877	0.0528426	0.0400667	0.0196118	0.0673858	0.0686468	0.0223251	0.0812	0.140411	0.0109898	0.079092	0.0123286	0.0427123	0.0499738	0.0205117	0.0436563	0.0308434	0.0454377	0.0747044	0.00730444	0.216562	0.0126126	0.0105106	0.00344565	0.123627	0.0399106	0.156548	0.0949618	0.0481752	0.0101174	0.252998	0.0774133	0.000129116	0.114197	0.0834731	0.139819	0.0609389	0.0638264	0.0147494	0.100409	0.0566721	0.00574417	0.09518592	-0.04466658	0.108453	0.00794862	0.162878	0.0700309	0.0220116	0.00481394	0.0820496	0.025495	0.0387965	0.0141676	0.222075	0.00656081	0.0956639	0.138993	6.2083e-05	0.4630583	5	50.05744	0.05317333	0.408874	0.745286	1.08355	1.76229	0.0440637	0.224816	0.16147	0.202022	0.19418	0.173448	0.4183918	1.106758
900	-525.0382	-436.7046	-88.33351	20.82315	4.420688	0.213439	0.081144	0.137381	0.0963997	0.0477836	0.0957044	0.200425	0.0101914	0.230391	0.0359672	0.00374338	0.159027	0.0799883	0.0185611	0.0312498	0.0109039	0.0273103	0.120897	0.158015	0.964885	0.048249	0.165022	0.144074	0.652124	0.0128599	0.0563874	0.0584547	0.0449118	0.0510979	0.0457477	0.107199	0.327774	0.258494	0.00549226	0.107153	0.197881	0.257069	0.0507734	0.0129608	0.448348	0.232575	0.361694	0.0496666	0.51042	0.294682	0.161772	0.1660432	-0.05396061	0.104513	0.144646	0.0284637	0.12394	0.0380736	0.0141252	0.0511531	0.00373809	0.0279397	0.00935765	0.252721	0.0121857	0.0088662	0.163259	0.0170168	0.3170482	4	50.16097	0.04779497	0.476079	0.788606	1.08413	1.65118	0.029089	0.19458	0.150738	0.278745	0.185249	0.1616	0.2630876	1.205105
